# (c) Statistisches Landesamt Baden-Württemberg, Fellbach 2025;;;;;;
# ;;;;;;
# Wahlkreise und zugeordnete Stadt- und Landkreise sowie Gemeinden bei der Wahl zum 18. Landtag von Baden-Württemberg am 08. März 2026;;;;;;
# ;;;;;;
# Stand: 30.04.2025;;;;;;
# ;;;;;;
;;;;;;
Wahlkreisnummer;Wahlkreisname;Kreis-Kennziffer;Kreisname;Gemeindekennziffer;Gemeindename;Stadtbezirke, -teile
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326010;Dauchingen;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326017;Furtwangen im Schwarzwald, Stadt;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326020;Gütenbach;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326031;Königsfeld im Schwarzwald;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326037;Mönchweiler;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326041;Niedereschach;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326052;St. Georgen im Schwarzwald, Stadt;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326054;Schönwald im Schwarzwald;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326055;Schonach im Schwarzwald;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326060;Triberg im Schwarzwald, Stadt;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326061;Tuningen;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326065;Unterkirnach;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326068;Vöhrenbach, Stadt;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326074;Villingen-Schwenningen, Stadt;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326075;Brigachtal;
55;Tuttlingen-Donaueschingen;8326;Schwarzwald-Baar-Kreis;8326005;Blumberg, Stadt;
55;Tuttlingen-Donaueschingen;8326;Schwarzwald-Baar-Kreis;8326012;Donaueschingen, Stadt;
55;Tuttlingen-Donaueschingen;8326;Schwarzwald-Baar-Kreis;8326027;Hüfingen, Stadt;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327002;Aldingen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327004;Bärenthal;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327005;Balgheim;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327006;Böttingen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327007;Bubsheim;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327008;Buchheim;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327009;Deilingen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327010;Denkingen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327011;Dürbheim;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327012;Durchhausen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327013;Egesheim;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327016;Fridingen an der Donau, Stadt;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327017;Frittlingen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327018;Geisingen, Stadt;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327019;Gosheim;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327020;Gunningen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327023;Hausen ob Verena;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327025;Immendingen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327027;Irndorf;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327029;Königsheim;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327030;Kolbingen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327033;Mahlstetten;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327036;Mühlheim an der Donau, Stadt;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327038;Neuhausen ob Eck;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327040;Reichenbach am Heuberg;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327041;Renquishausen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327046;Spaichingen, Stadt;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327048;Talheim;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327049;Trossingen, Stadt;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327050;Tuttlingen, Stadt;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327051;Wehingen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327054;Wurmlingen;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327055;Seitingen-Oberflacht;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327056;Rietheim-Weilheim;
55;Tuttlingen-Donaueschingen;8327;Tuttlingen;8327057;Emmingen-Liptingen;
56;Konstanz;8335;Konstanz;8335002;Allensbach;
56;Konstanz;8335;Konstanz;8335025;Gaienhofen;
56;Konstanz;8335;Konstanz;8335043;Konstanz, Universitätsstadt;
56;Konstanz;8335;Konstanz;8335055;Moos;
56;Konstanz;8335;Konstanz;8335061;Öhningen;
56;Konstanz;8335;Konstanz;8335063;Radolfzell am Bodensee, Stadt;
56;Konstanz;8335;Konstanz;8335066;Reichenau;
57;Singen;8335;Konstanz;8335001;Aach, Stadt;
57;Singen;8335;Konstanz;8335015;Büsingen am Hochrhein;
57;Singen;8335;Konstanz;8335021;Eigeltingen;
57;Singen;8335;Konstanz;8335022;Engen, Stadt;
57;Singen;8335;Konstanz;8335026;Gailingen am Hochrhein;
57;Singen;8335;Konstanz;8335028;Gottmadingen;
57;Singen;8335;Konstanz;8335035;Hilzingen;
57;Singen;8335;Konstanz;8335057;Mühlingen;
57;Singen;8335;Konstanz;8335075;Singen (Hohentwiel), Stadt;
57;Singen;8335;Konstanz;8335077;Steißlingen;
57;Singen;8335;Konstanz;8335079;Stockach, Stadt;
57;Singen;8335;Konstanz;8335080;Tengen, Stadt;
57;Singen;8335;Konstanz;8335081;Volkertshausen;
57;Singen;8335;Konstanz;8335096;Hohenfels;
57;Singen;8335;Konstanz;8335097;Mühlhausen-Ehingen;
57;Singen;8335;Konstanz;8335098;Bodman-Ludwigshafen;
57;Singen;8335;Konstanz;8335099;Orsingen-Nenzingen;
57;Singen;8335;Konstanz;8335100;Rielasingen-Worblingen;
58;Lörrach;8336;Lörrach;8336004;Aitern;
58;Lörrach;8336;Lörrach;8336006;Bad Bellingen;
58;Lörrach;8336;Lörrach;8336008;Binzen;
58;Lörrach;8336;Lörrach;8336010;Böllen;
58;Lörrach;8336;Lörrach;8336014;Efringen-Kirchen;
58;Lörrach;8336;Lörrach;8336019;Eimeldingen;
58;Lörrach;8336;Lörrach;8336024;Fischingen;
58;Lörrach;8336;Lörrach;8336025;Fröhnd;
58;Lörrach;8336;Lörrach;8336034;Hasel;
58;Lörrach;8336;Lörrach;8336036;Hausen im Wiesental;
58;Lörrach;8336;Lörrach;8336043;Inzlingen;
58;Lörrach;8336;Lörrach;8336050;Lörrach, Stadt;
58;Lörrach;8336;Lörrach;8336057;Maulburg;
58;Lörrach;8336;Lörrach;8336073;Rümmingen;
58;Lörrach;8336;Lörrach;8336075;Schallbach;
58;Lörrach;8336;Lörrach;8336079;Schönau im Schwarzwald, Stadt;
58;Lörrach;8336;Lörrach;8336080;Schönenberg;
58;Lörrach;8336;Lörrach;8336081;Schopfheim, Stadt;
58;Lörrach;8336;Lörrach;8336084;Steinen;
58;Lörrach;8336;Lörrach;8336087;Todtnau, Stadt;
58;Lörrach;8336;Lörrach;8336089;Tunau;
58;Lörrach;8336;Lörrach;8336090;Utzenfeld;
58;Lörrach;8336;Lörrach;8336091;Weil am Rhein, Stadt;
58;Lörrach;8336;Lörrach;8336094;Wembach;
58;Lörrach;8336;Lörrach;8336096;Wieden;
58;Lörrach;8336;Lörrach;8336100;Wittlingen;
58;Lörrach;8336;Lörrach;8336103;Zell im Wiesental, Stadt;
58;Lörrach;8336;Lörrach;8336105;Grenzach-Wyhlen;
58;Lörrach;8336;Lörrach;8336106;Häg-Ehrsberg;
58;Lörrach;8336;Lörrach;8336107;Kleines Wiesental;
59;Waldshut;8336;Lörrach;8336069;Rheinfelden (Baden), Stadt;
59;Waldshut;8336;Lörrach;8336082;Schwörstadt;
59;Waldshut;8337;Waldshut;8337002;Albbruck;
59;Waldshut;8337;Waldshut;8337030;Dettighofen;
59;Waldshut;8337;Waldshut;8337032;Dogern;
59;Waldshut;8337;Waldshut;8337038;Görwihl;
59;Waldshut;8337;Waldshut;8337049;Herrischried;
59;Waldshut;8337;Waldshut;8337053;Hohentengen am Hochrhein;
59;Waldshut;8337;Waldshut;8337060;Jestetten;
59;Waldshut;8337;Waldshut;8337062;Klettgau;
59;Waldshut;8337;Waldshut;8337065;Lauchringen;
59;Waldshut;8337;Waldshut;8337066;Laufenburg (Baden), Stadt;
59;Waldshut;8337;Waldshut;8337070;Lottstetten;
59;Waldshut;8337;Waldshut;8337076;Murg;
59;Waldshut;8337;Waldshut;8337090;Rickenbach;
59;Waldshut;8337;Waldshut;8337096;Bad Säckingen, Stadt;
59;Waldshut;8337;Waldshut;8337106;Stühlingen, Stadt;
59;Waldshut;8337;Waldshut;8337116;Wehr, Stadt;
59;Waldshut;8337;Waldshut;8337118;Weilheim;
59;Waldshut;8337;Waldshut;8337123;Wutöschingen;
59;Waldshut;8337;Waldshut;8337124;Eggingen;
59;Waldshut;8337;Waldshut;8337125;Küssaberg;
59;Waldshut;8337;Waldshut;8337126;Waldshut-Tiengen, Stadt;
60;Reutlingen;8415;Reutlingen;8415059;Pfullingen, Stadt;
60;Reutlingen;8415;Reutlingen;8415060;Pliezhausen;
60;Reutlingen;8415;Reutlingen;8415061;Reutlingen, Stadt;
60;Reutlingen;8415;Reutlingen;8415080;Wannweil;
60;Reutlingen;8415;Reutlingen;8415087;Walddorfhäslach;
60;Reutlingen;8416;Tübingen;8416011;Dußlingen;
60;Reutlingen;8416;Tübingen;8416015;Gomaringen;
60;Reutlingen;8416;Tübingen;8416022;Kirchentellinsfurt;
60;Reutlingen;8416;Tübingen;8416023;Kusterdingen;
60;Reutlingen;8416;Tübingen;8416026;Nehren;
61;Hechingen-Münsingen;8415;Reutlingen;8415014;Dettingen an der Erms;
61;Hechingen-Münsingen;8415;Reutlingen;8415019;Eningen unter Achalm;
61;Hechingen-Münsingen;8415;Reutlingen;8415027;Gomadingen;
61;Hechingen-Münsingen;8415;Reutlingen;8415028;Grabenstetten;
61;Hechingen-Münsingen;8415;Reutlingen;8415029;Grafenberg;
61;Hechingen-Münsingen;8415;Reutlingen;8415034;Hayingen, Stadt;
61;Hechingen-Münsingen;8415;Reutlingen;8415039;Hülben;
61;Hechingen-Münsingen;8415;Reutlingen;8415048;Mehrstetten;
61;Hechingen-Münsingen;8415;Reutlingen;8415050;Metzingen, Stadt;
61;Hechingen-Münsingen;8415;Reutlingen;8415053;Münsingen, Stadt;
61;Hechingen-Münsingen;8415;Reutlingen;8415058;Pfronstetten;
61;Hechingen-Münsingen;8415;Reutlingen;8415062;Riederich;
61;Hechingen-Münsingen;8415;Reutlingen;8415073;Trochtelfingen, Stadt;
61;Hechingen-Münsingen;8415;Reutlingen;8415078;Bad Urach, Stadt;
61;Hechingen-Münsingen;8415;Reutlingen;8415085;Zwiefalten;
61;Hechingen-Münsingen;8415;Reutlingen;8415086;Gutsbezirk Münsingen;
61;Hechingen-Münsingen;8415;Reutlingen;8415088;Römerstein;
61;Hechingen-Münsingen;8415;Reutlingen;8415089;Engstingen;
61;Hechingen-Münsingen;8415;Reutlingen;8415090;Hohenstein;
61;Hechingen-Münsingen;8415;Reutlingen;8415091;Sonnenbühl;
61;Hechingen-Münsingen;8415;Reutlingen;8415092;Lichtenstein;
61;Hechingen-Münsingen;8415;Reutlingen;8415093;St. Johann;
61;Hechingen-Münsingen;8417;Zollernalbkreis;8417013;Burladingen, Stadt;
61;Hechingen-Münsingen;8417;Zollernalbkreis;8417031;Hechingen, Stadt;
61;Hechingen-Münsingen;8417;Zollernalbkreis;8417036;Jungingen;
62;Tübingen;8416;Tübingen;8416006;Bodelshausen;
62;Tübingen;8416;Tübingen;8416009;Dettenhausen;
62;Tübingen;8416;Tübingen;8416025;Mössingen, Stadt;
62;Tübingen;8416;Tübingen;8416031;Ofterdingen;
62;Tübingen;8416;Tübingen;8416036;Rottenburg am Neckar, Stadt;
62;Tübingen;8416;Tübingen;8416041;Tübingen, Universitätsstadt;
62;Tübingen;8416;Tübingen;8416048;Ammerbuch;
62;Tübingen;8416;Tübingen;8416049;Neustetten;
63;Balingen;8416;Tübingen;8416018;Hirrlingen;
63;Balingen;8416;Tübingen;8416050;Starzach;
63;Balingen;8417;Zollernalbkreis;8417002;Balingen, Stadt;
63;Balingen;8417;Zollernalbkreis;8417008;Bisingen;
63;Balingen;8417;Zollernalbkreis;8417010;Bitz;
63;Balingen;8417;Zollernalbkreis;8417014;Dautmergen;
63;Balingen;8417;Zollernalbkreis;8417015;Dormettingen;
63;Balingen;8417;Zollernalbkreis;8417016;Dotternhausen;
63;Balingen;8417;Zollernalbkreis;8417022;Geislingen, Stadt;
63;Balingen;8417;Zollernalbkreis;8417023;Grosselfingen;
63;Balingen;8417;Zollernalbkreis;8417025;Haigerloch, Stadt;
63;Balingen;8417;Zollernalbkreis;8417029;Hausen am Tann;
63;Balingen;8417;Zollernalbkreis;8417044;Meßstetten, Stadt;
63;Balingen;8417;Zollernalbkreis;8417045;Nusplingen;
63;Balingen;8417;Zollernalbkreis;8417047;Obernheim;
63;Balingen;8417;Zollernalbkreis;8417051;Rangendingen;
63;Balingen;8417;Zollernalbkreis;8417052;Ratshausen;
63;Balingen;8417;Zollernalbkreis;8417054;Rosenfeld, Stadt;
63;Balingen;8417;Zollernalbkreis;8417057;Schömberg, Stadt;
63;Balingen;8417;Zollernalbkreis;8417063;Straßberg;
63;Balingen;8417;Zollernalbkreis;8417071;Weilen unter den Rinnen;
63;Balingen;8417;Zollernalbkreis;8417075;Winterlingen;
63;Balingen;8417;Zollernalbkreis;8417078;Zimmern unter der Burg;
63;Balingen;8417;Zollernalbkreis;8417079;Albstadt, Stadt;
64;Ulm;8421;Stadtkreis Ulm;8421000;Ulm, Universitätsstadt;
64;Ulm;8425;Alb-Donau-Kreis;8425028;Dietenheim, Stadt;
64;Ulm;8425;Alb-Donau-Kreis;8425039;Erbach, Stadt;
64;Ulm;8425;Alb-Donau-Kreis;8425064;Hüttisheim;
64;Ulm;8425;Alb-Donau-Kreis;8425066;Illerrieden;
64;Ulm;8425;Alb-Donau-Kreis;8425110;Schnürpflingen;
64;Ulm;8425;Alb-Donau-Kreis;8425137;Illerkirchberg;
64;Ulm;8425;Alb-Donau-Kreis;8425138;Staig;
64;Ulm;8425;Alb-Donau-Kreis;8425140;Balzheim;
64;Ulm;8425;Alb-Donau-Kreis;8425141;Blaustein, Stadt;
65;Ehingen;8425;Alb-Donau-Kreis;8425002;Allmendingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425004;Altheim;
65;Ehingen;8425;Alb-Donau-Kreis;8425005;Altheim (Alb);
65;Ehingen;8425;Alb-Donau-Kreis;8425008;Amstetten;
65;Ehingen;8425;Alb-Donau-Kreis;8425011;Asselfingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425013;Ballendorf;
65;Ehingen;8425;Alb-Donau-Kreis;8425014;Beimerstetten;
65;Ehingen;8425;Alb-Donau-Kreis;8425017;Berghülen;
65;Ehingen;8425;Alb-Donau-Kreis;8425019;Bernstadt;
65;Ehingen;8425;Alb-Donau-Kreis;8425020;Blaubeuren, Stadt;
65;Ehingen;8425;Alb-Donau-Kreis;8425022;Börslingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425024;Breitingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425031;Dornstadt;
65;Ehingen;8425;Alb-Donau-Kreis;8425033;Ehingen (Donau), Stadt;
65;Ehingen;8425;Alb-Donau-Kreis;8425035;Emeringen;
65;Ehingen;8425;Alb-Donau-Kreis;8425036;Emerkingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425050;Griesingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425052;Grundsheim;
65;Ehingen;8425;Alb-Donau-Kreis;8425055;Hausen am Bussen;
65;Ehingen;8425;Alb-Donau-Kreis;8425062;Holzkirch;
65;Ehingen;8425;Alb-Donau-Kreis;8425071;Laichingen, Stadt;
65;Ehingen;8425;Alb-Donau-Kreis;8425072;Langenau, Stadt;
65;Ehingen;8425;Alb-Donau-Kreis;8425073;Lauterach;
65;Ehingen;8425;Alb-Donau-Kreis;8425075;Lonsee;
65;Ehingen;8425;Alb-Donau-Kreis;8425079;Merklingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425081;Munderkingen, Stadt;
65;Ehingen;8425;Alb-Donau-Kreis;8425083;Neenstetten;
65;Ehingen;8425;Alb-Donau-Kreis;8425084;Nellingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425085;Nerenstetten;
65;Ehingen;8425;Alb-Donau-Kreis;8425088;Oberdischingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425090;Obermarchtal;
65;Ehingen;8425;Alb-Donau-Kreis;8425091;Oberstadion;
65;Ehingen;8425;Alb-Donau-Kreis;8425092;Öllingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425093;Öpfingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425097;Rammingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425098;Rechtenstein;
65;Ehingen;8425;Alb-Donau-Kreis;8425104;Rottenacker;
65;Ehingen;8425;Alb-Donau-Kreis;8425108;Schelklingen, Stadt;
65;Ehingen;8425;Alb-Donau-Kreis;8425112;Setzingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425123;Untermarchtal;
65;Ehingen;8425;Alb-Donau-Kreis;8425124;Unterstadion;
65;Ehingen;8425;Alb-Donau-Kreis;8425125;Unterwachingen;
65;Ehingen;8425;Alb-Donau-Kreis;8425130;Weidenstetten;
65;Ehingen;8425;Alb-Donau-Kreis;8425134;Westerheim;
65;Ehingen;8425;Alb-Donau-Kreis;8425135;Westerstetten;
65;Ehingen;8425;Alb-Donau-Kreis;8425139;Heroldstatt;
66;Biberach;8426;Biberach;8426001;Achstetten;
66;Biberach;8426;Biberach;8426005;Alleshausen;
66;Biberach;8426;Biberach;8426006;Allmannsweiler;
66;Biberach;8426;Biberach;8426008;Altheim;
66;Biberach;8426;Biberach;8426011;Attenweiler;
66;Biberach;8426;Biberach;8426013;Bad Buchau, Stadt;
66;Biberach;8426;Biberach;8426014;Bad Schussenried, Stadt;
66;Biberach;8426;Biberach;8426020;Betzenweiler;
66;Biberach;8426;Biberach;8426021;Biberach an der Riß, Stadt;
66;Biberach;8426;Biberach;8426028;Burgrieden;
66;Biberach;8426;Biberach;8426035;Dürmentingen;
66;Biberach;8426;Biberach;8426036;Dürnau;
66;Biberach;8426;Biberach;8426038;Eberhardzell;
66;Biberach;8426;Biberach;8426043;Erlenmoos;
66;Biberach;8426;Biberach;8426045;Ertingen;
66;Biberach;8426;Biberach;8426058;Hochdorf;
66;Biberach;8426;Biberach;8426062;Ingoldingen;
66;Biberach;8426;Biberach;8426064;Kanzach;
66;Biberach;8426;Biberach;8426067;Langenenslingen;
66;Biberach;8426;Biberach;8426070;Laupheim, Stadt;
66;Biberach;8426;Biberach;8426071;Maselheim;
66;Biberach;8426;Biberach;8426073;Mietingen;
66;Biberach;8426;Biberach;8426074;Mittelbiberach;
66;Biberach;8426;Biberach;8426078;Moosburg;
66;Biberach;8426;Biberach;8426087;Ochsenhausen, Stadt;
66;Biberach;8426;Biberach;8426090;Oggelshausen;
66;Biberach;8426;Biberach;8426097;Riedlingen, Stadt;
66;Biberach;8426;Biberach;8426108;Schwendi;
66;Biberach;8426;Biberach;8426109;Seekirch;
66;Biberach;8426;Biberach;8426113;Steinhausen an der Rottum;
66;Biberach;8426;Biberach;8426118;Tiefenbach;
66;Biberach;8426;Biberach;8426120;Ummendorf;
66;Biberach;8426;Biberach;8426121;Unlingen;
66;Biberach;8426;Biberach;8426124;Uttenweiler;
66;Biberach;8426;Biberach;8426125;Wain;
66;Biberach;8426;Biberach;8426128;Warthausen;
66;Biberach;8426;Biberach;8426134;Schemmerhofen;
66;Biberach;8426;Biberach;8426135;Gutenzell-Hürbel;
67;Bodensee;8435;Bodenseekreis;8435005;Bermatingen;
67;Bodensee;8435;Bodenseekreis;8435010;Daisendorf;
67;Bodensee;8435;Bodenseekreis;8435013;Eriskirch;
67;Bodensee;8435;Bodenseekreis;8435015;Frickingen;
67;Bodensee;8435;Bodenseekreis;8435016;Friedrichshafen, Stadt;
67;Bodensee;8435;Bodenseekreis;8435018;Hagnau am Bodensee;
67;Bodensee;8435;Bodenseekreis;8435020;Heiligenberg;
67;Bodensee;8435;Bodenseekreis;8435024;Immenstaad am Bodensee;
67;Bodensee;8435;Bodenseekreis;8435029;Kressbronn am Bodensee;
67;Bodensee;8435;Bodenseekreis;8435030;Langenargen;
67;Bodensee;8435;Bodenseekreis;8435034;Markdorf, Stadt;
67;Bodensee;8435;Bodenseekreis;8435036;Meersburg, Stadt;
67;Bodensee;8435;Bodenseekreis;8435045;Oberteuringen;
67;Bodensee;8435;Bodenseekreis;8435047;Owingen;
67;Bodensee;8435;Bodenseekreis;8435052;Salem;
67;Bodensee;8435;Bodenseekreis;8435053;Sipplingen;
67;Bodensee;8435;Bodenseekreis;8435054;Stetten;
67;Bodensee;8435;Bodenseekreis;8435059;Überlingen, Stadt;
67;Bodensee;8435;Bodenseekreis;8435066;Uhldingen-Mühlhofen;
67;Bodensee;8435;Bodenseekreis;8435067;Deggenhausertal;
68;Wangen;8426;Biberach;8426019;Berkheim;
68;Wangen;8426;Biberach;8426031;Dettingen an der Iller;
68;Wangen;8426;Biberach;8426044;Erolzheim;
68;Wangen;8426;Biberach;8426065;Kirchberg an der Iller;
68;Wangen;8426;Biberach;8426066;Kirchdorf an der Iller;
68;Wangen;8426;Biberach;8426100;Rot an der Rot;
68;Wangen;8426;Biberach;8426117;Tannheim;
68;Wangen;8436;Ravensburg;8436001;Achberg;
68;Wangen;8436;Ravensburg;8436003;Aichstetten;
68;Wangen;8436;Ravensburg;8436004;Aitrach;
68;Wangen;8436;Ravensburg;8436006;Amtzell;
68;Wangen;8436;Ravensburg;8436008;Aulendorf, Stadt;
68;Wangen;8436;Ravensburg;8436009;Bad Waldsee, Stadt;
68;Wangen;8436;Ravensburg;8436010;Bad Wurzach, Stadt;
68;Wangen;8436;Ravensburg;8436014;Bergatreute;
68;Wangen;8436;Ravensburg;8436049;Isny im Allgäu, Stadt;
68;Wangen;8436;Ravensburg;8436052;Kißlegg;
68;Wangen;8436;Ravensburg;8436055;Leutkirch im Allgäu, Stadt;
68;Wangen;8436;Ravensburg;8436078;Vogt;
68;Wangen;8436;Ravensburg;8436081;Wangen im Allgäu, Stadt;
68;Wangen;8436;Ravensburg;8436085;Wolfegg;
68;Wangen;8436;Ravensburg;8436094;Argenbühl;
69;Ravensburg;8435;Bodenseekreis;8435035;Meckenbeuren;
69;Ravensburg;8435;Bodenseekreis;8435042;Neukirch;
69;Ravensburg;8435;Bodenseekreis;8435057;Tettnang, Stadt;
69;Ravensburg;8436;Ravensburg;8436005;Altshausen;
69;Ravensburg;8436;Ravensburg;8436011;Baienfurt;
69;Ravensburg;8436;Ravensburg;8436012;Baindt;
69;Ravensburg;8436;Ravensburg;8436013;Berg;
69;Ravensburg;8436;Ravensburg;8436018;Bodnegg;
69;Ravensburg;8436;Ravensburg;8436019;Boms;
69;Ravensburg;8436;Ravensburg;8436024;Ebenweiler;
69;Ravensburg;8436;Ravensburg;8436027;Eichstegen;
69;Ravensburg;8436;Ravensburg;8436032;Fleischwangen;
69;Ravensburg;8436;Ravensburg;8436039;Grünkraut;
69;Ravensburg;8436;Ravensburg;8436040;Guggenhausen;
69;Ravensburg;8436;Ravensburg;8436047;Hoßkirch;
69;Ravensburg;8436;Ravensburg;8436053;Königseggwald;
69;Ravensburg;8436;Ravensburg;8436064;Ravensburg, Stadt;
69;Ravensburg;8436;Ravensburg;8436067;Riedhausen;
69;Ravensburg;8436;Ravensburg;8436069;Schlier;
69;Ravensburg;8436;Ravensburg;8436077;Unterwaldhausen;
69;Ravensburg;8436;Ravensburg;8436079;Waldburg;
69;Ravensburg;8436;Ravensburg;8436082;Weingarten, Stadt;
69;Ravensburg;8436;Ravensburg;8436083;Wilhelmsdorf;
69;Ravensburg;8436;Ravensburg;8436087;Wolpertswende;
69;Ravensburg;8436;Ravensburg;8436093;Ebersbach-Musbach;
69;Ravensburg;8436;Ravensburg;8436095;Horgenzell;
69;Ravensburg;8436;Ravensburg;8436096;Fronreute;
70;Sigmaringen;8437;Sigmaringen;8437005;Beuron;
70;Sigmaringen;8437;Sigmaringen;8437008;Bingen;
70;Sigmaringen;8437;Sigmaringen;8437031;Gammertingen, Stadt;
70;Sigmaringen;8437;Sigmaringen;8437044;Herbertingen;
70;Sigmaringen;8437;Sigmaringen;8437047;Hettingen, Stadt;
70;Sigmaringen;8437;Sigmaringen;8437053;Hohentengen;
70;Sigmaringen;8437;Sigmaringen;8437056;Illmensee;
70;Sigmaringen;8437;Sigmaringen;8437059;Inzigkofen;
70;Sigmaringen;8437;Sigmaringen;8437065;Krauchenwies;
70;Sigmaringen;8437;Sigmaringen;8437072;Leibertingen;
70;Sigmaringen;8437;Sigmaringen;8437076;Mengen, Stadt;
70;Sigmaringen;8437;Sigmaringen;8437078;Meßkirch, Stadt;
70;Sigmaringen;8437;Sigmaringen;8437082;Neufra;
70;Sigmaringen;8437;Sigmaringen;8437086;Ostrach;
70;Sigmaringen;8437;Sigmaringen;8437088;Pfullendorf, Stadt;
70;Sigmaringen;8437;Sigmaringen;8437100;Bad Saulgau, Stadt;
70;Sigmaringen;8437;Sigmaringen;8437101;Scheer, Stadt;
70;Sigmaringen;8437;Sigmaringen;8437102;Schwenningen;
70;Sigmaringen;8437;Sigmaringen;8437104;Sigmaringen, Stadt;
70;Sigmaringen;8437;Sigmaringen;8437105;Sigmaringendorf;
70;Sigmaringen;8437;Sigmaringen;8437107;Stetten am kalten Markt;
70;Sigmaringen;8437;Sigmaringen;8437114;Veringenstadt, Stadt;
70;Sigmaringen;8437;Sigmaringen;8437118;Wald;
70;Sigmaringen;8437;Sigmaringen;8437123;Sauldorf;
70;Sigmaringen;8437;Sigmaringen;8437124;Herdwangen-Schönach;
