# (c) Statistisches Landesamt Baden-Württemberg, Fellbach 2025;;;;;;
# ;;;;;;
# Wahlkreise und zugeordnete Stadt- und Landkreise sowie Gemeinden bei der Wahl zum 18. Landtag von Baden-Württemberg am 08. März 2026;;;;;;
# ;;;;;;
# Stand: 30.04.2025;;;;;;
# ;;;;;;
;;;;;;
Wahlkreisnummer;Wahlkreisname;Kreis-Kennziffer;Kreisname;Gemeindekennziffer;Gemeindename;Stadtbezirke, -teile
29;Bruchsal;8215;Karlsruhe;8215029;Hambrücken;
29;Bruchsal;8215;Karlsruhe;8215039;Kronau;
29;Bruchsal;8215;Karlsruhe;8215064;Östringen, Stadt;
29;Bruchsal;8215;Karlsruhe;8215066;Philippsburg, Stadt;
29;Bruchsal;8215;Karlsruhe;8215084;Ubstadt-Weiher;
29;Bruchsal;8215;Karlsruhe;8215100;Bad Schönborn;
29;Bruchsal;8215;Karlsruhe;8215103;Karlsdorf-Neuthard;
29;Bruchsal;8215;Karlsruhe;8215106;Waghäusel, Stadt;
29;Bruchsal;8215;Karlsruhe;8215107;Oberhausen-Rheinhausen;
30;Bretten;8215;Karlsruhe;8215007;Bretten, Stadt;
30;Bretten;8215;Karlsruhe;8215025;Gondelsheim;
30;Bretten;8215;Karlsruhe;8215040;Kürnbach;
30;Bretten;8215;Karlsruhe;8215059;Oberderdingen;
30;Bretten;8215;Karlsruhe;8215082;Sulzfeld;
30;Bretten;8215;Karlsruhe;8215089;Walzbachtal;
30;Bretten;8215;Karlsruhe;8215090;Weingarten (Baden);
30;Bretten;8215;Karlsruhe;8215094;Zaisenhausen;
30;Bretten;8215;Karlsruhe;8215097;Kraichtal, Stadt;
30;Bretten;8215;Karlsruhe;8215099;Graben-Neudorf;
30;Bretten;8215;Karlsruhe;8215102;Eggenstein-Leopoldshafen;
30;Bretten;8215;Karlsruhe;8215105;Linkenheim-Hochstetten;
30;Bretten;8215;Karlsruhe;8215109;Stutensee, Stadt;
30;Bretten;8215;Karlsruhe;8215111;Dettenheim;
31;Ettlingen;8215;Karlsruhe;8215017;Ettlingen, Stadt;
31;Ettlingen;8215;Karlsruhe;8215046;Malsch;
31;Ettlingen;8215;Karlsruhe;8215047;Marxzell;
31;Ettlingen;8215;Karlsruhe;8215096;Karlsbad;
31;Ettlingen;8215;Karlsruhe;8215101;Pfinztal;
31;Ettlingen;8215;Karlsruhe;8215108;Rheinstetten, Stadt;
31;Ettlingen;8215;Karlsruhe;8215110;Waldbronn;
32;Rastatt;8216;Rastatt;8216002;Au am Rhein;
32;Rastatt;8216;Rastatt;8216005;Bietigheim;
32;Rastatt;8216;Rastatt;8216006;Bischweier;
32;Rastatt;8216;Rastatt;8216009;Durmersheim;
32;Rastatt;8216;Rastatt;8216012;Elchesheim-Illingen;
32;Rastatt;8216;Rastatt;8216013;Forbach;
32;Rastatt;8216;Rastatt;8216015;Gaggenau, Stadt;
32;Rastatt;8216;Rastatt;8216017;Gernsbach, Stadt;
32;Rastatt;8216;Rastatt;8216023;Iffezheim;
32;Rastatt;8216;Rastatt;8216024;Kuppenheim, Stadt;
32;Rastatt;8216;Rastatt;8216029;Loffenau;
32;Rastatt;8216;Rastatt;8216033;Muggensturm;
32;Rastatt;8216;Rastatt;8216039;Ötigheim;
32;Rastatt;8216;Rastatt;8216043;Rastatt, Stadt;
32;Rastatt;8216;Rastatt;8216052;Steinmauern;
32;Rastatt;8216;Rastatt;8216059;Weisenbach;
33;Baden-Baden;8211;Stadtkreis Baden-Baden;8211000;Baden-Baden, Stadt;
33;Baden-Baden;8216;Rastatt;8216007;Bühl, Stadt;
33;Baden-Baden;8216;Rastatt;8216008;Bühlertal;
33;Baden-Baden;8216;Rastatt;8216022;Hügelsheim;
33;Baden-Baden;8216;Rastatt;8216028;Lichtenau, Stadt;
33;Baden-Baden;8216;Rastatt;8216041;Ottersweier;
33;Baden-Baden;8216;Rastatt;8216049;Sinzheim;
33;Baden-Baden;8216;Rastatt;8216063;Rheinmünster;
34;Heidelberg;8221;Stadtkreis Heidelberg;8221000;Heidelberg, Stadt;
35;Mannheim I;8222;Stadtkreis Mannheim;8222000;Mannheim, Universitätsstadt;Käfertal, Neckarstadt-Ost/Wohlgelegen, Neckarstadt-West, Sandhofen, Schönau, Vogelstang, Waldhof, Wallstadt
36;Mannheim II;8222;Stadtkreis Mannheim;8222000;Mannheim, Universitätsstadt;Feudenheim, Friedrichsfeld, Innenstadt/Jungbusch, Lindenhof, Neckarau, Neuostheim/Neuhermsheim, Rheinau, Schwetzingerstadt/Oststadt, Seckenheim
37;Wiesloch;8226;Rhein-Neckar-Kreis;8226010;Dielheim;
37;Wiesloch;8226;Rhein-Neckar-Kreis;8226041;Leimen, Stadt;
37;Wiesloch;8226;Rhein-Neckar-Kreis;8226046;Malsch;
37;Wiesloch;8226;Rhein-Neckar-Kreis;8226054;Mühlhausen;
37;Wiesloch;8226;Rhein-Neckar-Kreis;8226060;Nußloch;
37;Wiesloch;8226;Rhein-Neckar-Kreis;8226065;Rauenberg, Stadt;
37;Wiesloch;8226;Rhein-Neckar-Kreis;8226076;Sandhausen;
37;Wiesloch;8226;Rhein-Neckar-Kreis;8226095;Walldorf, Stadt;
37;Wiesloch;8226;Rhein-Neckar-Kreis;8226098;Wiesloch, Stadt;
37;Wiesloch;8226;Rhein-Neckar-Kreis;8226103;St. Leon-Rot;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225001;Adelsheim, Stadt;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225002;Aglasterhausen;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225009;Billigheim;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225010;Binau;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225014;Buchen (Odenwald), Stadt;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225024;Fahrenbach;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225032;Hardheim;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225033;Haßmersheim;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225039;Höpfingen;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225042;Hüffenhardt;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225052;Limbach;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225058;Mosbach, Stadt;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225060;Mudau;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225064;Neckargerach;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225067;Neckarzimmern;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225068;Neunkirchen;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225074;Obrigheim;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225075;Osterburken, Stadt;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225082;Rosenberg;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225091;Seckach;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225109;Walldürn, Stadt;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225113;Zwingenberg;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225114;Ravenstein, Stadt;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225115;Schefflenz;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225116;Schwarzach;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225117;Elztal;
38;Neckar-Odenwald;8225;Neckar-Odenwald-Kreis;8225118;Waldbrunn;
39;Weinheim;8226;Rhein-Neckar-Kreis;8226012;Dossenheim;
39;Weinheim;8226;Rhein-Neckar-Kreis;8226028;Heddesheim;
39;Weinheim;8226;Rhein-Neckar-Kreis;8226031;Hemsbach, Stadt;
39;Weinheim;8226;Rhein-Neckar-Kreis;8226036;Ilvesheim;
39;Weinheim;8226;Rhein-Neckar-Kreis;8226038;Ladenburg, Stadt;
39;Weinheim;8226;Rhein-Neckar-Kreis;8226040;Laudenbach;
39;Weinheim;8226;Rhein-Neckar-Kreis;8226082;Schriesheim, Stadt;
39;Weinheim;8226;Rhein-Neckar-Kreis;8226096;Weinheim, Stadt;
39;Weinheim;8226;Rhein-Neckar-Kreis;8226105;Edingen-Neckarhausen;
39;Weinheim;8226;Rhein-Neckar-Kreis;8226107;Hirschberg an der Bergstraße;
40;Schwetzingen;8226;Rhein-Neckar-Kreis;8226003;Altlußheim;
40;Schwetzingen;8226;Rhein-Neckar-Kreis;8226009;Brühl;
40;Schwetzingen;8226;Rhein-Neckar-Kreis;8226018;Eppelheim, Stadt;
40;Schwetzingen;8226;Rhein-Neckar-Kreis;8226032;Hockenheim, Stadt;
40;Schwetzingen;8226;Rhein-Neckar-Kreis;8226037;Ketsch;
40;Schwetzingen;8226;Rhein-Neckar-Kreis;8226059;Neulußheim;
40;Schwetzingen;8226;Rhein-Neckar-Kreis;8226062;Oftersheim;
40;Schwetzingen;8226;Rhein-Neckar-Kreis;8226063;Plankstadt;
40;Schwetzingen;8226;Rhein-Neckar-Kreis;8226068;Reilingen;
40;Schwetzingen;8226;Rhein-Neckar-Kreis;8226084;Schwetzingen, Stadt;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226006;Bammental;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226013;Eberbach, Stadt;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226017;Epfenbach;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226020;Eschelbronn;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226022;Gaiberg;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226027;Heddesbach;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226029;Heiligkreuzsteinach;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226048;Mauer;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226049;Meckesheim;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226055;Neckarbischofsheim, Stadt;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226056;Neckargemünd, Stadt;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226058;Neidenstein;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226066;Reichartshausen;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226080;Schönau, Stadt;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226081;Schönbrunn;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226085;Sinsheim, Stadt;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226086;Spechbach;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226091;Waibstadt, Stadt;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226097;Wiesenbach;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226099;Wilhelmsfeld;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226101;Zuzenhausen;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226102;Angelbachtal;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226104;Lobbach;
41;Sinsheim;8226;Rhein-Neckar-Kreis;8226106;Helmstadt-Bargen;
42;Pforzheim;8231;Stadtkreis Pforzheim;8231000;Pforzheim, Stadt;
42;Pforzheim;8236;Enzkreis;8236004;Birkenfeld;
42;Pforzheim;8236;Enzkreis;8236013;Engelsbrand;
42;Pforzheim;8236;Enzkreis;8236030;Ispringen;
42;Pforzheim;8236;Enzkreis;8236031;Kieselbronn;
43;Calw;8235;Calw;8235006;Altensteig, Stadt;
43;Calw;8235;Calw;8235007;Althengstett;
43;Calw;8235;Calw;8235008;Bad Liebenzell, Stadt;
43;Calw;8235;Calw;8235018;Dobel;
43;Calw;8235;Calw;8235020;Ebhausen;
43;Calw;8235;Calw;8235022;Egenhausen;
43;Calw;8235;Calw;8235025;Enzklösterle;
43;Calw;8235;Calw;8235029;Gechingen;
43;Calw;8235;Calw;8235032;Haiterbach, Stadt;
43;Calw;8235;Calw;8235033;Bad Herrenalb, Stadt;
43;Calw;8235;Calw;8235035;Höfen an der Enz;
43;Calw;8235;Calw;8235046;Nagold, Stadt;
43;Calw;8235;Calw;8235047;Neubulach, Stadt;
43;Calw;8235;Calw;8235050;Neuweiler;
43;Calw;8235;Calw;8235055;Oberreichenbach;
43;Calw;8235;Calw;8235057;Ostelsheim;
43;Calw;8235;Calw;8235060;Rohrdorf;
43;Calw;8235;Calw;8235065;Schömberg;
43;Calw;8235;Calw;8235066;Simmersfeld;
43;Calw;8235;Calw;8235067;Simmozheim;
43;Calw;8235;Calw;8235073;Unterreichenbach;
43;Calw;8235;Calw;8235079;Bad Wildbad, Stadt;
43;Calw;8235;Calw;8235080;Wildberg, Stadt;
43;Calw;8235;Calw;8235084;Bad Teinach-Zavelstein, Stadt;
43;Calw;8235;Calw;8235085;Calw, Stadt;
44;Enz;8236;Enzkreis;8236011;Eisingen;
44;Enz;8236;Enzkreis;8236019;Friolzheim;
44;Enz;8236;Enzkreis;8236025;Heimsheim, Stadt;
44;Enz;8236;Enzkreis;8236028;Illingen;
44;Enz;8236;Enzkreis;8236033;Knittlingen, Stadt;
44;Enz;8236;Enzkreis;8236038;Maulbronn, Stadt;
44;Enz;8236;Enzkreis;8236039;Mönsheim;
44;Enz;8236;Enzkreis;8236040;Mühlacker, Stadt;
44;Enz;8236;Enzkreis;8236043;Neuenbürg, Stadt;
44;Enz;8236;Enzkreis;8236044;Neuhausen;
44;Enz;8236;Enzkreis;8236046;Niefern-Öschelbronn;
44;Enz;8236;Enzkreis;8236050;Ötisheim;
44;Enz;8236;Enzkreis;8236061;Sternenfels;
44;Enz;8236;Enzkreis;8236062;Tiefenbronn;
44;Enz;8236;Enzkreis;8236065;Wiernsheim;
44;Enz;8236;Enzkreis;8236067;Wimsheim;
44;Enz;8236;Enzkreis;8236068;Wurmberg;
44;Enz;8236;Enzkreis;8236070;Keltern;
44;Enz;8236;Enzkreis;8236071;Remchingen;
44;Enz;8236;Enzkreis;8236072;Straubenhardt;
44;Enz;8236;Enzkreis;8236073;Neulingen;
44;Enz;8236;Enzkreis;8236074;Kämpfelbach;
44;Enz;8236;Enzkreis;8236075;Ölbronn-Dürrn;
44;Enz;8236;Enzkreis;8236076;Königsbach-Stein;
45;Freudenstadt;8237;Freudenstadt;8237002;Alpirsbach, Stadt;
45;Freudenstadt;8237;Freudenstadt;8237004;Baiersbronn;
45;Freudenstadt;8237;Freudenstadt;8237019;Dornstetten, Stadt;
45;Freudenstadt;8237;Freudenstadt;8237024;Empfingen;
45;Freudenstadt;8237;Freudenstadt;8237027;Eutingen im Gäu;
45;Freudenstadt;8237;Freudenstadt;8237028;Freudenstadt, Stadt;
45;Freudenstadt;8237;Freudenstadt;8237030;Glatten;
45;Freudenstadt;8237;Freudenstadt;8237032;Grömbach;
45;Freudenstadt;8237;Freudenstadt;8237040;Horb am Neckar, Stadt;
45;Freudenstadt;8237;Freudenstadt;8237045;Loßburg;
45;Freudenstadt;8237;Freudenstadt;8237054;Pfalzgrafenweiler;
45;Freudenstadt;8237;Freudenstadt;8237061;Schopfloch;
45;Freudenstadt;8237;Freudenstadt;8237072;Wörnersberg;
45;Freudenstadt;8237;Freudenstadt;8237073;Seewald;
45;Freudenstadt;8237;Freudenstadt;8237074;Waldachtal;
45;Freudenstadt;8237;Freudenstadt;8237075;Bad Rippoldsau-Schapbach;
46;Freiburg I;8311;Stadtkreis Freiburg im Breisgau;8311000;Freiburg im Breisgau, Stadt;Altstadt, Ebnet, Günterstal, Herdern, Kappel, Littenweiler, Mittelwiehre, Neuburg, Oberau, Oberwiehre, Waldsee
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315016;Breitnau;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315020;Buchenbach;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315031;Eisenbach (Hochschwarzwald);
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315037;Feldberg (Schwarzwald);
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315039;Friedenweiler;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315041;Glottertal;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315047;Gundelfingen;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315051;Heuweiler;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315052;Hinterzarten;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315064;Kirchzarten;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315068;Lenzkirch;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315070;Löffingen, Stadt;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315084;Oberried;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315094;St. Märgen;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315095;St. Peter;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315102;Schluchsee;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315109;Stegen;
46;Freiburg I;8315;Breisgau-Hochschwarzwald;8315113;Titisee-Neustadt, Stadt;
46;Freiburg I;8337;Waldshut;8337013;Bernau im Schwarzwald;
46;Freiburg I;8337;Waldshut;8337022;Bonndorf im Schwarzwald, Stadt;
46;Freiburg I;8337;Waldshut;8337027;Dachsberg (Südschwarzwald);
46;Freiburg I;8337;Waldshut;8337039;Grafenhausen;
46;Freiburg I;8337;Waldshut;8337045;Häusern;
46;Freiburg I;8337;Waldshut;8337051;Höchenschwand;
46;Freiburg I;8337;Waldshut;8337059;Ibach;
46;Freiburg I;8337;Waldshut;8337097;St. Blasien, Stadt;
46;Freiburg I;8337;Waldshut;8337108;Todtmoos;
46;Freiburg I;8337;Waldshut;8337127;Wutach;
46;Freiburg I;8337;Waldshut;8337128;Ühlingen-Birkendorf;
47;Freiburg II;8311;Stadtkreis Freiburg im Breisgau;8311000;Freiburg im Breisgau, Stadt;Betzenhausen, Brühl, Haslach, Hochdorf, Landwasser, Lehen, Mooswald, Munzingen, Opfingen, Rieselfeld, St. Georgen, Stühlinger, Tiengen, Unterwiehre, Vauban, Waltershofen, Weingarten, Zähringen
47;Freiburg II;8315;Breisgau-Hochschwarzwald;8315043;Gottenheim;
47;Freiburg II;8315;Breisgau-Hochschwarzwald;8315098;Schallstadt;
47;Freiburg II;8315;Breisgau-Hochschwarzwald;8315115;Umkirch;
47;Freiburg II;8315;Breisgau-Hochschwarzwald;8315132;March;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315003;Au;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315004;Auggen;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315006;Bad Krozingen, Stadt;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315007;Badenweiler;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315008;Ballrechten-Dottingen;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315013;Bötzingen;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315014;Bollschweil;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315015;Breisach am Rhein, Stadt;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315022;Buggingen;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315028;Ebringen;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315030;Eichstetten am Kaiserstuhl;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315033;Eschbach;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315048;Hartheim am Rhein;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315050;Heitersheim, Stadt;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315056;Horben;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315059;Ihringen;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315072;Merdingen;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315073;Merzhausen;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315074;Müllheim, Stadt;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315076;Neuenburg am Rhein, Stadt;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315089;Pfaffenweiler;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315107;Sölden;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315108;Staufen im Breisgau, Stadt;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315111;Sulzburg, Stadt;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315125;Wittnau;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315130;Münstertal/Schwarzwald;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315131;Ehrenkirchen;
48;Breisgau;8315;Breisgau-Hochschwarzwald;8315133;Vogtsburg im Kaiserstuhl, Stadt;
48;Breisgau;8336;Lörrach;8336045;Kandern, Stadt;
48;Breisgau;8336;Lörrach;8336078;Schliengen;
48;Breisgau;8336;Lörrach;8336104;Malsburg-Marzell;
49;Emmendingen;8316;Emmendingen;8316002;Bahlingen am Kaiserstuhl;
49;Emmendingen;8316;Emmendingen;8316003;Biederbach;
49;Emmendingen;8316;Emmendingen;8316009;Denzlingen;
49;Emmendingen;8316;Emmendingen;8316010;Elzach, Stadt;
49;Emmendingen;8316;Emmendingen;8316011;Emmendingen, Stadt;
49;Emmendingen;8316;Emmendingen;8316012;Endingen am Kaiserstuhl, Stadt;
49;Emmendingen;8316;Emmendingen;8316013;Forchheim;
49;Emmendingen;8316;Emmendingen;8316014;Gutach im Breisgau;
49;Emmendingen;8316;Emmendingen;8316017;Herbolzheim, Stadt;
49;Emmendingen;8316;Emmendingen;8316020;Kenzingen, Stadt;
49;Emmendingen;8316;Emmendingen;8316024;Malterdingen;
49;Emmendingen;8316;Emmendingen;8316036;Reute;
49;Emmendingen;8316;Emmendingen;8316037;Riegel am Kaiserstuhl;
49;Emmendingen;8316;Emmendingen;8316038;Sasbach am Kaiserstuhl;
49;Emmendingen;8316;Emmendingen;8316039;Sexau;
49;Emmendingen;8316;Emmendingen;8316042;Simonswald;
49;Emmendingen;8316;Emmendingen;8316043;Teningen;
49;Emmendingen;8316;Emmendingen;8316045;Vörstetten;
49;Emmendingen;8316;Emmendingen;8316049;Weisweil;
49;Emmendingen;8316;Emmendingen;8316051;Wyhl am Kaiserstuhl;
49;Emmendingen;8316;Emmendingen;8316053;Rheinhausen;
49;Emmendingen;8316;Emmendingen;8316054;Freiamt;
49;Emmendingen;8316;Emmendingen;8316055;Winden im Elztal;
49;Emmendingen;8316;Emmendingen;8316056;Waldkirch, Stadt;
50;Lahr;8317;Ortenaukreis;8317026;Ettenheim, Stadt;
50;Lahr;8317;Ortenaukreis;8317029;Fischerbach;
50;Lahr;8317;Ortenaukreis;8317031;Friesenheim;
50;Lahr;8317;Ortenaukreis;8317039;Gutach (Schwarzwaldbahn);
50;Lahr;8317;Ortenaukreis;8317040;Haslach im Kinzigtal, Stadt;
50;Lahr;8317;Ortenaukreis;8317041;Hausach, Stadt;
50;Lahr;8317;Ortenaukreis;8317046;Hofstetten;
50;Lahr;8317;Ortenaukreis;8317051;Hornberg, Stadt;
50;Lahr;8317;Ortenaukreis;8317059;Kippenheim;
50;Lahr;8317;Ortenaukreis;8317065;Lahr/Schwarzwald, Stadt;
50;Lahr;8317;Ortenaukreis;8317073;Mahlberg, Stadt;
50;Lahr;8317;Ortenaukreis;8317075;Meißenheim;
50;Lahr;8317;Ortenaukreis;8317078;Mühlenbach;
50;Lahr;8317;Ortenaukreis;8317093;Oberwolfach;
50;Lahr;8317;Ortenaukreis;8317113;Ringsheim;
50;Lahr;8317;Ortenaukreis;8317114;Rust;
50;Lahr;8317;Ortenaukreis;8317121;Schuttertal;
50;Lahr;8317;Ortenaukreis;8317127;Seelbach;
50;Lahr;8317;Ortenaukreis;8317129;Steinach;
50;Lahr;8317;Ortenaukreis;8317145;Wolfach, Stadt;
50;Lahr;8317;Ortenaukreis;8317150;Schwanau;
50;Lahr;8317;Ortenaukreis;8317152;Kappel-Grafenhausen;
51;Offenburg;8317;Ortenaukreis;8317008;Bad Peterstal-Griesbach;
51;Offenburg;8317;Ortenaukreis;8317009;Berghaupten;
51;Offenburg;8317;Ortenaukreis;8317011;Biberach;
51;Offenburg;8317;Ortenaukreis;8317021;Durbach;
51;Offenburg;8317;Ortenaukreis;8317034;Gengenbach, Stadt;
51;Offenburg;8317;Ortenaukreis;8317047;Hohberg;
51;Offenburg;8317;Ortenaukreis;8317085;Nordrach;
51;Offenburg;8317;Ortenaukreis;8317088;Oberharmersbach;
51;Offenburg;8317;Ortenaukreis;8317096;Offenburg, Stadt;
51;Offenburg;8317;Ortenaukreis;8317097;Ohlsbach;
51;Offenburg;8317;Ortenaukreis;8317098;Oppenau, Stadt;
51;Offenburg;8317;Ortenaukreis;8317100;Ortenberg;
51;Offenburg;8317;Ortenaukreis;8317122;Schutterwald;
51;Offenburg;8317;Ortenaukreis;8317146;Zell am Harmersbach, Stadt;
51;Offenburg;8317;Ortenaukreis;8317151;Neuried;
52;Kehl;8317;Ortenaukreis;8317001;Achern, Stadt;
52;Kehl;8317;Ortenaukreis;8317005;Appenweier;
52;Kehl;8317;Ortenaukreis;8317056;Kappelrodeck;
52;Kehl;8317;Ortenaukreis;8317057;Kehl, Stadt;
52;Kehl;8317;Ortenaukreis;8317067;Lautenbach;
52;Kehl;8317;Ortenaukreis;8317068;Lauf;
52;Kehl;8317;Ortenaukreis;8317089;Oberkirch, Stadt;
52;Kehl;8317;Ortenaukreis;8317102;Ottenhöfen im Schwarzwald;
52;Kehl;8317;Ortenaukreis;8317110;Renchen, Stadt;
52;Kehl;8317;Ortenaukreis;8317116;Sasbach;
52;Kehl;8317;Ortenaukreis;8317118;Sasbachwalden;
52;Kehl;8317;Ortenaukreis;8317126;Seebach;
52;Kehl;8317;Ortenaukreis;8317141;Willstätt;
52;Kehl;8317;Ortenaukreis;8317153;Rheinau, Stadt;
53;Rottweil;8325;Rottweil;8325001;Aichhalden;
53;Rottweil;8325;Rottweil;8325009;Bösingen;
53;Rottweil;8325;Rottweil;8325011;Dietingen;
53;Rottweil;8325;Rottweil;8325012;Dornhan, Stadt;
53;Rottweil;8325;Rottweil;8325014;Dunningen;
53;Rottweil;8325;Rottweil;8325015;Epfendorf;
53;Rottweil;8325;Rottweil;8325024;Hardt;
53;Rottweil;8325;Rottweil;8325036;Lauterbach;
53;Rottweil;8325;Rottweil;8325045;Oberndorf am Neckar, Stadt;
53;Rottweil;8325;Rottweil;8325049;Rottweil, Stadt;
53;Rottweil;8325;Rottweil;8325050;Schenkenzell;
53;Rottweil;8325;Rottweil;8325051;Schiltach, Stadt;
53;Rottweil;8325;Rottweil;8325053;Schramberg, Stadt;
53;Rottweil;8325;Rottweil;8325057;Sulz am Neckar, Stadt;
53;Rottweil;8325;Rottweil;8325060;Villingendorf;
53;Rottweil;8325;Rottweil;8325061;Vöhringen;
53;Rottweil;8325;Rottweil;8325064;Wellendingen;
53;Rottweil;8325;Rottweil;8325069;Zimmern ob Rottweil;
53;Rottweil;8325;Rottweil;8325070;Fluorn-Winzeln;
53;Rottweil;8325;Rottweil;8325071;Eschbronn;
53;Rottweil;8325;Rottweil;8325072;Deißlingen;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326003;Bad Dürrheim, Stadt;
54;Villingen-Schwenningen;8326;Schwarzwald-Baar-Kreis;8326006;Bräunlingen, Stadt;
