ags,municipality_name,source
08117042,Salach,legacy-ltw26-bw
08117043,Schlat,legacy-ltw26-bw
08117044,Schlierbach,legacy-ltw26-bw
08117049,Süßen-_Stadt,legacy-ltw26-bw
08117051,Uhingen-_Stadt,legacy-ltw26-bw
08117053,Wäschenbeuren,legacy-ltw26-bw
08117055,Wangen,legacy-ltw26-bw
08117058,Wiesensteig-_Stadt,legacy-ltw26-bw
08117060,Zell_unter_Aichelberg,legacy-ltw26-bw
08117061,Lauterstein-_Stadt,legacy-ltw26-bw
08118001,Affalterbach,legacy-ltw26-bw
08118003,Asperg-_Stadt,legacy-ltw26-bw
08118006,Benningen_am_Neckar,legacy-ltw26-bw
08118007,Besigheim-_Stadt,legacy-ltw26-bw
08118010,Bönnigheim-_Stadt,legacy-ltw26-bw
08118011,Ditzingen-_Stadt,legacy-ltw26-bw
08118012,Eberdingen,legacy-ltw26-bw
08118014,Erdmannhausen,legacy-ltw26-bw
08118015,Erligheim,legacy-ltw26-bw
08118016,Freudental,legacy-ltw26-bw
08118018,Gemmrigheim,legacy-ltw26-bw
08118019,Gerlingen-_Stadt,legacy-ltw26-bw
08118021,Großbottwar-_Stadt,legacy-ltw26-bw
08118027,Hemmingen,legacy-ltw26-bw
08118028,Hessigheim,legacy-ltw26-bw
08118040,Kirchheim_am_Neckar,legacy-ltw26-bw
08118046,Kornwestheim-_Stadt,legacy-ltw26-bw
08118047,Löchgau,legacy-ltw26-bw
08118048,Ludwigsburg-_Stadt,legacy-ltw26-bw
08118049,Marbach_am_Neckar-_Stadt,legacy-ltw26-bw
08118050,Markgröningen-_Stadt,legacy-ltw26-bw
08118051,Möglingen,legacy-ltw26-bw
08118053,Mundelsheim,legacy-ltw26-bw
08118054,Murr,legacy-ltw26-bw
08118059,Oberriexingen-_Stadt,legacy-ltw26-bw
08118060,Oberstenfeld,legacy-ltw26-bw
08118063,Pleidelsheim,legacy-ltw26-bw
08118067,Schwieberdingen,legacy-ltw26-bw
08118068,Sersheim,legacy-ltw26-bw
08118070,Steinheim_an_der_Murr-_Stadt,legacy-ltw26-bw
08118071,Tamm-_Stadt,legacy-ltw26-bw
08118073,Vaihingen_an_der_Enz-_Stadt,legacy-ltw26-bw
08118074,Walheim,legacy-ltw26-bw
08118076,Sachsenheim-_Stadt,legacy-ltw26-bw
08118077,Ingersheim,legacy-ltw26-bw
08118078,Freiberg_am_Neckar-_Stadt,legacy-ltw26-bw
08118079,Bietigheim-Bissingen-_Stadt,legacy-ltw26-bw
08118080,Korntal-Münchingen-_Stadt,legacy-ltw26-bw
08118081,Remseck_am_Neckar-_Stadt,legacy-ltw26-bw
08119001,Alfdorf,legacy-ltw26-bw
08119003,Allmersbach_im_Tal,legacy-ltw26-bw
08119004,Althütte,legacy-ltw26-bw
08119006,Auenwald,legacy-ltw26-bw
08119008,Backnang-_Stadt,legacy-ltw26-bw
08119018,Burgstetten,legacy-ltw26-bw
08119020,Fellbach-_Stadt,legacy-ltw26-bw
08119024,Großerlach,legacy-ltw26-bw
08119037,Kaisersbach,legacy-ltw26-bw
08119038,Kirchberg_an_der_Murr,legacy-ltw26-bw
08119041,Korb,legacy-ltw26-bw
08119042,Leutenbach,legacy-ltw26-bw
08119044,Murrhardt-_Stadt,legacy-ltw26-bw
08119053,Oppenweiler,legacy-ltw26-bw
08119055,Plüderhausen,legacy-ltw26-bw
08119061,Rudersberg,legacy-ltw26-bw
08119067,Schorndorf-_Stadt,legacy-ltw26-bw
08119068,Schwaikheim,legacy-ltw26-bw
08119069,Spiegelberg,legacy-ltw26-bw
08119075,Sulzbach_an_der_Murr,legacy-ltw26-bw
08119076,Urbach,legacy-ltw26-bw
08119079,Waiblingen-_Stadt,legacy-ltw26-bw
08119083,Weissach_im_Tal,legacy-ltw26-bw
08119084,Welzheim-_Stadt,legacy-ltw26-bw
08119085,Winnenden-_Stadt,legacy-ltw26-bw
08119086,Winterbach,legacy-ltw26-bw
08119087,Aspach,legacy-ltw26-bw
08119089,Berglen,legacy-ltw26-bw
08119090,Remshalden,legacy-ltw26-bw
08119091,Weinstadt-_Stadt,legacy-ltw26-bw
08119093,Kernen_im_Remstal,legacy-ltw26-bw
08121000,Heilbronn-_Stadt,legacy-ltw26-bw
08125001,Abstatt,legacy-ltw26-bw
08125005,Bad_Friedrichshall-_Stadt,legacy-ltw26-bw
08125006,Bad_Rappenau-_Stadt,legacy-ltw26-bw
08125007,Bad_Wimpfen-_Stadt,legacy-ltw26-bw
08125008,Beilstein-_Stadt,legacy-ltw26-bw
08125013,Brackenheim-_Stadt,legacy-ltw26-bw
08125017,Cleebronn,legacy-ltw26-bw
08125021,Eberstadt,legacy-ltw26-bw
08125024,Ellhofen,legacy-ltw26-bw
08125026,Eppingen-_Stadt,legacy-ltw26-bw
08125027,Erlenbach,legacy-ltw26-bw
08125030,Flein,legacy-ltw26-bw
08125034,Gemmingen,legacy-ltw26-bw
08125038,Güglingen-_Stadt,legacy-ltw26-bw
08125039,Gundelsheim-_Stadt,legacy-ltw26-bw
08125046,Ilsfeld,legacy-ltw26-bw
08125047,Ittlingen,legacy-ltw26-bw
08125048,Jagsthausen,legacy-ltw26-bw
08125049,Kirchardt,legacy-ltw26-bw
08125056,Lauffen_am_Neckar-_Stadt,legacy-ltw26-bw
08125057,Lehrensteinsfeld,legacy-ltw26-bw
08125058,Leingarten-_Stadt,legacy-ltw26-bw
08125059,Löwenstein-_Stadt,legacy-ltw26-bw
08125061,Massenbachhausen,legacy-ltw26-bw
08125063,Möckmühl-_Stadt,legacy-ltw26-bw
08125065,Neckarsulm-_Stadt,legacy-ltw26-bw
08125066,Neckarwestheim,legacy-ltw26-bw
08125068,Neudenau-_Stadt,legacy-ltw26-bw
08125069,Neuenstadt_am_Kocher-_Stadt,legacy-ltw26-bw
08125074,Nordheim,legacy-ltw26-bw
08125078,Oedheim,legacy-ltw26-bw
08125079,Offenau,legacy-ltw26-bw
08125081,Pfaffenhofen,legacy-ltw26-bw
08125084,Roigheim,legacy-ltw26-bw
08125086,Schwaigern-_Stadt,legacy-ltw26-bw
08125087,Siegelsbach,legacy-ltw26-bw
08125094,Talheim,legacy-ltw26-bw
08125096,Untereisesheim,legacy-ltw26-bw
08125098,Untergruppenbach,legacy-ltw26-bw
08125102,Weinsberg-_Stadt,legacy-ltw26-bw
08125103,Widdern-_Stadt,legacy-ltw26-bw
08125107,Wüstenrot,legacy-ltw26-bw
08125108,Zaberfeld,legacy-ltw26-bw
08125110,Obersulm,legacy-ltw26-bw
08125111,Hardthausen_am_Kocher,legacy-ltw26-bw
08125113,Langenbrettach,legacy-ltw26-bw
08126011,Bretzfeld,legacy-ltw26-bw
08126020,Dörzbach,legacy-ltw26-bw
08126028,Forchtenberg-_Stadt,legacy-ltw26-bw
08126039,Ingelfingen-_Stadt,legacy-ltw26-bw
08126045,Krautheim-_Stadt,legacy-ltw26-bw
08126046,Künzelsau-_Stadt,legacy-ltw26-bw
08126047,Kupferzell,legacy-ltw26-bw
08126056,Mulfingen,legacy-ltw26-bw
08126058,Neuenstein-_Stadt,legacy-ltw26-bw
08126060,Niedernhall-_Stadt,legacy-ltw26-bw
08126066,Öhringen-_Stadt,legacy-ltw26-bw
08126069,Pfedelbach,legacy-ltw26-bw
08126072,Schöntal,legacy-ltw26-bw
08126085,Waldenburg-_Stadt,legacy-ltw26-bw
08126086,Weißbach,legacy-ltw26-bw
08126094,Zweiflingen,legacy-ltw26-bw
08127008,Blaufelden,legacy-ltw26-bw
08127009,Braunsbach,legacy-ltw26-bw
08127012,Bühlertann,legacy-ltw26-bw
08127013,Bühlerzell,legacy-ltw26-bw
08127014,Crailsheim-_Stadt,legacy-ltw26-bw
08127023,Fichtenberg,legacy-ltw26-bw
08127025,Gaildorf-_Stadt,legacy-ltw26-bw
08127032,Gerabronn-_Stadt,legacy-ltw26-bw
08127043,Ilshofen-_Stadt,legacy-ltw26-bw
08127046,Kirchberg_an_der_Jagst-_Stadt,legacy-ltw26-bw
08127047,Langenburg-_Stadt,legacy-ltw26-bw
08127052,Mainhardt,legacy-ltw26-bw
08127056,Michelbach_an_der_Bilz,legacy-ltw26-bw
08127059,Michelfeld,legacy-ltw26-bw
08127062,Oberrot,legacy-ltw26-bw
08127063,Obersontheim,legacy-ltw26-bw
08127071,Rot_am_See,legacy-ltw26-bw
08127073,Satteldorf,legacy-ltw26-bw
08127075,Schrozberg-_Stadt,legacy-ltw26-bw
08127076,Schwäbisch_Hall-_Stadt,legacy-ltw26-bw
08127079,Sulzbach-Laufen,legacy-ltw26-bw
08127086,Untermünkheim,legacy-ltw26-bw
08127089,Vellberg-_Stadt,legacy-ltw26-bw
08127091,Wallhausen,legacy-ltw26-bw
08127099,Wolpertshausen,legacy-ltw26-bw
08127100,Rosengarten,legacy-ltw26-bw
08127101,Kreßberg,legacy-ltw26-bw
08127102,Fichtenau,legacy-ltw26-bw
08127103,Frankenhardt,legacy-ltw26-bw
08127104,Stimpfach,legacy-ltw26-bw
08128006,Assamstadt,legacy-ltw26-bw
08128007,Bad_Mergentheim-_Stadt,legacy-ltw26-bw
08128014,Boxberg-_Stadt,legacy-ltw26-bw
08128020,Creglingen-_Stadt,legacy-ltw26-bw
08128039,Freudenberg-_Stadt,legacy-ltw26-bw
08128045,Großrinderfeld,legacy-ltw26-bw
08128047,Grünsfeld-_Stadt,legacy-ltw26-bw
08128058,Igersheim,legacy-ltw26-bw
08128061,Königheim,legacy-ltw26-bw
08128064,Külsheim-_Stadt,legacy-ltw26-bw
08128082,Niederstetten-_Stadt,legacy-ltw26-bw
08128115,Tauberbischofsheim-_Stadt,legacy-ltw26-bw
08128126,Weikersheim-_Stadt,legacy-ltw26-bw
08128128,Werbach,legacy-ltw26-bw
08128131,Wertheim-_Stadt,legacy-ltw26-bw
08128137,Wittighausen,legacy-ltw26-bw
08128138,Ahorn,legacy-ltw26-bw
08128139,Lauda-Königshofen-_Stadt,legacy-ltw26-bw
08135010,Dischingen,legacy-ltw26-bw
08135015,Gerstetten,legacy-ltw26-bw
08135016,Giengen_an_der_Brenz-_Stadt,legacy-ltw26-bw
08135019,Heidenheim_an_der_Brenz-_Stadt,legacy-ltw26-bw
08135020,Herbrechtingen-_Stadt,legacy-ltw26-bw
08135021,Hermaringen,legacy-ltw26-bw
08135025,Königsbronn,legacy-ltw26-bw
08135026,Nattheim,legacy-ltw26-bw
08135027,Niederstotzingen-_Stadt,legacy-ltw26-bw
08135031,Sontheim_an_der_Brenz,legacy-ltw26-bw
08135032,Steinheim_am_Albuch,legacy-ltw26-bw
08136002,Abtsgmünd,legacy-ltw26-bw
08136003,Adelmannsfelden,legacy-ltw26-bw
08136007,Bartholomä,legacy-ltw26-bw
08136009,Böbingen_an_der_Rems,legacy-ltw26-bw
08136010,Bopfingen-_Stadt,legacy-ltw26-bw
08136015,Durlangen,legacy-ltw26-bw
08136018,Ellenberg,legacy-ltw26-bw
08136019,Ellwangen_(Jagst)-_Stadt,legacy-ltw26-bw
08136020,Eschach,legacy-ltw26-bw
08136021,Essingen,legacy-ltw26-bw
08136024,Göggingen,legacy-ltw26-bw
08136027,Gschwend,legacy-ltw26-bw
08136028,Heubach-_Stadt,legacy-ltw26-bw
08136029,Heuchlingen,legacy-ltw26-bw
08136033,Hüttlingen,legacy-ltw26-bw
08136034,Iggingen,legacy-ltw26-bw
08136035,Jagstzell,legacy-ltw26-bw
08136037,Kirchheim_am_Ries,legacy-ltw26-bw
08136038,Lauchheim-_Stadt,legacy-ltw26-bw
08136040,Leinzell,legacy-ltw26-bw
08136042,Lorch-_Stadt,legacy-ltw26-bw
08136043,Mögglingen,legacy-ltw26-bw
08136044,Mutlangen,legacy-ltw26-bw
08136045,Neresheim-_Stadt,legacy-ltw26-bw
08136046,Neuler,legacy-ltw26-bw
08136049,Obergröningen,legacy-ltw26-bw
08136050,Oberkochen-_Stadt,legacy-ltw26-bw
08136060,Rosenberg,legacy-ltw26-bw
08136061,Ruppertshofen,legacy-ltw26-bw
08136062,Schechingen,legacy-ltw26-bw
08136065,Schwäbisch_Gmünd-_Stadt,legacy-ltw26-bw
08136066,Spraitbach,legacy-ltw26-bw
08136068,Stödtlen,legacy-ltw26-bw
08136070,Täferrot,legacy-ltw26-bw
08136071,Tannhausen,legacy-ltw26-bw
08136075,Unterschneidheim,legacy-ltw26-bw
08136079,Waldstetten,legacy-ltw26-bw
08136082,Westhausen,legacy-ltw26-bw
08136084,Wört,legacy-ltw26-bw
08136087,Riesbürg,legacy-ltw26-bw
08136088,Aalen-_Stadt,legacy-ltw26-bw
08136089,Rainau,legacy-ltw26-bw
08211000,Baden-Baden-_Stadt,legacy-ltw26-bw
08212000,Karlsruhe-_Stadt,legacy-ltw26-bw
08215007,Bretten-_Stadt,legacy-ltw26-bw
08215009,Bruchsal-_Stadt,legacy-ltw26-bw
08215017,Ettlingen-_Stadt,legacy-ltw26-bw
08215021,Forst,legacy-ltw26-bw
08215025,Gondelsheim,legacy-ltw26-bw
08215029,Hambrücken,legacy-ltw26-bw
08215039,Kronau,legacy-ltw26-bw
08215040,Kürnbach,legacy-ltw26-bw
08215046,Malsch,legacy-ltw26-bw
08215047,Marxzell,legacy-ltw26-bw
08215059,Oberderdingen-_Stadt,legacy-ltw26-bw
08215064,Östringen-_Stadt,legacy-ltw26-bw
08215066,Philippsburg-_Stadt,legacy-ltw26-bw
08215082,Sulzfeld,legacy-ltw26-bw
08215084,Ubstadt-Weiher,legacy-ltw26-bw
08215089,Walzbachtal,legacy-ltw26-bw
08215090,Weingarten_(Baden),legacy-ltw26-bw
08215094,Zaisenhausen,legacy-ltw26-bw
08215096,Karlsbad,legacy-ltw26-bw
08215097,Kraichtal-_Stadt,legacy-ltw26-bw
08215099,Graben-Neudorf,legacy-ltw26-bw
08215100,Bad_Schönborn,legacy-ltw26-bw
08215101,Pfinztal,legacy-ltw26-bw
08215102,Eggenstein-Leopoldshafen,legacy-ltw26-bw
08215103,Karlsdorf-Neuthard,legacy-ltw26-bw
08215105,Linkenheim-Hochstetten,legacy-ltw26-bw
08215106,Waghäusel-_Stadt,legacy-ltw26-bw
08215107,Oberhausen-Rheinhausen,legacy-ltw26-bw
08215108,Rheinstetten-_Stadt,legacy-ltw26-bw
08215109,Stutensee-_Stadt,legacy-ltw26-bw
08215110,Waldbronn,legacy-ltw26-bw
08215111,Dettenheim,legacy-ltw26-bw
08216002,Gemeinde_Au_am_Rhein,legacy-ltw26-bw
08216005,Gemeinde_Bietigheim,legacy-ltw26-bw
08216006,Gemeinde_Bischweier,legacy-ltw26-bw
08216007,Stadt_Bühl,legacy-ltw26-bw
08216008,Gemeinde_Bühlertal,legacy-ltw26-bw
08216009,Gemeinde_Durmersheim,legacy-ltw26-bw
08216012,Gemeinde_Elchesheim-Illingen,legacy-ltw26-bw
08216013,Gemeinde_Forbach,legacy-ltw26-bw
08216015,Stadt_Gaggenau,legacy-ltw26-bw
08216017,Stadt_Gernsbach,legacy-ltw26-bw
08216022,Gemeinde_Hügelsheim,legacy-ltw26-bw
08216023,Gemeinde_Iffezheim,legacy-ltw26-bw
08216024,Stadt_Kuppenheim,legacy-ltw26-bw
08216028,Stadt_Lichtenau,legacy-ltw26-bw
08216029,Gemeinde_Loffenau,legacy-ltw26-bw
08216033,Gemeinde_Muggensturm,legacy-ltw26-bw
08216039,Gemeinde_Ötigheim,legacy-ltw26-bw
08216041,Gemeinde_Ottersweier,legacy-ltw26-bw
08216043,Stadt_Rastatt,legacy-ltw26-bw
08216049,Gemeinde_Sinzheim,legacy-ltw26-bw
08216052,Gemeinde_Steinmauern,legacy-ltw26-bw
08216059,Gemeinde_Weisenbach,legacy-ltw26-bw
08216063,Gemeinde_Rheinmünster,legacy-ltw26-bw
08221000,Heidelberg-_Stadt,legacy-ltw26-bw
08222000,Mannheim-_Universitätsstadt,legacy-ltw26-bw
08225001,Adelsheim-_Stadt,legacy-ltw26-bw
08225002,Aglasterhausen,legacy-ltw26-bw
08225009,Billigheim,legacy-ltw26-bw
08225010,Binau,legacy-ltw26-bw
08225014,Buchen_(Odenwald)-_Stadt,legacy-ltw26-bw
08225024,Fahrenbach,legacy-ltw26-bw
08225032,Hardheim,legacy-ltw26-bw
08225033,Haßmersheim,legacy-ltw26-bw
08225039,Höpfingen,legacy-ltw26-bw
08225042,Hüffenhardt,legacy-ltw26-bw
08225052,Limbach,legacy-ltw26-bw
08225058,Mosbach-_Stadt,legacy-ltw26-bw
08225060,Mudau,legacy-ltw26-bw
08225064,Neckargerach,legacy-ltw26-bw
08225067,Neckarzimmern,legacy-ltw26-bw
08225068,Neunkirchen,legacy-ltw26-bw
08225074,Obrigheim,legacy-ltw26-bw
08225075,Osterburken-_Stadt,legacy-ltw26-bw
08225082,Rosenberg,legacy-ltw26-bw
08225091,Seckach,legacy-ltw26-bw
08225109,Walldürn-_Stadt,legacy-ltw26-bw
08225113,Zwingenberg,legacy-ltw26-bw
08225114,Ravenstein-_Stadt,legacy-ltw26-bw
08225115,Schefflenz,legacy-ltw26-bw
08225116,Schwarzach,legacy-ltw26-bw
08225117,Elztal,legacy-ltw26-bw
08225118,Waldbrunn,legacy-ltw26-bw
08226003,Altlußheim,legacy-ltw26-bw
08226006,Bammental,legacy-ltw26-bw
08226009,Brühl,legacy-ltw26-bw
08226010,Dielheim,legacy-ltw26-bw
08226012,Dossenheim,legacy-ltw26-bw
08226013,Eberbach-_Stadt,legacy-ltw26-bw
08226017,Epfenbach,legacy-ltw26-bw
08226018,Eppelheim-_Stadt,legacy-ltw26-bw
08226020,Eschelbronn,legacy-ltw26-bw
08226022,Gaiberg,legacy-ltw26-bw
08226027,Heddesbach,legacy-ltw26-bw
08226028,Heddesheim,legacy-ltw26-bw
08226029,Heiligkreuzsteinach,legacy-ltw26-bw
08226031,Hemsbach-_Stadt,legacy-ltw26-bw
08226032,Hockenheim-_Stadt,legacy-ltw26-bw
08226036,Ilvesheim,legacy-ltw26-bw
08226037,Ketsch,legacy-ltw26-bw
08226038,Ladenburg-_Stadt,legacy-ltw26-bw
08226040,Laudenbach,legacy-ltw26-bw
08226041,Leimen-_Stadt,legacy-ltw26-bw
08226046,Malsch,legacy-ltw26-bw
08226048,Mauer,legacy-ltw26-bw
08226049,Meckesheim,legacy-ltw26-bw
08226054,Mühlhausen,legacy-ltw26-bw
08226055,Neckarbischofsheim-_Stadt,legacy-ltw26-bw
08226056,Neckargemünd-_Stadt,legacy-ltw26-bw
08226058,Neidenstein,legacy-ltw26-bw
08226059,Neulußheim,legacy-ltw26-bw
08226060,Nußloch,legacy-ltw26-bw
08226062,Oftersheim,legacy-ltw26-bw
08226063,Plankstadt,legacy-ltw26-bw
08226065,Rauenberg-_Stadt,legacy-ltw26-bw
08226066,Reichartshausen,legacy-ltw26-bw
08226068,Reilingen,legacy-ltw26-bw
08226076,Sandhausen,legacy-ltw26-bw
08226080,Schönau-_Stadt,legacy-ltw26-bw
08226081,Schönbrunn,legacy-ltw26-bw
08226082,Schriesheim-_Stadt,legacy-ltw26-bw
08226084,Schwetzingen-_Stadt,legacy-ltw26-bw
08226085,Sinsheim-_Stadt,legacy-ltw26-bw
08226086,Spechbach,legacy-ltw26-bw
08226091,Waibstadt-_Stadt,legacy-ltw26-bw
08226095,Walldorf-_Stadt,legacy-ltw26-bw
08226096,Weinheim-_Stadt,legacy-ltw26-bw
08226097,Wiesenbach,legacy-ltw26-bw
08226098,Wiesloch-_Stadt,legacy-ltw26-bw
08226099,Wilhelmsfeld,legacy-ltw26-bw
08226101,Zuzenhausen,legacy-ltw26-bw
08226102,Angelbachtal,legacy-ltw26-bw
08226103,St._Leon-Rot,legacy-ltw26-bw
08226104,Lobbach,legacy-ltw26-bw
08226105,Edingen-Neckarhausen,legacy-ltw26-bw
08226106,Helmstadt-Bargen,legacy-ltw26-bw
08226107,Hirschberg_an_der_Bergstraße,legacy-ltw26-bw
08231000,Pforzheim-_Stadt,legacy-ltw26-bw
08235006,Altensteig-_Stadt,legacy-ltw26-bw
08235007,Althengstett,legacy-ltw26-bw
08235008,Bad_Liebenzell-_Stadt,legacy-ltw26-bw
08235018,Dobel,legacy-ltw26-bw
08235020,Ebhausen,legacy-ltw26-bw
08235022,Egenhausen,legacy-ltw26-bw
08235025,Enzklösterle,legacy-ltw26-bw
08235029,Gechingen,legacy-ltw26-bw
08235032,Haiterbach-_Stadt,legacy-ltw26-bw
08235033,Bad_Herrenalb-_Stadt,legacy-ltw26-bw
08235035,Höfen_an_der_Enz,legacy-ltw26-bw
08235046,Nagold-_Stadt,legacy-ltw26-bw
08235047,Neubulach-_Stadt,legacy-ltw26-bw
08235050,Neuweiler,legacy-ltw26-bw
08235055,Oberreichenbach,legacy-ltw26-bw
08235057,Ostelsheim,legacy-ltw26-bw
08235060,Rohrdorf,legacy-ltw26-bw
08235065,Schömberg,legacy-ltw26-bw
08235066,Simmersfeld,legacy-ltw26-bw
08235067,Simmozheim,legacy-ltw26-bw
08235073,Unterreichenbach,legacy-ltw26-bw
08235079,Bad_Wildbad-_Stadt,legacy-ltw26-bw
08235080,Wildberg-_Stadt,legacy-ltw26-bw
08235084,Bad_Teinach-Zavelstein-_Stadt,legacy-ltw26-bw
08235085,Calw-_Stadt,legacy-ltw26-bw
08236004,Birkenfeld,legacy-ltw26-bw
08236011,Eisingen,legacy-ltw26-bw
08236013,Engelsbrand,legacy-ltw26-bw
08236019,Friolzheim,legacy-ltw26-bw
08236025,Heimsheim-_Stadt,legacy-ltw26-bw
08236028,Illingen,legacy-ltw26-bw
08236030,Ispringen,legacy-ltw26-bw
08236031,Kieselbronn,legacy-ltw26-bw
08236033,Knittlingen-_Stadt,legacy-ltw26-bw
08236038,Maulbronn-_Stadt,legacy-ltw26-bw
08236039,Mönsheim,legacy-ltw26-bw
08236040,Mühlacker-_Stadt,legacy-ltw26-bw
08236043,Neuenbürg-_Stadt,legacy-ltw26-bw
08236044,Neuhausen,legacy-ltw26-bw
08236046,Niefern-Öschelbronn,legacy-ltw26-bw
08236050,Ötisheim,legacy-ltw26-bw
08236061,Sternenfels,legacy-ltw26-bw
08236062,Tiefenbronn,legacy-ltw26-bw
08236065,Wiernsheim,legacy-ltw26-bw
08236067,Wimsheim,legacy-ltw26-bw
08236068,Wurmberg,legacy-ltw26-bw
08236070,Keltern,legacy-ltw26-bw
08236071,Remchingen,legacy-ltw26-bw
08236072,Straubenhardt,legacy-ltw26-bw
08236073,Neulingen,legacy-ltw26-bw
08236074,Kämpfelbach,legacy-ltw26-bw
08236075,Ölbronn-Dürrn,legacy-ltw26-bw
08236076,Königsbach-Stein,legacy-ltw26-bw
