row_key,ags,municipality_name,gebietsart,gebietsnummer,wahlkreisnummer,wahlbezirk_name,wahllokal,reported_precincts,total_precincts,voters_total,valid_votes_erst,valid_votes_zweit,voters_total_2021,valid_votes_erst_2021,valid_votes_zweit_2021,delta_voters_total_vs_2021,delta_valid_votes_erst_vs_2021,delta_valid_votes_zweit_vs_2021,payload_hash,is_municipality_summary
mv:WAHLBEZIRK:13003000:4:1,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,1,4,,,1,1,603,599,599,,,,,,,dbe0ccb23a5722bad8385827b26c1f14d0a9d5c6e7e14b505379ad064738a37d,False
mv:WAHLBEZIRK:13003000:4:121,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,121,4,,,1,1,638,631,632,,,,,,,de17ce1a86bc6f64c21565c9921ca1456fe7098dbf7af1ec109675f4efe8a036,False
mv:WAHLBEZIRK:13003000:4:122,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,122,4,,,1,1,707,701,705,,,,,,,7872ff16404db5dc0f568749d6ba812e07efeb5116e5e6c153192fc3a0eb8c93,False
mv:WAHLBEZIRK:13003000:4:123,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,123,4,,,1,1,672,659,664,,,,,,,4805ef1b92616e630debf73a0b96b34cb99e520b5e2f917519720d71352ffc30,False
mv:WAHLBEZIRK:13003000:4:124,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,124,4,,,1,1,641,635,637,,,,,,,26b5992aa39b5b11f065685339458a85caca136daa6c36f7e6babfef37d5fa6e,False
mv:WAHLBEZIRK:13003000:4:125,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,125,4,,,1,1,504,496,495,,,,,,,2c63c7f807a3d329da3fa9c92d9ccc84fc432dfef1047c0abcd1d8a1c81b2556,False
mv:WAHLBEZIRK:13003000:4:2,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,2,4,,,1,1,420,419,419,,,,,,,b0a10953fdc924b4ddc5318ae6ab5f71d215d4a35e1774ecaa8ea64b4ed4ffe1,False
mv:WAHLBEZIRK:13003000:4:21,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,21,4,,,1,1,674,667,669,,,,,,,59ebdc40baf39d7fee554e66723b2bfa394f67b41111bd11ef153f4605e47c7c,False
mv:WAHLBEZIRK:13003000:4:3,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,3,4,,,1,1,661,652,655,,,,,,,c5cd79dce0b0292069ceeda4d5b02f5d4693288ba23fdef60b4ea2b4b60fa27d,False
mv:WAHLBEZIRK:13003000:4:4,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,4,4,,,1,1,671,655,659,,,,,,,8ce41934eac01d7cf8e1d8a47ae6ce61ff5faaec1affce3a9e77b6de7a2d14f0,False
mv:WAHLBEZIRK:13003000:4:41,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,41,4,,,1,1,718,712,713,,,,,,,b6d32f30291677d4242c6ca43752df1dc40cc9e53727fdd7cabea2c9c9d859df,False
mv:WAHLBEZIRK:13003000:4:42,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,42,4,,,1,1,686,676,678,,,,,,,e7cdd17dc73533dc12aeca8305c155c8898e7f2b375beda268086753b89f654b,False
mv:WAHLBEZIRK:13003000:4:43,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,43,4,,,1,1,685,676,677,,,,,,,6930244d7aa54e9418fdc0e1c9441ab6fc3430caaf6ba8d44b85ff0cb8ad7266,False
mv:WAHLBEZIRK:13003000:4:44,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,44,4,,,1,1,489,480,480,,,,,,,7f65fff3b2813f09da69040ba48f242e20658e684b0690923094f6e1445703a4,False
mv:WAHLBEZIRK:13003000:4:45,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,45,4,,,1,1,608,600,600,,,,,,,e00a6203ae9a33496993dad5703c4e202010e41c441f343d6945de4d93b0acaa,False
mv:WAHLBEZIRK:13003000:4:46,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,46,4,,,1,1,549,540,541,,,,,,,585605685e9e0258d4e4d861d2bf4994709cdb5e814600b069b4a2ad0da5ea7d,False
mv:WAHLBEZIRK:13003000:4:47,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,47,4,,,1,1,584,581,580,,,,,,,c8fe6fdf4eb46f53fe80607c785e6bc00f6e20c943c22bef3c5b0c2bb6e94aec,False
mv:WAHLBEZIRK:13003000:4:48,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,48,4,,,1,1,869,857,862,,,,,,,f6289edd66b97ef374eaa6023fc59009b3386ea7de54d83b324aaf708e070052,False
mv:WAHLBEZIRK:13003000:4:49,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,49,4,,,1,1,543,534,536,,,,,,,ac5993eb2ded1cd61f1b67c1a006cadb0db8a3d9d47dc6aa207dc62987a1aa9b,False
mv:WAHLBEZIRK:13003000:4:5,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,5,4,,,1,1,755,738,741,,,,,,,da4a17d4b03636c08c50acc28319c54ef4b260bd93dd09fccce6f06b5d115ed6,False
mv:WAHLBEZIRK:13003000:4:6,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,6,4,,,1,1,695,682,689,,,,,,,eab2017acc77b9fd53dd1ef9b678aa19fc390c46bb7441671fc1d541d48ee3e8,False
mv:WAHLBEZIRK:13003000:4:61,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,61,4,,,1,1,633,624,627,,,,,,,4afc876541ec2c94ea45be5908ac31b3ab8b5a18e6d71961416656144499632f,False
mv:WAHLBEZIRK:13003000:4:62,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,62,4,,,1,1,638,628,634,,,,,,,91ff720e5cf240d7ff90e0e90692afc4e54736ea8445895220c3e3365ba267f0,False
mv:WAHLBEZIRK:13003000:4:63,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,63,4,,,1,1,362,355,358,,,,,,,e2c8b67dbcf5a66f813998ce6ec22e97a49e5517878506746547093b218a4c87,False
mv:WAHLBEZIRK:13003000:4:64,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,64,4,,,1,1,606,598,602,,,,,,,c024ecb3bdd284bec3af2c9b14ae14c136fcc217a20cfb86b0957ef5fb299136,False
mv:WAHLBEZIRK:13003000:4:65,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,65,4,,,1,1,677,664,671,,,,,,,9e417716b03936aed0ac3e7c4a9115f17c9f711df6e8e20372e54bc4cdd3a38a,False
mv:WAHLBEZIRK:13003000:4:66,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,66,4,,,1,1,691,678,682,,,,,,,174fa3d2b7a9a4fcb8446f22fd59d04aed7eb08ddf3272597e041135f0d665ed,False
mv:WAHLBEZIRK:13003000:4:67,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,67,4,,,1,1,629,615,624,,,,,,,86a802314a75bb07ed65166c59988f262afdf9cb9f30fa8f7c38707730dbfeab,False
mv:WAHLBEZIRK:13003000:4:68,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,68,4,,,1,1,768,749,754,,,,,,,1073dfbcb99535574aecf7d2a3fa19624fbcaa86bdf61e412b422761a9d7fbdf,False
mv:WAHLBEZIRK:13003000:4:901,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,901,4,,,1,1,565,560,565,,,,,,,d72c0557b08cea5e8b4b088305e9f69333b8e5111ec5d1241d610632083977f5,False
mv:WAHLBEZIRK:13003000:4:902,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,902,4,,,1,1,788,786,788,,,,,,,d3482b381bcdb4a7eb79aa2b3ae2500cafca6fe0d0bad9c5b3bac3cc4db223c4,False
mv:WAHLBEZIRK:13003000:4:903,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,903,4,,,1,1,803,795,801,,,,,,,2ddee0caa649c2a1a50c23f143b429bd024e56b940ba91bdd7ae4c3db05898d4,False
mv:WAHLBEZIRK:13003000:4:904,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,904,4,,,1,1,356,356,356,,,,,,,dca802a5fa67df2a041dba7d42d75e093ea0e2f2fac332e8ba6b82d29772a92a,False
mv:WAHLBEZIRK:13003000:4:905,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,905,4,,,1,1,733,722,729,,,,,,,16423429d2a2e20f6a335d0c13d1f8b049f563b8ab44de9f4326226c4f56ccf9,False
mv:WAHLBEZIRK:13003000:4:906,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,906,4,,,1,1,808,796,800,,,,,,,1b1fb17080251fd497b60013641f0b01627a086c6e557c42512a2e947799cc93,False
mv:WAHLBEZIRK:13003000:4:907,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,907,4,,,1,1,996,980,991,,,,,,,e2fc9a8f6f2f0931678c3e99f8be6d4916de6deffcf519a88eae6f3c3d087b92,False
mv:WAHLBEZIRK:13003000:4:908,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,908,4,,,1,1,920,908,916,,,,,,,30660ca5e49803931e2dbeac54a78aa58f54a9cd70c6a57bfb820e071d4d46db,False
mv:WAHLBEZIRK:13003000:4:909,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,909,4,,,1,1,918,911,909,,,,,,,263a211df0e10c9a84a63e028a5a488f620b309c3c276c444603679d7a916526,False
mv:WAHLBEZIRK:13003000:4:917,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,917,4,,,1,1,531,527,530,,,,,,,ebd888085e9f79fa29c2e9f2046d5fdb8e22e39a0bad68ef5d1d80cbc13f7f40,False
mv:WAHLBEZIRK:13003000:4:918,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,918,4,,,1,1,722,711,721,,,,,,,bd5c18caeee344b5eb225331454a3815667fa1cb741d9565be9dc020379b34b4,False
mv:WAHLBEZIRK:13003000:5:101,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,101,5,,,1,1,567,563,566,,,,,,,6367e417bf194bb75593b4e052c3dfc73fc08501c904edd7776f2fed1ddb7df9,False
mv:WAHLBEZIRK:13003000:5:102,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,102,5,,,1,1,659,648,652,,,,,,,dd3fd80d9af3d06833fec1b4909438cf19e2d10d7301ca1009fd5a56201e6c89,False
mv:WAHLBEZIRK:13003000:5:103,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,103,5,,,1,1,691,676,680,,,,,,,d5bd2c22c4cb44cf92d2c64f389f50205eb688edaa2ed1632ccf3a444676cca7,False
mv:WAHLBEZIRK:13003000:5:104,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,104,5,,,1,1,680,674,676,,,,,,,ad8d641a402382034bd71689726b755c708d63b9f34794ec4671e0f13ebdce54,False
mv:WAHLBEZIRK:13003000:5:105,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,105,5,,,1,1,591,581,581,,,,,,,f3c9ea5a610ee22cbb1904d820361061fda5b5386235c4f5ff56c287cde4ce0c,False
mv:WAHLBEZIRK:13003000:5:106,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,106,5,,,1,1,636,627,627,,,,,,,c2566dfe9f32b4f7a6a4eaa80992aa81abeca7f8014415988000cf9e9bc32daa,False
mv:WAHLBEZIRK:13003000:5:107,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,107,5,,,1,1,581,576,578,,,,,,,bb0c2bf27afa08bde3b051e820ce7ce8933405516961bbd71a9ec22b473f1de5,False
mv:WAHLBEZIRK:13003000:5:108,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,108,5,,,1,1,819,797,807,,,,,,,77d99f2024c458de6990ba14f51e62b844976817749a30c4271e25921e3132d7,False
mv:WAHLBEZIRK:13003000:5:109,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,109,5,,,1,1,583,577,582,,,,,,,c68a54279a860213e3dd997d3c31986634a77a0bc7a8250381c3849b34fc6b10,False
mv:WAHLBEZIRK:13003000:5:110,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,110,5,,,1,1,623,619,620,,,,,,,e3454eec88d0d35e0d1463dc772d29e2aa003bece4a61baf0f0c2f4bb77c070c,False
mv:WAHLBEZIRK:13003000:5:141,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,141,5,,,1,1,604,595,596,,,,,,,3545ebc04c4e7b5d2d9d4989692ffe5be440195db108f05c2872eaf64056324f,False
mv:WAHLBEZIRK:13003000:5:142,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,142,5,,,1,1,441,438,441,,,,,,,d8a1c6170a8dd5a2580ad09a7fc2acf12638abce1489823be645aab160ace8c5,False
mv:WAHLBEZIRK:13003000:5:143,13003000,"Rostock, Hanse-und Universitätsstadt",WAHLBEZIRK,143,5,,,1,1,575,567,569,,,,,,,d77a2e90af2741c7c870faec7fd04161d5098ebe4b5bd4557ebacd07af5a3bca,False
