row_key,ags,municipality_name,gebietsart,gebietsnummer,reported_precincts,total_precincts,voters_total,valid_votes_erst,valid_votes_zweit,payload_hash,is_municipality_summary
000058:004-04 (08111000-004-04):004-04:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-04 (08111000-004-04),0,1,0,0,0,088068a0805235cc53490ecfecf6a6551c4813ab9362274236ee5001d87ebd8c,False
000059:004-05 (08111000-004-05):004-05:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-05 (08111000-004-05),0,1,0,0,0,dd2495f83050be6e3698b583bf0ea53c7b5d36251ff1cadf238d963f20a686f4,False
000060:004-06 (08111000-004-06):004-06:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-06 (08111000-004-06),0,1,0,0,0,5a83796f5add6628bf21e8a6406c8c71f96d527bde775844e237b7557b97e920,False
000061:004-07 (08111000-004-07):004-07:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-07 (08111000-004-07),0,1,0,0,0,5a73ee593170977501ddcb0a3ffce92ffff0517f73ab91064e34e24c26b643fb,False
000062:004-08 (08111000-004-08):004-08:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-08 (08111000-004-08),0,1,0,0,0,f74ce45a42fb96db7e2e8033e19ca3828e8a09ac663d19f342e7c26997c1bfb9,False
000063:004-09 (08111000-004-09):004-09:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-09 (08111000-004-09),0,1,0,0,0,89da7e48a80575a2bd5aee81502609702472b4f203d9f7463e820f3d698eba9a,False
000064:004-10 (08111000-004-10):004-10:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-10 (08111000-004-10),0,1,0,0,0,4b820de1f2d86a232a046cec909aa4af40987d838fa6d34c8ac55f48873429e8,False
000065:004-11 (08111000-004-11):004-11:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-11 (08111000-004-11),0,1,0,0,0,eb67bc7efeac3a34c26c38d04e90a86e41436f3388d437d2d98bb56cec190134,False
000066:004-12 (08111000-004-12):004-12:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-12 (08111000-004-12),0,1,0,0,0,14c7ae223754fc0eca7193b28d3a65989111ac2944b6a166879e0ed279a11074,False
000067:004-13 (08111000-004-13):004-13:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-13 (08111000-004-13),0,1,0,0,0,98c53fd9f2a061769c20d457efbffb80ee3338a2659054bc79cd9b349ca643aa,False
000068:004-14 (08111000-004-14):004-14:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-14 (08111000-004-14),0,1,0,0,0,1eb44762241b89ce0a9517703548d387c863fa80b4bf9463ae42c52219dc810b,False
000069:004-15 (08111000-004-15):004-15:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-15 (08111000-004-15),0,1,0,0,0,9a85a8f62cb319efe6be59fb95b1132f4b860421493d8cf0a13e6261d147901d,False
000070:004-16 (08111000-004-16):004-16:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-16 (08111000-004-16),0,1,0,0,0,48bdb61328d722309a363f9ab89d54d4c3e098916d3d3878f56a0f0d617e02c4,False
000071:004-17 (08111000-004-17):004-17:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-17 (08111000-004-17),0,1,0,0,0,7a454bfcd789000c1f91d35bb3869fa35990bf46a2de335ea5c893ba3a169874,False
000072:004-18 (08111000-004-18):004-18:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-18 (08111000-004-18),0,1,0,0,0,0f1322cf3f1d1750df6ee71482310f5fe9d7308c7ddc8bfe66915d88dfe2f266,False
000073:004-19 (08111000-004-19):004-19:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-19 (08111000-004-19),0,1,0,0,0,b71e2c48b7357b882d7bb0b4a4dd7c42ad6479f163e78abec9b1add669903d7e,False
000074:004-20 (08111000-004-20):004-20:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-20 (08111000-004-20),0,1,0,0,0,cb43d2faa7dbda1c1d05a99930342e7c2c72209bc213d69763a4d607cd408f5e,False
000075:004-51 (08111000-004-51):004-51:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-51 (08111000-004-51),0,1,0,0,0,d7153e328c65290d3b87a8102a8e33b777aea52db134b225b7fddd24f079e401,False
000076:004-52 (08111000-004-52):004-52:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-52 (08111000-004-52),0,1,0,0,0,78fef9ec2b50b12ba0108d3dba1ee395300e897e9b607097ca078aba8c472616,False
000077:004-53 (08111000-004-53):004-53:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-53 (08111000-004-53),0,1,0,0,0,48c1ce167e81f3d8634a6deb0b0e3dd6fa50fe4ed814eb5013c8e8ba1be05217,False
000078:004-54 (08111000-004-54):004-54:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-54 (08111000-004-54),0,1,0,0,0,a10079cd7a9f70500267451b287c9ce76c9f3d55afa0425de23921410c43c66d,False
000079:004-55 (08111000-004-55):004-55:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-55 (08111000-004-55),0,1,0,0,0,de650d9095a04b1208450d8362a888418b657541984ce13d62bc30baedf8ecd1,False
000080:004-56 (08111000-004-56):004-56:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-56 (08111000-004-56),0,1,0,0,0,a966d4bd5b9f8449f0366e52c2a3d9489ef5be3f2249e3534b9bc0a33491819e,False
000081:004-57 (08111000-004-57):004-57:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-57 (08111000-004-57),0,1,0,0,0,651baa1452aabe494c3261466c1b5060f79e26d65cc35fe5b6486e57a022b03f,False
000082:004-58 (08111000-004-58):004-58:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-58 (08111000-004-58),0,1,0,0,0,aa8493f6ee20ea33ef000e4a1258ea5776b8ecc76d8ba1ef753a23ad4780a410,False
000083:004-59 (08111000-004-59):004-59:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-59 (08111000-004-59),0,1,0,0,0,2adc4b304fe6743beaf6d7bd4a67ad2c09fd9f19758fa79bc828e1f8b47c3cf2,False
000084:004-60 (08111000-004-60):004-60:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-60 (08111000-004-60),0,1,0,0,0,a66473fe80bf7863c7bdb4de44146d45e6bec7334f2e1705f4b334e32ebcdd04,False
000085:004-61 (08111000-004-61):004-61:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-61 (08111000-004-61),0,1,0,0,0,db42f9cc3ae17c240e5e004d9e6062451761a65eaa4eab2766996db4b0fa1040,False
000086:004-62 (08111000-004-62):004-62:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-62 (08111000-004-62),0,1,0,0,0,8dfdd3121299cbc25458605571d3457a68790c679ad64ec32cff6eb2384f8475,False
000087:004-63 (08111000-004-63):004-63:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-63 (08111000-004-63),0,1,0,0,0,ea5c4dbdf3271f288e19ec5564eeca35da60d5e3c6633f6895097fca9fd1cbfc,False
000088:004-64 (08111000-004-64):004-64:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-64 (08111000-004-64),0,1,0,0,0,34a9b106ebf857012d3fb110d4c2e8ac1682579986a3787f1ab15577c8758110,False
000089:004-65 (08111000-004-65):004-65:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-65 (08111000-004-65),0,1,0,0,0,4042c118f40245e2ce65aa3068e4b110d89fa41d15d641f69c0d297e2624d803,False
000090:004-66 (08111000-004-66):004-66:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-66 (08111000-004-66),0,1,0,0,0,59fdb3465598d3729f825a9d9f5a1629f1abfee47b0829578ee5976eb620a95d,False
000091:004-67 (08111000-004-67):004-67:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-67 (08111000-004-67),0,1,0,0,0,7a7bda79cbbed2fadaf619985af9969e03039b68fb96d75ae2aeddaa42fca1cf,False
000092:004-68 (08111000-004-68):004-68:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-68 (08111000-004-68),0,1,0,0,0,845758ac61c85489ec481bbb48e67f197bf743c87c7c15175887e1f6e698961e,False
000093:004-69 (08111000-004-69):004-69:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-69 (08111000-004-69),0,1,0,0,0,c7238d5b4c7f8d9da6cdeb467766216b644ecf8b819553bce10196c177483280,False
000094:004-70 (08111000-004-70):004-70:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-70 (08111000-004-70),0,1,0,0,0,8edce36f63b3594422d5fe9ed2974be7cdd357ea5faeace710601ff7c2000067,False
000095:004-91 (08111000-004-91):004-91:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-91 (08111000-004-91),0,1,0,0,0,c5959c2017e6822370c4433ef030e93cf795b6231282744de131979cbd24a43e,False
