geo_id,name,block,population,log_population,age67_share,age19_24_share,male_share,foreign_citizenship_share,single_household_share,owner_occupancy_share,vacancy_share,rent_eur_m2,abitur_share,no_vocational_qualification_share,ilo_unemployment_share,manufacturing_share
13003000,"Rostock, Hanse- und Universitätsstadt",13003,203470.0,12.223273852849948,22.908045412100066,7.945151619403352,48.719221506856044,6.619649088317688,56.153295844008916,14.65,2.59,6.7,37.692704452977246,20.528397042810475,6.415203550067528,8.813524378930007
13004000,"Schwerin, Landeshauptstadt",13004,96447.0,11.476748913651063,24.239219467686915,5.831181892645702,47.77235165427644,8.487563117567161,54.07423636596009,17.95,6.03,6.06,31.538367396891445,21.417207196181618,7.641828958509738,9.00756360302544
13071027,"Dargun, Stadt",13071,4174.0,8.336630087637147,25.46717776712985,3.210349784379492,49.11356013416387,1.2697652132247246,41.7296786389414,60.77,7.47,4.89,,,,
13071029,"Demmin, Hansestadt",13071,9651.0,9.174816815907135,28.484094912444306,3.89596932960315,47.34224432701274,2.227748419852865,51.997810618500274,34.15,14.92,4.99,,,,
13071033,Feldberger Seenlandschaft,13071,4370.0,8.382518288089635,26.933638443935926,3.272311212814645,47.91762013729977,1.2585812356979404,40.52980132450331,62.78,7.04,5.32,,,,
13071107,"Neubrandenburg, Vier-Tore-Stadt",13071,59794.0,10.998660600456725,25.765126935812958,6.388600862962839,47.90948924641268,5.937050540187979,55.69263205880677,20.04,4.1,5.49,27.21008072455208,19.078558771411696,8.260233918128655,9.52191235059761
13071110,"Neustrelitz, Residenzstadt",13071,20062.0,9.90658275744343,26.497856644402354,4.535938590369853,47.697138869504535,3.603828132788356,51.1191662890802,27.09,7.26,5.6,21.36904761904762,18.511904761904763,6.922257720979766,7.314285714285714
13071156,"Waren (Müritz), Stadt",13071,20481.0,9.92725290608639,28.03085786826815,3.8718812557980566,46.87759386748694,4.623797666129583,49.50796206834854,28.87,2.86,5.86,18.311466058185967,13.747860810039931,4.16243654822335,11.228813559322035
130715151,Demmin-Land,13071,6623.0,8.798303718484979,20.459006492526047,3.412350898384418,50.098142835573,1.6306809602898988,33.94348105330764,71.72,11.6,4.45,,,,
130715152,Friedland,13071,7999.0,8.987071812848821,24.01550193774222,3.0878859857482186,49.20615076884611,4.350543817977247,42.154626108998734,48.29,8.59,5.72,,,,
130715153,Malchin am Kummerower See,13071,11415.0,9.342683558963897,27.77047744196233,2.9872974156811214,47.980727113447216,2.02365308804205,45.864297253634895,46.09,9.51,5.14,18.642350557244175,14.792299898682877,8.610567514677104,12.633832976445396
130715154,Malchow,13071,9826.0,9.192787212728593,25.07632810909831,4.060655404030125,48.951760635049865,3.541624262161612,45.112924653634465,46.69,7.78,5.54,,,,
130715155,Mecklenburgische Kleinseenplatte,13071,7978.0,8.984443032465352,28.240160441213337,3.1712208573577336,48.784156430183,2.143394334419654,43.14544189283229,55.57,6.66,5.2,,,,
130715156,Neustrelitz-Land,13071,7386.0,8.90734159541251,20.98564852423504,2.9515299214730573,50.85296506904955,1.3674519360953155,33.562231759656655,73.84,5.2,4.68,,,,
130715157,Neverin,13071,8800.0,9.082507000466299,21.261363636363637,2.9431818181818183,49.40909090909091,0.5340909090909091,27.500620501365102,75.37,4.28,4.86,,,,
130715158,Penzliner Land,13071,6648.0,8.802071336535285,20.667870036101082,3.7154031287605296,50.15042117930204,0.8273164861612515,37.08860759493671,57.81,11.99,4.84,,,,
130715159,Röbel-Müritz,13071,13608.0,9.518413134075697,25.448265726043505,3.666960611405056,49.26513815402704,2.9541446208112876,42.509101092131054,53.96,7.09,5.12,19.128949615713065,14.3467122117848,4.24597364568082,13.302752293577981
130715160,Seenlandschaft Waren,13071,9088.0,9.114710140960932,19.15713028169014,2.992957746478873,49.614876760563384,2.7068661971830985,36.87715269804822,63.47,9.74,4.79,,,,
130715161,Stargarder Land,13071,9627.0,9.172326929777967,19.684221460475744,3.2304975589487896,49.579308195699596,1.6827672172016204,32.44916003536693,63.56,6.63,5.05,,,,
130715162,Stavenhagen,13071,10706.0,9.278559610953327,22.398654959835607,3.371940967681674,49.73846441247898,4.007098823089856,41.94032651529368,50.98,8.1,4.83,16.796440489432705,14.349276974416018,7.350096711798839,11.899791231732777
130715163,Treptower Tollensewinkel,13071,13076.0,9.478533767844102,22.193331293973692,3.579076170082594,49.93881921076782,2.7531355154481494,40.80061585835258,58.46,7.63,4.8,16.56165616561656,16.29162916291629,6.487341772151899,13.05084745762712
130715164,Woldegk,13071,6202.0,8.732627099660395,23.186069009996775,3.0151564011609158,50.096742986133506,1.6607545952918414,39.796921061251226,57.29,12.22,4.61,,,,
13072006,"Bad Doberan, Stadt",13072,13012.0,9.473627287593242,25.714724869351368,4.349830925299723,46.95665539501998,6.301875192130341,46.39447789690116,33.43,2.57,6.46,29.33579335793358,17.988929889298895,5.5643879173290935,9.915966386554622
13072029,Dummerstorf,13072,7399.0,8.90910013492555,17.637518583592378,2.9733747803757264,51.60156777942965,2.82470604135694,30.642704843131284,62.81,2.96,6.31,,,,
13072036,"Graal-Müritz, Ostseeheilbad",13072,4054.0,8.307459327011946,39.49185989146522,2.3680315737543167,44.79526393685249,3.3547113961519486,45.73218480814409,56.84,3.5,6.72,,,,
13072043,"Güstrow, Barlachstadt",13072,28623.0,10.261965869419956,25.343255423959754,5.202110191105056,48.40163504873703,6.638018376829822,51.57642004170089,22.31,4.14,5.55,22.59933774834437,21.52317880794702,8.221343873517787,8.777969018932874
13072058,"Kröpelin, Stadt",13072,4830.0,8.482601746646619,21.884057971014492,3.9958592132505175,50.807453416149066,2.546583850931677,39.9664147774979,49.62,3.66,5.61,,,,
13072060,"Kühlungsborn, Ostseebad, Stadt",13072,8010.0,8.988446040062405,33.445692883895134,3.83270911360799,46.04244694132335,6.928838951310861,43.43979283556323,41.32,3.41,7.57,,,,
13072074,"Neubukow, Schliemannstadt",13072,3959.0,8.28374674710613,22.75827229098257,4.369790351098763,48.92649659004799,5.051780752715332,44.1883276115743,36.11,3.1,5.37,,,,
13072091,Sanitz,13072,6326.0,8.752423403865594,19.712298450837814,3.2247865950047423,48.782801138159975,1.6123932975023711,32.794612794612796,55.77,4.67,7.04,,,,
13072093,Satow,13072,6142.0,8.722905701000768,17.55128622598502,3.728427222403126,49.67437316834907,2.44220123738196,25.25019245573518,69.24,3.19,5.26,,,,
13072106,"Teterow, Bergringstadt",13072,8131.0,9.003439196207838,27.85635223219776,4.439798302791784,48.948468823023,4.599680236133317,49.115737631520034,34.52,5.01,6.01,,,,
130725251,Bad Doberan-Land,13072,12283.0,9.415971471539095,21.16746723113246,2.987869413009851,49.23064397948384,1.6201253765366768,28.901633646159194,66.31,2.22,6.89,34.383954154727796,13.46704871060172,,7.210031347962382
130725252,Bützow-Land,13072,15974.0,9.678717679477334,23.419306372855893,3.4806560661074246,49.56804807812696,2.867159133592087,40.050511763923964,50.91,6.27,5.05,23.273273273273272,20.12012012012012,5.069708491761724,9.479305740987984
130725253,Carbäk,13072,7890.0,8.97335141383992,18.99873257287706,2.29404309252218,49.632446134347276,1.1660329531051965,20.574304322084075,78.48,1.79,6.95,,,,
130725254,Gnoien,13072,5668.0,8.64259160081057,22.953422724064925,3.5285815102328866,49.89414255469301,2.681721947776994,41.440169431697846,62.78,7.79,5.05,,,,
130725255,Güstrow-Land,13072,9573.0,9.166701914946353,18.80288310874334,3.238274313172464,50.631985793377204,2.162331557505484,31.549427436316897,70.55,5.82,4.98,,,,
130725256,Krakow am See,13072,8716.0,9.072915696064511,23.474070674621387,3.4993116108306563,50.14915098669114,2.8109224414869205,39.133473095737244,59.58,6.49,5.09,,,,
130725257,Laage,13072,8711.0,9.072341873818893,19.59591321317874,3.5127999081620938,50.579726782229365,3.053610377683389,35.38277511961722,56.28,7.09,5.28,,,,
130725258,Mecklenburgische Schweiz,13072,8073.0,8.996280439395015,18.93967546141459,3.493125232255667,51.07147281060325,3.716090672612412,32.66162888329135,69.75,14.87,4.82,,,,
130725259,Neubukow-Salzhaff,13072,6969.0,8.84922702143852,21.72478117376955,3.3003300330033003,49.56234753910174,3.415124121107763,34.964622641509436,67.89,7.1,5.88,,,,
130725260,Rostocker Heide,13072,10207.0,9.230829038403499,16.733614186342706,3.301655726462232,50.818066033114526,5.946899186832566,28.073679538393254,64.86,3.28,6.14,33.96449704142012,17.27810650887574,3.7102473498233217,11.926605504587156
130725261,Schwaan,13072,7920.0,8.977146484808472,21.578282828282827,3.4217171717171717,49.35606060606061,1.2247474747474747,34.302638664512656,64.46,3.59,6.01,,,,
130725262,Tessin,13072,7015.0,8.855805992536562,19.942979330007127,3.7491090520313612,50.078403421240196,1.796151104775481,36.290819470117064,56.4,5.94,5.74,,,,
130725263,Warnow-West,13072,17364.0,9.762154376419485,21.371803731859018,2.539737387698687,48.95185441142594,1.5894955079474775,24.094322223685943,72.28,1.76,7.63,38.05309734513274,13.886997957794417,3.9087947882736156,9.152542372881356
13073011,"Binz, Ostseebad",13073,4967.0,8.51057131510735,31.870344272196498,3.3823233340044294,45.58083350110731,8.898731628749749,54.41696113074205,31.25,7.33,7.09,,,,
13073035,"Grimmen, Stadt",13073,9060.0,9.111624399037025,30.176600441501105,4.0176600441501105,46.08167770419426,4.194260485651214,51.57182650218862,33.67,14.6,5.47,,,,
13073055,"Marlow, Stadt",13073,4554.0,8.423761246623686,21.431708388230128,3.4036012296881863,50.746596398770315,2.261747913921827,34.189995410738874,72.46,3.16,5.43,,,,
13073070,"Putbus, Stadt",13073,4469.0,8.404919948933452,26.69501006936675,2.8865518012978293,48.4672186171403,1.9914969791899755,41.78284748626954,50.11,7.42,6.24,,,,
13073080,"Sassnitz, Stadt",13073,9010.0,9.106090350602384,31.10987791342952,3.618201997780244,47.425083240843506,6.870144284128746,53.234577161072565,22.03,8.36,5.62,,,,
13073088,"Stralsund, Hansestadt",13073,53996.0,10.896665248728718,25.442625379657752,6.094895918216164,48.05726350100007,5.981924587006445,56.364155251141554,19.35,5.88,5.83,26.79352580927384,19.72878390201225,9.233791748526523,7.532467532467533
13073089,Süderholz,13073,3920.0,8.273846932784508,16.836734693877553,3.4948979591836733,51.505102040816325,1.3775510204081634,30.101465614430666,71.25,4.5,5.1,,,,
13073105,"Zingst, Ostseeheilbad",13073,2929.0,7.982416346827733,34.41447593035166,4.0286787299419595,46.80778422669853,7.135541140320929,46.34551495016611,57.42,6.07,7.74,,,,
130735351,Altenpleen,13073,7574.0,8.93247660846174,18.391866913123845,3.6176392923158174,49.19461315025086,2.4953789279112755,31.365638766519822,61.87,2.32,5.72,,,,
130735352,Barth,13073,14546.0,9.585071320714485,24.535954901691188,3.5198680049498146,48.18506805994775,5.616664375085934,44.15261988762577,52.3,6.57,5.89,18.6084142394822,16.34304207119741,3.3625730994152048,7.564296520423601
130735353,Bergen auf Rügen,13073,20490.0,9.927692241232945,22.635431918008784,3.9677891654465594,48.897022938018544,3.753050268423621,45.35493969247767,35.05,4.47,5.48,20.81447963800905,19.400452488687783,6.027667984189724,6.526315789473684
130735354,Darß/Fischland,13073,6307.0,8.749415406663651,32.40843507214206,4.058982083399398,47.89915966386555,7.071507848422388,44.13546255506608,66.08,6.7,8.01,,,,
130735355,Franzburg-Richtenberg,13073,7218.0,8.884333185202735,20.435023552230536,3.6159600997506236,50.40177334441674,1.690218897201441,39.820527201346046,58.63,8.38,4.94,,,,
130735356,Miltzow,13073,6914.0,8.84130362048157,18.889210297946196,3.5869250795487417,50.24587792884004,1.3450969048307782,33.72781065088758,64.29,5.35,5.55,,,,
130735357,Mönchgut-Granitz,13073,7072.0,8.863898604317479,24.222285067873305,4.383484162895928,47.9920814479638,9.926470588235293,43.135725429017164,48.43,8.28,7.12,,,,
130735358,Niepars,13073,9365.0,9.144734614878189,20.480512546716497,2.957821676454885,50.53924185798185,1.1318739989321944,28.328281650734436,74.6,2.98,5.79,,,,
130735359,Nord-Rügen,13073,7439.0,8.914491710191342,26.025003360666755,3.091813415781691,49.28081731415513,3.5891920957117893,44.72604392951967,44.81,9.86,5.31,,,,
130735360,Recknitz-Trebeltal,13073,8401.0,9.036106025364846,22.330674919652424,2.821092727056303,50.10117843113915,2.952029520295203,39.0847711927982,59.81,9.0,5.05,,,,
130735361,Ribnitz-Damgarten,13073,18125.0,9.805047479722875,26.56,3.7462068965517243,47.96689655172414,2.9682758620689653,45.297054927137474,44.17,4.12,5.78,20.038535645472063,14.771997430956969,5.306603773584905,7.845579078455791
130735362,West-Rügen,13073,9385.0,9.14686794902061,22.152370804475225,3.1859350026638253,49.078316462440064,2.6318593500266383,39.860287891617276,57.72,6.23,5.79,,,,
13074026,"Grevesmühlen, Stadt",13074,10354.0,9.245128197461847,27.38072242611551,4.56828278926019,48.058721267143135,2.9650376666022793,48.655913978494624,37.43,2.82,5.76,17.687074829931973,20.18140589569161,7.385229540918163,18.96551724137931
13074035,"Insel Poel, Ostseebad",13074,2523.0,7.833203948641057,29.449068569163693,2.457391993658343,47.800237812128415,3.8446294094332143,41.49377593360996,58.57,5.81,5.87,,,,
13074087,"Wismar, Hansestadt",13074,42764.0,10.66345190613339,25.10055186605556,6.339444392479656,48.50341408661491,8.65681414273688,53.888503731495454,19.64,4.23,6.0,28.563581433672066,19.829717110683877,7.874810701665825,16.328767123287673
130745451,Dorf Mecklenburg-Bad Kleinen,13074,14002.0,9.546955455537143,20.86844736466219,3.492358234537923,50.07141836880446,2.6067704613626623,35.17804154302671,54.51,5.57,5.45,24.665551839464882,17.892976588628763,5.371900826446281,15.574963609898107
130745452,Gadebusch,13074,9797.0,9.189831495344642,22.34357456364193,4.062468102480351,49.923445952842705,2.0108196386648975,41.06456182958915,49.74,5.28,5.45,,,,
130745453,Grevesmühlen-Land,13074,8467.0,9.043931533642278,17.715837959135467,3.7793787646155663,50.561001535372625,2.0786583205385614,28.69333333333333,66.98,3.93,5.53,,,,
130745454,Klützer Winkel,13074,10516.0,9.260653185849772,24.486496766831493,4.089007227082541,48.25979459870673,5.439330543933054,39.141949152542374,57.92,5.9,6.52,24.753559693318728,17.743702081051477,4.316546762589928,13.133208255159476
130745455,Lützow-Lübstorf,13074,13317.0,9.496796693502144,21.566418863107305,3.2064278741458287,50.214012164902,0.9011038522189683,28.893680544037153,76.42,3.94,5.52,33.53711790393013,12.925764192139738,3.314917127071823,11.857142857142858
130745456,Neuburg,13074,6414.0,8.7662383802531,18.210165263486125,3.0402245088868103,48.861864671032116,4.661677580293109,32.32005590496156,61.65,4.03,5.39,,,,
130745457,Neukloster-Warin,13074,10859.0,9.2927495082169,23.197347822083064,3.425729809374712,50.66764895478405,1.5655216870798416,39.636913767019664,53.25,6.38,5.02,18.6307519640853,16.27384960718294,5.118110236220472,10.78838174273859
130745458,Rehna,13074,9569.0,9.166283985779263,17.525342251018916,4.242867593269934,50.45459295642178,1.348103250078378,36.4983164983165,59.62,3.91,5.51,,,,
130745459,Schönberger Land,13074,17921.0,9.793728488543389,17.114000334802746,4.67607834384242,50.02511020590369,2.6337815970090954,33.62703681351841,57.14,3.3,6.39,23.173970783532535,20.1195219123506,4.0201005025125625,14.659685863874346
13075005,"Anklam, Hansestadt",13075,11864.0,9.381263883817768,28.894133513149022,4.492582602832097,47.02461227242077,3.0006743088334455,50.98914175219396,29.86,8.5,5.14,17.010816125860373,18.190757128810226,8.982035928143713,7.456140350877193
13075039,"Greifswald, Universitäts- und Hansestadt",13075,55617.0,10.926244188900702,20.461369725084058,10.847402772533577,47.35063020299549,6.627470018159915,58.43753686445677,18.8,3.25,6.41,41.46909398814564,23.010160880609654,8.758076094759511,8.064516129032258
13075049,"Heringsdorf, Ostseebad",13075,5991.0,8.698013622083925,30.696044066099148,3.7890168586212654,46.085795359706225,6.009013520280421,55.305291723202174,41.55,8.17,7.21,,,,
13075105,"Pasewalk, Stadt",13075,9714.0,9.18132342290569,27.414041589458513,4.828083178917027,47.38521721227095,4.261890055589871,52.042660882140275,24.25,12.05,4.75,,,,
13075130,"Strasburg (Uckermark), Stadt",13075,4359.0,8.379997952238393,28.148657949070888,3.555861436109199,48.52030282174811,1.7435191557696719,49.0932096161957,33.66,14.76,4.9,,,,
13075136,"Ueckermünde, Seebad , Stadt",13075,8794.0,9.081824949740755,27.08664998862861,3.2408460313850354,48.96520354787355,3.0930179667955424,46.56038436339812,33.6,9.02,5.31,,,,
130755551,Am Peenestrom,13075,13950.0,9.543234787249512,24.996415770609318,4.093189964157706,48.681003584229394,5.956989247311828,50.305966343702195,35.76,9.18,5.43,18.228279386712096,19.761499148211243,5.785123966942149,8.24561403508772
130755552,Am Stettiner Haff,13075,10342.0,9.243968552956167,25.459292206536453,2.91046219299942,48.95571456198027,2.243279829820151,37.87965616045845,61.09,8.51,4.83,18.29405162738496,10.998877665544333,7.578947368421052,15.489749430523919
130755553,Anklam-Land,13075,9249.0,9.13227071655426,22.20780624932425,3.33008973943129,51.032544058817166,1.416369337225646,38.208691815574674,66.42,9.66,4.56,,,,
130755554,Jarmen-Tutow,13075,6606.0,8.795733605950735,24.477747502270663,3.542234332425068,50.33303057826219,1.559188616409325,41.34165366614665,58.69,6.63,4.85,,,,
130755555,Landhagen,13075,10692.0,9.277251077258809,18.55592966704078,2.983539094650206,50.22446689113356,1.5057987280209502,26.406182911120652,74.33,2.1,5.88,36.75977653631285,16.424581005586592,,5.3742802303262955
130755556,Löcknitz-Penkun,13075,10543.0,9.26321741157695,22.555249928862754,3.3387081475860763,49.9668026178507,17.404913212558096,38.11900958466454,56.07,6.42,4.83,23.59550561797753,16.292134831460675,6.471816283924843,7.366071428571429
130755557,Lubmin,13075,10469.0,9.256173788319355,24.997611997325436,3.2858916801986817,49.29792721367848,1.3372814977552774,33.17015860583513,69.39,3.92,6.16,22.967032967032967,11.31868131868132,5.576923076923077,11.382113821138212
130755558,Peenetal/Loitz,13075,5954.0,8.691818541575723,22.10278804165267,3.594222371514948,49.41215989250924,1.6795431642593215,39.15110356536503,59.99,7.61,4.59,,,,
130755559,Torgelow-Ferdinandshof,13075,13759.0,9.529448434427817,24.144196525910314,4.106403081619304,49.23322915909586,5.981539356057853,43.2226148409894,44.61,11.18,4.86,16.129032258064516,15.789473684210526,10.126582278481013,12.5
130755560,Uecker-Randow-Tal,13075,6795.0,8.823942326585245,21.618837380426786,2.9286239882266374,51.184694628403236,2.1486387049300957,35.03086419753087,69.92,14.68,4.21,,,,
130755561,Usedom-Nord,13075,8372.0,9.03264808356589,32.644529383659815,3.2130912565695176,47.43191591017678,3.9655996177735306,46.862265688671556,45.85,4.8,6.36,,,,
130755562,Usedom-Süd,13075,10993.0,9.305013985578864,26.45319748931138,3.3748749204038933,48.549076685163286,3.220231056126626,42.90259855046845,64.09,7.88,6.64,18.48739495798319,22.899159663865547,,7.010309278350515
130755563,Züssow,13075,11406.0,9.341894811716484,20.313869893038753,3.971593897948448,49.903559530071895,1.990180606698229,36.917025660236,64.39,5.96,4.77,18.44559585492228,15.544041450777202,6.203007518796992,7.014028056112225
13076014,"Boizenburg/ Elbe, Stadt",13076,11009.0,9.306468399070404,21.80034517213189,5.404668907257698,50.531383413570715,8.256880733944953,47.41306191687871,33.89,4.12,5.87,19.51219512195122,27.783669141039237,7.231040564373898,27.893738140417458
13076060,"Hagenow, Stadt",13076,11855.0,9.380504998499505,20.674820750738085,5.373260227752003,49.60776043863349,12.08772669759595,49.83456751221049,24.5,4.48,5.33,18.864097363083165,34.07707910750507,8.703071672354948,24.672897196261683
13076088,"Lübtheen, Stadt",13076,4639.0,8.442254104751743,23.71200689803837,4.074153912481139,53.395128260400945,9.786591937917654,39.12231559290383,54.46,4.58,5.25,,,,
13076090,"Ludwigslust, Stadt",13076,11845.0,9.379661116592885,24.778387505276488,4.432249894470241,48.42549598986914,9.404812157028282,45.83264836429393,37.22,4.53,5.4,22.912423625254583,20.875763747454176,5.317324185248713,19.600725952813068
13076108,"Parchim, Stadt",13076,17814.0,9.787739943991815,25.87852251038509,5.012911193443359,48.579768721230494,10.508588750421017,48.3564567769477,31.54,5.71,5.53,21.747831887925283,26.28418945963976,7.255936675461742,12.802275960170697
130765652,Boizenburg-Land,13076,6938.0,8.844768827529695,16.20063418852695,4.309599308157971,51.68636494667051,9.714615162871144,32.94586516107606,73.71,3.77,5.27,,,,
130765654,Dömitz-Malliß,13076,8436.0,9.040263541598666,25.04741583688952,3.0938833570412516,49.9407302038881,2.6552868658131814,38.05501930501931,61.7,8.05,4.7,,,,
