ags,wahlkreis,wahlbezirk,gemeinde,name,wahlart,linke,spd,gruene,summe,gueltige_zweitstimmen,anteil_prozent,mehr_als_50_prozent
15091391,024,000004,"Zahna-Elster, Stadt",Rahnsdorf,U,7,5,5,17,109,15.596330275229358,False
15091391,024,000005,"Zahna-Elster, Stadt",Bülzig,U,18,27,20,65,347,18.73198847262248,False
15091391,024,000006,"Zahna-Elster, Stadt",Dietrichsdorf,U,7,9,9,25,111,22.52252252252252,False
15091391,024,000007,"Zahna-Elster, Stadt",Elster (Elbe),U,50,52,40,142,968,14.669421487603305,False
15091391,024,000008,"Zahna-Elster, Stadt",Gadegast,U,11,3,3,17,93,18.27956989247312,False
15091391,024,000009,"Zahna-Elster, Stadt",Leetza,U,12,18,13,43,155,27.741935483870968,False
15091391,024,000010,"Zahna-Elster, Stadt",Listerfehrda,U,9,9,10,28,156,17.94871794871795,False
15091391,024,000011,"Zahna-Elster, Stadt",Mühlanger,U,46,41,26,113,602,18.770764119601328,False
15091391,024,000013,"Zahna-Elster, Stadt",Zörnigall,U,33,24,32,89,442,20.13574660633484,False
15091391,024,000014,"Zahna-Elster, Stadt",Briefwahlbezirk 1,B,72,102,58,232,867,26.758938869665513,False
15091391,024,000015,"Zahna-Elster, Stadt",Briefwahlbezirk 2,B,99,72,72,243,874,27.80320366132723,False
15091010,025,000001,"Annaburg, Stadt",Annaburg 1,U,34,27,27,88,623,14.125200642054574,False
15091010,025,000002,"Annaburg, Stadt",Annaburg 2,U,23,17,15,55,453,12.141280353200884,False
15091010,025,000003,"Annaburg, Stadt",Löben,U,8,9,3,20,120,16.666666666666668,False
15091010,025,000004,"Annaburg, Stadt",Premsendorf,U,3,2,0,5,53,9.433962264150944,False
15091010,025,000005,"Annaburg, Stadt",Purzien,U,6,3,4,13,70,18.571428571428573,False
15091010,025,000006,"Annaburg, Stadt",Prettin 1,U,22,17,7,46,348,13.218390804597702,False
15091010,025,000007,"Annaburg, Stadt",Prettin 2,U,24,20,17,61,428,14.25233644859813,False
15091010,025,000008,"Annaburg, Stadt",Groß Naundorf,U,14,13,4,31,295,10.508474576271187,False
15091010,025,000009,"Annaburg, Stadt",Bethau,U,6,3,0,9,85,10.588235294117647,False
15091010,025,000010,"Annaburg, Stadt",Axien,U,11,15,6,32,245,13.061224489795919,False
15091010,025,000011,"Annaburg, Stadt",Plossig,U,11,6,3,20,109,18.34862385321101,False
15091010,025,000012,"Annaburg, Stadt",Lebien,U,16,4,2,22,166,13.25301204819277,False
15091010,025,000013,"Annaburg, Stadt",Briefwahl 1,B,52,38,23,113,499,22.645290581162325,False
15091010,025,000014,"Annaburg, Stadt",Briefwahl 2,B,45,38,29,112,494,22.672064777327936,False
15091020,025,000001,"Bad Schmiedeberg, Stadt","Bad Schmiedeberg - Hort """"Tintenklecks""""",U,25,41,24,90,453,19.867549668874172,False
15091020,025,000002,"Bad Schmiedeberg, Stadt",Bad Schmiedeberg - Jugendtreff,U,29,27,21,77,364,21.153846153846153,False
15091020,025,000003,"Bad Schmiedeberg, Stadt",Bad Schmiedeberg - Kurverwaltung,U,38,36,35,109,534,20.411985018726593,False
15091020,025,000004,"Bad Schmiedeberg, Stadt",Großwig - Altes Feuerwehrgerätehaus,U,19,18,32,69,263,26.23574144486692,False
15091020,025,000005,"Bad Schmiedeberg, Stadt",Reinharz - Vereinshaus Reinharz,U,13,4,3,20,103,19.41747572815534,False
15091020,025,000006,"Bad Schmiedeberg, Stadt",Pretzsch - Bürger- und Vereinshaus,U,37,35,31,103,652,15.797546012269938,False
15091020,025,000007,"Bad Schmiedeberg, Stadt",Trebitz - Grundschule Mehrzweckraum,U,32,40,24,96,492,19.51219512195122,False
15091020,025,000008,"Bad Schmiedeberg, Stadt",Söllichau - Kulturhaus,U,30,23,19,72,479,15.031315240083508,False
15091020,025,000009,"Bad Schmiedeberg, Stadt",Meuro - Bürgerhaus,U,15,6,10,31,247,12.550607287449393,False
15091020,025,000010,"Bad Schmiedeberg, Stadt",Korgau - Gemeindebüro,U,6,3,13,22,164,13.414634146341463,False
15091020,025,000011,"Bad Schmiedeberg, Stadt",Schnellin - Gemeindebibliothek,U,11,5,5,21,146,14.383561643835616,False
15091020,025,000012,"Bad Schmiedeberg, Stadt",Priesitz - Gemeindebüro,U,9,12,3,24,140,17.142857142857142,False
15091020,025,000013,"Bad Schmiedeberg, Stadt",Bad Schmiedeberg - Briefwahlvorstand,B,80,116,98,294,1153,25.498699045967044,False
15091110,025,000001,"Gräfenhainichen, Stadt",Kindertagesstätte Zwergenland,U,50,43,27,120,576,20.833333333333332,False
15091110,025,000002,"Gräfenhainichen, Stadt",Rathaus,U,43,19,16,78,466,16.738197424892704,False
15091110,025,000003,"Gräfenhainichen, Stadt","Grundschule """"Johannes Gutenberg""""",U,25,43,19,87,476,18.277310924369747,False
15091110,025,000004,"Gräfenhainichen, Stadt",Paul-Gerhardt-Kapelle,U,36,40,26,102,519,19.653179190751445,False
15091110,025,000005,"Gräfenhainichen, Stadt",Wasserturm,U,39,37,25,101,556,18.165467625899282,False
15091110,025,000006,"Gräfenhainichen, Stadt",Bürgerhaus,U,14,19,10,43,275,15.636363636363637,False
15091110,025,000007,"Gräfenhainichen, Stadt",Kegelbahn,U,30,24,13,67,450,14.88888888888889,False
15091110,025,000008,"Gräfenhainichen, Stadt","Kindertagesstätte """"Bummi""""",U,17,15,12,44,301,14.617940199335548,False
15091110,025,000009,"Gräfenhainichen, Stadt",ehemalige Heideschule,U,13,25,6,44,340,12.941176470588236,False
15091110,025,000010,"Gräfenhainichen, Stadt",Mehrzweckgebäude,U,22,15,16,53,272,19.485294117647058,False
15091110,025,000011,"Gräfenhainichen, Stadt","Grundschule """"Johann Heinrich Pestalozzi""""",U,33,17,21,71,510,13.92156862745098,False
15091110,025,000012,"Gräfenhainichen, Stadt",Integrative Kindertagesstätte,U,34,28,26,88,596,14.765100671140939,False
15091110,025,000013,"Gräfenhainichen, Stadt",Vereins- und Versammlungsraum,B,96,95,64,255,922,27.657266811279825,False
15091110,025,000014,"Gräfenhainichen, Stadt",Leseraum des Archivs,B,96,95,64,255,922,27.657266811279825,False
15091145,025,000001,"Jessen (Elster), Stadt",Jessen-Nord I,U,53,55,42,150,796,18.844221105527637,False
15091145,025,000002,"Jessen (Elster), Stadt",Jessen-Nord II,U,67,47,29,143,855,16.72514619883041,False
15091145,025,000003,"Jessen (Elster), Stadt",Jessen-Mitte,U,37,30,27,94,657,14.307458143074582,False
15091145,025,000004,"Jessen (Elster), Stadt",Jessen-Süd,U,27,23,19,69,403,17.121588089330025,False
15091145,025,000005,"Jessen (Elster), Stadt",Schweinitz,U,39,44,33,116,682,17.008797653958943,False
15091145,025,000006,"Jessen (Elster), Stadt",Battin,U,9,9,1,19,211,9.004739336492891,False
15091145,025,000007,"Jessen (Elster), Stadt",Mügeln,U,9,21,11,41,240,17.083333333333332,False
15091145,025,000008,"Jessen (Elster), Stadt",Arnsdorf,U,12,6,4,22,121,18.181818181818183,False
15091145,025,000009,"Jessen (Elster), Stadt",Ruhlsdorf,U,2,3,7,12,102,11.764705882352942,False
15091145,025,000010,"Jessen (Elster), Stadt",Klossa,U,12,6,3,21,73,28.767123287671232,False
15091145,025,000011,"Jessen (Elster), Stadt",Gorsdorf-Hemsendorf,U,9,4,6,19,104,18.26923076923077,False
15091145,025,000012,"Jessen (Elster), Stadt",Düßnitz,U,14,9,2,25,164,15.24390243902439,False
15091145,025,000013,"Jessen (Elster), Stadt",Grabo,U,17,12,5,34,161,21.11801242236025,False
15091145,025,000014,"Jessen (Elster), Stadt",Holzdorf,U,36,26,18,80,463,17.278617710583152,False
15091145,025,000015,"Jessen (Elster), Stadt",Linda,U,13,31,15,59,358,16.480446927374302,False
15091145,025,000016,"Jessen (Elster), Stadt",Seyda,U,24,24,14,62,407,15.233415233415233,False
15091145,025,000017,"Jessen (Elster), Stadt",Gentha,U,5,4,1,10,100,10.0,False
15091145,025,000018,"Jessen (Elster), Stadt",Morxdorf/Mark Zwuschen,U,8,7,3,18,116,15.517241379310345,False
15091145,025,000019,"Jessen (Elster), Stadt",Klöden,U,11,22,3,36,269,13.382899628252789,False
15091145,025,000020,"Jessen (Elster), Stadt",Naundorf,U,6,6,5,17,63,26.984126984126984,False
15091145,025,000021,"Jessen (Elster), Stadt",Schützberg,U,6,3,2,11,81,13.580246913580247,False
15091145,025,000022,"Jessen (Elster), Stadt",Briefwahlbezirk 1,B,151,131,111,393,1355,29.00369003690037,False
15091145,025,000023,"Jessen (Elster), Stadt",Briefwahlbezirk 2,B,80,72,48,200,844,23.696682464454977,False
15091160,025,000001,"Kemberg, Stadt","Kita ""Rasselbande"" Kemberg",U,45,44,43,132,598,22.073578595317727,False
15091160,025,000002,"Kemberg, Stadt",Grundschule Kemberg,U,22,31,15,68,463,14.68682505399568,False
15091160,025,000003,"Kemberg, Stadt",Gemeinde- & Sportzentrum Bergwitz,U,37,43,43,123,675,18.22222222222222,False
15091160,025,000004,"Kemberg, Stadt",Feuerwehr Lubast,U,13,8,12,33,192,17.1875,False
15091160,025,000005,"Kemberg, Stadt",Bürgerhaus Dorna,U,4,7,5,16,88,18.181818181818183,False
15091160,025,000006,"Kemberg, Stadt",Feuerwehr Globig,U,15,11,7,33,224,14.732142857142858,False
15091160,025,000007,"Kemberg, Stadt",Turnhalle Dabrun,U,14,21,3,38,316,12.025316455696203,False
15091160,025,000008,"Kemberg, Stadt",Kulturzentrum Eutzsch,U,23,27,14,64,301,21.262458471760798,False
15091160,025,000009,"Kemberg, Stadt",Feuerwehr Rackith-Lammsdorf,U,29,29,20,78,258,30.232558139534884,False
15091160,025,000010,"Kemberg, Stadt",DGH Radis,U,31,33,24,88,565,15.575221238938052,False
15091160,025,000011,"Kemberg, Stadt",Gemeindezentrum Rotta,U,27,23,11,61,376,16.22340425531915,False
15091160,025,000012,"Kemberg, Stadt",Bürgerhaus Schleesen,U,16,13,13,42,207,20.28985507246377,False
15091160,025,000013,"Kemberg, Stadt",DGH Selbitz,U,13,4,5,22,176,12.5,False
15091160,025,000014,"Kemberg, Stadt","DGH """"Alte Schule""""",U,6,9,5,20,101,19.801980198019802,False
15091160,025,000015,"Kemberg, Stadt",Mehrzweckhalle/Sporthalle Wartenburg,U,22,30,21,73,335,21.791044776119403,False
15091160,025,000016,"Kemberg, Stadt",Stadtverwaltung Kemberg (EG),B,86,103,85,274,789,34.72750316856781,False
15091160,025,000017,"Kemberg, Stadt",Stadtverwaltung Kemberg (OG),B,80,65,55,200,774,25.839793281653748,False
15001000,026,000020,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Mitte 0,U,34,58,29,121,456,26.535087719298247,False
15001000,026,000021,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Mitte 1,U,55,56,38,149,599,24.874791318864773,False
15001000,026,000024,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Mitte 4,U,77,56,57,190,569,33.391915641476274,False
15001000,026,000026,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Mitte 6,U,59,45,46,150,578,25.951557093425606,False
15001000,026,000027,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Mitte 7,U,56,70,57,183,569,32.161687170474515,False
15001000,026,000030,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Süd 0,U,42,20,25,87,371,23.450134770889488,False
15001000,026,000031,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Süd 1,U,52,51,42,145,618,23.462783171521036,False
15001000,026,000033,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Süd 3,U,25,20,19,64,325,19.692307692307693,False
15001000,026,000036,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Süd 6,U,36,21,14,71,313,22.68370607028754,False
15001000,026,000037,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Süd 7,U,34,36,24,94,405,23.209876543209877,False
15001000,026,000040,"Dessau-Roßlau, Stadt",Süd 0,U,65,56,77,198,695,28.489208633093526,False
15001000,026,000042,"Dessau-Roßlau, Stadt",Süd 2,U,62,81,52,195,820,23.78048780487805,False
15001000,026,000043,"Dessau-Roßlau, Stadt",Süd 3,U,60,72,53,185,687,26.92867540029112,False
15001000,026,000045,"Dessau-Roßlau, Stadt",Süd 5,U,40,39,43,122,501,24.35129740518962,False
15001000,026,000050,"Dessau-Roßlau, Stadt",Haideburg 0,U,27,53,56,136,549,24.772313296903462,False
15001000,026,000060,"Dessau-Roßlau, Stadt",Törten 0,U,34,44,36,114,628,18.15286624203822,False
15001000,026,000061,"Dessau-Roßlau, Stadt",Törten 1,U,51,47,44,142,664,21.3855421686747,False
15001000,026,000090,"Dessau-Roßlau, Stadt",Ziebigk 0,U,48,85,86,219,618,35.43689320388349,False
15001000,026,000091,"Dessau-Roßlau, Stadt",Ziebigk 1,U,46,96,122,264,842,31.35391923990499,False
15001000,026,000092,"Dessau-Roßlau, Stadt",Ziebigk 2,U,33,54,62,149,449,33.18485523385301,False
15001000,026,000093,"Dessau-Roßlau, Stadt",Ziebigk 3,U,55,80,95,230,713,32.25806451612903,False
15001000,026,000100,"Dessau-Roßlau, Stadt",Siedlung 0,U,57,75,102,234,606,38.613861386138616,False
15001000,026,000101,"Dessau-Roßlau, Stadt",Siedlung 1,U,57,84,126,267,667,40.02998500749625,False
15001000,026,000102,"Dessau-Roßlau, Stadt",Siedlung 2,U,69,101,132,302,916,32.96943231441048,False
15001000,026,000110,"Dessau-Roßlau, Stadt",Großkühnau 0,U,24,31,26,81,495,16.363636363636363,False
15001000,026,000120,"Dessau-Roßlau, Stadt",Kleinkühnau 0,U,61,63,66,190,951,19.978969505783386,False
15001000,026,000130,"Dessau-Roßlau, Stadt",West 0,U,29,22,23,74,394,18.781725888324875,False
15001000,026,000140,"Dessau-Roßlau, Stadt",Alten 0,U,65,70,39,174,806,21.588089330024815,False
15001000,026,000141,"Dessau-Roßlau, Stadt",Alten 1,U,36,28,27,91,379,24.010554089709764,False
15001000,026,000142,"Dessau-Roßlau, Stadt",Alten 2,U,28,45,29,102,496,20.56451612903226,False
15001000,026,000150,"Dessau-Roßlau, Stadt",Kochstedt 0,U,44,45,41,130,593,21.922428330522767,False
15001000,026,000151,"Dessau-Roßlau, Stadt",Kochstedt 1,U,72,58,78,208,796,26.13065326633166,False
15001000,026,000152,"Dessau-Roßlau, Stadt",Kochstedt 2,U,59,64,66,189,683,27.67203513909224,False
15001000,026,000160,"Dessau-Roßlau, Stadt",Mosigkau 0,U,78,69,68,215,974,22.073921971252567,False
15001000,026,000170,"Dessau-Roßlau, Stadt",Zoberberg 0,U,42,35,29,106,409,25.91687041564792,False
15001000,026,000172,"Dessau-Roßlau, Stadt",Zoberberg 2,U,43,47,10,100,516,19.37984496124031,False
15001000,026,000180,"Dessau-Roßlau, Stadt",Kleutsch 0,U,7,22,21,50,198,25.252525252525253,False
15001000,026,000190,"Dessau-Roßlau, Stadt",Sollnitz 0,U,6,5,4,15,111,13.513513513513514,False
15001000,026,000978,"Dessau-Roßlau, Stadt",Briefwahlbezirk 978,B,68,79,68,215,635,33.85826771653543,False
15001000,026,000979,"Dessau-Roßlau, Stadt",Briefwahlbezirk 979,B,54,59,90,203,609,33.333333333333336,False
15001000,026,000980,"Dessau-Roßlau, Stadt",Briefwahlbezirk 980,B,62,71,64,197,579,34.024179620034545,False
15001000,026,000981,"Dessau-Roßlau, Stadt",Briefwahlbezirk 981,B,38,65,93,196,534,36.70411985018727,False
15001000,026,000982,"Dessau-Roßlau, Stadt",Briefwahlbezirk 982,B,57,97,122,276,616,44.8051948051948,False
15001000,026,000983,"Dessau-Roßlau, Stadt",Briefwahlbezirk 983,B,51,74,112,237,589,40.23769100169779,False
15001000,026,000984,"Dessau-Roßlau, Stadt",Briefwahlbezirk 984,B,76,86,123,285,669,42.600896860986545,False
15001000,026,000985,"Dessau-Roßlau, Stadt",Briefwahlbezirk 985,B,51,86,102,239,604,39.56953642384106,False
15001000,026,000986,"Dessau-Roßlau, Stadt",Briefwahlbezirk 986,B,63,70,65,198,513,38.59649122807018,False
15001000,026,000987,"Dessau-Roßlau, Stadt",Briefwahlbezirk 987,B,39,98,62,199,580,34.310344827586206,False
15001000,026,000988,"Dessau-Roßlau, Stadt",Briefwahlbezirk 988,B,74,95,68,237,606,39.10891089108911,False
15001000,026,000989,"Dessau-Roßlau, Stadt",Briefwahlbezirk 989,B,61,75,44,180,523,34.41682600382409,False
15001000,026,000990,"Dessau-Roßlau, Stadt",Briefwahlbezirk 990,B,70,85,58,213,486,43.82716049382716,False
15001000,026,000991,"Dessau-Roßlau, Stadt",Briefwahlbezirk 991,B,82,71,63,216,526,41.06463878326996,False
15001000,027,000010,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Nord 0,U,57,60,39,156,560,27.857142857142858,False
15001000,027,000012,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Nord 2,U,63,88,89,240,776,30.927835051546392,False
15001000,027,000014,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Nord 4,U,56,34,98,188,577,32.582322357019066,False
15001000,027,000015,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Nord 5,U,47,51,100,198,478,41.42259414225941,False
15001000,027,000016,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Nord 6,U,71,65,119,255,601,42.42928452579035,False
15001000,027,000017,"Dessau-Roßlau, Stadt",Innerstädtischer Bereich Nord 7,U,77,77,196,350,918,38.12636165577342,False
15001000,027,000070,"Dessau-Roßlau, Stadt",Mildensee 0,U,62,67,66,195,863,22.595596755504054,False
15001000,027,000080,"Dessau-Roßlau, Stadt",Waldersee 0,U,41,38,48,127,609,20.85385878489327,False
15001000,027,000081,"Dessau-Roßlau, Stadt",Waldersee 1,U,35,46,70,151,675,22.37037037037037,False
15001000,027,000200,"Dessau-Roßlau, Stadt",Brambach 0,U,12,21,4,37,169,21.893491124260354,False
15001000,027,000210,"Dessau-Roßlau, Stadt",Rodleben 0,U,34,46,33,113,672,16.81547619047619,False
15001000,027,000220,"Dessau-Roßlau, Stadt",Roßlau 0,U,64,44,27,135,685,19.708029197080293,False
15001000,027,000221,"Dessau-Roßlau, Stadt",Roßlau 1,U,58,48,60,166,872,19.03669724770642,False
15001000,027,000222,"Dessau-Roßlau, Stadt",Roßlau 2,U,47,62,36,145,833,17.406962785114047,False
15001000,027,000223,"Dessau-Roßlau, Stadt",Roßlau 3,U,51,77,48,176,794,22.16624685138539,False
15001000,027,000224,"Dessau-Roßlau, Stadt",Roßlau 4,U,55,65,46,166,832,19.951923076923077,False
15001000,027,000230,"Dessau-Roßlau, Stadt",Meinsdorf 0,U,37,59,73,169,771,21.91958495460441,False
15001000,027,000240,"Dessau-Roßlau, Stadt",Mühlstedt 0,U,9,9,10,28,100,28.0,False
15001000,027,000250,"Dessau-Roßlau, Stadt",Streetz/Natho 0,U,4,7,20,31,169,18.34319526627219,False
15001000,027,000992,"Dessau-Roßlau, Stadt",Briefwahlbezirk 992,B,42,72,53,167,468,35.68376068376068,False
15001000,027,000993,"Dessau-Roßlau, Stadt",Briefwahlbezirk 993,B,55,92,68,215,689,31.20464441219158,False
15001000,027,000994,"Dessau-Roßlau, Stadt",Briefwahlbezirk 994,B,47,50,53,150,556,26.97841726618705,False
15001000,027,000995,"Dessau-Roßlau, Stadt",Briefwahlbezirk 995,B,37,55,30,122,422,28.90995260663507,False
15001000,027,000996,"Dessau-Roßlau, Stadt",Briefwahlbezirk 996,B,99,102,161,362,732,49.45355191256831,False
15001000,027,000997,"Dessau-Roßlau, Stadt",Briefwahlbezirk 997,B,69,88,156,313,606,51.65016501650165,True
15001000,027,000998,"Dessau-Roßlau, Stadt",Briefwahlbezirk 998,B,43,86,81,210,656,32.01219512195122,False
15001000,027,000999,"Dessau-Roßlau, Stadt",Briefwahlbezirk 999,B,67,85,55,207,499,41.482965931863724,False
15091060,027,000001,"Coswig (Anhalt), Stadt",Coswig (Anhalt) 1,U,46,45,41,132,673,19.61367013372957,False
15091060,027,000002,"Coswig (Anhalt), Stadt",Coswig (Anhalt) 2,U,63,45,27,135,723,18.672199170124482,False
15091060,027,000003,"Coswig (Anhalt), Stadt",Coswig (Anhalt) 3,U,43,24,24,91,603,15.091210613598673,False
15091060,027,000004,"Coswig (Anhalt), Stadt",Coswig (Anhalt) 4,U,28,17,21,66,432,15.277777777777779,False
15091060,027,000005,"Coswig (Anhalt), Stadt",Coswig (Anhalt) 5,U,42,33,25,100,573,17.452006980802793,False
15091060,027,000006,"Coswig (Anhalt), Stadt",Bräsen,U,4,3,1,8,76,10.526315789473685,False
15091060,027,000007,"Coswig (Anhalt), Stadt",Buko,U,2,9,5,16,92,17.391304347826086,False
15091060,027,000008,"Coswig (Anhalt), Stadt",Buro,U,5,13,15,33,185,17.83783783783784,False
15091060,027,000009,"Coswig (Anhalt), Stadt",Cobbelsdorf,U,15,26,14,55,259,21.235521235521237,False
15091060,027,000010,"Coswig (Anhalt), Stadt",Düben,U,4,6,5,15,120,12.5,False
15091060,027,000011,"Coswig (Anhalt), Stadt",Hundeluft,U,6,12,8,26,140,18.571428571428573,False
15091060,027,000012,"Coswig (Anhalt), Stadt",Jeber- Bergfrieden,U,19,15,11,45,264,17.045454545454547,False
15091060,027,000013,"Coswig (Anhalt), Stadt",Klieken,U,28,26,18,72,357,20.168067226890756,False
15091060,027,000014,"Coswig (Anhalt), Stadt",Köselitz,U,5,3,1,9,92,9.782608695652174,False
15091060,027,000015,"Coswig (Anhalt), Stadt",Luko,U,9,14,0,23,95,24.210526315789473,False
15091060,027,000016,"Coswig (Anhalt), Stadt",Möllensdorf,U,7,10,3,20,82,24.390243902439025,False
15091060,027,000017,"Coswig (Anhalt), Stadt",Ragösen,U,10,8,1,19,92,20.652173913043477,False
15091060,027,000018,"Coswig (Anhalt), Stadt",Senst,U,4,15,8,27,132,20.454545454545453,False
15091060,027,000019,"Coswig (Anhalt), Stadt",Serno,U,11,8,6,25,166,15.060240963855422,False
15091060,027,000020,"Coswig (Anhalt), Stadt",Stackelitz,U,1,7,4,12,77,15.584415584415584,False
15091060,027,000021,"Coswig (Anhalt), Stadt",Thießen,U,11,21,14,46,234,19.65811965811966,False
15091060,027,000022,"Coswig (Anhalt), Stadt",Wörpen,U,8,4,3,15,93,16.129032258064516,False
15091060,027,000023,"Coswig (Anhalt), Stadt",Zieko,U,8,6,3,17,76,22.36842105263158,False
15091060,027,000998,"Coswig (Anhalt), Stadt",Brief Coswig 2,B,74,53,70,197,666,29.57957957957958,False
15091060,027,000999,"Coswig (Anhalt), Stadt",Brief Coswig 1,B,105,116,74,295,949,31.085353003161224,False
