commit,capture_utc,capture_local,overview_fetched_local,present,overview_reported,overview_total,csv_reported,csv_total,individual_vote_rows
73b20ed389d90cdd9fc49cb129b8edc45e73e2b8,2026-09-06T22:07:10.420342+00:00,2026-09-07T00:07:10.420342+02:00,2026-09-07T00:07:07.228864+02:00,False,2617,2660,2617,2660,0
f3399322b2dbf01a95f3341a2a31760f34541f15,2026-09-06T22:12:41.947578+00:00,2026-09-07T00:12:41.947578+02:00,2026-09-07T00:12:37.816182+02:00,False,2618,2660,2619,2660,0
305df69296afee6657b419df62f861403fd4370e,2026-09-06T22:23:44.184698+00:00,2026-09-07T00:23:44.184698+02:00,2026-09-07T00:23:39.889868+02:00,False,2619,2660,2619,2660,0
15d61af750d18344385c3082fc57643b64212bc0,2026-09-06T22:29:09.751905+00:00,2026-09-07T00:29:09.751905+02:00,2026-09-07T00:29:06.710270+02:00,False,2622,2660,2622,2660,0
55559785f9f6171e1ab5d3e50086665100128973,2026-09-06T22:34:42.762130+00:00,2026-09-07T00:34:42.762130+02:00,2026-09-07T00:34:37.440240+02:00,False,2625,2660,2625,2660,0
937eaa10aa40ba789d0dd62ff5de859dc6ef9e86,2026-09-06T22:40:08.798418+00:00,2026-09-07T00:40:08.798418+02:00,2026-09-07T00:40:04.887723+02:00,False,2630,2660,2630,2660,0
55f50c51b9dfac63ad15cb2b7b2ff314eefdf062,2026-09-06T22:45:41.299801+00:00,2026-09-07T00:45:41.299801+02:00,2026-09-07T00:45:37.326072+02:00,False,2630,2660,2633,2660,0
8822e360c1ca7656105447c8bc3f1cad88d4599a,2026-09-06T22:51:09.962028+00:00,2026-09-07T00:51:09.962028+02:00,2026-09-07T00:51:06.884664+02:00,True,2634,2661,2634,2661,0
