commit,acquired_at_utc,acquired_at_local,commit_time,subject,previous_commit,previous_acquired_at_local,source,level,name,mode,previous_reported,reported,total,key,event,changes,candidate
80f3f58f23b32a844025cfe3b74f460f82133bae,2026-09-06T16:26:10.355645+00:00,2026-09-06T18:26:10.355645+02:00,2026-09-06T16:26:11Z,2026-lsa poll 2026-09-06T16:26:10.355645+00:00,053a4939f9d5b219a4e3d64b638b53c21a808933,2026-09-06T18:13:39.955412+02:00,normalized,GEMEINDE,"Dessau-Roßlau, Stadt",TOTAL,0,0,79,lsa:GEMEINDE:15001000,reporting_universe_initialized,"{""total_precincts"":{""after"":79,""before"":0,""delta"":79}}",False
80f3f58f23b32a844025cfe3b74f460f82133bae,2026-09-06T16:26:10.355645+00:00,2026-09-06T18:26:10.355645+02:00,2026-09-06T16:26:11Z,2026-lsa poll 2026-09-06T16:26:10.355645+00:00,053a4939f9d5b219a4e3d64b638b53c21a808933,2026-09-06T18:13:39.955412+02:00,normalized,GEMEINDE,"Halle (Saale), Stadt",TOTAL,0,0,186,lsa:GEMEINDE:15002000,reporting_universe_initialized,"{""total_precincts"":{""after"":186,""before"":0,""delta"":186}}",False
80f3f58f23b32a844025cfe3b74f460f82133bae,2026-09-06T16:26:10.355645+00:00,2026-09-06T18:26:10.355645+02:00,2026-09-06T16:26:11Z,2026-lsa poll 2026-09-06T16:26:10.355645+00:00,053a4939f9d5b219a4e3d64b638b53c21a808933,2026-09-06T18:13:39.955412+02:00,normalized,GEMEINDE,"Magdeburg, Landeshauptstadt",TOTAL,0,0,218,lsa:GEMEINDE:15003000,reporting_universe_initialized,"{""total_precincts"":{""after"":218,""before"":0,""delta"":218}}",False
80f3f58f23b32a844025cfe3b74f460f82133bae,2026-09-06T16:26:10.355645+00:00,2026-09-06T18:26:10.355645+02:00,2026-09-06T16:26:11Z,2026-lsa poll 2026-09-06T16:26:10.355645+00:00,053a4939f9d5b219a4e3d64b638b53c21a808933,2026-09-06T18:13:39.955412+02:00,normalized,GEMEINDE,"Apenburg-Winterfeld, Flecken",TOTAL,0,0,4,lsa:GEMEINDE:15081026,reporting_universe_initialized,"{""total_precincts"":{""after"":4,""before"":0,""delta"":4}}",False
80f3f58f23b32a844025cfe3b74f460f82133bae,2026-09-06T16:26:10.355645+00:00,2026-09-06T18:26:10.355645+02:00,2026-09-06T16:26:11Z,2026-lsa poll 2026-09-06T16:26:10.355645+00:00,053a4939f9d5b219a4e3d64b638b53c21a808933,2026-09-06T18:13:39.955412+02:00,normalized,GEMEINDE,"Arendsee (Altmark), Stadt",TOTAL,0,0,17,lsa:GEMEINDE:15081030,reporting_universe_initialized,"{""total_precincts"":{""after"":17,""before"":0,""delta"":17}}",False
80f3f58f23b32a844025cfe3b74f460f82133bae,2026-09-06T16:26:10.355645+00:00,2026-09-06T18:26:10.355645+02:00,2026-09-06T16:26:11Z,2026-lsa poll 2026-09-06T16:26:10.355645+00:00,053a4939f9d5b219a4e3d64b638b53c21a808933,2026-09-06T18:13:39.955412+02:00,normalized,GEMEINDE,Beetzendorf,TOTAL,0,0,7,lsa:GEMEINDE:15081045,reporting_universe_initialized,"{""total_precincts"":{""after"":7,""before"":0,""delta"":7}}",False
80f3f58f23b32a844025cfe3b74f460f82133bae,2026-09-06T16:26:10.355645+00:00,2026-09-06T18:26:10.355645+02:00,2026-09-06T16:26:11Z,2026-lsa poll 2026-09-06T16:26:10.355645+00:00,053a4939f9d5b219a4e3d64b638b53c21a808933,2026-09-06T18:13:39.955412+02:00,normalized,GEMEINDE,Dähre,TOTAL,0,0,3,lsa:GEMEINDE:15081095,reporting_universe_initialized,"{""total_precincts"":{""after"":3,""before"":0,""delta"":3}}",False
80f3f58f23b32a844025cfe3b74f460f82133bae,2026-09-06T16:26:10.355645+00:00,2026-09-06T18:26:10.355645+02:00,2026-09-06T16:26:11Z,2026-lsa poll 2026-09-06T16:26:10.355645+00:00,053a4939f9d5b219a4e3d64b638b53c21a808933,2026-09-06T18:13:39.955412+02:00,normalized,GEMEINDE,"Diesdorf, Flecken",TOTAL,0,0,2,lsa:GEMEINDE:15081105,reporting_universe_initialized,"{""total_precincts"":{""after"":2,""before"":0,""delta"":2}}",False
80f3f58f23b32a844025cfe3b74f460f82133bae,2026-09-06T16:26:10.355645+00:00,2026-09-06T18:26:10.355645+02:00,2026-09-06T16:26:11Z,2026-lsa poll 2026-09-06T16:26:10.355645+00:00,053a4939f9d5b219a4e3d64b638b53c21a808933,2026-09-06T18:13:39.955412+02:00,normalized,GEMEINDE,"Gardelegen, Hansestadt",TOTAL,0,0,40,lsa:GEMEINDE:15081135,reporting_universe_initialized,"{""total_precincts"":{""after"":40,""before"":0,""delta"":40}}",False
80f3f58f23b32a844025cfe3b74f460f82133bae,2026-09-06T16:26:10.355645+00:00,2026-09-06T18:26:10.355645+02:00,2026-09-06T16:26:11Z,2026-lsa poll 2026-09-06T16:26:10.355645+00:00,053a4939f9d5b219a4e3d64b638b53c21a808933,2026-09-06T18:13:39.955412+02:00,normalized,GEMEINDE,Jübar,TOTAL,0,0,6,lsa:GEMEINDE:15081225,reporting_universe_initialized,"{""total_precincts"":{""after"":6,""before"":0,""delta"":6}}",False
