relation,parent,name,field,child_count,missing_children,children_sum,parent_value,delta
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:D1,6,0,467,467,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:D15,6,0,131,131,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:D2,6,0,1179,1179,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:D3,6,0,239,239,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:D4,6,0,143,143,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:D5,6,0,57,57,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:D6,6,0,52,52,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F1,6,0,366,366,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F10,6,0,19,19,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F11,6,0,8,8,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F12,6,0,6,6,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F15,6,0,90,90,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F19,6,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F2,6,0,1169,1169,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F20,6,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F3,6,0,191,191,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F4,6,0,194,194,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F5,6,0,46,46,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F6,6,0,90,90,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F7,6,0,50,50,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F8,6,0,7,7,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083245,"Gröningen, Stadt",party:F9,6,0,17,17,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",reported_precincts,17,0,17,17,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",total_precincts,17,0,17,17,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",voters_total,17,0,11163,11163,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",valid_votes_erst,17,0,11038,11038,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",valid_votes_zweit,17,0,11050,11050,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:D1,17,0,3453,3453,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:D15,17,0,561,561,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:D2,17,0,4773,4773,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:D3,17,0,829,829,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:D4,17,0,908,908,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:D5,17,0,270,270,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:D6,17,0,244,244,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F1,17,0,2077,2077,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F10,17,0,81,81,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F11,17,0,34,34,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F12,17,0,46,46,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F15,17,0,609,609,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F19,17,0,14,14,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F2,17,0,4876,4876,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F20,17,0,25,25,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F3,17,0,940,940,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F4,17,0,1076,1076,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F5,17,0,270,270,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F6,17,0,760,760,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F7,17,0,104,104,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F8,17,0,8,8,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083270,"Haldensleben, Stadt",party:F9,17,0,130,130,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,reported_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,total_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,voters_total,2,0,890,890,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,valid_votes_erst,2,0,874,874,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,valid_votes_zweit,2,0,874,874,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:D1,2,0,246,246,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:D15,2,0,51,51,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:D2,2,0,400,400,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:D3,2,0,50,50,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:D4,2,0,87,87,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:D5,2,0,21,21,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:D6,2,0,19,19,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F1,2,0,170,170,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F10,2,0,9,9,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F11,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F12,2,0,7,7,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F15,2,0,53,53,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F19,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F2,2,0,389,389,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F20,2,0,0,0,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F3,2,0,51,51,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F4,2,0,105,105,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F5,2,0,18,18,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F6,2,0,44,44,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F7,2,0,10,10,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F8,2,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083275,Harbke,party:F9,2,0,13,13,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,reported_precincts,20,0,20,20,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,total_precincts,20,0,20,20,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,voters_total,20,0,12550,12550,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,valid_votes_erst,20,0,12439,12439,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,valid_votes_zweit,20,0,12439,12439,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:D1,20,0,2967,2967,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:D15,20,0,600,600,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:D2,20,0,5738,5738,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:D21,20,0,273,273,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:D3,20,0,1019,1019,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:D4,20,0,828,828,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:D5,20,0,626,626,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:D6,20,0,388,388,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F1,20,0,2133,2133,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F10,20,0,95,95,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F11,20,0,26,26,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F12,20,0,74,74,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F15,20,0,674,674,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F19,20,0,21,21,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F2,20,0,5805,5805,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F20,20,0,48,48,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F3,20,0,916,916,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F4,20,0,1032,1032,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F5,20,0,392,392,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F6,20,0,963,963,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F7,20,0,129,129,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F8,20,0,8,8,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083298,Hohe Börde,party:F9,20,0,123,123,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,reported_precincts,5,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,total_precincts,5,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,voters_total,5,0,2113,2113,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,valid_votes_erst,5,0,2091,2091,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,valid_votes_zweit,5,0,2096,2096,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:D1,5,0,518,518,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:D15,5,0,95,95,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:D2,5,0,1015,1015,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:D3,5,0,192,192,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:D4,5,0,180,180,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:D5,5,0,55,55,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:D6,5,0,36,36,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F1,5,0,409,409,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F10,5,0,12,12,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F11,5,0,4,4,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F12,5,0,10,10,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F15,5,0,105,105,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F19,5,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F2,5,0,1007,1007,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F20,5,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F3,5,0,169,169,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F4,5,0,187,187,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F5,5,0,40,40,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F6,5,0,96,96,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F7,5,0,20,20,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F8,5,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083320,Hötensleben,party:F9,5,0,24,24,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,reported_precincts,5,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,total_precincts,5,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,voters_total,5,0,831,831,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,valid_votes_erst,5,0,817,817,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,valid_votes_zweit,5,0,821,821,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:D1,5,0,232,232,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:D15,5,0,29,29,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:D2,5,0,417,417,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:D3,5,0,44,44,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:D4,5,0,59,59,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:D5,5,0,28,28,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:D6,5,0,8,8,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F1,5,0,142,142,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F10,5,0,8,8,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F11,5,0,0,0,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F12,5,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F15,5,0,34,34,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F19,5,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F2,5,0,425,425,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F20,5,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F3,5,0,38,38,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F4,5,0,66,66,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F5,5,0,19,19,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F6,5,0,45,45,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F7,5,0,25,25,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F8,5,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083323,Ingersleben,party:F9,5,0,11,11,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",reported_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",total_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",voters_total,2,0,872,872,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",valid_votes_erst,2,0,865,865,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",valid_votes_zweit,2,0,863,863,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:D1,2,0,192,192,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:D15,2,0,39,39,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:D2,2,0,487,487,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:D3,2,0,46,46,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:D4,2,0,51,51,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:D5,2,0,29,29,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:D6,2,0,21,21,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F1,2,0,155,155,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F10,2,0,4,4,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F11,2,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F12,2,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F15,2,0,42,42,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F19,2,0,0,0,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F2,2,0,487,487,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F20,2,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F3,2,0,38,38,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F4,2,0,55,55,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F5,2,0,29,29,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F6,2,0,35,35,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F7,2,0,12,12,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F8,2,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083355,"Kroppenstedt, Stadt",party:F9,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,reported_precincts,3,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,total_precincts,3,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,voters_total,3,0,618,618,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,valid_votes_erst,3,0,612,612,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,valid_votes_zweit,3,0,609,609,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:D1,3,0,135,135,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:D15,3,0,50,50,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:D2,3,0,292,292,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:D21,3,0,9,9,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:D3,3,0,48,48,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:D4,3,0,52,52,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:D5,3,0,12,12,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:D6,3,0,14,14,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F1,3,0,102,102,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F10,3,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F11,3,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F12,3,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F15,3,0,52,52,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F19,3,0,0,0,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F2,3,0,292,292,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F20,3,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F3,3,0,42,42,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F4,3,0,50,50,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F5,3,0,12,12,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F6,3,0,38,38,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F7,3,0,7,7,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F8,3,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083361,Loitsche-Heinrichsberg,party:F9,3,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,reported_precincts,10,0,10,10,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,total_precincts,10,0,10,10,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,voters_total,10,0,4663,4663,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,valid_votes_erst,10,0,4612,4612,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,valid_votes_zweit,10,0,4623,4623,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:D1,10,0,1238,1238,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:D15,10,0,274,274,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:D2,10,0,2161,2161,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:D3,10,0,343,343,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:D4,10,0,366,366,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:D5,10,0,104,104,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:D6,10,0,126,126,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:F1,10,0,772,772,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:F10,10,0,32,32,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:F11,10,0,6,6,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:F12,10,0,29,29,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15083390,Niedere Börde,party:F15,10,0,271,271,0
