relation,parent,name,field,child_count,missing_children,children_sum,parent_value,delta
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:D2,15,0,2602,2602,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:D3,15,0,448,448,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:D4,15,0,382,382,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:D5,15,0,154,154,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:D6,15,0,102,102,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F1,15,0,827,827,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F10,15,0,24,24,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F11,15,0,9,9,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F12,15,0,22,22,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F15,15,0,299,299,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F19,15,0,69,69,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F2,15,0,2479,2479,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F20,15,0,14,14,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F3,15,0,360,360,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F4,15,0,355,355,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F5,15,0,127,127,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F6,15,0,174,174,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F7,15,0,38,38,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F8,15,0,4,4,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087015,"Allstedt, Stadt",party:F9,15,0,57,57,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",reported_precincts,13,0,13,13,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",total_precincts,13,0,13,13,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",voters_total,13,0,4162,4162,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",valid_votes_erst,13,0,4110,4110,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",valid_votes_zweit,13,0,4112,4112,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:D1,13,0,730,730,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:D15,13,0,280,280,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:D19,13,0,189,189,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:D2,13,0,2161,2161,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:D3,13,0,335,335,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:D4,13,0,259,259,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:D5,13,0,79,79,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:D6,13,0,77,77,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F1,13,0,706,706,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F10,13,0,17,17,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F11,13,0,11,11,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F12,13,0,34,34,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F15,13,0,252,252,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F19,13,0,64,64,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F2,13,0,2199,2199,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F20,13,0,9,9,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F3,13,0,283,283,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F4,13,0,271,271,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F5,13,0,66,66,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F6,13,0,140,140,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F7,13,0,25,25,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F8,13,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087031,"Arnstein, Stadt",party:F9,13,0,30,30,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,reported_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,total_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,voters_total,2,0,1079,1079,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,valid_votes_erst,2,0,1059,1059,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,valid_votes_zweit,2,0,1065,1065,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:D1,2,0,238,238,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:D19,2,0,23,23,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:D2,2,0,558,558,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:D3,2,0,120,120,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:D4,2,0,73,73,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:D5,2,0,30,30,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:D6,2,0,17,17,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F1,2,0,194,194,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F10,2,0,9,9,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F11,2,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F12,2,0,6,6,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F15,2,0,55,55,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F19,2,0,9,9,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F2,2,0,537,537,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F20,2,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F3,2,0,96,96,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F4,2,0,85,85,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F5,2,0,19,19,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F6,2,0,35,35,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F7,2,0,4,4,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F8,2,0,0,0,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087045,Benndorf,party:F9,2,0,12,12,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,reported_precincts,4,0,4,4,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,total_precincts,4,0,4,4,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,voters_total,4,0,1051,1051,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,valid_votes_erst,4,0,1037,1037,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,valid_votes_zweit,4,0,1040,1040,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:D1,4,0,262,262,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:D19,4,0,14,14,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:D2,4,0,571,571,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:D3,4,0,76,76,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:D4,4,0,50,50,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:D5,4,0,40,40,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:D6,4,0,24,24,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F1,4,0,197,197,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F10,4,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F11,4,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F12,4,0,4,4,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F15,4,0,65,65,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F19,4,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F2,4,0,555,555,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F20,4,0,0,0,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F3,4,0,53,53,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F4,4,0,75,75,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F5,4,0,23,23,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F6,4,0,32,32,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F7,4,0,12,12,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F8,4,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087055,Berga,party:F9,4,0,14,14,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,reported_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,total_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,voters_total,2,0,776,776,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,valid_votes_erst,2,0,767,767,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,valid_votes_zweit,2,0,771,771,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:D1,2,0,160,160,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:D19,2,0,19,19,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:D2,2,0,433,433,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:D3,2,0,66,66,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:D4,2,0,50,50,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:D5,2,0,29,29,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:D6,2,0,10,10,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F1,2,0,140,140,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F10,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F11,2,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F12,2,0,7,7,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F15,2,0,33,33,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F19,2,0,4,4,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F2,2,0,416,416,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F20,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F3,2,0,58,58,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F4,2,0,52,52,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F5,2,0,23,23,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F6,2,0,16,16,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F7,2,0,7,7,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F8,2,0,0,0,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087070,Blankenheim,party:F9,2,0,8,8,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,reported_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,total_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,voters_total,2,0,500,500,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,valid_votes_erst,2,0,490,490,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,valid_votes_zweit,2,0,492,492,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:D1,2,0,103,103,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:D19,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:D2,2,0,275,275,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:D3,2,0,40,40,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:D4,2,0,42,42,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:D5,2,0,22,22,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:D6,2,0,6,6,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F1,2,0,82,82,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F10,2,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F11,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F12,2,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F15,2,0,20,20,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F19,2,0,0,0,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F2,2,0,267,267,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F20,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F3,2,0,30,30,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F4,2,0,47,47,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F5,2,0,7,7,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F6,2,0,13,13,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F7,2,0,8,8,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F8,2,0,0,0,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087075,Bornstedt,party:F9,2,0,10,10,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,reported_precincts,3,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,total_precincts,3,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,voters_total,3,0,656,656,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,valid_votes_erst,3,0,647,647,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,valid_votes_zweit,3,0,647,647,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:D1,3,0,143,143,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:D19,3,0,8,8,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:D2,3,0,353,353,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:D3,3,0,63,63,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:D4,3,0,46,46,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:D5,3,0,14,14,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:D6,3,0,20,20,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F1,3,0,116,116,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F10,3,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F11,3,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F12,3,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F15,3,0,29,29,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F19,3,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F2,3,0,340,340,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F20,3,0,3,3,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F3,3,0,45,45,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F4,3,0,55,55,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F5,3,0,10,10,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F6,3,0,27,27,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F7,3,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F8,3,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087101,Brücken-Hackpfüffel,party:F9,3,0,10,10,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,reported_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,total_precincts,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,voters_total,2,0,644,644,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,valid_votes_erst,2,0,636,636,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,valid_votes_zweit,2,0,638,638,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:D1,2,0,162,162,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:D19,2,0,11,11,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:D2,2,0,338,338,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:D3,2,0,59,59,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:D4,2,0,29,29,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:D5,2,0,24,24,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:D6,2,0,13,13,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F1,2,0,124,124,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F10,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F11,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F12,2,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F15,2,0,42,42,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F19,2,0,2,2,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F2,2,0,321,321,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F20,2,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F3,2,0,53,53,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F4,2,0,35,35,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F5,2,0,12,12,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F6,2,0,25,25,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F7,2,0,5,5,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F8,2,0,1,1,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087125,Edersleben,party:F9,2,0,8,8,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",reported_precincts,24,0,24,24,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",total_precincts,24,0,24,24,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",voters_total,24,0,12769,12769,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",valid_votes_erst,24,0,12595,12595,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",valid_votes_zweit,24,0,12626,12626,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:D1,24,0,2786,2786,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:D19,24,0,192,192,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:D2,24,0,6854,6854,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:D3,24,0,1336,1336,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:D4,24,0,739,739,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:D5,24,0,429,429,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:D6,24,0,259,259,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F1,24,0,2054,2054,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F10,24,0,63,63,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F11,24,0,31,31,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F12,24,0,69,69,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F15,24,0,670,670,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F19,24,0,53,53,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F2,24,0,6595,6595,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F20,24,0,23,23,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F3,24,0,1000,1000,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F4,24,0,948,948,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F5,24,0,312,312,0
WAHLBEZIRK->GEMEINDE,lsa:GEMEINDE:15087130,"Eisleben, Lutherstadt",party:F6,24,0,560,560,0
