commit,commit_time,acquired_at_utc,phase,included,note,normalized_area_rows,areas_with_data,retained_raw_area_rows
db9637f6451c4ecff15acf3e882d5d2d295e3110,2026-09-06T17:24:53Z,2026-09-06T17:24:52.225833+00:00,election_night,True,,274,160,822
5efee3aeae028aada9c1b62635ada906fc9293f3,2026-09-06T17:25:44Z,2026-09-06T17:25:42.965806+00:00,election_night,True,,274,160,822
99ec0cf101cce7dc00bcfcb9f15722cdc3a9b8b7,2026-09-06T17:29:59Z,2026-09-06T17:29:58.225160+00:00,election_night,True,,274,160,822
8c4de5b49de52c788d9015b10b6fd8367c8b3657,2026-09-06T17:31:12Z,2026-09-06T17:31:10.624086+00:00,election_night,True,,274,160,822
54022b534f45331a7c3b6d920ff9a1ddd2a52510,2026-09-06T17:35:35Z,2026-09-06T17:35:33.866455+00:00,election_night,True,,274,205,822
df702e57eb901e2960903aebb776724d314f051a,2026-09-06T17:36:48Z,2026-09-06T17:36:46.918877+00:00,election_night,True,,274,205,822
f6961b475040d09ebb7b6629e4706c6537a3ea82,2026-09-06T17:42:10Z,2026-09-06T17:42:10.100413+00:00,election_night,True,,274,224,822
9780487ed94797767b51f1c2b7ff3531abe9cfa1,2026-09-06T17:47:44Z,2026-09-06T17:47:43.332641+00:00,election_night,True,,274,224,822
54666c06e1950bc541ce44931d9798dae5fb0d51,2026-09-06T17:48:45Z,2026-09-06T17:48:43.611743+00:00,election_night,True,,274,224,822
d8c0757e1ed76695ed8e7d1b2513e139c7605573,2026-09-06T17:53:11Z,2026-09-06T17:53:10.746862+00:00,election_night,True,,274,224,822
ab2ae57cf0417154c232754f437ec5bf50727bb4,2026-09-06T17:58:44Z,2026-09-06T17:58:42.912827+00:00,election_night,True,,274,224,822
046bb7ecb898f9607e425107eeb8b414bf9d9c53,2026-09-06T18:03:37Z,2026-09-06T18:03:37.130785+00:00,election_night,True,,274,249,822
80a304eff2d7f1de688050e6982dc9913eddbddd,2026-09-06T18:06:31Z,2026-09-06T18:06:30.053426+00:00,election_night,True,,274,249,822
de4c8c37fdfd6cc1decef979e6653ade4b3e7acc,2026-09-06T18:09:45Z,2026-09-06T18:09:43.905245+00:00,election_night,True,,274,251,822
3f6ad2bf3309f45308ac7405d25c60d7f63a79de,2026-09-06T18:15:12Z,2026-09-06T18:15:10.797768+00:00,election_night,True,,274,251,822
59701043150076e20b0ab78ddeb37592c6f63c23,2026-09-06T18:20:41Z,2026-09-06T18:20:40.430643+00:00,election_night,True,,274,251,822
74f14d2e1393a764f01c4873a012da6dcb8e961e,2026-09-06T18:25:01Z,2026-09-06T18:24:59.723319+00:00,election_night,True,,274,259,822
16384888c2101c7cc0e8facf3137957e2630ff3b,2026-09-06T18:26:12Z,2026-09-06T18:26:11.300466+00:00,election_night,True,,274,259,822
121701dad8c7e4448d4e400b1fae86e612f08924,2026-09-06T18:31:43Z,2026-09-06T18:31:42.033862+00:00,election_night,True,,274,259,822
39f4d618fa04add948e5d2ba4477091db0656ef4,2026-09-06T18:37:06Z,2026-09-06T18:37:05.846429+00:00,election_night,True,,274,259,822
591a63a5f78085ff05f6d75f7ae2ed08d028817c,2026-09-06T18:42:36Z,2026-09-06T18:42:35.835399+00:00,election_night,True,,274,259,822
25b1063001e3c81db0ed5c28c39329ce1f820b16,2026-09-06T18:45:18Z,2026-09-06T18:45:16.709868+00:00,election_night,True,,274,269,822
b1ec6280589a5b0749c67cec6276268e090c0255,2026-09-06T18:48:14Z,2026-09-06T18:48:13.377443+00:00,election_night,True,,274,269,822
938b1dc7326244e76da418f51b1b4edb090da66f,2026-09-06T18:57:02Z,2026-09-06T18:57:00.608380+00:00,election_night,True,,274,269,822
6218983864c2bdf79746be3ce096d1fa5a4cbc04,2026-09-06T18:59:13Z,2026-09-06T18:59:11.813756+00:00,election_night,True,,274,271,822
52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T19:05:10Z,2026-09-06T19:05:08.774110+00:00,election_night,True,,274,271,822
71f6ed3c34a57aa14ffc43e8bbd33b599599307b,2026-09-06T19:10:27Z,2026-09-06T19:10:26.361861+00:00,election_night,True,,274,271,822
fcb4b03cd6dbb099c3cdd555d4e5417bb87faca0,2026-09-06T19:16:11Z,2026-09-06T19:16:09.938481+00:00,election_night,True,,274,271,822
f61a30cacd97a0d9c3510e54eef6a6b731dde4e6,2026-09-06T19:21:57Z,2026-09-06T19:21:55.932151+00:00,election_night,True,,274,271,822
16fa7518fdf8e4a7c49b195779c5b8aa95fed034,2026-09-06T19:25:29Z,2026-09-06T19:25:27.926279+00:00,election_night,True,,274,271,822
0762de6a964c049fea546a203c823180783fd4e5,2026-09-06T19:27:07Z,2026-09-06T19:27:05.847774+00:00,election_night,True,,274,271,822
cfa15b972a9270e41d62c4cb393d4cb3af7e37be,2026-09-06T19:32:39Z,2026-09-06T19:32:37.842292+00:00,election_night,True,,274,271,822
d6a148b842089702d9cd59ad72197e9f1a68addb,2026-09-06T19:33:34Z,2026-09-06T19:33:32.886328+00:00,election_night,True,,274,271,822
b476ea13e42e6dd68ed46dcebf9f2745119ab89a,2026-09-06T19:34:29Z,2026-09-06T19:34:27.451501+00:00,election_night,True,,274,271,822
0e2e5d66d0fe8362450871411a591b063eb094dd,2026-09-06T19:38:16Z,2026-09-06T19:38:16.194122+00:00,election_night,True,,274,271,822
108115e239104e2ad12ffd173cf4d3e02ca4e948,2026-09-06T19:43:38Z,2026-09-06T19:43:37.314858+00:00,election_night,True,,274,271,822
6683b147de36fb0887cd20f89dfd071863553fac,2026-09-06T19:49:18Z,2026-09-06T19:49:11.441415+00:00,election_night,True,,274,271,822
b38ec61a8b0bc8c19444c220749718290d03b7b5,2026-09-06T19:54:37Z,2026-09-06T19:54:36.080535+00:00,election_night,True,,274,271,822
05743adfec2027558c8193bdd66ef886be7e2111,2026-09-06T20:00:14Z,2026-09-06T20:00:13.432841+00:00,election_night,True,,274,271,822
e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T20:06:24Z,2026-09-06T20:06:23.019099+00:00,election_night,True,,274,271,822
ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:14Z,2026-09-06T20:11:13.043213+00:00,election_night,True,,274,273,822
254079cfbcad0eef7ee870c84ae954a1cb377b58,2026-09-06T22:13:41+02:00,2026-09-06T20:11:45.873034+00:00,election_night,True,,274,273,822
8bec73b7df1fa7281336414f93e8209f23497932,2026-09-06T22:24:32+02:00,2026-09-06T20:21:35.898233+00:00,election_night,True,,274,273,822
1701369eb36f9ae3dc5f2d14771ca827fc6a8841,2026-09-06T22:27:57+02:00,2026-09-06T20:27:22.888490+00:00,election_night,True,,274,273,822
5b1254083eec780de1c02d5990127efb412a5dcd,2026-09-06T20:33:44Z,2026-09-06T20:33:43.048543+00:00,election_night,True,,274,273,822
0f1514082ba57e0c5a57e55a3c908c5395ed9c50,2026-09-06T20:39:15Z,2026-09-06T20:39:13.716529+00:00,election_night,True,,274,273,822
130d1659a292a7f5941f53e4abf9c216095ca4ca,2026-09-06T22:44:02+02:00,2026-09-06T20:43:06.364684+00:00,election_night,True,,274,273,822
56a56a3f176057537914f8050630b42b588b245d,2026-09-06T20:44:42Z,2026-09-06T20:44:40.986867+00:00,election_night,True,,274,273,822
4c2543e68df2f3d92b3380232f466993b6c58edd,2026-09-06T20:50:15Z,2026-09-06T20:50:14.343235+00:00,election_night,True,,274,273,822
deea9d6e6592295d7ecc229a29e32713d2b6e271,2026-09-06T22:52:26+02:00,2026-09-06T20:51:22.090964+00:00,election_night,True,,274,273,822
dabef6e6806d6f4fe0b8399dc468030b204d7c00,2026-09-06T20:55:41Z,2026-09-06T20:55:40.135282+00:00,election_night,True,,274,273,822
5f4bd0f68143b10399963391191ad7ae267bae10,2026-09-06T21:01:15Z,2026-09-06T21:01:14.584325+00:00,election_night,True,,274,273,822
a1c7e700b3460b2f645a202bec71323ea96844e4,2026-09-06T21:06:42Z,2026-09-06T21:06:40.988317+00:00,election_night,True,,274,273,822
2a8c9ef84d31b27b1fad14eb55d7562098b4f8a9,2026-09-06T23:10:24+02:00,2026-09-06T21:09:11.147355+00:00,election_night,True,,274,273,822
ee0357a34aa02dc23caf3e3042074b662334a803,2026-09-06T21:12:17Z,2026-09-06T21:12:16.198457+00:00,election_night,True,,274,273,822
b78e2cc3c894434c2801349bbabdfd09a9b8eb97,2026-09-06T23:13:49+02:00,2026-09-06T21:12:53.786744+00:00,election_night,True,,274,273,822
56132b3cf87a81596216d0eecc1f6287ec86ef31,2026-09-06T21:17:47Z,2026-09-06T21:17:45.749638+00:00,election_night,True,,274,273,822
30d9a6a7ba3a57a455734797101c0a39863f3818,2026-09-06T23:19:02+02:00,2026-09-06T21:18:14.174156+00:00,election_night,True,,274,273,822
2efaca4f36be8cc1ba5169a52095234ad9d39ca2,2026-09-06T21:23:13Z,2026-09-06T21:23:12.379101+00:00,election_night,True,,274,273,822
87a29ec4db94fdd4f4de220a10af10ffd3102953,2026-09-06T21:28:43Z,2026-09-06T21:28:41.892434+00:00,election_night,True,,274,273,822
b97d31bebffd928e52e25fbd04ffcc7e25b44020,2026-09-06T21:34:09Z,2026-09-06T21:34:07.696160+00:00,election_night,True,,274,273,822
4920eb3cd3175bd678ea09e327a2a1156a12e86a,2026-09-06T21:38:34Z,2026-09-06T21:38:32.366534+00:00,election_night,True,,274,274,822
984724e019225e48d65b860f867041f53cccacec,2026-09-06T21:39:36Z,2026-09-06T21:39:35.447064+00:00,election_night,True,,274,274,822
22b50c3a50ef24cc5b359b52b9827daad3a65e9c,2026-09-06T21:45:12Z,2026-09-06T21:45:11.320799+00:00,election_night,True,,274,274,822
c1b83b22c5edaef8f72537b33e662882fd5eda38,2026-09-06T21:50:43Z,2026-09-06T21:50:42.996872+00:00,election_night,True,,274,274,822
4df0c5db1901da59dcf29fe843aa883797baf9aa,2026-09-06T21:56:07Z,2026-09-06T21:56:06.793979+00:00,election_night,True,,274,274,822
034045f3d0f71c47aebf3daea47f3d33b136de5c,2026-09-07T00:01:13+02:00,2026-09-06T22:00:20.311232+00:00,election_night,True,,274,274,822
be9c262ce1cbd1a412094deac2840ff06dc034e6,2026-09-06T22:01:47Z,2026-09-06T22:01:45.885544+00:00,election_night,True,,274,274,822
73b20ed389d90cdd9fc49cb129b8edc45e73e2b8,2026-09-06T22:07:12Z,2026-09-06T22:07:10.420342+00:00,election_night,True,,274,274,822
f3399322b2dbf01a95f3341a2a31760f34541f15,2026-09-06T22:12:42Z,2026-09-06T22:12:41.947578+00:00,election_night,True,,274,274,822
82b745143ae58288ad021a5f17a786d53eece813,2026-09-06T22:18:15Z,2026-09-06T22:18:14.070833+00:00,election_night,True,,274,274,822
305df69296afee6657b419df62f861403fd4370e,2026-09-06T22:23:45Z,2026-09-06T22:23:44.184698+00:00,election_night,True,,274,274,822
15d61af750d18344385c3082fc57643b64212bc0,2026-09-06T22:29:11Z,2026-09-06T22:29:09.751905+00:00,election_night,True,,274,274,822
55559785f9f6171e1ab5d3e50086665100128973,2026-09-06T22:34:44Z,2026-09-06T22:34:42.762130+00:00,election_night,True,,274,274,822
937eaa10aa40ba789d0dd62ff5de859dc6ef9e86,2026-09-06T22:40:10Z,2026-09-06T22:40:08.798418+00:00,election_night,True,,274,274,822
55f50c51b9dfac63ad15cb2b7b2ff314eefdf062,2026-09-06T22:45:42Z,2026-09-06T22:45:41.299801+00:00,election_night,True,,274,274,822
8822e360c1ca7656105447c8bc3f1cad88d4599a,2026-09-06T22:51:11Z,2026-09-06T22:51:09.962028+00:00,election_night,True,,274,274,822
d392f3aa45188537435b134da248291ee3b251da,2026-09-06T22:56:42Z,2026-09-06T22:56:41.772010+00:00,election_night,True,,274,274,822
f0e039a4c6748d88da9d05ef91a0e73ba7769e47,2026-09-06T23:02:19Z,2026-09-06T23:02:18.345931+00:00,election_night,True,,274,274,822
de6e18da04147254559b5376f3e873e2878703a5,2026-09-06T23:06:34Z,2026-09-06T23:06:32.483659+00:00,election_night,True,,274,274,822
715c54bcb2243f74500ff4a0402f11afa6144451,2026-09-06T23:07:52Z,2026-09-06T23:07:51.124764+00:00,election_night,True,,274,274,822
05d78ff673683dc0b1b9c2107f5d29c048ab7a62,2026-09-06T23:13:17Z,2026-09-06T23:13:15.729526+00:00,election_night,True,,274,274,822
6f696fc60d1704777b168dcdd443bee1b6263531,2026-09-06T23:19:13Z,2026-09-06T23:19:13.061487+00:00,election_night,True,,274,274,822
c028440b2623981f266dbd91b4c7de7078094fb3,2026-09-06T23:24:40Z,2026-09-06T23:24:38.623245+00:00,election_night,True,,274,274,822
07a1346adb428e33a9e33d16b1bb1e28996e5eba,2026-09-06T23:30:18Z,2026-09-06T23:30:16.502522+00:00,election_night,True,,274,274,822
6d75934502166fbd421bf911a1d5286c2334734b,2026-09-06T23:35:38Z,2026-09-06T23:35:37.397508+00:00,election_night,True,,274,274,822
7e7e56d65d3b272ebf27bba4a013845796eea5be,2026-09-06T23:41:12Z,2026-09-06T23:41:10.903244+00:00,election_night,True,,274,274,822
8498858d5feb8fd3e85f08ed011bc269ae59a984,2026-09-06T23:46:43Z,2026-09-06T23:46:41.804432+00:00,election_night,True,,274,274,822
b91a617a4db6dda78f75a03ea2f293889c1763ea,2026-09-06T23:52:11Z,2026-09-06T23:52:10.207428+00:00,election_night,True,,274,274,822
bcef1b09bad690c72a89f6812b476fb7df5269ce,2026-09-06T23:57:42Z,2026-09-06T23:57:40.558068+00:00,election_night,True,,274,274,822
d7cec4116047ffe4e392c29511dcafc9c92d55c8,2026-09-07T00:03:13Z,2026-09-07T00:03:11.796077+00:00,election_night,True,,274,274,822
739249fb5c4ac52a25b317ffcc106346114a3646,2026-09-07T00:08:49Z,2026-09-07T00:08:48.990549+00:00,election_night,True,,274,274,822
69415c518f0d6a96ae444faa9ab2187f8a70c5c1,2026-09-07T00:14:08Z,2026-09-07T00:14:07.305816+00:00,election_night,True,,274,274,822
201265d214f64fa7b1251637a7d7b5cb4fb06ddb,2026-09-07T00:19:47Z,2026-09-07T00:19:45.706317+00:00,election_night,True,,274,274,822
2b142744513c0993081dd93ee0d7e224bfea52a0,2026-09-07T00:25:09Z,2026-09-07T00:25:08.143447+00:00,election_night,True,,274,274,822
15bbe27c9563dce6bfe8be234223af362294d8ed,2026-09-07T00:30:45Z,2026-09-07T00:30:43.698572+00:00,election_night,True,,274,274,822
a0b3033d72c6cffa6ea4747066e1ce0526d1fd6d,2026-09-07T00:36:12Z,2026-09-07T00:36:11.050678+00:00,election_night,True,,274,274,822
9c94c34ce853ebe548dbf86dec1934b52de756a0,2026-09-07T00:41:43Z,2026-09-07T00:41:42.149943+00:00,election_night,True,,274,274,822
cd1b4ecaadee0e57a828280886a4aa4decaa8819,2026-09-07T00:47:14Z,2026-09-07T00:47:13.483392+00:00,election_night,True,,274,274,822
6c43afa2c3016cfd0a5c34a85931ab1524ee9154,2026-09-07T00:52:59Z,2026-09-07T00:52:57.842967+00:00,election_night,True,,274,274,822
2ee3d34c30b88c03859abb0c9b1541e495ead438,2026-09-07T00:54:27Z,2026-09-07T00:54:26.700701+00:00,election_night,True,,274,274,822
65d2b1d09ce51b8d2f8e2f46658804051f529f95,2026-09-07T00:58:41Z,2026-09-07T00:58:40.357602+00:00,election_night,True,,274,274,822
6ac9b700edc38b17e23c4e85b0f2928530e2a69f,2026-09-07T01:04:10Z,2026-09-07T01:04:09.391314+00:00,election_night,True,,274,274,822
14bbd628facaffd1aa484eae168078c61c198f89,2026-09-07T03:07:11+02:00,2026-09-07T01:06:04.445789+00:00,election_night,True,,274,274,822
23377a96d918a4b77f71dbabbf9c385f78334126,2026-09-07T01:10:12Z,2026-09-07T01:10:10.827443+00:00,election_night,True,,274,274,822
eeae7f0d9e0cbf3b825b19eb14727dc64704ac7b,2026-09-07T02:06:57Z,2026-09-07T02:06:37.855848+00:00,election_night,True,,2935,2935,3483
