arrival_definition,key,level,name,commit,time_local,valid_votes_zweit,afd_votes,afd_share,reported,total,completion_evidence
first_positive_result,lsa:KREIS:15001,KREIS,"Dessau-Roßlau, Stadt",495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,1724,887,51.45011600928074,7,79,CSV Ist=Soll>0
first_positive_result,lsa:KREIS:15002,KREIS,"Halle (Saale), Stadt",495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,226,117,51.769911504424776,2,186,CSV Ist=Soll>0
first_positive_result,lsa:KREIS:15003,KREIS,"Magdeburg, Landeshauptstadt",495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,119,15,12.605042016806722,1,218,CSV Ist=Soll>0
first_positive_result,lsa:KREIS:15081,KREIS,Altmarkkreis Salzwedel,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,9452,4447,47.04824375793483,62,152,CSV Ist=Soll>0
first_positive_result,lsa:KREIS:15082,KREIS,Anhalt-Bitterfeld,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,12806,7001,54.66968608464782,69,204,CSV Ist=Soll>0
first_positive_result,lsa:KREIS:15083,KREIS,Börde,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,8756,4691,53.57469164001827,49,244,CSV Ist=Soll>0
first_positive_result,lsa:KREIS:15084,KREIS,Burgenlandkreis,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,5500,3183,57.872727272727275,30,253,CSV Ist=Soll>0
first_positive_result,lsa:KREIS:15085,KREIS,Harz,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,5618,2969,52.84798860804557,25,227,CSV Ist=Soll>0
first_positive_result,lsa:KREIS:15086,KREIS,Jerichower Land,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,1173,551,46.97357203751066,6,116,CSV Ist=Soll>0
first_positive_result,lsa:KREIS:15089,KREIS,Salzlandkreis,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,6678,3708,55.525606469002696,19,194,CSV Ist=Soll>0
first_positive_result,lsa:KREIS:15091,KREIS,Wittenberg,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,8532,4485,52.566807313642755,51,183,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:001,WAHLKREIS,Salzwedel,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,5350,2586,48.33644859813084,33,75,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:002,WAHLKREIS,Gardelegen-Klötze,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,4443,2021,45.48728336709431,33,105,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:007,WAHLKREIS,Haldensleben,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,3846,1916,49.81799271970879,20,85,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:008,WAHLKREIS,Wolmirstedt,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,1347,741,55.01113585746103,8,67,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:009,WAHLKREIS,Oschersleben-Wanzleben,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,3222,1874,58.16263190564867,17,64,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:011,WAHLKREIS,Magdeburg II,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,119,15,12.605042016806722,1,66,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:014,WAHLKREIS,Halberstadt,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,1372,723,52.69679300291545,6,48,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:015,WAHLKREIS,Blankenburg,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,1875,882,47.04,9,59,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:016,WAHLKREIS,Wernigerode,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,1640,929,56.646341463414636,5,51,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:017,WAHLKREIS,Quedlinburg,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,731,435,59.50752393980848,5,60,CSV Ist=Soll>0
first_positive_result,lsa:WAHLKREIS:018,WAHLKREIS,Aschersleben,495732d5be6de63f6340e975915eccf6e9079367,2026-09-06T19:19:41.198663+02:00,1733,974,56.20311598384305,9,55,CSV Ist=Soll>0
