event_time_utc,source,ags,municipality_name,event_type,details_json
2026-03-08T17:50:18.337342+00:00,kommone,08327025,Immendingen,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.337141+00:00,kommone,08326068,"Vöhrenbach, Stadt",RESULT_UPDATED,"{""current_hash"": ""1ab65efd2dcd9c04067957780b784a443e269f153f465b0fc062f9cf918c92d9"", ""previous_hash"": ""10fd5d35678c10772e2059ffff46672ec5377d4a55e2981f3cdc4f2599b4b7dd""}"
2026-03-08T17:50:18.337105+00:00,kommone,08326060,"Triberg im Schwarzwald, Stadt",RESULT_UPDATED,"{""current_hash"": ""6e2d32f3000f4e54396fa4b737176dee07a114547d2cb472ab20705de7d63d58"", ""previous_hash"": ""4c32d2e53d3497da1e3fe8ad28364ca83d6a6e73201edbcb312215b2b4cf4818""}"
2026-03-08T17:50:18.337069+00:00,kommone,08326052,"St. Georgen im Schwarzwald, Stadt",RESULT_UPDATED,"{""current_hash"": ""76e9c40ad0de1de09e063c4fb755c4bdd4bc381c373c28d408dc6322a7aad3ed"", ""previous_hash"": ""9b8e190289d5c197f90bbb2247a83a9e18305a1ab27e73dd8a27f655ac726261""}"
2026-03-08T17:50:18.337034+00:00,kommone,08326031,Königsfeld im Schwarzwald,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.337017+00:00,kommone,08326027,"Hüfingen, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.336999+00:00,kommone,08326020,Gütenbach,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.336979+00:00,kommone,08326017,"Furtwangen im Schwarzwald, Stadt",RESULT_UPDATED,"{""current_hash"": ""3298f2c6c626b14ffeb5fd6ca31392bd432d864e7a7d38aed7a2c183706e56c0"", ""previous_hash"": ""da16e15ae9de1a853d7ec3ebe781e961398a05294258398ea904071d19c4446e""}"
2026-03-08T17:50:18.336942+00:00,kommone,08326006,"Bräunlingen, Stadt",RESULT_UPDATED,"{""current_hash"": ""7673f6c2549726a83398b31369778a074266a06b4416f5a4b76aff0c5b96d932"", ""previous_hash"": ""c37c814c38a833d4af2ca93bf9b180fdb6fdd886f56d694b639a3e57d97e6f68""}"
2026-03-08T17:50:18.336922+00:00,kommone,08326005,"Blumberg, Stadt",RESULT_UPDATED,"{""current_hash"": ""c03b6e537de666410b46fba27070e46d739057464e0569755dbc7b6bb6d28363"", ""previous_hash"": ""e6de2b4d0a670d5d7b067b2e0f5464e717ece91c610f8a17334063571ec6fba8""}"
2026-03-08T17:50:18.336902+00:00,kommone,08326003,"Bad Dürrheim, Stadt",RESULT_UPDATED,"{""current_hash"": ""fd6e464d752d6064a286f7b7db2e86b0c7f46bbeaf314c4c8227ba5227fe6732"", ""previous_hash"": ""a31f5826f35571d7a05aebc6300ab6262eed729d631c4e69fc40602c3ee49558""}"
2026-03-08T17:50:18.336873+00:00,kommone,08325071,Eschbronn,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.336833+00:00,kommone,08325069,Zimmern ob Rottweil,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.336760+00:00,kommone,08325057,"Sulz am Neckar, Stadt",RESULT_UPDATED,"{""current_hash"": ""bf9bb24902f85c2fd2d1bcb0386aeea21e9580088161a1e45960edef74d98d43"", ""previous_hash"": ""1c6bca1221b540e6756a179f64793d4f5ba907f337378bb2ed6a2999890542f9""}"
2026-03-08T17:50:18.336731+00:00,kommone,08325051,"Schiltach, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.336705+00:00,kommone,08325049,"Rottweil, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.336679+00:00,kommone,08325036,Lauterbach,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.336653+00:00,kommone,08325015,Epfendorf,RESULT_UPDATED,"{""current_hash"": ""cc3657fdfcf4ae70bc2b355274ff4dc8b02b36d8cfcd5c273aff600f8320620b"", ""previous_hash"": ""3dd7a737b3656e7ebc68c7b3a38157d3375e1ec0ef6473fc998d4341328f6613""}"
2026-03-08T17:50:18.336624+00:00,kommone,08325012,"Dornhan, Stadt",RESULT_UPDATED,"{""current_hash"": ""10c3a875f0f6d615501a50adce5780230303084dedeca0dee810d4a8336f057b"", ""previous_hash"": ""2f531cb7e289fd58f14de813f58e1a44115c1645b14e0155584728f2b6a85012""}"
2026-03-08T17:50:18.336605+00:00,kommone,08325011,Dietingen,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.336581+00:00,kommone,08325009,Bösingen,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.336098+00:00,kommone,08316055,Winden im Elztal,RESULT_UPDATED,"{""current_hash"": ""a915aad0aee0e88e8845d1c9324ad35e65f74c6f2258e9dec090c6a683c0d0a8"", ""previous_hash"": ""9652857d7f741b5af9a41f217ee9c5dcb6acbb418a1bcd5ebd00b2ddef448597""}"
2026-03-08T17:50:18.335942+00:00,kommone,08316012,"Endingen am Kaiserstuhl, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.335921+00:00,kommone,08316011,"Emmendingen, Stadt",RESULT_UPDATED,"{""current_hash"": ""4894d7d827dc9fe3f014b5ccb529ddb22c01061a57b8052da52780c3b1fad2aa"", ""previous_hash"": ""c049e37f0d86ad20b0dc14563e35241894127f85021825cedb0a90e8344df904""}"
2026-03-08T17:50:18.335899+00:00,kommone,08316010,"Elzach, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.335395+00:00,kommone,08237073,Seewald,RESULT_UPDATED,"{""current_hash"": ""0e41e8e16393a5082375168f2c3125d143571c04bdb29ff53ee219bfcb905d3e"", ""previous_hash"": ""9b9090f09d5de101a4bc032ee8dfcaa8677915ab4969272ca4caba319d1e1309""}"
2026-03-08T17:50:18.335372+00:00,kommone,08237072,Wörnersberg,RESULT_UPDATED,"{""current_hash"": ""8ab34ad2329eeee8118b4aec87f26a6428ec64dbf1f26cb8af3e143a24bfcf8b"", ""previous_hash"": ""037056c675ec65ed236b8d043a47bbca0c65e5eb18039c7db7232897302c5c68""}"
2026-03-08T17:50:18.335350+00:00,kommone,08237061,Schopfloch,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.335303+00:00,kommone,08237045,Loßburg,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.335284+00:00,kommone,08237040,"Horb am Neckar, Stadt",RESULT_UPDATED,"{""current_hash"": ""f90bafdbc7a344348498a43da4f54ad7328f7b4f99fa1e81ab8375cfaf91bf86"", ""previous_hash"": ""ffa95eec1dfa10345c32e0dbf1cd275a42b64d5a209b109c14eb063e1c5f2ba8""}"
2026-03-08T17:50:18.335248+00:00,kommone,08237028,"Freudenstadt, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.335205+00:00,kommone,08237004,Baiersbronn,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.335088+00:00,kommone,08236061,Sternenfels,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.335046+00:00,kommone,08236043,"Neuenbürg, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.335010+00:00,kommone,08236038,"Maulbronn, Stadt",RESULT_UPDATED,"{""current_hash"": ""54c6f23efe72023e8e219a23871dc3f7c27724094ef4191c7ce3981c936bb21b"", ""previous_hash"": ""752f059e541c90e4e22695f79494a242acd1a98efd4776c166fe9c385a9d91a2""}"
2026-03-08T17:50:18.334982+00:00,kommone,08236031,Kieselbronn,RESULT_UPDATED,"{""current_hash"": ""51eb305f0d24969a064f1bd7a0347882903d627529032c24b0907738aa5ac9cf"", ""previous_hash"": ""9c7cc57e7685cddbd86326616cf58eb857dd279f01636b1f64468b14fee50437""}"
2026-03-08T17:50:18.334912+00:00,kommone,08236004,Birkenfeld,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.334894+00:00,kommone,08235085,"Calw, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.334858+00:00,kommone,08235079,"Bad Wildbad, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.334780+00:00,kommone,08235055,Oberreichenbach,RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.334760+00:00,kommone,08235050,Neuweiler,RESULT_UPDATED,"{""current_hash"": ""a3869e9a28b8ea7522343f9329716e40ddda0147733b9ed4b95213bc3505052d"", ""previous_hash"": ""51a798c93edcd9562db72a99746954b6ea8ae2be0f761f9df36dbc399b96e746""}"
2026-03-08T17:50:18.334738+00:00,kommone,08235047,"Neubulach, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.334718+00:00,kommone,08235046,"Nagold, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.334643+00:00,kommone,08235020,Ebhausen,RESULT_UPDATED,"{""current_hash"": ""59699794e58b86b33d32d207a8f136e79973f0130004fe08819a3f6e129270b0"", ""previous_hash"": ""ac04bee227dd5ad689e77e729be722f51795b3d575d68b6e583225fccd15b3a4""}"
2026-03-08T17:50:18.334596+00:00,kommone,08235006,"Altensteig, Stadt",RESULT_UPDATED,"{""current_hash"": ""105c1618627d738d8073a1dec068a5c03aea014b276dc4012c677f11e8c402ae"", ""previous_hash"": ""97e1bf0f8da676c33a0b5546e3962a0c8721c4acf1fa6ebe6ecc57cc8fcaa8d5""}"
2026-03-08T17:50:18.334568+00:00,kommone,08231000,"Pforzheim, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.333758+00:00,kommone,08216043,"Rastatt, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.333675+00:00,kommone,08216017,"Gernsbach, Stadt",RESULT_ADDED,"{""reported_precincts"": null, ""total_precincts"": null}"
2026-03-08T17:50:18.333640+00:00,kommone,08216013,Forbach,RESULT_UPDATED,"{""current_hash"": ""507ddf3ddad47a360e81ce9818d9e8a58b13103bc860a565d8293b2a3748abfb"", ""previous_hash"": ""ec4bb797f63aebeef8c3bd6ba1b4971ee2b11c0a3a58300f698bb654c30e6eef""}"
