level,identifier,name,ags,wahlkreisnummer,vote_type,party_name,old_votes,new_votes,delta_votes,old_share_percent,new_share_percent,delta_share_percent
WAHLKREIS,23,23 - Main-Tauber,,23,Zweitstimmen,SPD,3902,3903,1,5.5549,5.5556,0.0007
WAHLKREIS,23,23 - Main-Tauber,,23,Zweitstimmen,Verjüngungsforschung,50,47,-3,0.0712,0.0669,-0.0043
WAHLKREIS,23,23 - Main-Tauber,,23,Zweitstimmen,dieBasis,418,422,4,0.5951,0.6007,0.0056
WAHLKREIS,23,23 - Main-Tauber,,23,Zweitstimmen,ÖDP,226,229,3,0.3217,0.326,0.0043
WAHLKREIS,24,24 - Heidenheim,,24,Erststimmen,AfD,15116,15119,3,24.8938,24.8967,0.0029
WAHLKREIS,24,24 - Heidenheim,,24,Erststimmen,Anderer Kreiswahlvorschlag,352,354,2,0.5797,0.5829,0.0032
WAHLKREIS,24,24 - Heidenheim,,24,Erststimmen,CDU,17624,17621,-3,29.0241,29.0167,-0.0074
WAHLKREIS,24,24 - Heidenheim,,24,Erststimmen,SPD,9672,9675,3,15.9283,15.932,0.0037
WAHLKREIS,24,24 - Heidenheim,,24,Zweitstimmen,GRÜNE,15058,15057,-1,24.7343,24.7327,-0.0016
WAHLKREIS,24,24 - Heidenheim,,24,Zweitstimmen,Werteunion,116,117,1,0.1905,0.1922,0.0017
WAHLKREIS,25,25 - Schwäbisch Gmünd,,25,Erststimmen,AfD,16828,16831,3,22.0857,22.0888,0.0031
WAHLKREIS,25,25 - Schwäbisch Gmünd,,25,Erststimmen,CDU,29683,29684,1,38.9571,38.9569,-0.0002
WAHLKREIS,25,25 - Schwäbisch Gmünd,,25,Erststimmen,GRÜNE,16605,16604,-1,21.7931,21.7909,-0.0022
WAHLKREIS,25,25 - Schwäbisch Gmünd,,25,Zweitstimmen,AfD,16568,16571,3,21.6496,21.6527,0.0031
WAHLKREIS,25,25 - Schwäbisch Gmünd,,25,Zweitstimmen,Bündnis C,143,147,4,0.1869,0.1921,0.0052
WAHLKREIS,25,25 - Schwäbisch Gmünd,,25,Zweitstimmen,Die PARTEI,446,450,4,0.5828,0.588,0.0052
WAHLKREIS,25,25 - Schwäbisch Gmünd,,25,Zweitstimmen,FREIE WÄHLER,1074,1070,-4,1.4034,1.3981,-0.0053
WAHLKREIS,25,25 - Schwäbisch Gmünd,,25,Zweitstimmen,PDH,29,25,-4,0.0379,0.0327,-0.0052
WAHLKREIS,26,26 - Aalen,,26,Erststimmen,CDU,36839,36840,1,42.6008,42.6009,0.0001
WAHLKREIS,26,26 - Aalen,,26,Erststimmen,FDP,3284,3285,1,3.7976,3.7987,0.0011
WAHLKREIS,26,26 - Aalen,,26,Zweitstimmen,AfD,17846,17847,1,20.5772,20.5784,0.0012
WAHLKREIS,26,26 - Aalen,,26,Zweitstimmen,BSW,1301,1306,5,1.5001,1.5059,0.0058
WAHLKREIS,26,26 - Aalen,,26,Zweitstimmen,Die Gerechtigkeitspartei,94,93,-1,0.1084,0.1072,-0.0012
WAHLKREIS,26,26 - Aalen,,26,Zweitstimmen,GRÜNE,21191,21192,1,24.4341,24.4353,0.0012
WAHLKREIS,26,26 - Aalen,,26,Zweitstimmen,PDH,32,33,1,0.0369,0.0381,0.0012
WAHLKREIS,26,26 - Aalen,,26,Zweitstimmen,PDR,161,157,-4,0.1856,0.181,-0.0046
WAHLKREIS,26,26 - Aalen,,26,Zweitstimmen,Tierschutzpartei,642,640,-2,0.7403,0.7379,-0.0024
WAHLKREIS,26,26 - Aalen,,26,Zweitstimmen,Verjüngungsforschung,57,56,-1,0.0657,0.0646,-0.0011
WAHLKREIS,27,27 - Karlsruhe I,,27,Erststimmen,AfD,8201,8202,1,11.237,11.2385,0.0015
WAHLKREIS,27,27 - Karlsruhe I,,27,Erststimmen,CDU,17434,17430,-4,23.8881,23.8829,-0.0052
WAHLKREIS,27,27 - Karlsruhe I,,27,Erststimmen,GRÜNE,29155,29154,-1,39.9482,39.9474,-0.0008
WAHLKREIS,27,27 - Karlsruhe I,,27,Erststimmen,Volt,2062,2065,3,2.8254,2.8295,0.0041
WAHLKREIS,27,27 - Karlsruhe I,,27,Zweitstimmen,AfD,8029,8030,1,10.9657,10.9677,0.002
WAHLKREIS,27,27 - Karlsruhe I,,27,Zweitstimmen,CDU,15163,15159,-4,20.7091,20.7048,-0.0043
WAHLKREIS,27,27 - Karlsruhe I,,27,Zweitstimmen,GRÜNE,31198,31197,-1,42.6092,42.6101,0.0009
WAHLKREIS,28,28 - Karlsruhe II,,28,Erststimmen,AfD,9510,9509,-1,13.8769,13.8759,-0.001
WAHLKREIS,28,28 - Karlsruhe II,,28,Erststimmen,CDU,15653,15652,-1,22.8408,22.84,-0.0008
WAHLKREIS,28,28 - Karlsruhe II,,28,Erststimmen,Die Linke,6867,6866,-1,10.0203,10.0191,-0.0012
WAHLKREIS,28,28 - Karlsruhe II,,28,Erststimmen,FDP,2707,2708,1,3.95,3.9516,0.0016
WAHLKREIS,28,28 - Karlsruhe II,,28,Zweitstimmen,AfD,9159,9161,2,13.3032,13.3044,0.0012
WAHLKREIS,28,28 - Karlsruhe II,,28,Zweitstimmen,CDU,13087,13088,1,19.0085,19.0075,-0.001
WAHLKREIS,28,28 - Karlsruhe II,,28,Zweitstimmen,Die Linke,6190,6192,2,8.9908,8.9925,0.0017
WAHLKREIS,28,28 - Karlsruhe II,,28,Zweitstimmen,FDP,2699,2698,-1,3.9202,3.9183,-0.0019
WAHLKREIS,28,28 - Karlsruhe II,,28,Zweitstimmen,GRÜNE,28679,28683,4,41.6555,41.6559,0.0004
WAHLKREIS,28,28 - Karlsruhe II,,28,Zweitstimmen,PdF,66,65,-1,0.0959,0.0944,-0.0015
WAHLKREIS,28,28 - Karlsruhe II,,28,Zweitstimmen,SPD,4015,4016,1,5.8317,5.8324,0.0007
WAHLKREIS,28,28 - Karlsruhe II,,28,Zweitstimmen,dieBasis,128,129,1,0.1859,0.1873,0.0014
WAHLKREIS,29,29 - Bruchsal,,29,Erststimmen,CDU,27077,27076,-1,35.082,35.0821,0.0001
WAHLKREIS,29,29 - Bruchsal,,29,Erststimmen,FDP,3183,3184,1,4.124,4.1255,0.0015
WAHLKREIS,29,29 - Bruchsal,,29,Erststimmen,GRÜNE,15865,15862,-3,20.5553,20.5522,-0.0031
WAHLKREIS,29,29 - Bruchsal,,29,Zweitstimmen,AfD,17308,17307,-1,22.3113,22.3103,-0.001
WAHLKREIS,29,29 - Bruchsal,,29,Zweitstimmen,CDU,23776,23777,1,30.649,30.6507,0.0017
WAHLKREIS,29,29 - Bruchsal,,29,Zweitstimmen,FDP,2936,2935,-1,3.7847,3.7835,-0.0012
WAHLKREIS,29,29 - Bruchsal,,29,Zweitstimmen,FREIE WÄHLER,2072,2073,1,2.671,2.6723,0.0013
WAHLKREIS,29,29 - Bruchsal,,29,Zweitstimmen,SPD,5054,5053,-1,6.515,6.5138,-0.0012
WAHLKREIS,30,30 - Bretten,,30,Erststimmen,GRÜNE,20485,20486,1,24.9355,24.9364,0.0009
WAHLKREIS,30,30 - Bretten,,30,Zweitstimmen,FDP,3741,3742,1,4.5263,4.5273,0.001
WAHLKREIS,30,30 - Bretten,,30,Zweitstimmen,FREIE WÄHLER,1886,1887,1,2.2819,2.283,0.0011
WAHLKREIS,30,30 - Bretten,,30,Zweitstimmen,SPD,5178,5179,1,6.2649,6.2659,0.001
WAHLKREIS,31,31 - Ettlingen,,31,Erststimmen,GRÜNE,17851,17850,-1,26.1434,26.1424,-0.001
WAHLKREIS,32,32 - Rastatt,,32,Erststimmen,Volt,1229,1231,2,1.6766,1.6793,0.0027
WAHLKREIS,32,32 - Rastatt,,32,Zweitstimmen,CDU,22281,22280,-1,30.2698,30.268,-0.0018
WAHLKREIS,32,32 - Rastatt,,32,Zweitstimmen,FREIE WÄHLER,1708,1709,1,2.3204,2.3217,0.0013
WAHLKREIS,32,32 - Rastatt,,32,Zweitstimmen,Tierschutzpartei,818,816,-2,1.1113,1.1086,-0.0027
WAHLKREIS,32,32 - Rastatt,,32,Zweitstimmen,Volt,558,559,1,0.7581,0.7594,0.0013
WAHLKREIS,32,32 - Rastatt,,32,Zweitstimmen,Werteunion,152,154,2,0.2065,0.2092,0.0027
WAHLKREIS,33,33 - Baden-Baden,,33,Erststimmen,CDU,21934,21936,2,37.0469,37.049,0.0021
WAHLKREIS,33,33 - Baden-Baden,,33,Zweitstimmen,CDU,19542,19544,2,32.899,32.9012,0.0022
WAHLKREIS,34,34 - Heidelberg,,34,Erststimmen,Die Linke,7595,7594,-1,10.5315,10.5303,-0.0012
WAHLKREIS,34,34 - Heidelberg,,34,Zweitstimmen,Die Linke,7320,7319,-1,10.1214,10.1188,-0.0026
WAHLKREIS,34,34 - Heidelberg,,34,Zweitstimmen,SPD,4315,4325,10,5.9664,5.9795,0.0131
WAHLKREIS,34,34 - Heidelberg,,34,Zweitstimmen,Volt,1435,1448,13,1.9842,2.0019,0.0177
WAHLKREIS,34,34 - Heidelberg,,34,Zweitstimmen,ÖDP,92,79,-13,0.1272,0.1092,-0.018
WAHLKREIS,35,35 - Mannheim I,,35,Erststimmen,AfD,11365,11371,6,22.3347,22.3452,0.0105
WAHLKREIS,35,35 - Mannheim I,,35,Erststimmen,Anderer Kreiswahlvorschlag,127,132,5,0.2496,0.2594,0.0098
WAHLKREIS,35,35 - Mannheim I,,35,Erststimmen,BSW,946,947,1,1.8591,1.8609,0.0018
WAHLKREIS,35,35 - Mannheim I,,35,Erststimmen,CDU,11042,11046,4,21.6999,21.7065,0.0066
WAHLKREIS,35,35 - Mannheim I,,35,Erststimmen,Die Linke,4649,4648,-1,9.1363,9.1338,-0.0025
WAHLKREIS,35,35 - Mannheim I,,35,Erststimmen,FDP,1155,1156,1,2.2698,2.2717,0.0019
WAHLKREIS,35,35 - Mannheim I,,35,Erststimmen,FREIE WÄHLER,1030,1033,3,2.0242,2.0299,0.0057
WAHLKREIS,35,35 - Mannheim I,,35,Erststimmen,GRÜNE,11016,10991,-25,21.6488,21.5984,-0.0504
WAHLKREIS,35,35 - Mannheim I,,35,Erststimmen,SPD,8890,8897,7,17.4708,17.4835,0.0127
WAHLKREIS,35,35 - Mannheim I,,35,Erststimmen,Volt,665,667,2,1.3069,1.3107,0.0038
WAHLKREIS,35,35 - Mannheim I,,35,Zweitstimmen,BSW,1032,1035,3,2.0258,2.0316,0.0058
WAHLKREIS,35,35 - Mannheim I,,35,Zweitstimmen,GRÜNE,14066,14063,-3,27.6107,27.6048,-0.0059
WAHLKREIS,36,36 - Mannheim II,,36,Erststimmen,CDU,15739,15741,2,23.8908,23.8934,0.0026
WAHLKREIS,36,36 - Mannheim II,,36,Erststimmen,SPD,8864,8863,-1,13.455,13.4532,-0.0018
WAHLKREIS,36,36 - Mannheim II,,36,Zweitstimmen,BSW,1025,1037,12,1.5534,1.5716,0.0182
WAHLKREIS,36,36 - Mannheim II,,36,Zweitstimmen,CDU,14543,14544,1,22.0402,22.0417,0.0015
WAHLKREIS,36,36 - Mannheim II,,36,Zweitstimmen,SPD,5298,5297,-1,8.0292,8.0277,-0.0015
WAHLKREIS,36,36 - Mannheim II,,36,Zweitstimmen,Verjüngungsforschung,50,38,-12,0.0758,0.0576,-0.0182
WAHLKREIS,37,37 - Wiesloch,,37,Erststimmen,CDU,23750,23751,1,34.6296,34.63,0.0004
WAHLKREIS,37,37 - Wiesloch,,37,Erststimmen,Die Linke,2697,2698,1,3.9325,3.9338,0.0013
WAHLKREIS,37,37 - Wiesloch,,37,Zweitstimmen,FDP,3301,3300,-1,4.7989,4.7976,-0.0013
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Erststimmen,AfD,17722,17724,2,24.1345,24.1356,0.0011
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Erststimmen,Die Linke,2385,2384,-1,3.248,3.2464,-0.0016
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Erststimmen,FREIE WÄHLER,2905,2904,-1,3.9561,3.9545,-0.0016
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Erststimmen,GRÜNE,10110,10109,-1,13.7682,13.7659,-0.0023
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Erststimmen,SPD,8970,8973,3,12.2157,12.219,0.0033
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Erststimmen,ÖDP,582,585,3,0.7926,0.7966,0.004
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,AfD,18211,18212,1,24.7607,24.7624,0.0017
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,BSW,962,961,-1,1.308,1.3066,-0.0014
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,CDU,24710,24709,-1,33.5971,33.5962,-0.0009
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,Die Gerechtigkeitspartei,62,63,1,0.0843,0.0857,0.0014
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,Die Linke,2196,2195,-1,2.9858,2.9845,-0.0013
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,Die PARTEI,275,274,-1,0.3739,0.3726,-0.0013
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,FDP,2358,2360,2,3.2061,3.2088,0.0027
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,GRÜNE,15050,15049,-1,20.4628,20.4617,-0.0011
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,KlimalisteBW,33,28,-5,0.0449,0.0381,-0.0068
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,Volt,323,326,3,0.4392,0.4433,0.0041
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,dieBasis,182,183,1,0.2475,0.2488,0.0013
WAHLKREIS,38,38 - Neckar-Odenwald,,38,Zweitstimmen,ÖDP,182,183,1,0.2475,0.2488,0.0013
WAHLKREIS,39,39 - Weinheim,,39,Erststimmen,AfD,10603,10602,-1,13.7532,13.7517,-0.0015
WAHLKREIS,39,39 - Weinheim,,39,Erststimmen,Anderer Kreiswahlvorschlag,756,757,1,0.9806,0.9819,0.0013
WAHLKREIS,39,39 - Weinheim,,39,Erststimmen,Die PARTEI,1133,1134,1,1.4696,1.4709,0.0013
WAHLKREIS,39,39 - Weinheim,,39,Zweitstimmen,AfD,10775,10774,-1,13.9459,13.9446,-0.0013
WAHLKREIS,39,39 - Weinheim,,39,Zweitstimmen,BSW,852,856,4,1.1027,1.1079,0.0052
WAHLKREIS,39,39 - Weinheim,,39,Zweitstimmen,CDU,21938,21940,2,28.3939,28.3965,0.0026
WAHLKREIS,39,39 - Weinheim,,39,Zweitstimmen,Die PARTEI,477,478,1,0.6174,0.6187,0.0013
WAHLKREIS,39,39 - Weinheim,,39,Zweitstimmen,GRÜNE,26375,26373,-2,34.1367,34.1341,-0.0026
WAHLKREIS,39,39 - Weinheim,,39,Zweitstimmen,PDH,36,32,-4,0.0466,0.0414,-0.0052
WAHLKREIS,40,40 - Schwetzingen,,40,Erststimmen,GRÜNE,15673,15672,-1,25.4221,25.4209,-0.0012
WAHLKREIS,40,40 - Schwetzingen,,40,Zweitstimmen,Die PARTEI,330,326,-4,0.5336,0.5272,-0.0064
WAHLKREIS,40,40 - Schwetzingen,,40,Zweitstimmen,GRÜNE,17763,17762,-1,28.7241,28.723,-0.0011
WAHLKREIS,40,40 - Schwetzingen,,40,Zweitstimmen,Volt,735,739,4,1.1886,1.195,0.0064
WAHLKREIS,41,41 - Sinsheim,,41,Erststimmen,AfD,13841,13840,-1,20.1541,20.1538,-0.0003
WAHLKREIS,41,41 - Sinsheim,,41,Erststimmen,GRÜNE,13889,13888,-1,20.224,20.2237,-0.0003
WAHLKREIS,41,41 - Sinsheim,,41,Erststimmen,SPD,8438,8436,-2,12.2867,12.2845,-0.0022
WAHLKREIS,41,41 - Sinsheim,,41,Zweitstimmen,AfD,14040,14041,1,20.4135,20.4153,0.0018
WAHLKREIS,41,41 - Sinsheim,,41,Zweitstimmen,BSW,895,901,6,1.3013,1.31,0.0087
WAHLKREIS,41,41 - Sinsheim,,41,Zweitstimmen,CDU,20014,20013,-1,29.0994,29.0984,-0.001
WAHLKREIS,41,41 - Sinsheim,,41,Zweitstimmen,Die PARTEI,320,321,1,0.4653,0.4667,0.0014
WAHLKREIS,41,41 - Sinsheim,,41,Zweitstimmen,GRÜNE,18189,18188,-1,26.446,26.4449,-0.0011
WAHLKREIS,41,41 - Sinsheim,,41,Zweitstimmen,SPD,5887,5886,-1,8.5594,8.5581,-0.0013
WAHLKREIS,41,41 - Sinsheim,,41,Zweitstimmen,Volt,680,674,-6,0.9887,0.98,-0.0087
WAHLKREIS,42,42 - Pforzheim,,42,Zweitstimmen,CDU,13605,13604,-1,25.9128,25.9084,-0.0044
WAHLKREIS,42,42 - Pforzheim,,42,Zweitstimmen,Die PARTEI,226,227,1,0.4305,0.4323,0.0018
WAHLKREIS,42,42 - Pforzheim,,42,Zweitstimmen,FREIE WÄHLER,628,629,1,1.1961,1.1979,0.0018
WAHLKREIS,42,42 - Pforzheim,,42,Zweitstimmen,Tierschutzpartei,724,726,2,1.379,1.3826,0.0036
WAHLKREIS,42,42 - Pforzheim,,42,Zweitstimmen,Volt,490,492,2,0.9333,0.937,0.0037
WAHLKREIS,43,43 - Calw,,43,Erststimmen,AfD,19944,19946,2,25.3045,25.3061,0.0016
WAHLKREIS,43,43 - Calw,,43,Erststimmen,CDU,29624,29625,1,37.5863,37.5861,-0.0002
WAHLKREIS,43,43 - Calw,,43,Zweitstimmen,AfD,20011,20013,2,25.2597,25.2606,0.0009
WAHLKREIS,43,43 - Calw,,43,Zweitstimmen,BSW,1010,1012,2,1.2749,1.2774,0.0025
WAHLKREIS,43,43 - Calw,,43,Zweitstimmen,CDU,25356,25357,1,32.0067,32.0059,-0.0008
WAHLKREIS,43,43 - Calw,,43,Zweitstimmen,Die Gerechtigkeitspartei,97,96,-1,0.1224,0.1212,-0.0012
WAHLKREIS,43,43 - Calw,,43,Zweitstimmen,Tierschutzpartei,786,787,1,0.9922,0.9934,0.0012
WAHLKREIS,44,44 - Enz,,44,Erststimmen,AfD,20456,20458,2,22.7661,22.7675,0.0014
WAHLKREIS,44,44 - Enz,,44,Erststimmen,CDU,28046,28047,1,31.2132,31.2133,0.0001
WAHLKREIS,44,44 - Enz,,44,Zweitstimmen,AfD,20415,20416,1,22.6443,22.6452,0.0009
WAHLKREIS,45,45 - Freudenstadt,,45,Erststimmen,AfD,15200,15198,-2,25.1643,25.1564,-0.0079
WAHLKREIS,45,45 - Freudenstadt,,45,Erststimmen,CDU,25070,25077,7,41.5046,41.5086,0.004
WAHLKREIS,45,45 - Freudenstadt,,45,Erststimmen,Die Linke,2008,2009,1,3.3243,3.3254,0.0011
WAHLKREIS,45,45 - Freudenstadt,,45,Erststimmen,GRÜNE,9812,9815,3,16.2442,16.2462,0.002
WAHLKREIS,45,45 - Freudenstadt,,45,Erststimmen,SPD,3675,3677,2,6.0841,6.0863,0.0022
WAHLKREIS,45,45 - Freudenstadt,,45,Zweitstimmen,AfD,15251,15248,-3,25.1741,25.1671,-0.007
WAHLKREIS,45,45 - Freudenstadt,,45,Zweitstimmen,CDU,20672,20678,6,34.1223,34.1294,0.0071
WAHLKREIS,45,45 - Freudenstadt,,45,Zweitstimmen,Die Linke,1683,1684,1,2.7781,2.7795,0.0014
WAHLKREIS,45,45 - Freudenstadt,,45,Zweitstimmen,GRÜNE,13330,13332,2,22.0032,22.0047,0.0015
WAHLKREIS,45,45 - Freudenstadt,,45,Zweitstimmen,Tierschutzpartei,567,568,1,0.9359,0.9375,0.0016
WAHLKREIS,45,45 - Freudenstadt,,45,Zweitstimmen,ÖDP,104,102,-2,0.1717,0.1684,-0.0033
WAHLKREIS,46,46 - Freiburg I,,46,Erststimmen,CDU,27740,27738,-2,28.6003,28.5985,-0.0018
WAHLKREIS,46,46 - Freiburg I,,46,Erststimmen,GRÜNE,34507,34508,1,35.5772,35.5786,0.0014
WAHLKREIS,46,46 - Freiburg I,,46,Zweitstimmen,CDU,24249,24247,-2,24.9486,24.9457,-0.0029
WAHLKREIS,46,46 - Freiburg I,,46,Zweitstimmen,Die Linke,8156,8157,1,8.3913,8.3921,0.0008
WAHLKREIS,46,46 - Freiburg I,,46,Zweitstimmen,Die PARTEI,349,350,1,0.3591,0.3601,0.001
WAHLKREIS,46,46 - Freiburg I,,46,Zweitstimmen,GRÜNE,39499,39502,3,40.6385,40.6403,0.0018
WAHLKREIS,46,46 - Freiburg I,,46,Zweitstimmen,Tierschutzpartei,741,742,1,0.7624,0.7634,0.001
WAHLKREIS,46,46 - Freiburg I,,46,Zweitstimmen,Volt,950,966,16,0.9774,0.9938,0.0164
WAHLKREIS,46,46 - Freiburg I,,46,Zweitstimmen,dieBasis,436,435,-1,0.4486,0.4475,-0.0011
WAHLKREIS,46,46 - Freiburg I,,46,Zweitstimmen,ÖDP,189,173,-16,0.1945,0.178,-0.0165
WAHLKREIS,47,47 - Freiburg II,,47,Erststimmen,AfD,8857,8860,3,9.7727,9.7755,0.0028
WAHLKREIS,47,47 - Freiburg II,,47,Erststimmen,Die PARTEI,1098,1099,1,1.2115,1.2126,0.0011
WAHLKREIS,47,47 - Freiburg II,,47,Erststimmen,SPD,8197,8198,1,9.0445,9.0451,0.0006
WAHLKREIS,47,47 - Freiburg II,,47,Zweitstimmen,AfD,8823,8825,2,9.712,9.7138,0.0018
WAHLKREIS,47,47 - Freiburg II,,47,Zweitstimmen,Bündnis C,134,140,6,0.1475,0.1541,0.0066
WAHLKREIS,47,47 - Freiburg II,,47,Zweitstimmen,Die Gerechtigkeitspartei,62,61,-1,0.0682,0.0671,-0.0011
WAHLKREIS,47,47 - Freiburg II,,47,Zweitstimmen,FDP,2470,2471,1,2.7189,2.7199,0.001
WAHLKREIS,47,47 - Freiburg II,,47,Zweitstimmen,PDH,53,55,2,0.0583,0.0605,0.0022
WAHLKREIS,47,47 - Freiburg II,,47,Zweitstimmen,PDR,126,127,1,0.1387,0.1398,0.0011
WAHLKREIS,47,47 - Freiburg II,,47,Zweitstimmen,SPD,5246,5247,1,5.7746,5.7755,0.0009
WAHLKREIS,47,47 - Freiburg II,,47,Zweitstimmen,Volt,1167,1159,-8,1.2846,1.2757,-0.0089
WAHLKREIS,48,48 - Breisgau,,48,Erststimmen,CDU,34257,34259,2,36.4208,36.4209,0.0001
WAHLKREIS,48,48 - Breisgau,,48,Erststimmen,GRÜNE,28170,28173,3,29.9493,29.9509,0.0016
WAHLKREIS,48,48 - Breisgau,,48,Zweitstimmen,AfD,14137,14222,85,14.9555,15.0446,0.0891
WAHLKREIS,48,48 - Breisgau,,48,Zweitstimmen,CDU,27209,27212,3,28.7844,28.786,0.0016
WAHLKREIS,48,48 - Breisgau,,48,Zweitstimmen,Die Linke,4377,4292,-85,4.6304,4.5403,-0.0901
WAHLKREIS,48,48 - Breisgau,,48,Zweitstimmen,GRÜNE,32508,32509,1,34.3902,34.3894,-0.0008
WAHLKREIS,48,48 - Breisgau,,48,Zweitstimmen,Werteunion,162,163,1,0.1714,0.1724,0.001
WAHLKREIS,49,49 - Emmendingen,,49,Erststimmen,AfD,14178,14180,2,15.717,15.7185,0.0015
WAHLKREIS,49,49 - Emmendingen,,49,Erststimmen,CDU,30561,30560,-1,33.8784,33.8758,-0.0026
WAHLKREIS,49,49 - Emmendingen,,49,Erststimmen,Volt,1051,1054,3,1.1651,1.1684,0.0033
WAHLKREIS,50,50 - Lahr,,50,Zweitstimmen,CDU,23760,23758,-2,32.0246,32.0232,-0.0014
WAHLKREIS,50,50 - Lahr,,50,Zweitstimmen,Die PARTEI,293,292,-1,0.3949,0.3936,-0.0013
WAHLKREIS,51,51 - Offenburg,,51,Erststimmen,AfD,12845,12846,1,18.9474,18.9489,0.0015
WAHLKREIS,51,51 - Offenburg,,51,Erststimmen,CDU,26428,26432,4,38.9834,38.9893,0.0059
WAHLKREIS,51,51 - Offenburg,,51,Erststimmen,Die Linke,3630,3629,-1,5.3545,5.3531,-0.0014
WAHLKREIS,51,51 - Offenburg,,51,Erststimmen,FDP,3155,3154,-1,4.6539,4.6524,-0.0015
WAHLKREIS,51,51 - Offenburg,,51,Erststimmen,GRÜNE,16163,16161,-2,23.8417,23.8387,-0.003
WAHLKREIS,51,51 - Offenburg,,51,Erststimmen,SPD,5572,5571,-1,8.2191,8.2177,-0.0014
WAHLKREIS,51,51 - Offenburg,,51,Zweitstimmen,AfD,12913,12914,1,18.934,18.9349,0.0009
WAHLKREIS,51,51 - Offenburg,,51,Zweitstimmen,CDU,21448,21449,1,31.4487,31.4492,0.0005
WAHLKREIS,51,51 - Offenburg,,51,Zweitstimmen,FDP,2647,2646,-1,3.8812,3.8797,-0.0015
WAHLKREIS,51,51 - Offenburg,,51,Zweitstimmen,GRÜNE,19230,19228,-2,28.1965,28.1927,-0.0038
WAHLKREIS,51,51 - Offenburg,,51,Zweitstimmen,SPD,3931,3932,1,5.7639,5.7652,0.0013
WAHLKREIS,51,51 - Offenburg,,51,Zweitstimmen,ÖDP,89,91,2,0.1305,0.1334,0.0029
WAHLKREIS,52,52 - Kehl,,52,Erststimmen,AfD,14975,14977,2,21.0637,21.0647,0.001
WAHLKREIS,52,52 - Kehl,,52,Erststimmen,CDU,24247,24248,1,34.1056,34.1041,-0.0015
WAHLKREIS,52,52 - Kehl,,52,Erststimmen,FDP,4454,4455,1,6.2649,6.2658,0.0009
WAHLKREIS,52,52 - Kehl,,52,Erststimmen,FREIE WÄHLER,3125,3126,1,4.3956,4.3966,0.001
WAHLKREIS,52,52 - Kehl,,52,Erststimmen,Werteunion,561,562,1,0.7891,0.7904,0.0013
WAHLKREIS,52,52 - Kehl,,52,Zweitstimmen,CDU,22872,22874,2,32.1353,32.1368,0.0015
WAHLKREIS,52,52 - Kehl,,52,Zweitstimmen,KlimalisteBW,28,29,1,0.0393,0.0407,0.0014
WAHLKREIS,52,52 - Kehl,,52,Zweitstimmen,PDR,135,136,1,0.1897,0.1911,0.0014
WAHLKREIS,52,52 - Kehl,,52,Zweitstimmen,dieBasis,252,251,-1,0.3541,0.3526,-0.0015
WAHLKREIS,53,53 - Rottweil,,53,Erststimmen,AfD,17628,17629,1,24.5389,24.5386,-0.0003
WAHLKREIS,53,53 - Rottweil,,53,Erststimmen,CDU,27047,27050,3,37.6505,37.6521,0.0016
WAHLKREIS,53,53 - Rottweil,,53,Erststimmen,Werteunion,448,449,1,0.6236,0.625,0.0014
WAHLKREIS,53,53 - Rottweil,,53,Zweitstimmen,AfD,18026,18028,2,25.0591,25.0605,0.0014
WAHLKREIS,53,53 - Rottweil,,53,Zweitstimmen,CDU,23830,23831,1,33.1276,33.1271,-0.0005
WAHLKREIS,53,53 - Rottweil,,53,Zweitstimmen,Tierschutzpartei,701,702,1,0.9745,0.9758,0.0013
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Erststimmen,CDU,25201,25202,1,31.9927,31.9916,-0.0011
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Erststimmen,Die Linke,2738,2737,-1,3.4759,3.4744,-0.0015
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Erststimmen,GRÜNE,19841,19847,6,25.1882,25.1939,0.0057
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,Bündnis C,323,320,-3,0.4081,0.4043,-0.0038
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,CDU,24260,24257,-3,30.6541,30.6488,-0.0053
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,Die PARTEI,275,274,-1,0.3475,0.3462,-0.0013
