level,identifier,name,ags,wahlkreisnummer,vote_type,party_name,old_votes,new_votes,delta_votes,old_share_percent,new_share_percent,delta_share_percent
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,FDP,3407,3408,1,4.305,4.306,0.001
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,FREIE WÄHLER,1682,1683,1,2.1253,2.1265,0.0012
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,GRÜNE,20278,20280,2,25.6226,25.6239,0.0013
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,PDH,30,28,-2,0.0379,0.0354,-0.0025
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,PdF,54,50,-4,0.0682,0.0632,-0.005
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,Tierschutzpartei,778,782,4,0.9831,0.9881,0.005
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,Verjüngungsforschung,56,58,2,0.0708,0.0733,0.0025
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,Volt,654,657,3,0.8264,0.8301,0.0037
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,Werteunion,167,170,3,0.211,0.2148,0.0038
WAHLKREIS,54,54 - Villingen-Schwenningen,,54,Zweitstimmen,dieBasis,249,250,1,0.3146,0.3159,0.0013
WAHLKREIS,55,55 - Tuttlingen-Donaueschingen,,55,Erststimmen,Volt,1339,1340,1,1.6311,1.6323,0.0012
WAHLKREIS,55,55 - Tuttlingen-Donaueschingen,,55,Zweitstimmen,Bündnis C,185,189,4,0.2246,0.2295,0.0049
WAHLKREIS,55,55 - Tuttlingen-Donaueschingen,,55,Zweitstimmen,CDU,27598,27597,-1,33.5082,33.507,-0.0012
WAHLKREIS,55,55 - Tuttlingen-Donaueschingen,,55,Zweitstimmen,GRÜNE,17144,17145,1,20.8154,20.8166,0.0012
WAHLKREIS,55,55 - Tuttlingen-Donaueschingen,,55,Zweitstimmen,PDH,32,28,-4,0.0389,0.034,-0.0049
WAHLKREIS,55,55 - Tuttlingen-Donaueschingen,,55,Zweitstimmen,Tierschutzpartei,785,787,2,0.9531,0.9555,0.0024
WAHLKREIS,55,55 - Tuttlingen-Donaueschingen,,55,Zweitstimmen,Werteunion,194,192,-2,0.2355,0.2331,-0.0024
WAHLKREIS,56,56 - Konstanz,,56,Erststimmen,BSW,1065,1064,-1,1.4855,1.4841,-0.0014
WAHLKREIS,56,56 - Konstanz,,56,Erststimmen,FDP,3802,3803,1,5.3032,5.3047,0.0015
WAHLKREIS,56,56 - Konstanz,,56,Erststimmen,FREIE WÄHLER,1951,1952,1,2.7213,2.7228,0.0015
WAHLKREIS,56,56 - Konstanz,,56,Erststimmen,GRÜNE,26357,26354,-3,36.7637,36.7605,-0.0032
WAHLKREIS,56,56 - Konstanz,,56,Zweitstimmen,AfD,8000,8001,1,11.1391,11.14,0.0009
WAHLKREIS,56,56 - Konstanz,,56,Zweitstimmen,BSW,1120,1119,-1,1.5595,1.558,-0.0015
WAHLKREIS,56,56 - Konstanz,,56,Zweitstimmen,CDU,18223,18224,1,25.3735,25.3738,0.0003
WAHLKREIS,56,56 - Konstanz,,56,Zweitstimmen,FDP,3269,3270,1,4.5517,4.5529,0.0012
WAHLKREIS,56,56 - Konstanz,,56,Zweitstimmen,FREIE WÄHLER,1052,1051,-1,1.4648,1.4633,-0.0015
WAHLKREIS,56,56 - Konstanz,,56,Zweitstimmen,GRÜNE,29104,29105,1,40.5241,40.5238,-0.0003
WAHLKREIS,56,56 - Konstanz,,56,Zweitstimmen,SPD,3575,3576,1,4.9778,4.979,0.0012
WAHLKREIS,57,57 - Singen,,57,Erststimmen,GRÜNE,15141,15142,1,22.6009,22.602,0.0011
WAHLKREIS,57,57 - Singen,,57,Zweitstimmen,AfD,15517,15518,1,23.1235,23.1222,-0.0013
WAHLKREIS,57,57 - Singen,,57,Zweitstimmen,FREIE WÄHLER,1291,1294,3,1.9239,1.9281,0.0042
WAHLKREIS,57,57 - Singen,,57,Zweitstimmen,GRÜNE,17118,17119,1,25.5093,25.5077,-0.0016
WAHLKREIS,57,57 - Singen,,57,Zweitstimmen,KlimalisteBW,21,22,1,0.0313,0.0328,0.0015
WAHLKREIS,57,57 - Singen,,57,Zweitstimmen,Tierschutzpartei,602,603,1,0.8971,0.8985,0.0014
WAHLKREIS,57,57 - Singen,,57,Zweitstimmen,ÖDP,117,118,1,0.1744,0.1758,0.0014
WAHLKREIS,58,58 - Lörrach,,58,Erststimmen,AfD,14702,14707,5,18.2416,18.2453,0.0037
WAHLKREIS,58,58 - Lörrach,,58,Erststimmen,CDU,22008,22010,2,27.3066,27.3053,-0.0013
WAHLKREIS,58,58 - Lörrach,,58,Erststimmen,Die Gerechtigkeitspartei,342,344,2,0.4243,0.4268,0.0025
WAHLKREIS,58,58 - Lörrach,,58,Erststimmen,GRÜNE,22114,22115,1,27.4381,27.4356,-0.0025
WAHLKREIS,58,58 - Lörrach,,58,Erststimmen,Volt,1113,1114,1,1.381,1.382,0.001
WAHLKREIS,58,58 - Lörrach,,58,Zweitstimmen,AfD,14545,14547,2,18.0113,18.0129,0.0016
WAHLKREIS,58,58 - Lörrach,,58,Zweitstimmen,BSW,1272,1276,4,1.5751,1.58,0.0049
WAHLKREIS,58,58 - Lörrach,,58,Zweitstimmen,Die Linke,3616,3614,-2,4.4777,4.475,-0.0027
WAHLKREIS,58,58 - Lörrach,,58,Zweitstimmen,GRÜNE,26071,26073,2,32.2841,32.2849,0.0008
WAHLKREIS,58,58 - Lörrach,,58,Zweitstimmen,Verjüngungsforschung,66,63,-3,0.0817,0.078,-0.0037
WAHLKREIS,58,58 - Lörrach,,58,Zweitstimmen,Werteunion,124,125,1,0.1536,0.1548,0.0012
WAHLKREIS,59,59 - Waldshut,,59,Erststimmen,CDU,26294,26293,-1,33.26,33.2583,-0.0017
WAHLKREIS,59,59 - Waldshut,,59,Erststimmen,GRÜNE,19068,19070,2,24.1196,24.1218,0.0022
WAHLKREIS,59,59 - Waldshut,,59,Zweitstimmen,Bündnis C,155,156,1,0.1957,0.197,0.0013
WAHLKREIS,59,59 - Waldshut,,59,Zweitstimmen,CDU,23936,23937,1,30.226,30.2262,0.0002
WAHLKREIS,59,59 - Waldshut,,59,Zweitstimmen,GRÜNE,22259,22261,2,28.1083,28.1098,0.0015
WAHLKREIS,59,59 - Waldshut,,59,Zweitstimmen,PDR,114,113,-1,0.144,0.1427,-0.0013
WAHLKREIS,59,59 - Waldshut,,59,Zweitstimmen,PdF,82,78,-4,0.1035,0.0985,-0.005
WAHLKREIS,59,59 - Waldshut,,59,Zweitstimmen,Tierschutzpartei,749,754,5,0.9458,0.9521,0.0063
WAHLKREIS,59,59 - Waldshut,,59,Zweitstimmen,Volt,768,767,-1,0.9698,0.9685,-0.0013
WAHLKREIS,60,60 - Reutlingen,,60,Erststimmen,CDU,30874,30880,6,34.0127,34.0189,0.0062
WAHLKREIS,60,60 - Reutlingen,,60,Erststimmen,FDP,3307,3303,-4,3.6432,3.6387,-0.0045
WAHLKREIS,60,60 - Reutlingen,,60,Erststimmen,GRÜNE,26521,26520,-1,29.2172,29.2157,-0.0015
WAHLKREIS,60,60 - Reutlingen,,60,Zweitstimmen,AfD,15561,15560,-1,17.0749,17.0738,-0.0011
WAHLKREIS,60,60 - Reutlingen,,60,Zweitstimmen,BSW,1662,1665,3,1.8237,1.827,0.0033
WAHLKREIS,60,60 - Reutlingen,,60,Zweitstimmen,CDU,25608,25611,3,28.0993,28.1026,0.0033
WAHLKREIS,60,60 - Reutlingen,,60,Zweitstimmen,Die Gerechtigkeitspartei,131,128,-3,0.1437,0.1405,-0.0032
WAHLKREIS,60,60 - Reutlingen,,60,Zweitstimmen,FDP,3779,3780,1,4.1466,4.1477,0.0011
WAHLKREIS,60,60 - Reutlingen,,60,Zweitstimmen,PdF,68,63,-5,0.0746,0.0691,-0.0055
WAHLKREIS,60,60 - Reutlingen,,60,Zweitstimmen,SPD,4574,4571,-3,5.019,5.0157,-0.0033
WAHLKREIS,60,60 - Reutlingen,,60,Zweitstimmen,Tierschutzpartei,796,801,5,0.8734,0.8789,0.0055
WAHLKREIS,61,61 - Hechingen-Münsingen,,61,Erststimmen,AfD,19447,19450,3,22.7134,22.7156,0.0022
WAHLKREIS,61,61 - Hechingen-Münsingen,,61,Erststimmen,BSW,1300,1301,1,1.5184,1.5194,0.001
WAHLKREIS,61,61 - Hechingen-Münsingen,,61,Erststimmen,CDU,32985,32986,1,38.5253,38.5242,-0.0011
WAHLKREIS,61,61 - Hechingen-Münsingen,,61,Zweitstimmen,BSW,1381,1372,-9,1.6069,1.5964,-0.0105
WAHLKREIS,61,61 - Hechingen-Münsingen,,61,Zweitstimmen,Bündnis C,275,279,4,0.32,0.3246,0.0046
WAHLKREIS,61,61 - Hechingen-Münsingen,,61,Zweitstimmen,CDU,27975,27974,-1,32.551,32.5502,-0.0008
WAHLKREIS,61,61 - Hechingen-Münsingen,,61,Zweitstimmen,Die Gerechtigkeitspartei,89,88,-1,0.1036,0.1024,-0.0012
WAHLKREIS,61,61 - Hechingen-Münsingen,,61,Zweitstimmen,PDH,35,36,1,0.0407,0.0419,0.0012
WAHLKREIS,61,61 - Hechingen-Münsingen,,61,Zweitstimmen,PdF,51,50,-1,0.0593,0.0582,-0.0011
WAHLKREIS,61,61 - Hechingen-Münsingen,,61,Zweitstimmen,Verjüngungsforschung,43,49,6,0.05,0.057,0.007
WAHLKREIS,62,62 - Tübingen,,62,Erststimmen,AfD,12088,12107,19,11.8183,11.8261,0.0078
WAHLKREIS,62,62 - Tübingen,,62,Erststimmen,BSW,1670,1671,1,1.6327,1.6322,-0.0005
WAHLKREIS,62,62 - Tübingen,,62,Erststimmen,CDU,29543,29587,44,28.8839,28.9006,0.0167
WAHLKREIS,62,62 - Tübingen,,62,Erststimmen,Die Linke,8879,8882,3,8.6809,8.6759,-0.005
WAHLKREIS,62,62 - Tübingen,,62,Erststimmen,Die PARTEI,953,952,-1,0.9317,0.9299,-0.0018
WAHLKREIS,62,62 - Tübingen,,62,Erststimmen,FDP,3059,3061,2,2.9908,2.99,-0.0008
WAHLKREIS,62,62 - Tübingen,,62,Erststimmen,GRÜNE,35471,35488,17,34.6796,34.6647,-0.0149
WAHLKREIS,62,62 - Tübingen,,62,Erststimmen,SPD,9149,9156,7,8.9449,8.9436,-0.0013
WAHLKREIS,62,62 - Tübingen,,62,Erststimmen,Volt,1470,1471,1,1.4372,1.4369,-0.0003
WAHLKREIS,62,62 - Tübingen,,62,Zweitstimmen,AfD,12477,12493,16,12.1733,12.1784,0.0051
WAHLKREIS,62,62 - Tübingen,,62,Zweitstimmen,Bündnis C,187,186,-1,0.1824,0.1813,-0.0011
WAHLKREIS,62,62 - Tübingen,,62,Zweitstimmen,CDU,23967,23998,31,23.3836,23.3937,0.0101
WAHLKREIS,62,62 - Tübingen,,62,Zweitstimmen,Die Linke,8228,8231,3,8.0277,8.0237,-0.004
WAHLKREIS,62,62 - Tübingen,,62,Zweitstimmen,Die PARTEI,401,402,1,0.3912,0.3919,0.0007
WAHLKREIS,62,62 - Tübingen,,62,Zweitstimmen,FDP,3574,3577,3,3.487,3.4869,-0.0001
WAHLKREIS,62,62 - Tübingen,,62,Zweitstimmen,FREIE WÄHLER,958,960,2,0.9347,0.9358,0.0011
WAHLKREIS,62,62 - Tübingen,,62,Zweitstimmen,GRÜNE,44005,44032,27,42.9338,42.9233,-0.0105
WAHLKREIS,62,62 - Tübingen,,62,Zweitstimmen,SPD,4725,4729,4,4.61,4.6099,-0.0001
WAHLKREIS,62,62 - Tübingen,,62,Zweitstimmen,Tierschutzpartei,639,641,2,0.6234,0.6249,0.0015
WAHLKREIS,63,63 - Balingen,,63,Erststimmen,AfD,21371,21372,1,26.2182,26.2175,-0.0007
WAHLKREIS,63,63 - Balingen,,63,Erststimmen,CDU,34954,34952,-2,42.882,42.8764,-0.0056
WAHLKREIS,63,63 - Balingen,,63,Erststimmen,Die Linke,2820,2821,1,3.4596,3.4606,0.001
WAHLKREIS,63,63 - Balingen,,63,Erststimmen,FDP,3354,3355,1,4.1147,4.1157,0.001
WAHLKREIS,63,63 - Balingen,,63,Erststimmen,GRÜNE,11944,11948,4,14.6531,14.6569,0.0038
WAHLKREIS,63,63 - Balingen,,63,Erststimmen,Volt,1122,1123,1,1.3765,1.3776,0.0011
WAHLKREIS,63,63 - Balingen,,63,Zweitstimmen,CDU,27512,27511,-1,33.5996,33.5983,-0.0013
WAHLKREIS,63,63 - Balingen,,63,Zweitstimmen,FDP,3570,3571,1,4.3599,4.3612,0.0013
WAHLKREIS,63,63 - Balingen,,63,Zweitstimmen,GRÜNE,18107,18109,2,22.1135,22.116,0.0025
WAHLKREIS,63,63 - Balingen,,63,Zweitstimmen,PdF,52,51,-1,0.0635,0.0623,-0.0012
WAHLKREIS,63,63 - Balingen,,63,Zweitstimmen,Tierschutzpartei,838,837,-1,1.0234,1.0222,-0.0012
WAHLKREIS,63,63 - Balingen,,63,Zweitstimmen,Volt,468,467,-1,0.5716,0.5703,-0.0013
WAHLKREIS,63,63 - Balingen,,63,Zweitstimmen,Werteunion,213,214,1,0.2601,0.2614,0.0013
WAHLKREIS,64,64 - Ulm,,64,Erststimmen,AfD,12255,12256,1,14.5016,14.5012,-0.0004
WAHLKREIS,64,64 - Ulm,,64,Erststimmen,Anderer Kreiswahlvorschlag,382,383,1,0.452,0.4532,0.0012
WAHLKREIS,64,64 - Ulm,,64,Erststimmen,BSW,960,961,1,1.136,1.137,0.001
WAHLKREIS,64,64 - Ulm,,64,Erststimmen,CDU,28173,28172,-1,33.3377,33.3329,-0.0048
WAHLKREIS,64,64 - Ulm,,64,Erststimmen,FDP,2559,2560,1,3.0281,3.029,0.0009
WAHLKREIS,64,64 - Ulm,,64,Erststimmen,GRÜNE,26360,26365,5,31.1923,31.1949,0.0026
WAHLKREIS,64,64 - Ulm,,64,Erststimmen,SPD,8091,8092,1,9.5742,9.5744,0.0002
WAHLKREIS,64,64 - Ulm,,64,Zweitstimmen,Die Linke,4128,4129,1,4.8696,4.8707,0.0011
WAHLKREIS,64,64 - Ulm,,64,Zweitstimmen,Die PARTEI,332,322,-10,0.3916,0.3798,-0.0118
WAHLKREIS,64,64 - Ulm,,64,Zweitstimmen,FREIE WÄHLER,1423,1434,11,1.6786,1.6916,0.013
WAHLKREIS,64,64 - Ulm,,64,Zweitstimmen,GRÜNE,31137,31136,-1,36.7307,36.7287,-0.002
WAHLKREIS,64,64 - Ulm,,64,Zweitstimmen,SPD,4649,4650,1,5.4842,5.4852,0.001
WAHLKREIS,65,65 - Ehingen,,65,Erststimmen,AfD,15551,15552,1,20.0588,20.0591,0.0003
WAHLKREIS,65,65 - Ehingen,,65,Erststimmen,Anderer Kreiswahlvorschlag,218,219,1,0.2812,0.2825,0.0013
WAHLKREIS,65,65 - Ehingen,,65,Erststimmen,BSW,759,758,-1,0.979,0.9777,-0.0013
WAHLKREIS,65,65 - Ehingen,,65,Erststimmen,FREIE WÄHLER,2141,2144,3,2.7616,2.7653,0.0037
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,AfD,16434,16435,1,21.1994,21.1988,-0.0006
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,BSW,983,993,10,1.268,1.2808,0.0128
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,CDU,31491,31490,-1,40.6225,40.6176,-0.0049
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,Die Linke,1678,1677,-1,2.1646,2.1631,-0.0015
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,Die PARTEI,250,246,-4,0.3225,0.3173,-0.0052
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,FDP,2742,2743,1,3.5371,3.5381,0.001
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,FREIE WÄHLER,1592,1593,1,2.0536,2.0547,0.0011
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,PDH,30,31,1,0.0387,0.04,0.0013
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,PdF,50,49,-1,0.0645,0.0632,-0.0013
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,SPD,3004,3003,-1,3.8751,3.8734,-0.0017
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,Tierschutzpartei,771,773,2,0.9946,0.9971,0.0025
WAHLKREIS,65,65 - Ehingen,,65,Zweitstimmen,Volt,362,361,-1,0.467,0.4656,-0.0014
WAHLKREIS,66,66 - Biberach,,66,Erststimmen,AfD,20318,20317,-1,20.9039,20.9027,-0.0012
WAHLKREIS,66,66 - Biberach,,66,Erststimmen,CDU,45130,45133,3,46.4315,46.4341,0.0026
WAHLKREIS,66,66 - Biberach,,66,Erststimmen,FDP,2981,2983,2,3.067,3.069,0.002
WAHLKREIS,66,66 - Biberach,,66,Erststimmen,GRÜNE,15942,15940,-2,16.4017,16.3995,-0.0022
WAHLKREIS,66,66 - Biberach,,66,Erststimmen,SPD,5547,5546,-1,5.707,5.7059,-0.0011
WAHLKREIS,66,66 - Biberach,,66,Zweitstimmen,AfD,20897,20896,-1,21.4857,21.4845,-0.0012
WAHLKREIS,66,66 - Biberach,,66,Zweitstimmen,GRÜNE,22393,22394,1,23.0239,23.0246,0.0007
WAHLKREIS,66,66 - Biberach,,66,Zweitstimmen,SPD,3462,3463,1,3.5595,3.5605,0.001
WAHLKREIS,66,66 - Biberach,,66,Zweitstimmen,Tierschutzpartei,879,878,-1,0.9038,0.9027,-0.0011
WAHLKREIS,66,66 - Biberach,,66,Zweitstimmen,Werteunion,166,167,1,0.1707,0.1717,0.001
WAHLKREIS,67,67 - Bodensee,,67,Erststimmen,CDU,29156,29155,-1,31.7413,31.7399,-0.0014
WAHLKREIS,67,67 - Bodensee,,67,Erststimmen,SPD,6680,6681,1,7.2723,7.2733,0.001
WAHLKREIS,67,67 - Bodensee,,67,Erststimmen,Volt,1364,1365,1,1.4849,1.486,0.0011
WAHLKREIS,67,67 - Bodensee,,67,Zweitstimmen,BSW,1343,1349,6,1.4579,1.4644,0.0065
WAHLKREIS,67,67 - Bodensee,,67,Zweitstimmen,CDU,28903,28904,1,31.375,31.3758,0.0008
WAHLKREIS,67,67 - Bodensee,,67,Zweitstimmen,FDP,4588,4589,1,4.9804,4.9814,0.001
WAHLKREIS,67,67 - Bodensee,,67,Zweitstimmen,GRÜNE,29228,29227,-1,31.7278,31.7264,-0.0014
WAHLKREIS,67,67 - Bodensee,,67,Zweitstimmen,Verjüngungsforschung,56,50,-6,0.0608,0.0543,-0.0065
WAHLKREIS,67,67 - Bodensee,,67,Zweitstimmen,Volt,845,846,1,0.9173,0.9183,0.001
WAHLKREIS,67,67 - Bodensee,,67,Zweitstimmen,ÖDP,183,182,-1,0.1987,0.1976,-0.0011
WAHLKREIS,68,68 - Wangen,,68,Erststimmen,AfD,17934,17935,1,19.992,19.9922,0.0002
WAHLKREIS,68,68 - Wangen,,68,Erststimmen,CDU,39172,39169,-3,43.6671,43.6618,-0.0053
WAHLKREIS,68,68 - Wangen,,68,Erststimmen,SPD,4961,4967,6,5.5303,5.5367,0.0064
WAHLKREIS,68,68 - Wangen,,68,Zweitstimmen,AfD,17760,17759,-1,19.706,19.7044,-0.0016
WAHLKREIS,68,68 - Wangen,,68,Zweitstimmen,Bündnis C,193,194,1,0.2141,0.2153,0.0012
WAHLKREIS,68,68 - Wangen,,68,Zweitstimmen,CDU,32898,32899,1,36.5026,36.5029,0.0003
WAHLKREIS,68,68 - Wangen,,68,Zweitstimmen,PDR,221,225,4,0.2452,0.2496,0.0044
WAHLKREIS,68,68 - Wangen,,68,Zweitstimmen,SPD,3555,3556,1,3.9445,3.9455,0.001
WAHLKREIS,68,68 - Wangen,,68,Zweitstimmen,Tierschutzpartei,819,816,-3,0.9087,0.9054,-0.0033
WAHLKREIS,68,68 - Wangen,,68,Zweitstimmen,Werteunion,147,146,-1,0.1631,0.162,-0.0011
WAHLKREIS,69,69 - Ravensburg,,69,Erststimmen,AfD,15729,15730,1,17.7035,17.7044,0.0009
WAHLKREIS,69,69 - Ravensburg,,69,Zweitstimmen,BSW,1216,1227,11,1.3626,1.375,0.0124
WAHLKREIS,69,69 - Ravensburg,,69,Zweitstimmen,Die Linke,3530,3528,-2,3.9557,3.9535,-0.0022
WAHLKREIS,69,69 - Ravensburg,,69,Zweitstimmen,Verjüngungsforschung,61,50,-11,0.0684,0.056,-0.0124
WAHLKREIS,69,69 - Ravensburg,,69,Zweitstimmen,Volt,839,841,2,0.9402,0.9424,0.0022
WAHLKREIS,70,70 - Sigmaringen,,70,Erststimmen,AfD,17069,17070,1,25.1826,25.1829,0.0003
WAHLKREIS,70,70 - Sigmaringen,,70,Erststimmen,BSW,1104,1106,2,1.6288,1.6317,0.0029
WAHLKREIS,70,70 - Sigmaringen,,70,Erststimmen,CDU,29184,29183,-1,43.0563,43.0529,-0.0034
WAHLKREIS,70,70 - Sigmaringen,,70,Erststimmen,Volt,735,736,1,1.0844,1.0858,0.0014
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,AfD,16655,16657,2,24.5056,24.5042,-0.0014
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,BSW,1063,1077,14,1.5641,1.5844,0.0203
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,CDU,24831,24830,-1,36.5355,36.5276,-0.0079
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,Die Linke,1899,1898,-1,2.7941,2.7922,-0.0019
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,Die PARTEI,240,230,-10,0.3531,0.3384,-0.0147
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,FREIE WÄHLER,1246,1242,-4,1.8333,1.8271,-0.0062
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,PdF,51,46,-5,0.075,0.0677,-0.0073
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,Tierschutzpartei,579,585,6,0.8519,0.8606,0.0087
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,Volt,380,388,8,0.5591,0.5708,0.0117
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,Werteunion,127,129,2,0.1869,0.1898,0.0029
WAHLKREIS,70,70 - Sigmaringen,,70,Zweitstimmen,dieBasis,120,121,1,0.1766,0.178,0.0014
GEMEINDE,08115003,"Böblingen, Stadt",08115003,,Erststimmen,AfD,3505,3502,-3,18.1861,18.1724,-0.0137
GEMEINDE,08115003,"Böblingen, Stadt",08115003,,Erststimmen,SPD,3224,3225,1,16.7281,16.735,0.0069
GEMEINDE,08115003,"Böblingen, Stadt",08115003,,Zweitstimmen,AfD,3452,3451,-1,17.873,17.8679,-0.0051
GEMEINDE,08115003,"Böblingen, Stadt",08115003,,Zweitstimmen,PDR,17,18,1,0.088,0.0932,0.0052
GEMEINDE,08115003,"Böblingen, Stadt",08115003,,Zweitstimmen,Tierschutzpartei,118,119,1,0.611,0.6161,0.0051
GEMEINDE,08115003,"Böblingen, Stadt",08115003,,Zweitstimmen,Werteunion,40,39,-1,0.2071,0.2019,-0.0052
GEMEINDE,08115016,Gäufelden,08115016,,Erststimmen,AfD,975,976,1,20.1114,20.1237,0.0123
GEMEINDE,08115016,Gäufelden,08115016,,Erststimmen,CDU,1694,1696,2,34.9422,34.9691,0.0269
GEMEINDE,08115016,Gäufelden,08115016,,Erststimmen,GRÜNE,1174,1173,-1,24.2162,24.1856,-0.0306
GEMEINDE,08115021,"Herrenberg, Stadt",08115021,,Erststimmen,CDU,5983,5984,1,35.159,35.1607,0.0017
GEMEINDE,08115021,"Herrenberg, Stadt",08115021,,Erststimmen,FREIE WÄHLER,717,719,2,4.2134,4.2247,0.0113
GEMEINDE,08115021,"Herrenberg, Stadt",08115021,,Erststimmen,GRÜNE,5238,5237,-1,30.781,30.7715,-0.0095
GEMEINDE,08115021,"Herrenberg, Stadt",08115021,,Zweitstimmen,PdF,9,10,1,0.0528,0.0586,0.0058
GEMEINDE,08115021,"Herrenberg, Stadt",08115021,,Zweitstimmen,SPD,808,809,1,4.7362,4.7413,0.0051
GEMEINDE,08115021,"Herrenberg, Stadt",08115021,,Zweitstimmen,Werteunion,42,43,1,0.2462,0.252,0.0058
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Erststimmen,AfD,3129,3130,1,14.4061,14.4107,0.0046
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Erststimmen,CDU,7338,7337,-1,33.7845,33.7799,-0.0046
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,AfD,3157,3156,-1,14.489,14.4844,-0.0046
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,BSW,248,255,7,1.1382,1.1703,0.0321
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,CDU,6538,6544,6,30.006,30.0335,0.0275
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,Die Gerechtigkeitspartei,31,30,-1,0.1423,0.1377,-0.0046
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,FDP,1310,1306,-4,6.0122,5.9939,-0.0183
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,FREIE WÄHLER,386,385,-1,1.7715,1.7669,-0.0046
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,GRÜNE,7784,7785,1,35.7244,35.729,0.0046
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,KlimalisteBW,7,6,-1,0.0321,0.0275,-0.0046
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,PDH,4,3,-1,0.0184,0.0138,-0.0046
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,PDR,17,18,1,0.078,0.0826,0.0046
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,SPD,1043,1042,-1,4.7868,4.7822,-0.0046
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,Verjüngungsforschung,17,11,-6,0.078,0.0505,-0.0275
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,Volt,175,179,4,0.8032,0.8215,0.0183
GEMEINDE,08115028,"Leonberg, Stadt",08115028,,Zweitstimmen,ÖDP,38,35,-3,0.1744,0.1606,-0.0138
GEMEINDE,08115044,Schönaich,08115044,,Erststimmen,CDU,1820,1823,3,34.8325,34.8833,0.0508
GEMEINDE,08115044,Schönaich,08115044,,Erststimmen,GRÜNE,1290,1288,-2,24.689,24.646,-0.043
GEMEINDE,08115044,Schönaich,08115044,,Zweitstimmen,CDU,1669,1671,2,31.8755,31.9137,0.0382
GEMEINDE,08115044,Schönaich,08115044,,Zweitstimmen,GRÜNE,1659,1657,-2,31.6845,31.6463,-0.0382
GEMEINDE,08115045,"Sindelfingen, Stadt",08115045,,Erststimmen,CDU,6428,6427,-1,27.6046,27.6015,-0.0031
GEMEINDE,08115045,"Sindelfingen, Stadt",08115045,,Zweitstimmen,Tierschutzpartei,138,139,1,0.5902,0.5945,0.0043
GEMEINDE,08115048,"Waldenbuch, Stadt",08115048,,Erststimmen,Anderer Kreiswahlvorschlag,13,14,1,0.2787,0.3,0.0213
GEMEINDE,08115048,"Waldenbuch, Stadt",08115048,,Erststimmen,CDU,1574,1575,1,33.7479,33.7476,-0.0003
