poll_id,ags,municipality_name,metric,kommone_value,statla_value,delta
2,08315015,"Breisach am Rhein, Stadt",reported_precincts,,10,
2,08315015,"Breisach am Rhein, Stadt",total_precincts,,12,
2,08315015,"Breisach am Rhein, Stadt",voters_total,6138,6138,0.0
2,08315015,"Breisach am Rhein, Stadt",valid_votes,6072,6095,-23.0
2,08315016,Breitnau,reported_precincts,,2,
2,08315016,Breitnau,total_precincts,,2,
2,08315016,Breitnau,voters_total,1067,1067,0.0
2,08315016,Breitnau,valid_votes,1059,1058,1.0
2,08315020,Buchenbach,reported_precincts,,5,
2,08315020,Buchenbach,total_precincts,,5,
2,08315020,Buchenbach,voters_total,1869,1869,0.0
2,08315020,Buchenbach,valid_votes,1850,1853,-3.0
2,08315022,Buggingen,reported_precincts,,4,
2,08315022,Buggingen,total_precincts,,5,
2,08315022,Buggingen,voters_total,1897,1897,0.0
2,08315022,Buggingen,valid_votes,1874,1883,-9.0
2,08315028,Ebringen,reported_precincts,,1,
2,08315028,Ebringen,total_precincts,,2,
2,08315028,Ebringen,voters_total,938,938,0.0
2,08315028,Ebringen,valid_votes,997,935,62.0
2,08315030,Eichstetten am Kaiserstuhl,reported_precincts,,1,
2,08315030,Eichstetten am Kaiserstuhl,total_precincts,,3,
2,08315030,Eichstetten am Kaiserstuhl,voters_total,953,953,0.0
2,08315030,Eichstetten am Kaiserstuhl,valid_votes,994,947,47.0
2,08315031,Eisenbach (Hochschwarzwald),reported_precincts,,5,
2,08315031,Eisenbach (Hochschwarzwald),total_precincts,,5,
2,08315031,Eisenbach (Hochschwarzwald),voters_total,1193,1193,0.0
2,08315031,Eisenbach (Hochschwarzwald),valid_votes,1178,1182,-4.0
2,08315033,Eschbach,reported_precincts,,2,
2,08315033,Eschbach,total_precincts,,2,
2,08315033,Eschbach,voters_total,1274,1274,0.0
2,08315033,Eschbach,valid_votes,1260,1267,-7.0
2,08315037,Feldberg (Schwarzwald),reported_precincts,,0,
2,08315037,Feldberg (Schwarzwald),total_precincts,,2,
2,08315037,Feldberg (Schwarzwald),voters_total,0,0,0.0
2,08315037,Feldberg (Schwarzwald),valid_votes,0,0,0.0
2,08315039,Friedenweiler,reported_precincts,,3,
2,08315039,Friedenweiler,total_precincts,,3,
2,08315039,Friedenweiler,voters_total,1194,1194,0.0
2,08315039,Friedenweiler,valid_votes,1185,1185,0.0
2,08315041,Glottertal,reported_precincts,,0,
2,08315041,Glottertal,total_precincts,,2,
2,08315041,Glottertal,voters_total,0,0,0.0
2,08315041,Glottertal,valid_votes,0,0,0.0
2,08315043,Gottenheim,reported_precincts,,3,
2,08315043,Gottenheim,total_precincts,,3,
2,08315043,Gottenheim,voters_total,,1669,
2,08315043,Gottenheim,valid_votes,,1658,
2,08315047,Gundelfingen,reported_precincts,,9,
2,08315047,Gundelfingen,total_precincts,,12,
2,08315047,Gundelfingen,voters_total,4996,4996,0.0
2,08315047,Gundelfingen,valid_votes,4973,4982,-9.0
2,08315048,Hartheim am Rhein,reported_precincts,,5,
2,08315048,Hartheim am Rhein,total_precincts,,5,
2,08315048,Hartheim am Rhein,voters_total,2399,2399,0.0
2,08315048,Hartheim am Rhein,valid_votes,2383,2389,-6.0
2,08315050,"Heitersheim, Stadt",reported_precincts,,8,
2,08315050,"Heitersheim, Stadt",total_precincts,,8,
2,08315050,"Heitersheim, Stadt",voters_total,3298,3298,0.0
2,08315050,"Heitersheim, Stadt",valid_votes,3255,3286,-31.0
2,08315051,Heuweiler,reported_precincts,,2,
2,08315051,Heuweiler,total_precincts,,2,
2,08315051,Heuweiler,voters_total,816,735,81.0
2,08315051,Heuweiler,valid_votes,995,731,264.0
2,08315052,Hinterzarten,reported_precincts,,2,
2,08315052,Hinterzarten,total_precincts,,2,
2,08315052,Hinterzarten,voters_total,1325,1325,0.0
2,08315052,Hinterzarten,valid_votes,1312,1318,-6.0
2,08315056,Horben,reported_precincts,,0,
2,08315056,Horben,total_precincts,,2,
2,08315056,Horben,voters_total,0,0,0.0
2,08315056,Horben,valid_votes,0,0,0.0
2,08315059,Ihringen,reported_precincts,,7,
2,08315059,Ihringen,total_precincts,,7,
2,08315059,Ihringen,voters_total,3558,3558,0.0
2,08315059,Ihringen,valid_votes,3528,3539,-11.0
2,08315064,Kirchzarten,reported_precincts,,12,
2,08315064,Kirchzarten,total_precincts,,12,
2,08315064,Kirchzarten,voters_total,5163,6483,-1320.0
2,08315064,Kirchzarten,valid_votes,5122,6457,-1335.0
2,08315068,Lenzkirch,reported_precincts,,4,
2,08315068,Lenzkirch,total_precincts,,5,
2,08315068,Lenzkirch,voters_total,1431,1431,0.0
2,08315068,Lenzkirch,valid_votes,1425,1419,6.0
2,08315070,"Löffingen, Stadt",reported_precincts,,9,
2,08315070,"Löffingen, Stadt",total_precincts,,9,
2,08315070,"Löffingen, Stadt",voters_total,4120,4120,0.0
2,08315070,"Löffingen, Stadt",valid_votes,4089,4094,-5.0
2,08315072,Merdingen,reported_precincts,,4,
2,08315072,Merdingen,total_precincts,,4,
2,08315072,Merdingen,voters_total,1570,1570,0.0
2,08315072,Merdingen,valid_votes,1554,1560,-6.0
2,08315073,Merzhausen,reported_precincts,,6,
2,08315073,Merzhausen,total_precincts,,6,
2,08315073,Merzhausen,voters_total,3403,3403,0.0
2,08315073,Merzhausen,valid_votes,3371,3396,-25.0
2,08315074,"Müllheim im Markgräflerland, Stadt",reported_precincts,,18,
2,08315074,"Müllheim im Markgräflerland, Stadt",total_precincts,,21,
2,08315074,"Müllheim im Markgräflerland, Stadt",voters_total,6666,7613,-947.0
2,08315074,"Müllheim im Markgräflerland, Stadt",valid_votes,6606,7579,-973.0
2,08315076,"Neuenburg am Rhein, Stadt",reported_precincts,,13,
2,08315076,"Neuenburg am Rhein, Stadt",total_precincts,,15,
2,08315076,"Neuenburg am Rhein, Stadt",voters_total,4747,4747,0.0
2,08315076,"Neuenburg am Rhein, Stadt",valid_votes,4691,4710,-19.0
2,08315084,Oberried,reported_precincts,,5,
2,08315084,Oberried,total_precincts,,5,
2,08315084,Oberried,voters_total,1663,1663,0.0
2,08315084,Oberried,valid_votes,1657,1655,2.0
2,08315089,Pfaffenweiler,reported_precincts,,2,
2,08315089,Pfaffenweiler,total_precincts,,2,
2,08315089,Pfaffenweiler,voters_total,1579,1579,0.0
2,08315089,Pfaffenweiler,valid_votes,1566,1573,-7.0
2,08315094,St. Märgen,reported_precincts,,2,
2,08315094,St. Märgen,total_precincts,,2,
2,08315094,St. Märgen,voters_total,1146,1146,0.0
2,08315094,St. Märgen,valid_votes,1139,1140,-1.0
2,08315095,St. Peter,reported_precincts,,2,
2,08315095,St. Peter,total_precincts,,2,
2,08315095,St. Peter,voters_total,1021,1594,-573.0
2,08315095,St. Peter,valid_votes,1009,1585,-576.0
2,08315098,Schallstadt,reported_precincts,,5,
2,08315098,Schallstadt,total_precincts,,6,
2,08315098,Schallstadt,voters_total,,2893,
2,08315098,Schallstadt,valid_votes,,2876,
2,08315102,Schluchsee,reported_precincts,,5,
2,08315102,Schluchsee,total_precincts,,6,
2,08315102,Schluchsee,voters_total,778,778,0.0
2,08315102,Schluchsee,valid_votes,990,770,220.0
2,08315107,Sölden,reported_precincts,,2,
2,08315107,Sölden,total_precincts,,2,
2,08315107,Sölden,voters_total,828,828,0.0
2,08315107,Sölden,valid_votes,996,825,171.0
2,08315108,"Staufen im Breisgau, Stadt",reported_precincts,,8,
2,08315108,"Staufen im Breisgau, Stadt",total_precincts,,8,
2,08315108,"Staufen im Breisgau, Stadt",voters_total,4781,4781,0.0
2,08315108,"Staufen im Breisgau, Stadt",valid_votes,4752,4761,-9.0
2,08315109,Stegen,reported_precincts,,1,
2,08315109,Stegen,total_precincts,,4,
2,08315109,Stegen,voters_total,0,449,-449.0
2,08315109,Stegen,valid_votes,0,445,-445.0
2,08315111,"Sulzburg, Stadt",reported_precincts,,3,
2,08315111,"Sulzburg, Stadt",total_precincts,,3,
2,08315111,"Sulzburg, Stadt",voters_total,1608,1608,0.0
2,08315111,"Sulzburg, Stadt",valid_votes,1588,1598,-10.0
2,08315113,"Titisee-Neustadt, Stadt",reported_precincts,,18,
2,08315113,"Titisee-Neustadt, Stadt",total_precincts,,18,
2,08315113,"Titisee-Neustadt, Stadt",voters_total,5587,5587,0.0
2,08315113,"Titisee-Neustadt, Stadt",valid_votes,5538,5548,-10.0
2,08315115,Umkirch,reported_precincts,,4,
2,08315115,Umkirch,total_precincts,,4,
2,08315115,Umkirch,voters_total,,2524,
2,08315115,Umkirch,valid_votes,,2507,
2,08315125,Wittnau,reported_precincts,,2,
2,08315125,Wittnau,total_precincts,,2,
2,08315125,Wittnau,voters_total,981,981,0.0
2,08315125,Wittnau,valid_votes,997,978,19.0
2,08315130,Münstertal/Schwarzwald,reported_precincts,,6,
2,08315130,Münstertal/Schwarzwald,total_precincts,,6,
2,08315130,Münstertal/Schwarzwald,voters_total,2762,2762,0.0
2,08315130,Münstertal/Schwarzwald,valid_votes,2737,2741,-4.0
2,08315131,Ehrenkirchen,reported_precincts,,10,
2,08315131,Ehrenkirchen,total_precincts,,10,
2,08315131,Ehrenkirchen,voters_total,4595,4595,0.0
2,08315131,Ehrenkirchen,valid_votes,4550,4579,-29.0
2,08315132,March,reported_precincts,,5,
2,08315132,March,total_precincts,,6,
2,08315132,March,voters_total,,3936,
2,08315132,March,valid_votes,,3916,
2,08315133,"Vogtsburg im Kaiserstuhl, Stadt",reported_precincts,,8,
2,08315133,"Vogtsburg im Kaiserstuhl, Stadt",total_precincts,,8,
2,08315133,"Vogtsburg im Kaiserstuhl, Stadt",voters_total,3624,3624,0.0
2,08315133,"Vogtsburg im Kaiserstuhl, Stadt",valid_votes,3559,3575,-16.0
2,08316002,Bahlingen am Kaiserstuhl,reported_precincts,,4,
2,08316002,Bahlingen am Kaiserstuhl,total_precincts,,4,
2,08316002,Bahlingen am Kaiserstuhl,voters_total,2609,2609,0.0
2,08316002,Bahlingen am Kaiserstuhl,valid_votes,2593,2593,0.0
2,08316003,Biederbach,reported_precincts,,2,
2,08316003,Biederbach,total_precincts,,2,
2,08316003,Biederbach,voters_total,1032,1032,0.0
2,08316003,Biederbach,valid_votes,1028,1028,0.0
2,08316009,Denzlingen,reported_precincts,,11,
2,08316009,Denzlingen,total_precincts,,12,
2,08316009,Denzlingen,voters_total,6820,6820,0.0
2,08316009,Denzlingen,valid_votes,6789,6789,0.0
2,08316010,"Elzach, Stadt",reported_precincts,,10,
2,08316010,"Elzach, Stadt",total_precincts,,10,
2,08316010,"Elzach, Stadt",voters_total,4319,4319,0.0
2,08316010,"Elzach, Stadt",valid_votes,4294,4294,0.0
2,08316011,"Emmendingen, Stadt",reported_precincts,,30,
2,08316011,"Emmendingen, Stadt",total_precincts,,30,
2,08316011,"Emmendingen, Stadt",voters_total,14163,14163,0.0
2,08316011,"Emmendingen, Stadt",valid_votes,14080,14080,0.0
2,08316012,"Endingen am Kaiserstuhl, Stadt",reported_precincts,,10,
2,08316012,"Endingen am Kaiserstuhl, Stadt",total_precincts,,12,
2,08316012,"Endingen am Kaiserstuhl, Stadt",voters_total,4899,4899,0.0
2,08316012,"Endingen am Kaiserstuhl, Stadt",valid_votes,4867,4867,0.0
2,08316013,Forchheim,reported_precincts,,0,
2,08316013,Forchheim,total_precincts,,2,
2,08316013,Forchheim,voters_total,0,0,0.0
2,08316013,Forchheim,valid_votes,0,0,0.0
2,08316014,Gutach im Breisgau,reported_precincts,,4,
2,08316014,Gutach im Breisgau,total_precincts,,4,
2,08316014,Gutach im Breisgau,voters_total,2647,2647,0.0
2,08316014,Gutach im Breisgau,valid_votes,2635,2635,0.0
2,08316017,"Herbolzheim, Stadt",reported_precincts,,10,
2,08316017,"Herbolzheim, Stadt",total_precincts,,10,
2,08316017,"Herbolzheim, Stadt",voters_total,5310,5310,0.0
2,08316017,"Herbolzheim, Stadt",valid_votes,5275,5275,0.0
2,08316020,"Kenzingen, Stadt",reported_precincts,,10,
2,08316020,"Kenzingen, Stadt",total_precincts,,11,
2,08316020,"Kenzingen, Stadt",voters_total,5239,5239,0.0
2,08316020,"Kenzingen, Stadt",valid_votes,5208,5208,0.0
2,08316024,Malterdingen,reported_precincts,,2,
2,08316024,Malterdingen,total_precincts,,2,
2,08316024,Malterdingen,voters_total,1907,1907,0.0
2,08316024,Malterdingen,valid_votes,1903,1903,0.0
2,08316036,Reute,reported_precincts,,3,
2,08316036,Reute,total_precincts,,3,
2,08316036,Reute,voters_total,1752,1752,0.0
2,08316036,Reute,valid_votes,1740,1740,0.0
2,08316037,Riegel am Kaiserstuhl,reported_precincts,,3,
2,08316037,Riegel am Kaiserstuhl,total_precincts,,3,
2,08316037,Riegel am Kaiserstuhl,voters_total,2042,2042,0.0
2,08316037,Riegel am Kaiserstuhl,valid_votes,2024,2020,4.0
2,08316038,Sasbach am Kaiserstuhl,reported_precincts,,4,
2,08316038,Sasbach am Kaiserstuhl,total_precincts,,4,
2,08316038,Sasbach am Kaiserstuhl,voters_total,2068,2068,0.0
2,08316038,Sasbach am Kaiserstuhl,valid_votes,2054,2054,0.0
2,08316039,Sexau,reported_precincts,,0,
2,08316039,Sexau,total_precincts,,3,
2,08316039,Sexau,voters_total,0,0,0.0
2,08316039,Sexau,valid_votes,0,0,0.0
2,08316042,Simonswald,reported_precincts,,3,
2,08316042,Simonswald,total_precincts,,4,
2,08316042,Simonswald,voters_total,1803,1281,522.0
2,08316042,Simonswald,valid_votes,1777,1255,522.0
2,08316043,Teningen,reported_precincts,,4,
2,08316043,Teningen,total_precincts,,7,
2,08316043,Teningen,voters_total,3023,3023,0.0
2,08316043,Teningen,valid_votes,3007,3007,0.0
2,08316045,Vörstetten,reported_precincts,,4,
2,08316045,Vörstetten,total_precincts,,4,
2,08316045,Vörstetten,voters_total,1901,1901,0.0
2,08316045,Vörstetten,valid_votes,1894,1894,0.0
2,08316049,Weisweil,reported_precincts,,2,
2,08316049,Weisweil,total_precincts,,2,
2,08316049,Weisweil,voters_total,1252,1252,0.0
2,08316049,Weisweil,valid_votes,1250,1250,0.0
2,08316051,Wyhl am Kaiserstuhl,reported_precincts,,3,
2,08316051,Wyhl am Kaiserstuhl,total_precincts,,3,
2,08316051,Wyhl am Kaiserstuhl,voters_total,2092,2092,0.0
2,08316051,Wyhl am Kaiserstuhl,valid_votes,2070,2070,0.0
2,08316053,Rheinhausen im Breisgau,reported_precincts,,1,
2,08316053,Rheinhausen im Breisgau,total_precincts,,2,
2,08316053,Rheinhausen im Breisgau,voters_total,1245,1245,0.0
2,08316053,Rheinhausen im Breisgau,valid_votes,1236,1236,0.0
2,08316054,Freiamt,reported_precincts,,3,
2,08316054,Freiamt,total_precincts,,3,
2,08316054,Freiamt,voters_total,2524,2524,0.0
2,08316054,Freiamt,valid_votes,2511,2511,0.0
2,08316055,Winden im Elztal,reported_precincts,,4,
2,08316055,Winden im Elztal,total_precincts,,4,
2,08316055,Winden im Elztal,voters_total,1642,1642,0.0
2,08316055,Winden im Elztal,valid_votes,1634,1634,0.0
2,08316056,"Waldkirch, Stadt",reported_precincts,,17,
2,08316056,"Waldkirch, Stadt",total_precincts,,24,
2,08316056,"Waldkirch, Stadt",voters_total,8010,8010,0.0
2,08316056,"Waldkirch, Stadt",valid_votes,7969,7969,0.0
2,08317001,"Achern, Stadt",reported_precincts,,18,
2,08317001,"Achern, Stadt",total_precincts,,22,
2,08317001,"Achern, Stadt",voters_total,9159,10666,-1507.0
2,08317001,"Achern, Stadt",valid_votes,9071,10589,-1518.0
2,08317005,Appenweier,reported_precincts,,6,
2,08317005,Appenweier,total_precincts,,8,
2,08317005,Appenweier,voters_total,3101,3846,-745.0
2,08317005,Appenweier,valid_votes,3084,3824,-740.0
2,08317008,Bad Peterstal-Griesbach,reported_precincts,,2,
2,08317008,Bad Peterstal-Griesbach,total_precincts,,4,
2,08317008,Bad Peterstal-Griesbach,voters_total,0,660,-660.0
2,08317008,Bad Peterstal-Griesbach,valid_votes,0,650,-650.0
2,08317009,Berghaupten,reported_precincts,,2,
2,08317009,Berghaupten,total_precincts,,2,
2,08317009,Berghaupten,voters_total,1489,1489,0.0
2,08317009,Berghaupten,valid_votes,1471,1476,-5.0
2,08317011,Biberach,reported_precincts,,4,
2,08317011,Biberach,total_precincts,,4,
2,08317011,Biberach,voters_total,2151,2151,0.0
2,08317011,Biberach,valid_votes,2123,2135,-12.0
2,08317021,Durbach,reported_precincts,,5,
2,08317021,Durbach,total_precincts,,6,
2,08317021,Durbach,voters_total,1902,1902,0.0
2,08317021,Durbach,valid_votes,1874,1889,-15.0
2,08317026,"Ettenheim, Stadt",reported_precincts,,19,
2,08317026,"Ettenheim, Stadt",total_precincts,,19,
2,08317026,"Ettenheim, Stadt",voters_total,7428,7428,0.0
2,08317026,"Ettenheim, Stadt",valid_votes,7339,7367,-28.0
2,08317029,Fischerbach,reported_precincts,,2,
2,08317029,Fischerbach,total_precincts,,2,
2,08317029,Fischerbach,voters_total,1087,1087,0.0
2,08317029,Fischerbach,valid_votes,1082,1081,1.0
2,08317031,Friesenheim,reported_precincts,,19,
2,08317031,Friesenheim,total_precincts,,19,
2,08317031,Friesenheim,voters_total,6797,6797,0.0
2,08317031,Friesenheim,valid_votes,6739,6755,-16.0
2,08317034,"Gengenbach, Stadt",reported_precincts,,8,
2,08317034,"Gengenbach, Stadt",total_precincts,,9,
2,08317034,"Gengenbach, Stadt",voters_total,4884,4884,0.0
2,08317034,"Gengenbach, Stadt",valid_votes,4821,4845,-24.0
2,08317039,Gutach (Schwarzwaldbahn),reported_precincts,,0,
2,08317039,Gutach (Schwarzwaldbahn),total_precincts,,2,
2,08317039,Gutach (Schwarzwaldbahn),voters_total,0,0,0.0
2,08317039,Gutach (Schwarzwaldbahn),valid_votes,0,0,0.0
2,08317040,"Haslach im Kinzigtal, Stadt",reported_precincts,,5,
2,08317040,"Haslach im Kinzigtal, Stadt",total_precincts,,5,
2,08317040,"Haslach im Kinzigtal, Stadt",voters_total,3965,3965,0.0
2,08317040,"Haslach im Kinzigtal, Stadt",valid_votes,3930,3939,-9.0
2,08317041,"Hausach, Stadt",reported_precincts,,3,
2,08317041,"Hausach, Stadt",total_precincts,,4,
2,08317041,"Hausach, Stadt",voters_total,1102,2224,-1122.0
2,08317041,"Hausach, Stadt",valid_votes,1087,2200,-1113.0
2,08317046,Hofstetten,reported_precincts,,2,
2,08317046,Hofstetten,total_precincts,,2,
2,08317046,Hofstetten,voters_total,1128,1128,0.0
2,08317046,Hofstetten,valid_votes,1119,1122,-3.0
2,08317047,Hohberg,reported_precincts,,8,
2,08317047,Hohberg,total_precincts,,8,
2,08317047,Hohberg,voters_total,4523,4523,0.0
2,08317047,Hohberg,valid_votes,4458,4491,-33.0
2,08317051,"Hornberg, Stadt",reported_precincts,,5,
2,08317051,"Hornberg, Stadt",total_precincts,,5,
2,08317051,"Hornberg, Stadt",voters_total,1893,1893,0.0
2,08317051,"Hornberg, Stadt",valid_votes,1857,1872,-15.0
2,08317056,Kappelrodeck,reported_precincts,,4,
2,08317056,Kappelrodeck,total_precincts,,5,
2,08317056,Kappelrodeck,voters_total,2590,2590,0.0
2,08317056,Kappelrodeck,valid_votes,2566,2565,1.0
2,08317057,"Kehl, Stadt",reported_precincts,,32,
2,08317057,"Kehl, Stadt",total_precincts,,35,
2,08317057,"Kehl, Stadt",voters_total,12207,12724,-517.0
2,08317057,"Kehl, Stadt",valid_votes,12091,12605,-514.0
2,08317059,Kippenheim,reported_precincts,,4,
2,08317059,Kippenheim,total_precincts,,4,
2,08317059,Kippenheim,voters_total,2595,2595,0.0
2,08317059,Kippenheim,valid_votes,2567,2579,-12.0
2,08317065,"Lahr/Schwarzwald, Stadt",reported_precincts,,52,
2,08317065,"Lahr/Schwarzwald, Stadt",total_precincts,,59,
2,08317065,"Lahr/Schwarzwald, Stadt",voters_total,15191,15885,-694.0
2,08317065,"Lahr/Schwarzwald, Stadt",valid_votes,15021,15757,-736.0
2,08317067,Lautenbach,reported_precincts,,2,
2,08317067,Lautenbach,total_precincts,,2,
2,08317067,Lautenbach,voters_total,1107,1107,0.0
2,08317067,Lautenbach,valid_votes,1099,1102,-3.0
2,08317068,Lauf,reported_precincts,,4,
2,08317068,Lauf,total_precincts,,4,
2,08317068,Lauf,voters_total,2357,2357,0.0
2,08317068,Lauf,valid_votes,2339,2344,-5.0
2,08317073,"Mahlberg, Stadt",reported_precincts,,5,
2,08317073,"Mahlberg, Stadt",total_precincts,,5,
2,08317073,"Mahlberg, Stadt",voters_total,2576,2576,0.0
2,08317073,"Mahlberg, Stadt",valid_votes,2546,2554,-8.0
2,08317075,Meißenheim,reported_precincts,,4,
2,08317075,Meißenheim,total_precincts,,4,
2,08317075,Meißenheim,voters_total,2075,2075,0.0
2,08317075,Meißenheim,valid_votes,2051,2061,-10.0
2,08317078,Mühlenbach,reported_precincts,,0,
2,08317078,Mühlenbach,total_precincts,,2,
2,08317078,Mühlenbach,voters_total,0,0,0.0
2,08317078,Mühlenbach,valid_votes,0,0,0.0
2,08317085,Nordrach,reported_precincts,,2,
2,08317085,Nordrach,total_precincts,,2,
2,08317085,Nordrach,voters_total,1068,1068,0.0
2,08317085,Nordrach,valid_votes,1052,1059,-7.0
2,08317088,Oberharmersbach,reported_precincts,,2,
2,08317088,Oberharmersbach,total_precincts,,2,
2,08317088,Oberharmersbach,voters_total,1402,1402,0.0
2,08317088,Oberharmersbach,valid_votes,1391,1398,-7.0
2,08317089,"Oberkirch, Stadt",reported_precincts,,11,
2,08317089,"Oberkirch, Stadt",total_precincts,,13,
2,08317089,"Oberkirch, Stadt",voters_total,4904,5738,-834.0
2,08317089,"Oberkirch, Stadt",valid_votes,4859,5701,-842.0
2,08317093,Oberwolfach,reported_precincts,,2,
2,08317093,Oberwolfach,total_precincts,,2,
2,08317093,Oberwolfach,voters_total,1599,1599,0.0
2,08317093,Oberwolfach,valid_votes,1589,1595,-6.0
2,08317096,"Offenburg, Stadt",reported_precincts,,47,
2,08317096,"Offenburg, Stadt",total_precincts,,60,
2,08317096,"Offenburg, Stadt",voters_total,21396,22320,-924.0
2,08317096,"Offenburg, Stadt",valid_votes,21076,22143,-1067.0
2,08317097,Ohlsbach,reported_precincts,,3,
2,08317097,Ohlsbach,total_precincts,,3,
2,08317097,Ohlsbach,voters_total,1994,1994,0.0
2,08317097,Ohlsbach,valid_votes,1969,1982,-13.0
2,08317098,"Oppenau, Stadt",reported_precincts,,7,
2,08317098,"Oppenau, Stadt",total_precincts,,7,
2,08317098,"Oppenau, Stadt",voters_total,2485,2485,0.0
2,08317098,"Oppenau, Stadt",valid_votes,2458,2467,-9.0
2,08317100,Ortenberg,reported_precincts,,0,
2,08317100,Ortenberg,total_precincts,,2,
2,08317100,Ortenberg,voters_total,0,0,0.0
2,08317100,Ortenberg,valid_votes,0,0,0.0
2,08317102,Ottenhöfen im Schwarzwald,reported_precincts,,4,
2,08317102,Ottenhöfen im Schwarzwald,total_precincts,,4,
2,08317102,Ottenhöfen im Schwarzwald,voters_total,1657,1657,0.0
2,08317102,Ottenhöfen im Schwarzwald,valid_votes,1645,1647,-2.0
2,08317110,"Renchen, Stadt",reported_precincts,,7,
2,08317110,"Renchen, Stadt",total_precincts,,7,
2,08317110,"Renchen, Stadt",voters_total,3005,3744,-739.0
2,08317110,"Renchen, Stadt",valid_votes,2978,3719,-741.0
2,08317113,Ringsheim,reported_precincts,,3,
2,08317113,Ringsheim,total_precincts,,3,
2,08317113,Ringsheim,voters_total,1400,1400,0.0
2,08317113,Ringsheim,valid_votes,1386,1396,-10.0
2,08317114,Rust,reported_precincts,,3,
2,08317114,Rust,total_precincts,,4,
2,08317114,Rust,voters_total,1117,1117,0.0
2,08317114,Rust,valid_votes,1104,1108,-4.0
2,08317116,Sasbach,reported_precincts,,5,
2,08317116,Sasbach,total_precincts,,5,
2,08317116,Sasbach,voters_total,2259,2947,-688.0
2,08317116,Sasbach,valid_votes,2250,2927,-677.0
2,08317118,Sasbachwalden,reported_precincts,,2,
2,08317118,Sasbachwalden,total_precincts,,2,
2,08317118,Sasbachwalden,voters_total,1332,1332,0.0
2,08317118,Sasbachwalden,valid_votes,1322,1320,2.0
2,08317121,Schuttertal,reported_precincts,,0,
2,08317121,Schuttertal,total_precincts,,4,
2,08317121,Schuttertal,voters_total,0,0,0.0
2,08317121,Schuttertal,valid_votes,0,0,0.0
2,08317122,Schutterwald,reported_precincts,,6,
2,08317122,Schutterwald,total_precincts,,6,
2,08317122,Schutterwald,voters_total,4146,4146,0.0
2,08317122,Schutterwald,valid_votes,4104,4126,-22.0
2,08317126,Seebach,reported_precincts,,2,
2,08317126,Seebach,total_precincts,,2,
2,08317126,Seebach,voters_total,834,834,0.0
2,08317126,Seebach,valid_votes,992,827,165.0
2,08317127,Seelbach,reported_precincts,,7,
2,08317127,Seelbach,total_precincts,,7,
2,08317127,Seelbach,voters_total,2768,2768,0.0
2,08317127,Seelbach,valid_votes,2744,2753,-9.0
2,08317129,Steinach,reported_precincts,,5,
2,08317129,Steinach,total_precincts,,5,
2,08317129,Steinach,voters_total,2418,2418,0.0
2,08317129,Steinach,valid_votes,2399,2402,-3.0
2,08317141,Willstätt,reported_precincts,,9,
2,08317141,Willstätt,total_precincts,,10,
2,08317141,Willstätt,voters_total,4235,4235,0.0
2,08317141,Willstätt,valid_votes,4190,4196,-6.0
2,08317145,"Wolfach, Stadt",reported_precincts,,7,
2,08317145,"Wolfach, Stadt",total_precincts,,8,
2,08317145,"Wolfach, Stadt",voters_total,2227,2704,-477.0
2,08317145,"Wolfach, Stadt",valid_votes,2209,2690,-481.0
2,08317146,"Zell am Harmersbach, Stadt",reported_precincts,,7,
2,08317146,"Zell am Harmersbach, Stadt",total_precincts,,7,
2,08317146,"Zell am Harmersbach, Stadt",voters_total,4369,4369,0.0
2,08317146,"Zell am Harmersbach, Stadt",valid_votes,4316,4334,-18.0
2,08317150,Schwanau,reported_precincts,,8,
2,08317150,Schwanau,total_precincts,,8,
2,08317150,Schwanau,voters_total,3789,3789,0.0
2,08317150,Schwanau,valid_votes,3748,3758,-10.0
2,08317151,Neuried,reported_precincts,,8,
2,08317151,Neuried,total_precincts,,8,
2,08317151,Neuried,voters_total,5282,5282,0.0
2,08317151,Neuried,valid_votes,5221,5250,-29.0
2,08317152,Kappel-Grafenhausen,reported_precincts,,6,
2,08317152,Kappel-Grafenhausen,total_precincts,,6,
2,08317152,Kappel-Grafenhausen,voters_total,1773,2588,-815.0
2,08317152,Kappel-Grafenhausen,valid_votes,1752,2561,-809.0
2,08317153,"Rheinau, Stadt",reported_precincts,,13,
2,08317153,"Rheinau, Stadt",total_precincts,,13,
2,08317153,"Rheinau, Stadt",voters_total,3623,6080,-2457.0
2,08317153,"Rheinau, Stadt",valid_votes,3584,6016,-2432.0
2,08325001,Aichhalden,reported_precincts,,4,
2,08325001,Aichhalden,total_precincts,,4,
2,08325001,Aichhalden,voters_total,2571,2571,0.0
2,08325001,Aichhalden,valid_votes,2549,2549,0.0
2,08325009,Bösingen,reported_precincts,,2,
2,08325009,Bösingen,total_precincts,,3,
2,08325009,Bösingen,voters_total,1329,1329,0.0
2,08325009,Bösingen,valid_votes,1316,1315,1.0
2,08325011,Dietingen,reported_precincts,,6,
2,08325011,Dietingen,total_precincts,,6,
2,08325011,Dietingen,voters_total,2407,2407,0.0
2,08325011,Dietingen,valid_votes,2383,2382,1.0
2,08325012,"Dornhan, Stadt",reported_precincts,,10,
2,08325012,"Dornhan, Stadt",total_precincts,,10,
2,08325012,"Dornhan, Stadt",voters_total,3616,3616,0.0
2,08325012,"Dornhan, Stadt",valid_votes,3587,3587,0.0
2,08325014,Dunningen,reported_precincts,,8,
