poll_id,ags,municipality_name,metric,kommone_value,statla_value,delta
2,08128128,Werbach,voters_total,1953,1953,0.0
2,08128128,Werbach,valid_votes,1938,1938,0.0
2,08128131,"Wertheim, Stadt",reported_precincts,,26,
2,08128131,"Wertheim, Stadt",total_precincts,,26,
2,08128131,"Wertheim, Stadt",voters_total,10749,10749,0.0
2,08128131,"Wertheim, Stadt",valid_votes,10662,10662,0.0
2,08128137,Wittighausen,reported_precincts,,1,
2,08128137,Wittighausen,total_precincts,,4,
2,08128137,Wittighausen,voters_total,0,417,-417.0
2,08128137,Wittighausen,valid_votes,0,412,-412.0
2,08128138,Ahorn,reported_precincts,,6,
2,08128138,Ahorn,total_precincts,,6,
2,08128138,Ahorn,voters_total,1428,1428,0.0
2,08128138,Ahorn,valid_votes,1422,1422,0.0
2,08128139,"Lauda-Königshofen, Stadt",reported_precincts,,21,
2,08128139,"Lauda-Königshofen, Stadt",total_precincts,,21,
2,08128139,"Lauda-Königshofen, Stadt",voters_total,7436,7436,0.0
2,08128139,"Lauda-Königshofen, Stadt",valid_votes,7390,7390,0.0
2,08135010,Dischingen,reported_precincts,,9,
2,08135010,Dischingen,total_precincts,,9,
2,08135010,Dischingen,voters_total,2503,2503,0.0
2,08135010,Dischingen,valid_votes,2480,2479,1.0
2,08135015,Gerstetten,reported_precincts,,13,
2,08135015,Gerstetten,total_precincts,,13,
2,08135015,Gerstetten,voters_total,6355,6355,0.0
2,08135015,Gerstetten,valid_votes,6314,6314,0.0
2,08135016,"Giengen an der Brenz, Stadt",reported_precincts,,30,
2,08135016,"Giengen an der Brenz, Stadt",total_precincts,,30,
2,08135016,"Giengen an der Brenz, Stadt",voters_total,7793,7793,0.0
2,08135016,"Giengen an der Brenz, Stadt",valid_votes,7732,7732,0.0
2,08135019,"Heidenheim an der Brenz, Stadt",reported_precincts,,42,
2,08135019,"Heidenheim an der Brenz, Stadt",total_precincts,,43,
2,08135019,"Heidenheim an der Brenz, Stadt",voters_total,18410,18410,0.0
2,08135019,"Heidenheim an der Brenz, Stadt",valid_votes,18301,18301,0.0
2,08135020,"Herbrechtingen, Stadt",reported_precincts,,14,
2,08135020,"Herbrechtingen, Stadt",total_precincts,,14,
2,08135020,"Herbrechtingen, Stadt",voters_total,6525,6525,0.0
2,08135020,"Herbrechtingen, Stadt",valid_votes,6497,6497,0.0
2,08135021,Hermaringen,reported_precincts,,3,
2,08135021,Hermaringen,total_precincts,,3,
2,08135021,Hermaringen,voters_total,1296,1296,0.0
2,08135021,Hermaringen,valid_votes,1293,1293,0.0
2,08135025,Königsbronn,reported_precincts,,11,
2,08135025,Königsbronn,total_precincts,,11,
2,08135025,Königsbronn,voters_total,3822,3822,0.0
2,08135025,Königsbronn,valid_votes,3806,3806,0.0
2,08135026,Nattheim,reported_precincts,,12,
2,08135026,Nattheim,total_precincts,,12,
2,08135026,Nattheim,voters_total,3769,3769,0.0
2,08135026,Nattheim,valid_votes,3718,3718,0.0
2,08135027,"Niederstotzingen, Stadt",reported_precincts,,7,
2,08135027,"Niederstotzingen, Stadt",total_precincts,,7,
2,08135027,"Niederstotzingen, Stadt",voters_total,2562,2562,0.0
2,08135027,"Niederstotzingen, Stadt",valid_votes,2543,2543,0.0
2,08135031,Sontheim an der Brenz,reported_precincts,,8,
2,08135031,Sontheim an der Brenz,total_precincts,,8,
2,08135031,Sontheim an der Brenz,voters_total,3157,3157,0.0
2,08135031,Sontheim an der Brenz,valid_votes,3139,3139,0.0
2,08135032,Steinheim am Albuch,reported_precincts,,13,
2,08135032,Steinheim am Albuch,total_precincts,,13,
2,08135032,Steinheim am Albuch,voters_total,4660,4660,0.0
2,08135032,Steinheim am Albuch,valid_votes,4632,4632,0.0
2,08136002,Abtsgmünd,reported_precincts,,6,
2,08136002,Abtsgmünd,total_precincts,,8,
2,08136002,Abtsgmünd,voters_total,3122,3122,0.0
2,08136002,Abtsgmünd,valid_votes,3089,3101,-12.0
2,08136003,Adelmannsfelden,reported_precincts,,0,
2,08136003,Adelmannsfelden,total_precincts,,2,
2,08136003,Adelmannsfelden,voters_total,0,0,0.0
2,08136003,Adelmannsfelden,valid_votes,0,0,0.0
2,08136007,Bartholomä,reported_precincts,,2,
2,08136007,Bartholomä,total_precincts,,2,
2,08136007,Bartholomä,voters_total,1304,1304,0.0
2,08136007,Bartholomä,valid_votes,1289,1297,-8.0
2,08136009,Böbingen an der Rems,reported_precincts,,4,
2,08136009,Böbingen an der Rems,total_precincts,,4,
2,08136009,Böbingen an der Rems,voters_total,2735,2735,0.0
2,08136009,Böbingen an der Rems,valid_votes,2707,2715,-8.0
2,08136010,"Bopfingen, Stadt",reported_precincts,,12,
2,08136010,"Bopfingen, Stadt",total_precincts,,12,
2,08136010,"Bopfingen, Stadt",voters_total,5458,5458,0.0
2,08136010,"Bopfingen, Stadt",valid_votes,5387,5399,-12.0
2,08136015,Durlangen,reported_precincts,,2,
2,08136015,Durlangen,total_precincts,,2,
2,08136015,Durlangen,voters_total,1611,1611,0.0
2,08136015,Durlangen,valid_votes,1599,1603,-4.0
2,08136018,Ellenberg,reported_precincts,,1,
2,08136018,Ellenberg,total_precincts,,2,
2,08136018,Ellenberg,voters_total,0,730,-730.0
2,08136018,Ellenberg,valid_votes,0,721,-721.0
2,08136019,"Ellwangen (Jagst), Stadt",reported_precincts,,22,
2,08136019,"Ellwangen (Jagst), Stadt",total_precincts,,25,
2,08136019,"Ellwangen (Jagst), Stadt",voters_total,11153,11153,0.0
2,08136019,"Ellwangen (Jagst), Stadt",valid_votes,11066,11089,-23.0
2,08136020,Eschach,reported_precincts,,2,
2,08136020,Eschach,total_precincts,,2,
2,08136020,Eschach,voters_total,1203,1203,0.0
2,08136020,Eschach,valid_votes,1191,1191,0.0
2,08136021,Essingen,reported_precincts,,6,
2,08136021,Essingen,total_precincts,,8,
2,08136021,Essingen,voters_total,2909,2909,0.0
2,08136021,Essingen,valid_votes,2876,2889,-13.0
2,08136024,Göggingen,reported_precincts,,3,
2,08136024,Göggingen,total_precincts,,3,
2,08136024,Göggingen,voters_total,1473,1473,0.0
2,08136024,Göggingen,valid_votes,1460,1467,-7.0
2,08136027,Gschwend,reported_precincts,,8,
2,08136027,Gschwend,total_precincts,,8,
2,08136027,Gschwend,voters_total,2838,2838,0.0
2,08136027,Gschwend,valid_votes,2821,2828,-7.0
2,08136028,"Heubach, Stadt",reported_precincts,,9,
2,08136028,"Heubach, Stadt",total_precincts,,9,
2,08136028,"Heubach, Stadt",voters_total,4928,4928,0.0
2,08136028,"Heubach, Stadt",valid_votes,4883,4897,-14.0
2,08136029,Heuchlingen,reported_precincts,,0,
2,08136029,Heuchlingen,total_precincts,,2,
2,08136029,Heuchlingen,voters_total,0,0,0.0
2,08136029,Heuchlingen,valid_votes,0,0,0.0
2,08136033,Hüttlingen,reported_precincts,,4,
2,08136033,Hüttlingen,total_precincts,,4,
2,08136033,Hüttlingen,voters_total,3653,3653,0.0
2,08136033,Hüttlingen,valid_votes,3615,3629,-14.0
2,08136034,Iggingen,reported_precincts,,2,
2,08136034,Iggingen,total_precincts,,2,
2,08136034,Iggingen,voters_total,1595,1595,0.0
2,08136034,Iggingen,valid_votes,1569,1583,-14.0
2,08136035,Jagstzell,reported_precincts,,2,
2,08136035,Jagstzell,total_precincts,,2,
2,08136035,Jagstzell,voters_total,1461,1461,0.0
2,08136035,Jagstzell,valid_votes,1443,1453,-10.0
2,08136037,Kirchheim am Ries,reported_precincts,,4,
2,08136037,Kirchheim am Ries,total_precincts,,4,
2,08136037,Kirchheim am Ries,voters_total,1050,1050,0.0
2,08136037,Kirchheim am Ries,valid_votes,1037,1038,-1.0
2,08136038,"Lauchheim, Stadt",reported_precincts,,6,
2,08136038,"Lauchheim, Stadt",total_precincts,,6,
2,08136038,"Lauchheim, Stadt",voters_total,2812,2812,0.0
2,08136038,"Lauchheim, Stadt",valid_votes,2788,2797,-9.0
2,08136040,Leinzell,reported_precincts,,2,
2,08136040,Leinzell,total_precincts,,2,
2,08136040,Leinzell,voters_total,1028,1028,0.0
2,08136040,Leinzell,valid_votes,1021,1020,1.0
2,08136042,"Lorch, Stadt",reported_precincts,,11,
2,08136042,"Lorch, Stadt",total_precincts,,11,
2,08136042,"Lorch, Stadt",voters_total,5815,5815,0.0
2,08136042,"Lorch, Stadt",valid_votes,5763,5787,-24.0
2,08136043,Mögglingen,reported_precincts,,4,
2,08136043,Mögglingen,total_precincts,,4,
2,08136043,Mögglingen,voters_total,2389,2389,0.0
2,08136043,Mögglingen,valid_votes,2364,2374,-10.0
2,08136044,Mutlangen,reported_precincts,,6,
2,08136044,Mutlangen,total_precincts,,6,
2,08136044,Mutlangen,voters_total,3613,3613,0.0
2,08136044,Mutlangen,valid_votes,3583,3595,-12.0
2,08136045,"Neresheim, Stadt",reported_precincts,,11,
2,08136045,"Neresheim, Stadt",total_precincts,,11,
2,08136045,"Neresheim, Stadt",voters_total,4473,4473,0.0
2,08136045,"Neresheim, Stadt",valid_votes,4431,4440,-9.0
2,08136046,Neuler,reported_precincts,,3,
2,08136046,Neuler,total_precincts,,4,
2,08136046,Neuler,voters_total,1752,1752,0.0
2,08136046,Neuler,valid_votes,1737,1738,-1.0
2,08136049,Obergröningen,reported_precincts,,2,
2,08136049,Obergröningen,total_precincts,,2,
2,08136049,Obergröningen,voters_total,711,268,443.0
2,08136049,Obergröningen,valid_votes,996,267,729.0
2,08136050,"Oberkochen, Stadt",reported_precincts,,8,
2,08136050,"Oberkochen, Stadt",total_precincts,,9,
2,08136050,"Oberkochen, Stadt",voters_total,2916,2916,0.0
2,08136050,"Oberkochen, Stadt",valid_votes,2895,2904,-9.0
2,08136060,Rosenberg,reported_precincts,,4,
2,08136060,Rosenberg,total_precincts,,4,
2,08136060,Rosenberg,voters_total,1542,1542,0.0
2,08136060,Rosenberg,valid_votes,1532,1535,-3.0
2,08136061,Ruppertshofen,reported_precincts,,2,
2,08136061,Ruppertshofen,total_precincts,,2,
2,08136061,Ruppertshofen,voters_total,1151,1151,0.0
2,08136061,Ruppertshofen,valid_votes,1139,1147,-8.0
2,08136062,Schechingen,reported_precincts,,2,
2,08136062,Schechingen,total_precincts,,2,
2,08136062,Schechingen,voters_total,1387,1387,0.0
2,08136062,Schechingen,valid_votes,1369,1377,-8.0
2,08136065,"Schwäbisch Gmünd, Stadt",reported_precincts,,59,
2,08136065,"Schwäbisch Gmünd, Stadt",total_precincts,,60,
2,08136065,"Schwäbisch Gmünd, Stadt",voters_total,25628,26853,-1225.0
2,08136065,"Schwäbisch Gmünd, Stadt",valid_votes,25340,26683,-1343.0
2,08136066,Spraitbach,reported_precincts,,3,
2,08136066,Spraitbach,total_precincts,,3,
2,08136066,Spraitbach,voters_total,1853,1853,0.0
2,08136066,Spraitbach,valid_votes,1826,1837,-11.0
2,08136068,Stödtlen,reported_precincts,,2,
2,08136068,Stödtlen,total_precincts,,2,
2,08136068,Stödtlen,voters_total,1105,1105,0.0
2,08136068,Stödtlen,valid_votes,1096,1092,4.0
2,08136070,Täferrot,reported_precincts,,2,
2,08136070,Täferrot,total_precincts,,2,
2,08136070,Täferrot,voters_total,777,595,182.0
2,08136070,Täferrot,valid_votes,995,592,403.0
2,08136071,Tannhausen,reported_precincts,,2,
2,08136071,Tannhausen,total_precincts,,2,
2,08136071,Tannhausen,voters_total,1027,1027,0.0
2,08136071,Tannhausen,valid_votes,1018,1019,-1.0
2,08136075,Unterschneidheim,reported_precincts,,10,
2,08136075,Unterschneidheim,total_precincts,,10,
2,08136075,Unterschneidheim,voters_total,3113,3113,0.0
2,08136075,Unterschneidheim,valid_votes,3087,3087,0.0
2,08136079,Waldstetten,reported_precincts,,6,
2,08136079,Waldstetten,total_precincts,,6,
2,08136079,Waldstetten,voters_total,4428,4428,0.0
2,08136079,Waldstetten,valid_votes,4380,4405,-25.0
2,08136082,Westhausen,reported_precincts,,6,
2,08136082,Westhausen,total_precincts,,6,
2,08136082,Westhausen,voters_total,3586,3586,0.0
2,08136082,Westhausen,valid_votes,3555,3567,-12.0
2,08136084,Wört,reported_precincts,,2,
2,08136084,Wört,total_precincts,,2,
2,08136084,Wört,voters_total,808,808,0.0
2,08136084,Wört,valid_votes,990,800,190.0
2,08136087,Riesbürg,reported_precincts,,4,
2,08136087,Riesbürg,total_precincts,,4,
2,08136087,Riesbürg,voters_total,1180,1180,0.0
2,08136087,Riesbürg,valid_votes,1170,1173,-3.0
2,08136088,"Aalen, Stadt",reported_precincts,,56,
2,08136088,"Aalen, Stadt",total_precincts,,60,
2,08136088,"Aalen, Stadt",voters_total,30522,30522,0.0
2,08136088,"Aalen, Stadt",valid_votes,30264,30365,-101.0
2,08136089,Rainau,reported_precincts,,3,
2,08136089,Rainau,total_precincts,,4,
2,08136089,Rainau,voters_total,1416,1416,0.0
2,08136089,Rainau,valid_votes,1401,1406,-5.0
2,08211000,"Baden-Baden, Stadt",reported_precincts,,37,
2,08211000,"Baden-Baden, Stadt",total_precincts,,60,
2,08211000,"Baden-Baden, Stadt",voters_total,13511,13511,0.0
2,08211000,"Baden-Baden, Stadt",valid_votes,13350,13408,-58.0
2,08212000,Karlsruhe-Stadt,reported_precincts,,,
2,08212000,Karlsruhe-Stadt,total_precincts,,,
2,08212000,Karlsruhe-Stadt,voters_total,,,
2,08212000,Karlsruhe-Stadt,valid_votes,,,
2,08215007,"Bretten, Stadt",reported_precincts,,28,
2,08215007,"Bretten, Stadt",total_precincts,,29,
2,08215007,"Bretten, Stadt",voters_total,12304,13005,-701.0
2,08215007,"Bretten, Stadt",valid_votes,12152,12916,-764.0
2,08215009,"Bruchsal, Stadt",reported_precincts,,27,
2,08215009,"Bruchsal, Stadt",total_precincts,,41,
2,08215009,"Bruchsal, Stadt",voters_total,11649,12557,-908.0
2,08215009,"Bruchsal, Stadt",valid_votes,11544,12488,-944.0
2,08215017,"Ettlingen, Stadt",reported_precincts,,44,
2,08215017,"Ettlingen, Stadt",total_precincts,,51,
2,08215017,"Ettlingen, Stadt",voters_total,16596,17120,-524.0
2,08215017,"Ettlingen, Stadt",valid_votes,16444,17020,-576.0
2,08215021,Forst,reported_precincts,,6,
2,08215021,Forst,total_precincts,,8,
2,08215021,Forst,voters_total,3197,3197,0.0
2,08215021,Forst,valid_votes,3182,3176,6.0
2,08215025,Gondelsheim,reported_precincts,,1,
2,08215025,Gondelsheim,total_precincts,,4,
2,08215025,Gondelsheim,voters_total,0,578,-578.0
2,08215025,Gondelsheim,valid_votes,0,573,-573.0
2,08215029,Hambrücken,reported_precincts,,6,
2,08215029,Hambrücken,total_precincts,,6,
2,08215029,Hambrücken,voters_total,3387,3387,0.0
2,08215029,Hambrücken,valid_votes,3358,3368,-10.0
2,08215039,Kronau,reported_precincts,,6,
2,08215039,Kronau,total_precincts,,6,
2,08215039,Kronau,voters_total,2637,3245,-608.0
2,08215039,Kronau,valid_votes,2600,3213,-613.0
2,08215040,Kürnbach,reported_precincts,,3,
2,08215040,Kürnbach,total_precincts,,3,
2,08215040,Kürnbach,voters_total,1322,1322,0.0
2,08215040,Kürnbach,valid_votes,1297,1309,-12.0
2,08215046,Malsch,reported_precincts,,16,
2,08215046,Malsch,total_precincts,,18,
2,08215046,Malsch,voters_total,6947,6947,0.0
2,08215046,Malsch,valid_votes,6851,6909,-58.0
2,08215047,Marxzell,reported_precincts,,6,
2,08215047,Marxzell,total_precincts,,6,
2,08215047,Marxzell,voters_total,2892,2892,0.0
2,08215047,Marxzell,valid_votes,2859,2872,-13.0
2,08215059,"Oberderdingen, Stadt",reported_precincts,,10,
2,08215059,"Oberderdingen, Stadt",total_precincts,,14,
2,08215059,"Oberderdingen, Stadt",voters_total,2895,3762,-867.0
2,08215059,"Oberderdingen, Stadt",valid_votes,2844,3729,-885.0
2,08215064,"Östringen, Stadt",reported_precincts,,7,
2,08215064,"Östringen, Stadt",total_precincts,,11,
2,08215064,"Östringen, Stadt",voters_total,2510,2510,0.0
2,08215064,"Östringen, Stadt",valid_votes,2487,2495,-8.0
2,08215066,"Philippsburg, Stadt",reported_precincts,,7,
2,08215066,"Philippsburg, Stadt",total_precincts,,13,
2,08215066,"Philippsburg, Stadt",voters_total,2077,2420,-343.0
2,08215066,"Philippsburg, Stadt",valid_votes,2048,2404,-356.0
2,08215082,Sulzfeld,reported_precincts,,4,
2,08215082,Sulzfeld,total_precincts,,5,
2,08215082,Sulzfeld,voters_total,1171,1675,-504.0
2,08215082,Sulzfeld,valid_votes,1157,1662,-505.0
2,08215084,Ubstadt-Weiher,reported_precincts,,14,
2,08215084,Ubstadt-Weiher,total_precincts,,14,
2,08215084,Ubstadt-Weiher,voters_total,7375,7375,0.0
2,08215084,Ubstadt-Weiher,valid_votes,7300,7332,-32.0
2,08215089,Walzbachtal,reported_precincts,,12,
2,08215089,Walzbachtal,total_precincts,,13,
2,08215089,Walzbachtal,voters_total,4730,4730,0.0
2,08215089,Walzbachtal,valid_votes,4671,4696,-25.0
2,08215090,Weingarten (Baden),reported_precincts,,12,
2,08215090,Weingarten (Baden),total_precincts,,15,
2,08215090,Weingarten (Baden),voters_total,4695,4695,0.0
2,08215090,Weingarten (Baden),valid_votes,4622,4647,-25.0
2,08215094,Zaisenhausen,reported_precincts,,2,
2,08215094,Zaisenhausen,total_precincts,,2,
2,08215094,Zaisenhausen,voters_total,985,985,0.0
2,08215094,Zaisenhausen,valid_votes,994,979,15.0
2,08215096,Karlsbad,reported_precincts,,24,
2,08215096,Karlsbad,total_precincts,,24,
2,08215096,Karlsbad,voters_total,8285,8929,-644.0
2,08215096,Karlsbad,valid_votes,8162,8868,-706.0
2,08215097,"Kraichtal, Stadt",reported_precincts,,10,
2,08215097,"Kraichtal, Stadt",total_precincts,,12,
2,08215097,"Kraichtal, Stadt",voters_total,4106,4106,0.0
2,08215097,"Kraichtal, Stadt",valid_votes,4063,4079,-16.0
2,08215099,Graben-Neudorf,reported_precincts,,6,
2,08215099,Graben-Neudorf,total_precincts,,12,
2,08215099,Graben-Neudorf,voters_total,2093,2774,-681.0
2,08215099,Graben-Neudorf,valid_votes,2065,2752,-687.0
2,08215100,Bad Schönborn,reported_precincts,,9,
2,08215100,Bad Schönborn,total_precincts,,12,
2,08215100,Bad Schönborn,voters_total,4469,4469,0.0
2,08215100,Bad Schönborn,valid_votes,4416,4444,-28.0
2,08215101,Pfinztal,reported_precincts,,16,
2,08215101,Pfinztal,total_precincts,,18,
2,08215101,Pfinztal,voters_total,8515,8515,0.0
2,08215101,Pfinztal,valid_votes,8420,8465,-45.0
2,08215102,Eggenstein-Leopoldshafen,reported_precincts,,11,
2,08215102,Eggenstein-Leopoldshafen,total_precincts,,13,
2,08215102,Eggenstein-Leopoldshafen,voters_total,7655,7655,0.0
2,08215102,Eggenstein-Leopoldshafen,valid_votes,7569,7620,-51.0
2,08215103,Karlsdorf-Neuthard,reported_precincts,,12,
2,08215103,Karlsdorf-Neuthard,total_precincts,,12,
2,08215103,Karlsdorf-Neuthard,voters_total,5479,5479,0.0
2,08215103,Karlsdorf-Neuthard,valid_votes,5417,5449,-32.0
2,08215105,Linkenheim-Hochstetten,reported_precincts,,9,
2,08215105,Linkenheim-Hochstetten,total_precincts,,10,
2,08215105,Linkenheim-Hochstetten,voters_total,4924,5991,-1067.0
2,08215105,Linkenheim-Hochstetten,valid_votes,4852,5944,-1092.0
2,08215106,"Waghäusel, Stadt",reported_precincts,,7,
2,08215106,"Waghäusel, Stadt",total_precincts,,21,
2,08215106,"Waghäusel, Stadt",voters_total,2544,3552,-1008.0
2,08215106,"Waghäusel, Stadt",valid_votes,2505,3530,-1025.0
2,08215107,Oberhausen-Rheinhausen,reported_precincts,,5,
2,08215107,Oberhausen-Rheinhausen,total_precincts,,8,
2,08215107,Oberhausen-Rheinhausen,voters_total,2316,2880,-564.0
2,08215107,Oberhausen-Rheinhausen,valid_votes,2274,2843,-569.0
2,08215108,"Rheinstetten, Stadt",reported_precincts,,17,
2,08215108,"Rheinstetten, Stadt",total_precincts,,26,
2,08215108,"Rheinstetten, Stadt",voters_total,6979,7274,-295.0
2,08215108,"Rheinstetten, Stadt",valid_votes,6909,7222,-313.0
2,08215109,"Stutensee, Stadt",reported_precincts,,36,
2,08215109,"Stutensee, Stadt",total_precincts,,36,
2,08215109,"Stutensee, Stadt",voters_total,12796,12796,0.0
2,08215109,"Stutensee, Stadt",valid_votes,12654,12731,-77.0
2,08215110,Waldbronn,reported_precincts,,10,
2,08215110,Waldbronn,total_precincts,,14,
2,08215110,Waldbronn,voters_total,4634,5166,-532.0
2,08215110,Waldbronn,valid_votes,4583,5135,-552.0
2,08215111,Dettenheim,reported_precincts,,7,
2,08215111,Dettenheim,total_precincts,,9,
2,08215111,Dettenheim,voters_total,2725,2725,0.0
2,08215111,Dettenheim,valid_votes,2695,2706,-11.0
2,08216002,Au am Rhein,reported_precincts,,3,
2,08216002,Au am Rhein,total_precincts,,3,
2,08216002,Au am Rhein,voters_total,1954,1954,0.0
2,08216002,Au am Rhein,valid_votes,1942,1942,0.0
2,08216005,Bietigheim,reported_precincts,,4,
2,08216005,Bietigheim,total_precincts,,5,
2,08216005,Bietigheim,voters_total,2792,2792,0.0
2,08216005,Bietigheim,valid_votes,2768,2768,0.0
2,08216006,Bischweier,reported_precincts,,3,
2,08216006,Bischweier,total_precincts,,3,
2,08216006,Bischweier,voters_total,1746,1746,0.0
2,08216006,Bischweier,valid_votes,1733,1733,0.0
2,08216007,"Bühl, Stadt",reported_precincts,,35,
2,08216007,"Bühl, Stadt",total_precincts,,35,
2,08216007,"Bühl, Stadt",voters_total,14690,14690,0.0
2,08216007,"Bühl, Stadt",valid_votes,14545,14593,-48.0
2,08216008,Bühlertal,reported_precincts,,5,
2,08216008,Bühlertal,total_precincts,,5,
2,08216008,Bühlertal,voters_total,4057,4057,0.0
2,08216008,Bühlertal,valid_votes,4018,4029,-11.0
2,08216009,Durmersheim,reported_precincts,,8,
2,08216009,Durmersheim,total_precincts,,8,
2,08216009,Durmersheim,voters_total,5934,5934,0.0
2,08216009,Durmersheim,valid_votes,5898,5898,0.0
2,08216012,Elchesheim-Illingen,reported_precincts,,2,
2,08216012,Elchesheim-Illingen,total_precincts,,2,
2,08216012,Elchesheim-Illingen,voters_total,1797,1797,0.0
2,08216012,Elchesheim-Illingen,valid_votes,1784,1784,0.0
2,08216013,Forbach,reported_precincts,,8,
2,08216013,Forbach,total_precincts,,8,
2,08216013,Forbach,voters_total,2419,2419,0.0
2,08216013,Forbach,valid_votes,2401,2401,0.0
2,08216015,"Gaggenau, Stadt",reported_precincts,,29,
2,08216015,"Gaggenau, Stadt",total_precincts,,32,
2,08216015,"Gaggenau, Stadt",voters_total,12257,12257,0.0
2,08216015,"Gaggenau, Stadt",valid_votes,12165,12165,0.0
2,08216017,"Gernsbach, Stadt",reported_precincts,,11,
2,08216017,"Gernsbach, Stadt",total_precincts,,14,
2,08216017,"Gernsbach, Stadt",voters_total,5295,5295,0.0
2,08216017,"Gernsbach, Stadt",valid_votes,5266,5266,0.0
2,08216022,Hügelsheim,reported_precincts,,4,
2,08216022,Hügelsheim,total_precincts,,4,
2,08216022,Hügelsheim,voters_total,2010,2010,0.0
2,08216022,Hügelsheim,valid_votes,1995,1998,-3.0
2,08216023,Iffezheim,reported_precincts,,4,
2,08216023,Iffezheim,total_precincts,,4,
2,08216023,Iffezheim,voters_total,2670,2670,0.0
2,08216023,Iffezheim,valid_votes,2654,2654,0.0
2,08216024,"Kuppenheim, Stadt",reported_precincts,,9,
2,08216024,"Kuppenheim, Stadt",total_precincts,,9,
2,08216024,"Kuppenheim, Stadt",voters_total,4306,4306,0.0
2,08216024,"Kuppenheim, Stadt",valid_votes,4278,4278,0.0
2,08216028,"Lichtenau, Stadt",reported_precincts,,7,
2,08216028,"Lichtenau, Stadt",total_precincts,,7,
2,08216028,"Lichtenau, Stadt",voters_total,2482,2482,0.0
2,08216028,"Lichtenau, Stadt",valid_votes,2449,2460,-11.0
2,08216029,Loffenau,reported_precincts,,3,
2,08216029,Loffenau,total_precincts,,3,
2,08216029,Loffenau,voters_total,1338,1338,0.0
2,08216029,Loffenau,valid_votes,1331,1331,0.0
2,08216033,Muggensturm,reported_precincts,,5,
2,08216033,Muggensturm,total_precincts,,5,
2,08216033,Muggensturm,voters_total,3263,3263,0.0
2,08216033,Muggensturm,valid_votes,3242,3242,0.0
2,08216039,Ötigheim,reported_precincts,,4,
2,08216039,Ötigheim,total_precincts,,4,
2,08216039,Ötigheim,voters_total,2806,2806,0.0
2,08216039,Ötigheim,valid_votes,2789,2789,0.0
2,08216041,Ottersweier,reported_precincts,,8,
2,08216041,Ottersweier,total_precincts,,8,
2,08216041,Ottersweier,voters_total,3458,3458,0.0
2,08216041,Ottersweier,valid_votes,3432,3435,-3.0
2,08216043,"Rastatt, Stadt",reported_precincts,,44,
2,08216043,"Rastatt, Stadt",total_precincts,,46,
2,08216043,"Rastatt, Stadt",voters_total,17618,17618,0.0
2,08216043,"Rastatt, Stadt",valid_votes,17480,17480,0.0
2,08216049,Sinzheim,reported_precincts,,13,
2,08216049,Sinzheim,total_precincts,,14,
2,08216049,Sinzheim,voters_total,5674,5674,0.0
2,08216049,Sinzheim,valid_votes,5628,5648,-20.0
2,08216052,Steinmauern,reported_precincts,,3,
2,08216052,Steinmauern,total_precincts,,3,
2,08216052,Steinmauern,voters_total,1662,1662,0.0
2,08216052,Steinmauern,valid_votes,1652,1652,0.0
2,08216059,Weisenbach,reported_precincts,,4,
2,08216059,Weisenbach,total_precincts,,4,
2,08216059,Weisenbach,voters_total,1277,1277,0.0
2,08216059,Weisenbach,valid_votes,1271,1271,0.0
2,08216063,Rheinmünster,reported_precincts,,6,
2,08216063,Rheinmünster,total_precincts,,6,
2,08216063,Rheinmünster,voters_total,3466,3466,0.0
2,08216063,Rheinmünster,valid_votes,3434,3442,-8.0
2,08221000,"Heidelberg, Stadt",reported_precincts,,133,
2,08221000,"Heidelberg, Stadt",total_precincts,,149,
2,08221000,"Heidelberg, Stadt",voters_total,,63347,
2,08221000,"Heidelberg, Stadt",valid_votes,,63148,
2,08222000,Mannheim-Universitätsstadt,reported_precincts,,,
2,08222000,Mannheim-Universitätsstadt,total_precincts,,,
2,08222000,Mannheim-Universitätsstadt,voters_total,,,
2,08222000,Mannheim-Universitätsstadt,valid_votes,,,
2,08225001,"Adelsheim, Stadt",reported_precincts,,5,
2,08225001,"Adelsheim, Stadt",total_precincts,,5,
2,08225001,"Adelsheim, Stadt",voters_total,,2334,
2,08225001,"Adelsheim, Stadt",valid_votes,,2320,
2,08225002,Aglasterhausen,reported_precincts,,6,
2,08225002,Aglasterhausen,total_precincts,,6,
2,08225002,Aglasterhausen,voters_total,,2597,
2,08225002,Aglasterhausen,valid_votes,,2578,
2,08225009,Billigheim,reported_precincts,,6,
2,08225009,Billigheim,total_precincts,,6,
2,08225009,Billigheim,voters_total,,3264,
2,08225009,Billigheim,valid_votes,,3244,
2,08225010,Binau,reported_precincts,,2,
2,08225010,Binau,total_precincts,,2,
2,08225010,Binau,voters_total,,737,
2,08225010,Binau,valid_votes,,735,
2,08225014,"Buchen (Odenwald), Stadt",reported_precincts,,25,
2,08225014,"Buchen (Odenwald), Stadt",total_precincts,,26,
2,08225014,"Buchen (Odenwald), Stadt",voters_total,,8870,
2,08225014,"Buchen (Odenwald), Stadt",valid_votes,,8800,
2,08225024,Fahrenbach,reported_precincts,,4,
2,08225024,Fahrenbach,total_precincts,,4,
2,08225024,Fahrenbach,voters_total,,1549,
2,08225024,Fahrenbach,valid_votes,,1527,
2,08225032,Hardheim,reported_precincts,,10,
2,08225032,Hardheim,total_precincts,,10,
2,08225032,Hardheim,voters_total,,3454,
2,08225032,Hardheim,valid_votes,,3431,
