ags,wahlkreis,wahlbezirk,gemeinde,name,wahlart,afd,gueltige_zweitstimmen,anteil_prozent,mehr_als_50_prozent,genau_50_prozent
15083205,007,205003,Erxleben,Erxleben OT Klein Bartensleben + Groß Bartensleben,U,87,160,54.375,True,False
15083205,007,205005,Erxleben,Erxleben OT Uhrsleben,U,115,195,58.97435897435897,True,False
15083230,007,230004,Flechtingen,Flechtingen OT Böddensell,U,60,108,55.55555555555556,True,False
15083270,007,270003,"Haldensleben, Stadt",003 KulturFabrik Haldensleben,U,467,897,52.062430323299886,True,False
15083270,007,270006,"Haldensleben, Stadt",006 Grundschule Erich Kästner,U,307,558,55.017921146953405,True,False
15083270,007,270008,"Haldensleben, Stadt",008 Berufsbildende Schulen,U,395,715,55.24475524475525,True,False
15083270,007,270009,"Haldensleben, Stadt","009 Alte Fabrik, Goethesaal",U,268,476,56.30252100840336,True,False
15083270,007,270011,"Haldensleben, Stadt",011 Dorfgemeinschaftshaus Wedringen,U,192,308,62.33766233766234,True,False
15083270,007,270012,"Haldensleben, Stadt",012 Feuerwehrgerätehaus Uthmöden,U,137,240,57.083333333333336,True,False
15083270,007,270013,"Haldensleben, Stadt",013 Bürgerhaus (Jugendclub) Hundisburg,U,214,406,52.70935960591133,True,False
15083270,007,270014,"Haldensleben, Stadt","014 Sporthalle Süplingen, Clubraum",U,226,448,50.44642857142857,True,False
15083320,007,320001,Hötensleben,001 Hötensleben,U,450,880,51.13636363636363,True,False
15083320,007,320002,Hötensleben,002 Barneberg,U,182,304,59.86842105263158,True,False
15083320,007,320003,Hötensleben,003 Ohrsleben,U,95,157,60.50955414012739,True,False
15083320,007,320004,Hötensleben,004 Wackersleben,U,152,292,52.054794520547944,True,False
15083323,007,323001,Ingersleben,Ingersleben OT Alleringersleben,U,109,201,54.22885572139303,True,False
15083323,007,323003,Ingersleben,Ingersleben OT Morsleben,U,110,175,62.857142857142854,True,False
15083323,007,323004,Ingersleben,Ingersleben OT Ostingersleben,U,69,119,57.983193277310924,True,False
15083390,007,390001,Niedere Börde,01 Dahlenwarsleben,U,261,427,61.124121779859486,True,False
15083390,007,390002,Niedere Börde,02 Gersdorf,U,128,213,60.093896713615024,True,False
15083390,007,390003,Niedere Börde,03 Groß Ammensleben,U,305,571,53.41506129597198,True,False
15083390,007,390005,Niedere Börde,05 Jersleben,U,196,368,53.26086956521739,True,False
15083390,007,390007,Niedere Börde,07 Meseberg,U,112,205,54.63414634146341,True,False
15083390,007,390008,Niedere Börde,08 Samswegen,U,452,798,56.64160401002506,True,False
15083485,007,485001,Sommersdorf,001 Sommersdorf,U,110,215,51.16279069767442,True,False
15083485,007,485002,Sommersdorf,002 Sommerschenburg,U,159,277,57.40072202166065,True,False
15083485,007,485003,Sommersdorf,003 Marienborn,U,124,213,58.21596244131455,True,False
15083505,007,505001,Ummendorf,001 Ummendorf,U,241,465,51.82795698924731,True,False
15083515,007,515001,Völpke,001 Völpke,U,244,412,59.22330097087379,True,False
15083515,007,515002,Völpke,002 Badeleben,U,104,176,59.09090909090909,True,False
15083535,007,535001,Wefensleben,001 Wefensleben,U,413,788,52.411167512690355,True,False
15083030,008,030003,Angern,03 Angern OT Mahlwinkel,U,176,293,60.06825938566553,True,False
15083040,008,040001,Barleben,KiTa Barleben,U,468,881,53.121452894438136,True,False
15083040,008,040004,Barleben,Bürgerhaus Ebendorf,U,514,983,52.28891149542218,True,False
15083040,008,040005,Barleben,Dorfgemeinschaftshaus Meitzendorf,U,376,686,54.81049562682216,True,False
15083120,008,120001,Burgstall,01 Burgstall,U,160,303,52.805280528052805,True,False
15083120,008,120002,Burgstall,02 Burgstall OT Cröchern,U,90,145,62.06896551724138,True,False
15083120,008,120003,Burgstall,03 Burgstall OT Dolle,U,155,252,61.507936507936506,True,False
15083120,008,120004,Burgstall,04 Burgstalll OT Sandbeiendorf,U,60,117,51.282051282051285,True,False
15083130,008,130001,Colbitz,01 Colbitz 1,U,377,638,59.09090909090909,True,False
15083130,008,130002,Colbitz,02 Colbitz 2,U,294,515,57.0873786407767,True,False
15083130,008,130003,Colbitz,03 Colbitz OT Lindhorst,U,263,500,52.6,True,False
15083298,008,298001,Hohe Börde,001 Ackendorf,U,113,183,61.74863387978142,True,False
15083298,008,298002,Hohe Börde,002 Bebertal,U,403,697,57.81922525107604,True,False
15083298,008,298003,Hohe Börde,003 Bornstedt,U,137,249,55.02008032128514,True,False
15083298,008,298004,Hohe Börde,004 Eichenbarleben,U,295,518,56.94980694980695,True,False
15083298,008,298005,Hohe Börde,005 Groß Santersleben,U,334,543,61.51012891344383,True,False
15083298,008,298006,Hohe Börde,006 Hermsdorf,U,399,652,61.19631901840491,True,False
15083298,008,298007,Hohe Börde,007 Hohenwarsleben,U,443,781,56.72215108834827,True,False
15083298,008,298009,Hohe Börde,009 Irxleben II,U,288,503,57.25646123260437,True,False
15083298,008,298010,Hohe Börde,010 Niederndodeleben I,U,458,771,59.40337224383917,True,False
15083298,008,298011,Hohe Börde,011 Niederndodeleben II,U,424,785,54.01273885350319,True,False
15083298,008,298012,Hohe Börde,012 Nordgemersleben,U,224,394,56.85279187817259,True,False
15083298,008,298013,Hohe Börde,013 Ochtmersleben,U,159,280,56.785714285714285,True,False
15083298,008,298014,Hohe Börde,014 Rottmersleben,U,188,343,54.81049562682216,True,False
15083298,008,298015,Hohe Börde,015 Schackensleben,U,201,345,58.26086956521739,True,False
15083298,008,298016,Hohe Börde,016 Wellen,U,324,607,53.37726523887974,True,False
15083361,008,361001,Loitsche-Heinrichsberg,01 Loitsche-Heinrichsberg OT Heinrichsberg,U,107,194,55.154639175257735,True,False
15083361,008,361002,Loitsche-Heinrichsberg,02 Loitsche-Heinrichsberg OT Loitsche,U,156,302,51.65562913907285,True,False
15083440,008,440001,Rogätz,01 Rogätz,U,572,1014,56.41025641025641,True,False
15083557,008,557001,Westheide,01 Westheide OT Born,U,83,135,61.48148148148148,True,False
15083557,008,557002,Westheide,02 Westheide OT Hillersleben 1,U,97,184,52.71739130434783,True,False
15083557,008,557003,Westheide,03 Westheide OT Hillersleben 2,U,121,201,60.19900497512438,True,False
15083557,008,557004,Westheide,04 Westheide OT Neuenhofe,U,226,415,54.45783132530121,True,False
15083565,008,565001,"Wolmirstedt, Stadt",WB-WMS J.-Gutenberg-Schule 001,U,284,536,52.985074626865675,True,False
15083565,008,565005,"Wolmirstedt, Stadt",WB-WMS Adolph-Diesterweg-Grundschule (2),U,287,513,55.94541910331384,True,False
15083565,008,565006,"Wolmirstedt, Stadt",WB-WMS Sporthalle Leibniz-Schule,U,366,664,55.12048192771084,True,False
15083565,008,565007,"Wolmirstedt, Stadt",WB-WMS Sportlerheim Elbeu,U,250,468,53.41880341880342,True,False
15083565,008,565008,"Wolmirstedt, Stadt",WB-WMS Weber´s Hof,U,253,452,55.97345132743363,True,False
15083580,008,580002,Zielitz,02 Zielitz OT Schricke,U,93,167,55.68862275449102,True,False
15083025,009,025001,Am Großen Bruch,Gunsleben,U,68,111,61.26126126126126,True,False
15083025,009,025002,Am Großen Bruch,Hamersleben,U,236,386,61.13989637305699,True,False
15083025,009,025003,Am Großen Bruch,Neuwegersleben,U,120,188,63.829787234042556,True,False
15083025,009,025004,Am Großen Bruch,Wulferstedt,U,216,402,53.73134328358209,True,False
15083035,009,035001,Ausleben,Ausleben,U,354,547,64.71663619744058,True,False
15083035,009,035003,Ausleben,Warsleben,U,169,285,59.29824561403509,True,False
15083245,009,245001,"Gröningen, Stadt",Gröningen,U,472,791,59.67130214917825,True,False
15083245,009,245002,"Gröningen, Stadt",Kloster Gröningen,U,133,217,61.29032258064516,True,False
15083245,009,245003,"Gröningen, Stadt",Dalldorf,U,43,75,57.333333333333336,True,False
15083245,009,245004,"Gröningen, Stadt",Großalsleben,U,218,374,58.288770053475936,True,False
15083245,009,245005,"Gröningen, Stadt",Krottorf,U,125,243,51.440329218106996,True,False
15083355,009,355001,"Kroppenstedt, Stadt",Kroppenstedt,U,436,709,61.4950634696756,True,False
15083415,009,415001,"Oschersleben (Bode), Stadt",WBZ 001 - GS Diesterweg - Bürgertreff,U,354,700,50.57142857142857,True,False
15083415,009,415002,"Oschersleben (Bode), Stadt",WBZ 002 - GS Diesterweg,U,355,703,50.497866287339974,True,False
15083415,009,415003,"Oschersleben (Bode), Stadt",WBZ 003 - Volkssolidarität,U,381,680,56.029411764705884,True,False
15083415,009,415004,"Oschersleben (Bode), Stadt",WBZ 004 - GS Puschkin,U,370,596,62.080536912751676,True,False
15083415,009,415005,"Oschersleben (Bode), Stadt",WBZ 005 - Gemeinschaftsschule Puschkin,U,353,596,59.22818791946309,True,False
15083415,009,415006,"Oschersleben (Bode), Stadt",WBZ 006 - Kath. Vereinshaus,U,354,669,52.91479820627803,True,False
15083415,009,415007,"Oschersleben (Bode), Stadt",WBZ 007 - GS Goethe,U,354,696,50.86206896551724,True,False
15083415,009,415008,"Oschersleben (Bode), Stadt",WBZ 008 - Alikendorf und Kleinalsleben,U,119,202,58.91089108910891,True,False
15083415,009,415011,"Oschersleben (Bode), Stadt",WBZ 011 - Groß Germersleben,U,106,191,55.49738219895288,True,False
15083415,009,415013,"Oschersleben (Bode), Stadt",WBZ 013 - Beckendorf,U,135,202,66.83168316831683,True,False
15083415,009,415014,"Oschersleben (Bode), Stadt",WBZ 014 - Neindorf,U,158,259,61.003861003861005,True,False
15083415,009,415015,"Oschersleben (Bode), Stadt",WBZ 015 - Ampfurth,U,99,158,62.65822784810127,True,False
15083415,009,415016,"Oschersleben (Bode), Stadt",WBZ 016 - Schermcke,U,180,285,63.1578947368421,True,False
15083415,009,415017,"Oschersleben (Bode), Stadt",WBZ 017 - Hornhausen,U,425,660,64.39393939393939,True,False
15083415,009,415018,"Oschersleben (Bode), Stadt",WBZ 018 - Altbrandsleben,U,120,192,62.5,True,False
15083415,009,415019,"Oschersleben (Bode), Stadt",WBZ 019 - Peseckendorf,U,79,108,73.14814814814815,True,False
15083415,009,415020,"Oschersleben (Bode), Stadt",WBZ 020 - Hadmersleben,U,370,655,56.48854961832061,True,False
15083490,009,490001,Sülzetal,Altenweddingen,U,519,959,54.11887382690303,True,False
15083490,009,490002,Sülzetal,Bahrendorf,U,173,328,52.74390243902439,True,False
15083490,009,490004,Sülzetal,Langenweddingen,U,476,863,55.15643105446118,True,False
15083490,009,490005,Sülzetal,Osterweddingen,U,513,1016,50.49212598425197,True,False
15083490,009,490006,Sülzetal,Schwaneberg,U,155,303,51.15511551155115,True,False
15083490,009,490008,Sülzetal,Sülldorf,U,111,187,59.35828877005348,True,False
15083531,009,531001,"Wanzleben-Börde, Stadt",Wanzleben Börde-Gymnasium,U,351,578,60.726643598615915,True,False
15083531,009,531006,"Wanzleben-Börde, Stadt",Bottmersdorf,U,118,207,57.00483091787439,True,False
15083531,009,531007,"Wanzleben-Börde, Stadt",Klein Germersleben,U,93,159,58.490566037735846,True,False
15083531,009,531008,"Wanzleben-Börde, Stadt",Domersleben,U,260,480,54.166666666666664,True,False
15083531,009,531009,"Wanzleben-Börde, Stadt",Seehausen,U,492,879,55.972696245733786,True,False
15083531,009,531010,"Wanzleben-Börde, Stadt",Eggenstedt,U,80,125,64.0,True,False
15083531,009,531012,"Wanzleben-Börde, Stadt",Groß Rodensleben,U,317,501,63.27345309381238,True,False
15083531,009,531013,"Wanzleben-Börde, Stadt",Hohendodeleben,U,437,804,54.353233830845774,True,False
15083531,009,531014,"Wanzleben-Börde, Stadt",Klein Rodensleben,U,157,288,54.513888888888886,True,False
15083531,009,531015,"Wanzleben-Börde, Stadt",Klein Wanzleben,U,434,772,56.21761658031088,True,False
15083531,009,531016,"Wanzleben-Börde, Stadt",Remkersleben,U,165,280,58.92857142857143,True,False
15003000,010,000603,"Magdeburg, Landeshauptstadt",Neue Schule,U,342,622,54.98392282958199,True,False
15003000,010,000606,"Magdeburg, Landeshauptstadt",Gesundheits- u. Veterinäramt,U,246,479,51.356993736951985,True,False
15003000,010,000609,"Magdeburg, Landeshauptstadt",Grundschule Am Vogelgesang,U,433,791,54.740834386852086,True,False
15003000,010,000610,"Magdeburg, Landeshauptstadt",Grundschule Am Vogelgesang,U,317,564,56.205673758865245,True,False
15003000,010,000801,"Magdeburg, Landeshauptstadt",Gemeinschaftsschule G.W. Leibniz,U,381,740,51.486486486486484,True,False
15003000,010,000805,"Magdeburg, Landeshauptstadt",Stadtteiltreff Oase,U,246,476,51.680672268907564,True,False
15003000,010,000807,"Magdeburg, Landeshauptstadt",Gemeinschaftsschule G.W. Leibniz,U,375,706,53.11614730878187,True,False
15003000,010,001001,"Magdeburg, Landeshauptstadt",Bürgerhaus Kannenstieg,U,434,790,54.936708860759495,True,False
15003000,010,001003,"Magdeburg, Landeshauptstadt",Grundschule Am Kannenstieg,U,266,512,51.953125,True,False
15003000,010,001201,"Magdeburg, Landeshauptstadt",Comeniusschule,U,480,850,56.470588235294116,True,False
15003000,010,001203,"Magdeburg, Landeshauptstadt",Comeniusschule,U,364,667,54.57271364317841,True,False
15003000,010,001208,"Magdeburg, Landeshauptstadt",Buntes Werkstattprojekt,U,264,481,54.88565488565489,True,False
15003000,010,006601,"Magdeburg, Landeshauptstadt",Johanniter-Hort Rothensee,U,438,768,57.03125,True,False
15003000,010,006603,"Magdeburg, Landeshauptstadt",Johanniter-Hort Rothensee,U,362,565,64.070796460177,True,False
15003000,012,002201,"Magdeburg, Landeshauptstadt",Makarenkoschule,U,326,596,54.69798657718121,True,False
15003000,012,002203,"Magdeburg, Landeshauptstadt",Gemeinschaftsschule W. Weitling,U,261,429,60.83916083916084,True,False
15003000,012,002204,"Magdeburg, Landeshauptstadt",Grundschule Am Fliederhof,U,366,667,54.87256371814093,True,False
15003000,012,002211,"Magdeburg, Landeshauptstadt",Grundschule Am Grenzweg,U,370,642,57.63239875389408,True,False
15003000,012,002803,"Magdeburg, Landeshauptstadt",Grundschule Diesdorf,U,244,478,51.04602510460251,True,False
15003000,012,003006,"Magdeburg, Landeshauptstadt",Freie Waldorfschule,U,333,629,52.94117647058823,True,False
15003000,013,003203,"Magdeburg, Landeshauptstadt",Grundschule Ottersleben,U,362,646,56.037151702786375,True,False
15003000,013,003206,"Magdeburg, Landeshauptstadt",Grundschule Ottersleben,U,376,670,56.11940298507463,True,False
15003000,013,003401,"Magdeburg, Landeshauptstadt","BBS Hermann Beims, Außenstelle",U,277,524,52.86259541984733,True,False
15003000,013,003402,"Magdeburg, Landeshauptstadt",Evangelische Kirchgemeinde St. Sebastian,U,237,466,50.858369098712444,True,False
15003000,013,003807,"Magdeburg, Landeshauptstadt",Gemeinschaftsschule A.W. Francke,U,231,450,51.333333333333336,True,False
15003000,013,004602,"Magdeburg, Landeshauptstadt",Kindertagesstätte Bertis Biberburg,U,354,672,52.67857142857143,True,False
15003000,013,004801,"Magdeburg, Landeshauptstadt",Grundschule Salbke,U,295,471,62.632696390658175,True,False
15003000,013,004802,"Magdeburg, Landeshauptstadt",Kindertagesstätte Am Salbker See,U,358,649,55.1617873651772,True,False
15003000,013,004803,"Magdeburg, Landeshauptstadt",Grundschule Salbke,U,370,681,54.33186490455213,True,False
15003000,013,007801,"Magdeburg, Landeshauptstadt",Gemeindekirchenraum Beyendorf,U,172,322,53.41614906832298,True,False
15085135,014,000001,"Halberstadt, Stadt",Grundschule Diesterweg,U,507,979,51.787538304392235,True,False
15085135,014,000002,"Halberstadt, Stadt",Grundschule J. W. von Goethe,U,633,1114,56.82226211849192,True,False
15085135,014,000003,"Halberstadt, Stadt",Sekundarschule am Gröpertor,U,400,776,51.54639175257732,True,False
15085135,014,000004,"Halberstadt, Stadt",Gymnasium Martineum,U,466,852,54.694835680751176,True,False
15085135,014,000007,"Halberstadt, Stadt",Grundschule Miriam Lundner,U,484,883,54.81313703284258,True,False
15085135,014,000008,"Halberstadt, Stadt",Kreismusikschule,U,398,730,54.52054794520548,True,False
15085135,014,000011,"Halberstadt, Stadt",Käthe-Kollwitz-Gymnasium,U,393,732,53.68852459016394,True,False
15085135,014,000015,"Halberstadt, Stadt",Albert-Schweitzer-Schule,U,358,649,55.1617873651772,True,False
15085135,014,000016,"Halberstadt, Stadt",Evangelische Grundschule Wehrstedt,U,207,336,61.607142857142854,True,False
15085135,014,000017,"Halberstadt, Stadt",OT Aspenstedt,U,130,252,51.58730158730159,True,False
15085135,014,000018,"Halberstadt, Stadt",OT Athenstedt,U,100,191,52.35602094240838,True,False
15085135,014,000019,"Halberstadt, Stadt",OT Emersleben,U,167,325,51.38461538461539,True,False
15085135,014,000020,"Halberstadt, Stadt",OT Klein Quenstedt,U,203,340,59.705882352941174,True,False
15085135,014,000021,"Halberstadt, Stadt",OT Langenstein,U,449,871,51.549942594718715,True,False
15085135,014,000022,"Halberstadt, Stadt",OT Sargstedt,U,178,329,54.10334346504559,True,False
15085135,014,000023,"Halberstadt, Stadt",OT Schachdorf Ströbeck,U,276,536,51.492537313432834,True,False
15085185,014,000001,Huy,OT Aderstedt,U,92,162,56.79012345679013,True,False
15085185,014,000002,Huy,OT Anderbeck,U,106,193,54.92227979274612,True,False
15085185,014,000005,Huy,OT Dingelstedt am Huy,U,315,611,51.55482815057283,True,False
15085185,014,000006,Huy,OT Eilenstedt,U,264,419,63.0071599045346,True,False
15085185,014,000007,Huy,OT Eilsdorf,U,89,171,52.046783625730995,True,False
15085185,014,000009,Huy,OT Pabstorf,U,153,260,58.84615384615385,True,False
15085185,014,000010,Huy,OT Schlanstedt,U,256,414,61.83574879227053,True,False
15085285,014,002001,"Schwanebeck, Stadt",Schwanebeck,U,640,1010,63.366336633663366,True,False
15085285,014,002002,"Schwanebeck, Stadt",OT Nienhagen,U,153,217,70.50691244239631,True,False
15085055,015,000002,"Blankenburg (Harz), Stadt",GS Regenstein,U,180,358,50.279329608938546,True,False
15085055,015,000003,"Blankenburg (Harz), Stadt",Vereinshaus Zur alten Schule,U,257,484,53.099173553719005,True,False
15085055,015,000005,"Blankenburg (Harz), Stadt",Kita Am Bergeshang,U,396,772,51.295336787564764,True,False
15085055,015,000010,"Blankenburg (Harz), Stadt",Stadtwerke Blankenburg,U,407,755,53.90728476821192,True,False
15085055,015,000011,"Blankenburg (Harz), Stadt",OT Cattenstedt,U,206,344,59.883720930232556,True,False
15085055,015,000012,"Blankenburg (Harz), Stadt",OT Heimburg,U,247,417,59.2326139088729,True,False
15085055,015,000013,"Blankenburg (Harz), Stadt",OT Hüttenrode,U,293,509,57.56385068762279,True,False
15085055,015,000014,"Blankenburg (Harz), Stadt",OT Timmenrode,U,282,531,53.10734463276836,True,False
15085055,015,000015,"Blankenburg (Harz), Stadt",OT Wienrode,U,236,428,55.14018691588785,True,False
15085055,015,000016,"Blankenburg (Harz), Stadt",OT Derenburg Trauzimmer,U,301,555,54.234234234234236,True,False
15085055,015,000017,"Blankenburg (Harz), Stadt",OT Derenburg Sitzungsraum,U,265,484,54.752066115702476,True,False
15085227,015,000003,Nordharz,OT Heudeber,U,389,610,63.77049180327869,True,False
15085227,015,000004,Nordharz,OT Langeln,U,258,506,50.98814229249012,True,False
15085227,015,000005,Nordharz,OT Schmatzfeld,U,133,211,63.03317535545024,True,False
15085227,015,000006,Nordharz,OT Stapelburg,U,364,702,51.851851851851855,True,False
15085230,015,000010,"Osterwieck, Stadt",OT Berßel,U,168,333,50.450450450450454,True,False
15085230,015,000021,"Osterwieck, Stadt",OT Bühne-Hoppenstedt,U,52,98,53.06122448979592,True,False
15085230,015,000050,"Osterwieck, Stadt",OT Hessen,U,345,626,55.11182108626198,True,False
15085230,015,000060,"Osterwieck, Stadt",OT Lüttgenrode,U,111,212,52.35849056603774,True,False
15085230,015,000070,"Osterwieck, Stadt",OT Osterode,U,53,99,53.535353535353536,True,False
15085230,015,000100,"Osterwieck, Stadt",OT Rohrsheim,U,158,248,63.70967741935484,True,False
15085230,015,000120,"Osterwieck, Stadt",OT Veltheim,U,114,187,60.962566844919785,True,False
15085230,015,000140,"Osterwieck, Stadt",OT Zilly,U,220,382,57.59162303664922,True,False
15085145,016,000001,"Harzgerode, Stadt",Harzgerode I Rathaus,U,208,396,52.525252525252526,True,False
15085145,016,000002,"Harzgerode, Stadt",Harzgerode II Feuerwehrdepot,U,228,412,55.33980582524272,True,False
15085145,016,000003,"Harzgerode, Stadt",Harzgerode III Grundschule,U,220,426,51.64319248826291,True,False
15085145,016,000004,"Harzgerode, Stadt",Harzgerode IV Ostharzstübchen,U,144,261,55.172413793103445,True,False
15085145,016,000006,"Harzgerode, Stadt",OT Güntersberge,U,168,306,54.90196078431372,True,False
15085145,016,000007,"Harzgerode, Stadt",OT Königerode,U,265,397,66.75062972292191,True,False
15085145,016,000008,"Harzgerode, Stadt",OT Neudorf,U,181,302,59.93377483443709,True,False
15085145,016,000009,"Harzgerode, Stadt",OT Schielo,U,99,191,51.832460732984295,True,False
15085145,016,000010,"Harzgerode, Stadt",OT Siptenfelde,U,147,255,57.64705882352941,True,False
15085145,016,000011,"Harzgerode, Stadt",OT Straßberg,U,179,314,57.00636942675159,True,False
15085228,016,000001,"Oberharz am Brocken, Stadt",OT Benneckenstein,U,443,757,58.520475561426686,True,False
15085228,016,000002,"Oberharz am Brocken, Stadt",OT Elbingerode I,U,413,805,51.30434782608695,True,False
15085228,016,000005,"Oberharz am Brocken, Stadt",OT Hasselfelde,U,471,813,57.93357933579336,True,False
15085228,016,000006,"Oberharz am Brocken, Stadt",OT Königshütte,U,130,215,60.46511627906977,True,False
15085228,016,000007,"Oberharz am Brocken, Stadt",OT Rübeland,U,169,322,52.484472049689444,True,False
15085228,016,000008,"Oberharz am Brocken, Stadt",OT Stiege,U,203,362,56.07734806629834,True,False
15085228,016,000009,"Oberharz am Brocken, Stadt",OT Tanne / Sorge,U,159,275,57.81818181818182,True,False
15085228,016,000010,"Oberharz am Brocken, Stadt",OT Trautenstein,U,121,204,59.31372549019608,True,False
15085370,016,000009,"Wernigerode, Stadt",Harzblick,U,391,770,50.77922077922078,True,False
15085040,017,000003,"Ballenstedt, Stadt",Gemeindehaus Nicolaikirche,U,378,707,53.46534653465346,True,False
15085040,017,000004,"Ballenstedt, Stadt",OT Opperode,U,134,216,62.03703703703704,True,False
15085040,017,000005,"Ballenstedt, Stadt",OT Badeborn,U,291,508,57.28346456692913,True,False
15085040,017,000006,"Ballenstedt, Stadt",OT Radisleben,U,159,231,68.83116883116882,True,False
15085040,017,000007,"Ballenstedt, Stadt",OT Rieder,U,547,868,63.0184331797235,True,False
15085090,017,006001,Ditfurt,Ditfurt,U,446,795,56.100628930817614,True,False
15085140,017,003001,Harsleben,Harsleben,U,614,1102,55.71687840290381,True,False
15085160,017,008001,Hedersleben,Hedersleben,U,445,708,62.85310734463277,True,False
15085235,017,000001,"Quedlinburg, Welterbestadt",Marktgrundschule,U,394,785,50.19108280254777,True,False
15085235,017,000005,"Quedlinburg, Welterbestadt",Montessori-Kinderhaus,U,479,883,54.24688561721404,True,False
15085235,017,000007,"Quedlinburg, Welterbestadt","""Integrationsgrundschule ""Am Kleers""",U,303,536,56.52985074626866,True,False
15085235,017,000008,"Quedlinburg, Welterbestadt",Wohnungswirtschafts GmbH,U,443,833,53.1812725090036,True,False
15085235,017,000009,"Quedlinburg, Welterbestadt",Kita Süderstadt - Anne Frank,U,447,735,60.816326530612244,True,False
15085235,017,000010,"Quedlinburg, Welterbestadt","Grundschule ""Am Heinrichsplatz""",U,506,888,56.98198198198198,True,False
15085235,017,000011,"Quedlinburg, Welterbestadt",OT Bad Suderode,U,320,607,52.71828665568369,True,False
15085235,017,000012,"Quedlinburg, Welterbestadt",OT Gernrode Grundschule,U,340,616,55.1948051948052,True,False
15085235,017,000013,"Quedlinburg, Welterbestadt",OT Gernrode Kita,U,400,734,54.49591280653951,True,False
15085287,017,009001,Selke-Aue,OT Wedderstedt,U,131,226,57.9646017699115,True,False
15085287,017,009002,Selke-Aue,OT Heteborn,U,113,196,57.6530612244898,True,False
15085330,017,000001,"Thale, Stadt",Klubhaus,U,503,943,53.34040296924709,True,False
15085330,017,000002,"Thale, Stadt",Rathaus,U,521,894,58.277404921700224,True,False
15085330,017,000003,"Thale, Stadt","""GS ""Auf den Höhen""",U,376,707,53.18246110325318,True,False
15085330,017,000005,"Thale, Stadt","Aus- und Fortbildungsinstitut ""LISA""",U,528,881,59.93189557321226,True,False
15085330,017,000006,"Thale, Stadt",OT Allrode,U,164,260,63.07692307692308,True,False
15085330,017,000007,"Thale, Stadt",OT Altenbrak,U,72,129,55.81395348837209,True,False
15085330,017,000008,"Thale, Stadt",OT Friedrichsbrunn,U,257,433,59.353348729792145,True,False
15085330,017,000011,"Thale, Stadt",OT Treseburg,U,21,37,56.75675675675676,True,False
15085330,017,000012,"Thale, Stadt",OT Warnstedt,U,184,326,56.441717791411044,True,False
15085330,017,000013,"Thale, Stadt",OT Weddersleben,U,243,471,51.59235668789809,True,False
15085330,017,000014,"Thale, Stadt",OT Westerhausen,U,575,945,60.84656084656085,True,False
15085365,017,001001,"Wegeleben, Stadt",Stadt Wegeleben,U,472,825,57.21212121212121,True,False
15085365,017,001002,"Wegeleben, Stadt",OT Adersleben,U,65,102,63.72549019607843,True,False
15085365,017,001003,"Wegeleben, Stadt",OT Deesdorf,U,60,105,57.142857142857146,True,False
15085365,017,001004,"Wegeleben, Stadt",OT Rodersdorf,U,62,111,55.85585585585586,True,False
15085110,018,000001,"Falkenstein/Harz, Stadt",Dorfgemeinschaftshaus Endorf,U,62,107,57.94392523364486,True,False
15085110,018,000002,"Falkenstein/Harz, Stadt",Feuerwehrgerätehaus Ermsleben,U,308,611,50.40916530278233,True,False
15085110,018,000003,"Falkenstein/Harz, Stadt",Tonfunk GmbH Ermsleben,U,237,440,53.86363636363637,True,False
15085110,018,000005,"Falkenstein/Harz, Stadt",Dorfgemeinschaftshaus Neuplatendorf,U,35,66,53.03030303030303,True,False
15085110,018,000006,"Falkenstein/Harz, Stadt",Bürgerbüro Pansfelde,U,118,228,51.75438596491228,True,False
15085110,018,000007,"Falkenstein/Harz, Stadt",Haus der Vereine Reinstedt,U,286,491,58.24847250509165,True,False
15087031,018,310001,"Arnstein, Stadt",OT Alterode,U,128,234,54.7008547008547,True,False
15087031,018,310002,"Arnstein, Stadt",OT Arnstedt,U,180,258,69.76744186046511,True,False
15087031,018,310003,"Arnstein, Stadt",OT Bräunrode,U,123,189,65.07936507936508,True,False
15087031,018,310004,"Arnstein, Stadt",OT Greifenhagen,U,69,128,53.90625,True,False
15087031,018,310005,"Arnstein, Stadt",OT Harkerode,U,101,148,68.24324324324324,True,False
15087031,018,310006,"Arnstein, Stadt",OT Quenstedt,U,205,409,50.122249388753055,True,False
15087031,018,310007,"Arnstein, Stadt",OT Sandersleben,U,410,673,60.92124814264487,True,False
15087031,018,310008,"Arnstein, Stadt",OT Stangerode,U,83,159,52.20125786163522,True,False
15087031,018,310009,"Arnstein, Stadt",OT Sylda,U,146,251,58.167330677290835,True,False
15087031,018,310010,"Arnstein, Stadt",OT Ulzigerode,U,60,84,71.42857142857143,True,False
15087031,018,310012,"Arnstein, Stadt",OT Wiederstedt,U,303,482,62.863070539419084,True,False
15089015,018,000003,"Aschersleben, Stadt",Grundschule Luisenschule,U,372,596,62.41610738255034,True,False
15089015,018,000004,"Aschersleben, Stadt","Kulturzentrum ""Alte Hobelei""",U,469,814,57.616707616707615,True,False
15089015,018,000005,"Aschersleben, Stadt",Pestalozzischule ASL - Sporthalle,U,257,468,54.914529914529915,True,False
15089015,018,000008,"Aschersleben, Stadt",Grundschule Pfeilergraben,U,319,619,51.53473344103393,True,False
15089015,018,000009,"Aschersleben, Stadt",Grundschule Staßfurter Höhe,U,423,740,57.16216216216216,True,False
