capture,time,commit,party,votes,share
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Bündnis C,588,0.08757858614202924
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,CDU,30249,4.505382061582044
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Die Linke,40173,5.983494117489355
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Die PARTEI,1702,0.25350128165600977
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,FDP,6213,0.9253839382660334
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,FREIE WÄHLER,2386,0.3553784124742887
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,GRÜNE,34648,5.160583082736443
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Handwerker Partei Deutschland,2892,0.43074365837202133
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,KPD,516,0.07685467763484198
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,PIRATEN,1266,0.18856205791804254
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,PdF,517,0.07700362080855291
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,SPD,227542,33.89082763253336
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Team Freiheit,1612,0.2400963960220257
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Tierschutzpartei,6997,1.0421553864554056
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Volt,1108,0.16502903647171493
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,WLD,788,0.11736722088421604
2026-09-20-20-23-05,2026-09-20T18:23:07.669610+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,ÖDP,585,0.08713175662089644
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,AfD,279250,41.59238125877834
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,BSW,32365,4.820545817154381
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Bündnis C,588,0.08757858614202924
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,CDU,30249,4.505382061582044
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Die Linke,40173,5.983494117489355
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Die PARTEI,1702,0.25350128165600977
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,FDP,6213,0.9253839382660334
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,FREIE WÄHLER,2386,0.3553784124742887
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,GRÜNE,34648,5.160583082736443
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Handwerker Partei Deutschland,2892,0.43074365837202133
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,KPD,516,0.07685467763484198
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,PIRATEN,1266,0.18856205791804254
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,PdF,517,0.07700362080855291
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,SPD,227542,33.89082763253336
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Team Freiheit,1612,0.2400963960220257
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Tierschutzpartei,6997,1.0421553864554056
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Volt,1108,0.16502903647171493
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,WLD,788,0.11736722088421604
2026-09-20-20-25-34,2026-09-20T18:25:37.219297+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,ÖDP,585,0.08713175662089644
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,AfD,279250,41.59238125877834
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,BSW,32365,4.820545817154381
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Bündnis C,588,0.08757858614202924
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,CDU,30249,4.505382061582044
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Die Linke,40173,5.983494117489355
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Die PARTEI,1702,0.25350128165600977
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,FDP,6213,0.9253839382660334
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,FREIE WÄHLER,2386,0.3553784124742887
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,GRÜNE,34648,5.160583082736443
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Handwerker Partei Deutschland,2892,0.43074365837202133
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,KPD,516,0.07685467763484198
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,PIRATEN,1266,0.18856205791804254
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,PdF,517,0.07700362080855291
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,SPD,227542,33.89082763253336
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Team Freiheit,1612,0.2400963960220257
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Tierschutzpartei,6997,1.0421553864554056
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Volt,1108,0.16502903647171493
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,WLD,788,0.11736722088421604
2026-09-20-20-28-04,2026-09-20T18:28:06.858461+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,ÖDP,585,0.08713175662089644
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,AfD,301998,40.79449837969123
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,BSW,35868,4.845121715649657
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,Bündnis C,635,0.08577707955385112
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,CDU,34053,4.599947858342192
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,Die Linke,45064,6.0873359260074755
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,Die PARTEI,1890,0.25530500843587184
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,FDP,6989,0.944088203152544
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,FREIE WÄHLER,2637,0.35621127367481165
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,GRÜNE,39288,5.307102207105044
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,Handwerker Partei Deutschland,3251,0.43915163091270865
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,KPD,573,0.07740199462103416
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,PIRATEN,1407,0.1900603951689268
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,PdF,586,0.07915806081662481
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,SPD,253615,34.25882524574796
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,Team Freiheit,1839,0.24841582566855466
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,Tierschutzpartei,7783,1.0513433230986193
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,Volt,1257,0.1697980929121116
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,WLD,884,0.1194125013001644
2026-09-20-20-30-34,2026-09-20T18:30:36.978667+00:00,0a5d35530810d12d531edd737513b2f9f7dbc849,ÖDP,674,0.09104527814062308
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,AfD,301998,40.79449837969123
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,BSW,35868,4.845121715649657
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,Bündnis C,635,0.08577707955385112
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,CDU,34053,4.599947858342192
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,Die Linke,45064,6.0873359260074755
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,Die PARTEI,1890,0.25530500843587184
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,FDP,6989,0.944088203152544
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,FREIE WÄHLER,2637,0.35621127367481165
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,GRÜNE,39288,5.307102207105044
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,Handwerker Partei Deutschland,3251,0.43915163091270865
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,KPD,573,0.07740199462103416
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,PIRATEN,1407,0.1900603951689268
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,PdF,586,0.07915806081662481
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,SPD,253615,34.25882524574796
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,Team Freiheit,1839,0.24841582566855466
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,Tierschutzpartei,7783,1.0513433230986193
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,Volt,1257,0.1697980929121116
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,WLD,884,0.1194125013001644
2026-09-20-20-33-04,2026-09-20T18:33:07.251955+00:00,5fd757a833dc935aaa19a800dc01bc42d9be6a17,ÖDP,674,0.09104527814062308
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,AfD,301998,40.79449837969123
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,BSW,35868,4.845121715649657
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,Bündnis C,635,0.08577707955385112
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,CDU,34053,4.599947858342192
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,Die Linke,45064,6.0873359260074755
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,Die PARTEI,1890,0.25530500843587184
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,FDP,6989,0.944088203152544
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,FREIE WÄHLER,2637,0.35621127367481165
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,GRÜNE,39288,5.307102207105044
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,Handwerker Partei Deutschland,3251,0.43915163091270865
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,KPD,573,0.07740199462103416
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,PIRATEN,1407,0.1900603951689268
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,PdF,586,0.07915806081662481
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,SPD,253615,34.25882524574796
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,Team Freiheit,1839,0.24841582566855466
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,Tierschutzpartei,7783,1.0513433230986193
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,Volt,1257,0.1697980929121116
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,WLD,884,0.1194125013001644
2026-09-20-20-35-35,2026-09-20T18:35:37.601418+00:00,8700edb14ccb6c557a90c5f5f6226c57220e6780,ÖDP,674,0.09104527814062308
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,AfD,301998,40.79449837969123
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,BSW,35868,4.845121715649657
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,Bündnis C,635,0.08577707955385112
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,CDU,34053,4.599947858342192
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,Die Linke,45064,6.0873359260074755
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,Die PARTEI,1890,0.25530500843587184
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,FDP,6989,0.944088203152544
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,FREIE WÄHLER,2637,0.35621127367481165
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,GRÜNE,39288,5.307102207105044
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,Handwerker Partei Deutschland,3251,0.43915163091270865
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,KPD,573,0.07740199462103416
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,PIRATEN,1407,0.1900603951689268
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,PdF,586,0.07915806081662481
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,SPD,253615,34.25882524574796
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,Team Freiheit,1839,0.24841582566855466
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,Tierschutzpartei,7783,1.0513433230986193
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,Volt,1257,0.1697980929121116
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,WLD,884,0.1194125013001644
2026-09-20-20-38-04,2026-09-20T18:38:06.955443+00:00,9a6b19c7157d8d7e34729fd280ce19b4a5b7ccb0,ÖDP,674,0.09104527814062308
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,AfD,319497,40.17890154001705
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,BSW,38587,4.852575372302832
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,Bündnis C,689,0.08664639467998682
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,CDU,37056,4.660041801540771
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,Die Linke,49402,6.212634528273888
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,Die PARTEI,2047,0.25742404921615825
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,FDP,7595,0.9551224493388968
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,FREIE WÄHLER,2879,0.362053657886331
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,GRÜNE,42569,5.353338715721856
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,Handwerker Partei Deutschland,3541,0.4453046205541848
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,KPD,624,0.07847220650262958
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,PIRATEN,1530,0.1924078140208706
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,PdF,648,0.08149036829119224
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,SPD,275043,34.58851136715184
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,Team Freiheit,1961,0.24660896947380864
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,Tierschutzpartei,8452,1.0628959765388224
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,Volt,1377,0.17316703261878352
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,WLD,953,0.11984617435417626
2026-09-20-20-40-34,2026-09-20T18:40:36.869614+00:00,27bc512850c6548b55da31344458a11662ffb7ed,ÖDP,736,0.09255696151592206
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,AfD,319497,40.17890154001705
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,BSW,38587,4.852575372302832
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,Bündnis C,689,0.08664639467998682
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,CDU,37056,4.660041801540771
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,Die Linke,49402,6.212634528273888
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,Die PARTEI,2047,0.25742404921615825
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,FDP,7595,0.9551224493388968
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,FREIE WÄHLER,2879,0.362053657886331
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,GRÜNE,42569,5.353338715721856
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,Handwerker Partei Deutschland,3541,0.4453046205541848
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,KPD,624,0.07847220650262958
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,PIRATEN,1530,0.1924078140208706
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,PdF,648,0.08149036829119224
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,SPD,275043,34.58851136715184
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,Team Freiheit,1961,0.24660896947380864
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,Tierschutzpartei,8452,1.0628959765388224
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,Volt,1377,0.17316703261878352
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,WLD,953,0.11984617435417626
2026-09-20-20-43-04,2026-09-20T18:43:06.818662+00:00,9e9ad95864d49004cccf10333d6c4fb772b01708,ÖDP,736,0.09255696151592206
2026-09-20-20-45-34,2026-09-20T18:45:37.233966+00:00,803f92d4abf7c7f63d5c89bd8ef5167cce1987d7,AfD,324375,39.927057343562865
2026-09-20-20-45-34,2026-09-20T18:45:37.233966+00:00,803f92d4abf7c7f63d5c89bd8ef5167cce1987d7,BSW,39402,4.849960426824089
2026-09-20-20-45-34,2026-09-20T18:45:37.233966+00:00,803f92d4abf7c7f63d5c89bd8ef5167cce1987d7,Bündnis C,700,0.08616243588591602
2026-09-20-20-45-34,2026-09-20T18:45:37.233966+00:00,803f92d4abf7c7f63d5c89bd8ef5167cce1987d7,CDU,38087,4.68809813655269
2026-09-20-20-45-34,2026-09-20T18:45:37.233966+00:00,803f92d4abf7c7f63d5c89bd8ef5167cce1987d7,Die Linke,50816,6.254900488541011
2026-09-20-20-45-34,2026-09-20T18:45:37.233966+00:00,803f92d4abf7c7f63d5c89bd8ef5167cce1987d7,Die PARTEI,2101,0.25861039685187076
2026-09-20-20-45-34,2026-09-20T18:45:37.233966+00:00,803f92d4abf7c7f63d5c89bd8ef5167cce1987d7,FDP,7850,0.9662501738634867
2026-09-20-20-45-34,2026-09-20T18:45:37.233966+00:00,803f92d4abf7c7f63d5c89bd8ef5167cce1987d7,FREIE WÄHLER,2954,0.3636054794385656
