party,feature,label,n,valid_votes,pearson_equal,spearman_equal,pearson_vote_weighted,spearman_vote_weighted,ballot_context_r,absolute_party_votes_pearson,complete_areas_r,complete_areas_n,without_rostock_schwerin_r,within_block_rank_r,leave_one_block_min,leave_one_block_max
GRÜNE,male_share,Männeranteil,116,1015323,-0.17097944044587243,-0.12872794372044746,-0.29296776854429785,-0.3188918513132197,-0.041197060920604704,-0.12293378659266933,-0.29296776854429785,116,-0.2693008836217115,-0.1601872083119549,-0.3484424249240978,-0.24080299708251846
CDU,male_share,Männeranteil,116,1015323,-0.2657621538622173,-0.16873870756929227,-0.22662366499680542,-0.1858204611788941,-0.008553928012243056,-0.1734796415049298,-0.22662366499680542,116,-0.18029644108360987,-0.1504381702073471,-0.2630472367263715,-0.1591734542531503
BSW,male_share,Männeranteil,116,1015323,0.05996457534722891,0.050751547303271444,0.09364031626499869,0.132002282005054,0.003319351695507589,-0.14083334384232205,0.09364031626499869,116,0.08217280687777978,0.020296311808393277,0.018879252376829934,0.18132778991792414
Tierschutzpartei,male_share,Männeranteil,116,1015323,-0.24521106594894929,-0.19139660938761388,-0.19774735028544693,-0.16199813630070084,-0.005147155238600626,-0.16576314542332252,-0.19774735028544693,116,-0.2833907294823062,-0.1830248625977052,-0.2861672796543008,-0.10543603622938226
FDP,male_share,Männeranteil,116,1015323,-0.11787646433915526,-0.11222081267058778,-0.037528555315648665,-0.03483663169056666,-0.0009348239330616249,-0.14162247037209882,-0.037528555315648665,116,-0.04828997759768209,-0.16646579331248643,-0.08823565903008793,0.005091960797998156
AfD,foreign_citizenship_share,Ausländische Staatsangehörigkeit,116,1015323,-0.23430967145204043,-0.2688578787529312,-0.4522686671812339,-0.5213899781746787,-0.07418652603743417,0.18004763159186737,-0.4522686671812339,116,-0.2724130107802575,-0.2646787759533584,-0.5340570775779617,-0.38408864622134226
SPD,foreign_citizenship_share,Ausländische Staatsangehörigkeit,116,1015323,0.2953823843982012,0.31852535270826127,0.3545369779022681,0.38371043145148714,0.025873213537091953,0.19785609779668156,0.3545369779022681,116,0.2673439398267725,0.3447789164634808,0.30241456726449667,0.4278652888682237
Die Linke,foreign_citizenship_share,Ausländische Staatsangehörigkeit,116,1015323,0.16999508171371036,0.1619651712605236,0.4419276290440682,0.5504602453874154,0.051494101087097593,0.1686246298125823,0.4419276290440682,116,0.3223774057544478,0.17693307381754894,0.40600286893136456,0.5312365132478972
GRÜNE,foreign_citizenship_share,Ausländische Staatsangehörigkeit,116,1015323,0.04288008285125904,-0.02348825587206397,0.3769472435457711,0.37093377235239067,0.05300623557796285,0.1649980807347011,0.3769472435457711,116,0.14704894908738309,-0.06323618911413413,0.2833195841549419,0.4889222050819641
CDU,foreign_citizenship_share,Ausländische Staatsangehörigkeit,116,1015323,0.11221624076527957,0.04727636181909046,0.02142852055081049,-0.025676438781356486,0.0008088211890981804,0.19431464581210137,0.02142852055081049,116,-0.043948634766708954,-0.014757832055258444,-0.10413252905783912,0.08422910705601067
BSW,foreign_citizenship_share,Ausländische Staatsangehörigkeit,116,1015323,-0.25951151574983594,-0.33617806481374696,-0.2675236048344912,-0.37459651064765587,-0.00948314750222168,0.1615066550617971,-0.2675236048344912,116,-0.2629400822209983,-0.3608411678863663,-0.36126752174131227,-0.2310416838514009
Tierschutzpartei,foreign_citizenship_share,Ausländische Staatsangehörigkeit,116,1015323,0.20161770392457593,0.28794833352554494,0.105540902916204,0.1650229950455186,0.0027471185355840313,0.19260507955668973,0.105540902916204,116,0.21867088745988952,0.3178154935413876,0.0047178919522601745,0.22301785378165148
FDP,foreign_citizenship_share,Ausländische Staatsangehörigkeit,116,1015323,-0.005873913668415587,0.008341982854726484,-0.011679672104026144,0.04244511064040636,-0.0002909367792424216,0.17130845031579658,-0.011679672104026144,116,-0.022921493647663372,-0.06071521860856715,-0.13851410321382254,0.079606972127049
AfD,single_household_share,Einpersonenhaushalte,116,1015323,-0.05976090171123893,-0.042471072156229576,-0.49422406308629546,-0.5551232571328398,-0.08106855279847545,0.38301287145045737,-0.49422406308629546,116,-0.21664343403937422,-0.21643540350332055,-0.6101631536030659,-0.3156188971079848
SPD,single_household_share,Einpersonenhaushalte,116,1015323,0.043936952649187344,0.057455887440894936,0.1718315201450485,0.1371705469574064,0.012539830511957194,0.3476989783745579,0.1718315201450485,116,0.05092780647152308,0.3146472282623291,0.1090382183396784,0.2679334121331772
Die Linke,single_household_share,Einpersonenhaushalte,116,1015323,0.35590035633084277,0.23251451197478185,0.6802795232803492,0.7154269965105254,0.07926723797526516,0.3236104856957367,0.6802795232803492,116,0.5649161049759206,0.3241302074454532,0.6100330169419866,0.7179562637805477
GRÜNE,single_household_share,Einpersonenhaushalte,116,1015323,-0.001833082318681765,-0.16741629185407297,0.5078032314112586,0.45837149284641776,0.07140717480314344,0.29986208081939153,0.5078032314112586,116,0.21757707693588116,-0.16041420605846615,0.3200358949749666,0.5996305024390858
CDU,single_household_share,Einpersonenhaushalte,116,1015323,-0.072765657131568,-0.06853496328758697,-0.19009963320210804,-0.13332909497200846,-0.0071753255671139346,0.3370490026550092,-0.19009963320210804,116,-0.23039813500175596,-0.10128796933750465,-0.29558874982803673,-0.10154154869339699
BSW,single_household_share,Einpersonenhaushalte,116,1015323,-0.26865036171311446,-0.28259716295698306,-0.24657755285345054,-0.33276898527354015,-0.008740654141128176,0.3248914629464746,-0.24657755285345054,116,-0.24163781214752064,-0.28477542777812653,-0.3596149501874022,-0.20717689342445958
Tierschutzpartei,single_household_share,Einpersonenhaushalte,116,1015323,0.29142036533418664,0.25108983969553683,0.26190617000650745,0.2939569992103948,0.00681714173679136,0.38426144156721476,0.26190617000650745,116,0.37653560096729916,0.28383508017330245,0.20286349253289793,0.35372821674385485
FDP,single_household_share,Einpersonenhaushalte,116,1015323,-0.1370490402576655,-0.12416099642486449,-0.07524631164966931,-0.0012581509961141788,-0.0018743608010776116,0.31355877719917347,-0.07524631164966931,116,-0.13196749015107886,-0.08647345092442218,-0.14518499660349138,0.02686372178752971
AfD,owner_occupancy_share,Wohneigentumsquote,116,1015323,0.21028838393052646,0.14896042163642179,0.6166165437246469,0.6372219723224262,0.10114483402364532,-0.46436524787540984,0.6166165437246469,116,0.3498542332241202,0.21531953406896367,0.45350070255435976,0.6967901184707906
SPD,owner_occupancy_share,Wohneigentumsquote,116,1015323,-0.1713119953756813,-0.17347129026151728,-0.29960424637466054,-0.27609903847933986,-0.02186436148053347,-0.4400363795555457,-0.29960424637466054,116,-0.1924371601999793,-0.3046100070433198,-0.38278488681005546,-0.23870232357311516
Die Linke,owner_occupancy_share,Wohneigentumsquote,116,1015323,-0.4927381682741658,-0.3482995969321717,-0.7466179230556272,-0.7858646751013499,-0.08699709245703557,-0.39356373912282483,-0.7466179230556272,116,-0.6214458596511149,-0.3888959620375815,-0.7665543700825707,-0.6696023324587279
GRÜNE,owner_occupancy_share,Wohneigentumsquote,116,1015323,-0.10621516226977763,0.10645466969356092,-0.5930596277775121,-0.5194969116197319,-0.08339590985213466,-0.3738540583072468,-0.5930596277775121,116,-0.28485455029493756,0.1600329068868037,-0.6576060001871225,-0.4033614455811595
CDU,owner_occupancy_share,Wohneigentumsquote,116,1015323,0.11853348953432925,0.1388193188395269,0.1751402138200428,0.16208885988469324,0.00661068110908285,-0.4253259246795056,0.1751402138200428,116,0.23282868079965635,0.1734928086304438,0.07534734596159873,0.3024945631186591
BSW,owner_occupancy_share,Wohneigentumsquote,116,1015323,0.22303402560098887,0.24509715353359685,0.21595614766700183,0.2854734357913705,0.007655189917184113,-0.4131105446201348,0.21595614766700183,116,0.2117243018950254,0.2585708705443964,0.17556715496733058,0.2899324393758041
Tierschutzpartei,owner_occupancy_share,Wohneigentumsquote,116,1015323,-0.3057687076255731,-0.2891060029721309,-0.23002096405500455,-0.22389140121632614,-0.00598720341089099,-0.4625254048596726,-0.23002096405500455,116,-0.3756930135808622,-0.36784177796131107,-0.3400101162388307,-0.16024203808209594
FDP,owner_occupancy_share,Wohneigentumsquote,116,1015323,0.11536033295461233,0.10407124143955226,0.042187850980736075,-0.004299330158247899,0.0010508854510790212,-0.398305219665375,0.042187850980736075,116,0.10359641112420878,0.10706847853185149,-0.02144379577240207,0.12025977343860786
AfD,vacancy_share,Wohnungsleerstand,116,1015323,0.6483702784345132,0.6636156046450294,0.6872921394479218,0.7048789181344765,0.11273789209466765,-0.1466924342284216,0.6872921394479218,116,0.6818381674700431,0.54397572805777,0.6131140777399691,0.7295537300202849
SPD,vacancy_share,Wohnungsleerstand,116,1015323,-0.5513846917057185,-0.5416333497515238,-0.5385435730355467,-0.44331515778921066,-0.03930155028291066,-0.20922778506384124,-0.5385435730355467,116,-0.5536524064401714,-0.38767934390838776,-0.5726397620711333,-0.47411558782330854
Die Linke,vacancy_share,Wohnungsleerstand,116,1015323,-0.3563507786470477,-0.43418624678365364,-0.5100477229772329,-0.5515407047362721,-0.059431561369100404,-0.17595437565946162,-0.5100477229772329,116,-0.38100706732250633,-0.34598359856760785,-0.5559190369116764,-0.35228514101036473
GRÜNE,vacancy_share,Wohnungsleerstand,116,1015323,-0.5365123449079913,-0.6305203592264108,-0.580681198712054,-0.6703455262805013,-0.08165525797481406,-0.19793824077353217,-0.580681198712054,116,-0.5224173608041868,-0.587175408143475,-0.6252683113914663,-0.4634640260461714
CDU,vacancy_share,Wohnungsleerstand,116,1015323,-0.07814309244836562,-0.14379459343517642,0.015511652403869342,-0.016910935326601807,0.0005854885367576493,-0.19289253868985096,0.015511652403869342,116,-0.09270456105256474,-0.13674347032910522,-0.08101869557045566,0.089837235777595
BSW,vacancy_share,Wohnungsleerstand,116,1015323,-0.07776730023269836,-0.10011609669381899,-0.018040030507332445,0.003300159508394856,-0.0006394810295392542,-0.19252789382708943,-0.018040030507332445,116,-0.04730505715698124,-0.08903526602061029,-0.0945021636838922,0.06799145741831226
Tierschutzpartei,vacancy_share,Wohnungsleerstand,116,1015323,-0.03720443204142007,-0.07806925821364959,-0.06447680234813617,-0.14912991165617598,-0.0016782632510391239,-0.18827492798620035,-0.06447680234813617,116,-0.0339933463759996,-0.1037281211697038,-0.17266126067180504,0.07361629138994805
FDP,vacancy_share,Wohnungsleerstand,116,1015323,-0.34227278713469295,-0.3659928958159596,-0.3801878725419841,-0.45426977878471797,-0.009470354489340844,-0.2267079637229818,-0.3801878725419841,116,-0.36359369480366505,-0.2708993088204196,-0.44052328446994066,-0.3338111377834916
AfD,rent_eur_m2,Nettokaltmiete je m²,116,1015323,-0.6362485922447726,-0.6781669980127518,-0.7394608750462559,-0.7839577405225133,-0.12129523321212109,0.12314197888689145,-0.7394608750462559,116,-0.6420755932877388,-0.6926838749511,-0.7800156721357154,-0.6432339378130113
SPD,rent_eur_m2,Nettokaltmiete je m²,116,1015323,0.4936158167859881,0.511171301415418,0.469253713178876,0.46426073913438515,0.03424495124877265,0.20073855789403852,0.469253713178876,116,0.44262108230664093,0.6100192306668625,0.40388290543017563,0.544047969322429
Die Linke,rent_eur_m2,Nettokaltmiete je m²,116,1015323,0.28397223071436356,0.38437036983236056,0.5694951454972194,0.5998349846298292,0.06635846836342713,0.1847164611507816,0.5694951454972194,116,0.32303625804886693,0.26209983450626684,0.3538143966395152,0.6638462422705447
GRÜNE,rent_eur_m2,Nettokaltmiete je m²,116,1015323,0.5702439906561383,0.6456305756009085,0.707144283439,0.7673616584311037,0.09943846816066708,0.22232877453892855,0.707144283439,116,0.5885292762189366,0.5530486600169339,0.5932165583233113,0.7496369470768313
CDU,rent_eur_m2,Nettokaltmiete je m²,116,1015323,0.45416565682688526,0.343687347031684,0.29966639313178917,0.2368021718303717,0.011310931515356023,0.22020383029767834,0.29966639313178917,116,0.45290681529131877,0.26097471965084607,0.15662640673948827,0.47461354438047154
BSW,rent_eur_m2,Nettokaltmiete je m²,116,1015323,-0.15628958024285913,-0.14645042407353728,-0.22763045473445132,-0.24397149703230914,-0.008069019478038548,0.16213996873959294,-0.22763045473445132,116,-0.21988376345881114,-0.1542180385663955,-0.3322236389195894,-0.08916475144427824
Tierschutzpartei,rent_eur_m2,Nettokaltmiete je m²,116,1015323,0.26938128129343336,0.3218810622721454,0.202907748518828,0.24584383071884,0.005281474969114698,0.20311996009061434,0.202907748518828,116,0.24884864547926694,0.22956700409546635,0.06224161764795192,0.266672815554245
FDP,rent_eur_m2,Nettokaltmiete je m²,116,1015323,0.4328404093121734,0.48064173384216413,0.4142381915242183,0.5069122145810903,0.010318536702731354,0.2281272009081915,0.4142381915242183,116,0.42476557951547445,0.3785444468284086,0.3173401399347182,0.5746388920539206
AfD,abitur_share,Abitur/Fachhochschulreife,46,679443,-0.7572471654208002,-0.7745297563983965,-0.8756116820986973,-0.8946681993749646,-0.14059915760030245,0.42711913947169994,-0.8756116820986973,46,-0.7831013348260016,-0.7405482206141575,-0.9119087324276366,-0.8006627223197895
SPD,abitur_share,Abitur/Fachhochschulreife,46,679443,0.3420629205424757,0.42991057662658033,0.24868321531398424,0.19950926115106263,0.015522494900131906,0.4797806161103885,0.24868321531398424,46,0.18898903115205273,0.3119868080540584,0.22317201017709803,0.29720367559928407
Die Linke,abitur_share,Abitur/Fachhochschulreife,46,679443,0.601281781789012,0.47838421214924454,0.8265292673395429,0.7678269957175997,0.09737216243819333,0.46455041953381404,0.8265292673395429,46,0.7009830099639379,0.37089468896926386,0.7259533685589258,0.8838018803396067
GRÜNE,abitur_share,Abitur/Fachhochschulreife,46,679443,0.8553359268070704,0.8181930311440024,0.9173995827958407,0.8999528313442133,0.1268579238141892,0.5164790568094031,0.9173995827958407,46,0.8582168145373147,0.7923235381466541,0.867734718985751,0.9359131541643875
CDU,abitur_share,Abitur/Fachhochschulreife,46,679443,0.46222549328681,0.4500154178230034,0.19565974358585317,0.25954499806235,0.007317712781835772,0.5189703544734504,0.19565974358585317,46,0.39462265333150626,0.4492430112996736,0.08594795218760827,0.4633810671243996
BSW,abitur_share,Abitur/Fachhochschulreife,46,679443,0.02982804304765955,0.1301880974406414,-0.16066993516214656,-0.14077002266238245,-0.00585219654536777,0.45269649427132785,-0.16066993516214656,46,-0.16592049799169672,0.14543234542858055,-0.2083904636097162,-0.07107768835813096
Tierschutzpartei,abitur_share,Abitur/Fachhochschulreife,46,679443,0.05718856610490889,-0.007955596669750232,0.1058073821803201,0.0658704628743087,0.002697470230348622,0.4741489058491501,0.1058073821803201,46,0.19163780762813576,-0.052509575023244735,-0.0312690091314875,0.25959184227255194
FDP,abitur_share,Abitur/Fachhochschulreife,46,679443,0.45481923535915464,0.515263644773358,0.4467457038509678,0.481279790799415,0.010727677795590975,0.5374025389262818,0.4467457038509678,46,0.5324377411297563,0.4821878151876872,0.3691544347317854,0.5372745879787482
AfD,no_vocational_qualification_share,Ohne Berufsabschluss,46,679443,-0.18316868111498488,-0.24489670058587729,-0.36366547049955844,-0.5132059053568434,-0.05839467408429589,0.1498287236254558,-0.36366547049955844,46,-0.22890399205334436,-0.17283591066938192,-0.5339303009513612,-0.27367295930450986
SPD,no_vocational_qualification_share,Ohne Berufsabschluss,46,679443,0.2277811273105301,0.2585877274128893,0.15809757364377255,0.1559612908579829,0.009868252577924123,0.1599812459268644,0.15809757364377255,46,0.08336045961417658,0.1419470397566075,0.11047697507930988,0.2178325750218266
Die Linke,no_vocational_qualification_share,Ohne Berufsabschluss,46,679443,0.3018345525498088,0.4315140302189331,0.4401329186181888,0.6207825007100252,0.05185139321688487,0.16034061016547627,0.4401329186181888,46,0.43415398675620775,0.5477830073088564,0.35703771445068466,0.6252240989548383
GRÜNE,no_vocational_qualification_share,Ohne Berufsabschluss,46,679443,0.05749911366634624,0.08825161887141536,0.3457332421171203,0.4899047564514147,0.0478079586158769,0.1539899144734161,0.3457332421171203,46,0.20660573554059905,0.007766541954119335,0.22603173183390526,0.5875996573739826
CDU,no_vocational_qualification_share,Ohne Berufsabschluss,46,679443,-0.21074332446509958,-0.17607153869873574,-0.17809076886184388,0.006682626088285584,-0.006660629681626042,0.14304514139480262,-0.17809076886184388,46,-0.26684696870537405,-0.23269906515528138,-0.30819700793231786,-0.02547221834380687
BSW,no_vocational_qualification_share,Ohne Berufsabschluss,46,679443,-0.16603383327176194,-0.19469626888683317,-0.24073367082296104,-0.35598010066876234,-0.008768415542846067,0.13292160817189153,-0.24073367082296104,46,-0.23728670737859006,-0.3212108214787256,-0.3320266349353909,-0.20765554805643308
Tierschutzpartei,no_vocational_qualification_share,Ohne Berufsabschluss,46,679443,0.24862934029377554,0.2522972556275054,0.23596449478842815,0.1536368452789471,0.006015716361135208,0.18200026279830253,0.23596449478842815,46,0.34811531433515686,0.4702226971051682,0.12682568799873245,0.3456490671949619
FDP,no_vocational_qualification_share,Ohne Berufsabschluss,46,679443,-0.083750773245227,-0.06999691643539932,0.015078778796767835,0.10675891259627185,0.0003620858109844885,0.15071281705420822,0.015078778796767835,46,0.019442843647074853,-0.24721037940746743,-0.15244542758536664,0.0815461290322991
AfD,ilo_unemployment_share,ILO-Erwerbslosenanteil,42,646786,0.1614885217362183,0.15695648650838667,-0.05508399581128975,-0.0881950358276925,-0.008832202474049195,0.20958818769521656,-0.05508399581128975,42,-0.08504962788318217,-0.0709099035574216,-0.15000764258418386,-0.013260269486236334
SPD,ilo_unemployment_share,ILO-Erwerbslosenanteil,42,646786,-0.220470225840086,-0.237014828620047,-0.14802746271096673,-0.10688858576801691,-0.009070728395332017,0.1493611550274031,-0.14802746271096673,42,-0.19891240688748452,0.0071420079355498725,-0.20488309608451577,-0.033052235327968645
Die Linke,ilo_unemployment_share,ILO-Erwerbslosenanteil,42,646786,0.21503665534043123,0.14690867838910948,0.2173817784937443,0.26368654734776836,0.025365273207266614,0.13600842655620152,0.2173817784937443,42,0.47933210136363863,0.4075350564844588,0.16012159498680287,0.5010362276543311
GRÜNE,ilo_unemployment_share,ILO-Erwerbslosenanteil,42,646786,-0.14453269415730075,-0.3656915971153067,0.10003760109051897,0.03881721756627525,0.013930121147034126,0.11556237215888036,0.10003760109051897,42,0.15895756906120428,-0.24910246426754737,0.03674814479841914,0.21297084799313004
CDU,ilo_unemployment_share,ILO-Erwerbslosenanteil,42,646786,-0.14260098820589537,-0.08305647840531562,-0.06782954136207496,0.03184584858534029,-0.002508731796854395,0.1566452454210866,-0.06782954136207496,42,-0.19629997260908086,-0.09796295332223143,-0.1783245795601317,0.07882593442278574
BSW,ilo_unemployment_share,ILO-Erwerbslosenanteil,42,646786,-0.1915110742580349,-0.25824487480755204,-0.18963913675060246,-0.28600412967538114,-0.006898825408849097,0.1402872466695585,-0.18963913675060246,42,-0.19288070803309484,-0.18868512396317336,-0.4712694938218873,-0.015534583000920834
Tierschutzpartei,ilo_unemployment_share,ILO-Erwerbslosenanteil,42,646786,0.10223993928748103,0.078518758609513,0.2252728762303153,0.11749077863709295,0.005751987621587129,0.1887781717007642,0.2252728762303153,42,0.32513713615820666,0.13631597974193296,0.11663108563940594,0.3214884701901439
FDP,ilo_unemployment_share,ILO-Erwerbslosenanteil,42,646786,-0.17082066525761214,-0.19909245604083947,-0.10941869329530848,-0.15314753491461147,-0.002581824618728134,0.13514825177299442,-0.10941869329530848,42,-0.08284552882376624,-0.17092520265640712,-0.3480070840616351,-0.04834173881243407
AfD,manufacturing_share,Produzierendes Gewerbe,46,679443,-0.060310612760615646,-0.06493987049028677,0.17935758932215,0.15580061656790867,0.02879989667048871,-0.2450665811293495,0.17935758932215,46,0.00011408140328853594,0.09716178290498133,0.06504847773402143,0.27749700308290925
SPD,manufacturing_share,Produzierendes Gewerbe,46,679443,0.44420605527905793,0.41301264261486276,0.3547095269910767,0.4235861994735313,0.022140524509446317,-0.17886612800674126,0.3547095269910767,46,0.4420532339765425,0.18573113436698407,0.24343649889765057,0.4275558246492954
Die Linke,manufacturing_share,Produzierendes Gewerbe,46,679443,-0.10155056890632266,-0.011779216774591428,-0.28974754831075034,-0.20355700671765653,-0.0341347202755404,-0.1626622108797891,-0.28974754831075034,46,-0.1809669174298481,-0.005279768103089551,-0.34512981689778444,-0.21496385081751337
