geo_id,source_key,source_name,valid_second_votes
130745459,mv:GEMEINDE:13074074,"Schönberg, Stadt",1975
130745455,mv:GEMEINDE:13074075,Seehof,474
130745459,mv:GEMEINDE:13074076,Selmsdorf,1358
130745453,mv:GEMEINDE:13074077,Testorf-Steinfort,382
130745458,mv:GEMEINDE:13074078,Thandorf,101
130745453,mv:GEMEINDE:13074079,Upahl,834
130745458,mv:GEMEINDE:13074080,Utecht,229
130745452,mv:GEMEINDE:13074081,Veelböken,278
130745451,mv:GEMEINDE:13074082,Ventschow,411
130745457,mv:GEMEINDE:13074084,"Warin, Stadt",1430
130745453,mv:GEMEINDE:13074085,Warnow,265
13074087,mv:GEMEINDE:13074087,"Wismar, Hansestadt",25058
130745455,mv:GEMEINDE:13074088,Zickhusen,322
130745454,mv:GEMEINDE:13074089,Zierow,395
130745457,mv:GEMEINDE:13074090,Zurow,634
130745457,mv:GEMEINDE:13074091,Züsow,147
130745458,mv:GEMEINDE:13074092,Wedendorfersee,379
130745453,mv:GEMEINDE:13074093,Stepenitztal,903
130745459,mv:GEMEINDE:13074094,Siemz-Niendorf,313
130745451,mv:GEMEINDE:13074751,Briefwahl Dorf Mecklenburg-Bad Kleinen,2361
130745452,mv:GEMEINDE:13074752,Briefwahl Gadebusch,2060
130745453,mv:GEMEINDE:13074753,Briefwahl Grevesmühlen-Land,1423
130745454,mv:GEMEINDE:13074754,Briefwahl Klützer Winkel,2421
130745455,mv:GEMEINDE:13074755,Briefwahl Lützow-Lübstorf,2594
130745456,mv:GEMEINDE:13074756,Briefwahl Neuburg,1207
130745457,mv:GEMEINDE:13074757,Briefwahl Neukloster-Warin,2157
130745458,mv:GEMEINDE:13074758,Briefwahl Rehna,1912
130745459,mv:GEMEINDE:13074759,Briefwahl Schönberger Land,3269
130755552,mv:GEMEINDE:13075001,Ahlbeck,345
130755554,mv:GEMEINDE:13075002,Alt Tellin,198
130755552,mv:GEMEINDE:13075003,"Altwarp, Fischerdorf",228
130755559,mv:GEMEINDE:13075004,Altwigshagen,220
13075005,mv:GEMEINDE:13075005,"Anklam, Hansestadt",6934
130755563,mv:GEMEINDE:13075006,Bandelin,273
130755553,mv:GEMEINDE:13075007,Bargischow,173
130755555,mv:GEMEINDE:13075008,Behrenhoff,461
130755554,mv:GEMEINDE:13075009,Bentzin,460
130755562,mv:GEMEINDE:13075010,Benz,576
130755556,mv:GEMEINDE:13075011,Bergholz,155
130755556,mv:GEMEINDE:13075012,Blankensee,251
130755553,mv:GEMEINDE:13075013,Blesewitz,119
130755553,mv:GEMEINDE:13075015,Boldekow,333
130755556,mv:GEMEINDE:13075016,Boock,263
130755560,mv:GEMEINDE:13075017,Brietzig,105
130755557,mv:GEMEINDE:13075018,Brünzow,348
130755553,mv:GEMEINDE:13075020,Bugewitz,144
130755551,mv:GEMEINDE:13075021,Buggenhagen,130
130755553,mv:GEMEINDE:13075022,Butzow,251
130755554,mv:GEMEINDE:13075023,Daberkow,185
130755555,mv:GEMEINDE:13075025,Dargelin,209
130755562,mv:GEMEINDE:13075026,Dargen,309
130755555,mv:GEMEINDE:13075027,Dersekow,611
130755553,mv:GEMEINDE:13075029,Ducherow,1061
130755552,mv:GEMEINDE:13075031,"Eggesin, Stadt",2327
130755560,mv:GEMEINDE:13075032,Fahrenwalde,161
130755559,mv:GEMEINDE:13075033,Ferdinandshof,1234
130755562,mv:GEMEINDE:13075034,Garz,121
130755556,mv:GEMEINDE:13075035,Glasow,70
130755558,mv:GEMEINDE:13075036,Görmin,502
130755552,mv:GEMEINDE:13075037,Grambin,272
130755556,mv:GEMEINDE:13075038,Grambow,345
13075039,mv:GEMEINDE:13075039,"Greifswald, Universitäts-und Hansestadt",34958
130755563,mv:GEMEINDE:13075040,Gribow,91
130755563,mv:GEMEINDE:13075041,Groß Kiesow,668
130755560,mv:GEMEINDE:13075042,Groß Luckow,112
130755563,mv:GEMEINDE:13075043,Groß Polzin,210
130755563,mv:GEMEINDE:13075044,"Gützkow, Stadt",1326
130755559,mv:GEMEINDE:13075045,Hammer a. d. Uecker,245
130755557,mv:GEMEINDE:13075046,Hanshagen,526
130755559,mv:GEMEINDE:13075048,Heinrichswalde,197
13075049,mv:GEMEINDE:13075049,"Heringsdorf, Ostseebad",4793
130755555,mv:GEMEINDE:13075050,Hinrichshagen,545
130755552,mv:GEMEINDE:13075051,Hintersee,169
130755553,mv:GEMEINDE:13075053,Iven,77
130755554,mv:GEMEINDE:13075054,"Jarmen, Stadt",1235
130755560,mv:GEMEINDE:13075055,Jatznick,1141
130755562,mv:GEMEINDE:13075056,Kamminke,123
130755561,mv:GEMEINDE:13075058,"Karlshagen, Ostseebad",1480
130755557,mv:GEMEINDE:13075059,Katzow,289
130755557,mv:GEMEINDE:13075060,Kemnitz,622
130755563,mv:GEMEINDE:13075061,Klein Bünzow,373
130755560,mv:GEMEINDE:13075063,Koblentz,112
130755562,mv:GEMEINDE:13075065,Korswandt,343
130755562,mv:GEMEINDE:13075066,"Koserow, Ostseebad",852
130755556,mv:GEMEINDE:13075067,Krackow,247
130755553,mv:GEMEINDE:13075068,Krien,318
130755557,mv:GEMEINDE:13075069,Kröslin,881
130755554,mv:GEMEINDE:13075070,Kruckow,330
130755560,mv:GEMEINDE:13075071,Krugsdorf,253
130755551,mv:GEMEINDE:13075072,Krummin,142
130755553,mv:GEMEINDE:13075073,Krusenfelde,81
130755551,mv:GEMEINDE:13075074,"Lassan, Stadt",677
130755552,mv:GEMEINDE:13075075,Leopoldshagen,322
130755555,mv:GEMEINDE:13075076,Levenhagen,218
130755552,mv:GEMEINDE:13075078,Liepgarten,418
130755556,mv:GEMEINDE:13075079,Löcknitz,1142
130755562,mv:GEMEINDE:13075080,"Loddin, Seebad",539
130755557,mv:GEMEINDE:13075081,Loissin,465
130755558,mv:GEMEINDE:13075082,"Loitz, Stadt",2120
130755557,mv:GEMEINDE:13075083,"Lubmin, Seebad",1050
130755552,mv:GEMEINDE:13075084,Lübs,192
130755552,mv:GEMEINDE:13075085,Luckow,325
130755551,mv:GEMEINDE:13075087,Lütow,243
130755553,mv:GEMEINDE:13075088,Medow,292
130755552,mv:GEMEINDE:13075089,Meiersberg,245
130755562,mv:GEMEINDE:13075090,Mellenthin,260
130755555,mv:GEMEINDE:13075091,Mesekenhagen,510
130755561,mv:GEMEINDE:13075092,Mölschow,382
130755552,mv:GEMEINDE:13075093,Mönkebude,415
130755563,mv:GEMEINDE:13075094,Murchin,451
130755556,mv:GEMEINDE:13075095,Nadrensee,106
130755557,mv:GEMEINDE:13075097,Neu Boltenhagen,346
130755553,mv:GEMEINDE:13075098,Neu Kosenow,235
130755553,mv:GEMEINDE:13075101,Neuenkirchen,129
130755555,mv:GEMEINDE:13075102,Neuenkirchen,949
130755560,mv:GEMEINDE:13075103,Nieden,92
130755560,mv:GEMEINDE:13075104,Papendorf,120
13075105,mv:GEMEINDE:13075105,"Pasewalk, Stadt",5459
130755561,mv:GEMEINDE:13075106,Peenemünde,240
130755556,mv:GEMEINDE:13075107,"Penkun, Stadt",787
130755556,mv:GEMEINDE:13075108,Plöwen,140
130755560,mv:GEMEINDE:13075109,Polzow,140
130755553,mv:GEMEINDE:13075110,Postlow,149
130755562,mv:GEMEINDE:13075111,Pudagla,317
130755556,mv:GEMEINDE:13075113,Ramin,211
130755562,mv:GEMEINDE:13075114,Rankwitz,305
130755560,mv:GEMEINDE:13075115,Rollwitz,469
130755553,mv:GEMEINDE:13075116,Rossin,102
130755556,mv:GEMEINDE:13075117,Rossow,232
130755559,mv:GEMEINDE:13075118,Rothemühl,161
130755556,mv:GEMEINDE:13075119,Rothenklempenow,304
130755557,mv:GEMEINDE:13075120,Rubenow,406
130755563,mv:GEMEINDE:13075121,Rubkow,375
130755553,mv:GEMEINDE:13075122,Sarnow,193
130755558,mv:GEMEINDE:13075123,Sassen-Trantow,509
130755551,mv:GEMEINDE:13075124,Sauzin,247
130755563,mv:GEMEINDE:13075125,Schmatzin,134
130755560,mv:GEMEINDE:13075126,Schönwalde,228
130755553,mv:GEMEINDE:13075127,Spantekow,471
130755553,mv:GEMEINDE:13075128,Stolpe an der Peene,163
130755562,mv:GEMEINDE:13075129,Stolpe auf Usedom,214
13075130,mv:GEMEINDE:13075130,"Strasburg (Uckermark), Stadt",2564
130755559,mv:GEMEINDE:13075131,"Torgelow, Stadt",3885
130755561,mv:GEMEINDE:13075133,"Trassenheide, Ostseebad",482
130755554,mv:GEMEINDE:13075134,Tutow,479
130755562,mv:GEMEINDE:13075135,"Ückeritz, Seebad",585
13075136,mv:GEMEINDE:13075136,"Ueckermünde, Seebad, Stadt",5019
130755562,mv:GEMEINDE:13075137,"Usedom, Stadt",765
130755560,mv:GEMEINDE:13075138,Viereck,516
130755552,mv:GEMEINDE:13075139,Vogelsang-Warsin,224
130755554,mv:GEMEINDE:13075140,Völschow,245
130755555,mv:GEMEINDE:13075141,Wackerow,736
130755555,mv:GEMEINDE:13075142,Weitenhagen,1206
130755559,mv:GEMEINDE:13075143,Wilhelmsburg,410
130755551,mv:GEMEINDE:13075144,"Wolgast, Stadt",5083
130755563,mv:GEMEINDE:13075145,Wrangelsburg,123
130755557,mv:GEMEINDE:13075146,Wusterhusen,550
130755551,mv:GEMEINDE:13075147,Zemitz,419
130755562,mv:GEMEINDE:13075148,"Zempin, Seebad",478
130755560,mv:GEMEINDE:13075149,Zerrenthin,277
130755563,mv:GEMEINDE:13075150,Ziethen,248
130755561,mv:GEMEINDE:13075151,"Zinnowitz, Ostseebad",1717
130755562,mv:GEMEINDE:13075152,Zirchow,323
130755563,mv:GEMEINDE:13075154,Züssow,565
130755553,mv:GEMEINDE:13075155,Neetzow-Liepen,405
130755563,mv:GEMEINDE:13075156,Karlsburg,945
130755551,mv:GEMEINDE:13075751,Briefwahl Am Peenestrom,1967
130755552,mv:GEMEINDE:13075752,Briefwahl Am Stettiner Haff,1366
130755553,mv:GEMEINDE:13075753,Briefwahl Anklam-Land,1250
130755554,mv:GEMEINDE:13075754,Briefwahl Jarmen-Tutow,998
130755555,mv:GEMEINDE:13075755,Briefwahl Landhagen,2192
130755556,mv:GEMEINDE:13075756,Briefwahl Löcknitz-Penkun,1391
130755557,mv:GEMEINDE:13075757,Briefwahl Lubmin,1785
130755558,mv:GEMEINDE:13075758,Briefwahl Peenetal/Loitz,755
130755559,mv:GEMEINDE:13075759,Briefwahl Torgelow-Ferdinandshof,1896
130755560,mv:GEMEINDE:13075760,Briefwahl Uecker-Randow-Tal,846
130755561,mv:GEMEINDE:13075761,Briefwahl Usedom-Nord,2108
130755562,mv:GEMEINDE:13075762,Briefwahl Usedom-Süd,1735
130755563,mv:GEMEINDE:13075763,Briefwahl Züssow,1598
130765659,mv:GEMEINDE:13076001,Alt Krenzlin,352
130765658,mv:GEMEINDE:13076002,Alt Zachun,212
130765657,mv:GEMEINDE:13076003,Balow,182
130765658,mv:GEMEINDE:13076004,Bandenitz,304
130765668,mv:GEMEINDE:13076005,Banzkow,1459
130765663,mv:GEMEINDE:13076006,Barkhagen,306
130765668,mv:GEMEINDE:13076007,Barnin,254
130765658,mv:GEMEINDE:13076008,Belsch,124
130765652,mv:GEMEINDE:13076009,Bengerstorf,279
130765652,mv:GEMEINDE:13076010,Besitz,252
130765664,mv:GEMEINDE:13076011,Blankenberg,226
130765660,mv:GEMEINDE:13076012,Blievenstorf,254
130765658,mv:GEMEINDE:13076013,Bobzin,151
13076014,mv:GEMEINDE:13076014,"Boizenburg/Elbe, Stadt",6431
130765664,mv:GEMEINDE:13076015,Borkow,233
130765652,mv:GEMEINDE:13076016,Brahlstorf,353
130765660,mv:GEMEINDE:13076017,Brenz,244
130765659,mv:GEMEINDE:13076018,Bresegard bei Eldena,106
130765658,mv:GEMEINDE:13076019,Bresegard bei Picher,155
130765664,mv:GEMEINDE:13076020,"Brüel, Stadt",1155
130765657,mv:GEMEINDE:13076021,Brunow,182
130765668,mv:GEMEINDE:13076023,Bülow,183
130765668,mv:GEMEINDE:13076024,Cambs,321
130765668,mv:GEMEINDE:13076025,"Crivitz, Stadt",2204
130765664,mv:GEMEINDE:13076026,Dabel,691
130765657,mv:GEMEINDE:13076027,Dambeck,177
130765668,mv:GEMEINDE:13076029,Demen,467
130765652,mv:GEMEINDE:13076030,Dersenow,215
130765656,mv:GEMEINDE:13076032,Dobbertin,487
130765668,mv:GEMEINDE:13076033,Dobin am See,1043
130765654,mv:GEMEINDE:13076034,"Dömitz, Stadt",1164
130765662,mv:GEMEINDE:13076035,Domsühl,602
130765665,mv:GEMEINDE:13076036,Dümmer,734
130765657,mv:GEMEINDE:13076037,Eldena,633
130765668,mv:GEMEINDE:13076038,Friedrichsruhe,476
130765667,mv:GEMEINDE:13076039,Gallin,257
130765655,mv:GEMEINDE:13076040,Gallin-Kuppentin,242
130765658,mv:GEMEINDE:13076041,Gammelin,260
130765668,mv:GEMEINDE:13076044,Gneven,179
130765659,mv:GEMEINDE:13076046,Göhlen,357
130765656,mv:GEMEINDE:13076048,"Goldberg, Stadt",1504
130765657,mv:GEMEINDE:13076049,Gorlosen,224
130765657,mv:GEMEINDE:13076050,"Grabow, Stadt",3491
130765655,mv:GEMEINDE:13076051,Granzin,216
130765654,mv:GEMEINDE:13076053,Grebs-Niendorf,324
130765652,mv:GEMEINDE:13076054,Gresse,360
130765652,mv:GEMEINDE:13076055,Greven,316
130765662,mv:GEMEINDE:13076056,Groß Godems,201
130765658,mv:GEMEINDE:13076057,Groß Krams,86
130765659,mv:GEMEINDE:13076058,Groß Laasch,529
13076060,mv:GEMEINDE:13076060,"Hagenow, Stadt",6353
130765664,mv:GEMEINDE:13076062,Hohen Pritz,171
130765665,mv:GEMEINDE:13076063,Holthusen,511
130765658,mv:GEMEINDE:13076064,Hoort,351
130765658,mv:GEMEINDE:13076065,Hülseburg,95
130765654,mv:GEMEINDE:13076067,Karenz,124
130765662,mv:GEMEINDE:13076068,Karrenzin,311
130765657,mv:GEMEINDE:13076069,Karstädt,275
130765658,mv:GEMEINDE:13076070,Kirch Jesar,368
130765665,mv:GEMEINDE:13076071,Klein Rogahn,680
130765664,mv:GEMEINDE:13076072,Kobrow,181
130765667,mv:GEMEINDE:13076073,Kogel,341
130765655,mv:GEMEINDE:13076075,Kreien,209
130765657,mv:GEMEINDE:13076076,Kremmin,162
130765655,mv:GEMEINDE:13076077,Kritzow,244
130765664,mv:GEMEINDE:13076078,Kuhlen-Wendorf,411
130765658,mv:GEMEINDE:13076079,Kuhstorf,411
130765668,mv:GEMEINDE:13076080,Langen Brütz,256
130765668,mv:GEMEINDE:13076082,Leezen,1041
130765662,mv:GEMEINDE:13076085,Lewitzrand,787
130765659,mv:GEMEINDE:13076086,Lübesse,427
130765659,mv:GEMEINDE:13076087,Lüblow,336
13076088,mv:GEMEINDE:13076088,"Lübtheen, Stadt",2582
130765655,mv:GEMEINDE:13076089,"Lübz, Stadt",2900
13076090,mv:GEMEINDE:13076090,"Ludwigslust, Stadt",7184
130765667,mv:GEMEINDE:13076092,Lüttow-Valluhn,367
130765654,mv:GEMEINDE:13076093,Malk Göhren,237
130765654,mv:GEMEINDE:13076094,Malliß,513
130765656,mv:GEMEINDE:13076096,Mestlin,371
130765657,mv:GEMEINDE:13076097,Milow,175
130765657,mv:GEMEINDE:13076098,Möllenbeck,92
130765658,mv:GEMEINDE:13076099,Moraas,247
130765657,mv:GEMEINDE:13076100,Muchow,168
130765664,mv:GEMEINDE:13076101,Mustin,182
130765652,mv:GEMEINDE:13076102,Neu Gülze,438
130765654,mv:GEMEINDE:13076103,Neu Kaliß,861
130765656,mv:GEMEINDE:13076104,Neu Poserin,268
130765660,mv:GEMEINDE:13076105,"Neustadt-Glewe, Stadt",2812
130765652,mv:GEMEINDE:13076106,Nostorf,271
130765665,mv:GEMEINDE:13076107,Pampow,1577
13076108,mv:GEMEINDE:13076108,"Parchim, Stadt",9746
130765655,mv:GEMEINDE:13076109,Passow,384
130765658,mv:GEMEINDE:13076110,Pätow-Steegen,221
130765658,mv:GEMEINDE:13076111,Picher,321
130765668,mv:GEMEINDE:13076112,Pinnow,986
130765668,mv:GEMEINDE:13076113,Plate,1813
130765663,mv:GEMEINDE:13076114,"Plau am See, Stadt",2874
130765657,mv:GEMEINDE:13076115,Prislich,380
130765658,mv:GEMEINDE:13076116,Pritzier,182
130765668,mv:GEMEINDE:13076117,Raben Steinfeld,535
130765659,mv:GEMEINDE:13076118,Rastow,1064
130765658,mv:GEMEINDE:13076119,Redefin,249
130765662,mv:GEMEINDE:13076120,Rom,480
130765665,mv:GEMEINDE:13076121,Schossin,146
130765652,mv:GEMEINDE:13076122,Schwanheide,378
130765655,mv:GEMEINDE:13076125,Siggelkow,478
130765662,mv:GEMEINDE:13076126,Spornitz,656
130765664,mv:GEMEINDE:13076128,"Sternberg, Stadt",1645
130765662,mv:GEMEINDE:13076129,Stolpe,181
130765665,mv:GEMEINDE:13076130,Stralendorf,606
130765658,mv:GEMEINDE:13076131,Strohkirchen,206
130765668,mv:GEMEINDE:13076133,Sukow,810
130765659,mv:GEMEINDE:13076134,Sülstorf,536
130765656,mv:GEMEINDE:13076135,Techentin,338
130765652,mv:GEMEINDE:13076136,Teldau,410
130765652,mv:GEMEINDE:13076138,Tessin b. Boizenburg,235
130765668,mv:GEMEINDE:13076140,Tramm,437
130765659,mv:GEMEINDE:13076141,Uelitz,301
130765667,mv:GEMEINDE:13076142,Vellahn,1424
130765654,mv:GEMEINDE:13076143,Vielank,585
130765658,mv:GEMEINDE:13076145,Warlitz,210
130765659,mv:GEMEINDE:13076146,Warlow,285
130765665,mv:GEMEINDE:13076147,Warsow,337
130765664,mv:GEMEINDE:13076148,Weitendorf,196
130765655,mv:GEMEINDE:13076151,Werder,182
130765666,mv:GEMEINDE:13076152,"Wittenburg, Stadt",3577
130765666,mv:GEMEINDE:13076153,Wittendörp,1967
130765665,mv:GEMEINDE:13076154,Wittenförden,1279
130765664,mv:GEMEINDE:13076155,Witzin,260
130765659,mv:GEMEINDE:13076156,Wöbbelin,426
130765668,mv:GEMEINDE:13076158,Zapel,219
130765667,mv:GEMEINDE:13076159,"Zarrentin am Schaalsee, Stadt",3383
130765662,mv:GEMEINDE:13076160,Ziegendorf,294
130765657,mv:GEMEINDE:13076161,Zierzow,212
130765662,mv:GEMEINDE:13076162,Zölkow,435
130765665,mv:GEMEINDE:13076163,Zülow,76
130765662,mv:GEMEINDE:13076164,Obere Warnow,402
130765655,mv:GEMEINDE:13076165,Gehlsbach,230
130765663,mv:GEMEINDE:13076166,Ganzlin,754
130765664,mv:GEMEINDE:13076167,Kloster Tempzin,329
130765655,mv:GEMEINDE:13076168,Ruhner Berge,880
130765658,mv:GEMEINDE:13076169,Toddin,449
130765652,mv:GEMEINDE:13076752,Briefwahl Boizenburg-Land,1062
130765654,mv:GEMEINDE:13076754,Briefwahl Dömitz-Malliß,1629
130765655,mv:GEMEINDE:13076755,Briefwahl Eldenburg Lübz,1739
130765656,mv:GEMEINDE:13076756,Briefwahl Goldberg-Mildenitz,931
130765657,mv:GEMEINDE:13076757,Briefwahl Amt Grabow,743
130765658,mv:GEMEINDE:13076758,Briefwahl Hagenow-Land,1292
130765659,mv:GEMEINDE:13076759,Briefwahl Ludwigslust-Land,1055
130765660,mv:GEMEINDE:13076760,Briefwahl Neustadt-Glewe,1085
130765662,mv:GEMEINDE:13076762,Briefwahl Parchimer Umland,1189
130765663,mv:GEMEINDE:13076763,Briefwahl Plau am See,1228
130765664,mv:GEMEINDE:13076764,Briefwahl Sternberger Seenlandschaft,2274
130765665,mv:GEMEINDE:13076765,Briefwahl Stralendorf,2458
130765667,mv:GEMEINDE:13076767,Briefwahl Zarrentin,834
130765668,mv:GEMEINDE:13076768,Briefwahl Crivitz,5092
