row_key,ags,municipality_name,gebietsart,gebietsnummer,wahlkreisnummer,wahlbezirk_name,wahllokal,reported_precincts,total_precincts,voters_total,valid_votes_erst,valid_votes_zweit,voters_total_2021,valid_votes_erst_2021,valid_votes_zweit_2021,delta_voters_total_vs_2021,delta_valid_votes_erst_vs_2021,delta_valid_votes_zweit_vs_2021,payload_hash,is_municipality_summary
lsa:GEMEINDE:15001000,15001000,"Dessau-Roßlau, Stadt",GEMEINDE,15001000,,,,0,79,0,0,0,,,,,,,aaad34b65134814eade1c3f4beacc6524a48a5a4b5085dcb5b302d65c0d23a57,True
lsa:GEMEINDE:15002000,15002000,"Halle (Saale), Stadt",GEMEINDE,15002000,,,,0,186,0,0,0,,,,,,,842e29d58ddddb859c0ec1acc1e51544cd45e2ab8bda6526775dbb57ae9fcf40,True
lsa:GEMEINDE:15003000,15003000,"Magdeburg, Landeshauptstadt",GEMEINDE,15003000,,,,0,218,0,0,0,,,,,,,d133dcc2a0f1565c1b3633546279fe6944a13c64b7f2ee94e9cac73d2c97ea72,True
lsa:GEMEINDE:15081026,15081026,"Apenburg-Winterfeld, Flecken",GEMEINDE,15081026,,,,0,4,0,0,0,,,,,,,a5f2069d6bbb64456450af00a20552599513f54026b5a268da3432e478bad31b,True
lsa:GEMEINDE:15081030,15081030,"Arendsee (Altmark), Stadt",GEMEINDE,15081030,,,,0,17,0,0,0,,,,,,,f3574d4d7e1ff926ca7826640a472978141d6daf1fcdc247eab74575bb22cc96,True
lsa:GEMEINDE:15081045,15081045,Beetzendorf,GEMEINDE,15081045,,,,0,7,0,0,0,,,,,,,78a41d4722caeda5763dd5d268c9b0ee1a433ea701a1167745f33524db16bb62,True
lsa:GEMEINDE:15081095,15081095,Dähre,GEMEINDE,15081095,,,,0,3,0,0,0,,,,,,,8ea9cd758fe986b66a3aaca196dbf1288e23df47093004ac31ff7bbf00415de7,True
lsa:GEMEINDE:15081105,15081105,"Diesdorf, Flecken",GEMEINDE,15081105,,,,0,2,0,0,0,,,,,,,10c5a751c1e5b35e4483b3ad1ccf06fbe61704370fedf5a4950800bc68ee3478,True
lsa:GEMEINDE:15081135,15081135,"Gardelegen, Hansestadt",GEMEINDE,15081135,,,,0,40,0,0,0,,,,,,,b84ed5ace13d9893e3f9ed46f6074806811f244ab930b04ba421f4bf5d760079,True
lsa:GEMEINDE:15081225,15081225,Jübar,GEMEINDE,15081225,,,,0,6,0,0,0,,,,,,,4e0defb67a289fdbc451f8e7d31ff250d29c372f68b6531658816377d63e59c8,True
lsa:GEMEINDE:15081240,15081240,"Kalbe (Milde), Stadt",GEMEINDE,15081240,,,,0,18,0,0,0,,,,,,,391772455a30848f3087d3216db85e50d5c20ab4316bbe0f78fd6e91d879887b,True
lsa:GEMEINDE:15081280,15081280,"Klötze, Stadt",GEMEINDE,15081280,,,,0,19,0,0,0,,,,,,,a7b51221bf1747535072601b541c7ffe288420241954a22c0bc72255a08e7626,True
lsa:GEMEINDE:15081290,15081290,Kuhfelde,GEMEINDE,15081290,,,,0,4,0,0,0,,,,,,,e1ad25cd267e7cf81befd5b85ce5079cb730834ac70a89faf6d554cc25a459f8,True
lsa:GEMEINDE:15081440,15081440,Rohrberg,GEMEINDE,15081440,,,,0,4,0,0,0,,,,,,,75005ffce6097fef151b6e384bd3a1521005602703d3ecb6bf6c6ffc7d948606,True
lsa:GEMEINDE:15081455,15081455,"Salzwedel, Hansestadt",GEMEINDE,15081455,,,,0,25,0,0,0,,,,,,,5202b5017e07564896b1f62ae3008b034df869913aaab356b328c5926d599ef5,True
lsa:GEMEINDE:15081545,15081545,Wallstawe,GEMEINDE,15081545,,,,0,3,0,0,0,,,,,,,4a3c83557b71e609124f076c43d19adddb26e0d7a1ce6c336b45582eb14fe658,True
lsa:GEMEINDE:15082005,15082005,"Aken (Elbe), Stadt",GEMEINDE,15082005,,,,0,9,0,0,0,,,,,,,feff8f3e1148bd5853f5abd6272d492b86a84aa669bd5bbc7a426d561899f596,True
lsa:GEMEINDE:15082015,15082015,"Bitterfeld-Wolfen, Stadt",GEMEINDE,15082015,,,,0,31,0,0,0,,,,,,,a293106eb22f85dddcbb51b708e4fc293af296d3ec01b4396fc7f8b452e00107,True
lsa:GEMEINDE:15082180,15082180,"Köthen (Anhalt), Stadt",GEMEINDE,15082180,,,,0,24,0,0,0,,,,,,,a55e6bd97bc4abd7c686c868b4f38b94af673deceddcb7af9f44d9033dbd7a99,True
lsa:GEMEINDE:15082241,15082241,Muldestausee,GEMEINDE,15082241,,,,0,16,0,0,0,,,,,,,67261987deaeab9f9a33b18f8203b6625aabd562b3b38d404e3bbbacb2afd3c2,True
lsa:GEMEINDE:15082256,15082256,Osternienburger Land,GEMEINDE,15082256,,,,0,19,0,0,0,,,,,,,a4b557a142faf911052c2b83a36a5c744274e02ae816e67ce4b88a96b8a6ab1d,True
lsa:GEMEINDE:15082301,15082301,"Raguhn-Jeßnitz, Stadt",GEMEINDE,15082301,,,,0,11,0,0,0,,,,,,,202ec90f3703479aa089f2a9da29203867d4058f0ef6b46e5914b4a37dd07859,True
lsa:GEMEINDE:15082340,15082340,"Sandersdorf-Brehna, Stadt",GEMEINDE,15082340,,,,0,17,0,0,0,,,,,,,add9a1e278b0703e28d29d708865946d7891395709195cce5483ed6de830219b,True
lsa:GEMEINDE:15082377,15082377,"Südliches Anhalt, Stadt",GEMEINDE,15082377,,,,0,28,0,0,0,,,,,,,97fa20a8560463b9c1a0d5d23befad1de2fa6d6309b94e1a187527fe7ebeecad,True
lsa:GEMEINDE:15082430,15082430,"Zerbst/Anhalt, Stadt",GEMEINDE,15082430,,,,0,36,0,0,0,,,,,,,dbb26630570b4efd358611ba1ade77e36f9fea46d8a91e637a4ca4a2d7d14565,True
lsa:GEMEINDE:15082440,15082440,"Zörbig, Stadt",GEMEINDE,15082440,,,,0,13,0,0,0,,,,,,,aa7988952faa0aada05b0c2520d76e26fa82eb7198047b9dd4b1cc346e862ba0,True
lsa:GEMEINDE:15083020,15083020,Altenhausen,GEMEINDE,15083020,,,,0,4,0,0,0,,,,,,,22ded76fe6994167d23b752d2584a1753e770ca48ebf00d1bd660ddc123323ab,True
lsa:GEMEINDE:15083025,15083025,Am Großen Bruch,GEMEINDE,15083025,,,,0,5,0,0,0,,,,,,,5cd2e566fdbc626afc5175e5607ffeeb9ad2feb248400b2b8483d31a22389f54,True
lsa:GEMEINDE:15083030,15083030,Angern,GEMEINDE,15083030,,,,0,5,0,0,0,,,,,,,178a5957c3988badde7c38361cb0bd0ae3977c3dc235ba6715ac177fc63e06b2,True
