area_level,area_id,area_name,vote_type,party_name,votes,valid_votes
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,FDP,139,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,NPD,9,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,Tierschutzpartei,36,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,FREiER HORIZONT,10,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,Die PARTEI,9,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,FREIE WÄHLER,24,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,PIRATEN,15,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,DKP,1,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,TIERSCHUTZ hier!,13,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,dieBasis,26,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,DiB,1,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,ÖDP,4,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,Die Humanisten,5,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,Gesundheitsforschung,14,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,Team Todenhöfer,8,2531
GEMEINDE,13074754,Briefwahl Klützer Winkel,Zweitstimmen,UNABHÄNGIGE,5,2531
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Erststimmen,SPD,1023,2954
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Erststimmen,AfD,318,2954
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Erststimmen,CDU,545,2954
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Erststimmen,Die Linke,351,2954
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Erststimmen,GRÜNE,282,2954
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Erststimmen,FDP,219,2954
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Erststimmen,Die PARTEI,33,2954
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Erststimmen,FREIE WÄHLER,64,2954
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Erststimmen,dieBasis,75,2954
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Erststimmen,FPA,44,2954
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,SPD,1271,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,AfD,298,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,CDU,433,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,Die Linke,325,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,GRÜNE,225,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,FDP,196,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,NPD,4,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,Tierschutzpartei,23,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,FREiER HORIZONT,24,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,Die PARTEI,14,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,FREIE WÄHLER,36,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,PIRATEN,7,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,DKP,2,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,Bündnis C,5,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,TIERSCHUTZ hier!,9,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,dieBasis,52,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,DiB,2,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,FPA,14,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,LKR,2,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,ÖDP,1,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,Die Humanisten,2,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,Gesundheitsforschung,5,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,Team Todenhöfer,4,2959
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,Zweitstimmen,UNABHÄNGIGE,5,2959
GEMEINDE,13074756,Briefwahl Neuburg,Erststimmen,SPD,440,1263
GEMEINDE,13074756,Briefwahl Neuburg,Erststimmen,AfD,197,1263
GEMEINDE,13074756,Briefwahl Neuburg,Erststimmen,CDU,216,1263
GEMEINDE,13074756,Briefwahl Neuburg,Erststimmen,Die Linke,142,1263
GEMEINDE,13074756,Briefwahl Neuburg,Erststimmen,GRÜNE,99,1263
GEMEINDE,13074756,Briefwahl Neuburg,Erststimmen,FDP,83,1263
GEMEINDE,13074756,Briefwahl Neuburg,Erststimmen,Die PARTEI,15,1263
GEMEINDE,13074756,Briefwahl Neuburg,Erststimmen,FREIE WÄHLER,38,1263
GEMEINDE,13074756,Briefwahl Neuburg,Erststimmen,dieBasis,29,1263
GEMEINDE,13074756,Briefwahl Neuburg,Erststimmen,FPA,4,1263
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,SPD,544,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,AfD,166,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,CDU,164,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,Die Linke,132,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,GRÜNE,88,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,FDP,75,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,NPD,14,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,Tierschutzpartei,14,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,FREiER HORIZONT,5,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,Die PARTEI,12,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,FREIE WÄHLER,12,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,PIRATEN,4,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,Bündnis C,1,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,TIERSCHUTZ hier!,4,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,dieBasis,17,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,DiB,2,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,FPA,2,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,ÖDP,2,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,Die Humanisten,2,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,Gesundheitsforschung,1,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,Team Todenhöfer,2,1267
GEMEINDE,13074756,Briefwahl Neuburg,Zweitstimmen,UNABHÄNGIGE,4,1267
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Erststimmen,SPD,815,2442
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Erststimmen,AfD,330,2442
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Erststimmen,CDU,448,2442
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Erststimmen,Die Linke,430,2442
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Erststimmen,GRÜNE,119,2442
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Erststimmen,FDP,154,2442
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Erststimmen,Die PARTEI,22,2442
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Erststimmen,FREIE WÄHLER,63,2442
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Erststimmen,dieBasis,59,2442
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Erststimmen,FPA,2,2442
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,SPD,1132,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,AfD,295,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,CDU,353,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,Die Linke,263,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,GRÜNE,109,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,FDP,143,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,NPD,14,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,Tierschutzpartei,24,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,FREiER HORIZONT,2,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,Die PARTEI,12,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,FREIE WÄHLER,23,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,PIRATEN,13,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,DKP,2,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,Bündnis C,2,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,TIERSCHUTZ hier!,4,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,dieBasis,28,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,DiB,1,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,FPA,1,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,LKR,1,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,ÖDP,3,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,Die Humanisten,3,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,Gesundheitsforschung,4,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,Team Todenhöfer,6,2446
GEMEINDE,13074757,Briefwahl Neukloster-Warin,Zweitstimmen,UNABHÄNGIGE,8,2446
GEMEINDE,13074758,Briefwahl Rehna,Erststimmen,SPD,754,2018
GEMEINDE,13074758,Briefwahl Rehna,Erststimmen,AfD,224,2018
GEMEINDE,13074758,Briefwahl Rehna,Erststimmen,CDU,418,2018
GEMEINDE,13074758,Briefwahl Rehna,Erststimmen,Die Linke,265,2018
GEMEINDE,13074758,Briefwahl Rehna,Erststimmen,GRÜNE,166,2018
GEMEINDE,13074758,Briefwahl Rehna,Erststimmen,FDP,115,2018
GEMEINDE,13074758,Briefwahl Rehna,Erststimmen,FREIE WÄHLER,41,2018
GEMEINDE,13074758,Briefwahl Rehna,Erststimmen,PIRATEN,35,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,SPD,839,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,AfD,211,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,CDU,345,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,Die Linke,181,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,GRÜNE,177,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,FDP,114,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,NPD,6,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,Tierschutzpartei,31,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,FREiER HORIZONT,8,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,Die PARTEI,14,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,FREIE WÄHLER,25,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,PIRATEN,13,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,DKP,3,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,Bündnis C,4,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,TIERSCHUTZ hier!,1,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,dieBasis,24,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,DiB,3,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,FPA,1,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,ÖDP,2,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,Die Humanisten,3,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,Gesundheitsforschung,3,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,Team Todenhöfer,4,2018
GEMEINDE,13074758,Briefwahl Rehna,Zweitstimmen,UNABHÄNGIGE,6,2018
GEMEINDE,13074759,Briefwahl Schönberger Land,Erststimmen,SPD,1941,4343
GEMEINDE,13074759,Briefwahl Schönberger Land,Erststimmen,AfD,394,4343
GEMEINDE,13074759,Briefwahl Schönberger Land,Erststimmen,CDU,689,4343
GEMEINDE,13074759,Briefwahl Schönberger Land,Erststimmen,Die Linke,531,4343
GEMEINDE,13074759,Briefwahl Schönberger Land,Erststimmen,GRÜNE,401,4343
GEMEINDE,13074759,Briefwahl Schönberger Land,Erststimmen,FDP,235,4343
GEMEINDE,13074759,Briefwahl Schönberger Land,Erststimmen,FREIE WÄHLER,101,4343
GEMEINDE,13074759,Briefwahl Schönberger Land,Erststimmen,PIRATEN,51,4343
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,SPD,2065,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,AfD,355,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,CDU,539,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,Die Linke,360,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,GRÜNE,484,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,FDP,248,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,NPD,9,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,Tierschutzpartei,69,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,FREiER HORIZONT,9,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,Die PARTEI,32,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,FREIE WÄHLER,45,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,PIRATEN,23,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,DKP,3,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,Bündnis C,2,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,TIERSCHUTZ hier!,20,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,dieBasis,51,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,DiB,3,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,LKR,2,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,ÖDP,5,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,Die Humanisten,3,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,Gesundheitsforschung,6,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,Team Todenhöfer,13,4354
GEMEINDE,13074759,Briefwahl Schönberger Land,Zweitstimmen,UNABHÄNGIGE,8,4354
GEMEINDE,13075001,Ahlbeck,Erststimmen,SPD,82,300
GEMEINDE,13075001,Ahlbeck,Erststimmen,AfD,126,300
GEMEINDE,13075001,Ahlbeck,Erststimmen,CDU,58,300
GEMEINDE,13075001,Ahlbeck,Erststimmen,Die Linke,15,300
GEMEINDE,13075001,Ahlbeck,Erststimmen,GRÜNE,4,300
GEMEINDE,13075001,Ahlbeck,Erststimmen,FDP,9,300
GEMEINDE,13075001,Ahlbeck,Erststimmen,FREIE WÄHLER,6,300
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,SPD,84,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,AfD,101,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,CDU,55,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,Die Linke,11,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,GRÜNE,7,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,FDP,9,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,NPD,8,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,Tierschutzpartei,2,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,FREiER HORIZONT,2,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,Die PARTEI,1,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,PIRATEN,1,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,DKP,1,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,TIERSCHUTZ hier!,3,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,dieBasis,12,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,Gesundheitsforschung,1,299
GEMEINDE,13075001,Ahlbeck,Zweitstimmen,UNABHÄNGIGE,1,299
GEMEINDE,13075002,Alt Tellin,Erststimmen,SPD,37,154
GEMEINDE,13075002,Alt Tellin,Erststimmen,AfD,35,154
GEMEINDE,13075002,Alt Tellin,Erststimmen,CDU,33,154
GEMEINDE,13075002,Alt Tellin,Erststimmen,Die Linke,27,154
GEMEINDE,13075002,Alt Tellin,Erststimmen,GRÜNE,14,154
GEMEINDE,13075002,Alt Tellin,Erststimmen,FDP,4,154
GEMEINDE,13075002,Alt Tellin,Erststimmen,FREiER HORIZONT,4,154
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,SPD,48,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,AfD,32,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,CDU,31,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,Die Linke,17,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,GRÜNE,13,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,FDP,4,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,Tierschutzpartei,1,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,FREiER HORIZONT,2,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,Die PARTEI,3,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,PIRATEN,1,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,DKP,1,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,TIERSCHUTZ hier!,1,157
GEMEINDE,13075002,Alt Tellin,Zweitstimmen,dieBasis,3,157
GEMEINDE,13075003,Altwarp,Erststimmen,SPD,89,221
GEMEINDE,13075003,Altwarp,Erststimmen,AfD,78,221
GEMEINDE,13075003,Altwarp,Erststimmen,CDU,29,221
GEMEINDE,13075003,Altwarp,Erststimmen,Die Linke,11,221
GEMEINDE,13075003,Altwarp,Erststimmen,GRÜNE,2,221
GEMEINDE,13075003,Altwarp,Erststimmen,FDP,9,221
GEMEINDE,13075003,Altwarp,Erststimmen,FREIE WÄHLER,3,221
GEMEINDE,13075003,Altwarp,Zweitstimmen,SPD,93,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,AfD,73,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,CDU,22,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,Die Linke,13,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,GRÜNE,3,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,FDP,6,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,NPD,2,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,Tierschutzpartei,1,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,FREiER HORIZONT,1,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,FREIE WÄHLER,1,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,PIRATEN,1,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,TIERSCHUTZ hier!,1,220
GEMEINDE,13075003,Altwarp,Zweitstimmen,dieBasis,3,220
GEMEINDE,13075004,Altwigshagen,Erststimmen,SPD,94,184
GEMEINDE,13075004,Altwigshagen,Erststimmen,AfD,34,184
GEMEINDE,13075004,Altwigshagen,Erststimmen,CDU,21,184
GEMEINDE,13075004,Altwigshagen,Erststimmen,Die Linke,17,184
GEMEINDE,13075004,Altwigshagen,Erststimmen,GRÜNE,2,184
GEMEINDE,13075004,Altwigshagen,Erststimmen,FDP,4,184
GEMEINDE,13075004,Altwigshagen,Erststimmen,FREIE WÄHLER,7,184
GEMEINDE,13075004,Altwigshagen,Erststimmen,Einzelbewerber,5,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,SPD,90,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,AfD,26,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,CDU,18,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,Die Linke,18,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,GRÜNE,5,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,FDP,4,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,NPD,7,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,Tierschutzpartei,1,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,FREiER HORIZONT,1,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,Die PARTEI,1,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,FREIE WÄHLER,2,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,DKP,1,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,TIERSCHUTZ hier!,1,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,dieBasis,5,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,Gesundheitsforschung,1,184
GEMEINDE,13075004,Altwigshagen,Zweitstimmen,UNABHÄNGIGE,3,184
GEMEINDE,13075005,"Anklam, Hansestadt",Erststimmen,SPD,2069,6268
GEMEINDE,13075005,"Anklam, Hansestadt",Erststimmen,AfD,1431,6268
GEMEINDE,13075005,"Anklam, Hansestadt",Erststimmen,CDU,1126,6268
GEMEINDE,13075005,"Anklam, Hansestadt",Erststimmen,Die Linke,565,6268
GEMEINDE,13075005,"Anklam, Hansestadt",Erststimmen,GRÜNE,118,6268
GEMEINDE,13075005,"Anklam, Hansestadt",Erststimmen,FDP,620,6268
GEMEINDE,13075005,"Anklam, Hansestadt",Erststimmen,Tierschutzpartei,239,6268
GEMEINDE,13075005,"Anklam, Hansestadt",Erststimmen,FREIE WÄHLER,100,6268
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,SPD,2451,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,AfD,1253,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,CDU,1018,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,Die Linke,500,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,GRÜNE,135,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,FDP,319,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,NPD,211,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,Tierschutzpartei,156,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,FREiER HORIZONT,12,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,Die PARTEI,23,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,FREIE WÄHLER,52,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,PIRATEN,12,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,DKP,3,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,Bündnis C,12,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,TIERSCHUTZ hier!,10,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,dieBasis,66,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,DiB,3,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,LKR,3,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,ÖDP,3,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,Die Humanisten,2,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,Gesundheitsforschung,18,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,Team Todenhöfer,10,6283
GEMEINDE,13075005,"Anklam, Hansestadt",Zweitstimmen,UNABHÄNGIGE,11,6283
GEMEINDE,13075006,Bandelin,Erststimmen,SPD,51,202
GEMEINDE,13075006,Bandelin,Erststimmen,AfD,68,202
GEMEINDE,13075006,Bandelin,Erststimmen,CDU,32,202
GEMEINDE,13075006,Bandelin,Erststimmen,Die Linke,20,202
GEMEINDE,13075006,Bandelin,Erststimmen,GRÜNE,6,202
GEMEINDE,13075006,Bandelin,Erststimmen,FDP,11,202
GEMEINDE,13075006,Bandelin,Erststimmen,Tierschutzpartei,6,202
GEMEINDE,13075006,Bandelin,Erststimmen,FREIE WÄHLER,8,202
GEMEINDE,13075006,Bandelin,Zweitstimmen,SPD,73,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,AfD,59,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,CDU,24,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,Die Linke,15,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,GRÜNE,5,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,FDP,7,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,NPD,3,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,Tierschutzpartei,1,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,FREiER HORIZONT,1,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,Die PARTEI,2,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,FREIE WÄHLER,3,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,PIRATEN,1,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,dieBasis,3,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,DiB,1,205
GEMEINDE,13075006,Bandelin,Zweitstimmen,Die Humanisten,1,205
