ags,metadata_name,geometry_name,geometry_found,result_found,winner_party,winner_percent
08136084,Wört,"Wört, Gemeinde",True,True,CDU,42.875
08136087,Riesbürg,"Riesbürg, Gemeinde",True,True,CDU,41.517
08136088,"Aalen, Stadt","Aalen, Stadt",True,True,CDU,30.709
08136089,Rainau,"Rainau, Gemeinde",True,True,CDU,42.289
08211000,"Baden-Baden, Stadt","Baden-Baden, Stadt",True,True,CDU,33.225
08212000,Karlsruhe-Stadt,"Karlsruhe, Stadt",True,True,GRÜNE,42.147
08215007,"Bretten, Stadt","Bretten, Stadt",True,True,CDU,30.077
08215009,"Bruchsal, Stadt","Bruchsal, Stadt",True,True,GRÜNE,30.071
08215017,"Ettlingen, Stadt","Ettlingen, Stadt",True,True,GRÜNE,32.884
08215021,Forst,"Forst, Gemeinde",True,True,CDU,30.680
08215025,Gondelsheim,"Gondelsheim, Gemeinde",True,True,CDU,27.182
08215029,Hambrücken,"Hambrücken, Gemeinde",True,True,CDU,37.322
08215039,Kronau,"Kronau, Gemeinde",True,True,CDU,30.283
08215040,Kürnbach,"Kürnbach, Gemeinde",True,True,GRÜNE,28.724
08215046,Malsch,"Malsch, Gemeinde",True,True,CDU,30.221
08215047,Marxzell,"Marxzell, Gemeinde",True,True,CDU,37.848
08215059,"Oberderdingen, Stadt","Oberderdingen, Stadt",True,True,CDU,29.846
08215064,"Östringen, Stadt","Östringen, Stadt",True,True,CDU,31.113
08215066,"Philippsburg, Stadt","Philippsburg, Stadt",True,True,AfD,28.916
08215082,Sulzfeld,"Sulzfeld, Gemeinde",True,True,CDU,29.515
08215084,Ubstadt-Weiher,"Ubstadt-Weiher, Gemeinde",True,True,CDU,32.610
08215089,Walzbachtal,"Walzbachtal, Gemeinde",True,True,GRÜNE,30.659
08215090,Weingarten (Baden),"Weingarten (Baden), Gemeinde",True,True,GRÜNE,35.071
08215094,Zaisenhausen,"Zaisenhausen, Gemeinde",True,True,AfD,31.052
08215096,Karlsbad,"Karlsbad, Gemeinde",True,True,CDU,30.390
08215097,"Kraichtal, Stadt","Kraichtal, Stadt",True,True,CDU,31.317
08215099,Graben-Neudorf,"Graben-Neudorf, Gemeinde",True,True,CDU,29.609
08215100,Bad Schönborn,"Bad Schönborn, Gemeinde",True,True,GRÜNE,28.967
08215101,Pfinztal,"Pfinztal, Gemeinde",True,True,GRÜNE,31.651
08215102,Eggenstein-Leopoldshafen,"Eggenstein-Leopoldshafen, Gemeinde",True,True,CDU,29.777
08215103,Karlsdorf-Neuthard,"Karlsdorf-Neuthard, Gemeinde",True,True,CDU,35.309
08215105,Linkenheim-Hochstetten,"Linkenheim-Hochstetten, Gemeinde",True,True,CDU,30.821
08215106,"Waghäusel, Stadt","Waghäusel, Stadt",True,True,CDU,28.504
08215107,Oberhausen-Rheinhausen,"Oberhausen-Rheinhausen, Gemeinde",True,True,CDU,30.581
08215108,"Rheinstetten, Stadt","Rheinstetten, Stadt",True,True,CDU,30.481
08215109,"Stutensee, Stadt","Stutensee, Stadt",True,True,GRÜNE,31.207
08215110,Waldbronn,"Waldbronn, Gemeinde",True,True,GRÜNE,33.708
08215111,Dettenheim,"Dettenheim, Gemeinde",True,True,CDU,32.945
08216002,Au am Rhein,"Au am Rhein, Gemeinde",True,True,CDU,33.831
08216005,Bietigheim,"Bietigheim, Gemeinde",True,True,CDU,29.300
08216006,Bischweier,"Bischweier, Gemeinde",True,True,CDU,31.795
08216007,"Bühl, Stadt","Bühl, Stadt",True,True,CDU,32.427
08216008,Bühlertal,"Bühlertal, Gemeinde",True,True,CDU,35.195
08216009,Durmersheim,"Durmersheim, Gemeinde",True,True,CDU,28.484
08216012,Elchesheim-Illingen,"Elchesheim-Illingen, Gemeinde",True,True,CDU,30.605
08216013,Forbach,"Forbach, Gemeinde",True,True,CDU,36.526
08216015,"Gaggenau, Stadt","Gaggenau, Stadt",True,True,CDU,30.542
08216017,"Gernsbach, Stadt","Gernsbach, Stadt",True,True,CDU,29.844
08216022,Hügelsheim,"Hügelsheim, Gemeinde",True,True,AfD,34.535
08216023,Iffezheim,"Iffezheim, Gemeinde",True,True,CDU,35.569
08216024,"Kuppenheim, Stadt","Kuppenheim, Stadt",True,True,CDU,32.141
08216028,"Lichtenau, Stadt","Lichtenau, Stadt",True,True,CDU,29.065
08216029,Loffenau,"Loffenau, Gemeinde",True,True,CDU,31.781
08216033,Muggensturm,"Muggensturm, Gemeinde",True,True,GRÜNE,28.624
08216039,Ötigheim,"Ötigheim, Gemeinde",True,True,CDU,36.716
08216041,Ottersweier,"Ottersweier, Gemeinde",True,True,CDU,34.905
08216043,"Rastatt, Stadt","Rastatt, Stadt",True,True,AfD,29.661
08216049,Sinzheim,"Sinzheim, Gemeinde",True,True,CDU,33.083
08216052,Steinmauern,"Steinmauern, Gemeinde",True,True,CDU,32.567
08216059,Weisenbach,"Weisenbach, Gemeinde",True,True,CDU,35.405
08216063,Rheinmünster,"Rheinmünster, Gemeinde",True,True,CDU,32.510
08221000,"Heidelberg, Stadt","Heidelberg, Stadt",True,True,GRÜNE,47.399
08222000,Mannheim-Universitätsstadt,"Mannheim, Stadt",True,True,GRÜNE,33.166
08225001,"Adelsheim, Stadt","Adelsheim, Stadt",True,True,CDU,31.422
08225002,Aglasterhausen,"Aglasterhausen, Gemeinde",True,True,CDU,28.006
08225009,Billigheim,"Billigheim, Gemeinde",True,True,CDU,35.758
08225010,Binau,"Binau, Gemeinde",True,True,CDU,27.891
08225014,"Buchen (Odenwald), Stadt","Buchen (Odenwald), Stadt",True,True,CDU,35.565
08225024,Fahrenbach,"Fahrenbach, Gemeinde",True,True,CDU,39.424
08225032,Hardheim,"Hardheim, Gemeinde",True,True,CDU,41.970
08225033,Haßmersheim,"Haßmersheim, Gemeinde",True,True,CDU,27.454
08225039,Höpfingen,"Höpfingen, Gemeinde",True,True,CDU,38.958
08225042,Hüffenhardt,"Hüffenhardt, Gemeinde",True,True,AfD,31.390
08225052,Limbach,"Limbach, Gemeinde",True,True,CDU,43.625
08225058,"Mosbach, Stadt","Mosbach, Stadt",True,True,CDU,29.282
08225060,Mudau,"Mudau, Gemeinde",True,True,CDU,41.149
08225064,Neckargerach,"Neckargerach, Gemeinde",True,True,CDU,30.874
08225067,Neckarzimmern,"Neckarzimmern, Gemeinde",True,True,CDU,31.126
08225068,Neunkirchen,"Neunkirchen, Gemeinde",True,True,CDU,25.164
08225074,Obrigheim,"Obrigheim, Gemeinde",True,True,CDU,29.944
08225075,"Osterburken, Stadt","Osterburken, Stadt",True,True,CDU,32.254
08225082,Rosenberg,"Rosenberg, Gemeinde",True,True,CDU,34.497
08225091,Seckach,"Seckach, Gemeinde",True,True,CDU,31.936
08225109,"Walldürn, Stadt","Walldürn, Stadt",True,True,CDU,37.237
08225113,Zwingenberg,"Zwingenberg, Gemeinde",True,True,GRÜNE,27.869
08225114,"Ravenstein, Stadt","Ravenstein, Stadt",True,True,CDU,42.003
08225115,Schefflenz,"Schefflenz, Gemeinde",True,True,CDU,27.260
08225116,Schwarzach,"Schwarzach, Gemeinde",True,True,CDU,28.450
08225117,Elztal,"Elztal, Gemeinde",True,True,CDU,30.962
08225118,Waldbrunn,"Waldbrunn, Gemeinde",True,True,CDU,32.810
08226003,Altlußheim,"Altlußheim, Gemeinde",True,True,CDU,27.536
08226006,Bammental,"Bammental, Gemeinde",True,True,GRÜNE,33.551
08226009,Brühl,"Brühl, Gemeinde",True,True,CDU,28.412
08226010,Dielheim,"Dielheim, Gemeinde",True,True,CDU,35.245
08226012,Dossenheim,"Dossenheim, Gemeinde",True,True,GRÜNE,43.005
08226013,"Eberbach, Stadt","Eberbach, Stadt",True,True,CDU,24.664
08226017,Epfenbach,"Epfenbach, Gemeinde",True,True,CDU,27.073
08226018,"Eppelheim, Stadt","Eppelheim, Stadt",True,True,GRÜNE,36.368
08226020,Eschelbronn,"Eschelbronn, Gemeinde",True,True,CDU,29.025
08226022,Gaiberg,"Gaiberg, Gemeinde",True,True,GRÜNE,34.391
08226027,Heddesbach,"Heddesbach, Gemeinde",True,True,CDU,28.452
08226028,Heddesheim,"Heddesheim, Gemeinde",True,True,CDU,29.373
08226029,Heiligkreuzsteinach,"Heiligkreuzsteinach, Gemeinde",True,True,CDU,32.235
08226031,"Hemsbach, Stadt","Hemsbach, Stadt",True,True,GRÜNE,29.802
08226032,"Hockenheim, Stadt","Hockenheim, Stadt",True,True,CDU,28.250
08226036,Ilvesheim,"Ilvesheim, Gemeinde",True,True,GRÜNE,32.255
08226037,Ketsch,"Ketsch, Gemeinde",True,True,CDU,31.086
08226038,"Ladenburg, Stadt","Ladenburg, Stadt",True,True,GRÜNE,37.530
08226040,Laudenbach,"Laudenbach, Gemeinde",True,True,GRÜNE,29.693
08226041,"Leimen, Stadt","Leimen, Stadt",True,True,GRÜNE,26.932
08226046,Malsch,"Malsch, Gemeinde",True,True,CDU,33.415
08226048,Mauer,"Mauer, Gemeinde",True,True,CDU,30.917
08226049,Meckesheim,"Meckesheim, Gemeinde",True,True,CDU,31.557
08226054,Mühlhausen,"Mühlhausen, Gemeinde",True,True,CDU,33.389
08226055,"Neckarbischofsheim, Stadt","Neckarbischofsheim, Stadt",True,True,CDU,28.378
08226056,"Neckargemünd, Stadt","Neckargemünd, Stadt",True,True,GRÜNE,38.510
08226058,Neidenstein,"Neidenstein, Gemeinde",True,True,CDU,26.685
08226059,Neulußheim,"Neulußheim, Gemeinde",True,True,CDU,27.390
08226060,Nußloch,"Nußloch, Gemeinde",True,True,GRÜNE,30.190
08226062,Oftersheim,"Oftersheim, Gemeinde",True,True,GRÜNE,29.570
08226063,Plankstadt,"Plankstadt, Gemeinde",True,True,CDU,29.436
08226065,"Rauenberg, Stadt","Rauenberg, Stadt",True,True,CDU,32.729
08226066,Reichartshausen,"Reichartshausen, Gemeinde",True,True,CDU,29.718
08226068,Reilingen,"Reilingen, Gemeinde",True,True,CDU,29.171
08226076,Sandhausen,"Sandhausen, Gemeinde",True,True,GRÜNE,28.173
08226080,"Schönau, Stadt","Schönau, Stadt",True,True,CDU,26.744
08226081,Schönbrunn,"Schönbrunn, Gemeinde",True,True,CDU,29.882
08226082,"Schriesheim, Stadt","Schriesheim, Stadt",True,True,GRÜNE,35.173
08226084,"Schwetzingen, Stadt","Schwetzingen, Stadt",True,True,GRÜNE,32.414
08226085,"Sinsheim, Stadt","Sinsheim, Stadt",True,True,CDU,30.048
08226086,Spechbach,"Spechbach, Gemeinde",True,True,CDU,29.055
08226091,"Waibstadt, Stadt","Waibstadt, Stadt",True,True,CDU,34.255
08226095,"Walldorf, Stadt","Walldorf, Stadt",True,True,GRÜNE,32.578
08226096,"Weinheim, Stadt","Weinheim, Stadt",True,True,GRÜNE,33.802
08226097,Wiesenbach,"Wiesenbach, Gemeinde",True,True,GRÜNE,36.114
08226098,"Wiesloch, Stadt","Wiesloch, Stadt",True,True,GRÜNE,33.304
08226099,Wilhelmsfeld,"Wilhelmsfeld, Gemeinde",True,True,GRÜNE,30.696
08226101,Zuzenhausen,"Zuzenhausen, Gemeinde",True,True,CDU,30.822
08226102,Angelbachtal,"Angelbachtal, Gemeinde",True,True,CDU,31.492
08226103,St. Leon-Rot,"St. Leon-Rot, Gemeinde",True,True,CDU,32.126
08226104,Lobbach,"Lobbach, Gemeinde",True,True,CDU,35.751
08226105,Edingen-Neckarhausen,"Edingen-Neckarhausen, Gemeinde",True,True,GRÜNE,34.109
08226106,Helmstadt-Bargen,"Helmstadt-Bargen, Gemeinde",True,True,CDU,30.014
08226107,Hirschberg an der Bergstraße,"Hirschberg an der Bergstraße, Gemeinde",True,True,GRÜNE,35.383
08231000,"Pforzheim, Stadt","Pforzheim, Stadt",True,True,AfD,27.263
08235006,"Altensteig, Stadt","Altensteig, Stadt",True,True,CDU,34.242
08235007,Althengstett,"Althengstett, Gemeinde",True,True,CDU,32.599
08235008,"Bad Liebenzell, Stadt","Bad Liebenzell, Stadt",True,True,CDU,31.618
08235018,Dobel,"Dobel, Gemeinde",True,True,AfD,27.796
08235020,Ebhausen,"Ebhausen, Gemeinde",True,True,CDU,34.646
08235022,Egenhausen,"Egenhausen, Gemeinde",True,True,CDU,37.723
08235025,Enzklösterle,"Enzklösterle, Gemeinde",True,True,CDU,37.902
08235029,Gechingen,"Gechingen, Gemeinde",True,True,CDU,32.783
08235032,"Haiterbach, Stadt","Haiterbach, Stadt",True,True,CDU,36.690
08235033,"Bad Herrenalb, Stadt","Bad Herrenalb, Stadt",True,True,CDU,27.830
08235035,Höfen an der Enz,"Höfen an der Enz, Gemeinde",True,True,CDU,29.611
08235046,"Nagold, Stadt","Nagold, Stadt",True,True,CDU,32.008
08235047,"Neubulach, Stadt","Neubulach, Stadt",True,True,CDU,36.116
08235050,Neuweiler,"Neuweiler, Gemeinde",True,True,CDU,37.868
08235055,Oberreichenbach,"Oberreichenbach, Gemeinde",True,True,AfD,30.889
08235057,Ostelsheim,"Ostelsheim, Gemeinde",True,True,GRÜNE,36.212
08235060,Rohrdorf,"Rohrdorf, Gemeinde",True,True,CDU,33.258
08235065,Schömberg,"Schömberg, Gemeinde",True,True,CDU,28.691
08235066,Simmersfeld,"Simmersfeld, Gemeinde",True,True,CDU,38.256
08235067,Simmozheim,"Simmozheim, Gemeinde",True,True,CDU,30.502
08235073,Unterreichenbach,"Unterreichenbach, Gemeinde",True,True,CDU,28.095
08235079,"Bad Wildbad, Stadt","Bad Wildbad, Stadt",True,True,CDU,31.077
08235080,"Wildberg, Stadt","Wildberg, Stadt",True,True,CDU,35.041
08235084,"Bad Teinach-Zavelstein, Stadt","Bad Teinach-Zavelstein, Stadt",True,True,CDU,34.861
08235085,"Calw, Stadt","Calw, Stadt",True,True,CDU,28.254
08236004,Birkenfeld,"Birkenfeld, Gemeinde",True,True,CDU,29.617
08236011,Eisingen,"Eisingen, Gemeinde",True,True,CDU,27.153
08236013,Engelsbrand,"Engelsbrand, Gemeinde",True,True,CDU,31.424
08236019,Friolzheim,"Friolzheim, Gemeinde",True,True,CDU,33.080
08236025,"Heimsheim, Stadt","Heimsheim, Stadt",True,True,CDU,31.767
08236028,Illingen,"Illingen, Gemeinde",True,True,CDU,29.540
08236030,Ispringen,"Ispringen, Gemeinde",True,True,CDU,26.674
08236031,Kieselbronn,"Kieselbronn, Gemeinde",True,True,GRÜNE,29.167
08236033,"Knittlingen, Stadt","Knittlingen, Stadt",True,True,CDU,27.195
08236038,"Maulbronn, Stadt","Maulbronn, Stadt",True,True,GRÜNE,29.728
08236039,Mönsheim,"Mönsheim, Gemeinde",True,True,CDU,32.658
08236040,"Mühlacker, Stadt","Mühlacker, Stadt",True,True,GRÜNE,28.700
08236043,"Neuenbürg, Stadt","Neuenbürg, Stadt",True,True,CDU,26.802
08236044,Neuhausen,"Neuhausen, Gemeinde",True,True,CDU,31.344
08236046,Niefern-Öschelbronn,"Niefern-Öschelbronn, Gemeinde",True,True,CDU,25.819
08236050,Ötisheim,"Ötisheim, Gemeinde",True,True,CDU,27.015
08236061,Sternenfels,"Sternenfels, Gemeinde",True,True,GRÜNE,27.571
08236062,Tiefenbronn,"Tiefenbronn, Gemeinde",True,True,CDU,33.851
08236065,Wiernsheim,"Wiernsheim, Gemeinde",True,True,CDU,29.334
08236067,Wimsheim,"Wimsheim, Gemeinde",True,True,CDU,29.238
08236068,Wurmberg,"Wurmberg, Gemeinde",True,True,CDU,31.840
08236070,Keltern,"Keltern, Gemeinde",True,True,CDU,28.892
08236071,Remchingen,"Remchingen, Gemeinde",True,True,CDU,30.890
08236072,Straubenhardt,"Straubenhardt, Gemeinde",True,True,CDU,28.986
08236073,Neulingen,"Neulingen, Gemeinde",True,True,CDU,29.058
08236074,Kämpfelbach,"Kämpfelbach, Gemeinde",True,True,CDU,29.813
08236075,Ölbronn-Dürrn,"Ölbronn-Dürrn, Gemeinde",True,True,CDU,28.980
08236076,Königsbach-Stein,"Königsbach-Stein, Gemeinde",True,True,CDU,27.954
08237002,"Alpirsbach, Stadt","Alpirsbach, Stadt",True,True,CDU,28.940
08237004,Baiersbronn,"Baiersbronn, Gemeinde",True,True,CDU,37.188
08237019,"Dornstetten, Stadt","Dornstetten, Stadt",True,True,CDU,30.437
08237024,Empfingen,"Empfingen, Gemeinde",True,True,CDU,38.237
08237027,Eutingen im Gäu,"Eutingen im Gäu, Gemeinde",True,True,CDU,35.969
08237028,"Freudenstadt, Stadt","Freudenstadt, Stadt",True,True,CDU,30.786
08237030,Glatten,"Glatten, Gemeinde",True,True,AfD,33.004
08237032,Grömbach,"Grömbach, Gemeinde",True,True,CDU,36.981
08237040,"Horb am Neckar, Stadt","Horb am Neckar, Stadt",True,True,CDU,33.943
08237045,Loßburg,"Loßburg, Gemeinde",True,True,CDU,36.646
08237054,Pfalzgrafenweiler,"Pfalzgrafenweiler, Gemeinde",True,True,CDU,34.508
08237061,Schopfloch,"Schopfloch, Gemeinde",True,True,CDU,36.451
08237072,Wörnersberg,"Wörnersberg, Gemeinde",True,True,CDU,38.889
08237073,Seewald,"Seewald, Gemeinde",True,True,CDU,36.464
08237074,Waldachtal,"Waldachtal, Gemeinde",True,True,CDU,35.768
08237075,Bad Rippoldsau-Schapbach,"Bad Rippoldsau-Schapbach, Gemeinde",True,True,CDU,40.192
08311000,"Freiburg im Breisgau, Stadt","Freiburg im Breisgau, Stadt",True,True,GRÜNE,46.151
08315003,Au,"Au, Gemeinde",True,True,GRÜNE,46.559
08315004,Auggen,"Auggen, Gemeinde",True,True,GRÜNE,34.063
08315006,"Bad Krozingen, Stadt","Bad Krozingen, Stadt",True,True,GRÜNE,33.056
08315007,Badenweiler,"Badenweiler, Gemeinde",True,True,GRÜNE,34.814
08315008,Ballrechten-Dottingen,"Ballrechten-Dottingen, Gemeinde",True,True,GRÜNE,34.800
08315013,Bötzingen,"Bötzingen, Gemeinde",True,True,CDU,34.586
08315014,Bollschweil,"Bollschweil, Gemeinde",True,True,GRÜNE,42.787
08315015,"Breisach am Rhein, Stadt","Breisach am Rhein, Stadt",True,True,GRÜNE,32.053
08315016,Breitnau,"Breitnau, Gemeinde",True,True,CDU,36.295
08315020,Buchenbach,"Buchenbach, Gemeinde",True,True,GRÜNE,33.675
08315022,Buggingen,"Buggingen, Gemeinde",True,True,GRÜNE,31.754
08315028,Ebringen,"Ebringen, Gemeinde",True,True,GRÜNE,40.924
08315030,Eichstetten am Kaiserstuhl,"Eichstetten am Kaiserstuhl, Gemeinde",True,True,GRÜNE,30.347
08315031,Eisenbach (Hochschwarzwald),"Eisenbach (Hochschwarzwald), Gemeinde",True,True,CDU,32.741
08315033,Eschbach,"Eschbach, Gemeinde",True,True,GRÜNE,31.334
08315037,Feldberg (Schwarzwald),"Feldberg (Schwarzwald), Gemeinde",True,True,CDU,35.589
08315039,Friedenweiler,"Friedenweiler, Gemeinde",True,True,CDU,33.840
08315041,Glottertal,"Glottertal, Gemeinde",True,True,CDU,35.069
08315043,Gottenheim,"Gottenheim, Gemeinde",True,True,GRÜNE,34.801
08315047,Gundelfingen,"Gundelfingen, Gemeinde",True,True,GRÜNE,44.604
08315048,Hartheim am Rhein,"Hartheim am Rhein, Gemeinde",True,True,CDU,34.868
08315050,"Heitersheim, Stadt","Heitersheim, Stadt",True,True,GRÜNE,36.488
08315051,Heuweiler,"Heuweiler, Gemeinde",True,True,GRÜNE,36.936
08315052,Hinterzarten,"Hinterzarten, Gemeinde",True,True,GRÜNE,38.240
08315056,Horben,"Horben, Gemeinde",True,True,GRÜNE,43.360
08315059,Ihringen,"Ihringen, Gemeinde",True,True,CDU,32.410
08315064,Kirchzarten,"Kirchzarten, Gemeinde",True,True,GRÜNE,45.966
08315068,Lenzkirch,"Lenzkirch, Gemeinde",True,True,CDU,31.501
08315070,"Löffingen, Stadt","Löffingen, Stadt",True,True,CDU,30.313
08315072,Merdingen,"Merdingen, Gemeinde",True,True,CDU,38.205
08315073,Merzhausen,"Merzhausen, Gemeinde",True,True,GRÜNE,50.236
08315074,"Müllheim im Markgräflerland, Stadt","Müllheim im Markgräflerland, Stadt",True,True,GRÜNE,37.962
08315076,"Neuenburg am Rhein, Stadt","Neuenburg am Rhein, Stadt",True,True,CDU,27.581
08315084,Oberried,"Oberried, Gemeinde",True,True,CDU,40.060
08315089,Pfaffenweiler,"Pfaffenweiler, Gemeinde",True,True,GRÜNE,34.011
08315094,St. Märgen,"St. Märgen, Gemeinde",True,True,CDU,40.877
08315095,St. Peter,"St. Peter, Gemeinde",True,True,GRÜNE,34.574
08315098,Schallstadt,"Schallstadt, Gemeinde",True,True,GRÜNE,39.851
08315102,Schluchsee,"Schluchsee, Gemeinde",True,True,CDU,40.362
08315107,Sölden,"Sölden, Gemeinde",True,True,GRÜNE,44.242
08315108,"Staufen im Breisgau, Stadt","Staufen im Breisgau, Stadt",True,True,GRÜNE,45.705
08315109,Stegen,"Stegen, Gemeinde",True,True,GRÜNE,38.673
08315111,"Sulzburg, Stadt","Sulzburg, Stadt",True,True,GRÜNE,41.176
08315113,"Titisee-Neustadt, Stadt","Titisee-Neustadt, Stadt",True,True,CDU,31.561
08315115,Umkirch,"Umkirch, Gemeinde",True,True,GRÜNE,30.953
08315125,Wittnau,"Wittnau, Gemeinde",True,True,GRÜNE,43.763
08315130,Münstertal/Schwarzwald,"Münstertal/Schwarzwald, Gemeinde",True,True,CDU,34.987
08315131,Ehrenkirchen,"Ehrenkirchen, Gemeinde",True,True,GRÜNE,34.702
08315132,March,"March, Gemeinde",True,True,GRÜNE,34.801
08315133,"Vogtsburg im Kaiserstuhl, Stadt","Vogtsburg im Kaiserstuhl, Stadt",True,True,CDU,37.734
08316002,Bahlingen am Kaiserstuhl,"Bahlingen am Kaiserstuhl, Gemeinde",True,True,GRÜNE,32.241
08316003,Biederbach,"Biederbach, Gemeinde",True,True,CDU,46.887
08316009,Denzlingen,"Denzlingen, Gemeinde",True,True,GRÜNE,40.429
08316010,"Elzach, Stadt","Elzach, Stadt",True,True,CDU,41.756
08316011,"Emmendingen, Stadt","Emmendingen, Stadt",True,True,GRÜNE,38.814
08316012,"Endingen am Kaiserstuhl, Stadt","Endingen am Kaiserstuhl, Stadt",True,True,CDU,31.771
08316013,Forchheim,"Forchheim, Gemeinde",True,True,CDU,30.834
08316014,Gutach im Breisgau,"Gutach im Breisgau, Gemeinde",True,True,CDU,35.142
08316017,"Herbolzheim, Stadt","Herbolzheim, Stadt",True,True,GRÜNE,30.521
08316020,"Kenzingen, Stadt","Kenzingen, Stadt",True,True,GRÜNE,33.046
08316024,Malterdingen,"Malterdingen, Gemeinde",True,True,CDU,29.743
08316036,Reute,"Reute, Gemeinde",True,True,CDU,35.977
08316037,Riegel am Kaiserstuhl,"Riegel am Kaiserstuhl, Gemeinde",True,True,GRÜNE,31.337
08316038,Sasbach am Kaiserstuhl,"Sasbach am Kaiserstuhl, Gemeinde",True,True,CDU,31.110
08316039,Sexau,"Sexau, Gemeinde",True,True,GRÜNE,36.493
08316042,Simonswald,"Simonswald, Gemeinde",True,True,CDU,42.946
08316043,Teningen,"Teningen, Gemeinde",True,True,GRÜNE,32.768
08316045,Vörstetten,"Vörstetten, Gemeinde",True,True,GRÜNE,39.599
08316049,Weisweil,"Weisweil, Gemeinde",True,True,CDU,24.800
08316051,Wyhl am Kaiserstuhl,"Wyhl am Kaiserstuhl, Gemeinde",True,True,CDU,33.623
08316053,Rheinhausen im Breisgau,"Rheinhausen, Gemeinde",True,True,CDU,35.475
08316054,Freiamt,"Freiamt, Gemeinde",True,True,CDU,32.736
08316055,Winden im Elztal,"Winden im Elztal, Gemeinde",True,True,CDU,37.026
08316056,"Waldkirch, Stadt","Waldkirch, Stadt",True,True,GRÜNE,38.189
08317001,"Achern, Stadt","Achern, Stadt",True,True,CDU,32.388
08317005,Appenweier,"Appenweier, Gemeinde",True,True,CDU,31.522
08317008,Bad Peterstal-Griesbach,"Bad Peterstal-Griesbach, Gemeinde",True,True,CDU,45.260
08317009,Berghaupten,"Berghaupten, Gemeinde",True,True,CDU,38.686
08317011,Biberach,"Biberach, Gemeinde",True,True,CDU,36.581
08317021,Durbach,"Durbach, Gemeinde",True,True,CDU,40.976
08317026,"Ettenheim, Stadt","Ettenheim, Stadt",True,True,CDU,30.759
08317029,Fischerbach,"Fischerbach, Gemeinde",True,True,CDU,44.033
08317031,Friesenheim,"Friesenheim, Gemeinde",True,True,CDU,32.746
08317034,"Gengenbach, Stadt","Gengenbach, Stadt",True,True,CDU,34.831
08317039,Gutach (Schwarzwaldbahn),"Gutach (Schwarzwaldbahn), Gemeinde",True,True,CDU,35.633
08317040,"Haslach im Kinzigtal, Stadt","Haslach im Kinzigtal, Stadt",True,True,CDU,37.141
08317041,"Hausach, Stadt","Hausach, Stadt",True,True,CDU,32.558
08317046,Hofstetten,"Hofstetten, Gemeinde",True,True,CDU,47.326
08317047,Hohberg,"Hohberg, Gemeinde",True,True,CDU,33.289
08317051,"Hornberg, Stadt","Hornberg, Stadt",True,True,CDU,36.912
08317056,Kappelrodeck,"Kappelrodeck, Gemeinde",True,True,CDU,39.804
08317057,"Kehl, Stadt","Kehl, Stadt",True,True,CDU,25.137
08317059,Kippenheim,"Kippenheim, Gemeinde",True,True,CDU,29.508
08317065,"Lahr/Schwarzwald, Stadt","Lahr/Schwarzwald, Stadt",True,True,AfD,29.415
08317067,Lautenbach,"Lautenbach, Gemeinde",True,True,CDU,43.376
08317068,Lauf,"Lauf, Gemeinde",True,True,CDU,34.770
08317073,"Mahlberg, Stadt","Mahlberg, Stadt",True,True,CDU,27.134
08317075,Meißenheim,"Meißenheim, Gemeinde",True,True,CDU,33.139
08317078,Mühlenbach,"Mühlenbach, Gemeinde",True,True,CDU,50.000
08317085,Nordrach,"Nordrach, Gemeinde",True,True,CDU,34.089
08317088,Oberharmersbach,"Oberharmersbach, Gemeinde",True,True,CDU,37.196
08317089,"Oberkirch, Stadt","Oberkirch, Stadt",True,True,CDU,37.687
08317093,Oberwolfach,"Oberwolfach, Gemeinde",True,True,CDU,44.389
08317096,"Offenburg, Stadt","Offenburg, Stadt",True,True,GRÜNE,31.957
08317097,Ohlsbach,"Ohlsbach, Gemeinde",True,True,CDU,33.148
08317098,"Oppenau, Stadt","Oppenau, Stadt",True,True,CDU,45.561
08317100,Ortenberg,"Ortenberg, Gemeinde",True,True,CDU,33.868
08317102,Ottenhöfen im Schwarzwald,"Ottenhöfen im Schwarzwald, Gemeinde",True,True,CDU,42.198
08317110,"Renchen, Stadt","Renchen, Stadt",True,True,CDU,31.326
08317113,Ringsheim,"Ringsheim, Gemeinde",True,True,CDU,34.026
08317114,Rust,"Rust, Gemeinde",True,True,CDU,32.895
08317116,Sasbach,"Sasbach, Gemeinde",True,True,CDU,34.199
08317118,Sasbachwalden,"Sasbachwalden, Gemeinde",True,True,CDU,37.273
08317121,Schuttertal,"Schuttertal, Gemeinde",True,True,CDU,46.442
08317122,Schutterwald,"Schutterwald, Gemeinde",True,True,CDU,31.701
08317126,Seebach,"Seebach, Gemeinde",True,True,CDU,42.805
08317127,Seelbach,"Seelbach, Gemeinde",True,True,CDU,34.399
08317129,Steinach,"Steinach, Gemeinde",True,True,CDU,40.050
08317141,Willstätt,"Willstätt, Gemeinde",True,True,CDU,28.751
08317145,"Wolfach, Stadt","Wolfach, Stadt",True,True,CDU,37.546
08317146,"Zell am Harmersbach, Stadt","Zell am Harmersbach, Stadt",True,True,CDU,34.126
08317150,Schwanau,"Schwanau, Gemeinde",True,True,CDU,31.001
08317151,Neuried,"Neuried, Gemeinde",True,True,CDU,31.752
08317152,Kappel-Grafenhausen,"Kappel-Grafenhausen, Gemeinde",True,True,CDU,33.815
08317153,"Rheinau, Stadt","Rheinau, Stadt",True,True,CDU,28.524
