ags,municipality_name,source
08325045,Oberndorf am Neckar-Stadt,legacy-2025
08325049,Rottweil-Stadt,legacy-2025
08325050,Schenkenzell,legacy-2025
08325051,Schiltach-Stadt,legacy-2025
08325053,Schramberg-Stadt,legacy-2025
08325057,Sulz am Neckar-Stadt,legacy-2025
08325060,Villingendorf,legacy-2025
08325061,Vöhringen,legacy-2025
08325064,Wellendingen,legacy-2025
08325069,Zimmern ob Rottweil,legacy-2025
08325070,Fluorn-Winzeln,legacy-2025
08325071,Eschbronn,legacy-2025
08325072,Deißlingen,legacy-2025
08326003,Bad Dürrheim-Stadt,legacy-2025
08326005,Blumberg-Stadt,legacy-2025
08326006,Bräunlingen-Stadt,legacy-2025
08326010,Dauchingen,legacy-2025
08326012,Donaueschingen-Stadt,legacy-2025
08326017,Furtwangen im Schwarzwald-Stadt,legacy-2025
08326020,Gütenbach,legacy-2025
08326027,Hüfingen-Stadt,legacy-2025
08326031,Königsfeld im Schwarzwald,legacy-2025
08326037,Mönchweiler,legacy-2025
08326041,Niedereschach,legacy-2025
08326052,St. Georgen im Schwarzwald-Stadt,legacy-2025
08326054,Schönwald im Schwarzwald,legacy-2025
08326055,Schonach im Schwarzwald,legacy-2025
08326060,Triberg im Schwarzwald-Stadt,legacy-2025
08326061,Tuningen,legacy-2025
08326065,Unterkirnach,legacy-2025
08326068,Vöhrenbach-Stadt,legacy-2025
08326074,Villingen-Schwenningen-Stadt,legacy-2025
08326075,Brigachtal,legacy-2025
08327002,Aldingen,legacy-2025
08327004,Bärenthal,legacy-2025
08327005,Balgheim,legacy-2025
08327006,Böttingen,legacy-2025
08327007,Bubsheim,legacy-2025
08327008,Buchheim,legacy-2025
08327009,Deilingen,legacy-2025
08327010,Denkingen,legacy-2025
08327011,Dürbheim,legacy-2025
08327012,Durchhausen,legacy-2025
08327013,Egesheim,legacy-2025
08327016,Fridingen an der Donau-Stadt,legacy-2025
08327017,Frittlingen,legacy-2025
08327018,Geisingen-Stadt,legacy-2025
08327019,Gosheim,legacy-2025
08327020,Gunningen,legacy-2025
08327023,Hausen ob Verena,legacy-2025
08327025,Immendingen,legacy-2025
08327027,Irndorf,legacy-2025
08327029,Königsheim,legacy-2025
08327030,Kolbingen,legacy-2025
08327033,Mahlstetten,legacy-2025
08327036,Mühlheim an der Donau-Stadt,legacy-2025
08327038,Neuhausen ob Eck,legacy-2025
08327040,Reichenbach am Heuberg,legacy-2025
08327041,Renquishausen,legacy-2025
08327046,Spaichingen-Stadt,legacy-2025
08327048,Talheim,legacy-2025
08327049,Trossingen-Stadt,legacy-2025
08327050,Tuttlingen-Stadt,legacy-2025
08327051,Wehingen,legacy-2025
08327054,Wurmlingen,legacy-2025
08327055,Seitingen-Oberflacht,legacy-2025
08327056,Rietheim-Weilheim,legacy-2025
08327057,Emmingen-Liptingen,legacy-2025
08335001,Aach-Stadt,legacy-2025
08335002,Allensbach,legacy-2025
08335015,Büsingen am Hochrhein,legacy-2025
08335021,Eigeltingen,legacy-2025
08335022,Engen-Stadt,legacy-2025
08335025,Gaienhofen,legacy-2025
08335026,Gailingen am Hochrhein,legacy-2025
08335028,Gottmadingen,legacy-2025
08335035,Hilzingen,legacy-2025
08335043,Konstanz-Universitätsstadt,legacy-2025
08335055,Moos,legacy-2025
08335057,Mühlingen,legacy-2025
08335061,Öhningen,legacy-2025
08335063,Radolfzell am Bodensee-Stadt,legacy-2025
08335066,Reichenau,legacy-2025
08335075,Singen (Hohentwiel)-Stadt,legacy-2025
08335077,Steißlingen,legacy-2025
08335079,Stockach-Stadt,legacy-2025
08335080,Tengen-Stadt,legacy-2025
08335081,Volkertshausen,legacy-2025
08335096,Hohenfels,legacy-2025
08335097,Mühlhausen-Ehingen,legacy-2025
08335098,Bodman-Ludwigshafen,legacy-2025
08335099,Orsingen-Nenzingen,legacy-2025
08335100,Rielasingen-Worblingen,legacy-2025
08336004,Aitern,legacy-2025
08336006,Bad Bellingen,legacy-2025
08336008,Binzen,legacy-2025
08336010,Böllen,legacy-2025
08336014,Efringen-Kirchen,legacy-2025
08336019,Eimeldingen,legacy-2025
08336024,Fischingen,legacy-2025
08336025,Fröhnd,legacy-2025
08336034,Hasel,legacy-2025
08336036,Hausen im Wiesental,legacy-2025
08336043,Inzlingen,legacy-2025
08336045,Kandern-Stadt,legacy-2025
08336050,Lörrach-Stadt,legacy-2025
08336057,Maulburg,legacy-2025
08336069,Rheinfelden (Baden)-Stadt,legacy-2025
08336073,Rümmingen,legacy-2025
08336075,Schallbach,legacy-2025
08336078,Schliengen,legacy-2025
08336079,Schönau im Schwarzwald-Stadt,legacy-2025
08336080,Schönenberg,legacy-2025
08336081,Schopfheim-Stadt,legacy-2025
08336082,Schwörstadt,legacy-2025
08336084,Steinen,legacy-2025
08336087,Todtnau-Stadt,legacy-2025
08336089,Tunau,legacy-2025
08336090,Utzenfeld,legacy-2025
08336091,Weil am Rhein-Stadt,legacy-2025
08336094,Wembach,legacy-2025
08336096,Wieden,legacy-2025
08336100,Wittlingen,legacy-2025
08336103,Zell im Wiesental-Stadt,legacy-2025
08336104,Malsburg-Marzell,legacy-2025
08336105,Grenzach-Wyhlen,legacy-2025
08336106,Häg-Ehrsberg,legacy-2025
08336107,Kleines Wiesental,legacy-2025
08336991,Briefwahl für mehrere Gemeinden,legacy-2025
08337002,Albbruck,legacy-2025
08337013,Bernau im Schwarzwald,legacy-2025
08337022,Bonndorf im Schwarzwald-Stadt,legacy-2025
08337027,Dachsberg (Südschwarzwald),legacy-2025
08337030,Dettighofen,legacy-2025
08337032,Dogern,legacy-2025
08337038,Görwihl,legacy-2025
08337039,Grafenhausen,legacy-2025
08337045,Häusern,legacy-2025
08337049,Herrischried,legacy-2025
08337051,Höchenschwand,legacy-2025
08337053,Hohentengen am Hochrhein,legacy-2025
08337059,Ibach,legacy-2025
08337060,Jestetten,legacy-2025
08337062,Klettgau,legacy-2025
08337065,Lauchringen,legacy-2025
08337066,Laufenburg (Baden)-Stadt,legacy-2025
08337070,Lottstetten,legacy-2025
08337076,Murg,legacy-2025
08337090,Rickenbach,legacy-2025
08337096,Bad Säckingen-Stadt,legacy-2025
08337097,St. Blasien-Stadt,legacy-2025
08337106,Stühlingen-Stadt,legacy-2025
08337108,Todtmoos,legacy-2025
08337116,Wehr-Stadt,legacy-2025
08337118,Weilheim,legacy-2025
08337123,Wutöschingen,legacy-2025
08337124,Eggingen,legacy-2025
08337125,Küssaberg,legacy-2025
08337126,Waldshut-Tiengen-Stadt,legacy-2025
08337127,Wutach,legacy-2025
08337128,Ühlingen-Birkendorf,legacy-2025
08415014,Dettingen an der Erms,legacy-2025
08415019,Eningen unter Achalm,legacy-2025
08415027,Gomadingen,legacy-2025
08415028,Grabenstetten,legacy-2025
08415029,Grafenberg,legacy-2025
08415034,Hayingen-Stadt,legacy-2025
08415039,Hülben,legacy-2025
08415048,Mehrstetten,legacy-2025
08415050,Metzingen-Stadt,legacy-2025
08415053,Münsingen-Stadt,legacy-2025
08415058,Pfronstetten,legacy-2025
08415059,Pfullingen-Stadt,legacy-2025
08415060,Pliezhausen,legacy-2025
08415061,Reutlingen-Stadt,legacy-2025
08415062,Riederich,legacy-2025
08415073,Trochtelfingen-Stadt,legacy-2025
08415078,Bad Urach-Stadt,legacy-2025
08415080,Wannweil,legacy-2025
08415085,Zwiefalten,legacy-2025
08415087,Walddorfhäslach,legacy-2025
08415088,Römerstein,legacy-2025
08415089,Engstingen,legacy-2025
08415090,Hohenstein,legacy-2025
08415091,Sonnenbühl,legacy-2025
08415092,Lichtenstein,legacy-2025
08415093,St. Johann,legacy-2025
08416006,Bodelshausen,legacy-2025
08416009,Dettenhausen,legacy-2025
08416011,Dußlingen,legacy-2025
08416015,Gomaringen,legacy-2025
08416018,Hirrlingen,legacy-2025
08416022,Kirchentellinsfurt,legacy-2025
08416023,Kusterdingen,legacy-2025
08416025,Mössingen-Stadt,legacy-2025
08416026,Nehren,legacy-2025
08416031,Ofterdingen,legacy-2025
08416036,Rottenburg am Neckar-Stadt,legacy-2025
08416041,Tübingen-Universitätsstadt,legacy-2025
08416048,Ammerbuch,legacy-2025
08416049,Neustetten,legacy-2025
08416050,Starzach,legacy-2025
08417002,Balingen-Stadt,legacy-2025
08417008,Bisingen,legacy-2025
08417010,Bitz,legacy-2025
08417013,Burladingen-Stadt,legacy-2025
08417014,Dautmergen,legacy-2025
08417015,Dormettingen,legacy-2025
08417016,Dotternhausen,legacy-2025
08417022,Geislingen-Stadt,legacy-2025
08417023,Grosselfingen,legacy-2025
08417025,Haigerloch-Stadt,legacy-2025
08417029,Hausen am Tann,legacy-2025
08417031,Hechingen-Stadt,legacy-2025
08417036,Jungingen,legacy-2025
08417044,Meßstetten-Stadt,legacy-2025
08417045,Nusplingen,legacy-2025
08417047,Obernheim,legacy-2025
08417051,Rangendingen,legacy-2025
08417052,Ratshausen,legacy-2025
08417054,Rosenfeld-Stadt,legacy-2025
08417057,Schömberg-Stadt,legacy-2025
08417063,Straßberg,legacy-2025
08417071,Weilen unter den Rinnen,legacy-2025
08417075,Winterlingen,legacy-2025
08417078,Zimmern unter der Burg,legacy-2025
08417079,Albstadt-Stadt,legacy-2025
08421000,Ulm-Universitätsstadt,legacy-2025
08425002,Allmendingen,legacy-2025
08425004,Altheim,legacy-2025
08425005,Altheim (Alb),legacy-2025
08425008,Amstetten,legacy-2025
08425011,Asselfingen,legacy-2025
08425013,Ballendorf,legacy-2025
08425014,Beimerstetten,legacy-2025
08425017,Berghülen,legacy-2025
08425019,Bernstadt,legacy-2025
08425020,Blaubeuren-Stadt,legacy-2025
08425022,Börslingen,legacy-2025
08425024,Breitingen,legacy-2025
08425028,Dietenheim-Stadt,legacy-2025
08425031,Dornstadt,legacy-2025
08425033,Ehingen (Donau)-Stadt,legacy-2025
08425035,Emeringen,legacy-2025
08425036,Emerkingen,legacy-2025
08425039,Erbach-Stadt,legacy-2025
08425050,Griesingen,legacy-2025
08425052,Grundsheim,legacy-2025
08425055,Hausen am Bussen,legacy-2025
08425062,Holzkirch,legacy-2025
08425064,Hüttisheim,legacy-2025
08425066,Illerrieden,legacy-2025
08425071,Laichingen-Stadt,legacy-2025
08425072,Langenau-Stadt,legacy-2025
08425073,Lauterach,legacy-2025
08425075,Lonsee,legacy-2025
08425079,Merklingen,legacy-2025
08425081,Munderkingen-Stadt,legacy-2025
08425083,Neenstetten,legacy-2025
08425084,Nellingen,legacy-2025
08425085,Nerenstetten,legacy-2025
08425088,Oberdischingen,legacy-2025
08425090,Obermarchtal,legacy-2025
08425091,Oberstadion,legacy-2025
08425092,Öllingen,legacy-2025
08425093,Öpfingen,legacy-2025
08425097,Rammingen,legacy-2025
08425098,Rechtenstein,legacy-2025
08425104,Rottenacker,legacy-2025
08425108,Schelklingen-Stadt,legacy-2025
08425110,Schnürpflingen,legacy-2025
08425112,Setzingen,legacy-2025
08425123,Untermarchtal,legacy-2025
08425124,Unterstadion,legacy-2025
08425125,Unterwachingen,legacy-2025
08425130,Weidenstetten,legacy-2025
08425134,Westerheim,legacy-2025
08425135,Westerstetten,legacy-2025
08425137,Illerkirchberg,legacy-2025
08425138,Staig,legacy-2025
08425139,Heroldstatt,legacy-2025
08425140,Balzheim,legacy-2025
08425141,Blaustein-Stadt,legacy-2025
08425991,Briefwahl für mehrere Gemeinden,legacy-2025
08426001,Achstetten,legacy-2025
08426005,Alleshausen,legacy-2025
08426006,Allmannsweiler,legacy-2025
08426008,Altheim,legacy-2025
08426011,Attenweiler,legacy-2025
08426013,Bad Buchau-Stadt,legacy-2025
08426014,Bad Schussenried-Stadt,legacy-2025
08426019,Berkheim,legacy-2025
08426020,Betzenweiler,legacy-2025
08426021,Biberach an der Riß-Stadt,legacy-2025
08426028,Burgrieden,legacy-2025
08426031,Dettingen an der Iller,legacy-2025
08426035,Dürmentingen,legacy-2025
08426036,Dürnau,legacy-2025
08426038,Eberhardzell,legacy-2025
08426043,Erlenmoos,legacy-2025
08426044,Erolzheim,legacy-2025
08426045,Ertingen,legacy-2025
08426058,Hochdorf,legacy-2025
08426062,Ingoldingen,legacy-2025
08426064,Kanzach,legacy-2025
08426065,Kirchberg an der Iller,legacy-2025
08426066,Kirchdorf an der Iller,legacy-2025
08426067,Langenenslingen,legacy-2025
08426070,Laupheim-Stadt,legacy-2025
08426071,Maselheim,legacy-2025
08426073,Mietingen,legacy-2025
08426074,Mittelbiberach,legacy-2025
08426078,Moosburg,legacy-2025
08426087,Ochsenhausen-Stadt,legacy-2025
08426090,Oggelshausen,legacy-2025
08426097,Riedlingen-Stadt,legacy-2025
08426100,Rot an der Rot,legacy-2025
08426108,Schwendi,legacy-2025
08426109,Seekirch,legacy-2025
08426113,Steinhausen an der Rottum,legacy-2025
08426117,Tannheim,legacy-2025
08426118,Tiefenbach,legacy-2025
08426120,Ummendorf,legacy-2025
08426121,Unlingen,legacy-2025
08426124,Uttenweiler,legacy-2025
08426125,Wain,legacy-2025
08426128,Warthausen,legacy-2025
08426134,Schemmerhofen,legacy-2025
08426135,Gutenzell-Hürbel,legacy-2025
08435005,Bermatingen,legacy-2025
08435010,Daisendorf,legacy-2025
08435013,Eriskirch,legacy-2025
08435015,Frickingen,legacy-2025
08435016,Friedrichshafen-Stadt,legacy-2025
08435018,Hagnau am Bodensee,legacy-2025
08435020,Heiligenberg,legacy-2025
08435024,Immenstaad am Bodensee,legacy-2025
08435029,Kressbronn am Bodensee,legacy-2025
08435030,Langenargen,legacy-2025
08435034,Markdorf-Stadt,legacy-2025
08435035,Meckenbeuren,legacy-2025
08435036,Meersburg-Stadt,legacy-2025
08435042,Neukirch,legacy-2025
08435045,Oberteuringen,legacy-2025
08435047,Owingen,legacy-2025
08435052,Salem,legacy-2025
08435053,Sipplingen,legacy-2025
08435054,Stetten,legacy-2025
08435057,Tettnang-Stadt,legacy-2025
08435059,Überlingen-Stadt,legacy-2025
08435066,Uhldingen-Mühlhofen,legacy-2025
08435067,Deggenhausertal,legacy-2025
08436001,Achberg,legacy-2025
08436003,Aichstetten,legacy-2025
08436004,Aitrach,legacy-2025
08436005,Altshausen,legacy-2025
08436006,Amtzell,legacy-2025
08436008,Aulendorf-Stadt,legacy-2025
08436009,Bad Waldsee-Stadt,legacy-2025
08436010,Bad Wurzach-Stadt,legacy-2025
08436011,Baienfurt,legacy-2025
08436012,Baindt,legacy-2025
08436013,Berg,legacy-2025
08436014,Bergatreute,legacy-2025
08436018,Bodnegg,legacy-2025
08436019,Boms,legacy-2025
08436024,Ebenweiler,legacy-2025
08436027,Eichstegen,legacy-2025
08436032,Fleischwangen,legacy-2025
08436039,Grünkraut,legacy-2025
08436040,Guggenhausen,legacy-2025
08436047,Hoßkirch,legacy-2025
08436049,Isny im Allgäu-Stadt,legacy-2025
08436052,Kißlegg,legacy-2025
08436053,Königseggwald,legacy-2025
08436055,Leutkirch im Allgäu-Stadt,legacy-2025
08436064,Ravensburg-Stadt,legacy-2025
08436067,Riedhausen,legacy-2025
08436069,Schlier,legacy-2025
08436077,Unterwaldhausen,legacy-2025
08436078,Vogt,legacy-2025
08436079,Waldburg,legacy-2025
08436081,Wangen im Allgäu-Stadt,legacy-2025
08436082,Weingarten-Stadt,legacy-2025
08436083,Wilhelmsdorf,legacy-2025
08436085,Wolfegg,legacy-2025
08436087,Wolpertswende,legacy-2025
08436093,Ebersbach-Musbach,legacy-2025
08436094,Argenbühl,legacy-2025
08436095,Horgenzell,legacy-2025
08436096,Fronreute,legacy-2025
08436991,Briefwahl für mehrere Gemeinden,legacy-2025
08437005,Beuron,legacy-2025
08437008,Bingen,legacy-2025
08437031,Gammertingen-Stadt,legacy-2025
08437044,Herbertingen,legacy-2025
08437047,Hettingen-Stadt,legacy-2025
08437053,Hohentengen,legacy-2025
08437056,Illmensee,legacy-2025
08437059,Inzigkofen,legacy-2025
08437065,Krauchenwies,legacy-2025
08437072,Leibertingen,legacy-2025
08437076,Mengen-Stadt,legacy-2025
08437078,Meßkirch-Stadt,legacy-2025
08437082,Neufra,legacy-2025
08437086,Ostrach,legacy-2025
08437088,Pfullendorf-Stadt,legacy-2025
08437100,Bad Saulgau-Stadt,legacy-2025
08437101,Scheer-Stadt,legacy-2025
08437102,Schwenningen,legacy-2025
08437104,Sigmaringen-Stadt,legacy-2025
08437105,Sigmaringendorf,legacy-2025
08437107,Stetten am kalten Markt,legacy-2025
08437114,Veringenstadt-Stadt,legacy-2025
08437118,Wald,legacy-2025
08437123,Sauldorf,legacy-2025
08437124,Herdwangen-Schönach,legacy-2025
