Berichtszeitpunkt,_RS,Name,Regionalebene,GEBAEUDEART_SYS_1,GEBAEUDEART_SYS_11,GEBAEUDEART_SYS_111,GEBAEUDEART_SYS_112,GEBAEUDEART_SYS_12,ZAHLWOHNGN_HHG__1,ZAHLWOHNGN_HHG__2,ZAHLWOHNGN_HHG__3,ZAHLWOHNGN_HHG__4,ZAHLWOHNGN_HHG__5,BAUJAHR_10JA__01,BAUJAHR_10JA__02,BAUJAHR_10JA__03,BAUJAHR_10JA__04,BAUJAHR_10JA__05,BAUJAHR_10JA__06,BAUJAHR_10JA__07,BAUJAHR_10JA__08,BAUJAHR_10JA__09,BAUJAHR_10JA__10,EIGENTUM__1,EIGENTUM__2,EIGENTUM__3,EIGENTUM__4,EIGENTUM__5,EIGENTUM__6,EIGENTUM__7,EIGENTUM__8,HEIZTYP__1,HEIZTYP__2,HEIZTYP__3,HEIZTYP__4,HEIZTYP__5,HEIZTYP__6,ENERGIETRAEGER__1,ENERGIETRAEGER__2,ENERGIETRAEGER__3,ENERGIETRAEGER__4,ENERGIETRAEGER__5,ENERGIETRAEGER__6,ENERGIETRAEGER__7,NERGIETRAEGER__8,ENERGIETRAEGER__9,NUTZUNG__01,NUTZUNG__02,NUTZUNG__03,NUTZUNG__04,MIETE_EURM2_2__01,MIETE_EURM2_2__02,MIETE_EURM2_2__03,MIETE_EURM2_2__04,MIETE_EURM2_2__05,MIETE_EURM2_2__06,MIETE_EURM2_2__07,MIETE_EURM2_2__08,MIETE_EURM2_2__09,MIETE_EURM2_2__10,WOHNFLAECHE_20S__01,WOHNFLAECHE_20S__02,WOHNFLAECHE_20S__03,WOHNFLAECHE_20S__04,WOHNFLAECHE_20S__05,WOHNFLAECHE_20S__06,WOHNFLAECHE_20S__07,WOHNFLAECHE_20S__08,WOHNFLAECHE_20S__09,WOHNFLAECHE_20S__10,RAUMANZAHL__01,RAUMANZAHL__02,RAUMANZAHL__03,RAUMANZAHL__04,RAUMANZAHL__05,RAUMANZAHL__06,RAUMANZAHL__07,QMMIETE,LEQ,ETQ,FLAECHE,LEERSTAND_INSGESAMT,LEERSTAND_DAUER__1,LEERSTAND_DAUER__2,LEERSTAND_DAUER__3,LEERSTAND_DAUER__4,LEERSTAND_GRUND__1,LEERSTAND_GRUND__2,LEERSTAND_GRUND__3,LEERSTAND_GRUND__4,LEERSTAND_GRUND__5,LEERSTAND_GRUND__6,geo_id
20220515,130720093093,Satow,Gemeinde,2734,2690,2690,–,41,1688,386,360,285,17,546,283,194,256,218,86,548,298,92,206,88,2200,–,379,18,45,5,–,339,179,52,2003,120,42,1877,164,98,3,115,65,31,339,42,1799,818,31,87,161,470,146,25,13,–,3,–,–,–,43,264,521,381,519,506,230,125,68,86,16,220,495,706,698,311,286,5.26,3.19,69.24,105.77,87,17,7,9,58,18,24,19,7,–,16,13072093
20220515,130720106106,"Teterow, Bergringstadt",Gemeinde,4818,4662,4623,42,155,1454,383,979,1592,416,1139,475,160,485,614,967,531,223,82,141,249,2546,749,1067,57,76,–,76,2029,204,170,2351,50,18,2342,235,56,–,103,32,19,2029,18,1524,3014,34,245,188,1471,1111,217,16,–,3,–,–,–,425,1264,1426,475,492,368,170,59,51,80,120,764,1473,1169,716,323,258,6.01,5.01,34.52,78.18,245,59,21,22,147,120,79,–,10,8,29,13072106
20220515,130725251,Bad Doberan-Land,Gemeindeverband,6393,6248,6226,20,148,3632,769,1189,576,218,827,302,107,209,192,254,2480,1163,526,336,1164,4855,69,201,55,37,3,8,448,446,82,5167,227,26,4934,261,155,6,351,206,11,448,26,3779,1979,487,145,257,483,739,407,64,24,3,3,–,3,143,811,1151,842,1138,1076,529,255,160,286,111,573,1333,1587,1485,699,604,6.89,2.22,66.31,105.95,145,40,18,23,61,54,36,10,12,4,34,130725251
20220515,130725252,Bützow-Land,Gemeindeverband,8245,8082,8068,15,161,3472,1009,1643,1778,341,1954,1241,545,917,884,861,1117,352,161,213,568,5548,743,1234,23,118,3,8,2832,287,81,4463,494,94,2954,1468,496,3,130,207,64,2832,94,3863,3768,81,528,757,2304,632,66,17,–,–,–,–,–,309,1872,1925,1170,1025,935,443,198,129,237,173,626,1975,2430,1573,762,709,5.05,6.27,50.91,89.8,528,107,49,58,315,204,137,14,34,12,130,130725252
20220515,130725253,Carbäk,Gemeindeverband,3497,3475,3475,–,19,2695,368,274,127,32,231,237,121,65,26,108,1400,918,246,138,129,3187,–,6,93,3,7,75,438,365,50,2545,87,11,2505,194,75,–,163,98,10,438,11,2678,742,13,63,112,172,293,73,85,4,–,–,–,–,35,174,313,486,887,825,361,191,85,134,18,181,457,899,1105,482,348,6.95,1.79,78.48,116.52,63,15,5,20,26,19,7,13,14,8,5,130725253
20220515,130725254,Gnoien,Gemeindeverband,3200,3130,3130,–,72,1757,373,450,577,37,940,616,251,423,149,371,212,183,23,40,140,2335,127,504,20,22,–,54,197,211,169,2381,172,68,1774,777,259,5,32,47,42,197,68,1807,1076,66,251,203,695,159,15,3,–,–,–,–,–,132,618,660,526,497,389,177,60,44,91,63,322,719,869,634,329,268,5.05,7.79,62.78,91.81,251,26,30,13,183,117,51,11,14,14,45,130725254
20220515,130725255,Güstrow-Land,Gemeindeverband,4773,4688,4657,31,83,3047,555,737,279,159,934,583,383,327,544,388,969,406,87,151,155,4135,5,425,47,5,–,–,307,278,60,3772,272,83,2227,1525,277,–,176,125,53,307,83,3065,1324,103,279,304,815,142,44,4,–,3,16,–,–,178,687,682,753,809,746,384,200,116,210,135,304,847,1186,1162,645,495,4.98,5.82,70.55,105.33,279,32,41,39,170,133,49,4,21,13,56,130725255
20220515,130725256,Krakow am See,Gemeindeverband,4909,4766,4732,31,144,2576,619,1039,593,85,1131,801,389,389,586,373,618,403,85,128,184,3675,95,838,34,39,3,45,414,248,39,3749,350,107,2092,1583,380,–,117,152,60,414,107,2562,1802,228,313,337,1126,251,62,22,3,3,–,3,–,279,973,970,654,730,605,269,158,92,178,78,426,1086,1361,929,528,504,5.09,6.49,59.58,94.38,313,38,34,36,202,116,89,11,20,22,60,130725256
20220515,130725257,Laage,Gemeindeverband,4665,4571,4527,45,92,2452,484,939,699,90,919,854,218,471,395,525,673,359,118,141,90,3548,106,767,82,56,9,11,750,224,61,3298,249,78,2009,1183,249,8,189,145,57,750,78,2352,1879,98,329,269,1111,416,80,3,–,–,–,–,–,191,915,791,812,763,609,260,116,59,147,72,318,925,1433,1052,491,375,5.28,7.09,56.28,94.75,329,22,27,23,264,59,84,5,13,12,163,130725257
20220515,130725258,Mecklenburgische Schweiz,Gemeindeverband,4519,4439,4439,–,82,2693,460,439,608,323,1013,910,352,577,425,422,434,232,74,82,124,3458,4,859,12,15,–,42,304,161,55,3544,326,126,1296,2097,437,10,86,86,74,304,126,2570,1113,187,651,279,739,81,8,7,–,–,–,–,–,264,801,775,628,636,639,312,161,106,204,108,319,882,1157,955,534,563,4.82,14.87,69.75,97.95,651,58,47,44,501,302,146,31,17,9,145,130725258
20220515,130725259,Neubukow-Salzhaff,Gemeindeverband,4255,4115,4032,77,146,2331,587,785,286,264,884,695,284,257,295,299,521,622,226,172,493,3421,6,170,68,67,–,30,296,242,47,3206,355,109,2219,881,257,–,209,245,39,296,109,2260,1147,560,285,180,532,258,127,36,7,–,–,3,3,221,779,782,735,616,510,275,115,70,148,94,407,1006,1141,804,426,375,5.88,7.1,67.89,95.28,285,55,34,21,177,76,128,9,12,10,54,130725259
20220515,130725260,Rostocker Heide,Gemeindeverband,5049,4978,4978,–,74,2870,731,561,402,482,398,375,175,112,430,714,1186,930,373,350,612,3664,–,449,100,197,31,3,990,485,77,3227,235,41,3078,188,113,5,341,279,17,990,41,2941,1596,350,166,151,787,455,145,31,17,–,–,–,–,264,724,862,656,830,887,406,187,110,123,81,694,778,1261,1290,584,363,6.14,3.28,64.86,99.02,166,45,12,3,103,38,73,5,10,5,33,130725260
20220515,130725261,Schwaan,Gemeindeverband,3995,3924,3924,–,70,2327,450,696,410,106,978,510,225,217,270,345,773,388,125,158,271,3214,225,117,84,82,3,5,426,369,41,2871,230,58,2757,245,143,–,149,164,45,426,58,2411,1343,80,158,175,578,459,91,35,5,–,–,–,3,138,604,787,577,674,560,328,109,86,133,66,310,808,1178,853,411,369,6.01,3.59,64.46,98.8,158,26,19,31,84,45,49,6,22,7,30,130725261
20220515,130725262,Tessin,Gemeindeverband,3537,3482,3459,20,58,1757,351,633,470,329,667,503,249,270,372,204,695,289,93,192,180,2590,5,686,33,25,–,15,580,235,53,2416,202,53,1768,632,199,–,153,107,36,580,53,1829,1458,43,207,158,727,478,62,22,8,3,–,–,–,145,738,663,535,513,433,227,92,65,124,72,300,754,1009,723,358,320,5.74,5.94,56.4,94.52,207,25,11,33,135,50,32,75,10,7,34,130725262
20220515,130725263,Warnow-West,Gemeindeverband,7856,7685,7685,–,171,5188,789,1097,572,215,737,281,209,151,356,348,3455,1338,507,474,929,6383,122,67,222,77,–,57,699,776,205,5971,146,64,6049,274,144,3,438,160,21,699,64,5455,2185,72,144,199,368,842,495,241,36,–,3,–,4,125,624,1233,956,1601,1630,784,366,215,319,70,463,1206,2057,2128,1142,792,7.63,1.76,72.28,111.77,144,27,20,15,79,43,22,8,18,9,50,130725263
20220515,130730011011,"Binz, Ostseebad",Gemeinde,3980,3851,3851,–,129,426,158,630,1010,1749,211,554,194,175,656,578,599,538,163,309,1747,817,300,966,13,69,61,5,1869,67,221,1794,13,14,1974,68,17,–,10,27,–,1869,14,1030,2224,477,253,62,757,804,458,103,16,5,7,10,5,370,1208,1382,395,252,179,83,30,29,51,93,1060,1249,957,434,100,87,7.09,7.33,31.25,71.12,253,63,47,5,136,141,27,9,7,13,61,13073011
20220515,130730035035,"Grimmen, Stadt",Gemeinde,6032,5942,5890,51,92,1822,275,623,2604,713,345,632,323,2247,725,612,543,300,196,112,117,2571,1313,1789,146,71,5,21,3297,253,22,2036,392,38,1610,466,41,–,77,496,8,3297,38,1693,3447,25,870,250,2365,643,167,19,6,3,–,–,–,249,2212,1597,637,603,428,138,63,45,67,156,1136,1920,1489,753,329,248,5.47,14.6,33.67,75.01,870,101,39,49,684,310,339,150,15,4,54,13073035
20220515,130730055055,"Marlow, Stadt",Gemeinde,2354,2318,2318,–,38,1517,318,334,159,30,616,354,229,152,154,171,354,186,60,77,96,2029,117,82,–,28,–,3,80,133,19,1891,192,41,1207,624,219,–,51,78,50,80,41,1588,608,72,88,121,304,163,15,–,–,–,–,–,–,60,287,439,390,415,341,193,104,40,83,45,182,431,583,558,318,241,5.43,3.16,72.46,100.7,88,14,5,9,57,16,24,10,9,6,24,13073055
20220515,130730070070,"Putbus, Stadt",Gemeinde,2791,2742,2730,16,47,1133,384,758,452,65,703,225,167,224,127,225,422,342,186,162,337,1904,170,300,21,33,8,15,628,92,26,1881,119,45,1601,272,42,–,80,47,69,628,45,1200,1206,186,197,126,499,416,126,43,3,–,–,–,–,89,529,784,416,373,283,134,70,44,65,42,292,794,773,500,197,192,6.24,7.42,50.11,89.26,197,21,24,17,132,54,74,9,10,17,38,13073070
20220515,130730080080,"Sassnitz, Stadt",Gemeinde,6154,6087,6034,54,65,959,321,1405,2254,1214,432,513,664,962,1338,147,1278,575,134,106,656,1673,1077,2299,224,137,87,4,2015,290,310,3499,37,11,3786,245,29,–,52,17,4,2015,11,1216,4277,138,521,346,2615,1028,212,74,4,–,3,–,–,583,1899,2236,505,392,276,136,49,34,44,393,706,1833,2226,644,206,144,5.62,8.36,22.03,69.36,521,82,64,87,290,111,153,–,–,6,246,13073080
20220515,130730088088,"Stralsund, Hansestadt",Gemeinde,35100,34646,34368,279,450,5418,891,5000,12290,11505,4366,4143,3309,5437,5090,3977,3708,2555,1103,1405,3830,11446,6406,9205,1695,1533,493,488,16992,1895,253,15484,364,116,16820,349,114,4,320,157,233,16992,116,6271,26593,181,2057,1578,15410,7141,1938,473,32,12,3,–,6,3551,11413,11216,3629,2232,1701,744,267,138,209,3395,9680,9656,7210,3172,1263,723,5.83,5.88,19.35,69.64,2057,482,225,273,1069,799,810,109,136,28,171,13073088
20220515,130730089089,Süderholz,Gemeinde,1929,1906,1902,6,26,1315,209,278,129,–,355,374,197,218,87,163,272,119,61,83,49,1635,–,163,41,32,–,11,108,122,42,1414,217,29,642,747,145,3,68,161,28,108,29,1291,523,19,96,166,281,48,17,3,3,4,–,–,3,27,251,305,323,385,301,140,70,66,72,8,68,336,534,487,268,232,5.1,4.5,71.25,104.48,96,10,15,13,56,33,23,11,15,–,13,13073089
20220515,130730105105,"Zingst, Ostseeheilbad",Gemeinde,2904,2828,2784,39,81,1157,274,787,472,208,125,123,36,75,362,171,828,708,244,230,868,1701,–,72,171,40,3,46,178,141,23,2376,139,46,2347,89,35,–,87,111,12,178,46,1075,847,844,135,70,77,443,193,41,10,6,3,–,–,110,798,893,419,258,218,102,39,32,32,38,631,923,692,300,176,140,7.74,6.07,57.42,79.88,135,53,35,18,30,84,12,3,9,4,22,13073105
20220515,130735351,Altenpleen,Gemeindeverband,3634,3608,3590,15,28,2313,336,401,401,179,303,256,244,197,247,177,1176,675,192,168,306,3031,33,155,87,3,–,21,566,304,17,2583,120,40,2357,323,87,–,140,97,17,566,40,2123,1332,93,79,144,688,436,60,4,–,–,–,–,–,87,535,493,637,745,633,235,126,52,88,69,348,625,981,935,389,290,5.72,2.32,61.87,100.92,79,26,3,5,45,30,16,–,4,7,24,130735351
20220515,130735352,Barth,Gemeindeverband,8918,8721,8721,–,194,4347,797,1915,877,978,1416,2183,553,539,1206,657,1203,662,292,203,689,6289,34,1419,313,144,–,32,1556,619,56,5765,806,115,5029,918,356,7,245,569,121,1556,115,4101,3747,507,567,342,1961,1196,204,33,3,4,–,–,–,554,1990,2117,1342,1169,924,374,192,99,153,285,1270,2386,2135,1481,800,562,5.89,6.57,52.3,84.65,567,81,51,78,356,169,203,20,51,28,91,130735352
20220515,130735353,Bergen auf Rügen,Gemeindeverband,11923,11759,11737,20,167,3664,1153,1990,2950,2163,1140,1205,639,1194,2089,2605,1231,1065,355,399,890,5920,2313,2495,79,114,31,79,5280,379,141,5761,314,52,5160,826,199,13,183,131,87,5280,52,3851,7131,418,527,1357,3410,1976,293,72,11,6,3,–,3,803,2598,3995,1297,1342,993,413,167,119,202,365,1241,3033,3976,1968,754,580,5.48,4.47,35.05,80.41,527,103,77,71,272,164,201,14,15,24,107,130735353
20220515,130735354,Darß/Fischland,Gemeindeverband,6060,5930,5894,34,127,3202,741,1297,542,282,998,339,189,312,552,457,1250,1209,448,301,1379,4393,–,86,104,87,3,5,290,326,54,4838,401,146,4700,172,117,3,244,336,54,290,146,2484,1313,1973,288,219,181,372,313,151,29,12,23,7,13,473,1308,1345,852,733,623,303,157,93,174,205,1062,1530,1390,860,531,477,8.01,6.7,66.08,87.85,288,90,53,24,113,112,54,22,8,24,71,130735354
20220515,130735355,Franzburg-Richtenberg,Gemeindeverband,4119,4038,4035,7,78,2373,380,772,525,72,849,712,563,510,500,218,424,223,52,67,79,3094,116,715,27,70,3,22,324,267,28,2882,521,101,1960,911,361,–,70,264,129,324,101,2158,1537,66,355,330,1015,157,23,7,3,–,3,–,–,118,841,858,662,652,524,216,96,59,97,34,324,939,1168,902,423,332,4.94,8.38,58.63,91.75,355,41,38,37,242,163,93,8,21,24,48,130735355
20220515,130735356,Miltzow,Gemeindeverband,3770,3708,3703,4,63,2367,341,649,382,34,572,467,323,502,430,381,551,297,102,143,123,2953,28,–,621,30,–,14,495,225,34,2622,290,106,2124,563,174,3,93,140,76,495,106,2188,1237,144,208,200,637,350,25,16,4,–,3,–,–,105,667,746,566,632,518,270,106,65,103,32,210,848,1080,861,412,327,5.55,5.35,64.29,96.31,208,49,14,23,120,53,72,3,20,16,45,130735356
20220515,130735357,Mönchgut-Granitz,Gemeindeverband,5171,4959,4959,–,209,1631,680,1118,1098,644,762,361,204,217,653,266,1091,967,315,334,1108,3459,7,45,394,148,6,3,844,221,87,3738,170,113,3525,272,76,–,101,209,33,844,113,1921,2068,776,409,203,509,800,355,142,33,20,3,–,3,476,1309,1218,748,496,407,223,100,70,121,244,992,1477,1205,634,339,281,7.12,8.28,48.43,82.05,409,110,73,69,160,172,115,3,13,14,85,130735357
20220515,130735358,Niepars,Gemeindeverband,4598,4522,4484,36,78,3224,514,506,235,118,678,477,322,286,251,235,1471,530,206,144,188,4035,–,231,20,75,–,44,374,433,103,3396,249,37,3156,533,205,–,90,111,93,374,37,3246,1119,51,183,200,482,359,66,15,4,–,–,–,–,121,390,651,793,1077,860,316,179,116,109,77,202,712,1288,1339,561,421,5.79,2.98,74.6,105.23,183,17,13,13,138,33,67,3,10,9,60,130735358
20220515,130735359,Nord-Rügen,Gemeindeverband,5825,5698,5698,–,130,2252,684,1077,937,874,745,693,261,580,501,1092,761,668,280,252,489,3424,245,628,383,647,–,5,1534,347,139,3401,334,69,3340,355,170,–,159,149,47,1534,69,2042,2503,772,506,475,1493,428,87,17,4,–,–,–,–,433,1277,1716,789,639,477,226,121,55,91,179,768,1600,1671,932,386,289,5.31,9.86,44.81,81.57,506,117,72,56,265,224,109,16,31,32,94,130735359
20220515,130735360,Recknitz-Trebeltal,Gemeindeverband,4580,4459,4425,32,123,2505,479,905,511,178,971,985,448,448,270,571,509,185,101,94,212,3693,153,395,50,52,11,18,156,225,43,3665,370,125,2322,1283,378,4,52,150,120,156,125,2403,1695,73,405,326,1061,227,35,15,3,4,–,–,24,158,921,975,756,676,510,273,100,90,126,76,323,966,1373,939,524,380,5.05,9.0,59.81,93.32,405,49,25,31,303,166,106,9,24,16,86,130735360
20220515,130735361,Ribnitz-Damgarten,Gemeindeverband,10743,10259,10229,30,482,4057,862,1944,1572,2307,1323,1980,573,558,1819,1054,1641,821,428,540,1246,5802,1025,2350,76,221,13,7,2566,445,441,6813,363,117,6561,627,292,–,306,195,83,2566,117,4316,5778,197,449,656,3185,1279,559,90,11,3,3,–,–,761,2982,2431,1354,1170,1101,439,235,124,151,578,1960,3013,2294,1485,825,588,5.78,4.12,44.17,83.52,449,90,48,50,264,178,165,6,20,16,60,130735361
20220515,130735362,West-Rügen,Gemeindeverband,5595,5432,5432,–,161,2821,767,1090,560,357,984,679,708,466,314,772,797,518,157,200,353,4190,165,356,174,302,4,48,870,311,48,3829,443,95,3300,638,214,–,107,266,107,870,95,2768,2040,451,335,291,1024,560,102,32,17,9,–,–,6,348,927,1325,888,809,618,336,114,93,133,143,706,1227,1387,1159,539,433,5.79,6.23,57.72,91.11,335,81,63,29,163,128,92,10,15,15,76,130735362
20220515,130740026026,"Grevesmühlen, Stadt",Gemeinde,5845,5713,5713,–,130,2144,398,1123,1643,540,886,799,247,493,935,802,920,514,121,127,237,3085,644,1727,58,82,4,8,1870,265,28,3575,78,27,3551,219,57,–,44,54,21,1870,27,2089,3535,43,175,166,2067,1124,153,19,6,–,–,–,–,365,1532,1655,747,639,511,181,88,52,84,243,1029,1509,1489,914,361,293,5.76,2.82,37.43,79.14,175,27,14,24,105,62,46,4,7,11,48,13074026
20220515,130740035035,"Insel Poel, Ostseebad",Gemeinde,2000,1949,1949,–,48,904,254,398,288,156,218,145,140,198,288,126,345,340,79,124,375,1402,20,199,–,3,–,–,581,61,85,1054,138,79,702,378,24,–,94,133,6,581,79,897,631,361,109,95,324,151,35,25,3,–,–,–,–,102,522,461,290,209,190,109,45,27,45,41,271,565,531,310,145,143,5.87,5.81,58.57,85.18,109,43,17,11,39,51,28,4,5,6,16,13074035
20220515,130740087087,"Wismar, Hansestadt",Gemeinde,26016,25691,25356,337,328,4368,1016,6683,9632,4316,3716,3913,3549,3111,3580,2137,2898,1511,739,862,2066,9465,7414,5859,481,270,233,231,6224,1150,3258,15165,152,68,18413,459,341,4,321,164,25,6224,68,4795,19905,146,1173,508,12182,5676,1145,262,64,51,10,–,9,2756,10076,6533,2371,1890,1240,545,252,134,223,1189,3435,8983,7851,2925,1005,629,6.0,4.23,19.64,69.41,1173,270,114,168,616,568,387,32,44,20,120,13074087
20220515,130745451,Dorf Mecklenburg-Bad Kleinen,Gemeindeverband,7362,7255,7251,5,104,3669,686,1391,1269,346,777,676,504,851,1131,737,1305,669,290,416,497,4930,288,1349,101,176,11,12,2036,296,97,4629,255,53,3151,1185,241,5,467,198,34,2036,53,3725,3142,88,412,349,2064,554,121,39,6,6,3,–,–,253,1540,1431,864,1184,1058,442,217,162,213,69,629,1629,2036,1643,729,626,5.45,5.57,54.51,95.12,412,50,34,38,293,135,183,8,15,12,61,130745451
20220515,130745452,Gadebusch,Gemeindeverband,5406,5304,5304,–,99,2499,486,965,1231,221,827,674,486,758,772,481,783,314,121,189,156,3297,581,40,1288,34,3,4,156,225,25,4774,161,63,3891,805,258,8,104,105,21,156,63,2509,2548,63,286,181,1958,371,34,–,–,3,–,–,–,188,1095,1375,615,750,719,276,139,90,150,121,712,1156,1310,1049,564,488,5.45,5.28,49.74,91.61,286,93,30,13,154,155,65,–,16,23,25,130745452
20220515,130745453,Grevesmühlen-Land,Gemeindeverband,4034,3960,3950,7,77,2431,518,749,299,40,728,529,377,325,234,374,810,403,122,142,304,3269,33,338,50,37,–,5,174,172,62,3358,219,45,2221,1066,224,4,137,125,32,174,45,2547,1263,68,163,221,652,315,64,10,3,–,–,–,–,85,504,703,596,690,694,351,152,102,158,31,320,664,1013,999,497,511,5.53,3.93,66.98,105.6,163,22,15,15,107,44,41,5,19,8,40,130745453
20220515,130745454,Klützer Winkel,Gemeindeverband,7263,7116,7095,17,150,3443,862,1317,1066,578,908,817,432,553,533,528,1332,1255,517,392,1286,5014,200,272,234,128,–,123,328,298,63,6095,339,141,4844,1004,267,3,349,294,31,328,141,3407,2521,943,389,247,883,905,335,118,17,10,5,–,–,322,1579,1684,1048,912,860,388,189,113,169,165,965,1909,1754,1272,650,549,6.52,5.9,57.92,89.62,389,96,65,34,195,166,121,5,21,23,57,130745454
20220515,130745455,Lützow-Lübstorf,Gemeindeverband,6447,6370,6363,4,80,4546,751,677,414,61,777,727,481,454,495,324,2008,643,223,306,394,5628,58,150,144,62,7,3,450,451,91,5186,204,62,4610,747,260,–,204,82,22,450,62,4634,1464,94,253,296,762,328,55,6,7,3,4,–,–,140,561,876,917,1321,1246,643,282,187,275,69,322,956,1663,1796,900,735,5.52,3.94,76.42,110.76,253,33,33,24,164,95,75,4,23,17,43,130745455
20220515,130745456,Neuburg,Gemeindeverband,3141,3081,3081,–,61,1858,373,509,340,56,589,338,313,135,353,230,527,287,187,184,124,2627,–,314,47,27,–,4,539,124,51,2187,165,79,1454,637,144,–,174,97,20,539,79,1770,1123,125,124,164,695,208,43,5,–,3,–,–,4,77,487,622,420,506,469,226,129,74,128,26,228,646,829,704,339,364,5.39,4.03,61.65,101.76,124,17,10,11,80,35,53,–,6,3,22,130745456
20220515,130745457,Neukloster-Warin,Gemeindeverband,5902,5788,5766,25,111,2860,609,1071,1008,357,1130,784,340,631,713,525,931,411,166,266,549,4097,441,601,46,103,4,68,1109,402,62,3901,366,62,3086,703,331,9,229,306,69,1109,62,2844,2555,125,375,477,1604,378,62,26,5,–,–,–,–,216,1331,1362,798,786,710,305,143,108,144,146,610,1323,1664,1120,543,489,5.02,6.38,53.25,90.67,375,64,36,39,239,177,59,–,24,16,95,130745457
20220515,130745458,Rehna,Gemeindeverband,4746,4643,4643,–,103,2657,563,814,653,60,1070,507,289,448,385,278,752,595,168,251,144,3794,226,24,524,9,19,3,220,165,242,3910,143,66,3233,664,292,–,192,51,27,220,66,2666,1823,69,193,233,1144,396,35,11,3,–,–,–,3,144,707,857,609,779,751,373,199,126,197,73,469,928,1145,1012,607,516,5.51,3.91,59.62,103.16,193,30,13,18,132,47,76,5,25,14,25,130745458
20220515,130745459,Schönberger Land,Gemeindeverband,8917,8717,8669,45,202,4631,1063,1590,1306,327,1958,1120,426,492,306,601,1904,1286,453,366,761,7032,152,22,644,230,9,67,830,503,167,7114,228,73,6340,974,271,–,286,102,43,830,73,4730,3650,222,313,356,1423,1322,378,133,9,–,–,3,25,332,1350,1781,1220,1528,1412,554,268,181,291,151,954,1673,2262,2096,996,785,6.39,3.3,57.14,98.4,313,53,30,25,206,94,102,10,16,21,70,130745459
20220515,130750005005,"Anklam, Hansestadt",Gemeinde,7737,7516,7431,88,225,1685,388,1630,3381,660,876,1642,581,1320,1365,298,1072,254,141,190,809,3463,790,2426,97,53,–,100,2866,765,39,3686,343,44,4120,289,52,–,63,136,173,2866,44,2042,4998,43,658,946,2855,953,186,32,19,–,3,–,–,706,2538,2412,758,555,465,160,58,40,58,249,1181,2554,2216,905,399,236,5.14,8.5,29.86,70.51,658,82,52,46,470,276,134,26,22,10,191,13075005
20220515,130750039039,"Greifswald, Universitäts- und Hansestadt",Gemeinde,35597,35028,33987,1040,572,4006,909,4952,15658,10073,3080,3015,1250,3364,8567,5266,3882,2953,2206,2018,6630,9066,7987,8359,1289,707,155,1406,23153,1966,126,10182,155,13,11329,416,49,5,492,115,26,23153,13,6220,28068,112,1199,940,13296,7544,4247,1408,437,177,12,–,12,5797,12687,9320,3196,1854,1402,621,285,182,249,4053,6283,11230,8547,3592,1170,718,6.41,3.25,18.8,66.4,1199,405,221,165,410,842,150,111,37,14,46,13075039
20220515,130750049049,"Heringsdorf, Ostseebad",Gemeinde,5731,5565,5554,10,165,1314,614,1404,1609,790,1400,592,156,107,319,378,1117,1197,310,154,1618,3126,27,787,9,145,–,20,141,505,57,4870,97,58,5126,139,37,–,132,89,9,141,58,1776,2548,1021,386,197,645,997,491,139,41,26,–,5,7,521,1652,1493,820,529,321,166,102,49,72,311,1334,1865,1194,546,263,223,7.21,8.17,41.55,76.29,386,99,87,60,134,170,107,4,26,19,52,13075049
20220515,130750105105,"Pasewalk, Stadt",Gemeinde,6426,6314,6287,28,111,1255,234,1263,2703,974,440,532,626,1169,1364,999,737,420,47,97,238,2143,1171,2374,245,239,4,7,2382,270,67,3545,148,12,3484,409,48,–,37,44,14,2382,12,1366,4289,9,760,1222,2612,291,68,34,59,–,–,–,–,602,1725,2459,521,467,373,138,59,31,44,127,791,1670,2412,956,300,174,4.75,12.05,24.25,71.15,760,89,49,63,564,322,215,–,15,12,195,13075105
20220515,130750130130,"Strasburg (Uckermark), Stadt",Gemeinde,2849,2790,2790,–,57,814,208,671,1013,140,368,331,290,527,552,387,228,92,51,18,72,1174,43,1497,14,24,8,16,1297,511,7,858,104,64,1006,291,70,5,26,50,38,1297,64,810,1604,14,418,222,1274,89,15,3,–,–,–,–,–,193,1056,661,293,224,191,106,46,26,44,30,262,838,967,442,149,161,4.9,14.76,33.66,75.86,418,44,35,45,297,269,28,55,21,5,43,13075130
20220515,130750136136,"Ueckermünde, Seebad , Stadt",Gemeinde,5261,5184,5179,6,76,1559,355,962,1759,628,726,671,188,746,722,659,943,276,121,214,277,2742,41,1152,926,122,3,3,1369,468,661,2558,175,30,3115,411,105,3,97,82,49,1369,30,1570,3142,77,471,419,1947,617,139,23,–,–,–,–,–,404,1386,1483,719,547,397,171,60,37,53,275,844,1514,1395,733,307,192,5.31,9.02,33.6,78.1,471,68,35,52,313,151,144,45,11,11,106,13075136
20220515,130755551,Am Peenestrom,Gemeindeverband,9184,9019,8992,27,164,2983,622,1446,3291,842,1211,906,1254,1219,1699,1011,885,591,228,176,336,4104,1398,3177,27,100,3,41,1752,501,2459,3924,466,83,3601,524,211,2423,177,332,80,1752,83,2894,5257,209,822,422,3776,907,99,27,9,18,–,–,–,674,2935,2374,1061,851,725,267,121,72,100,71,906,2670,3104,1499,533,401,5.43,9.18,35.76,76.27,822,93,74,100,558,248,135,95,33,17,296,130755551
