Wahlkreisnummer,Wahlkreisname,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen_rel,Parteilos_Erststimmen_rel,Ungültige_Zweitstimmen_rel,Volt_Erststimmen_rel,Volt_Zweitstimmen_rel,BÜNDNIS_DEUTSCHLAND_Zweitstimmen_rel,Initiative_Gegenwind_Erststimmen_rel,BSW_Zweitstimmen_rel,CDU_Erststimmen_rel,dieBasis_Erststimmen_rel,FREIE_WÄHLER_Zweitstimmen_rel,MLPD_Erststimmen_rel,Bündnis_C_Erststimmen_rel,dieBasis_Zweitstimmen_rel,ÖDP_Erststimmen_rel,BÜNDNIS_DEUTSCHLAND_Erststimmen_rel,Tierschutzpartei_Erststimmen_rel,SPD_Erststimmen_rel,Die_PARTEI_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen_rel,Ungültige_Erststimmen_rel,Bündnis_C_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen_rel,Gültige_Erststimmen_rel,FDP_Erststimmen_rel,Tierschutzpartei_Zweitstimmen_rel,CDU_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen_rel,MLPD_Zweitstimmen_rel,ÖDP_Zweitstimmen_rel,SPD_Zweitstimmen_rel,Volkmar_Raidt_Erststimmen_rel,Die_Linke_Erststimmen_rel,FREIE_WÄHLER_Erststimmen_rel,Die_Linke_Zweitstimmen_rel,FDP_Zweitstimmen_rel,Parteilos_Zweitstimmen_rel,GRÜNE_Zweitstimmen_rel,GRÜNE_Erststimmen_rel,AfD_Zweitstimmen_rel,Gültige_Zweitstimmen_rel,Die_PARTEI_Zweitstimmen_rel,BSW_Erststimmen_rel,Volkmar_Raidt_Zweitstimmen_rel,AfD_Erststimmen_rel
283,Emmendingen-Lahr,218790,146875,71915,0,182311,68970,1439,180872,66984,40204,18328.0,5695,34282,8504,,6875.0,,,,,,,,,,,,,,993,181318,58425,28150,23992,8497,35309,10679,509,3352,2073,880,1228,391,284,44,193,7312,,,,,,,,0.005476566033157215,,0.006772631509282035,0.0010644282420940005,,0.040326939410317786,0.37033924543323454,,0.01848685734455487,,,0.0028072226695639705,,,,0.22227873855544253,,,0.007955902516696891,0.0015663089158274412,,,1.0,0.031486354991375115,0.011432952051092555,0.3222239380535854,,0.0002426675785084768,0.0021564323453821463,0.15525209852303687,,0.04701667477553187,0.038010305630501125,0.05889652433845509,0.04686241851333017,,0.13232001235398583,0.10133132823211995,0.19473521658081383,1.0,0.004853351570169536,,,0.18953735238179487
284,Offenburg,204805,139839,64965,1,167833,61888,1648,166185,63492,21575,20482.0,7406,34411,8993,,7685.0,,,2141.0,,,,,,,,,,,1031,166802,56001,22192,18504,8781,36363,9490,719,3183,1563,683,1164,261,183,29,153,7533,,,,,,,,0.006180981043392765,0.012883232542046515,0.006978333593122384,0.0009172551887867052,,0.04516132900085131,0.3820561422511057,,0.01908250500593518,,,0.004310499874102229,,,,0.1298251948130096,,,0.009916659144928845,0.0010971091473723337,,,1.0,0.044564792249601345,0.009370391242311243,0.3357333844917927,,0.00017385882663277418,0.0015647294396949677,0.13304396829774223,,0.05411439058880164,0.046243644131540154,0.05689380223258714,0.05264325367801345,,0.11093392165561564,0.12324818726118482,0.21800098320164027,1.0,0.004094675123799475,,,0.20706441616271024
285,Rottweil-Tuttlingen,196201,135866,60324,11,161387,57785,1559,159828,62245,17697,12461.0,8719,44002,7147,,4794.0,,,2763.0,,,,,,,,,,,1121,160266,55063,17307,12443,9737,43401,7541,632,2350,1504,637,1265,522,356,30,229,7249,,,,,,,,0.006994621441852919,0.01728733388392522,0.007893127675239914,0.0014288744961501504,,0.045231053373766116,0.3894499086518007,,0.014663122558746085,,,0.0039434440243095855,,,,0.11072527967565132,,,0.009754235803488751,0.0022213070769845134,,,1.0,0.054552393823360114,0.009384398437597493,0.34357256061797264,,0.00018718879862229045,0.0032570850960278535,0.10798921792519936,,0.04471682058212578,0.02999474435017644,0.047053024347023076,0.06075524440617473,,0.07763967404190533,0.07796506244212528,0.27080603496686756,1.0,0.003974642157413301,,,0.27530845659083514
286,Schwarzwald-Baar,160376,110242,50128,6,131135,47968,1057,130078,55044,19396,9979.0,4524,29143,5295,,2933.0,,,1500.0,,,,,,,,2264.0,,,899,130236,44338,16814,12895,6874,30953,6591,481,2066,1243,502,929,234,285,47,167,5817,,,,,,,0.017404941650394377,0.006902853281734697,0.011531542612893802,0.007133204336742529,0.0012822875395435977,,0.044665069566018616,0.423161487722751,,0.01586350932153936,,,0.003693295248625572,,,,0.14911053367979213,,,0.0081258936945525,0.0021883350225744033,,,1.0,0.034779132520487706,0.009544212045824504,0.34044350256457506,,0.00036088331951227004,0.001796738229061089,0.12910408796338954,,0.040706345423515124,0.022548009655745015,0.050608126785220676,0.05278110507079456,,0.09901256181086643,0.07671550915604483,0.23766854018858072,1.0,0.0038545409871310545,,,0.22404249757837605
287,Konstanz,207094,127860,79234,0,170740,75812,1166,169574,63922,26451,25390.0,7363,29587,9987,,3341.0,,,2911.0,,,,,,,622.0,,,,789,169951,51163,22599,28615,9820,31136,12660,466,1929,1349,872,1691,301,219,48,148,6935,,,,,,,,0.004642514607151473,0.01716654675834739,0.0099499267435908,0.0008708392418991356,0.003668015143831012,0.04080587934169261,0.37695637302888413,,0.011350330389347518,,,0.002741966802195927,,,,0.15598499770011912,,,0.006876054112069067,0.0012886067160534508,,,1.0,0.043420571549883824,0.007937582008931986,0.3010455954951721,,0.00028243434872404397,0.0017710987284570259,0.13297362180863895,,0.05889464186726739,0.019702312854564967,0.0744920594759666,0.057781360509794,,0.16837206018205247,0.14972814228596365,0.18320574753899654,1.0,0.005130890668486799,,,0.1744783988111385
288,Waldshut,176262,116290,59972,0,145383,57316,978,144405,54467,26958,16809.0,5169,26710,6839,1372.0,4321.0,,,1760.0,,,,,,,,,,,712,144671,48696,20751,19776,7212,27607,8199,625,2414,1203,540,1184,286,220,41,165,5752,,,,,,,,0.004921511567625854,0.012187943630760707,0.00818408665178232,0.0011405188323852051,,0.03975917772048303,0.3771822305321838,0.009501056057615734,0.01668613612956294,,,0.004320147092368201,,,,0.18668328658979952,,,0.00677261867663862,0.0015206917765136067,,,1.0,0.03579515944738756,0.008315419123390313,0.3365982124959391,,0.000283401649259354,0.0019768993094676887,0.14343579570197207,,0.047359855960666185,0.02992278660711194,0.05667341761652301,0.049851041328255144,,0.13669636623787768,0.11640178664173678,0.1908260812464143,1.0,0.0037326070878061254,,,0.1849658945327378
289,Reutlingen,197827,135041,62786,0,165466,60173,1264,164202,63189,22440,20868.0,9115,32479,9118,,4649.0,,2054.0,,,,290.0,,,,,,,,812,164654,53652,21625,20122,10604,34596,9970,443,2127,1310,766,994,269,363,73,195,7545,,,,,,,,0.00493155343933339,,0.006036901624011564,0.0011843016264409003,,0.04582336293075176,0.3848247889794278,,0.012917997740716898,0.001766117343272311,,0.0026904903616067634,,,,0.13666094201045054,0.01250898283821147,,0.007697835592745521,0.0022046230276822915,,,1.0,0.05551089511699005,0.007956077593013228,0.3258469274964471,,0.00044335394220608063,0.0016337289103210367,0.1313360137014588,,0.05552916529640321,0.028312688030596462,0.06055121649033731,0.06440171511168875,,0.1222077811653528,0.12708736799795373,0.21011332855563788,1.0,0.004652179722326818,,,0.19779905238669443
290,Tübingen,199799,130730,69069,0,172184,66300,1167,171017,54252,22149,42176.0,6242,26760,10521,,3862.0,,1667.0,1805.0,,,,,,,,,1583.0,,702,171482,48875,23910,32947,8579,27676,16465,407,1756,1152,719,1280,332,278,88,180,6838,,,,,,,,0.004093724122648441,0.010554506277153734,0.007464340280612543,0.0010496728519611388,,0.03987590534283482,0.3172316202482794,,0.010240141822465331,,,0.0023734269486010194,,,,0.12951344018430916,0.009747568955133115,,0.0068238830057830505,0.0016211614046955365,,,1.0,0.036499295391686205,0.006717906252551288,0.2850153368866703,,0.0005131733942921123,0.0019360632602838782,0.1394315438355046,0.009256389715642304,0.06152019974622406,0.0225825502727799,0.09601590837522306,0.05002857442763672,,0.192130952519798,0.24661875719957665,0.1613930325048693,1.0,0.004192859892000326,,,0.15647567200921547
291,Ulm,223539,153893,69646,0,190020,66741,1240,188780,73225,25220,29344.0,6700,34990,9375,,3800.0,2963.0,,1718.0,,,218.0,1227.0,,,,,,,879,189141,64127,25482,25667,9749,36448,12200,530,2552,1752,737,1289,411,299,76,439,7383,,,,,,,,0.00464732659761765,0.009100540311473672,0.006815021597644085,0.002321019768320988,,0.03903437118340286,0.38788536921284034,,0.013492579609920641,0.0011547833456933996,,0.002802142317107343,,0.006499629198008263,0.0156955185930713,0.133594660451319,,,0.006568492425045026,0.0015808312317265956,,,1.0,0.03549104778048522,0.009262930829381255,0.3390433591870615,,0.00040181663415124165,0.0021729820610021096,0.1347248877821308,,0.049660981036126706,0.02012925097997669,0.06450214390322563,0.05154355745184809,,0.13570299406263053,0.15544019493590422,0.19270279844137442,1.0,0.0038965639390719092,,,0.18534802415510118
292,Biberach,169789,114117,55661,11,144530,53713,1018,143512,58651,18225,14819.0,5555,32077,5447,,4638.0,2401.0,,1699.0,,,,,,,,,,,784,143746,55026,14951,14064,7298,33316,6496,614,2696,1258,558,885,576,273,29,215,5491,,,,,,,,0.005454064808759896,0.011838731255922849,0.00615669305580677,0.0014956937932185939,,0.03819932380727116,0.40868359440325547,,0.018755304495429437,,,0.0042714232048196125,,,0.016730308266904508,0.12699286470817772,,,0.007093483471765427,0.0018991832816217494,,,1.0,0.03870756452422097,0.008751547869158098,0.3828002170495179,,0.0002017447442015778,0.004007068022762373,0.1040098507088893,,0.037955014214839176,0.03231785495289592,0.045190822701153426,0.050770108385624645,,0.09783924422244793,0.1032596577289704,0.2317699275110264,1.0,0.0038818471470510483,,,0.22351440994481298
293,Bodensee,173329,115933,57396,0,145115,54730,1088,144027,57658,21966,18269.0,4628,29318,6090,,3535.0,,,2332.0,,,231.0,,,,,,,,753,144362,50586,18778,19560,8289,27290,8002,508,2020,1053,585,1117,313,208,49,154,5850,,,,,,,,0.005216054086255386,0.01619140855534032,0.007737493246145108,0.0010667627214918053,,0.04052312935537053,0.4003277163309657,,0.013992601931256147,0.0016038659418025787,,0.00351893157479115,,,,0.1525130704659543,,,0.007554139154464094,0.001440822377079841,,,1.0,0.032132863976893224,0.007294163283966695,0.3504107729180809,,0.00033942450229284713,0.002168160596278799,0.13007578171540987,,0.042283738465704344,0.0245440091094031,0.05543009933361965,0.05741815713276347,,0.13549271969077736,0.12684427225450784,0.18903866668513875,1.0,0.004052312935537053,,,0.20355905489942858
294,Ravensburg,188225,128676,59546,3,157982,56911,1206,156776,60702,17209,23871.0,8948,29159,9810,,4667.0,,,2410.0,,,,,,,,,,,746,157236,55057,18446,20841,8525,29900,10188,718,2679,1232,716,1308,623,270,46,169,6518,,,,,,,,0.004744460556106744,0.015372250854722661,0.008318705639929787,0.0010748174718257905,,0.041453611132310664,0.38718936571924273,,0.0170380828817828,,,0.004566384288585312,,,,0.10976807674644078,,,0.007692503954686942,0.0017171640082423872,,,1.0,0.057075062509567794,0.00783535577094304,0.35015518074741153,,0.00029255386807092523,0.003962196952351879,0.11731410109644101,,0.06257335306424452,0.02976858702862683,0.06479432191101274,0.05421786359357908,,0.1325459818362207,0.1522618257896617,0.1901600142461014,1.0,0.004553664555190923,,,0.185991478287493
295,Zollernalb-Sigmaringen,180742,126074,54667,1,148788,52357,1599,147189,54656,28895,7838.0,6171,38498,5862,,3858.0,,,,,,317.0,1094.0,,,,,,,857,147931,54044,16344,11151,8082,38796,7258,457,2053,1306,613,653,287,232,102,300,6253,,,,,,,,0.005793241443646024,,0.004414220143174858,0.0020279725006928906,,0.042269706822775484,0.371332096827888,,0.013878091813075014,0.0021536935504691246,,0.0030892781093888365,,0.007432620644205749,,0.19631222441894436,,,0.010863583555836373,0.0015682987338691686,,,1.0,0.041925687381529866,0.008828440286349716,0.3653324860914886,,0.0006895106502355828,0.001940093692329532,0.11048394183774868,,0.039826345718769744,0.026211197847665246,0.04906341470009667,0.05463357916866647,,0.07537973785075475,0.05325126198289274,0.2622574037896046,1.0,0.00414382380974914,,,0.26155487162763524
BW,Baden-Württemberg,7653811,5171989,2481666,156,6382446,2376128,49732,6332714,2280707,1002327,887608.0,271794,1231221,360037,17282.0,163869.0,10548.0,20293.0,69168.0,1798.0,2021.0,3574.0,4821.0,,590.0,622.0,2264.0,1583.0,587.0,32448,6349998,2006866,898778,865738,357539,1256430,429484,21845,86311,55906,28041,49025,12258,11768,2379,7411,260219,,,,,,,0.00035750864479273817,0.005109922869267046,0.010922331246918777,0.007720474872590511,0.0011670869817596793,9.822013121072576e-05,0.04097938298563244,0.3601468501498726,0.0027290037099417406,0.013592287745602439,0.0005643709790146847,0.00031913647134546106,0.003440158563829469,0.0002839225014740915,0.0007612849719725224,0.001665636565933658,0.1582776357814359,0.003204471258294627,9.316700548927364e-05,0.00785318901185179,0.001853228930150844,9.26932749528875e-05,,1.0,0.042919039135511254,0.008804097261132996,0.31604198930456356,,0.0003746457872900117,0.001930394308785609,0.14153988709917703,0.000249971813033085,0.05685350704295188,0.02587658308901997,0.0676352968930069,0.05630537206468411,,0.13633673585409004,0.1401623379802088,0.19786305444505653,1.0,0.0044159069026478434,,,0.1944223282466254
