AGS,Gemeindename,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen
08119079,Waiblingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08119083,Weissach_im_Tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08119084,Welzheim-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08119085,Winnenden-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08119086,Winterbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08119087,Aspach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08119089,Berglen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08119090,Remshalden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08119091,Weinstadt-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08119093,Kernen_im_Remstal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08121000,Heilbronn-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125001,Abstatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125005,Bad_Friedrichshall-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125006,Bad_Rappenau-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125007,Bad_Wimpfen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125008,Beilstein-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125013,Brackenheim-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125017,Cleebronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125021,Eberstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125024,Ellhofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125026,Eppingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125027,Erlenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125030,Flein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125034,Gemmingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125038,Güglingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125039,Gundelsheim-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125046,Ilsfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125047,Ittlingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125048,Jagsthausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125049,Kirchardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125056,Lauffen_am_Neckar-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125057,Lehrensteinsfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125058,Leingarten-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125059,Löwenstein-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125061,Massenbachhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125063,Möckmühl-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125065,Neckarsulm-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125066,Neckarwestheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125068,Neudenau-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125069,Neuenstadt_am_Kocher-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125074,Nordheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125078,Oedheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125079,Offenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125081,Pfaffenhofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125084,Roigheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125086,Schwaigern-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125087,Siegelsbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125094,Talheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125096,Untereisesheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125098,Untergruppenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125102,Weinsberg-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125103,Widdern-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125107,Wüstenrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125108,Zaberfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125110,Obersulm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125111,Hardthausen_am_Kocher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08125113,Langenbrettach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08126011,Bretzfeld,9487,,,,8004,,38,7966,2929,1090,693,300,2103,356,66,277,,73,79,,,,,,,,,,,35,7969,2474,1027,699,398,2200,395,26,157,78,40,63,16,42,4,12,338,,,,,
08126020,Dörzbach,1873,,,,1648,,7,1641,656,223,97,85,422,61,11,59,,14,13,,,,,,,,,,,17,1631,566,210,100,98,429,70,12,32,15,4,9,3,5,1,2,75,,,,,
08126028,Forchtenberg-_Stadt,3872,,,,3312,,32,3280,1177,451,276,159,913,120,19,113,,27,25,,,,,,,,,,,22,3290,1079,397,276,183,939,139,12,66,27,19,33,11,5,0,3,101,,,,,
08126039,Ingelfingen-_Stadt,4068,,,,3448,,25,3423,1328,464,290,202,769,174,29,109,,34,24,,,,,,,,,,,15,3433,1194,432,285,224,803,169,12,70,34,17,21,8,7,0,8,149,,,,,
08126045,Krautheim-_Stadt,3303,,,,2830,,27,2803,1249,284,165,155,715,94,23,89,,14,15,,,,,,,,,,,19,2811,1158,298,164,128,741,101,9,50,21,8,11,9,4,0,5,104,,,,,
08126046,Künzelsau-_Stadt,10629,,,,8633,,48,8585,3112,1159,713,433,2320,433,76,160,,121,58,,,,,,,,,,,39,8594,2651,1066,758,524,2424,480,39,86,67,35,46,14,12,3,16,373,,,,,
08126047,Kupferzell,4565,,,,3874,,27,3847,1408,628,325,243,865,178,33,99,,45,23,,,,,,,,,,,20,3854,1287,532,333,254,910,210,22,56,25,24,15,9,8,2,4,163,,,,,
08126056,Mulfingen,2807,,,,2475,,18,2457,1210,318,189,116,460,68,11,61,,8,16,,,,,,,,,,,10,2465,1116,257,193,128,499,106,4,37,17,8,14,3,2,0,4,77,,,,,
08126058,Neuenstein-_Stadt,4806,,,,4088,,32,4056,1512,600,402,187,917,168,35,153,,41,41,,,,,,,,,,,23,4065,1322,563,405,236,969,195,16,62,49,22,30,9,8,4,9,166,,,,,
08126060,Niedernhall-_Stadt,2852,,,,2427,,20,2407,793,401,193,141,600,118,30,81,,20,30,,,,,,,,,,,11,2416,671,370,193,151,648,128,9,38,25,8,30,5,6,1,5,128,,,,,
08126066,Öhringen-_Stadt,17757,,,,14220,,106,14114,4638,2170,1431,656,3776,648,98,429,,138,130,,,,,,,,,,,88,14132,4035,1886,1420,805,3916,766,50,214,124,61,98,30,21,5,16,685,,,,,
08126069,Pfedelbach,6818,,,,5787,,42,5745,2135,747,551,261,1422,243,49,212,,64,61,,,,,,,,,,,23,5764,1891,692,534,348,1481,260,35,125,53,31,40,10,14,2,8,240,,,,,
08126072,Schöntal,4262,,,,3788,,39,3749,1772,390,251,344,688,112,31,114,,20,27,,,,,,,,,,,25,3763,1728,394,260,205,758,129,21,73,26,12,30,5,5,0,8,109,,,,,
08126085,Waldenburg-_Stadt,2141,,,,1825,,12,1813,644,303,216,73,383,87,27,49,,14,17,,,,,,,,,,,14,1811,554,289,223,95,402,93,12,32,16,8,15,5,1,1,2,63,,,,,
08126086,Weißbach,1341,,,,1074,,7,1067,349,167,80,86,282,57,6,25,,4,11,,,,,,,,,,,3,1071,300,153,74,93,298,66,4,17,9,1,10,0,10,0,2,34,,,,,
08126094,Zweiflingen,1338,,,,1099,,3,1096,433,116,108,71,261,30,5,53,,10,9,,,,,,,,,,,2,1097,399,122,94,72,278,34,2,32,10,4,7,5,6,0,1,31,,,,,
08127008,Blaufelden,3870,,,,3268,,40,3228,1215,688,181,129,768,107,29,68,,26,17,,,,,,,,,,,33,3235,1186,451,176,198,837,139,21,34,18,19,18,16,14,0,5,103,,,,,
08127009,Braunsbach,1987,,,,1724,,11,1713,610,270,194,95,357,79,18,60,,22,8,,,,,,,,,,,10,1714,518,247,171,127,380,94,15,38,22,11,7,5,7,2,5,65,,,,,
08127012,Bühlertann,2368,,,,2023,,12,2011,753,223,130,105,630,73,15,62,,12,8,,,,,,,,,,,7,2016,635,199,136,143,637,76,6,40,19,4,6,7,4,0,7,97,,,,,
08127013,Bühlerzell,1703,,,,1454,,11,1443,643,157,117,66,329,47,24,41,,9,10,,,,,,,,,,,12,1442,568,149,114,85,344,44,14,41,5,2,7,7,2,0,3,57,,,,,
08127014,Crailsheim-_Stadt,23337,,,,18077,,149,17928,6422,2725,1356,630,5100,830,244,318,,146,157,,,,,,,,,,,125,17952,5571,2312,1360,935,5233,941,140,202,130,69,110,38,36,6,25,844,,,,,
08127023,Fichtenberg,2219,,,,1892,,15,1877,646,294,155,97,488,93,30,41,,21,12,,,,,,,,,,,6,1886,529,280,163,107,499,95,11,35,14,9,5,9,7,1,3,119,,,,,
08127025,Gaildorf-_Stadt,8106,,,,6543,,67,6476,2343,1126,537,274,1563,380,67,104,,46,36,,,,,,,,,,,47,6496,1958,1027,531,350,1645,386,23,74,58,29,22,24,15,2,7,345,,,,,
08127032,Gerabronn-_Stadt,3155,,,,2522,,25,2497,808,466,254,117,603,127,39,50,,15,18,,,,,,,,,,,24,2498,733,345,262,147,626,142,22,33,19,13,12,1,2,0,8,133,,,,,
08127043,Ilshofen-_Stadt,5020,,,,4230,,23,4207,1530,607,367,200,1028,200,72,118,,46,39,,,,,,,,,,,20,4210,1309,546,365,248,1082,238,43,84,42,27,30,14,13,5,2,162,,,,,
08127046,Kirchberg_an_der_Jagst-_Stadt,3103,,,,2545,,23,2522,740,348,426,128,588,135,56,57,,24,20,,,,,,,,,,,20,2525,675,317,328,146,606,180,28,34,30,12,11,6,28,1,5,118,,,,,
08127047,Langenburg-_Stadt,1357,,,,1170,,9,1161,428,193,159,68,196,46,26,24,,16,5,,,,,,,,,,,1,1169,360,165,162,92,214,47,14,15,11,12,2,6,6,0,1,62,,,,,
08127052,Mainhardt,4515,,,,3703,,26,3677,1323,472,369,174,924,191,59,89,,41,35,,,,,,,,,,,14,3689,1144,436,364,234,978,184,27,58,41,29,18,10,8,1,5,152,,,,,
08127056,Michelbach_an_der_Bilz,2663,,,,2320,,16,2304,787,438,297,111,449,98,26,52,,26,20,,,,,,,,,,,9,2311,683,423,270,135,491,105,8,43,25,13,16,2,2,0,4,91,,,,,
08127059,Michelfeld,2829,,,,2453,,30,2423,975,393,303,80,421,124,37,58,,20,12,,,,,,,,,,,21,2432,863,354,292,120,457,123,18,36,27,12,15,8,8,0,1,98,,,,,
08127062,Oberrot,2582,,,,2080,,13,2067,719,289,200,108,523,112,24,54,,16,22,,,,,,,,,,,10,2070,625,269,183,135,543,111,15,31,23,19,10,5,9,1,6,85,,,,,
08127063,Obersontheim,3944,,,,3333,,65,3268,1182,418,295,170,867,153,38,94,,32,19,,,,,,,,,,,58,3275,1012,419,276,208,883,161,14,61,22,21,15,14,6,0,7,156,,,,,
08127071,Rot_am_See,4108,,,,3433,,24,3409,1318,593,287,149,738,148,49,84,,21,22,,,,,,,,,,,14,3419,1223,382,307,195,799,175,34,61,32,17,23,10,17,1,6,137,,,,,
08127073,Satteldorf,4223,,,,3527,,18,3509,1306,487,344,161,877,143,66,77,,24,24,,,,,,,,,,,14,3513,1118,458,331,205,897,155,46,52,30,16,25,3,6,1,7,163,,,,,
08127075,Schrozberg-_Stadt,4060,,,,3375,,27,3348,1306,492,212,123,903,127,39,107,,18,21,,,,,,,,,,,24,3351,1125,380,210,215,945,146,16,85,26,6,20,13,9,0,11,144,,,,,
08127076,Schwäbisch_Hall-_Stadt,28772,,,,23562,,154,23408,7515,3882,4049,783,4402,1669,234,367,,284,223,,,,,,,,,,,117,23445,6556,3491,3849,1197,4602,1747,130,246,135,138,151,59,82,19,13,1030,,,,,
08127079,Sulzbach-Laufen,1950,,,,1649,,9,1640,582,266,105,118,416,77,21,36,,7,12,,,,,,,,,,,8,1641,496,247,111,145,445,71,14,24,7,5,6,3,2,1,2,62,,,,,
08127086,Untermünkheim,2337,,,,2068,,21,2047,870,297,259,99,326,91,31,45,,18,11,,,,,,,,,,,27,2041,714,281,249,134,371,105,16,29,19,8,9,5,27,1,1,72,,,,,
08127089,Vellberg-_Stadt,3507,,,,2949,,21,2928,1111,460,333,141,593,149,27,67,,27,20,,,,,,,,,,,18,2931,965,409,322,192,635,166,9,44,22,14,16,4,12,1,2,118,,,,,
08127091,Wallhausen,2801,,,,2341,,16,2325,833,336,175,85,633,123,35,61,,23,21,,,,,,,,,,,10,2331,732,273,175,109,649,145,31,43,22,14,6,5,7,0,3,117,,,,,
08127099,Wolpertshausen,1685,,,,1450,,11,1439,495,169,193,61,340,77,12,66,,16,10,,,,,,,,,,,5,1445,426,143,176,83,357,99,5,35,10,8,12,4,3,0,1,83,,,,,
08127100,Rosengarten,3887,,,,3359,,27,3332,1277,544,410,141,622,151,48,64,,52,23,,,,,,,,,,,18,3341,1100,510,396,200,658,178,20,40,32,30,13,11,14,0,3,136,,,,,
08127101,Kreßberg,3016,,,,2555,,14,2541,1002,298,265,94,605,124,51,63,,17,22,,,,,,,,,,,12,2543,877,283,244,131,628,134,27,40,19,8,13,9,2,0,6,122,,,,,
08127102,Fichtenau,3385,,,,2824,,21,2803,1096,354,138,118,889,98,23,57,,14,16,,,,,,,,,,,20,2804,896,322,136,175,928,107,15,44,26,13,11,7,4,2,8,110,,,,,
08127103,Frankenhardt,3812,,,,3243,,22,3221,1205,462,299,112,822,116,48,111,,16,30,,,,,,,,,,,13,3230,1065,433,272,143,871,134,32,83,30,8,18,7,16,1,2,115,,,,,
08127104,Stimpfach,2226,,,,1900,,12,1888,832,240,139,58,465,67,30,36,,16,5,,,,,,,,,,,9,1891,730,206,141,106,488,76,16,30,12,8,6,6,5,0,2,59,,,,,
08128006,Assamstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128007,Bad_Mergentheim-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128014,Boxberg-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128020,Creglingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128039,Freudenberg-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128045,Großrinderfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128047,Grünsfeld-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128058,Igersheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128061,Königheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128064,Külsheim-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128082,Niederstetten-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128115,Tauberbischofsheim-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128126,Weikersheim-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128128,Werbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128131,Wertheim-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128137,Wittighausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128138,Ahorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08128139,Lauda-Königshofen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135010,Dischingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135015,Gerstetten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135016,Giengen_an_der_Brenz-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135019,Heidenheim_an_der_Brenz-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135020,Herbrechtingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135021,Hermaringen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135025,Königsbronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135026,Nattheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135027,Niederstotzingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135031,Sontheim_an_der_Brenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08135032,Steinheim_am_Albuch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136002,Abtsgmünd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136003,Adelmannsfelden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136007,Bartholomä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136009,Böbingen_an_der_Rems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136010,Bopfingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136015,Durlangen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136018,Ellenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136019,Ellwangen_(Jagst)-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136020,Eschach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136021,Essingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136024,Göggingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136027,Gschwend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136028,Heubach-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136029,Heuchlingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136033,Hüttlingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136034,Iggingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136035,Jagstzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136037,Kirchheim_am_Ries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136038,Lauchheim-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136040,Leinzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136042,Lorch-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136043,Mögglingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136044,Mutlangen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136045,Neresheim-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136046,Neuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136049,Obergröningen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136050,Oberkochen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136060,Rosenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136061,Ruppertshofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136062,Schechingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136065,Schwäbisch_Gmünd-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136066,Spraitbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136068,Stödtlen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136070,Täferrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136071,Tannhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136075,Unterschneidheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136079,Waldstetten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136082,Westhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08136084,Wört,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
