AGS,Gemeindename,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen_rel,Parteilos_Erststimmen_rel,Ungültige_Zweitstimmen_rel,Volt_Erststimmen_rel,Volt_Zweitstimmen_rel,BÜNDNIS_DEUTSCHLAND_Zweitstimmen_rel,Initiative_Gegenwind_Erststimmen_rel,BSW_Zweitstimmen_rel,CDU_Erststimmen_rel,dieBasis_Erststimmen_rel,FREIE_WÄHLER_Zweitstimmen_rel,MLPD_Erststimmen_rel,Bündnis_C_Erststimmen_rel,dieBasis_Zweitstimmen_rel,ÖDP_Erststimmen_rel,BÜNDNIS_DEUTSCHLAND_Erststimmen_rel,Tierschutzpartei_Erststimmen_rel,SPD_Erststimmen_rel,Die_PARTEI_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen_rel,Ungültige_Erststimmen_rel,Bündnis_C_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen_rel,Gültige_Erststimmen_rel,FDP_Erststimmen_rel,Tierschutzpartei_Zweitstimmen_rel,CDU_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen_rel,MLPD_Zweitstimmen_rel,ÖDP_Zweitstimmen_rel,SPD_Zweitstimmen_rel,Volkmar_Raidt_Erststimmen_rel,Die_Linke_Erststimmen_rel,FREIE_WÄHLER_Erststimmen_rel,Die_Linke_Zweitstimmen_rel,FDP_Zweitstimmen_rel,Parteilos_Zweitstimmen_rel,GRÜNE_Zweitstimmen_rel,GRÜNE_Erststimmen_rel,AfD_Zweitstimmen_rel,Gültige_Zweitstimmen_rel,Die_PARTEI_Zweitstimmen_rel,BSW_Erststimmen_rel,Volkmar_Raidt_Zweitstimmen_rel,AfD_Erststimmen_rel
08118019,Gerlingen-_Stadt,13288.0,8688,4600,0,11543,4394,78,11465,4780,1755,1952.0,631,1386,535,71.0,182.0,,,97.0,76.0,,,,,,,,,,48,11495,4199,1726,1874,918,1389,604,35,123,68,48,75,27,9,4,9,387,,,,,,,,0.004175728577642453,0.008460532054077628,0.006524575902566333,0.00078294910830796,,0.03366681165724228,0.41692106410815527,0.006192760575665068,0.010700304480208787,,,0.003044802087864289,0.006628870475359791,,,0.1530745747928478,,,0.00680331443523768,0.00078294910830796,,,1.0,0.05503706934147405,0.005915615484993475,0.3652892561983471,,0.00034797738147020446,0.00234884732492388,0.1501522401043932,,0.04666375926733537,0.01587440034888792,0.05254458460200087,0.07986080904741191,,0.16302740321879078,0.17025730484081988,0.12083514571552849,1.0,0.004175728577642453,,,0.12088966419537724
08118021,Großbottwar-_Stadt,5844.0,3891,1953,0,5030,1890,22,5008,2074,699,497.0,192,950,238,61.0,189.0,,,79.0,29.0,,,,,,,,,,14,5016,1831,634,543,264,992,266,30,98,46,29,49,14,20,8,2,190,,,,,,,,0.0027910685805422647,0.01577476038338658,0.009768740031897927,0.00039872408293460925,,0.03787878787878788,0.41413738019169327,0.012180511182108627,0.019537480063795853,,,0.005980861244019139,0.00579073482428115,,,0.13957667731629392,,,0.00439297124600639,0.003987240829346092,,,1.0,0.038338658146964855,0.009170653907496013,0.36503189792663476,,0.001594896331738437,0.0027910685805422647,0.12639553429027114,,0.04752396166134185,0.03773961661341853,0.05303030303030303,0.05263157894736842,,0.10825358851674641,0.09924121405750799,0.19776714513556617,1.0,0.0057814992025518345,,,0.1896964856230032
08118027,Hemmingen,5359.0,3640,1719,0,4566,1656,19,4547,1734,741,501.0,231,954,203,34.0,89.0,,,45.0,15.0,,,,,,,,,,16,4550,1525,709,477,292,980,239,14,59,33,15,23,11,6,0,4,163,,,,,,,,0.0035164835164835165,0.009896635144051022,0.005054945054945055,0.0008791208791208791,,0.035824175824175825,0.3813503408840994,0.007477457664394106,0.012967032967032967,,,0.003076923076923077,0.003298878381350341,,,0.16296459203870683,,,0.0041785792830437655,0.0013186813186813187,,,1.0,0.05080272707279525,0.007252747252747253,0.33516483516483514,,0.0,0.0024175824175824176,0.15582417582417582,,0.04464482076094128,0.019573345062678688,0.05252747252747253,0.06417582417582418,,0.10483516483516483,0.11018253793710138,0.2153846153846154,1.0,0.0032967032967032967,,,0.20980866505388168
08118028,Hessigheim,1682.0,1181,501,0,1451,476,18,1433,627,188,141.0,30,316,51,14.0,31.0,,,21.0,14.0,,,,,,,,,,5,1446,524,197,139,65,336,52,12,25,15,9,16,4,9,0,1,42,,,,,,,,0.003457814661134163,0.01465457083042568,0.011065006915629323,0.0006915629322268327,,0.029045643153526972,0.43754361479413817,0.009769713886950453,0.017289073305670817,,,0.008298755186721992,0.009769713886950453,,,0.13119330076762037,,,0.01256106071179344,0.006224066390041493,,,1.0,0.0209351011863224,0.01037344398340249,0.3623789764868603,,0.0,0.0027662517289073307,0.13623789764868602,,0.03558967201674808,0.021632937892533146,0.035961272475795295,0.04495159059474412,,0.09612724757952974,0.09839497557571528,0.23236514522821577,1.0,0.006224066390041493,,,0.22051639916259597
08118040,Kirchheim_am_Neckar,3614.0,2498,1116,0,2984,1072,13,2971,1106,483,331.0,106,547,232,41.0,62.0,,,51.0,12.0,,,,,,,,,,11,2973,924,477,359,152,570,227,11,39,28,8,24,8,1,0,3,142,,,,,,,,0.003699966363942146,0.01716593739481656,0.008072653884964682,0.0010090817356205853,,0.047763202152707705,0.3722652305621003,0.013800067317401549,0.013118062563067608,,,0.003699966363942146,0.004039044092898014,,,0.16257152473914507,,,0.0043756311006395154,0.0003363605785401951,,,1.0,0.035678222820599126,0.009418096199125462,0.31079717457114026,,0.0,0.0026908846283215607,0.16044399596367306,,0.07808818579602828,0.020868394479973074,0.07635385132862428,0.051126807938109656,,0.12075344769593004,0.11141029956243689,0.1917255297679112,1.0,0.0026908846283215607,,,0.18411309323460115
08118046,Kornwestheim-_Stadt,20587.0,14815,5772,0,16991,5526,128,16863,5637,2897,2489.0,875,2987,1345,165.0,256.0,,,153.0,59.0,,,,,,,,,,99,16892,4916,2782,2274,1019,2996,1458,69,167,123,54,121,23,11,7,18,854,,,,,,,,0.005860762491120057,0.009073118662159757,0.007163154155813403,0.0010655931802036466,,0.050556476438550796,0.33428215619996443,0.009784735812133072,0.009886336727444944,,,0.004084773857447313,0.003498784320702129,,,0.17179624028939097,,,0.007590582933048686,0.000651195832346673,,,1.0,0.05188875051888751,0.007281553398058253,0.29102533743784037,,0.0004143973478569737,0.0013615912858157707,0.16469334596258584,,0.07976042222617565,0.015181165866097373,0.08631304759649538,0.06032441392375089,,0.13461993843239403,0.1476012571902983,0.17736206488278475,1.0,0.00319677954061094,,,0.17713336891419082
08118047,Löchgau,4068.0,2612,1456,0,3599,1408,26,3573,1452,544,415.0,131,659,150,37.0,118.0,,,52.0,15.0,,,,,,,,,,13,3586,1242,544,459,193,684,162,15,68,25,11,32,4,6,1,2,138,,,,,,,,0.003625209146681539,0.014553596417576267,0.008923591745677636,0.0005577244841048522,,0.0384829894032348,0.4063811922753988,0.010355443604813882,0.018962632459564976,,,0.004182933630786392,0.0041981528127623844,,,0.15225300867618247,,,0.007276798208788134,0.0016731734523145567,,,1.0,0.03666386789812483,0.006971556051310652,0.3463469046291132,,0.0002788622420524261,0.0011154489682097045,0.1517010596765198,,0.041981528127623846,0.03302546879373076,0.04517568321249303,0.05382041271611824,,0.1279977691020636,0.11614889448642597,0.19074177356385946,1.0,0.003067484662576687,,,0.18443884690736076
08118048,Ludwigsburg-_Stadt,57687.0,40482,17205,0,47455,16243,291,47164,14875,7542,9183.0,2366,7618,3802,363.0,692.0,,,538.0,185.0,,,,,,,,,,168,47287,13156,7460,8279,2777,7526,4271,153,417,331,203,422,80,58,25,43,2086,,,,,,,,0.0035527734895425805,0.011407005343058265,0.008924228646351005,0.0009093408336329224,,0.04411360416182037,0.31538885590704774,0.007696548214740056,0.00881849134011462,,,0.0032355615708334214,0.003922483249936392,,,0.1599101009244339,,,0.0061699601390891355,0.0012265527523420813,,,1.0,0.050165380374862185,0.006999809672848774,0.2782160001691797,,0.0005286865311819316,0.0016917968997821812,0.1577600609046884,,0.08061233143923331,0.014672207615978289,0.0903208069871212,0.058726499883688964,,0.17507983166620847,0.19470358748197777,0.1591557933470087,1.0,0.0042929346331972845,,,0.1615214994487321
08118049,Marbach_am_Neckar-_Stadt,10524.0,7348,3176,0,9086,3065,56,9030,3135,1606,1523.0,284,1415,559,65.0,233.0,,,160.0,50.0,,,,,,,,,,34,9052,2695,1542,1491,484,1469,625,35,109,68,33,76,31,5,3,6,380,,,,,,,,0.0037560760053026955,0.017718715393133997,0.008395934600088379,0.0006628369421122404,,0.04197967300044189,0.34717607973421927,0.007198228128460687,0.0120415377817057,,,0.0038665488289880688,0.005537098560354375,,,0.1778516057585825,,,0.006201550387596899,0.000552364118426867,,,1.0,0.03145071982281285,0.007512152010605391,0.2977242598320813,,0.0003314184710561202,0.003424657534246575,0.17034909412284577,,0.06190476190476191,0.025802879291251385,0.06904551480335837,0.053468846663720725,,0.16471498011489175,0.16866002214839423,0.16228457799381352,1.0,0.003645603181617322,,,0.1566998892580288
08118050,Markgröningen-_Stadt,9392.0,6079,3313,0,7947,3161,43,7904,2914,1211,1052.0,364,1568,439,77.0,154.0,,,83.0,42.0,,,,,,,,,,29,7918,2596,1150,1025,482,1558,482,24,126,50,36,59,19,7,2,10,292,,,,,,,,0.003662541045718616,0.010501012145748988,0.007451376610255115,0.001262945188178833,,0.03687799949482193,0.3686740890688259,0.009741902834008097,0.015913109371053297,,,0.0030310684516291994,0.005313765182186235,,,0.15321356275303644,,,0.005440283400809717,0.0008840616317251831,,,1.0,0.046052631578947366,0.006314725940894165,0.32786057085122505,,0.00025258903763576663,0.0023995958575397827,0.1452386966405658,,0.0555414979757085,0.019483805668016194,0.06087395807021975,0.06087395807021975,,0.1294518817883304,0.13309716599190283,0.19676686031826218,1.0,0.004546602677443799,,,0.19838056680161945
08118051,Möglingen,7150.0,4960,2190,0,5965,2118,38,5927,2096,1010,694.0,284,1164,410,67.0,122.0,,,47.0,33.0,,,,,,,,,,29,5936,1901,948,644,345,1127,440,23,92,46,26,33,15,9,0,3,284,,,,,,,,0.00488544474393531,0.007929812721444239,0.005559299191374663,0.0005053908355795149,,0.04784366576819407,0.35363590349249197,0.011304201113548169,0.01549865229110512,,,0.00387466307277628,0.005567740846971487,,,0.17040661380124852,,,0.00641133794499747,0.0015161725067385444,,,1.0,0.047916315167875825,0.00774932614555256,0.32024932614555257,,0.0,0.002526954177897574,0.1597035040431267,,0.06917496203813059,0.02058376919183398,0.07412398921832884,0.058119946091644205,,0.10849056603773585,0.11709127720600641,0.18985849056603774,1.0,0.004380053908355795,,,0.1963894044204488
08118053,Mundelsheim,2449.0,1513,936,0,2187,914,10,2177,1001,242,259.0,78,367,99,23.0,52.0,,,46.0,10.0,,,,,,,,,,5,2182,824,274,266,152,405,98,10,29,17,11,25,0,7,0,5,59,,,,,,,,0.00229147571035747,0.021129995406522738,0.011457378551787351,0.00229147571035747,,0.027039413382218148,0.45980707395498394,0.010564997703261369,0.013290559120073327,,,0.00458295142071494,0.004593477262287551,,,0.11116214974735875,,,0.004593477262287551,0.0032080659945004585,,,1.0,0.035829122645842905,0.007791017415215398,0.37763519706691107,,0.0,0.0,0.12557286892758937,,0.045475424896646764,0.02388608176389527,0.044912923923006415,0.06966086159486709,,0.12190650779101742,0.1189710610932476,0.1856095325389551,1.0,0.005041246562786435,,,0.16858061552595316
08118054,Murr,4633.0,2925,1708,0,3971,1651,24,3947,1647,623,372.0,150,731,192,48.0,129.0,,,39.0,16.0,,,,,,,,,,19,3952,1362,643,400,240,772,192,22,84,36,13,32,8,3,1,2,142,,,,,,,,0.004807692307692308,0.009880922219407144,0.008097165991902834,0.0005060728744939271,,0.035931174089068825,0.41727894603496324,0.012161135039270332,0.02125506072874494,,,0.005566801619433198,0.0040537116797567775,,,0.1578413985305295,,,0.006080567519635166,0.0007591093117408907,,,1.0,0.03800354699771979,0.009109311740890687,0.34463562753036436,,0.00025303643724696357,0.0020242914979757085,0.16270242914979757,,0.04864454015708133,0.03268305041803902,0.048582995951417005,0.06072874493927125,,0.10121457489878542,0.09424879655434507,0.19534412955465588,1.0,0.003289473684210526,,,0.18520395236888776
08118059,Oberriexingen-_Stadt,2412.0,1764,648,0,2181,616,22,2159,887,318,281.0,106,400,90,23.0,28.0,,,10.0,16.0,,,,,,,,,,15,2166,761,305,271,139,416,103,15,26,23,9,6,8,1,0,1,82,,,,,,,,0.006925207756232687,0.004631773969430292,0.002770083102493075,0.0004616805170821791,,0.03785780240073869,0.4108383510884669,0.010653080129689671,0.012003693444136657,,,0.006925207756232687,0.007410838351088467,,,0.14729041222788328,,,0.010189902732746642,0.0004616805170821791,,,1.0,0.04909680407596109,0.01061865189289012,0.3513388734995383,,0.0,0.003693444136657433,0.14081255771006462,,0.041685965724872626,0.012968967114404817,0.04755309325946445,0.0641735918744229,,0.12511542012927054,0.1301528485409912,0.19205909510618652,1.0,0.004155124653739612,,,0.18527095877721167
08118060,Oberstenfeld,5448.0,3675,1773,0,4692,1689,26,4666,2093,673,446.0,156,864,178,45.0,134.0,,,49.0,28.0,,,,,,,,,,18,4674,1763,645,462,305,929,188,24,87,46,18,27,8,9,0,5,158,,,,,,,,0.0038510911424903724,0.01050150021431633,0.005776636713735558,0.001069747539580659,,0.03380402225074882,0.4485640805829404,0.00964423489069867,0.018613607188703467,,,0.005134788189987163,0.006000857265323617,,,0.14423489069867124,,,0.005572224603514788,0.0019255455712451862,,,1.0,0.033433347621088724,0.009841677364142062,0.37719298245614036,,0.0,0.0017115960633290544,0.137997432605905,,0.038148306900985855,0.0287183883411916,0.04022250748823278,0.0652545999144202,,0.09884467265725289,0.09558508358336905,0.19875909285408644,1.0,0.0038510911424903724,,,0.18516930990141447
08118063,Pleidelsheim,4104.0,2576,1528,0,3472,1467,28,3444,1408,536,391.0,109,636,218,27.0,69.0,,,42.0,8.0,,,,,,,,,,11,3461,1198,531,396,163,662,204,17,35,35,13,23,2,5,1,8,168,,,,,,,,0.003178272175671771,0.012195121951219513,0.0066454781854955215,0.0023114706732158337,,0.048540884137532506,0.4088269454123113,0.0078397212543554,0.010112684195319271,,,0.004911875180583647,0.0023228803716608595,,,0.15563298490127758,,,0.008130081300813009,0.001444669170759896,,,1.0,0.03164924506387921,0.010112684195319271,0.3461427333140711,,0.0002889338341519792,0.0005778676683039584,0.15342386593470095,,0.06329849012775841,0.02003484320557491,0.05894250216700376,0.04709621496677261,,0.11441779832418376,0.1135307781649245,0.19127419820861022,1.0,0.0037561398439757295,,,0.18466898954703834
08118067,Schwieberdingen,7478.0,4970,2508,0,6488,2426,31,6457,2576,923,851.0,318,1160,312,39.0,125.0,,,120.0,33.0,,,,,,,,,,22,6466,2282,951,782,398,1189,348,12,83,64,23,68,13,9,3,7,234,,,,,,,,0.0034024126198577173,0.018584481957565433,0.010516548097742036,0.0010825858335910918,,0.036189297865759355,0.39894687935573797,0.006039956636208765,0.01283637488400866,,,0.0018558614290133002,0.005110732538330494,,,0.14294564039027413,,,0.00480099117237107,0.0013918960717599752,,,1.0,0.0492488771875484,0.009897927621404269,0.352922981750696,,0.00046396535725332506,0.002010516548097742,0.14707701824930405,,0.04831965308967012,0.01935883537246399,0.05381998144138571,0.06155273739560779,,0.12094030312403341,0.13179495121573487,0.18388493659140118,1.0,0.003557067738942159,,,0.17964999225646586
08118068,Sersheim,3796.0,2593,1203,0,3276,1167,17,3259,1238,443,447.0,163,643,170,36.0,77.0,,,24.0,18.0,,,,,,,,,,17,3259,1081,463,432,203,665,174,14,61,22,19,19,10,6,0,4,86,,,,,,,,0.005216324025774778,0.00736422215403498,0.005830009205277692,0.00122737035900583,,0.026388462718625345,0.3798711261123044,0.01104633323105247,0.018717397974838908,,,0.004295796256520405,0.005523166615526235,,,0.13593126725989568,,,0.005216324025774778,0.001841055538508745,,,1.0,0.05001534212948757,0.006750536974532065,0.33169683952132556,,0.0,0.003068425897514575,0.14206811905492484,,0.052163240257747774,0.023626879410862226,0.053390610616753605,0.062289045719545875,,0.13255599877262964,0.1371586376189015,0.20405032218471925,1.0,0.005830009205277692,,,0.19729978521018718
08118070,Steinheim_an_der_Murr-_Stadt,8367.0,5867,2500,0,7179,2402,27,7152,3092,1083,817.0,235,1237,299,69.0,193.0,,,96.0,31.0,,,,,,,,,,30,7149,2604,1058,878,399,1330,340,37,109,40,19,52,19,7,1,9,247,,,,,,,,0.00419639110365086,0.013422818791946308,0.007273744579661491,0.001258917331095258,,0.034550286753392084,0.43232662192393734,0.00964765100671141,0.015246887676598125,,,0.005175549027836061,0.004334451901565996,,,0.1514261744966443,,,0.0037751677852348995,0.0009791579241852006,,,1.0,0.032857941834451905,0.005595188138201147,0.36424674779689464,,0.00013987970345502866,0.002657714365645545,0.14799272625542034,,0.04180648769574944,0.026985458612975393,0.04755909917470975,0.05581200167855644,,0.12281437963351517,0.1142337807606264,0.18604000559518813,1.0,0.002657714365645545,,,0.1729586129753915
08118071,Tamm-_Stadt,8842.0,6117,2725,0,7678,2653,57,7621,2919,1164,982.0,272,1494,350,73.0,176.0,,,117.0,74.0,,,,,,,,,,38,7640,2607,1107,1016,428,1522,357,39,105,54,37,58,25,13,1,6,265,,,,,,,,0.0049738219895287955,0.015352315969032936,0.0075916230366492145,0.0007853403141361257,,0.03468586387434555,0.38302060097100116,0.009578795433670122,0.0137434554973822,,,0.005104712041884817,0.009710011809473822,,,0.15273586143550716,,,0.007479333420810917,0.0017015706806282722,,,1.0,0.03569085421860648,0.007068062827225131,0.3412303664921466,,0.00013089005235602096,0.0032722513089005235,0.14489528795811518,,0.0459257315312951,0.023094082141451252,0.046727748691099476,0.05602094240837696,,0.13298429319371727,0.1288544810392337,0.19921465968586388,1.0,0.004842931937172775,,,0.19603726545072825
08118073,Vaihingen_an_der_Enz-_Stadt,19780.0,12955,6825,0,17051,6528,109,16942,6552,2280,2587.0,827,3092,871,166.0,320.0,,,162.0,85.0,,,,,,,,,,69,16982,5667,2427,2418,1066,3104,950,76,230,152,76,109,42,24,3,27,611,,,,,,,,0.004063125662466141,0.009562035178845473,0.0064185608291131785,0.0015899187374867508,,0.035979272170533504,0.3867312005666391,0.00979813481289104,0.01354375220822047,,,0.004475326816629373,0.0050171172234683035,,,0.1345767914059733,,,0.006433715027741707,0.0014132610999882229,,,1.0,0.04881359933892102,0.008950653633258745,0.33370627723471913,,0.00017665763749852786,0.00247320692497939,0.14291602873630904,,0.05141069531342227,0.018887970723645377,0.055941585207867156,0.06277234719114357,,0.14238605582381345,0.15269743831897062,0.18278176893181014,1.0,0.004475326816629373,,,0.18250501711722347
08118074,Walheim,2370.0,1493,877,0,1983,838,12,1971,759,261,253.0,69,349,116,21.0,81.0,,,46.0,16.0,,,,,,,,,,10,1973,607,266,282,104,366,116,9,58,21,7,22,11,3,2,1,98,,,,,,,,0.00506842372022301,0.023338406900050734,0.011150532184490624,0.0005068423720223011,,0.0496705524581855,0.3850837138508371,0.0106544901065449,0.02939685757729346,,,0.00456158134820071,0.008117706747843734,,,0.1324200913242009,,,0.0060882800608828,0.0015205271160669033,,,1.0,0.0350076103500761,0.010643689812468323,0.30765331981753674,,0.0010136847440446021,0.005575266092245312,0.13482007095793208,,0.05885337392186707,0.0410958904109589,0.05879371515458692,0.05271160669031931,,0.1429295489102889,0.12836123795027904,0.1855043081601622,1.0,0.0035478966041561076,,,0.17706747843734144
08118076,Sachsenheim-_Stadt,12848.0,8898,3950,0,10887,3776,87,10800,4241,1599,1175.0,408,2243,600,106.0,257.0,,,126.0,45.0,,,,,,,,,,70,10817,3673,1506,1197,604,2335,556,55,144,83,38,66,33,26,1,22,478,,,,,,,,0.006471295183507442,0.011666666666666667,0.0061015068873070165,0.0020338356291023387,,0.04418970139595082,0.3926851851851852,0.009814814814814814,0.013312378663215309,,,0.005084589072755847,0.004166666666666667,,,0.14805555555555555,,,0.008055555555555555,0.0024036239253027642,,,1.0,0.03777777777777778,0.007673107146158824,0.3395581029860405,,9.244707405010632e-05,0.0030507534436535083,0.1392252935194601,,0.05555555555555555,0.023796296296296298,0.05140057317185911,0.05583803272626421,,0.11065914763797725,0.1087962962962963,0.21586391790699824,1.0,0.00351298881390404,,,0.2076851851851852
08118077,Ingersheim,4398.0,3108,1290,0,3767,1249,33,3734,1465,578,398.0,156,733,215,25.0,104.0,,,49.0,11.0,,,,,,,,,,17,3750,1268,566,422,228,749,225,20,52,26,16,19,7,4,1,4,143,,,,,,,,0.004533333333333334,0.013122656668452063,0.005066666666666666,0.0010666666666666667,,0.03813333333333333,0.39234065345474023,0.006695232994108195,0.013866666666666666,,,0.005333333333333333,0.0029459025174076057,,,0.15479378682378148,,,0.008837707552222818,0.0010666666666666667,,,1.0,0.04177825388323514,0.006933333333333333,0.33813333333333334,,0.0002666666666666667,0.0018666666666666666,0.15093333333333334,,0.057579003749330476,0.02785216925549009,0.06,0.0608,,0.11253333333333333,0.10658810926620246,0.19973333333333335,1.0,0.004266666666666667,,,0.19630423138725228
08118078,Freiberg_am_Neckar-_Stadt,11254.0,7380,3874,0,9705,3721,47,9658,3917,1611,1186.0,394,1549,520,66.0,222.0,,,155.0,38.0,,,,,,,,,,29,9676,3218,1586,1229,620,1663,601,35,148,73,46,86,15,13,5,8,330,,,,,,,,0.002997106242248863,0.016048871401946573,0.008887970235634559,0.0008267879288962381,,0.03410500206696982,0.4055705114930627,0.00683371298405467,0.015295576684580404,,,0.003617197188921042,0.003934562021122386,,,0.16680472147442535,,,0.004866431973493477,0.001343530384456387,,,1.0,0.040795195692689995,0.007544439851178173,0.3325754443985118,,0.0005167424555601488,0.0015502273666804464,0.1639107069036792,,0.05384137502588528,0.022986125491820254,0.06211244315832989,0.06407606448945845,,0.1270152955766846,0.12279975150134603,0.1718685407193055,1.0,0.0047540305911533695,,,0.1603851729136467
08118079,Bietigheim-Bissingen-_Stadt,28242.0,20469,7772,1,23426,7439,198,23228,8694,3557,3074.0,860,4519,1418,212.0,453.0,,,340.0,101.0,,,,,,,,,,141,23285,7232,3349,3233,1406,4726,1459,86,264,156,98,167,35,26,7,18,1023,,,,,,,,0.006055400472407129,0.014637506457723437,0.007171999141077947,0.0007730298475413357,,0.043933863001932576,0.3742896504219046,0.009126915791286378,0.011337771097272922,,,0.0036933648271419367,0.004348200447735492,,,0.15313414844153608,,,0.008524194937144826,0.001116598668670818,,,1.0,0.03702428104012399,0.006699592012024909,0.31058621430105215,,0.0003006227184882972,0.001503113592441486,0.1438264977453296,,0.061047012226623044,0.019502324780437404,0.06265836375348938,0.06038222031350655,,0.13884474983895212,0.1323402789736525,0.2029632810822418,1.0,0.004208718058836161,,,0.1945496814189771
08118080,Korntal-Münchingen-_Stadt,13114.0,8653,4461,0,11378,4292,54,11324,4608,1574,2018.0,621,1533,537,77.0,196.0,,,95.0,65.0,,,,,,,,,,31,11347,4029,1676,1864,784,1563,650,44,122,67,37,83,27,29,4,6,362,,,,,,,,0.0027319996474839165,0.008389261744966443,0.00731470873358597,0.0005287741253194677,,0.03190270556094122,0.4069233486400565,0.006799717414341222,0.01075174054816251,,,0.00387767691900943,0.005740021193924408,,,0.13899682091133875,,,0.004768632991875662,0.0025557416057107605,,,1.0,0.054839279406570116,0.005904644399400722,0.35507182515202257,,0.0003525160835463118,0.0023794835639376045,0.14770423900590465,,0.04742140586365242,0.017308371600141294,0.05728386357627567,0.06909315237507711,,0.1642724949325813,0.17820558106676085,0.13774565964572133,1.0,0.003260773772803384,,,0.13537619215824798
08118081,Remseck_am_Neckar-_Stadt,17441.0,11695,5746,0,14931,5484,82,14849,5526,2112,2072.0,829,2891,815,118.0,293.0,,,132.0,61.0,,,,,,,,,,59,14872,4862,2166,1900,1035,2875,860,58,178,108,45,94,24,9,6,13,639,,,,,,,,0.003967186659494352,0.008889487507576267,0.006320602474448629,0.0008741258741258741,,0.042966648735879506,0.37214627247626103,0.007946663074954542,0.011968800430338891,,,0.0038999462076385154,0.004108020742137518,,,0.14223180012122028,,,0.005522257391070106,0.0006051640667025282,,,1.0,0.05582867533167216,0.007261968800430339,0.3269230769230769,,0.0004034427111350188,0.0016137708445400753,0.1456428187197418,,0.05488585089905044,0.019731968482726108,0.05782678859601936,0.06959386767079075,,0.12775685852608928,0.13953801602801535,0.19331629908552986,1.0,0.0030258203335126414,,,0.1946932453363863
