ags,municipality_name,status,reported_precincts,total_precincts,voters_total,valid_votes,invalid_votes,source_timestamp,payload_hash,error_message
15001000,"Dessau-Roßlau, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15002000,"Halle (Saale), Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15003000,"Magdeburg, Landeshauptstadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081026,"Apenburg-Winterfeld, Flecken",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081030,"Arendsee (Altmark), Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081045,Beetzendorf,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081095,Dähre,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081105,"Diesdorf, Flecken",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081135,"Gardelegen, Hansestadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081225,Jübar,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081240,"Kalbe (Milde), Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081280,"Klötze, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081290,Kuhfelde,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081440,Rohrberg,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081455,"Salzwedel, Hansestadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15081545,Wallstawe,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15082005,"Aken (Elbe), Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15082015,"Bitterfeld-Wolfen, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15082180,"Köthen (Anhalt), Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15082241,Muldestausee,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15082256,Osternienburger Land,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15082301,"Raguhn-Jeßnitz, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15082340,"Sandersdorf-Brehna, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15082377,"Südliches Anhalt, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15082430,"Zerbst/Anhalt, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15082440,"Zörbig, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083020,Altenhausen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083025,Am Großen Bruch,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083030,Angern,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083035,Ausleben,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083040,Barleben,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083060,Beendorf,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083115,Bülstringen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083120,Burgstall,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083125,Calvörde,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083130,Colbitz,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083190,Eilsleben,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083205,Erxleben,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083230,Flechtingen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
15083245,"Gröningen, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
