row_key,ags,municipality_name,gebietsart,gebietsnummer,reported_precincts,total_precincts,voters_total,valid_votes_erst,valid_votes_zweit,payload_hash,is_municipality_summary
000550:021-51 (08111000-021-51):021-51:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,021-51 (08111000-021-51),0,1,0,0,0,03456292769040a041a0334ee703fdfd0e199d072ebc96535abe17c04b588972,False
000551:021-52 (08111000-021-52):021-52:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,021-52 (08111000-021-52),0,1,0,0,0,eed9fecfd76efcce4cdc4922bb42699e6f10bfdd2b199073bb4ab232b914853c,False
000552:021-53 (08111000-021-53):021-53:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,021-53 (08111000-021-53),0,1,0,0,0,5d52488c5787617ac18433fc3c1f6b190052b635642e35c9b554f950f50e6f68,False
000553:021-94 (08111000-021-94):021-94:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,021-94 (08111000-021-94),1,1,42,42,42,79464c4739a654e5ca99fd264a1ae497e79a26e012b3ee3ef280ca4c6930d8c7,False
000554:013-05 (08111000-013-05):013-05:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,013-05 (08111000-013-05),0,1,0,0,0,9f4a540782943304c076f50d7a4707c8e2e6654340b485a263408ef1c70836af,False
000555:013-06 (08111000-013-06):013-06:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,013-06 (08111000-013-06),0,1,0,0,0,46f7072ae41d08e0905d44a40a7e04595f727d3b9b608d6dc22a547b21d76020,False
000556:013-07 (08111000-013-07):013-07:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,013-07 (08111000-013-07),0,1,0,0,0,4ba9d1a4ccbcbe2bae9c33d969cadb537139f9bd8e2afb3e61804e204dc19ce5,False
000557:013-55 (08111000-013-55):013-55:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,013-55 (08111000-013-55),0,1,0,0,0,dda4c34318ca8fc7d5944d0fbf0d4ffe1db6c5228fa3ae6f73f754c3637b72fd,False
000558:013-56 (08111000-013-56):013-56:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,013-56 (08111000-013-56),0,1,0,0,0,fb1a1736c417fd500211df977749918accd6a9d0d5719f127c5df11eb1e137fe,False
000559:013-57 (08111000-013-57):013-57:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,013-57 (08111000-013-57),0,1,0,0,0,e1113168f6aee495894655c1d395e18ec12a2405f37ec98c475e6d70d9771141,False
000560:013-94 (08111000-013-94):013-94:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,013-94 (08111000-013-94),1,1,43,43,43,7f0f7a4389c89a2718f5ab1972568ea8bdc378e3a517ee5cf2d83e62ead6ea99,False
000561:5:-:-:WAHLKREIS,,,WAHLKREIS,5,3,189,739,731,732,6bd15a972dab333bca270b0e8e502fab3b121f2621916d9b1255c4696286ef1f,False
000562:08115002:-:08115002:GEMEINDE,08115002,Altdorf,GEMEINDE,08115002,0,4,0,0,0,f6cf27b96c6a13767e907af9b135d339da258fa70c651b7c42a12a8e2e89aeb7,True
000563:08115002-00101:00101:08115002:URNENWAHLBEZIRK,08115002,Altdorf,URNENWAHLBEZIRK,08115002-00101,0,1,0,0,0,f432a57ac60cb854319e6ceb09b3918f27a6260d7877bf2e4c72e0571c6cd261,False
000564:08115002-00102:00102:08115002:URNENWAHLBEZIRK,08115002,Altdorf,URNENWAHLBEZIRK,08115002-00102,0,1,0,0,0,8dee033fe901420395577c541e5592930d313b2bdf2ab1c63fb783c71b03ff2a,False
000565:08115002-00103:00103:08115002:URNENWAHLBEZIRK,08115002,Altdorf,URNENWAHLBEZIRK,08115002-00103,0,1,0,0,0,91b6f629e64d4b1707ee01f8e7467cc2284ec99d7ace72865c4ecc1add07d807,False
000566:08115002-90001:90001:08115002:BRIEFWAHLBEZIRK,08115002,Altdorf,BRIEFWAHLBEZIRK,08115002-90001,0,1,0,0,0,cc9b618346d40c45b909fa92155134787808b321b8c7d68819d79f7d563dce8e,False
000567:08115003:-:08115003:GEMEINDE,08115003,"Böblingen, Stadt",GEMEINDE,08115003,3,56,739,731,732,6a9fae81ee7e67ea6c7e1ca6188777dd58e8e2429d1320f8e5a5489e285b7736,True
000568:08115003-1101:1101:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-1101,0,1,0,0,0,6ee97cae8d48cf2dbd47d68ee5c63b8d822de2c76adc449f3fb9385e9ef816ef,False
000569:08115003-1102:1102:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-1102,0,1,0,0,0,5cd59f2ca8d30ce2ae32bd3551c5b7b0d223facc4ea75fe481284309dcafa6ad,False
000570:08115003-1103:1103:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-1103,0,1,0,0,0,2a4cfe81c8b1337d3e1d109ab8a33c696d21be491d4cb08ea8e439e408b53d18,False
000571:08115003-2104:2104:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-2104,0,1,0,0,0,278c3a409617eb71b76e976d529c2e6cf7fea71b1ca173cc974c26d7c80aaa5a,False
000572:08115003-2105:2105:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-2105,1,1,303,299,299,a0a6020c57386957111f6c5468fd920cc287f4221cd0e1d9ab4d4ee71c2a321a,False
000573:08115003-2206:2206:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-2206,0,1,0,0,0,11879fa25107ffb0105cbe843d146c36ef764569221c479809636bd60e32d757,False
000574:08115003-2207:2207:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-2207,0,1,0,0,0,1100a5f96089c8e53d2a0bb1f0d387a1a231ce41351c5b3b1a0a00e6c2431f9d,False
000575:08115003-2208:2208:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-2208,0,1,0,0,0,4e27e0979a08d2f409206bfb79342fad6834a7d1a076da4a6742b1010dabbdbb,False
000576:08115003-2309:2309:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-2309,0,1,0,0,0,b7ad8f3e5350c92ac25fd150297083e558000e098fbd45f328a87a6cfb4e1dc5,False
000577:08115003-2310:2310:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-2310,0,1,0,0,0,5adb6833e5f179b4a0881720ebdfedef32b1ece1724e8e01d402830200fb01f7,False
000578:08115003-2411:2411:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-2411,0,1,0,0,0,2baa22a5001295955f5c16379d3fb513f522476bff13071f802a3fe33cfc9249,False
000579:08115003-2412:2412:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-2412,0,1,0,0,0,7ff9d979d95b792374298eff63dac35447ded076a79ce5223816002dff04b06f,False
000580:08115003-2413:2413:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-2413,0,1,0,0,0,e0c2a362a8b4a90c2338f425db9856080696ba4e712d7fafc8c399db89f4d9bb,False
000581:08115003-3114:3114:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-3114,0,1,0,0,0,456318a2191e1eccf741a6f40c7b8db5c6705e31d3cd2b68d59f3bfd0bc74c56,False
000582:08115003-3115:3115:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-3115,0,1,0,0,0,dd8931a73c7f11a0fe728aeda2179fbd5b50e8aa2c9dbdce27b6837801dbd2f8,False
000583:08115003-3217:3217:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-3217,0,1,0,0,0,fbad94c42e88de0720132eec7255ff0ecaeec56f1a202f52e34c3c0f504ca66c,False
000584:08115003-3219:3219:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-3219,0,1,0,0,0,0598d1ff2a6424c3ae3573790c78362efe78e15dd2713cdf503925bbcec603d0,False
000585:08115003-3318:3318:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-3318,0,1,0,0,0,f0411bc87d51ac664580acc3881902ebe454d706953b49dce5d1ca89e473d6ca,False
000586:08115003-3320:3320:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-3320,0,1,0,0,0,d0810748587e7de45e84563ed5cbbc07e81b1ac93490c92a6eabfc86759e160f,False
000587:08115003-4128:4128:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4128,0,1,0,0,0,099734d3efcdd71ff761b2480e577ddb15a61c8e15eddb288dc795139527eafd,False
000588:08115003-4129:4129:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4129,0,1,0,0,0,8cbb34c0817c875f65f7db4c8c0a65009aa19935c205699ba1a56ef220904696,False
000589:08115003-4130:4130:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4130,0,1,0,0,0,2126807cf98aab0ce6d7b6fba398063f19420380cb374d7bbd430d99c83f80a7,False
000590:08115003-4132:4132:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4132,0,1,0,0,0,fb26cc721a9907ddcf4cfd9d24a9b13f28f5a6a19cd9bfbb874c83704875ee01,False
000591:08115003-4133:4133:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4133,0,1,0,0,0,17dc19434b7c7658803d9157100d75abc4b8c9b95837eecb2498f1eaeab4949d,False
000592:08115003-4134:4134:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4134,0,1,0,0,0,ef55af3c8dccb606d4d04507fd1fdd465381f097e7a178c9f00f76aa794b2b16,False
000593:08115003-4135:4135:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4135,0,1,0,0,0,443af3edee0f289a46e8a432bb2a8a67805fb7888b5c19cc1b4106c35cabcc95,False
000594:08115003-4136:4136:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4136,0,1,0,0,0,3c81899f55a6fbbc6198e76554106555deaf31a975ced5f1de00f2e755fbe2af,False
000595:08115003-4137:4137:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4137,0,1,0,0,0,65652089a0668b358e1794b5b6c77d1416612ddb669c14dce59fa1ba76678382,False
000596:08115003-4142:4142:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4142,0,1,0,0,0,c636101e8afb338d8573b0b378a5434d5b3fce110ea6aae8329a90ae594a3a7b,False
000597:08115003-4226:4226:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4226,0,1,0,0,0,a37a2d1c7bf291300813245aecfc0100d90eddc70de4cbfc4bbd6d3e11a03729,False
000598:08115003-4231:4231:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-4231,0,1,0,0,0,7cfcbfac7effd0a5fe77779f1f55368040a1ea9b07cbf3c81ecaa45cfd6e0312,False
000599:08115003-5121:5121:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-5121,1,1,157,155,155,cdab2b3d9faf6a2b93d56c8126e1cec48254b25a4a504c263885860268808b45,False
000600:08115003-5122:5122:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-5122,0,1,0,0,0,bfadfcb6c8e87766b822a03926810e88ff71e3366dbc0a76870152ecfcb13e1f,False
000601:08115003-5125:5125:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-5125,1,1,279,277,278,6d10011e40266c5da5b88dee8946c7b337d40e87e764a2ba59758373668517d4,False
000602:08115003-5143:5143:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-5143,0,1,0,0,0,dcc6e9abfe3b1a4f3713bd2489a56ab33f4a520fe3c9a454807362208f14323c,False
000603:08115003-5144:5144:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-5144,0,1,0,0,0,ac8e9c82718289773412058b6a6ac2f71f18474be56e7f115bd05cdda1ce7e7b,False
000604:08115003-11138:11138:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-11138,0,1,0,0,0,72092f48ceb51acde050ef5e54c5b894dad52b9905aa3da54b3a728fd42a60ec,False
000605:08115003-11139:11139:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-11139,0,1,0,0,0,36f9fbfab519a15c080e14a12c7b0a202cb74e2451b975da0287a2aecdf015e5,False
000606:08115003-11145:11145:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-11145,0,1,0,0,0,7c64ac0e8f3c791e79e569872382a03fd60468ea7b44e5b25e42fad4374051cb,False
000607:08115003-11240:11240:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-11240,0,1,0,0,0,24d2d3aff61923a069ce221f3a32f7132c465fbf68332deb32e4614b842dd18d,False
000608:08115003-11241:11241:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-11241,0,1,0,0,0,14d967b386fc06c22bab009ffaebca2316b2bc508c0238be2a33f465712723fb,False
000609:08115003-11242:11242:08115003:URNENWAHLBEZIRK,08115003,"Böblingen, Stadt",URNENWAHLBEZIRK,08115003-11242,0,1,0,0,0,5f0b2e18d007512f9c7a68c804b83af523e4689be8bcdb94596e4bcfa7104b5a,False
000610:08115003-900-01:900-01:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-01,0,1,0,0,0,568c8429cb3c918c93c72a9c8ee6ba9e249cbd8709dcf293b636ef435fc16ffe,False
000611:08115003-900-02:900-02:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-02,0,1,0,0,0,510a1e27488d59e376e6dc9048dbc5d124c5ae3a210a4277cb3886d087c39232,False
000612:08115003-900-03:900-03:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-03,0,1,0,0,0,8399e0889fcfe4d1c67d2ecad5f8ccd311015d88a49b20cf703adf0fe99f8b34,False
000613:08115003-900-04:900-04:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-04,0,1,0,0,0,ab493a1c68db32aef32c69cd3dac9ed765c8a1e83422c860f18eeacdfccb91ea,False
000614:08115003-900-05:900-05:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-05,0,1,0,0,0,ac28f20ac3913c571c55ae54fff5409fe58a56232f32a0e7ab6517ea9a579187,False
000615:08115003-900-06:900-06:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-06,0,1,0,0,0,d99922d04fc8c5fd345725b4d3180acc84fb1c4ee7da3537a22e170aa4850fab,False
000616:08115003-900-07:900-07:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-07,0,1,0,0,0,1f4087d67507d5f99654bd6cbfb936f2e72db7727d78cef1bf0fac0ea2bec9dc,False
000617:08115003-900-08:900-08:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-08,0,1,0,0,0,fd7765f29395bec058c40e17a505dd05dc25f31c7d83d1448535f500d620d325,False
000618:08115003-900-09:900-09:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-09,0,1,0,0,0,1311670e00e0aebf77a790d285e7c95b0e3acfb66e7457551d0a86b5b6d55b72,False
000619:08115003-900-10:900-10:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-10,0,1,0,0,0,b812faf55a4b95bb26f76f9ffdc4a2bb585cd4d47890c3aa4909afbed32e5f8d,False
000620:08115003-900-11:900-11:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-11,0,1,0,0,0,590868f5c3e717782950f5367626d6a58aeaa6afef0557fde476c7c7629a4907,False
000621:08115003-900-12:900-12:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-12,0,1,0,0,0,f7739417856f77c1ca772faab4d99ea4bfa65bbe878af3a3f297d69bb72aa904,False
000622:08115003-900-13:900-13:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-13,0,1,0,0,0,5783c420a051d5e5bc5236bac202c8d15005867f759ccf0b022e5ee70030eaa0,False
000623:08115003-900-14:900-14:08115003:BRIEFWAHLBEZIRK,08115003,"Böblingen, Stadt",BRIEFWAHLBEZIRK,08115003-900-14,0,1,0,0,0,8cf0fdefdc5b81c6f9554556ae62963e88a10c6b4e33f7dbcea60b9ebb5fd5e7,False
000624:08115013:-:08115013:GEMEINDE,08115013,Ehningen,GEMEINDE,08115013,0,7,0,0,0,8859612769c43c9a38e2dc760718e1afdcba99fca6c813de777073a85cf8346d,True
000625:08115013-1:1:08115013:URNENWAHLBEZIRK,08115013,Ehningen,URNENWAHLBEZIRK,08115013-1,0,1,0,0,0,44b23c310dfb0b20bcd285930e02630926c7df66f02e1e259c72f9b3c58adfce,False
000626:08115013-2:2:08115013:URNENWAHLBEZIRK,08115013,Ehningen,URNENWAHLBEZIRK,08115013-2,0,1,0,0,0,885774ce18867398ca4cbab7a44b7c1695f7fd66cd5fdf54c5f4bf9733679903,False
000627:08115013-3:3:08115013:URNENWAHLBEZIRK,08115013,Ehningen,URNENWAHLBEZIRK,08115013-3,0,1,0,0,0,16fe72294bae3f49834d0d626e08961deba89903505df6ef4944224c0a00306f,False
000628:08115013-4:4:08115013:URNENWAHLBEZIRK,08115013,Ehningen,URNENWAHLBEZIRK,08115013-4,0,1,0,0,0,d3fce707487f428454c8f4eceafbe77623a832167a3cb19e15bd0498869f6d95,False
000629:08115013-5:5:08115013:URNENWAHLBEZIRK,08115013,Ehningen,URNENWAHLBEZIRK,08115013-5,0,1,0,0,0,dac2c528650843687100d5db5a928c64fd8ff89bdae7a5f1870ad8916e41242c,False
000630:08115013-1:1:08115013:BRIEFWAHLBEZIRK,08115013,Ehningen,BRIEFWAHLBEZIRK,08115013-1,0,1,0,0,0,0e38e3334f108b2abcf0acf5aee58614307feb9c5d279cf69650825f8c321566,False
000631:08115013-2:2:08115013:BRIEFWAHLBEZIRK,08115013,Ehningen,BRIEFWAHLBEZIRK,08115013-2,0,1,0,0,0,9772a669115f3d449b712a051a165904e49345c2574c0a94069df047a0af9934,False
000632:08115015:-:08115015:GEMEINDE,08115015,Gärtringen,GEMEINDE,08115015,0,12,0,0,0,f1c1021009a5b67fc3f0da9dadf17089583f9844eb57d3d75072b1addb9895ff,True
000633:08115015-101:101:08115015:URNENWAHLBEZIRK,08115015,Gärtringen,URNENWAHLBEZIRK,08115015-101,0,1,0,0,0,4e3e86bf78c602a8c1530898a283b7f112d2b123b032090cb605b96a67e1ca97,False
000634:08115015-202:202:08115015:URNENWAHLBEZIRK,08115015,Gärtringen,URNENWAHLBEZIRK,08115015-202,0,1,0,0,0,bf9547be22677b4496d48113efda16b7fb5ea37af9d4e4751bc0c5f1cb0a3f0d,False
000635:08115015-303:303:08115015:URNENWAHLBEZIRK,08115015,Gärtringen,URNENWAHLBEZIRK,08115015-303,0,1,0,0,0,9d537e19aaf0a273d457ecc953cfed2932dc9f1cec7c19c10e7fe58613e00272,False
000636:08115015-404:404:08115015:URNENWAHLBEZIRK,08115015,Gärtringen,URNENWAHLBEZIRK,08115015-404,0,1,0,0,0,f93670c49ff2bdaf889f69837a942afb16ca9edd355e734e7c3830df0cf2b224,False
000637:08115015-505:505:08115015:URNENWAHLBEZIRK,08115015,Gärtringen,URNENWAHLBEZIRK,08115015-505,0,1,0,0,0,d951fc8f4a72ed1b7c70a6feb43f1b103eef30b03804f70c16e633c3b01721a5,False
000638:08115015-606:606:08115015:URNENWAHLBEZIRK,08115015,Gärtringen,URNENWAHLBEZIRK,08115015-606,0,1,0,0,0,f8651dd86730c5fd428a13e8c08cb5e75f49ac6d8c0b005946eef04a7959cc6f,False
000639:08115015-808:808:08115015:URNENWAHLBEZIRK,08115015,Gärtringen,URNENWAHLBEZIRK,08115015-808,0,1,0,0,0,5034acda816694d3efe7e65e8ed05916d6aaafda2a5c3ba2ed0ad54eab82247f,False
000640:08115015-10707:10707:08115015:URNENWAHLBEZIRK,08115015,Gärtringen,URNENWAHLBEZIRK,08115015-10707,0,1,0,0,0,ec4953f77b199f2ac1eb340da32ce2b8231ef0f03e78abe6e9263897361bc144,False
000641:08115015-90001:90001:08115015:BRIEFWAHLBEZIRK,08115015,Gärtringen,BRIEFWAHLBEZIRK,08115015-90001,0,1,0,0,0,5067ef92898b1f86696a96b2672aa3748d4641c66c75672337f124d8d172e280,False
000642:08115015-90002:90002:08115015:BRIEFWAHLBEZIRK,08115015,Gärtringen,BRIEFWAHLBEZIRK,08115015-90002,0,1,0,0,0,b00bb8d0b2df38ea2a4468f3c39fc117c01704d888f1a07e93c58d32c5159e6e,False
000643:08115015-90003:90003:08115015:BRIEFWAHLBEZIRK,08115015,Gärtringen,BRIEFWAHLBEZIRK,08115015-90003,0,1,0,0,0,4889545cfb7a27dc0ca433923c6055a6e033797a47ed608296e0aeeebfaee018,False
000644:08115015-90004:90004:08115015:BRIEFWAHLBEZIRK,08115015,Gärtringen,BRIEFWAHLBEZIRK,08115015-90004,0,1,0,0,0,701e2fec701140564d6ca814ba65d0e2090c1545bdd9202b54a64327262e73d3,False
000645:08115022:-:08115022:GEMEINDE,08115022,Hildrizhausen,GEMEINDE,08115022,0,4,0,0,0,0bf456eac9d27faddfbfbbfe8be21b049056ddcc618f85bdd3b583e4d122a879,True
000646:08115022-001-01:001-01:08115022:URNENWAHLBEZIRK,08115022,Hildrizhausen,URNENWAHLBEZIRK,08115022-001-01,0,1,0,0,0,83610555bc5c6624ff56a8764fcc3a1b0f0c0138769a5971d5e7f58b56f6c016,False
000647:08115022-Wahlbezirk 001-02:001-02:08115022:URNENWAHLBEZIRK,08115022,Hildrizhausen,URNENWAHLBEZIRK,08115022-Wahlbezirk 001-02,0,1,0,0,0,a03212b4cfdc63794cee9817e8afa941048ed8cb22af892ba15722354dba53a6,False
000648:08115022-900-01:900-01:08115022:BRIEFWAHLBEZIRK,08115022,Hildrizhausen,BRIEFWAHLBEZIRK,08115022-900-01,0,1,0,0,0,329b9fef1419b2c4deb1446e1c7a163bc7ea845eb73141bdf0242a6a78d42d98,False
000649:08115022-900-02:900-02:08115022:BRIEFWAHLBEZIRK,08115022,Hildrizhausen,BRIEFWAHLBEZIRK,08115022-900-02,0,1,0,0,0,62a12ea278cf91c306a43e5d90e44c4beb4841071949b9e4b49abf8a948e578a,False
000650:08115024:-:08115024:GEMEINDE,08115024,"Holzgerlingen, Stadt",GEMEINDE,08115024,0,10,0,0,0,da053d48bf488bfc9ec8397c89b6528a96b9cf7403d865edf7de4463b5601b58,True
000651:08115024-00101:00101:08115024:URNENWAHLBEZIRK,08115024,"Holzgerlingen, Stadt",URNENWAHLBEZIRK,08115024-00101,0,1,0,0,0,b6262d32540b8e82f8b2f2788f923ce933f3ce62d8e01e5a492b238edd1cec03,False
000652:08115024-00102:00102:08115024:URNENWAHLBEZIRK,08115024,"Holzgerlingen, Stadt",URNENWAHLBEZIRK,08115024-00102,0,1,0,0,0,670b99fb51d1f26bdbcb79382530f057f28020ee0015002772ddd82e52e3b9ec,False
000653:08115024-00103:00103:08115024:URNENWAHLBEZIRK,08115024,"Holzgerlingen, Stadt",URNENWAHLBEZIRK,08115024-00103,0,1,0,0,0,c6dc33ae6ea82231a5e14959b5e0295ce18674908cf00e8d87d89589bbec2691,False
000654:08115024-00104:00104:08115024:URNENWAHLBEZIRK,08115024,"Holzgerlingen, Stadt",URNENWAHLBEZIRK,08115024-00104,0,1,0,0,0,c02815eee3ebd3ca567199f62cb6fdca8d10fd38c50b31658ad3af7c2ed1397a,False
000655:08115024-00105:00105:08115024:URNENWAHLBEZIRK,08115024,"Holzgerlingen, Stadt",URNENWAHLBEZIRK,08115024-00105,0,1,0,0,0,7e4433e5aad0f1d5283a3773cd31603c6fe71a43a68e235de7b1bd474ab75e5a,False
000656:08115024-00106:00106:08115024:URNENWAHLBEZIRK,08115024,"Holzgerlingen, Stadt",URNENWAHLBEZIRK,08115024-00106,0,1,0,0,0,f6fcc68d9ce54ee51f887c9db510a250b46892d05e4244e35de56fdd489bc407,False
000657:08115024-00107:00107:08115024:URNENWAHLBEZIRK,08115024,"Holzgerlingen, Stadt",URNENWAHLBEZIRK,08115024-00107,0,1,0,0,0,26b42cc51b2feb1ba2d1cd04a68db21ab2d1a8e71448eaf95e35e1b486fbe38d,False
000658:08115024-90001:90001:08115024:BRIEFWAHLBEZIRK,08115024,"Holzgerlingen, Stadt",BRIEFWAHLBEZIRK,08115024-90001,0,1,0,0,0,da332af33b7a23e5c593a6465b88b46817ff0e79b1a0a10a14c56ddc2acd9773,False
000659:08115024-90002:90002:08115024:BRIEFWAHLBEZIRK,08115024,"Holzgerlingen, Stadt",BRIEFWAHLBEZIRK,08115024-90002,0,1,0,0,0,5762d5aa54674dba9666ea0bbc4293ede2c84a4fac4d8d3b1d44dc885940acf7,False
000660:08115024-90003:90003:08115024:BRIEFWAHLBEZIRK,08115024,"Holzgerlingen, Stadt",BRIEFWAHLBEZIRK,08115024-90003,0,1,0,0,0,21bea82a2000dc8c7a84b470585be823351139968d42192d061b4b7d37b24594,False
000661:08115029:-:08115029:GEMEINDE,08115029,Magstadt,GEMEINDE,08115029,0,6,0,0,0,bf5d6ea2804393cf1c63e3299c6d06b5488d476d4bbbc03c6b592cbaadf8a8ad,True
