ags,municipality_name,vote_type,party,votes,percent
08425033,"Ehingen (Donau), Stadt",Erststimmen,PDR,,
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,PDR,0,0.0
08425052,Grundsheim,Erststimmen,PDR,,
08425052,Grundsheim,Zweitstimmen,PDR,0,0.0
08425075,Lonsee,Erststimmen,PDR,,
08425075,Lonsee,Zweitstimmen,PDR,0,0.0
08425085,Nerenstetten,Erststimmen,PDR,,
08425085,Nerenstetten,Zweitstimmen,PDR,1,0.5
08425090,Obermarchtal,Erststimmen,PDR,,
08425090,Obermarchtal,Zweitstimmen,PDR,0,0.0
08426008,Altheim,Erststimmen,PDR,,
08426008,Altheim,Zweitstimmen,PDR,0,0.0
08426097,"Riedlingen, Stadt",Erststimmen,PDR,,
08426097,"Riedlingen, Stadt",Zweitstimmen,PDR,0,0.0
08426108,Schwendi,Erststimmen,PDR,,
08426108,Schwendi,Zweitstimmen,PDR,0,0.0
08426121,Unlingen,Erststimmen,PDR,,
08426121,Unlingen,Zweitstimmen,PDR,0,0.0
08426124,Uttenweiler,Erststimmen,PDR,,
08426124,Uttenweiler,Zweitstimmen,PDR,0,0.0
08426128,Warthausen,Erststimmen,PDR,,
08426128,Warthausen,Zweitstimmen,PDR,0,0.0
08437031,"Gammertingen, Stadt",Erststimmen,PDR,,
08437031,"Gammertingen, Stadt",Zweitstimmen,PDR,1,0.7
08437078,"Meßkirch, Stadt",Erststimmen,PDR,,
08437078,"Meßkirch, Stadt",Zweitstimmen,PDR,0,0.0
08437088,"Pfullendorf, Stadt",Erststimmen,PDR,,
08437088,"Pfullendorf, Stadt",Zweitstimmen,PDR,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,PDR,,
08437100,"Bad Saulgau, Stadt",Zweitstimmen,PDR,2,0.3
08437114,"Veringenstadt, Stadt",Erststimmen,PDR,,
08437114,"Veringenstadt, Stadt",Zweitstimmen,PDR,1,1.5
08426008,Altheim,Erststimmen,PIRATEN,0,0.0
08426008,Altheim,Zweitstimmen,PIRATEN,,
08426097,"Riedlingen, Stadt",Erststimmen,PIRATEN,0,0.0
08426097,"Riedlingen, Stadt",Zweitstimmen,PIRATEN,,
08426108,Schwendi,Erststimmen,PIRATEN,0,0.0
08426108,Schwendi,Zweitstimmen,PIRATEN,,
08426121,Unlingen,Erststimmen,PIRATEN,0,0.0
08426121,Unlingen,Zweitstimmen,PIRATEN,,
08426124,Uttenweiler,Erststimmen,PIRATEN,0,0.0
08426124,Uttenweiler,Zweitstimmen,PIRATEN,,
08426128,Warthausen,Erststimmen,PIRATEN,0,0.0
08426128,Warthausen,Zweitstimmen,PIRATEN,,
08126011,Bretzfeld,Erststimmen,PdF,,
08126011,Bretzfeld,Zweitstimmen,PdF,0,0.0
08126020,Dörzbach,Erststimmen,PdF,,
08126020,Dörzbach,Zweitstimmen,PdF,0,0.0
08126039,"Ingelfingen, Stadt",Erststimmen,PdF,,
08126039,"Ingelfingen, Stadt",Zweitstimmen,PdF,0,0.0
08126046,"Künzelsau, Stadt",Erststimmen,PdF,,
08126046,"Künzelsau, Stadt",Zweitstimmen,PdF,0,0.0
08126056,Mulfingen,Erststimmen,PdF,,
08126056,Mulfingen,Zweitstimmen,PdF,0,0.0
08126072,Schöntal,Erststimmen,PdF,,
08126072,Schöntal,Zweitstimmen,PdF,0,0.0
08126085,"Waldenburg, Stadt",Erststimmen,PdF,,
08126085,"Waldenburg, Stadt",Zweitstimmen,PdF,0,0.0
08127008,Blaufelden,Erststimmen,PdF,,
08127008,Blaufelden,Zweitstimmen,PdF,0,0.0
08127014,"Crailsheim, Stadt",Erststimmen,PdF,,
08127014,"Crailsheim, Stadt",Zweitstimmen,PdF,0,0.0
08127032,"Gerabronn, Stadt",Erststimmen,PdF,,
08127032,"Gerabronn, Stadt",Zweitstimmen,PdF,0,0.0
08127047,"Langenburg, Stadt",Erststimmen,PdF,,
08127047,"Langenburg, Stadt",Zweitstimmen,PdF,0,0.0
08127059,Michelfeld,Erststimmen,PdF,,
08127059,Michelfeld,Zweitstimmen,PdF,0,0.0
08127062,Oberrot,Erststimmen,PdF,,
08127062,Oberrot,Zweitstimmen,PdF,0,0.0
08127073,Satteldorf,Erststimmen,PdF,,
08127073,Satteldorf,Zweitstimmen,PdF,2,0.4
08127100,Rosengarten,Erststimmen,PdF,,
08127100,Rosengarten,Zweitstimmen,PdF,0,0.0
08128007,"Bad Mergentheim, Stadt",Erststimmen,PdF,,
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,PdF,0,0.0
08128014,"Boxberg, Stadt",Erststimmen,PdF,,
08128014,"Boxberg, Stadt",Zweitstimmen,PdF,0,0.0
08128020,"Creglingen, Stadt",Erststimmen,PdF,,
08128020,"Creglingen, Stadt",Zweitstimmen,PdF,0,0.0
08128039,"Freudenberg, Stadt",Erststimmen,PdF,,
08128039,"Freudenberg, Stadt",Zweitstimmen,PdF,0,0.0
08128047,"Grünsfeld, Stadt",Erststimmen,PdF,,
08128047,"Grünsfeld, Stadt",Zweitstimmen,PdF,0,0.0
08128058,Igersheim,Erststimmen,PdF,,
08128058,Igersheim,Zweitstimmen,PdF,0,0.0
08128061,Königheim,Erststimmen,PdF,,
08128061,Königheim,Zweitstimmen,PdF,0,0.0
08128064,"Külsheim, Stadt",Erststimmen,PdF,,
08128064,"Külsheim, Stadt",Zweitstimmen,PdF,0,0.0
08128082,"Niederstetten, Stadt",Erststimmen,PdF,,
08128082,"Niederstetten, Stadt",Zweitstimmen,PdF,0,0.0
08128126,"Weikersheim, Stadt",Erststimmen,PdF,,
08128126,"Weikersheim, Stadt",Zweitstimmen,PdF,0,0.0
08128128,Werbach,Erststimmen,PdF,,
08128128,Werbach,Zweitstimmen,PdF,0,0.0
08128131,"Wertheim, Stadt",Erststimmen,PdF,,
08128131,"Wertheim, Stadt",Zweitstimmen,PdF,0,0.0
08128139,"Lauda-Königshofen, Stadt",Erststimmen,PdF,,
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,PdF,0,0.0
08135010,Dischingen,Erststimmen,PdF,,
08135010,Dischingen,Zweitstimmen,PdF,0,0.0
08135016,"Giengen an der Brenz, Stadt",Erststimmen,PdF,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,PdF,0,0.0
08135020,"Herbrechtingen, Stadt",Erststimmen,PdF,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,PdF,0,0.0
08135026,Nattheim,Erststimmen,PdF,,
08135026,Nattheim,Zweitstimmen,PdF,0,0.0
08135027,"Niederstotzingen, Stadt",Erststimmen,PdF,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,PdF,0,0.0
08135031,Sontheim an der Brenz,Erststimmen,PdF,,
08135031,Sontheim an der Brenz,Zweitstimmen,PdF,0,0.0
08216013,Forbach,Erststimmen,PdF,,
08216013,Forbach,Zweitstimmen,PdF,0,0.0
08235006,"Altensteig, Stadt",Erststimmen,PdF,,
08235006,"Altensteig, Stadt",Zweitstimmen,PdF,0,0.0
08235020,Ebhausen,Erststimmen,PdF,,
08235020,Ebhausen,Zweitstimmen,PdF,0,0.0
08235050,Neuweiler,Erststimmen,PdF,,
08235050,Neuweiler,Zweitstimmen,PdF,0,0.0
08236031,Kieselbronn,Erststimmen,PdF,,
08236031,Kieselbronn,Zweitstimmen,PdF,0,0.0
08236038,"Maulbronn, Stadt",Erststimmen,PdF,,
08236038,"Maulbronn, Stadt",Zweitstimmen,PdF,1,0.3
08237040,"Horb am Neckar, Stadt",Erststimmen,PdF,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,PdF,0,0.0
08237072,Wörnersberg,Erststimmen,PdF,,
08237072,Wörnersberg,Zweitstimmen,PdF,0,0.0
08237073,Seewald,Erststimmen,PdF,,
08237073,Seewald,Zweitstimmen,PdF,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,PdF,,
08316011,"Emmendingen, Stadt",Zweitstimmen,PdF,0,0.0
08316055,Winden im Elztal,Erststimmen,PdF,,
08316055,Winden im Elztal,Zweitstimmen,PdF,0,0.0
08325012,"Dornhan, Stadt",Erststimmen,PdF,,
08325012,"Dornhan, Stadt",Zweitstimmen,PdF,0,0.0
08325015,Epfendorf,Erststimmen,PdF,,
08325015,Epfendorf,Zweitstimmen,PdF,0,0.0
08325057,"Sulz am Neckar, Stadt",Erststimmen,PdF,,
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,PdF,0,0.0
08326003,"Bad Dürrheim, Stadt",Erststimmen,PdF,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,PdF,0,0.0
08326005,"Blumberg, Stadt",Erststimmen,PdF,,
08326005,"Blumberg, Stadt",Zweitstimmen,PdF,0,0.0
08326006,"Bräunlingen, Stadt",Erststimmen,PdF,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,PdF,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,PdF,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,PdF,0,0.0
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,PdF,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,PdF,0,0.0
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,PdF,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,PdF,1,0.7
08326068,"Vöhrenbach, Stadt",Erststimmen,PdF,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,PdF,0,0.0
08327050,"Tuttlingen, Stadt",Erststimmen,PdF,,
08327050,"Tuttlingen, Stadt",Zweitstimmen,PdF,0,0.0
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,PdF,,
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,PdF,0,0.0
08336087,"Todtnau, Stadt",Erststimmen,PdF,,
08336087,"Todtnau, Stadt",Zweitstimmen,PdF,0,0.0
08336089,Tunau,Erststimmen,PdF,,
08336089,Tunau,Zweitstimmen,PdF,0,0.0
08336091,"Weil am Rhein, Stadt",Erststimmen,PdF,,
08336091,"Weil am Rhein, Stadt",Zweitstimmen,PdF,0,0.0
08336103,"Zell im Wiesental, Stadt",Erststimmen,PdF,,
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,PdF,0,0.0
08336107,Kleines Wiesental,Erststimmen,PdF,,
08336107,Kleines Wiesental,Zweitstimmen,PdF,0,0.0
08337062,Klettgau,Erststimmen,PdF,,
08337062,Klettgau,Zweitstimmen,PdF,0,0.0
08337096,"Bad Säckingen, Stadt",Erststimmen,PdF,,
08337096,"Bad Säckingen, Stadt",Zweitstimmen,PdF,0,0.0
08337116,"Wehr, Stadt",Erststimmen,PdF,,
08337116,"Wehr, Stadt",Zweitstimmen,PdF,0,0.0
08337125,Küssaberg,Erststimmen,PdF,,
08337125,Küssaberg,Zweitstimmen,PdF,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,PdF,,
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,PdF,1,0.3
08425020,"Blaubeuren, Stadt",Erststimmen,PdF,,
08425020,"Blaubeuren, Stadt",Zweitstimmen,PdF,0,0.0
08425033,"Ehingen (Donau), Stadt",Erststimmen,PdF,,
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,PdF,0,0.0
08425052,Grundsheim,Erststimmen,PdF,,
08425052,Grundsheim,Zweitstimmen,PdF,1,0.8
08425075,Lonsee,Erststimmen,PdF,,
08425075,Lonsee,Zweitstimmen,PdF,0,0.0
08425085,Nerenstetten,Erststimmen,PdF,,
08425085,Nerenstetten,Zweitstimmen,PdF,0,0.0
08425090,Obermarchtal,Erststimmen,PdF,,
08425090,Obermarchtal,Zweitstimmen,PdF,0,0.0
08426008,Altheim,Erststimmen,PdF,,
08426008,Altheim,Zweitstimmen,PdF,0,0.0
08426097,"Riedlingen, Stadt",Erststimmen,PdF,,
08426097,"Riedlingen, Stadt",Zweitstimmen,PdF,0,0.0
08426108,Schwendi,Erststimmen,PdF,,
08426108,Schwendi,Zweitstimmen,PdF,0,0.0
08426121,Unlingen,Erststimmen,PdF,,
08426121,Unlingen,Zweitstimmen,PdF,0,0.0
08426124,Uttenweiler,Erststimmen,PdF,,
08426124,Uttenweiler,Zweitstimmen,PdF,0,0.0
08426128,Warthausen,Erststimmen,PdF,,
08426128,Warthausen,Zweitstimmen,PdF,0,0.0
08437031,"Gammertingen, Stadt",Erststimmen,PdF,,
08437031,"Gammertingen, Stadt",Zweitstimmen,PdF,0,0.0
08437078,"Meßkirch, Stadt",Erststimmen,PdF,,
08437078,"Meßkirch, Stadt",Zweitstimmen,PdF,0,0.0
08437088,"Pfullendorf, Stadt",Erststimmen,PdF,,
08437088,"Pfullendorf, Stadt",Zweitstimmen,PdF,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,PdF,,
08437100,"Bad Saulgau, Stadt",Zweitstimmen,PdF,0,0.0
08437114,"Veringenstadt, Stadt",Erststimmen,PdF,,
08437114,"Veringenstadt, Stadt",Zweitstimmen,PdF,0,0.0
08126011,Bretzfeld,Erststimmen,SPD,5,5.0
08126011,Bretzfeld,Zweitstimmen,SPD,4,4.0
08126020,Dörzbach,Erststimmen,SPD,4,4.1
08126020,Dörzbach,Zweitstimmen,SPD,6,6.1
08126039,"Ingelfingen, Stadt",Erststimmen,SPD,10,6.5
08126039,"Ingelfingen, Stadt",Zweitstimmen,SPD,14,9.2
08126046,"Künzelsau, Stadt",Erststimmen,SPD,2,0.9
08126046,"Künzelsau, Stadt",Zweitstimmen,SPD,0,0.0
08126056,Mulfingen,Erststimmen,SPD,22,5.9
08126056,Mulfingen,Zweitstimmen,SPD,16,4.4
08126072,Schöntal,Erststimmen,SPD,10,5.6
08126072,Schöntal,Zweitstimmen,SPD,5,2.8
08126085,"Waldenburg, Stadt",Erststimmen,SPD,9,5.2
08126085,"Waldenburg, Stadt",Zweitstimmen,SPD,8,4.6
08127008,Blaufelden,Erststimmen,SPD,3,2.0
08127008,Blaufelden,Zweitstimmen,SPD,5,3.3
08127014,"Crailsheim, Stadt",Erststimmen,SPD,4,3.9
08127014,"Crailsheim, Stadt",Zweitstimmen,SPD,4,3.9
08127032,"Gerabronn, Stadt",Erststimmen,SPD,12,3.9
08127032,"Gerabronn, Stadt",Zweitstimmen,SPD,10,3.3
08127047,"Langenburg, Stadt",Erststimmen,SPD,7,5.3
08127047,"Langenburg, Stadt",Zweitstimmen,SPD,7,5.3
08127059,Michelfeld,Erststimmen,SPD,7,4.8
08127059,Michelfeld,Zweitstimmen,SPD,5,3.4
08127062,Oberrot,Erststimmen,SPD,10,4.6
08127062,Oberrot,Zweitstimmen,SPD,3,1.4
08127073,Satteldorf,Erststimmen,SPD,18,3.7
08127073,Satteldorf,Zweitstimmen,SPD,22,4.5
08127100,Rosengarten,Erststimmen,SPD,8,6.7
08127100,Rosengarten,Zweitstimmen,SPD,8,6.7
08128007,"Bad Mergentheim, Stadt",Erststimmen,SPD,5,3.4
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,SPD,6,4.1
08128014,"Boxberg, Stadt",Erststimmen,SPD,5,7.7
08128014,"Boxberg, Stadt",Zweitstimmen,SPD,7,10.6
08128020,"Creglingen, Stadt",Erststimmen,SPD,25,6.9
08128020,"Creglingen, Stadt",Zweitstimmen,SPD,18,4.9
08128039,"Freudenberg, Stadt",Erststimmen,SPD,19,6.6
08128039,"Freudenberg, Stadt",Zweitstimmen,SPD,17,6.0
08128047,"Grünsfeld, Stadt",Erststimmen,SPD,12,5.7
08128047,"Grünsfeld, Stadt",Zweitstimmen,SPD,7,3.3
08128058,Igersheim,Erststimmen,SPD,13,3.9
08128058,Igersheim,Zweitstimmen,SPD,6,1.8
08128061,Königheim,Erststimmen,SPD,27,4.1
08128061,Königheim,Zweitstimmen,SPD,23,3.5
08128064,"Külsheim, Stadt",Erststimmen,SPD,3,5.5
08128064,"Külsheim, Stadt",Zweitstimmen,SPD,3,5.7
08128082,"Niederstetten, Stadt",Erststimmen,SPD,3,2.7
08128082,"Niederstetten, Stadt",Zweitstimmen,SPD,1,0.9
08128126,"Weikersheim, Stadt",Erststimmen,SPD,4,6.5
08128126,"Weikersheim, Stadt",Zweitstimmen,SPD,3,4.8
08128128,Werbach,Erststimmen,SPD,14,7.5
08128128,Werbach,Zweitstimmen,SPD,8,4.2
08128131,"Wertheim, Stadt",Erststimmen,SPD,20,10.6
08128131,"Wertheim, Stadt",Zweitstimmen,SPD,15,7.9
08128139,"Lauda-Königshofen, Stadt",Erststimmen,SPD,14,5.1
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,SPD,10,3.6
08135010,Dischingen,Erststimmen,SPD,19,7.7
08135010,Dischingen,Zweitstimmen,SPD,7,2.8
08135016,"Giengen an der Brenz, Stadt",Erststimmen,SPD,120,14.6
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,SPD,62,7.5
08135020,"Herbrechtingen, Stadt",Erststimmen,SPD,7,10.6
08135020,"Herbrechtingen, Stadt",Zweitstimmen,SPD,1,1.5
08135026,Nattheim,Erststimmen,SPD,19,12.8
08135026,Nattheim,Zweitstimmen,SPD,9,6.0
08135027,"Niederstotzingen, Stadt",Erststimmen,SPD,4,2.8
08135027,"Niederstotzingen, Stadt",Zweitstimmen,SPD,2,1.4
08135031,Sontheim an der Brenz,Erststimmen,SPD,37,13.7
08135031,Sontheim an der Brenz,Zweitstimmen,SPD,18,6.7
08216013,Forbach,Erststimmen,SPD,14,10.7
08216013,Forbach,Zweitstimmen,SPD,12,9.2
08235006,"Altensteig, Stadt",Erststimmen,SPD,9,3.4
08235006,"Altensteig, Stadt",Zweitstimmen,SPD,3,1.2
08235020,Ebhausen,Erststimmen,SPD,2,1.8
08235020,Ebhausen,Zweitstimmen,SPD,1,0.9
08235050,Neuweiler,Erststimmen,SPD,24,8.9
08235050,Neuweiler,Zweitstimmen,SPD,12,4.4
08236031,Kieselbronn,Erststimmen,SPD,22,7.5
08236031,Kieselbronn,Zweitstimmen,SPD,13,4.4
08236038,"Maulbronn, Stadt",Erststimmen,SPD,16,5.6
08236038,"Maulbronn, Stadt",Zweitstimmen,SPD,16,5.6
08237040,"Horb am Neckar, Stadt",Erststimmen,SPD,9,5.7
08237040,"Horb am Neckar, Stadt",Zweitstimmen,SPD,6,3.8
08237072,Wörnersberg,Erststimmen,SPD,3,3.3
08237072,Wörnersberg,Zweitstimmen,SPD,3,3.3
08237073,Seewald,Erststimmen,SPD,3,3.9
08237073,Seewald,Zweitstimmen,SPD,1,1.3
08316011,"Emmendingen, Stadt",Erststimmen,SPD,14,15.2
08316011,"Emmendingen, Stadt",Zweitstimmen,SPD,14,15.2
08316055,Winden im Elztal,Erststimmen,SPD,12,5.9
08316055,Winden im Elztal,Zweitstimmen,SPD,11,5.4
08325012,"Dornhan, Stadt",Erststimmen,SPD,4,4.3
08325012,"Dornhan, Stadt",Zweitstimmen,SPD,3,3.2
08325015,Epfendorf,Erststimmen,SPD,4,6.9
08325015,Epfendorf,Zweitstimmen,SPD,3,5.2
08325057,"Sulz am Neckar, Stadt",Erststimmen,SPD,11,3.9
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,SPD,10,3.6
08326003,"Bad Dürrheim, Stadt",Erststimmen,SPD,16,10.3
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,SPD,16,10.1
08326005,"Blumberg, Stadt",Erststimmen,SPD,5,2.6
08326005,"Blumberg, Stadt",Zweitstimmen,SPD,4,2.1
08326006,"Bräunlingen, Stadt",Erststimmen,SPD,0,0.0
08326006,"Bräunlingen, Stadt",Zweitstimmen,SPD,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,SPD,3,4.3
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,SPD,2,2.9
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,SPD,38,8.4
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,SPD,21,4.6
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,SPD,5,3.4
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,SPD,5,3.4
08326068,"Vöhrenbach, Stadt",Erststimmen,SPD,3,2.9
08326068,"Vöhrenbach, Stadt",Zweitstimmen,SPD,2,2.0
08327050,"Tuttlingen, Stadt",Erststimmen,SPD,28,7.5
08327050,"Tuttlingen, Stadt",Zweitstimmen,SPD,24,6.4
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,SPD,5,4.7
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,SPD,4,3.7
08336087,"Todtnau, Stadt",Erststimmen,SPD,23,6.3
08336087,"Todtnau, Stadt",Zweitstimmen,SPD,30,8.2
08336089,Tunau,Erststimmen,SPD,9,10.3
08336089,Tunau,Zweitstimmen,SPD,2,2.3
08336091,"Weil am Rhein, Stadt",Erststimmen,SPD,72,15.6
08336091,"Weil am Rhein, Stadt",Zweitstimmen,SPD,43,9.3
08336103,"Zell im Wiesental, Stadt",Erststimmen,SPD,9,11.2
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,SPD,4,5.0
08336107,Kleines Wiesental,Erststimmen,SPD,12,6.2
08336107,Kleines Wiesental,Zweitstimmen,SPD,12,6.2
08337062,Klettgau,Erststimmen,SPD,10,4.9
08337062,Klettgau,Zweitstimmen,SPD,13,6.4
08337096,"Bad Säckingen, Stadt",Erststimmen,SPD,18,7.9
08337096,"Bad Säckingen, Stadt",Zweitstimmen,SPD,14,6.2
08337116,"Wehr, Stadt",Erststimmen,SPD,8,4.3
08337116,"Wehr, Stadt",Zweitstimmen,SPD,8,4.2
08337125,Küssaberg,Erststimmen,SPD,2,3.6
08337125,Küssaberg,Zweitstimmen,SPD,1,1.9
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,SPD,22,5.6
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,SPD,15,3.8
08425020,"Blaubeuren, Stadt",Erststimmen,SPD,3,3.1
08425020,"Blaubeuren, Stadt",Zweitstimmen,SPD,3,3.1
08425033,"Ehingen (Donau), Stadt",Erststimmen,SPD,9,1.9
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,SPD,9,1.9
08425052,Grundsheim,Erststimmen,SPD,2,1.5
08425052,Grundsheim,Zweitstimmen,SPD,2,1.5
08425075,Lonsee,Erststimmen,SPD,6,8.3
08425075,Lonsee,Zweitstimmen,SPD,5,6.8
08425085,Nerenstetten,Erststimmen,SPD,4,2.1
08425085,Nerenstetten,Zweitstimmen,SPD,1,0.5
08425090,Obermarchtal,Erststimmen,SPD,3,1.9
08425090,Obermarchtal,Zweitstimmen,SPD,3,1.9
08426008,Altheim,Erststimmen,SPD,0,0.0
08426008,Altheim,Zweitstimmen,SPD,0,0.0
08426097,"Riedlingen, Stadt",Erststimmen,SPD,3,2.1
08426097,"Riedlingen, Stadt",Zweitstimmen,SPD,2,1.4
08426108,Schwendi,Erststimmen,SPD,9,3.8
08426108,Schwendi,Zweitstimmen,SPD,6,2.5
08426121,Unlingen,Erststimmen,SPD,3,4.3
08426121,Unlingen,Zweitstimmen,SPD,2,2.9
08426124,Uttenweiler,Erststimmen,SPD,6,2.9
08426124,Uttenweiler,Zweitstimmen,SPD,3,1.4
08426128,Warthausen,Erststimmen,SPD,11,5.7
08426128,Warthausen,Zweitstimmen,SPD,6,3.1
08437031,"Gammertingen, Stadt",Erststimmen,SPD,10,7.3
08437031,"Gammertingen, Stadt",Zweitstimmen,SPD,8,5.8
08437078,"Meßkirch, Stadt",Erststimmen,SPD,4,1.9
08437078,"Meßkirch, Stadt",Zweitstimmen,SPD,6,2.9
08437088,"Pfullendorf, Stadt",Erststimmen,SPD,1,1.1
08437088,"Pfullendorf, Stadt",Zweitstimmen,SPD,1,1.1
08437100,"Bad Saulgau, Stadt",Erststimmen,SPD,12,2.0
08437100,"Bad Saulgau, Stadt",Zweitstimmen,SPD,10,1.6
08437114,"Veringenstadt, Stadt",Erststimmen,SPD,0,0.0
08437114,"Veringenstadt, Stadt",Zweitstimmen,SPD,4,6.1
08126011,Bretzfeld,Erststimmen,Tierschutzpartei,,
08126011,Bretzfeld,Zweitstimmen,Tierschutzpartei,5,5.0
08126020,Dörzbach,Erststimmen,Tierschutzpartei,,
08126020,Dörzbach,Zweitstimmen,Tierschutzpartei,0,0.0
08126039,"Ingelfingen, Stadt",Erststimmen,Tierschutzpartei,,
08126039,"Ingelfingen, Stadt",Zweitstimmen,Tierschutzpartei,3,2.0
08126046,"Künzelsau, Stadt",Erststimmen,Tierschutzpartei,,
08126046,"Künzelsau, Stadt",Zweitstimmen,Tierschutzpartei,2,0.9
08126056,Mulfingen,Erststimmen,Tierschutzpartei,,
08126056,Mulfingen,Zweitstimmen,Tierschutzpartei,3,0.8
08126072,Schöntal,Erststimmen,Tierschutzpartei,,
08126072,Schöntal,Zweitstimmen,Tierschutzpartei,0,0.0
08126085,"Waldenburg, Stadt",Erststimmen,Tierschutzpartei,,
08126085,"Waldenburg, Stadt",Zweitstimmen,Tierschutzpartei,3,1.7
08127008,Blaufelden,Erststimmen,Tierschutzpartei,,
08127008,Blaufelden,Zweitstimmen,Tierschutzpartei,1,0.7
08127014,"Crailsheim, Stadt",Erststimmen,Tierschutzpartei,,
08127014,"Crailsheim, Stadt",Zweitstimmen,Tierschutzpartei,1,1.0
08127032,"Gerabronn, Stadt",Erststimmen,Tierschutzpartei,,
08127032,"Gerabronn, Stadt",Zweitstimmen,Tierschutzpartei,3,1.0
08127047,"Langenburg, Stadt",Erststimmen,Tierschutzpartei,,
08127047,"Langenburg, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08127059,Michelfeld,Erststimmen,Tierschutzpartei,,
08127059,Michelfeld,Zweitstimmen,Tierschutzpartei,0,0.0
08127062,Oberrot,Erststimmen,Tierschutzpartei,,
08127062,Oberrot,Zweitstimmen,Tierschutzpartei,1,0.5
08127073,Satteldorf,Erststimmen,Tierschutzpartei,,
08127073,Satteldorf,Zweitstimmen,Tierschutzpartei,3,0.6
08127100,Rosengarten,Erststimmen,Tierschutzpartei,,
08127100,Rosengarten,Zweitstimmen,Tierschutzpartei,1,0.8
08128007,"Bad Mergentheim, Stadt",Erststimmen,Tierschutzpartei,,
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08128014,"Boxberg, Stadt",Erststimmen,Tierschutzpartei,,
08128014,"Boxberg, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08128020,"Creglingen, Stadt",Erststimmen,Tierschutzpartei,,
08128020,"Creglingen, Stadt",Zweitstimmen,Tierschutzpartei,1,0.3
08128039,"Freudenberg, Stadt",Erststimmen,Tierschutzpartei,,
08128039,"Freudenberg, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08128047,"Grünsfeld, Stadt",Erststimmen,Tierschutzpartei,,
08128047,"Grünsfeld, Stadt",Zweitstimmen,Tierschutzpartei,2,0.9
08128058,Igersheim,Erststimmen,Tierschutzpartei,,
08128058,Igersheim,Zweitstimmen,Tierschutzpartei,1,0.3
08128061,Königheim,Erststimmen,Tierschutzpartei,,
08128061,Königheim,Zweitstimmen,Tierschutzpartei,4,0.6
08128064,"Külsheim, Stadt",Erststimmen,Tierschutzpartei,,
08128064,"Külsheim, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08128082,"Niederstetten, Stadt",Erststimmen,Tierschutzpartei,,
08128082,"Niederstetten, Stadt",Zweitstimmen,Tierschutzpartei,1,0.9
08128126,"Weikersheim, Stadt",Erststimmen,Tierschutzpartei,,
08128126,"Weikersheim, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08128128,Werbach,Erststimmen,Tierschutzpartei,,
