Berichtszeitpunkt,_RS,Name,Regionalebene,0_Insgesamt_,GESCHLECHT__1,GESCHLECHT__2,Staatsange_kurz__1,Staatsange_kurz__2,Alter_infr__01,Alter_infr__02,Alter_infr__03,Alter_infr__04,Alter_infr__05,Alter_infr__06,Alter_infr__07,Alter_infr__08,Alter_infr__09,Alter_infr__10,Alter_infr__11,FAMSTND_KURZ__1,FAMSTND_KURZ__2,FAMSTND_KURZ__3,FAMSTND_KURZ__4,FAMSTND_KURZ__5,Einwanderungserf_ausf__2,Einwanderungserf_ausf__21,Einwanderungserf_ausf__22,Einwanderungserf_ausf__3,Einwanderungserf_ausf__1,ags
20220515,150875052010,Ahlsdorf,Gemeinde,1548,743,803,1542,6,25,34,65,82,33,64,209,462,209,186,179,542,762,142,104,–,43,43,–,–,1503,15087010
20220515,150875052045,Benndorf,Gemeinde,1953,910,1043,1903,45,35,37,59,103,62,88,256,504,231,205,376,729,738,282,172,31,121,118,–,–,1830,15087045
20220515,150875052070,Blankenheim,Gemeinde,1136,558,578,1124,12,22,11,29,65,27,42,134,326,169,169,136,339,622,115,68,–,29,29,–,5,1104,15087070
20220515,150875052075,Bornstedt,Gemeinde,792,406,383,788,7,12,23,33,32,14,27,114,230,103,110,92,283,385,78,43,3,41,38,5,–,749,15087075
20220515,150875052205,Helbra,Gemeinde,3750,1747,2003,3704,46,62,92,142,182,95,127,488,1026,466,397,669,1311,1638,494,296,10,186,182,8,10,3553,15087205
20220515,150875052210,Hergisdorf,Gemeinde,1482,734,751,1470,12,24,17,37,72,33,48,167,450,180,227,226,458,751,168,105,6,43,43,–,–,1438,15087210
20220515,150875052260,Klostermansfeld,Gemeinde,2179,1111,1068,2154,24,34,61,63,93,49,65,273,590,302,275,375,694,1095,249,130,10,110,104,4,3,2067,15087260
20220515,150875052470,Wimmelburg,Gemeinde,1089,540,552,1082,7,19,15,27,51,29,35,123,327,151,143,171,322,585,121,63,–,40,39,3,10,1042,15087470
20220515,150880020020,"Bad Dürrenberg, Solestadt",Gemeinde,11305,5473,5833,10527,781,213,256,377,570,253,478,1683,3128,1247,1116,1986,4204,4704,1256,1003,137,1112,986,128,43,10149,15088020
20220515,150880025025,"Bad Lauchstädt, Goethestadt",Gemeinde,8772,4293,4479,8651,122,200,253,321,487,239,307,1347,2588,989,1032,1004,3314,3970,817,660,11,282,260,25,30,8460,15088025
20220515,150880065065,"Braunsbedra, Stadt",Gemeinde,10390,5182,5205,10001,386,225,235,323,562,246,464,1521,3009,1260,1126,1419,3926,4511,1060,862,30,698,651,46,37,9657,15088065
20220515,150880150150,Kabelsketal,Gemeinde,8815,4440,4378,8532,286,238,267,344,506,224,357,1439,2719,971,929,811,3462,4074,599,649,28,492,436,55,33,8290,15088150
20220515,150880195195,"Landsberg, Stadt",Gemeinde,14724,7297,7430,14365,358,314,415,597,875,372,518,2191,4725,1758,1541,1414,5531,7113,1066,956,59,692,640,51,64,13968,15088195
20220515,150880205205,"Leuna, Stadt",Gemeinde,13898,6888,7012,13562,333,352,398,517,777,363,520,2280,4113,1527,1456,1600,5511,6254,1061,1013,59,623,575,51,62,13212,15088205
20220515,150880216216,"Wettin-Löbejün, Stadt",Gemeinde,9726,4831,4896,9595,131,191,254,351,543,261,340,1322,2876,1236,1118,1229,3617,4568,886,653,3,371,339,30,32,9323,15088216
20220515,150880220220,"Merseburg, Stadt",Gemeinde,33302,16238,17064,29285,4017,858,943,1250,1912,854,1932,5650,8479,3372,3254,4801,14083,12407,3198,2951,661,5322,4602,719,146,27836,15088220
20220515,150880235235,"Mücheln (Geiseltal), Stadt",Gemeinde,8294,4098,4194,8170,124,181,211,321,502,211,308,1145,2411,1039,989,979,3127,3779,751,612,25,311,296,19,35,7947,15088235
20220515,150880295295,Petersberg,Gemeinde,9417,4625,4793,9365,54,168,240,322,541,259,307,1194,2925,1231,1119,1106,3297,4721,805,593,3,262,254,6,22,9140,15088295
20220515,150880305305,"Querfurt, Stadt",Gemeinde,10118,4877,5239,9912,209,192,199,333,507,261,372,1355,2897,1288,1402,1308,3667,4489,1027,920,10,422,396,27,19,9676,15088305
20220515,150880319319,Salzatal,Gemeinde,11472,5654,5821,11371,100,236,244,371,618,269,382,1536,3434,1457,1433,1489,3944,5878,916,735,–,373,352,22,28,11074,15088319
20220515,150880330330,Schkopau,Gemeinde,10943,5427,5515,10795,147,278,332,400,644,283,491,1677,3334,1187,1125,1186,4302,5109,782,750,3,380,355,28,35,10528,15088330
20220515,150880365365,Teutschenthal,Gemeinde,13109,6449,6660,12948,163,263,311,434,645,300,448,1689,3931,1717,1756,1614,4425,6681,1123,858,17,494,457,37,34,12580,15088365
20220515,150885051030,Barnstädt,Gemeinde,947,476,467,939,11,18,21,33,53,21,24,117,291,101,112,158,309,497,70,67,3,36,36,–,–,912,15088030
20220515,150885051100,Farnstädt,Gemeinde,1445,740,705,1426,19,25,39,38,79,38,42,198,444,191,193,150,502,699,140,100,–,60,50,6,–,1385,15088100
20220515,150885051250,Nemsdorf-Göhrendorf,Gemeinde,801,400,396,787,16,21,26,25,37,28,18,112,240,116,103,72,295,382,68,57,5,23,23,–,–,781,15088250
20220515,150885051265,Obhausen,Gemeinde,2181,1096,1085,2152,28,57,54,69,92,53,94,298,660,274,270,255,748,1113,190,126,5,69,64,3,–,2110,15088265
20220515,150885051340,"Schraplau, Stadt",Gemeinde,1061,515,543,1052,11,14,22,33,73,22,40,104,314,157,128,158,325,561,100,72,–,36,29,3,3,1026,15088340
20220515,150885051355,Steigra,Gemeinde,1068,533,535,1058,8,21,28,31,52,28,33,138,335,160,136,103,394,508,97,71,–,28,27,–,–,1040,15088355
20220515,150890015015,"Aschersleben, Stadt",Gemeinde,26021,12343,13679,24597,1426,542,580,896,1258,602,1338,3825,6884,3107,2839,4151,9957,10273,2873,2550,364,2285,2063,219,70,23671,15089015
20220515,150890026026,"Barby, Stadt",Gemeinde,8022,3962,4060,7884,138,150,202,299,394,210,246,1006,2431,1064,917,1096,2836,3774,804,592,15,336,316,22,36,7651,15089026
20220515,150890030030,"Bernburg (Saale), Stadt",Gemeinde,31553,15469,16084,29225,2327,649,735,957,1382,680,1650,5253,8429,3682,3496,4634,12000,12895,3295,2769,593,3680,3409,277,112,27754,15089030
20220515,150890042042,Bördeland,Gemeinde,7544,3728,3814,7424,118,157,207,292,444,200,251,1102,2334,956,810,789,2761,3693,623,464,3,254,237,17,13,7277,15089042
20220515,150890055055,"Calbe (Saale), Stadt",Gemeinde,8372,4075,4298,8025,346,172,178,257,402,177,325,1063,2319,1067,980,1430,3011,3496,1046,779,45,551,516,35,23,7797,15089055
20220515,150890175175,"Hecklingen, Stadt",Gemeinde,6691,3252,3438,6567,122,143,154,241,415,152,232,907,2003,841,771,833,2506,3023,681,472,9,243,226,15,15,6433,15089175
20220515,150890195195,"Könnern, Stadt",Gemeinde,7990,3997,3992,7825,162,161,192,301,490,198,268,1050,2432,1032,919,947,2903,3732,798,536,27,346,331,14,20,7629,15089195
20220515,150890235235,"Nienburg (Saale), Stadt",Gemeinde,5842,2924,2920,5688,155,118,122,184,276,119,199,788,1735,771,727,796,1947,2928,604,353,9,290,279,13,14,5535,15089235
20220515,150890305305,"Schönebeck (Elbe), Stadt",Gemeinde,30429,14601,15828,28617,1812,639,790,1030,1589,822,1352,4476,8084,3530,3255,4860,11746,12394,3179,2758,352,2835,2477,362,111,27484,15089305
20220515,150890307307,"Seeland, Stadt",Gemeinde,7734,3874,3857,7478,258,159,194,264,358,215,323,1172,2198,1010,944,895,3074,3345,732,585,3,410,377,30,13,7316,15089307
20220515,150890310310,"Staßfurt, Stadt",Gemeinde,23818,11548,12272,23201,616,469,558,729,1156,566,973,3211,6843,2917,2779,3615,8721,10290,2501,2261,46,1382,1263,122,52,22384,15089310
20220515,150895051041,Bördeaue,Gemeinde,1795,871,927,1763,32,46,51,66,99,45,81,257,580,190,191,194,679,829,156,129,–,64,62,5,5,1726,15089041
20220515,150895051043,Börde-Hakel,Gemeinde,2940,1473,1466,2894,45,69,90,103,171,76,75,411,839,362,372,367,1079,1395,261,196,12,98,96,4,3,2841,15089043
20220515,150895051045,Borne,Gemeinde,1168,585,584,1164,4,21,30,42,52,33,35,164,377,166,118,134,432,558,106,74,–,24,24,–,–,1145,15089045
20220515,150895051075,"Egeln, Stadt",Gemeinde,3134,1530,1604,3065,69,52,68,100,158,82,107,377,914,389,412,482,1147,1403,313,266,6,154,149,6,6,2974,15089075
20220515,150895051365,Wolmirsleben,Gemeinde,1378,672,706,1371,10,36,24,55,69,34,33,209,435,170,171,138,474,734,86,78,–,49,45,3,–,1326,15089365
20220515,150895052005,"Alsleben (Saale), Stadt",Gemeinde,2670,1257,1412,2520,150,69,71,103,180,55,111,401,746,278,249,406,1034,1121,316,191,11,250,241,10,7,2416,15089005
20220515,150895052130,Giersleben,Gemeinde,940,467,472,935,4,29,20,36,43,25,33,127,276,127,98,123,342,450,85,67,–,26,26,–,–,913,15089130
20220515,150895052165,"Güsten, Stadt",Gemeinde,3967,1913,2053,3832,134,84,95,157,223,98,140,562,1121,500,418,565,1443,1766,431,321,5,219,205,16,10,3738,15089165
20220515,150895052185,Ilberstedt,Gemeinde,962,480,481,956,10,19,20,31,37,22,38,123,289,125,130,118,311,503,90,56,–,26,20,–,–,936,15089185
20220515,150895052245,Plötzkau,Gemeinde,1229,610,620,1213,16,25,27,42,74,34,47,156,361,165,159,140,413,614,140,62,3,31,31,–,3,1195,15089245
20220515,150900070070,"Bismark (Altmark), Stadt",Gemeinde,7854,3880,3976,7763,89,138,198,275,445,191,313,1053,2350,1097,842,945,2877,3627,788,553,9,290,275,12,19,7546,15090070
20220515,150900225225,"Havelberg, Hansestadt",Gemeinde,6182,3001,3181,6044,142,111,129,182,304,122,217,857,1676,853,783,944,2283,2670,642,581,3,319,293,25,19,5844,15090225
20220515,150900415415,"Osterburg (Altmark), Hansestadt",Gemeinde,9435,4712,4723,9285,149,210,210,279,462,223,338,1274,2676,1353,1093,1309,3506,4124,940,820,47,433,409,23,22,8982,15090415
20220515,150900535535,"Stendal, Hansestadt",Gemeinde,37406,18267,19140,34592,2812,853,980,1381,2168,1087,2064,6139,9946,4353,3776,4658,16057,14125,3302,3500,424,4588,3956,631,142,32682,15090535
20220515,150900546546,"Tangerhütte, Stadt",Gemeinde,10336,5098,5236,10073,266,228,256,335,541,254,337,1371,2949,1426,1208,1435,3803,4491,1104,880,57,494,466,30,21,9821,15090546
20220515,150900550550,"Tangermünde, Stadt",Gemeinde,10255,4906,5352,10070,184,212,273,332,526,242,431,1493,2916,1280,1171,1372,3932,4384,1016,916,8,378,357,20,21,9856,15090550
20220515,150905051010,"Arneburg, Stadt",Gemeinde,1437,702,735,1419,17,28,30,40,65,35,53,161,426,190,176,245,458,671,179,126,–,67,65,4,4,1363,15090010
20220515,150905051135,Eichstedt (Altmark),Gemeinde,837,414,422,820,15,22,22,32,50,20,36,128,236,129,82,82,317,388,64,60,9,36,36,–,3,798,15090135
20220515,150905051180,Goldbeck,Gemeinde,1394,687,710,1365,29,46,33,59,78,51,62,196,406,166,141,149,549,651,114,70,12,64,64,–,4,1326,15090180
20220515,150905051220,Hassel,Gemeinde,899,449,452,869,33,32,23,32,49,16,30,156,268,145,103,52,342,463,39,55,–,50,47,7,8,840,15090220
20220515,150905051245,Hohenberg-Krusemark,Gemeinde,1175,595,579,1162,13,25,32,34,65,36,40,148,390,160,120,126,437,560,86,90,3,53,46,3,–,1122,15090245
20220515,150905051270,Iden,Gemeinde,743,367,377,707,36,10,9,16,42,14,31,89,220,139,93,82,240,379,57,61,5,54,51,4,–,688,15090270
20220515,150905051435,Rochau,Gemeinde,982,510,475,971,14,21,28,38,48,29,34,131,308,163,82,94,367,464,98,57,–,30,30,–,–,948,15090435
20220515,150905051610,"Werben (Elbe), Hansestadt",Gemeinde,952,491,461,946,6,8,12,27,44,23,35,107,296,147,122,139,298,457,91,101,–,50,50,–,3,898,15090610
20220515,150905052285,Kamern,Gemeinde,1208,627,579,1194,15,25,38,38,59,25,30,155,332,199,162,149,441,531,120,110,7,46,44,4,3,1162,15090285
20220515,150905052310,Klietz,Gemeinde,1441,696,743,1428,11,32,33,42,98,45,37,190,389,208,181,187,493,691,137,119,3,46,46,–,6,1390,15090310
20220515,150905052445,"Sandau (Elbe), Stadt",Gemeinde,806,385,424,803,4,15,23,32,29,17,29,77,238,125,92,131,218,410,104,76,–,22,22,–,–,782,15090445
20220515,150905052485,Schollene,Gemeinde,1097,550,545,1095,–,16,26,22,51,27,39,126,327,154,118,190,393,496,124,88,–,29,29,–,–,1065,15090485
20220515,150905052500,Schönhausen (Elbe),Gemeinde,2142,1047,1096,2127,15,58,56,80,120,54,78,319,584,296,249,251,820,969,168,183,4,72,67,3,12,2056,15090500
20220515,150905052631,Wust-Fischbeck,Gemeinde,1209,605,604,1191,18,32,24,45,69,27,52,163,367,163,126,138,443,574,108,81,5,47,47,–,–,1162,15090631
20220515,150905053003,Aland,Gemeinde,1313,659,655,1293,20,28,33,49,77,32,42,175,413,175,152,131,459,627,114,101,–,54,49,–,3,1261,15090003
20220515,150905053007,Altmärkische Höhe,Gemeinde,1773,919,849,1759,14,42,41,58,88,53,68,230,533,270,184,210,687,791,154,142,–,44,46,–,3,1726,15090007
20220515,150905053008,Altmärkische Wische,Gemeinde,828,416,413,818,11,26,28,24,58,27,29,92,268,106,98,79,324,395,54,54,3,32,32,–,–,797,15090008
20220515,150905053520,"Seehausen (Altmark), Hansestadt",Gemeinde,4707,2316,2390,4600,107,88,123,144,231,92,173,682,1279,641,580,672,1770,2029,495,404,6,241,221,22,12,4453,15090520
20220515,150905053635,Zehrental,Gemeinde,839,418,421,829,10,14,22,25,52,27,33,95,266,120,99,82,304,421,68,42,–,24,24,–,–,815,15090635
20220515,150910010010,"Annaburg, Stadt",Gemeinde,6521,3222,3299,6284,237,134,157,202,340,176,253,767,1894,958,735,907,2346,2914,718,535,10,402,362,37,25,6097,15091010
20220515,150910020020,"Bad Schmiedeberg, Stadt",Gemeinde,8058,3967,4091,7910,148,139,185,240,356,158,239,977,2284,1094,1039,1340,2748,3722,900,636,51,407,381,23,13,7642,15091020
20220515,150910060060,"Coswig (Anhalt), Stadt",Gemeinde,11319,5691,5629,10738,581,207,230,355,590,247,367,1570,3152,1519,1461,1617,3955,5350,1137,833,49,841,789,48,36,10444,15091060
20220515,150910110110,"Gräfenhainichen, Stadt",Gemeinde,11359,5464,5898,11038,324,205,256,368,552,283,386,1485,3158,1593,1324,1749,3945,5140,1247,989,39,732,668,66,25,10598,15091110
20220515,150910145145,"Jessen (Elster), Stadt",Gemeinde,13910,6902,7006,13067,846,329,358,512,765,316,556,1988,3963,1862,1483,1776,5247,6249,1268,1058,89,1236,1125,114,36,12638,15091145
20220515,150910160160,"Kemberg, Stadt",Gemeinde,9514,4700,4814,9387,127,209,208,306,456,205,316,1149,2800,1289,1148,1430,3209,4635,1013,649,3,348,333,17,27,9140,15091160
20220515,150910241241,"Oranienbaum-Wörlitz, Stadt",Gemeinde,8063,4138,3931,7698,365,143,198,247,433,162,271,1138,2407,982,937,1138,2956,3663,817,603,21,546,525,19,31,7488,15091241
20220515,150910375375,"Wittenberg, Lutherstadt",Gemeinde,45010,21695,23316,42617,2394,1038,1090,1434,2312,1106,2010,6772,11890,5034,5364,6960,17354,18719,4346,4046,544,3898,3531,366,139,40971,15091375
20220515,150910391391,"Zahna-Elster, Stadt",Gemeinde,9195,4564,4632,8971,223,197,248,327,521,240,319,1251,2692,1166,1005,1226,3421,4254,844,612,60,405,390,17,17,8773,15091391
