ags,name,kreis,valid_second_votes,eligible_voters,voters,F1_votes,F1_share,F10_votes,F10_share,F11_votes,F11_share,F12_votes,F12_share,F15_votes,F15_share,F19_votes,F19_share,F2_votes,F2_share,F20_votes,F20_share,F3_votes,F3_share,F4_votes,F4_share,F5_votes,F5_share,F6_votes,F6_share,F7_votes,F7_share,F8_votes,F8_share,F9_votes,F9_share,population_2025,male_2025,female_2025,age65_share,age18_29_share,male_share,log_population,ars_2026q2,register_name,area_km2,population_2024,longitude,latitude,urban_class,urban_class_name,is_city,density_2025,log_density,population_change_2024_25,turnout,census_ars,census_population,foreign_citizenship_share,single_household_share,owner_occupancy_share,vacancy_share,rent_eur_m2,abitur_share,no_vocational_qualification_share,ilo_unemployment_share,manufacturing_share
15083205,Erxleben,15083,1816,2269,1839,300,16.519823788546255,9,0.4955947136563877,4,0.22026431718061673,15,0.8259911894273128,110,6.057268722466961,2,0.11013215859030837,875,48.18281938325991,3,0.16519823788546256,153,8.42511013215859,150,8.259911894273127,30,1.6519823788546255,110,6.057268722466961,17,0.9361233480176211,3,0.16519823788546256,35,1.9273127753303965,2659,1319,1340,27.566754418954496,7.822489657766077,49.605114704776234,7.88570539124302,150835052205,Erxleben,84.02,2664.0,11.24209,52.219333,03,gering besiedelt,False,31.647226850749824,3.454650525501784,-0.18768768768768762,81.04892022917585,150835052205,2724.0,1.6519823788546255,30.176565008025683,75.12,10.06,4.73,,,,
15083230,Flechtingen,15083,1726,2167,1739,359,20.799536500579375,7,0.4055619930475087,5,0.28968713789107764,7,0.4055619930475087,97,5.619930475086906,2,0.11587485515643106,741,42.9316338354577,4,0.23174971031286212,113,6.546929316338354,171,9.907300115874856,35,2.0278099652375436,144,8.342989571263036,25,1.4484356894553883,1,0.05793742757821553,15,0.8690614136732329,2646,1356,1290,29.478458049886623,6.72713529856387,51.24716553287982,7.880804344674901,150835052230,Flechtingen,73.54,2690.0,11.239472,52.332395,03,gering besiedelt,False,35.98041881968996,3.582974868801775,-1.635687732342006,80.24919243193355,150835052230,2719.0,3.3835969106289077,34.01736385161799,70.73,11.42,5.01,,,,
15083245,"Gröningen, Stadt",15083,2261,2875,2285,366,16.187527642636002,19,0.8403361344537815,8,0.35382574082264484,6,0.26536930561698363,90,3.9805395842547546,5,0.22114108801415303,1169,51.702786377708975,3,0.13268465280849182,191,8.447589562140646,194,8.580274214949137,46,2.034498009730208,90,3.9805395842547546,50,2.21141088014153,7,0.30959752321981426,17,0.7518796992481203,3313,1629,1684,28.584364624207666,8.119529127678842,49.169936613341385,8.105609402299896,150835054245,"Gröningen, Stadt",59.89,3343.0,11.219229,51.936468,03,gering besiedelt,True,55.31808315244615,4.0130998560235245,-0.8973975471133766,79.47826086956522,150835054245,3386.0,1.2699350265800355,35.58897243107769,69.4,11.95,4.31,,,,
15083270,"Haldensleben, Stadt",15083,11050,14731,11163,2077,18.79638009049774,81,0.7330316742081447,34,0.3076923076923077,46,0.416289592760181,609,5.51131221719457,14,0.12669683257918551,4876,44.126696832579185,25,0.22624434389140272,940,8.506787330316742,1076,9.737556561085972,270,2.4434389140271495,760,6.877828054298643,104,0.9411764705882353,8,0.07239819004524888,130,1.1764705882352942,19170,9516,9654,28.748043818466353,10.5320813771518,49.64006259780908,9.86110183603969,150830270270,"Haldensleben, Stadt",157.13,19121.0,11.411083,52.291363,02,mittlere Besiedlungsdichte,True,122.00089098198944,4.80402834783765,0.2562627477642465,75.77896952005973,150830270270,19169.0,8.075538630079816,43.69249642199959,39.38,7.03,5.31,21.54903185509057,22.36102435977514,6.444906444906445,21.0
15083275,Harbke,15083,874,1126,890,170,19.450800915331808,9,1.0297482837528604,2,0.2288329519450801,7,0.8009153318077803,53,6.064073226544623,2,0.2288329519450801,389,44.50800915331808,0,0.0,51,5.835240274599542,105,12.013729977116705,18,2.059496567505721,44,5.034324942791762,10,1.1441647597254005,1,0.11441647597254005,13,1.4874141876430207,1713,930,783,21.77466433158202,15.703444249854057,54.290718038528894,7.44600149832412,150835053275,Harbke,18.97,1748.0,11.044778,52.189552,03,gering besiedelt,False,90.30047443331577,4.503142714377197,-2.0022883295194527,79.04085257548846,150835053275,1710.0,18.362573099415204,40.990371389270976,41.87,12.18,4.57,,,,
15083298,Hohe Börde,15083,12439,15052,12550,2133,17.147680681726825,95,0.7637269876999759,26,0.20902001768630918,74,0.5949031272610339,674,5.418441996945092,21,0.16882386043894204,5805,46.667738564193264,48,0.38588310957472466,916,7.363936007717662,1032,8.29648685585658,392,3.1513787281935848,963,7.741779885842913,129,1.0370608569820725,8,0.06431385159578744,123,0.9888254682852319,18648,9304,9344,23.54676104676105,8.445945945945946,49.89274989274989,9.833494180715594,150830298298,Hohe Börde,172.42,18747.0,11.483142,52.166272,03,gering besiedelt,False,108.15450643776825,4.683560819933814,-0.5280844935189655,83.37762423598193,150830298298,18798.0,2.2981168209383975,32.21269296740995,64.65,4.53,5.36,26.262626262626263,18.75,4.738878143133462,14.51776649746193
15083320,Hötensleben,15083,2096,2786,2113,409,19.513358778625953,12,0.5725190839694656,4,0.19083969465648856,10,0.4770992366412214,105,5.009541984732825,5,0.2385496183206107,1007,48.04389312977099,5,0.2385496183206107,169,8.062977099236642,187,8.92175572519084,40,1.9083969465648856,96,4.580152671755725,20,0.9541984732824428,3,0.1431297709923664,24,1.1450381679389312,3329,1618,1711,30.399519375187744,7.93030940222289,48.6031841393812,8.110427237575024,150835053320,Hötensleben,61.03,3388.0,11.020955,52.118627,03,gering besiedelt,False,54.54694412583975,3.999061691018621,-1.7414403778040155,75.8435032304379,150835053320,3485.0,2.9842180774748925,38.07556080283353,59.02,10.84,4.42,,,,
15083323,Ingersleben,15083,821,1038,831,142,17.295980511571255,8,0.97442143727162,0,0.0,3,0.3654080389768575,34,4.141291108404385,1,0.1218026796589525,425,51.76613885505481,3,0.3654080389768575,38,4.6285018270401945,66,8.038976857490864,19,2.3142509135200973,45,5.481120584652863,25,3.045066991473812,1,0.1218026796589525,11,1.3398294762484775,1251,619,632,27.17825739408473,8.393285371702637,49.480415667466026,7.1316985104669115,150835052323,Ingersleben,31.63,1290.0,11.141725,52.21351,03,gering besiedelt,False,39.551059121087576,3.6775924731493537,-3.023255813953485,80.05780346820809,150835052323,1304.0,2.8374233128834354,36.27450980392157,71.78,10.89,4.27,,,,
15083355,"Kroppenstedt, Stadt",15083,863,1079,872,155,17.960602549246815,4,0.46349942062572425,1,0.11587485515643106,1,0.11587485515643106,42,4.866743916570104,0,0.0,487,56.43105446118192,1,0.11587485515643106,38,4.40324449594438,55,6.373117033603708,29,3.3603707995365006,35,4.055619930475087,12,1.3904982618771726,1,0.11587485515643106,2,0.23174971031286212,1329,662,667,24.52972159518435,7.750188111361926,49.81188863807374,7.192182058713246,150835054355,"Kroppenstedt, Stadt",38.92,1357.0,11.308753,51.942154,03,gering besiedelt,True,34.1469681397739,3.530673801395441,-2.0633750921149607,80.81556997219649,150835054355,1378.0,4.281567489114659,35.50834597875569,70.65,9.69,4.39,,,,
15083361,Loitsche-Heinrichsberg,15083,609,761,618,102,16.748768472906406,3,0.49261083743842365,2,0.3284072249589491,2,0.3284072249589491,52,8.538587848932677,0,0.0,292,47.947454844006565,1,0.16420361247947454,42,6.896551724137931,50,8.210180623973727,12,1.9704433497536946,38,6.239737274220033,7,1.1494252873563218,1,0.16420361247947454,5,0.8210180623973727,917,465,452,25.517993456924756,7.306434023991276,50.708833151581246,6.821107472256465,150835051361,Loitsche-Heinrichsberg,30.99,922.0,11.700751,52.296612,03,gering besiedelt,False,29.590190383994837,3.387442900456808,-0.5422993492407824,81.20893561103811,150835051361,935.0,2.7807486631016043,36.36363636363637,73.99,9.86,4.81,,,,
15083390,Niedere Börde,15083,4623,5525,4663,772,16.699113130002164,32,0.6921912178239239,6,0.12978585334198572,29,0.627298291152931,271,5.861994375946355,9,0.1946787800129786,2180,47.15552671425481,11,0.23794073112697384,357,7.7222582738481504,428,9.258057538394981,113,2.4443002379407313,299,6.467661691542289,50,1.0815487778498811,6,0.12978585334198572,60,1.2978585334198571,6635,3382,3253,27.24943481537302,7.023360964581763,50.97211755840241,8.800113946766308,150830390390,Niedere Börde,78.37,6726.0,11.521853,52.23455,03,gering besiedelt,False,84.66249840500191,4.438672745701535,-1.3529586678560857,84.39819004524887,150830390390,6910.0,2.821997105643994,31.554452373565002,69.85,4.47,4.88,,,,
15083411,"Oebisfelde-Weferlingen, Stadt",15083,8459,10805,8551,1661,19.63589076723017,32,0.3782953067738503,64,0.7565906135477006,56,0.662016786854238,455,5.378886393190684,14,0.1655041967135595,3563,42.1208180636009,19,0.22461283839697363,658,7.778697245537297,919,10.864168341411514,203,2.3998108523466133,619,7.317649840406667,95,1.1230641919848683,10,0.11821728336682823,91,1.075777278638137,12883,6463,6420,25.59186524877746,9.834665838702165,50.16688659473725,9.463663891791525,150830411411,"Oebisfelde-Weferlingen, Stadt",249.96,13002.0,10.986962,52.435124,03,gering besiedelt,True,51.540246439430305,3.9423629867306436,-0.9152438086448278,79.13928736695973,150830411411,13070.0,4.215761285386381,39.24528301886792,61.69,7.85,5.5,21.181818181818183,18.90909090909091,5.589123867069486,27.68
15083415,"Oschersleben (Bode), Stadt",15083,11126,15224,11236,1917,17.22991191802984,76,0.6830846665468272,30,0.2696386841632213,63,0.5662412367427647,630,5.662412367427647,20,0.17975912277548087,5482,49.2719755527593,20,0.17975912277548087,876,7.873449577566062,947,8.51159446341902,209,1.8784828330037748,585,5.257954341182815,112,1.0066510875426928,14,0.1258313859428366,145,1.303253640122236,18855,9345,9510,29.180588703261733,10.861840360647044,49.56245027844073,9.844533409692458,150830415415,"Oschersleben (Bode), Stadt",189.87,18859.0,11.227157,52.026437,02,mittlere Besiedlungsdichte,True,99.30478748617475,4.598193782237134,-0.021210032345297947,73.80451918024173,150830415415,18307.0,5.686349483804009,45.84602457725029,44.47,9.99,5.13,19.36114732724902,23.402868318122554,8.027522935779816,14.07222914072229
15083440,Rogätz,15083,1467,1778,1476,234,15.950920245398773,12,0.8179959100204499,2,0.136332651670075,6,0.40899795501022496,101,6.8847989093387865,3,0.20449897750511248,705,48.057259713701434,6,0.40899795501022496,114,7.770961145194274,138,9.406952965235174,22,1.499659168370825,96,6.543967280163599,13,0.8861622358554874,2,0.136332651670075,13,0.8861622358554874,2167,1080,1087,27.411167512690355,8.53714813105676,49.83848638670974,7.681099001536359,150835051440,Rogätz,24.07,2166.0,11.767123,52.318008,03,gering besiedelt,False,90.02908184461985,4.500132749741378,0.046168051708228575,83.01462317210348,150835051440,2177.0,0.2756086357372531,33.89328063241107,71.96,4.56,5.06,,,,
15083485,Sommersdorf,15083,868,1088,872,153,17.62672811059908,6,0.6912442396313364,5,0.576036866359447,5,0.576036866359447,47,5.414746543778802,0,0.0,441,50.806451612903224,1,0.1152073732718894,58,6.682027649769585,75,8.640552995391705,15,1.728110599078341,48,5.529953917050691,1,0.1152073732718894,1,0.1152073732718894,12,1.3824884792626728,1252,612,640,29.15335463258786,8.386581469648561,48.88178913738019,7.132497551660044,150835053485,Sommersdorf,29.36,1271.0,11.07931,52.166282,03,gering besiedelt,False,42.643051771117165,3.752864347913729,-1.4948859166010964,80.1470588235294,150835053485,1327.0,0.37678975131876413,35.0,75.46,11.4,4.05,,,,
15083490,Sülzetal,15083,5997,7239,6058,1117,18.625979656494913,51,0.8504252126063031,17,0.2834750708687677,29,0.48357512089378024,347,5.786226446556611,8,0.13340003335000833,2714,45.255961313990326,10,0.16675004168751043,439,7.320326830081708,539,8.987827246956812,173,2.88477572119393,444,7.403701850925462,65,1.0838752709688178,5,0.08337502084375521,39,0.6503251625812907,8566,4232,4334,26.815316367032455,8.381975250992294,49.404622927854305,9.055556158175316,150830490490,Sülzetal,104.3,8577.0,11.578621,52.040472,03,gering besiedelt,False,82.12847555129434,4.40828479616859,-0.12824997085227885,83.68559193258737,150830490490,8658.0,1.4784014784014785,31.070366699702674,69.35,6.81,5.03,,,,
15083505,Ummendorf,15083,614,751,616,132,21.498371335504885,3,0.48859934853420195,4,0.6514657980456026,9,1.4657980456026058,29,4.723127035830619,0,0.0,287,46.74267100977199,2,0.3257328990228013,41,6.677524429967427,42,6.840390879478828,12,1.9543973941368078,37,6.026058631921824,5,0.8143322475570033,0,0.0,11,1.791530944625407,929,456,473,23.681377825618945,8.288482238966631,49.08503767491927,6.834108738813838,150835053505,Ummendorf,15.7,914.0,11.181566,52.156434,03,gering besiedelt,False,59.171974522293,4.080448026459576,1.6411378555798661,82.02396804260985,150835053505,926.0,0.6479481641468683,29.0,77.11,8.02,5.94,,,,
15083515,Völpke,15083,728,958,734,109,14.972527472527473,2,0.27472527472527475,2,0.27472527472527475,6,0.8241758241758241,43,5.906593406593407,2,0.27472527472527475,386,53.02197802197802,6,0.8241758241758241,52,7.142857142857143,71,9.752747252747254,14,1.9230769230769231,22,3.021978021978022,7,0.9615384615384616,0,0.0,6,0.8241758241758241,1067,536,531,25.585754451733834,7.872539831302718,50.234301780693535,6.9726062513017535,150835053515,Völpke,17.28,1093.0,11.098464,52.139175,03,gering besiedelt,False,61.74768518518518,4.123056487925844,-2.3787740164684323,76.61795407098121,150835053515,1159.0,2.4158757549611733,40.7035175879397,54.28,20.76,4.45,,,,
15083531,"Wanzleben-Börde, Stadt",15083,9091,11352,9187,1635,17.98482015179848,61,0.6709932900670993,17,0.1869981300186998,56,0.6159938400615994,414,4.553954460455396,16,0.1759982400175998,4373,48.10251897481025,17,0.1869981300186998,663,7.292927070729292,784,8.623913760862392,258,2.8379716202837972,517,5.686943130568694,174,1.9139808601913981,8,0.0879991200087999,98,1.077989220107799,13641,6740,6901,28.238398944358917,8.31317352100286,49.40986731178066,9.52083524249312,150830531531,"Wanzleben-Börde, Stadt",188.45,13724.0,11.445166,52.06059,03,gering besiedelt,True,72.38524807641285,4.282002522779976,-0.6047799475371596,80.92847075405214,150830531531,13978.0,2.496780655315496,36.58170914542729,60.78,8.87,4.88,20.727580372250422,17.597292724196276,4.25531914893617,11.703703703703704
15083535,Wefensleben,15083,1020,1331,1031,190,18.627450980392158,1,0.09803921568627451,0,0.0,2,0.19607843137254902,68,6.666666666666667,1,0.09803921568627451,486,47.64705882352941,3,0.29411764705882354,93,9.117647058823529,88,8.627450980392156,19,1.8627450980392157,52,5.098039215686274,7,0.6862745098039216,1,0.09803921568627451,9,0.8823529411764706,1632,809,823,30.45343137254902,9.926470588235293,49.57107843137255,7.397561535524052,150835053535,Wefensleben,12.74,1582.0,11.159868,52.185232,03,gering besiedelt,False,128.10047095761382,4.8528148853800355,3.1605562579013924,77.46055597295266,150835053535,1604.0,2.743142144638404,34.50439146800502,48.12,16.67,4.18,,,,
15083557,Westheide,15083,1179,1412,1189,187,15.860899067005937,5,0.42408821034775235,1,0.08481764206955046,8,0.6785411365564037,70,5.937234944868533,4,0.33927056827820185,591,50.12722646310433,5,0.42408821034775235,81,6.870229007633588,106,8.99067005937235,29,2.4597116200169635,66,5.597964376590331,10,0.8481764206955047,1,0.08481764206955046,15,1.272264631043257,1633,811,822,28.35272504592774,8.450704225352112,49.66319657072872,7.398174092970465,150835051557,Westheide,50.97,1657.0,11.460626,52.303615,03,gering besiedelt,False,32.03845399254463,3.466936868618515,-1.4484007242003605,84.20679886685552,150835051557,1657.0,1.8105009052504526,28.964613368283093,82.55,3.41,4.88,,,,
15083565,"Wolmirstedt, Stadt",15083,7372,9485,7449,1195,16.209983722192078,49,0.6646771568095496,22,0.2984264785675529,43,0.583288117200217,391,5.303852414541509,14,0.18990775908844276,3226,43.76017362995117,40,0.5425935973955507,597,8.098209441128594,790,10.716223548562127,198,2.6858383071079763,624,8.46446011937059,77,1.0444926749864352,6,0.08138903960933261,100,1.3564839934888768,12390,6048,6342,28.401937046004843,10.314769975786925,48.813559322033896,9.424644974623188,150830565565,"Wolmirstedt, Stadt",54.38,12323.0,11.628077,52.250321,02,mittlere Besiedlungsdichte,True,227.8411180581096,5.428648535418864,0.5436987746490374,78.53452820242488,150830565565,12088.0,6.055592322964924,40.81266318537859,41.28,6.55,5.49,20.436507936507937,19.345238095238095,8.19112627986348,16.728624535315983
15083580,Zielitz,15083,1177,1456,1187,216,18.351741716227696,10,0.8496176720475785,3,0.2548853016142736,7,0.594732370433305,49,4.163126593033135,5,0.42480883602378927,537,45.62446898895497,4,0.33984706881903143,106,9.005947323704333,109,9.260832625318606,22,1.8691588785046729,82,6.966864910790145,6,0.5097706032285472,1,0.08496176720475786,20,1.699235344095157,1936,985,951,30.010330578512395,9.452479338842975,50.87809917355372,7.568379267836522,150835051580,Zielitz,11.43,1932.0,11.673148,52.290611,03,gering besiedelt,False,169.37882764654418,5.132137790029803,0.20703933747412417,81.52472527472527,150835051580,1875.0,2.08,35.176991150442475,49.57,11.12,4.84,,,,
15084012,An der Poststraße,15084,1041,1304,1056,166,15.946205571565802,4,0.38424591738712777,2,0.19212295869356388,3,0.2881844380403458,61,5.859750240153699,1,0.09606147934678194,601,57.732949087415946,1,0.09606147934678194,62,5.95581171950048,56,5.379442843419788,25,2.4015369836695486,30,2.881844380403458,16,1.536983669548511,3,0.2881844380403458,10,0.9606147934678194,1548,801,747,29.521963824289404,7.622739018087855,51.74418604651163,7.344719054149673,150845051012,An der Poststraße,44.72,1571.0,11.478438,51.14347,03,gering besiedelt,False,34.61538461538461,3.544298225302829,-1.4640356460852932,80.98159509202453,150845051012,1566.0,2.4904214559386975,26.382978723404257,81.62,5.78,4.58,,,,
15084013,Meineweh,15084,635,773,641,102,16.062992125984252,2,0.31496062992125984,0,0.0,5,0.7874015748031497,37,5.826771653543307,0,0.0,346,54.488188976377955,5,0.7874015748031497,49,7.716535433070866,31,4.881889763779528,14,2.204724409448819,21,3.3070866141732282,9,1.4173228346456692,1,0.15748031496062992,13,2.047244094488189,960,506,454,27.708333333333332,6.875,52.708333333333336,6.866933284461882,150845054013,Meineweh,25.36,967.0,11.98731,51.076521,03,gering besiedelt,False,37.85488958990536,3.633760154892857,-0.7238883143743546,82.92367399741268,150845054013,1008.0,4.9603174603174605,29.30648769574944,72.97,3.91,4.42,,,,
15084015,"Bad Bibra, Stadt",15084,1550,2104,1564,258,16.64516129032258,7,0.45161290322580644,4,0.25806451612903225,4,0.25806451612903225,87,5.612903225806452,6,0.3870967741935484,796,51.354838709677416,2,0.12903225806451613,96,6.193548387096774,112,7.225806451612903,61,3.935483870967742,75,4.838709677419355,18,1.1612903225806452,2,0.12903225806451613,22,1.4193548387096775,2498,1245,1253,32.586068855084065,8.206565252201761,49.839871897518016,7.823245690685523,150845051015,"Bad Bibra, Stadt",49.93,2515.0,11.586191,51.207902,03,gering besiedelt,True,50.03004205888244,3.912623666173005,-0.6759443339960258,74.33460076045627,150845051015,2645.0,1.3988657844990549,33.0196749358426,76.96,6.89,4.73,,,,
15084025,Balgstädt,15084,716,856,720,140,19.553072625698324,4,0.5586592178770949,1,0.13966480446927373,3,0.41899441340782123,34,4.748603351955308,3,0.41899441340782123,397,55.44692737430167,0,0.0,42,5.865921787709497,34,4.748603351955308,16,2.2346368715083798,27,3.7709497206703912,5,0.6983240223463687,0,0.0,10,1.3966480446927374,1041,516,525,28.434197886647453,7.39673390970221,49.56772334293948,6.947937068614969,150845053025,Balgstädt,32.8,1057.0,11.732025,51.204907,03,gering besiedelt,False,31.737804878048784,3.457508553224871,-1.5137180700094621,84.11214953271028,150845053025,1060.0,1.4150943396226414,31.80873180873181,80.33,9.4,4.46,,,,
15084115,Droyßig,15084,1257,1520,1268,239,19.013524264120925,5,0.39777247414478917,0,0.0,2,0.15910898965791567,65,5.17104216388226,4,0.31821797931583135,627,49.88066825775656,7,0.5568814638027049,86,6.841686555290374,62,4.932378679395386,32,2.5457438345266508,76,6.046141607000796,32,2.5457438345266508,3,0.2386634844868735,17,1.3524264120922833,1830,909,921,30.76502732240437,6.885245901639344,49.67213114754098,7.512071245835466,150845052115,Droyßig,20.42,1820.0,12.028336,51.041974,03,gering besiedelt,False,89.61802154750244,4.495556433098947,0.5494505494505475,83.42105263157895,150845052115,1926.0,1.505711318795431,40.1673640167364,59.02,7.77,4.89,,,,
15084125,"Eckartsberga, Stadt",15084,1386,1873,1403,217,15.656565656565656,2,0.1443001443001443,2,0.1443001443001443,7,0.5050505050505051,70,5.05050505050505,6,0.4329004329004329,808,58.297258297258296,0,0.0,88,6.349206349206349,94,6.782106782106782,26,1.875901875901876,40,2.886002886002886,13,0.937950937950938,0,0.0,13,0.937950937950938,2232,1130,1102,28.629032258064516,8.378136200716845,50.62724014336918,7.710653323501202,150845051125,"Eckartsberga, Stadt",36.13,2255.0,11.561354,51.122573,03,gering besiedelt,True,61.77691668973152,4.123529778341653,-1.0199556541020005,74.90656700480513,150845051125,2261.0,1.9902697921273773,34.541984732824424,69.09,7.61,4.87,,,,
15084130,Elsteraue,15084,5294,6506,5343,914,17.264828107291272,18,0.34000755572346053,11,0.207782395164337,28,0.5289006422364941,261,4.9301095579901775,8,0.1511144692104269,2920,55.15678126180582,24,0.45334340763128067,349,6.592368719304873,264,4.9867774839440875,79,1.4922553834529657,216,4.080090668681526,154,2.9089535323007176,7,0.13222516055912353,41,0.7744616547034379,7676,3754,3922,32.12610734757686,7.230328295987493,48.90568004168838,8.94585385712759,150840130130,Elsteraue,80.4,7765.0,12.181646,51.05897,03,gering besiedelt,False,95.4726368159204,4.55883968094267,-1.1461687057308434,82.12419305256687,150840130130,7917.0,1.2631047113805733,34.50668036998972,63.34,11.26,4.66,,,,
15084132,Finne,15084,703,893,708,133,18.91891891891892,1,0.1422475106685633,1,0.1422475106685633,3,0.4267425320056899,41,5.832147937411095,3,0.4267425320056899,367,52.204836415362735,3,0.4267425320056899,41,5.832147937411095,40,5.689900426742532,16,2.275960170697013,28,3.9829302987197726,13,1.8492176386913228,1,0.1422475106685633,12,1.7069701280227596,1137,565,572,30.606860158311346,6.508355321020229,49.69217238346526,7.036148493750536,150845051132,Finne,25.09,1161.0,11.411109,51.222131,03,gering besiedelt,False,45.31685930649661,3.813679133372205,-2.067183462532296,79.28331466965285,150845051132,1192.0,0.587248322147651,28.571428571428573,79.43,6.27,4.1,,,,
15084133,Finneland,15084,689,855,696,127,18.432510885341074,5,0.7256894049346879,1,0.14513788098693758,1,0.14513788098693758,35,5.079825834542816,1,0.14513788098693758,345,50.07256894049347,3,0.43541364296081275,50,7.256894049346879,52,7.547169811320755,34,4.934687953555878,22,3.193033381712627,4,0.5805515239477503,0,0.0,9,1.3062409288824384,1009,510,499,33.597621407333996,6.342913776015857,50.54509415262636,6.9167150203536085,150845051133,Finneland,29.6,1007.0,11.523513,51.215302,03,gering besiedelt,False,34.08783783783784,3.5289406590235943,0.19860973187686426,81.40350877192982,150845051133,1013.0,0.8884501480750246,28.125,85.81,8.3,4.05,,,,
15084135,"Freyburg (Unstrut), Stadt",15084,2834,3864,2865,538,18.98376852505293,10,0.35285815102328866,10,0.35285815102328866,15,0.529287226534933,149,5.257586450247,13,0.45871559633027525,1362,48.05928016937191,7,0.24700070571630206,206,7.268877911079746,212,7.480592801693719,97,3.4227240649259,120,4.234297812279464,40,1.4114326040931546,6,0.2117148906139732,49,1.7290049400141143,4399,2160,2239,33.68947488065469,8.88838372357354,49.102068651966356,8.389132521348719,150845053135,"Freyburg (Unstrut), Stadt",46.69,4433.0,11.770002,51.214422,03,gering besiedelt,True,94.21717712572286,4.545602512365874,-0.7669749605233478,74.14596273291926,150845053135,4438.0,2.1180712032447047,41.20036101083033,58.34,7.64,5.13,,,,
15084150,Gleina,15084,759,929,769,176,23.18840579710145,2,0.2635046113306983,0,0.0,2,0.2635046113306983,45,5.928853754940712,4,0.5270092226613966,342,45.059288537549406,3,0.3952569169960474,47,6.19235836627141,65,8.563899868247693,22,2.898550724637681,31,4.084321475625823,9,1.1857707509881423,2,0.2635046113306983,9,1.1857707509881423,1128,558,570,29.43262411347518,6.028368794326241,49.46808510638298,7.028201432058005,150845053150,Gleina,30.0,1140.0,11.720892,51.257708,03,gering besiedelt,False,37.6,3.6270040503958487,-1.0526315789473717,82.77717976318623,150845053150,1155.0,0.7792207792207793,30.16759776536313,82.49,6.19,4.01,,,,
15084170,Goseck,15084,686,802,690,132,19.24198250728863,5,0.7288629737609329,0,0.0,5,0.7288629737609329,40,5.830903790087463,0,0.0,352,51.31195335276968,2,0.2915451895043732,44,6.41399416909621,54,7.871720116618076,12,1.749271137026239,29,4.227405247813411,6,0.8746355685131195,1,0.1457725947521866,4,0.5830903790087464,974,496,478,31.31416837782341,6.981519507186858,50.92402464065709,6.881411303642535,150845053170,Goseck,14.61,986.0,11.870477,51.19643,03,gering besiedelt,False,66.66666666666667,4.199705077879927,-1.2170385395537497,86.0349127182045,150845053170,1029.0,1.4577259475218658,25.386313465783665,83.37,5.67,5.03,,,,
15084207,Gutenborn,15084,1186,1421,1202,226,19.05564924114671,7,0.5902192242833052,1,0.08431703204047218,4,0.3372681281618887,48,4.0472175379426645,3,0.25295109612141653,637,53.709949409780776,17,1.433389544688027,61,5.143338954468803,81,6.829679595278246,30,2.5295109612141653,45,3.794266441821248,18,1.5177065767284992,0,0.0,8,0.6745362563237775,1707,873,834,28.588166373755126,7.088459285295841,51.14235500878735,7.442492722794441,150845052207,Gutenborn,34.03,1724.0,12.121581,51.007459,03,gering besiedelt,False,50.16162209814869,3.915250234281626,-0.9860788863109038,84.58831808585504,150845052207,1715.0,2.2740524781341107,28.644501278772378,79.04,8.52,4.35,,,,
15084235,"Hohenmölsen, Stadt",15084,5917,7735,5970,1004,16.968058137569713,30,0.507013689369613,11,0.18590501943552476,24,0.4056109514956904,303,5.120838262633091,11,0.18590501943552476,3041,51.39428764576643,24,0.4056109514956904,500,8.450228156160216,426,7.199594389048504,138,2.33226297110022,250,4.225114078080108,80,1.3520365049856347,15,0.2535068446848065,60,1.014027378739226,9074,4435,4639,32.84108441701565,7.901697156711483,48.87590919109544,9.113168460223909,150840235235,"Hohenmölsen, Stadt",75.69,9211.0,12.099888,51.156346,02,mittlere Besiedlungsdichte,True,119.88373629277315,4.786522408902833,-1.4873520790359307,77.18164188752424,150840235235,9320.0,2.875536480686695,41.13519091847265,52.73,8.34,5.05,,,,
15084246,Kaiserpfalz,15084,962,1232,971,158,16.424116424116423,6,0.6237006237006237,6,0.6237006237006237,5,0.5197505197505198,43,4.46985446985447,3,0.31185031185031187,540,56.13305613305613,0,0.0,71,7.38045738045738,61,6.340956340956341,19,1.975051975051975,28,2.9106029106029108,15,1.5592515592515592,0,0.0,7,0.7276507276507277,1511,786,725,31.965585704831238,8.934480476505625,52.01853077432164,7.32052696227274,150845051246,Kaiserpfalz,41.22,1572.0,11.460967,51.247883,03,gering besiedelt,False,36.65696263949539,3.6016033868104267,-3.8804071246819394,78.81493506493507,150845051246,1701.0,9.994121105232216,31.87830687830688,77.52,5.2,4.83,,,,
15084250,Karsdorf,15084,819,1088,832,153,18.681318681318682,6,0.7326007326007326,0,0.0,2,0.2442002442002442,45,5.4945054945054945,2,0.2442002442002442,392,47.863247863247864,4,0.4884004884004884,79,9.645909645909645,57,6.95970695970696,13,1.5873015873015872,32,3.907203907203907,11,1.343101343101343,1,0.1221001221001221,22,2.686202686202686,1335,664,671,36.554307116104866,7.116104868913857,49.737827715355806,7.19668657083435,150845053250,Karsdorf,19.93,1392.0,11.652332,51.279783,03,gering besiedelt,False,66.98444555945811,4.204460436609646,-4.094827586206895,76.47058823529412,150845053250,1446.0,4.080221300138312,43.80704041720991,45.81,17.77,4.17,,,,
