Berichtszeitpunkt,_RS,Name,Regionalebene,GEBAEUDEART_SYS_1,GEBAEUDEART_SYS_11,GEBAEUDEART_SYS_111,GEBAEUDEART_SYS_112,GEBAEUDEART_SYS_12,ZAHLWOHNGN_HHG__1,ZAHLWOHNGN_HHG__2,ZAHLWOHNGN_HHG__3,ZAHLWOHNGN_HHG__4,ZAHLWOHNGN_HHG__5,BAUJAHR_10JA__01,BAUJAHR_10JA__02,BAUJAHR_10JA__03,BAUJAHR_10JA__04,BAUJAHR_10JA__05,BAUJAHR_10JA__06,BAUJAHR_10JA__07,BAUJAHR_10JA__08,BAUJAHR_10JA__09,BAUJAHR_10JA__10,EIGENTUM__1,EIGENTUM__2,EIGENTUM__3,EIGENTUM__4,EIGENTUM__5,EIGENTUM__6,EIGENTUM__7,EIGENTUM__8,HEIZTYP__1,HEIZTYP__2,HEIZTYP__3,HEIZTYP__4,HEIZTYP__5,HEIZTYP__6,ENERGIETRAEGER__1,ENERGIETRAEGER__2,ENERGIETRAEGER__3,ENERGIETRAEGER__4,ENERGIETRAEGER__5,ENERGIETRAEGER__6,ENERGIETRAEGER__7,NERGIETRAEGER__8,ENERGIETRAEGER__9,NUTZUNG__01,NUTZUNG__02,NUTZUNG__03,NUTZUNG__04,MIETE_EURM2_2__01,MIETE_EURM2_2__02,MIETE_EURM2_2__03,MIETE_EURM2_2__04,MIETE_EURM2_2__05,MIETE_EURM2_2__06,MIETE_EURM2_2__07,MIETE_EURM2_2__08,MIETE_EURM2_2__09,MIETE_EURM2_2__10,WOHNFLAECHE_20S__01,WOHNFLAECHE_20S__02,WOHNFLAECHE_20S__03,WOHNFLAECHE_20S__04,WOHNFLAECHE_20S__05,WOHNFLAECHE_20S__06,WOHNFLAECHE_20S__07,WOHNFLAECHE_20S__08,WOHNFLAECHE_20S__09,WOHNFLAECHE_20S__10,RAUMANZAHL__01,RAUMANZAHL__02,RAUMANZAHL__03,RAUMANZAHL__04,RAUMANZAHL__05,RAUMANZAHL__06,RAUMANZAHL__07,QMMIETE,LEQ,ETQ,FLAECHE,LEERSTAND_INSGESAMT,LEERSTAND_DAUER__1,LEERSTAND_DAUER__2,LEERSTAND_DAUER__3,LEERSTAND_DAUER__4,LEERSTAND_GRUND__1,LEERSTAND_GRUND__2,LEERSTAND_GRUND__3,LEERSTAND_GRUND__4,LEERSTAND_GRUND__5,LEERSTAND_GRUND__6,ags
20220515,150830415415,"Oschersleben (Bode), Stadt",Gemeinde,10948,10737,10720,15,210,4048,858,2912,2347,789,2387,2664,498,896,1067,1149,1314,453,211,310,977,6176,1681,1694,163,221,–,34,2229,1010,85,7093,353,179,6891,1077,138,–,182,168,89,2229,179,4339,5470,29,1108,589,4106,682,88,12,–,–,–,–,–,558,2833,2804,1522,1247,1026,435,209,117,196,72,826,2807,3715,1957,823,741,5.13,9.99,44.47,83.22,1108,142,91,185,692,427,376,26,69,40,169,15083415
20220515,150830490490,Sülzetal,Gemeinde,4450,4386,4386,–,67,2647,504,808,413,82,1322,623,179,115,189,209,1155,391,113,158,427,3926,4,–,38,13,–,46,230,534,46,3416,171,60,3484,308,46,–,151,138,43,230,60,2843,1291,8,306,318,762,173,24,5,4,–,–,–,–,79,588,710,823,884,662,326,143,103,133,27,247,783,1237,1204,515,437,5.03,6.81,69.35,101.94,306,24,25,42,214,57,85,25,35,14,90,15083490
20220515,150830531531,"Wanzleben-Börde, Stadt",Gemeinde,7550,7381,7381,–,169,3741,921,1459,1254,172,2217,1113,303,573,588,911,1103,421,133,183,693,5575,185,848,142,62,12,35,1505,590,56,4980,289,129,4600,735,148,–,206,142,89,1505,129,4125,2703,20,699,561,1909,219,12,–,–,–,–,–,–,199,1290,1559,1254,1139,1005,456,204,188,263,120,789,1566,1924,1612,794,746,4.88,8.87,60.78,96.7,699,57,76,122,447,236,212,52,70,31,102,15083531
20220515,150830565565,"Wolmirstedt, Stadt",Gemeinde,6628,6534,6534,–,97,2422,378,913,2213,703,650,651,235,464,1264,1294,1098,467,160,345,756,3224,732,1663,68,123,–,68,2221,284,40,3859,178,43,3145,645,66,–,216,257,32,2221,43,2533,3636,19,439,209,2675,577,102,10,24,39,–,–,3,274,1804,1669,835,809,661,270,129,64,108,108,515,1610,2256,1332,460,345,5.49,6.55,41.28,83.52,439,52,46,65,279,195,109,68,3,13,49,15083565
20220515,150835051030,Angern,Gemeinde,1058,1045,1045,–,16,661,116,182,98,–,313,206,78,72,108,72,77,79,30,25,110,833,–,120,–,3,–,–,112,55,9,768,102,15,611,146,74,–,49,44,16,112,15,666,293,10,91,85,168,37,3,–,–,–,–,–,–,31,132,202,172,182,153,88,31,32,38,16,74,185,278,238,129,138,4.58,8.52,69.69,102.04,91,6,8,12,67,14,32,8,6,6,30,15083030
20220515,150835051120,Burgstall,Gemeinde,738,723,723,–,17,551,74,51,55,–,233,159,30,51,53,60,90,40,7,16,60,588,–,64,–,29,–,–,20,52,36,580,41,8,460,140,74,–,6,23,8,20,8,532,142,6,59,38,96,9,–,–,–,–,–,–,–,27,50,122,101,163,123,56,39,19,44,22,61,86,171,181,116,105,4.6,7.7,79.27,110.45,59,7,12,10,32,11,14,–,12,11,12,15083120
20220515,150835051130,Colbitz,Gemeinde,1717,1687,1687,–,33,1292,155,159,50,62,339,265,75,86,169,172,289,163,40,124,126,1508,–,83,–,–,–,–,79,86,14,1364,130,48,1086,229,111,–,74,87,9,79,48,1242,371,34,67,60,213,89,6,3,–,3,–,–,–,84,215,258,263,314,297,128,56,32,69,56,60,279,462,397,251,210,5.53,3.93,78.02,102.51,67,4,10,9,46,18,9,–,15,10,20,15083130
20220515,150835051361,Loitsche-Heinrichsberg,Gemeinde,505,496,496,–,11,328,62,88,30,–,163,113,40,43,14,50,40,24,5,10,32,403,27,32,–,4,–,3,31,44,–,371,38,21,299,104,21,–,14,15,11,31,21,333,120,–,47,33,79,5,7,–,–,–,–,–,–,15,69,84,105,75,73,42,13,10,24,4,23,67,163,128,65,69,4.81,9.86,73.99,100.98,47,3,9,11,34,11,11,–,10,3,14,15083361
20220515,150835051440,Rogätz,Gemeinde,1089,1082,1082,–,10,734,113,138,62,39,284,185,88,78,71,69,158,85,33,41,66,902,78,–,–,41,–,–,89,44,52,858,37,7,704,207,12,–,34,34,4,89,7,745,288,6,48,56,193,35,7,–,–,–,–,–,–,9,118,206,161,212,204,80,44,25,34,–,63,167,299,283,168,106,5.06,4.56,71.96,104.19,48,3,–,6,37,20,5,5,4,9,12,15083440
20220515,150835051557,Westheide,Gemeinde,812,795,795,–,20,616,118,61,17,–,213,275,31,14,29,37,101,56,14,37,67,715,–,20,–,6,–,–,48,36,3,669,49,11,420,203,79,–,11,34,9,48,11,633,139,–,38,60,69,12,–,–,–,–,–,–,–,10,45,101,160,196,161,57,32,15,38,7,34,94,202,254,119,100,4.88,3.41,82.55,110.37,38,–,4,6,25,6,7,–,3,9,9,15083557
20220515,150835051580,Zielitz,Gemeinde,1052,1036,1036,–,12,483,50,59,445,13,82,47,29,125,60,368,136,128,26,44,35,557,158,292,–,3,3,–,321,66,5,595,52,7,409,112,32,–,42,116,5,321,7,458,473,3,117,101,295,72,–,–,–,–,–,–,–,13,245,266,156,147,120,53,17,14,16,–,39,245,344,246,97,79,4.84,11.12,49.57,89.67,117,13,9,17,77,63,19,3,–,–,32,15083580
20220515,150835052020,Altenhausen,Gemeinde,562,549,549,–,11,391,95,71,7,–,216,102,22,49,26,33,88,12,12,–,55,455,–,39,–,10,–,–,19,26,6,433,66,11,312,137,39,–,12,24,11,19,11,406,102,11,46,55,42,4,3,–,–,–,–,–,–,18,61,71,89,100,98,60,20,17,30,6,15,79,143,129,95,96,4.24,8.69,80.24,108.53,46,6,–,4,32,6,16,–,9,7,12,15083020
20220515,150835052060,Beendorf,Gemeinde,428,418,418,–,6,211,96,83,24,13,201,77,10,16,–,6,36,63,7,12,30,364,–,27,–,–,–,–,12,43,15,346,11,–,372,18,4,–,4,9,3,12,–,210,157,–,56,61,72,16,3,–,–,–,–,–,3,5,64,73,98,67,51,24,15,11,15,4,26,81,118,100,52,47,4.72,12.77,57.97,100.58,56,3,7,13,36,11,12,–,5,7,20,15083060
20220515,150835052115,Bülstringen,Gemeinde,413,406,399,8,5,297,76,27,15,–,119,68,7,7,25,53,45,29,20,31,42,365,–,–,–,3,–,–,24,15,11,336,25,5,216,93,43,–,10,17,15,24,5,324,64,–,21,27,30,10,–,–,–,–,–,–,–,8,17,54,77,82,56,35,31,20,28,6,16,48,78,121,79,71,5.03,3.79,84.43,118.33,21,–,5,3,17,8,3,–,–,3,10,15083115
20220515,150835052125,Calvörde,Gemeinde,1746,1697,1697,–,47,1007,295,282,101,58,638,348,75,37,76,156,259,77,26,58,167,1528,–,20,10,3,–,12,41,83,16,1464,119,22,1036,369,169,–,28,61,17,41,22,1150,425,9,159,155,238,32,–,3,–,–,–,–,–,65,178,263,274,263,314,165,78,65,85,34,77,285,393,383,262,307,4.62,9.31,74.05,108.93,159,9,12,16,122,18,64,5,4,22,38,15083125
20220515,150835052205,Erxleben,Gemeinde,1433,1396,1396,–,35,960,196,163,111,–,554,243,87,26,42,160,163,91,29,34,133,1260,–,25,3,6,–,6,55,103,7,1119,118,30,850,304,72,3,31,73,16,55,30,961,319,–,146,117,163,32,3,4,–,–,–,–,–,16,122,218,270,248,271,108,52,38,79,3,65,188,327,413,220,223,4.73,10.06,75.12,108.94,146,21,12,31,85,61,30,3,14,3,36,15083205
20220515,150835052230,Flechtingen,Gemeinde,1488,1464,1447,20,23,873,195,103,224,91,326,188,66,28,246,156,283,96,57,45,141,1161,–,160,3,–,–,24,107,66,215,961,80,57,778,225,95,145,22,50,8,107,57,899,397,27,167,77,262,55,3,–,–,–,–,–,–,16,299,220,214,268,208,107,51,47,57,11,55,300,382,344,190,203,5.01,11.42,70.73,101.55,167,7,9,13,140,18,115,–,7,3,16,15083230
20220515,150835052323,Ingersleben,Gemeinde,720,693,693,–,30,428,133,124,33,–,312,144,36,11,79,14,53,40,7,22,31,647,–,32,11,3,–,–,25,42,13,550,74,21,466,106,61,–,15,24,7,25,21,449,184,3,84,92,86,12,–,–,–,–,–,–,–,12,64,128,132,128,111,59,29,13,45,7,28,98,191,170,125,98,4.27,10.89,71.78,107.1,84,7,3,10,64,33,17,4,3,8,18,15083323
20220515,150835053190,Eilsleben,Gemeinde,1987,1954,1954,–,35,994,261,503,208,20,703,368,83,108,79,102,308,130,63,37,184,1439,52,226,7,54,3,26,76,209,15,1564,98,27,1454,270,45,–,32,71,14,76,27,1085,753,10,141,222,494,13,3,4,–,17,–,–,–,62,308,421,350,324,238,123,65,45,58,35,115,403,553,443,213,230,4.71,6.83,58.93,95.69,141,8,7,14,108,30,30,9,20,11,39,15083190
20220515,150835053275,Harbke,Gemeinde,853,834,834,–,20,290,91,350,103,14,180,106,94,181,137,5,75,33,11,32,33,610,135,54,19,–,–,–,16,201,13,612,8,5,782,24,13,–,8,9,–,16,5,306,443,3,107,104,301,31,3,–,–,–,–,–,–,3,215,256,107,102,65,61,12,8,20,3,52,179,296,182,74,66,4.57,12.18,41.87,87.38,107,7,16,15,66,79,12,–,3,–,12,15083275
20220515,150835053320,Hötensleben,Gemeinde,1969,1930,1930,–,39,860,390,585,134,–,865,388,123,100,72,146,129,83,32,34,189,1443,34,213,48,32,–,9,30,286,25,1421,169,29,1371,342,66,–,22,75,33,30,29,1021,724,15,211,260,437,19,7,–,–,–,–,–,–,65,293,439,372,268,248,114,63,33,80,8,116,399,569,407,203,268,4.42,10.84,59.02,97.22,211,8,9,26,170,58,71,7,33,16,28,15083320
20220515,150835053485,Sommersdorf,Gemeinde,747,737,737,–,9,478,99,138,30,–,255,148,51,15,49,47,77,72,11,18,30,709,–,–,6,–,–,–,23,136,–,507,54,25,547,55,37,–,14,40,5,23,25,497,162,4,86,82,80,–,–,–,–,–,–,–,–,19,90,130,132,136,117,53,17,21,34,6,31,122,213,175,88,107,4.05,11.4,75.46,103.84,86,4,4,9,67,13,54,3,4,6,12,15083485
20220515,150835053505,Ummendorf,Gemeinde,456,451,451,–,8,291,84,65,21,–,207,107,19,–,7,17,38,33,19,9,39,418,–,–,–,–,–,–,16,45,3,362,24,6,288,87,4,–,20,19,12,16,6,320,98,–,36,39,50,5,–,–,–,–,–,–,–,15,44,74,78,78,75,39,17,13,24,3,24,74,95,104,72,87,5.94,8.02,77.11,108.28,36,4,4,8,18,8,9,–,16,3,3,15083505
20220515,150835053515,Völpke,Gemeinde,796,785,785,–,12,317,121,339,20,–,238,175,142,52,75,36,44,28,9,4,37,657,79,4,7,10,–,–,19,220,7,500,47,5,583,137,23,–,3,13,15,19,5,337,292,4,165,98,189,3,–,–,–,–,–,–,–,28,158,212,136,106,77,32,19,12,15,6,42,185,257,161,77,69,4.45,20.76,54.28,87.02,165,7,12,24,118,50,67,4,3,11,27,15083515
20220515,150835053535,Wefensleben,Gemeinde,1000,991,991,–,6,409,82,101,403,–,175,101,19,130,346,33,110,62,17,13,33,493,–,–,464,11,–,–,39,78,5,844,30,3,846,54,32,–,12,12,–,39,3,399,430,–,165,172,244,11,–,–,–,–,–,–,–,8,54,484,110,132,120,38,10,14,28,4,19,135,468,210,85,74,4.18,16.67,48.12,88.66,165,7,6,42,111,131,14,–,–,3,15,15083535
20220515,150835054025,Am Großen Bruch,Gemeinde,1098,1059,1059,–,36,679,178,147,88,–,593,148,58,21,65,53,70,60,17,14,64,899,39,76,3,7,4,4,60,106,15,729,170,17,304,502,50,–,24,58,80,60,17,725,258,9,104,94,159,4,–,–,–,–,–,–,–,12,108,199,195,200,177,81,42,26,54,8,35,159,283,253,193,161,4.13,8.54,74.4,106.19,104,–,–,6,92,14,28,12,3,11,42,15083025
20220515,150835054035,Ausleben,Gemeinde,885,865,865,–,17,479,123,210,65,–,409,113,77,55,27,57,51,43,20,36,86,689,3,40,57,10,–,3,36,105,4,687,32,20,581,161,16,–,28,29,12,36,20,507,269,12,94,82,167,21,–,–,–,–,–,–,–,22,115,176,143,150,129,66,26,22,28,–,54,159,220,219,98,133,4.54,10.64,64.84,100.35,94,4,12,14,63,26,18,–,10,12,29,15083035
20220515,150835054245,"Gröningen, Stadt",Gemeinde,1863,1847,1847,–,18,1091,230,383,132,21,793,347,117,36,62,121,266,57,21,43,164,1565,–,29,21,85,3,4,105,200,30,1374,111,48,1177,383,37,–,32,52,30,105,48,1139,501,6,220,206,270,24,–,–,–,–,–,–,–,34,244,403,383,286,260,109,53,33,63,13,105,342,531,434,225,214,4.31,11.95,69.4,97.52,220,17,23,21,156,53,68,3,33,11,50,15083245
20220515,150835054355,"Kroppenstedt, Stadt",Gemeinde,754,732,732,–,18,512,64,135,41,–,352,123,27,22,40,57,76,28,14,8,51,645,–,30,7,17,–,3,10,34,15,622,58,16,416,242,18,–,17,16,11,10,16,480,197,3,73,64,126,7,–,–,–,–,–,–,–,7,103,118,131,143,122,59,15,17,30,6,37,93,229,181,119,91,4.39,9.69,70.65,102.02,73,8,9,3,56,19,20,3,10,7,16,15083355
20220515,150840130130,Elsteraue,Gemeinde,4499,4427,4427,–,75,2003,738,1332,412,9,1229,1332,534,239,334,208,379,162,34,45,837,2960,165,209,276,40,–,12,396,380,83,3356,208,79,2368,1190,186,–,111,111,58,396,79,2510,1445,37,502,411,989,46,4,–,3,–,–,–,–,51,936,1073,737,672,563,208,96,56,108,20,190,876,1465,958,541,447,4.66,11.26,63.34,90.67,502,32,28,40,400,172,156,6,38,17,106,15084130
20220515,150840235235,"Hohenmölsen, Stadt",Gemeinde,5440,5351,5325,24,92,1791,673,1358,1260,357,1090,854,363,523,738,772,849,107,52,79,1312,2520,394,901,31,284,–,3,4207,46,43,1006,92,42,312,692,55,–,56,58,17,4207,42,2600,2350,17,471,331,1832,150,17,3,–,–,–,9,4,235,1422,1458,803,619,449,204,96,55,98,110,402,1266,1845,988,438,388,5.05,8.34,52.73,82.83,471,48,41,50,330,200,64,22,29,32,113,15084235
20220515,150840315315,"Lützen, Stadt",Gemeinde,4310,4221,4221,–,87,2311,703,627,495,171,1428,929,241,246,258,234,652,180,62,80,509,3003,22,100,628,22,3,24,310,229,63,3302,326,76,1844,1464,152,–,180,219,63,310,76,2575,1413,30,295,382,924,99,11,3,–,–,–,–,–,103,755,848,715,723,598,277,117,64,105,38,374,877,1038,873,595,515,4.63,6.44,64.73,95.51,295,28,14,41,212,57,128,9,18,29,55,15084315
20220515,150840355355,"Naumburg (Saale), Stadt",Gemeinde,18396,17931,17931,–,463,4373,2090,5766,5098,1069,6714,3746,456,1202,1098,1277,2794,438,219,459,3327,10581,916,1816,1054,518,22,165,1791,1988,472,13475,520,153,12689,2587,407,3,275,326,173,1791,153,6054,10810,97,1434,1192,6446,2937,172,45,3,–,–,–,13,813,5080,4715,2872,1859,1406,728,312,212,398,259,1706,5089,5985,2988,1203,1170,5.5,7.62,36.01,83.19,1434,223,156,198,859,593,391,20,83,66,281,15084355
20220515,150840490490,"Teuchern, Stadt",Gemeinde,4410,4312,4312,–,100,1879,709,1384,349,97,1685,950,425,248,176,295,332,179,64,59,689,3149,77,181,137,149,–,32,658,172,55,3107,352,68,1115,1945,185,14,134,170,132,658,68,2457,1454,30,468,466,902,77,5,4,–,–,–,–,3,139,1033,879,775,621,492,221,98,52,100,32,265,1019,1299,881,468,445,4.64,10.56,63.05,89.06,468,54,58,67,286,170,112,3,37,25,122,15084490
20220515,150840550550,"Weißenfels, Stadt",Gemeinde,23066,22727,22727,–,340,6237,1781,5112,7859,2075,5060,4953,1541,3028,1269,3373,2384,800,295,375,4186,11288,3416,2522,1110,524,11,9,8358,1216,440,12249,590,218,10831,2338,275,7,526,407,117,8358,218,7641,12585,63,2784,1478,9459,1405,103,20,5,3,–,–,111,1388,6825,6757,2804,2219,1648,648,278,162,332,538,2013,6301,7705,3604,1621,1293,5.24,11.93,37.98,77.29,2784,290,300,410,1782,1737,531,15,102,68,326,15084550
20220515,150840590590,"Zeitz, Stadt",Gemeinde,18889,18575,18555,18,315,2938,1108,4951,7439,2452,5636,3526,1659,2064,2540,1384,1444,389,100,147,2814,7666,3594,2556,1175,968,13,100,4344,2127,295,11355,333,430,12117,1300,267,–,160,163,112,4344,430,4158,11510,31,3188,1360,9443,608,78,18,3,–,–,–,5,1109,6293,6107,2392,1376,905,339,136,91,142,343,1740,6129,6914,2294,851,619,4.86,16.63,26.42,71.47,3188,297,228,412,2253,1552,717,50,139,43,683,15084590
20220515,150845051012,An der Poststraße,Gemeinde,786,769,769,–,18,548,119,111,10,–,337,124,69,26,62,74,43,20,11,18,65,704,–,8,–,–,–,4,8,29,8,603,127,13,99,396,142,5,41,71,19,8,13,580,137,24,45,63,68,–,–,3,–,–,–,–,–,27,77,112,142,142,122,80,42,14,35,–,29,87,191,201,132,148,4.58,5.78,81.62,107.17,45,–,5,9,31,19,3,–,3,8,14,15084012
20220515,150845051015,"Bad Bibra, Stadt",Gemeinde,1289,1230,1230,–,62,746,215,218,94,17,487,177,69,80,112,175,114,48,15,14,253,999,4,–,24,12,–,–,19,164,17,936,121,34,549,409,143,–,39,65,31,19,34,899,295,8,85,93,181,21,5,–,–,–,–,–,–,30,195,194,236,223,198,99,37,31,53,7,57,203,349,247,184,242,4.73,6.89,76.96,102.78,85,4,6,14,65,13,22,–,15,10,25,15084015
20220515,150845051125,"Eckartsberga, Stadt",Gemeinde,1159,1144,1144,–,17,593,199,267,100,–,400,156,32,44,96,145,176,49,30,24,314,832,–,10,–,3,–,3,70,69,45,796,157,24,486,305,101,–,36,102,32,70,24,731,329,16,86,79,205,40,9,–,–,–,–,–,–,15,199,253,203,169,142,65,39,30,41,8,46,245,313,253,121,172,4.87,7.61,69.09,97.64,86,12,19,6,52,25,28,–,10,4,19,15084125
20220515,150845051132,Finne,Gemeinde,572,564,564,–,8,365,105,68,35,–,241,93,44,23,41,52,41,14,5,10,68,501,–,5,–,–,–,–,42,17,8,406,88,7,52,258,114,5,14,46,25,42,7,421,108,9,38,62,40,3,–,–,–,–,–,–,–,8,59,101,122,101,86,45,16,8,30,–,9,79,131,145,100,116,4.1,6.27,79.43,104.13,38,–,3,6,25,18,5,–,–,12,4,15084132
20220515,150845051133,Finneland,Gemeinde,519,497,497,–,23,385,56,79,–,–,227,54,49,49,48,35,32,8,7,7,58,456,–,–,–,–,–,–,3,25,3,360,116,15,72,234,70,–,18,66,37,3,15,391,69,9,52,37,31,3,–,–,–,–,–,–,–,9,66,59,78,103,96,48,27,13,22,3,11,52,134,130,82,108,4.05,8.3,85.81,107.96,52,3,9,8,27,11,15,–,8,11,12,15084133
20220515,150845051246,Kaiserpfalz,Gemeinde,817,794,794,–,21,527,91,127,17,56,235,99,70,110,94,128,47,25,7,9,132,626,–,49,–,7,–,3,43,19,22,567,139,30,53,462,115,–,19,55,37,43,30,582,179,10,50,60,88,27,–,–,–,–,–,–,–,54,97,134,132,110,118,69,37,19,44,38,26,72,220,164,135,154,4.83,5.2,77.52,104.35,50,6,6,5,30,19,6,7,4,–,15,15084246
20220515,150845051282,Lanitz-Hassel-Tal,Gemeinde,493,473,473,–,19,338,109,47,–,–,280,56,14,16,26,42,24,18,8,4,62,422,–,9,–,4,–,–,25,21,13,368,52,14,33,294,66,3,4,33,10,25,14,393,49,12,43,38,9,3,–,–,–,–,–,–,–,3,40,68,67,98,90,43,18,25,34,–,7,42,125,124,67,122,3.88,8.37,88.81,116.39,43,3,3,3,28,3,3,7,4,7,12,15084282
20220515,150845052115,Droyßig,Gemeinde,1076,1048,1048,–,30,465,213,259,57,79,376,234,65,54,102,69,101,42,17,15,85,955,–,33,3,–,–,–,24,67,13,898,41,36,543,376,42,–,34,10,13,24,36,575,403,8,97,115,239,45,4,–,–,–,–,–,–,37,174,246,189,152,119,63,42,17,36,21,89,208,291,217,128,131,4.89,7.77,59.02,95.76,97,5,9,14,65,19,24,4,14,11,22,15084115
20220515,150845052207,Gutenborn,Gemeinde,878,850,850,–,32,557,178,89,57,–,387,97,27,26,48,91,102,63,21,12,97,753,–,10,8,6,–,–,14,61,17,693,77,14,204,417,108,–,53,36,28,14,14,630,166,5,75,82,78,7,–,–,–,–,–,–,–,16,67,140,190,173,126,81,27,23,31,3,13,121,240,235,118,138,4.35,8.52,79.04,106.28,75,7,7,7,62,15,11,7,10,6,26,15084207
20220515,150845052275,Kretzschau,Gemeinde,1254,1213,1213,–,41,506,259,399,85,–,544,229,74,60,75,86,94,58,11,15,186,1024,7,28,–,7,–,3,18,38,11,1078,69,42,534,529,59,–,36,32,14,18,42,705,414,15,118,160,225,22,–,–,–,–,–,–,–,29,221,253,244,198,145,76,36,24,28,11,64,259,374,261,140,150,4.48,8.5,63.24,94.6,118,9,10,11,83,30,20,4,13,14,30,15084275
20220515,150845052442,Schnaudertal,Gemeinde,446,417,417,–,32,305,93,48,–,–,205,41,32,19,25,48,38,23,6,13,32,397,–,10,–,–,–,3,–,22,16,366,38,8,61,246,71,–,26,17,16,–,8,338,81,–,28,52,27,–,–,–,–,–,–,–,–,4,20,69,101,96,77,24,9,9,27,–,6,53,109,126,87,67,3.85,6.47,82.7,110.3,28,9,–,4,17,10,–,4,4,3,7,15084442
20220515,150845052565,Wetterzeube,Gemeinde,908,875,875,–,36,507,222,142,34,–,381,150,60,71,54,54,75,52,6,11,78,756,–,71,–,–,–,3,3,29,7,747,94,23,228,460,93,–,44,30,31,3,23,605,203,13,88,95,91,15,3,–,–,–,–,–,3,24,138,140,204,147,129,54,22,17,36,8,31,175,243,200,127,120,4.6,9.94,76.57,100.21,88,10,4,9,69,25,14,3,–,11,37,15084565
20220515,150845053025,Balgstädt,Gemeinde,553,543,543,–,12,340,91,104,25,–,231,71,49,27,66,36,46,17,8,10,89,451,–,16,–,–,–,–,4,18,–,412,110,6,38,358,51,–,28,49,22,4,6,390,99,14,50,42,47,7,–,–,–,–,–,–,–,5,82,101,99,94,74,38,19,9,31,3,13,57,175,126,75,103,4.46,9.4,80.33,102.37,50,3,–,–,46,7,4,–,3,3,38,15084025
20220515,150845053135,"Freyburg (Unstrut), Stadt",Gemeinde,2520,2455,2455,–,66,1090,264,564,549,54,674,296,161,155,269,597,191,100,25,57,688,1512,190,91,5,28,–,4,34,212,14,2033,198,26,1550,635,91,–,54,81,48,34,26,1330,969,25,198,174,656,101,17,4,12,3,–,–,3,154,478,682,341,297,253,132,72,38,75,76,262,607,605,443,281,246,5.13,7.64,58.34,89.38,198,25,23,26,120,79,47,12,20,9,32,15084135
20220515,150845053150,Gleina,Gemeinde,584,566,566,–,16,409,67,78,27,–,186,100,57,34,59,40,61,21,10,12,79,485,–,18,–,–,–,–,–,18,5,482,70,12,26,424,39,–,22,25,31,–,12,452,96,–,40,41,52,–,–,–,–,–,–,–,–,7,77,98,87,92,106,50,20,17,24,4,12,68,155,130,117,105,4.01,6.19,82.49,104.83,40,3,5,3,25,7,9,5,4,–,11,15084150
20220515,150845053170,Goseck,Gemeinde,486,479,479,–,8,303,136,47,–,–,118,121,37,23,43,47,32,36,20,13,58,414,–,14,–,–,–,–,–,29,8,392,51,10,36,304,47,–,38,43,12,–,10,382,75,3,30,34,31,10,–,–,–,–,–,–,–,9,44,71,98,112,70,31,28,11,16,5,13,75,125,111,79,79,5.03,5.67,83.37,106.18,30,–,6,3,21,6,10,–,–,4,14,15084170
20220515,150845053250,Karsdorf,Gemeinde,968,939,939,–,32,301,78,480,108,–,178,66,410,138,35,40,74,18,7,4,85,383,–,498,–,8,–,–,653,20,10,225,30,26,17,219,22,3,7,16,7,653,26,357,427,3,184,190,229,9,–,–,–,–,–,–,–,32,308,269,117,81,74,27,15,11,26,–,30,240,385,175,60,69,4.17,17.77,45.81,80.94,184,16,5,11,147,148,–,15,18,–,5,15084250
20220515,150845053285,"Laucha an der Unstrut, Stadt",Gemeinde,1501,1455,1455,–,48,826,190,325,156,–,518,182,86,149,223,134,138,44,18,12,253,1100,85,27,3,29,–,3,26,103,27,1246,80,20,777,544,50,–,20,33,31,26,20,991,362,21,127,87,262,14,3,–,–,–,–,–,–,28,225,334,279,267,180,75,31,26,62,20,55,247,432,344,215,186,4.63,8.29,73.84,96.19,127,6,9,19,91,31,27,–,17,6,45,15084285
20220515,150845053360,"Nebra (Unstrut), Stadt",Gemeinde,1736,1699,1699,–,39,755,193,386,379,23,401,207,166,256,280,220,112,61,23,10,199,968,124,438,–,3,3,–,20,70,15,1456,151,20,99,1352,88,–,41,94,20,20,20,859,590,10,276,161,421,12,–,–,–,–,–,–,–,34,548,342,230,211,190,89,35,19,38,6,64,295,675,352,179,160,4.32,16.17,59.92,87.16,276,13,22,30,213,146,25,8,19,11,66,15084360
20220515,150845054013,Meineweh,Gemeinde,478,461,461,–,15,280,100,80,17,–,186,54,43,22,34,49,51,23,7,10,57,397,–,25,–,–,–,–,–,10,5,407,41,11,74,295,45,–,21,9,19,–,11,333,120,3,17,59,52,6,4,3,–,–,–,–,–,6,61,76,100,90,71,35,19,13,5,4,16,60,133,130,75,56,4.42,3.91,72.97,99.32,17,3,5,3,11,4,–,–,6,–,11,15084013
20220515,150845054335,Mertendorf,Gemeinde,804,789,789,–,17,478,145,125,21,41,332,83,56,36,69,73,71,50,17,18,98,675,–,23,–,–,–,8,3,35,8,694,53,14,107,529,67,–,37,27,19,3,14,557,189,10,54,98,88,5,–,–,–,–,–,–,–,11,126,113,141,134,157,48,24,16,39,3,29,159,179,195,108,136,4.02,6.79,75.07,105.53,54,4,3,8,40,6,12,–,–,9,24,15084335
