Berichtszeitpunkt,_RS,Name,Regionalebene,GEBAEUDEART_SYS_1,GEBAEUDEART_SYS_11,GEBAEUDEART_SYS_111,GEBAEUDEART_SYS_112,GEBAEUDEART_SYS_12,ZAHLWOHNGN_HHG__1,ZAHLWOHNGN_HHG__2,ZAHLWOHNGN_HHG__3,ZAHLWOHNGN_HHG__4,ZAHLWOHNGN_HHG__5,BAUJAHR_10JA__01,BAUJAHR_10JA__02,BAUJAHR_10JA__03,BAUJAHR_10JA__04,BAUJAHR_10JA__05,BAUJAHR_10JA__06,BAUJAHR_10JA__07,BAUJAHR_10JA__08,BAUJAHR_10JA__09,BAUJAHR_10JA__10,EIGENTUM__1,EIGENTUM__2,EIGENTUM__3,EIGENTUM__4,EIGENTUM__5,EIGENTUM__6,EIGENTUM__7,EIGENTUM__8,HEIZTYP__1,HEIZTYP__2,HEIZTYP__3,HEIZTYP__4,HEIZTYP__5,HEIZTYP__6,ENERGIETRAEGER__1,ENERGIETRAEGER__2,ENERGIETRAEGER__3,ENERGIETRAEGER__4,ENERGIETRAEGER__5,ENERGIETRAEGER__6,ENERGIETRAEGER__7,NERGIETRAEGER__8,ENERGIETRAEGER__9,NUTZUNG__01,NUTZUNG__02,NUTZUNG__03,NUTZUNG__04,MIETE_EURM2_2__01,MIETE_EURM2_2__02,MIETE_EURM2_2__03,MIETE_EURM2_2__04,MIETE_EURM2_2__05,MIETE_EURM2_2__06,MIETE_EURM2_2__07,MIETE_EURM2_2__08,MIETE_EURM2_2__09,MIETE_EURM2_2__10,WOHNFLAECHE_20S__01,WOHNFLAECHE_20S__02,WOHNFLAECHE_20S__03,WOHNFLAECHE_20S__04,WOHNFLAECHE_20S__05,WOHNFLAECHE_20S__06,WOHNFLAECHE_20S__07,WOHNFLAECHE_20S__08,WOHNFLAECHE_20S__09,WOHNFLAECHE_20S__10,RAUMANZAHL__01,RAUMANZAHL__02,RAUMANZAHL__03,RAUMANZAHL__04,RAUMANZAHL__05,RAUMANZAHL__06,RAUMANZAHL__07,QMMIETE,LEQ,ETQ,FLAECHE,LEERSTAND_INSGESAMT,LEERSTAND_DAUER__1,LEERSTAND_DAUER__2,LEERSTAND_DAUER__3,LEERSTAND_DAUER__4,LEERSTAND_GRUND__1,LEERSTAND_GRUND__2,LEERSTAND_GRUND__3,LEERSTAND_GRUND__4,LEERSTAND_GRUND__5,LEERSTAND_GRUND__6,ags
20220515,150845054341,Molauer Land,Gemeinde,516,499,499,–,14,290,119,47,46,15,247,47,37,41,42,33,53,6,–,5,63,445,–,3,–,–,3,–,–,15,–,411,73,13,51,318,63,–,14,37,22,–,13,351,111,9,40,66,49,3,–,–,–,–,–,–,–,5,71,82,106,83,70,46,13,7,32,–,23,78,139,113,83,84,4.03,7.76,73.85,105.48,40,–,3,3,37,3,7,–,–,–,27,15084341
20220515,150845054375,"Osterfeld, Stadt",Gemeinde,1268,1225,1225,–,44,630,262,221,140,14,589,175,91,57,97,85,132,19,5,18,152,976,–,55,55,28,–,–,19,71,12,1052,85,30,457,591,86,–,23,31,37,19,30,766,378,3,122,177,151,41,10,–,–,–,–,–,–,25,147,311,229,220,165,88,36,10,37,18,48,196,372,295,166,173,5.72,8.93,68.23,96.99,122,13,10,7,95,37,19,9,16,11,25,15084375
20220515,150845054445,Schönburg,Gemeinde,516,496,496,–,22,244,93,94,66,20,168,41,9,3,42,53,137,33,7,18,149,335,–,25,–,–,–,4,10,23,–,455,24,6,337,77,33,–,28,16,6,10,6,321,165,–,29,41,88,30,5,–,–,–,–,–,–,–,82,111,93,68,66,39,24,5,24,5,23,90,152,111,74,61,5.18,5.85,66.6,100.56,29,4,–,9,20,6,12,–,–,–,11,15084445
20220515,150845054470,"Stößen, Stadt",Gemeinde,455,442,442,–,9,241,74,128,8,–,182,35,43,23,43,36,59,11,8,5,33,377,–,–,–,39,–,3,–,17,4,393,25,6,47,331,20,–,23,14,7,–,6,284,140,3,26,38,90,10,–,–,–,–,–,–,–,9,72,73,100,74,66,31,14,10,7,6,21,89,123,97,57,57,4.61,5.94,68.19,97.42,26,4,–,5,18,4,3,–,11,3,9,15084470
20220515,150845054560,Wethau,Gemeinde,444,444,444,–,3,295,103,40,14,–,152,91,19,15,21,57,49,27,8,10,43,397,–,4,–,–,–,–,–,12,7,382,35,15,58,308,26,–,12,21,5,–,15,349,62,3,34,37,20,3,–,–,–,–,–,–,–,5,37,74,98,91,74,35,11,11,15,–,20,51,123,104,72,73,4.32,7.73,84.84,103.34,34,3,5,4,21,12,11,–,–,4,9,15084560
20220515,150850040040,"Ballenstedt, Stadt",Gemeinde,5022,4933,4933,–,91,2463,659,1026,749,117,1878,936,104,287,334,357,651,300,58,119,504,3768,36,633,24,43,–,7,211,783,66,3632,283,50,3292,1044,140,–,78,126,80,211,50,2618,1810,72,521,301,1239,251,16,3,–,–,–,–,3,199,858,1185,973,704,582,244,95,79,111,183,467,1256,1270,974,466,413,5.04,10.47,59.42,90.47,521,47,43,70,363,113,128,9,23,23,232,15085040
20220515,150850055055,"Blankenburg (Harz), Stadt",Gemeinde,11707,11517,11517,–,189,3772,1467,2861,2767,841,3884,1915,495,952,1082,1553,1097,389,127,210,1375,6753,1680,1497,263,101,–,43,1812,1488,82,7908,317,98,8522,720,252,–,124,105,74,1812,98,4521,5788,115,1284,1609,3632,386,82,42,14,3,4,3,3,642,2302,3345,1882,1379,1085,471,210,146,250,528,1289,2917,3208,1875,963,921,4.8,10.92,43.98,85.99,1284,127,63,162,933,435,305,119,49,56,319,15085055
20220515,150850110110,"Falkenstein/Harz, Stadt",Gemeinde,2818,2751,2751,–,66,1949,291,385,122,63,908,368,165,110,378,258,353,187,43,48,207,2483,–,73,30,12,4,4,83,255,45,2097,256,81,1607,659,157,–,104,97,34,83,81,1902,635,48,231,207,338,74,9,–,3,–,–,–,–,98,361,503,549,542,377,191,85,40,78,44,186,497,801,683,356,250,4.79,7.88,75.59,98.26,231,28,30,28,143,42,54,4,29,12,94,15085110
20220515,150850135135,"Halberstadt, Stadt",Gemeinde,23960,23689,23689,–,268,6031,1234,5509,8403,2777,4222,4212,1578,2412,3303,2204,3598,1376,441,601,3422,10328,3571,4290,1752,561,4,25,4742,1759,118,16940,300,95,17239,978,142,3,480,215,69,4742,95,6666,14612,47,2631,1576,10608,2081,267,31,34,9,3,–,–,1078,7612,6602,3088,2297,1719,744,349,186,283,334,2612,8301,7205,3277,1246,984,5.22,10.96,31.34,78.08,2631,243,395,364,1635,930,1113,119,85,50,338,15085135
20220515,150850145145,"Harzgerode, Stadt",Gemeinde,4397,4302,4285,15,97,2268,691,724,640,76,1289,767,170,492,431,662,279,161,67,81,521,3060,261,483,62,7,–,6,334,695,67,2757,456,88,1916,1287,493,–,63,113,106,334,88,2479,1320,134,464,412,722,145,26,10,–,–,–,–,–,138,949,989,715,568,534,215,128,65,96,33,253,924,1410,860,477,445,4.91,10.65,65.69,89.57,464,43,28,55,341,217,82,10,43,19,90,15085145
20220515,150850185185,Huy,Gemeinde,3684,3599,3599,–,83,2472,517,553,133,13,2040,516,165,173,91,184,330,102,45,45,328,3238,–,14,35,56,3,16,109,195,33,2928,303,119,1158,1920,159,–,37,143,34,109,119,2464,841,75,304,409,384,37,8,3,–,–,–,–,–,77,344,632,714,646,638,263,138,77,147,36,115,551,848,886,633,617,4.27,7.9,74.83,104.17,304,18,23,36,225,70,87,16,24,23,83,15085185
20220515,150850190190,"Ilsenburg (Harz), Stadt",Gemeinde,5114,5058,5058,–,54,2240,874,1130,692,178,1571,530,100,645,230,487,629,454,262,209,472,3446,385,598,45,150,–,23,214,452,68,4020,339,23,4463,111,86,–,105,62,55,214,23,2605,2175,73,264,351,1211,515,59,38,–,–,–,–,3,164,987,1135,811,748,640,311,148,69,102,48,304,1228,1540,1023,540,430,5.56,5.12,54.47,91.92,264,35,27,51,153,99,67,3,31,25,42,15085190
20220515,150850227227,Nordharz,Gemeinde,3823,3751,3751,–,72,2211,758,641,213,–,1639,541,130,176,173,269,404,246,95,140,530,3056,11,95,88,36,–,8,121,322,34,3113,181,50,2836,399,162,–,86,99,62,121,50,2610,958,27,231,341,526,84,11,–,–,–,–,–,–,51,420,599,670,653,648,322,164,116,182,10,114,627,932,879,609,648,4.81,5.98,73.69,107.35,231,24,32,11,161,48,59,14,16,30,65,15085227
20220515,150850228228,"Oberharz am Brocken, Stadt",Gemeinde,5925,5766,5742,22,160,2655,1173,1468,569,63,2339,929,547,536,354,485,441,213,37,46,621,4570,251,400,20,42,4,23,105,389,41,4821,487,84,3051,1902,416,–,38,274,47,105,84,3141,1923,194,665,528,1211,136,23,11,3,–,4,–,–,206,1100,1430,987,833,638,336,149,96,147,71,344,1303,1691,1052,708,757,4.8,11.07,62.39,90.77,665,46,51,74,490,179,229,34,26,44,152,15085228
20220515,150850230230,"Osterwieck, Stadt",Gemeinde,6126,6004,6004,–,120,3315,807,1431,491,78,2655,756,317,238,453,515,679,254,100,154,428,4749,197,491,138,101,–,22,141,639,102,4673,438,131,3880,1265,298,–,85,244,75,141,131,3510,2058,36,519,548,1391,113,3,–,–,–,–,–,3,193,817,1198,1093,954,860,381,187,155,287,59,307,1082,1666,1377,749,883,4.68,8.24,63.18,100.39,519,38,38,53,390,133,132,19,40,38,159,15085230
20220515,150850235235,"Quedlinburg, Welterbestadt",Gemeinde,14829,14468,14444,26,362,3529,1327,4292,4359,1324,4999,1935,315,868,1171,2811,1546,645,134,399,2058,7822,1709,2694,283,201,–,64,3244,3114,258,7825,289,104,10319,617,207,3,147,132,59,3244,104,4476,8573,160,1614,924,5557,1679,344,45,12,3,–,3,3,938,3972,4381,1999,1424,1012,506,231,141,224,581,1548,5155,3856,2085,894,717,5.39,10.85,34.61,78.86,1614,226,128,204,1051,568,585,91,74,72,220,15085235
20220515,150850330330,"Thale, Stadt",Gemeinde,10117,9931,9931,–,184,3840,1252,2370,2180,480,3100,1445,735,1407,747,1187,793,302,217,185,1169,6185,1586,84,152,92,839,5,1502,2232,171,5681,447,89,6509,1118,420,4,210,191,72,1502,89,4336,4407,250,1122,1022,2886,397,86,8,–,–,3,–,–,384,2434,2859,1414,1165,1012,397,163,135,153,137,655,2463,3284,1937,874,769,4.95,11.27,49.7,83.52,1122,113,92,116,800,586,278,9,57,48,147,15085330
20220515,150850370370,"Wernigerode, Stadt",Gemeinde,19515,19158,18980,177,357,4472,2300,4186,4940,3621,4709,2420,412,804,2946,3062,3391,1025,409,334,3346,9056,3208,3167,181,378,3,182,6837,2169,171,10002,278,63,11356,562,244,4,205,203,40,6837,63,6174,12102,200,1040,1553,6043,3638,633,162,56,9,–,3,7,1751,5133,5484,2650,1836,1290,639,284,178,269,435,2425,5173,6423,2914,1199,945,5.73,5.34,34.33,77.78,1040,284,126,121,509,520,263,14,47,57,142,15085370
20220515,150855051090,Ditfurt,Gemeinde,767,752,752,–,16,528,118,79,41,–,404,125,16,39,35,41,48,27,10,16,60,677,–,27,–,3,–,–,26,47,5,642,31,16,434,228,24,–,10,16,9,26,16,566,144,7,48,58,61,22,–,–,–,–,–,–,–,19,65,129,151,135,103,87,31,25,24,8,37,123,184,217,100,99,4.43,6.31,80.4,104.96,48,7,4,12,35,14,18,–,–,9,6,15085090
20220515,150855051125,Groß Quenstedt,Gemeinde,447,428,428,–,17,284,84,50,31,–,240,83,25,12,9,23,30,17,3,8,53,376,–,–,17,–,–,–,11,18,7,368,34,14,199,196,5,–,6,11,8,11,14,319,84,3,43,32,34,11,5,–,–,–,–,–,–,4,39,75,88,98,84,23,14,7,15,–,19,41,118,119,82,64,4.78,9.09,81.61,104.58,43,3,5,4,33,4,18,5,7,4,9,15085125
20220515,150855051140,Harsleben / Harschlewe,Gemeinde,1086,1063,1063,–,21,750,125,121,46,43,348,134,20,24,61,59,257,81,75,24,100,900,–,–,61,21,–,3,61,111,48,818,38,13,742,165,53,–,22,24,5,61,13,750,271,4,56,43,117,67,36,5,–,–,–,–,–,21,160,116,174,299,154,76,22,19,33,9,66,197,300,262,135,118,6.01,4.45,73.81,101.56,56,6,13,3,33,19,17,8,3,5,7,15085140
20220515,150855051160,Hedersleben,Gemeinde,736,720,720,–,15,431,88,95,110,8,288,116,67,27,94,75,39,22,3,7,73,567,–,35,17,43,–,3,19,16,12,649,23,12,330,337,7,–,10,8,14,19,12,489,183,8,56,66,113,9,–,–,–,–,–,–,–,23,87,145,146,138,94,47,28,11,18,10,21,120,198,186,107,90,4.49,7.43,72.99,97.61,56,3,5,6,44,10,25,–,–,5,13,15085160
20220515,150855051285,"Schwanebeck, Stadt",Gemeinde,1294,1285,1285,–,10,816,172,229,49,28,618,232,54,26,71,54,126,61,18,40,116,1139,–,20,4,14,–,–,22,87,4,1035,110,35,616,447,30,–,58,64,21,22,35,808,346,20,121,98,218,17,11,–,–,–,–,–,–,44,139,228,267,231,199,87,49,27,34,29,41,192,346,368,170,143,4.57,9.55,70.38,99.8,121,29,13,10,69,47,14,3,22,15,21,15085285
20220515,150855051287,Selke-Aue,Gemeinde,706,702,702,–,7,508,76,72,46,–,312,108,48,40,47,65,36,40,5,6,41,581,–,54,14,7,–,–,24,28,15,537,90,14,238,332,36,–,11,33,16,24,14,509,118,10,69,72,40,5,–,–,–,–,–,–,–,20,61,108,162,148,116,46,21,11,16,8,20,92,222,176,104,84,3.75,10.3,81.32,100.95,69,4,3,5,57,21,13,–,13,3,25,15085287
20220515,150855051365,"Wegeleben, Stadt",Gemeinde,1317,1285,1285,–,31,856,152,257,52,–,560,221,149,69,94,44,107,34,15,25,113,1046,58,24,9,15,56,4,53,77,–,1070,89,28,752,376,43,–,23,20,18,53,28,856,335,9,112,127,185,16,5,–,–,–,–,–,–,28,164,260,258,257,188,74,34,18,35,10,62,223,362,306,185,170,4.59,8.15,72.28,96.88,112,10,7,7,90,18,30,–,3,4,50,15085365
20220515,150860005005,Biederitz,Gemeinde,4340,4294,4294,–,44,2448,379,919,491,97,512,859,214,113,178,255,1453,364,164,223,666,3310,156,3,41,160,–,3,130,270,143,3663,86,46,3338,477,36,3,192,94,28,130,46,2473,1659,9,197,195,800,607,37,9,3,3,–,–,–,126,558,953,657,727,596,302,143,99,176,112,289,875,1207,964,489,402,5.7,4.32,59.93,101.07,197,35,24,21,120,60,82,–,14,7,28,15086005
20220515,150860015015,"Burg, Stadt",Gemeinde,13554,13307,13197,110,248,4127,963,3555,4109,800,3077,2367,537,1482,1307,1352,2112,616,271,444,1277,8101,1792,–,1838,440,3,106,3506,2129,53,7364,288,214,8165,889,242,8,244,222,59,3506,214,4329,7486,102,1633,1296,4666,1303,146,45,10,23,–,3,–,660,4112,3589,1892,1306,990,478,204,130,195,340,1291,3663,4694,2099,806,663,5.17,11.29,36.84,80.12,1633,206,134,268,1027,721,537,18,64,35,259,15086015
20220515,150860035035,Elbe-Parey,Gemeinde,3572,3526,3526,–,48,2140,380,586,425,45,968,825,156,356,333,243,454,122,44,70,233,2826,143,312,17,27,15,–,625,115,12,2454,322,46,2098,318,182,–,46,203,56,625,46,2163,998,30,388,187,768,37,9,–,–,–,–,–,–,86,549,762,584,595,565,217,84,56,81,16,189,571,1186,836,416,363,4.79,10.8,68.5,95.62,388,29,51,33,277,127,72,21,32,24,113,15086035
20220515,150860040040,"Genthin, Stadt",Gemeinde,8018,7789,7789,–,226,3184,828,1946,1783,273,1726,1946,405,849,947,374,1057,403,156,153,789,4733,880,1155,258,174,–,25,1839,333,70,5294,430,48,4606,747,265,–,144,310,60,1839,48,3441,3785,35,754,490,2782,460,40,12,–,–,–,–,–,314,1569,2296,1206,968,818,364,179,127,170,94,451,1889,2795,1438,708,641,5.08,9.42,48.26,87.38,754,72,77,90,516,259,130,93,32,15,222,15086040
20220515,150860055055,"Gommern, Stadt",Gemeinde,5663,5557,5557,–,106,2913,593,726,1216,216,1030,811,433,666,443,717,976,343,76,162,450,3635,797,554,141,43,–,36,1567,345,49,3261,300,137,2843,634,116,–,124,186,54,1567,137,2957,2191,115,398,376,1637,136,33,4,–,–,–,–,–,220,1107,1101,798,794,748,377,227,112,181,61,337,1024,1780,1268,638,562,4.88,6.99,57.71,95.58,398,44,28,48,280,239,52,12,26,17,54,15086055
20220515,150860080080,"Jerichow, Stadt",Gemeinde,3591,3533,3533,–,56,2396,405,604,186,–,1104,764,201,315,148,314,446,157,57,88,247,2929,69,307,33,6,–,–,182,88,21,2705,496,90,1857,634,350,7,79,331,60,182,90,2402,850,57,283,230,556,54,3,6,–,3,–,–,–,93,451,664,631,615,562,234,119,102,122,22,133,615,1078,877,437,423,4.65,8.05,74.22,101.46,283,10,11,27,232,64,42,7,67,19,90,15086080
20220515,150860140140,"Möckern, Stadt",Gemeinde,6787,6644,6566,80,140,4002,746,1251,565,218,1807,1331,764,262,748,475,699,388,116,192,371,5235,11,848,70,37,3,211,182,260,182,5476,573,117,3679,1805,413,4,166,311,110,182,117,4002,2148,59,576,485,1437,181,42,3,–,–,–,–,–,220,1116,1172,1149,1082,946,465,244,139,260,141,383,1066,1979,1573,798,848,4.77,8.17,66.21,99.9,576,62,52,50,410,149,180,15,40,31,165,15086140
20220515,150860145145,Möser,Gemeinde,4019,3984,3984,–,37,3027,336,431,176,47,434,509,101,66,284,235,1555,436,128,279,396,3406,3,12,134,48,–,22,230,220,69,3345,121,34,2912,384,67,–,264,113,17,230,34,2862,999,12,147,166,480,309,23,12,–,–,–,–,3,70,308,424,618,1007,767,386,209,97,131,24,169,494,1019,1279,605,429,5.79,3.4,74.32,111.27,147,37,11,18,84,69,22,6,15,15,22,15086145
20220515,150870015015,"Allstedt, Stadt",Gemeinde,3903,3774,3774,–,128,2404,533,658,295,13,1314,648,243,361,403,343,305,155,56,71,287,3186,146,231,4,36,–,11,216,462,36,2717,386,85,1379,1517,285,11,140,144,130,216,85,2510,1089,28,278,396,565,115,4,3,3,3,3,–,3,59,518,767,806,650,579,242,117,58,107,27,210,668,1031,946,513,501,4.67,6.64,70.93,98.28,278,24,27,41,184,71,66,32,31,29,46,15087015
20220515,150870031031,"Arnstein, Stadt",Gemeinde,3512,3440,3440,–,69,2431,456,406,216,–,1260,617,238,153,381,301,325,161,37,39,329,3065,–,81,13,3,–,20,100,420,77,2466,339,108,1953,939,174,–,61,117,62,100,108,2412,734,63,299,290,364,72,–,–,3,–,–,–,–,92,448,656,768,660,423,234,87,64,84,40,170,546,1040,858,489,369,4.53,8.23,77.1,96.75,299,15,33,22,231,70,81,12,30,28,71,15087031
20220515,150870130130,"Eisleben, Lutherstadt",Gemeinde,13721,13450,13427,27,268,4115,1288,3643,3711,964,3608,2095,1777,973,1987,1653,945,362,162,159,1056,7388,1400,3099,529,226,3,24,4201,1344,728,6608,713,127,6112,2435,176,6,178,356,133,4201,127,4609,7443,34,1632,830,5631,810,113,59,–,–,–,–,3,755,3682,3949,2026,1337,1083,418,175,124,176,170,1144,3556,4788,2319,925,816,5.19,11.82,38.58,78.66,1632,203,170,238,1023,900,327,13,129,74,191,15087130
20220515,150870165165,"Gerbstedt, Stadt",Gemeinde,3732,3664,3664,–,67,2515,477,560,178,–,1717,667,370,204,238,155,223,99,23,33,349,3158,41,139,6,38,–,3,87,516,35,2461,481,150,1666,1307,185,–,50,184,103,87,150,2566,788,28,350,302,443,39,3,–,–,–,–,–,3,64,485,854,807,631,509,164,78,60,78,16,169,595,1164,897,495,391,4.43,9.1,76.85,94.48,350,29,31,37,249,90,59,23,37,14,123,15087165
20220515,150870220220,"Hettstedt, Stadt",Gemeinde,8587,8480,8480,–,109,2978,403,1272,3332,607,1431,1087,622,1905,1180,1001,974,265,72,47,606,3961,1987,1605,317,106,–,4,2219,1707,70,4183,296,116,5509,413,91,–,87,101,52,2219,116,2982,4362,28,1217,673,3286,342,40,14,3,–,–,–,4,371,2513,2690,1213,873,515,194,92,51,77,87,624,2229,3294,1398,566,385,4.92,14.26,40.75,75.82,1217,89,77,155,893,383,136,97,66,16,517,15087220
20220515,150870275275,"Mansfeld, Stadt",Gemeinde,4711,4594,4594,–,114,3232,698,403,350,24,1569,988,258,267,598,517,302,147,38,22,288,4017,–,272,44,82,3,5,148,304,128,3257,725,141,1758,1579,610,3,71,243,158,148,141,3200,966,144,398,339,516,88,14,3,3,–,–,–,3,184,724,798,944,812,629,304,107,82,128,30,244,733,1355,1132,600,616,4.83,8.52,77.85,96.55,398,22,58,30,285,79,72,10,63,37,140,15087275
20220515,150870370370,"Sangerhausen, Stadt",Gemeinde,15201,14847,14847,–,355,4659,1286,2833,4981,1438,2175,1768,1660,3517,1796,1787,1332,728,189,243,1351,6821,2920,2986,696,240,6,183,5275,1585,124,7498,623,99,6604,2104,517,3,201,265,143,5275,99,5077,8736,106,1282,716,6697,1218,87,20,–,–,–,–,–,603,3834,5022,1960,1513,1243,440,228,135,227,154,975,4028,5445,2566,1124,908,5.34,8.5,36.86,79.37,1282,151,153,178,802,530,201,204,38,45,261,15087370
20220515,150870386386,Seegebiet Mansfelder Land,Gemeinde,4851,4778,4778,–,71,2756,656,1035,341,62,1547,1235,434,458,182,228,411,180,54,120,452,3897,249,54,93,90,5,3,149,427,40,3495,614,125,2889,1109,188,–,155,165,63,149,125,2908,1512,96,333,442,846,146,73,6,–,–,–,–,–,122,718,1093,1045,736,608,242,114,61,120,34,307,877,1496,1177,487,469,4.97,6.83,66.15,92.96,333,25,46,33,222,97,84,14,24,27,87,15087386
20220515,150870412412,Südharz,Gemeinde,4929,4778,4778,–,154,3070,680,654,492,39,1558,683,233,408,688,599,426,195,52,82,379,3902,120,84,234,202,–,9,164,386,188,3592,477,120,2423,1314,600,–,60,172,85,164,120,3033,1407,143,343,428,864,98,15,3,–,–,–,–,–,128,706,991,913,821,670,319,153,105,126,70,334,895,1117,1117,715,680,4.74,6.96,69.43,97.03,343,29,52,65,199,102,75,5,22,26,111,15087412
20220515,150875051055,Berga,Gemeinde,842,830,830,–,15,530,132,150,32,–,256,124,75,36,79,139,61,45,20,10,81,682,–,54,22,–,–,6,11,42,–,713,61,20,436,237,81,–,25,16,20,11,20,557,223,11,53,50,140,21,6,–,–,–,–,–,–,23,109,130,162,126,151,65,29,24,20,15,48,137,185,201,139,116,5.09,6.08,71.04,101.74,53,6,6,8,30,13,13,7,12,3,3,15087055
20220515,150875051101,Brücken-Hackpfüffel,Gemeinde,503,495,495,–,11,369,72,58,–,–,160,97,52,18,29,70,49,18,5,9,48,434,–,17,–,5,–,–,3,19,10,315,139,19,40,277,57,3,7,71,31,3,19,376,94,3,29,41,48,4,–,–,–,–,–,–,–,6,44,70,134,102,81,36,9,7,11,–,18,56,125,155,86,65,4.4,5.49,80.3,100.51,29,3,3,3,22,8,5,–,6,3,7,15087101
20220515,150875051125,Edersleben,Gemeinde,464,463,463,–,3,334,66,38,25,–,131,96,8,18,25,27,141,12,3,4,26,411,–,–,3,19,–,3,13,27,8,376,35,4,251,156,5,–,–,21,12,13,4,349,87,–,25,19,55,14,–,–,–,–,–,–,–,3,32,85,96,94,76,42,15,11,17,3,11,43,123,113,93,75,5.09,5.43,79.45,104.87,25,3,10,–,13,5,7,3,6,–,4,15087125
20220515,150875051250,"Kelbra (Kyffhäuser), Stadt",Gemeinde,1859,1827,1807,16,36,1185,244,218,167,51,454,395,83,129,213,288,187,55,24,38,136,1496,–,198,–,32,–,3,23,156,12,1422,210,40,859,624,159,–,34,79,47,23,40,1174,441,72,175,94,311,24,–,3,12,–,–,–,–,82,243,409,346,305,242,95,45,25,67,32,92,332,535,392,257,225,4.68,9.76,74.3,96.52,175,12,13,24,121,66,31,3,18,11,48,15087250
20220515,150875051440,Wallhausen,Gemeinde,1246,1227,1227,–,17,748,184,178,81,55,313,229,83,64,145,149,196,40,15,12,200,1002,–,8,4,16,3,13,75,77,55,899,120,15,459,478,100,7,25,56,28,75,15,809,351,5,80,91,219,27,9,–,–,–,–,–,–,40,144,237,295,187,164,86,34,22,36,18,62,197,331,287,181,172,4.98,6.38,70.03,97.84,80,11,7,16,53,26,20,–,7,8,22,15087440
20220515,150875052010,Ahlsdorf,Gemeinde,764,754,754,–,13,606,110,50,–,–,318,173,49,34,42,43,60,27,9,12,46,698,–,13,10,–,–,–,27,46,6,573,100,11,288,318,25,–,15,76,6,27,11,614,112,11,26,34,67,8,–,–,–,–,–,–,–,13,62,108,167,200,107,61,17,8,23,–,32,84,221,198,125,110,4.79,3.37,85.55,103.68,26,3,5,3,16,6,8,–,3,7,5,15087010
20220515,150875052045,Benndorf,Gemeinde,1249,1240,1240,–,8,301,82,399,448,15,206,105,688,120,7,24,52,32,10,3,46,405,105,–,688,–,–,–,687,50,111,373,28,–,391,117,13,–,18,25,3,687,–,335,771,3,143,28,716,24,–,–,–,–,–,–,–,42,414,417,125,103,83,22,15,9,16,4,72,412,447,174,75,72,5.02,11.46,30.36,73.17,143,17,14,19,91,9,88,7,8,3,26,15087045
20220515,150875052070,Blankenheim,Gemeinde,579,572,572,–,9,405,100,60,17,–,180,156,30,12,41,34,65,42,4,14,53,516,–,7,–,3,–,–,14,36,7,474,44,4,284,211,35,–,14,17,3,14,4,450,88,3,40,38,49,3,–,–,–,–,–,–,–,3,56,82,107,113,131,39,17,15,17,4,9,100,123,160,98,87,4.7,6.49,84.37,106.08,40,7,13,3,14,14,8,–,7,5,4,15087070
20220515,150875052075,Bornstedt,Gemeinde,418,413,413,–,3,283,94,32,8,–,175,94,33,36,14,24,24,18,–,–,39,379,–,–,–,–,–,–,8,20,6,308,65,10,41,276,44,–,3,21,13,8,10,325,57,5,30,33,15,5,–,–,–,–,–,–,–,12,39,59,93,84,70,26,10,5,17,3,18,49,123,103,66,52,4.56,7.39,85.56,100.92,30,3,3,–,28,11,11,–,3,3,3,15087075
20220515,150875052205,Helbra,Gemeinde,2133,2097,2097,–,39,1076,291,300,464,–,717,388,184,299,157,98,199,68,11,14,143,1626,352,7,3,3,–,3,387,156,23,1400,149,21,1243,313,47,–,24,40,57,387,21,1169,773,18,176,167,564,42,3,–,–,–,–,–,–,33,426,535,375,326,230,99,49,24,39,40,86,452,662,473,218,203,4.8,8.13,60.51,88.4,176,28,11,29,105,57,27,–,10,12,65,15087205
20220515,150875052210,Hergisdorf,Gemeinde,787,771,771,–,13,610,130,42,7,–,360,189,26,18,32,51,62,29,9,9,56,691,–,36,–,–,–,3,6,53,8,543,164,15,251,329,62,–,17,95,13,6,15,636,90,–,57,52,36,3,3,–,–,–,–,–,–,21,65,137,208,154,119,42,14,9,18,9,37,116,231,177,138,85,4.28,7.12,88.04,97.72,57,–,7,4,48,4,11,–,5,3,30,15087210
20220515,150875052260,Klostermansfeld,Gemeinde,1251,1234,1203,28,20,755,219,154,73,50,479,369,26,50,61,66,123,55,11,11,95,1012,–,–,143,3,–,–,27,144,12,884,170,16,675,320,40,–,31,83,62,27,16,846,301,17,90,90,157,31,3,3,23,–,–,–,–,84,138,229,250,228,171,80,28,21,24,30,70,188,302,324,169,170,4.59,7.23,76.32,95.39,90,5,9,3,74,12,17,33,3,7,14,15087260
20220515,150875052470,Wimmelburg,Gemeinde,566,552,552,–,17,438,94,38,–,–,232,172,23,16,25,7,49,21,12,4,32,506,–,22,–,4,–,3,18,43,6,437,53,13,316,185,12,–,4,13,3,18,13,451,72,–,39,42,29,3,–,–,–,–,–,–,–,20,41,103,129,114,89,39,5,19,13,8,17,84,141,151,87,77,4.18,5.77,85.96,99.82,39,4,13,4,14,5,11,–,6,–,17,15087470
