wahlkreisnummer,wahlkreisname,structure_profile_key,structure_profile_label,structure_profile_color,structure_summary,urbanity_score,growth_score,industrial_score,aging_score,commuter_balance_per_1000,area_km2,population_total,population_male,population_female,share_u18_percent,share_18_25_percent,share_25_40_percent,share_40_60_percent,share_60_80_percent,share_80_plus_percent,youth_dependency_ratio,old_age_dependency_ratio,population_density_per_km2,population_growth_2014_2024_percent,population_forecast_2020_2040_percent,foreign_share_percent,evangelical_share_percent,catholic_share_percent,childcare_rate_u3_percent,general_schools_count,general_students_total,general_students_primary_share_percent,general_students_secondary_i_share_percent,general_students_secondary_ii_share_percent,vocational_units_count,vocational_students_total,vocational_berufsschule_share_percent,employment_total,employment_agriculture_share_percent,employment_manufacturing_share_percent,employment_trade_transport_share_percent,employment_services_share_percent,commuter_balance,debt_total_per_capita_eur,debt_public_sector_per_capita_eur
331,Ingelheim am Rhein,growth_belt,Junge Wachstumsräume,#65a30d,"Bevoelkerung waechst ueberdurchschnittlich (+1,3 % seit 2014, +4,6 % bis 2040) bei hohem U18-Anteil (17,7 %) und solider U3-Betreuung (39,2 %).",1.391,3.312,0.492,-1.019,-26.413198667442227,156.940197,75644.0,37045.0,38599.0,17.72777748,6.338903284,16.15065306,28.61297657,24.23721643,6.932473164,34.38154654,39.75690048,481.99251336482007,1.3193318956857178,4.60594449047224,12.831156469779492,21.613537090576855,27.801349203369252,39.2,22.0,9861.0,34.387993104147654,49.264780448230404,14.815941588074233,1.0,1417.0,77.4876499647142,30841.0,1.011640348886223,35.897020200382606,16.662883823481728,46.42845562724944,-1998.0,158.06354060930434,1659.5215866696547
332,Rhein-Selz / Wonnegau,growth_belt,Junge Wachstumsräume,#65a30d,"Bevoelkerung waechst ueberdurchschnittlich (+1,8 % seit 2014, +4,4 % bis 2040) bei hohem U18-Anteil (18,0 %) und solider U3-Betreuung (34,8 %).",-2.937,2.864,-1.929,-2.393,-268.37482896937235,350.478596,85511.0,42100.0,43411.0,18.01054835,6.351229666,16.1990855,27.80227105,25.53238765,6.104477786,35.02627689,40.5177369,243.98351561531592,1.7806344105219307,4.447997423451184,9.926208324075265,33.45047098317035,21.373317315788885,34.8,26.0,9129.0,42.096615182385804,48.61430605761858,8.533245700514842,1.0,70.0,0.0,13147.0,6.5109911006313235,24.29451585913136,23.47303567353769,45.71385106868487,-22949.0,616.3662534096629,616.3662534096629
333,Worms,urban_services,Verdichtete Dienstleistungsräume,#0f766e,"Dichte (798 EW/km²), Dienstleistungsanteil (43,7 %) und Ausländeranteil (22,0 %) liegen klar ueber dem Landesmittel.",4.198,0.174,0.071,-5.071,-5.175613523451639,108.727022,86753.0,43523.0,43230.0,17.720424649999998,7.908660219,19.80796053,26.30341314,22.16407502,6.095466439,33.4850784,35.28851017,797.8973249170754,7.089248240957906,2.9451587006793716,22.00846080250827,24.442875869718662,20.439649087425632,16.1,24.0,9913.0,37.375163926157576,51.155048925653176,10.057500252194089,4.0,3011.0,61.806708734639656,34878.0,0.7253856299099719,27.47003841963415,28.106542806353573,43.69516600722518,-449.0,4889.034660383678,4899.417241259832
334,Alzey,growth_belt,Junge Wachstumsräume,#65a30d,"Bevoelkerung waechst ueberdurchschnittlich (+4,6 % seit 2014, +4,0 % bis 2040) bei hohem U18-Anteil (17,7 %) und solider U3-Betreuung (31,4 %).",-0.621,2.674,-1.459,-4.124,-124.57939804608637,383.134305,86186.0,42883.0,43303.0,17.7000905,6.611282575,17.48195763,27.48126146,25.10964658,5.615761261,33.69619495,38.45201238,224.9498384124074,4.6403768636783065,4.015107972739969,11.928851553616598,33.40492149792583,19.48931264058597,31.4,32.0,10231.0,35.73453230378262,50.08308083276317,13.195191085915356,4.0,1346.0,42.34769687964339,25708.0,2.4739380737513614,24.599346506923915,24.17146413567761,48.75525128364712,-10737.0,1314.8331317735708,1314.8331317735708
335,Frankenthal (Pfalz),urban_services,Verdichtete Dienstleistungsräume,#0f766e,"Dichte (737 EW/km²), Dienstleistungsanteil (36,5 %) und Ausländeranteil (18,1 %) liegen klar ueber dem Landesmittel.",1.665,0.264,0.909,0.911,-64.30346770870715,102.061835,75237.0,37243.0,37994.0,17.65354812,6.597817563,17.86089291,26.44443558,23.34888419,8.094421628,34.34246543,41.67933931,737.1707553562994,1.6757436112274822,5.251159603626391,18.117415633265548,22.866894197952217,22.821646499120902,22.5,28.0,9476.0,39.34149430139299,48.82861967074715,10.574081891093288,3.0,1156.0,61.245674740484425,24211.0,0.8797653958944283,30.7463549626203,31.890463012680186,36.48341662880509,-4838.0,3001.3860614762816,3061.397747819613
336,Ludwigshafen am Rhein I,urban_services,Verdichtete Dienstleistungsräume,#0f766e,"Dichte (2.289 EW/km²), Dienstleistungsanteil (41,9 %) und Ausländeranteil (31,0 %) liegen klar ueber dem Landesmittel.",9.627,2.713,3.1,-7.221,184.6159054744896,77.425363,177222.0,89845.0,87377.0,18.63820519,8.011984968,21.21181343,26.37370078,19.58278318,6.181512453,34.40442539,31.47475617,2288.9398658679843,8.173006494457736,6.959439489559969,30.976966742278044,15.453184766339598,20.428515993126002,15.7,43.0,20024.0,38.983220135836994,49.056132640831,9.26887734718338,8.0,10596.0,71.2249905624764,103939.0,0.12892177142362346,45.067780140274586,12.892177142362346,41.911120945939444,32718.0,5367.850130077706,6771.516626708156
337,Ludwigshafen am Rhein II,urban_services,Verdichtete Dienstleistungsräume,#0f766e,"Dichte ( EW/km²), Dienstleistungsanteil () und Ausländeranteil () liegen klar ueber dem Landesmittel.",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Mutterstadt,aging_space,Ältere Flächenräume,#7c2d12,"Hoher Altenquotient (46,0) und ueberdurchschnittlicher 80+-Anteil (8,2 %) treffen auf verhaltene Bevoelkerungsdynamik.",-2.109,0.728,-0.897,1.991,-217.56196421915766,163.782956,85856.0,42130.0,43726.0,17.24398994,5.678112188,16.12350913,26.68188595,26.1088334,8.1636694,34.02096436,45.9706499,524.205949732645,3.0523447721243984,2.848603717194351,11.508805441669773,25.180093546221165,24.258287717221837,28.6,21.0,7123.0,50.44222939772568,43.394637091113296,6.1631335111610275,,,,16335.0,15.58616467707377,20.857055402509946,27.38904193449648,36.16773798591981,-18679.0,432.95800855208734,540.0080510794971
339,Speyer,urban_services,Verdichtete Dienstleistungsräume,#0f766e,"Dichte (736 EW/km²), Dienstleistungsanteil (53,1 %) und Ausländeranteil (15,2 %) liegen klar ueber dem Landesmittel.",3.777,1.533,-1.232,0.143,18.293276247932276,125.738224,92493.0,45387.0,47106.0,17.06831868,6.520493443,17.73863968,26.82473268,24.53699199,7.310823522,33.07603969,41.05465294,735.59970116963,2.4058901682905227,5.442228239177567,15.194663379931455,20.001896813353568,29.81790591805766,30.7,32.0,12696.0,30.765595463137995,55.00157529930687,13.358538122243226,4.0,2140.0,57.10280373831775,39728.0,1.152839307289569,24.06614981876762,21.65223519935562,53.12877567458719,1692.0,1314.641168650086,1589.2413070030373
440,Donnersberg,aging_space,Ältere Flächenräume,#7c2d12,"Hoher Altenquotient (43,0) und ueberdurchschnittlicher 80+-Anteil (6,6 %) treffen auf verhaltene Bevoelkerungsdynamik.",-2.599,-1.171,-0.361,0.795,-164.0479788187155,645.406793,74783.0,37027.0,37756.0,16.79526096,6.358396962,16.62409906,26.76811575,26.89916157,6.554965701,32.94117647,43.01882353,115.86955825548617,-0.2387876524105547,-0.8684255814877133,9.864541406469385,41.41461508401719,17.691806695323695,32.9,32.0,8644.0,35.15733456732994,52.48727440999538,10.816751503933364,2.0,1370.0,40.14598540145985,21161.0,1.0963565048910733,35.735551249940926,16.053116582392136,47.11497566277586,-12268.0,599.7146717320348,668.0119856600139
441,Kusel,aging_space,Ältere Flächenräume,#7c2d12,"Hoher Altenquotient (47,0) und ueberdurchschnittlicher 80+-Anteil (7,2 %) treffen auf verhaltene Bevoelkerungsdynamik.",-3.062,-5.265,-1.817,4.036,-204.48841838059252,573.606511,69334.0,34569.0,34765.0,16.01378833,6.292727955,16.44503418,25.87042432,28.21559408,7.16243113,31.90358212,47.03210488,120.87380228499534,-2.1852912546026553,-4.186577276941733,8.107133585253989,46.293912083869785,18.607546582532787,25.0,29.0,5968.0,45.27479892761394,46.29691689008043,7.4899463806970505,2.0,737.0,42.198100407055634,12677.0,1.1753569456496016,27.056874654886805,21.56661670742289,50.2011516920407,-14178.0,1431.655688493745,1432.4905706447582
442,Bad Dürkheim,aging_space,Ältere Flächenräume,#7c2d12,"Hoher Altenquotient (47,4) und ueberdurchschnittlicher 80+-Anteil (8,1 %) treffen auf verhaltene Bevoelkerungsdynamik.",-0.917,-0.029,-1.763,3.711,-122.45554126568805,368.543831,90196.0,44222.0,45974.0,15.87320945,5.578961373,15.63483968,27.45908909,27.31495853,8.13894186,31.49554767,47.38313865,244.73615459866426,3.324398011318075,1.5714398120566955,10.712226706284092,31.800632945808093,20.001957564354928,34.0,34.0,7494.0,46.130237523352015,42.67413931144916,8.76701361088871,1.0,1121.0,86.17305976806423,24819.0,4.186308876264152,20.186147709416172,28.006769007615134,47.62077440670454,-11045.0,681.2107622325767,1180.1940610715749
443,Neustadt an der Weinstraße,aging_space,Ältere Flächenräume,#7c2d12,"Hoher Altenquotient (46,3) und ueberdurchschnittlicher 80+-Anteil (8,2 %) treffen auf verhaltene Bevoelkerungsdynamik.",0.575,-1.662,-2.607,3.936,-119.30076854165685,214.056449,84836.0,41383.0,43453.0,16.39398369,6.071714838,17.23678627,25.61648357,26.47578858,8.205243057,32.57692389,46.33781133,396.3253636894631,0.4594543387646836,1.2118581433817184,11.419680324390589,29.686754650977896,25.35833541557822,28.2,27.0,9140.0,38.282275711159734,49.52954048140044,12.089715536105034,3.0,2396.0,68.65609348914859,24242.0,2.025410444682782,18.236944146522564,26.35921128619751,53.37843412259714,-10121.0,1483.5136027158283,1516.343780942053
444,Kaiserslautern I,urban_services,Verdichtete Dienstleistungsräume,#0f766e,"Dichte (283 EW/km²), Dienstleistungsanteil (56,2 %) und Ausländeranteil (17,7 %) liegen klar ueber dem Landesmittel.",3.973,-1.687,-1.679,-0.328,60.19600850602951,534.304424,151422.0,75786.0,75636.0,15.99833578,7.847604707,21.18846667,24.80947286,23.42063901,6.735480974,29.94057612,37.31002032,283.4002362668066,2.4998476940885,0.025288151835383132,17.702843708311867,30.024374030578326,21.607512936484145,28.7,54.0,16243.0,35.276734593363294,51.628393769623834,12.103675429415748,3.0,5715.0,64.28696412948382,65901.0,0.07131909986191409,20.846421146871823,22.901018193957604,56.18124155930866,9115.0,3439.05009109873,4535.609991814317
445,Kaiserslautern II,urban_services,Verdichtete Dienstleistungsräume,#0f766e,"Dichte ( EW/km²), Dienstleistungsanteil () und Ausländeranteil () liegen klar ueber dem Landesmittel.",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Kaiserslautern-Land,urban_services,Verdichtete Dienstleistungsräume,#0f766e,"Dichte (180 EW/km²), Dienstleistungsanteil (56,3 %) und Ausländeranteil (13,3 %) liegen klar ueber dem Landesmittel.",0.711,0.049,-2.436,-2.036,-87.8249419284203,374.516873,67589.0,33222.0,34367.0,18.69682937,6.422642738,17.28387755,25.31329062,25.68613236,6.597227359,36.97271131,42.79482951,180.4698396058647,1.9549575369948562,0.5897965202005224,13.309858113006554,27.86373664653971,29.99158151416628,22.4,28.0,7461.0,39.177054014207215,49.02828039136845,9.288299155609167,1.0,1130.0,28.053097345132745,19803.0,0.4191284148866333,21.587638236630813,21.65833459576832,56.33489875271424,-5936.0,359.948798482918,500.1664938220392
447,Zweibrücken,aging_space,Ältere Flächenräume,#7c2d12,"Hoher Altenquotient (44,9) und ueberdurchschnittlicher 80+-Anteil (7,5 %) treffen auf verhaltene Bevoelkerungsdynamik.",-2.743,-3.649,0.898,4.78,-118.26972143352481,432.113765,76427.0,37804.0,38623.0,16.17622045,6.205921991,17.51213576,25.81810093,26.7850367,7.502584165,31.62296408,44.94397597,176.8677746241201,-5.0714196994162215,-3.677439598368366,8.686720661546312,35.610616829862316,28.478055569362294,36.4,31.0,8114.0,35.67907320680306,52.353956125215674,11.19053487798866,2.0,1151.0,35.968722849695915,22612.0,0.6943215991508933,36.77693260215815,23.226605342296125,39.297718025826995,-9039.0,1642.2624977205826,1648.4738974131867
448,Pirmasens,aging_space,Ältere Flächenräume,#7c2d12,"Hoher Altenquotient (49,6) und ueberdurchschnittlicher 80+-Anteil (8,7 %) treffen auf verhaltene Bevoelkerungsdynamik.",-0.854,-5.07,-0.699,8.045,-58.66260345603768,653.405886,86631.0,42629.0,44002.0,15.22549665,6.143297434,16.64992901,25.29233184,27.97151135,8.717433713,30.52690676,49.60908259,132.58374596276593,-3.6973220538701828,-5.529335450824263,11.150742805693111,28.33891603975619,34.58788644226017,35.1,35.0,8108.0,41.00888011840158,49.71632955106068,7.474099654662063,4.0,2419.0,61.967755270773054,28652.0,0.35599609102331425,27.642049420633814,24.02275582856345,47.97919865977942,-5082.0,2129.937730036575,2857.0561202709096
449,Südliche Weinstraße,aging_space,Ältere Flächenräume,#7c2d12,"Hoher Altenquotient (44,2) und ueberdurchschnittlicher 80+-Anteil (7,3 %) treffen auf verhaltene Bevoelkerungsdynamik.",-1.518,0.519,-1.827,1.477,-154.72909881801,503.904928,87818.0,43220.0,44598.0,16.32808764,6.009018652,16.56494113,27.01496276,26.80543852,7.277551299,31.85053024,44.19742197,174.27493783112993,2.916945001113338,1.7142657635639864,10.005921337311257,27.75875809583675,32.02640056572641,34.7,32.0,8738.0,37.98352025635157,50.13733119707027,10.219729915312428,3.0,1716.0,35.31468531468531,21444.0,2.5648199962693528,24.888080581980972,21.786980041037122,50.76011938071255,-13588.0,656.8764275222882,819.8194291049449
450,Landau in der Pfalz,urban_services,Verdichtete Dienstleistungsräume,#0f766e,"Dichte (318 EW/km²), Dienstleistungsanteil (55,0 %) und Ausländeranteil (11,6 %) liegen klar ueber dem Landesmittel.",2.217,1.913,-1.732,-1.9,35.05315011667099,242.322612,77140.0,37527.0,39613.0,16.05133523,7.884366088,20.01814882,25.65465388,23.86829142,6.523204563,29.8398804,37.2998505,318.3359545497141,6.193472006167315,3.163512470387815,11.576354679802956,24.911515773275198,30.927160810464223,35.5,34.0,11618.0,28.016870373558273,57.187123429161645,12.566706834222757,7.0,2589.0,50.096562379297026,32981.0,1.74949213183348,20.366271489645555,22.867711712804343,55.016524665716624,2704.0,1323.7328156345047,1323.7328156345047
451,Germersheim,growth_belt,Junge Wachstumsräume,#65a30d,"Bevoelkerung waechst ueberdurchschnittlich (+5,0 % seit 2014, +5,4 % bis 2040) bei hohem U18-Anteil (18,2 %) und solider U3-Betreuung (31,4 %).",0.028,3.764,0.553,-6.054,-51.434915517162715,180.616987,65753.0,32811.0,32942.0,18.20449257,7.179900537,18.6212036,27.60634496,23.06054477,5.327513574,34.08356003,34.6609865,364.0465998915152,4.9830757440286115,5.368823667161024,16.044895289948748,23.456864760292607,27.806662233238622,31.4,20.0,5351.0,51.65389646794991,42.55279387030462,5.793309661745468,1.0,1737.0,59.758203799654574,24187.0,1.914251457394468,22.933807417207593,41.81585149047009,33.33608963492785,-3382.0,1062.9522543194494,1182.1791754676553
452,Wörth am Rhein,industrial_space,Industriell geprägte Arbeitsräume,#b45309,"Das Profil ist arbeitsplatz- und industrieorientiert: Produzierendes Gewerbe 62,1 %, Pendlersaldo -31,3 je 1.000 Einwohner.",-2.66,1.476,5.843,-0.577,-31.334797777490632,259.341883,61912.0,30781.0,31131.0,17.02577852,6.186199767,17.29713141,27.54554852,24.9240858,7.021255976,32.86291454,40.84226474,238.72734817769486,3.421087799011092,2.2785429060386377,11.333828660033596,17.04023764515258,37.27661196803863,33.9,21.0,6419.0,41.299267798722546,44.477332917899986,14.223399283377471,,,,24951.0,0.12825137269047332,62.10973508075829,14.977355617009339,22.7846579295419,-1940.0,880.4722780717698,881.3564845345901
