ags,municipality_name,fragment_name,node_id,level,wahlkreis_id,wahlkreis_name,is_split_ags,source,source_url
11100000,Koblenz,Koblenz/Ehrenbreitstein,1081110000070,5,108,"Koblenz / Lahnstein, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1081110000070/overview
11100000,Koblenz,Koblenz/Niederberg,1081110000071,5,108,"Koblenz / Lahnstein, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1081110000071/overview
11100000,Koblenz,Koblenz/Asterstein,1081110000072,5,108,"Koblenz / Lahnstein, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1081110000072/overview
11100000,Koblenz,Koblenz/Pfaffendorf,1081110000073,5,108,"Koblenz / Lahnstein, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1081110000073/overview
11100000,Koblenz,Koblenz/Pfaffendorfer Höhe,1081110000074,5,108,"Koblenz / Lahnstein, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1081110000074/overview
11100000,Koblenz,Koblenz/Horchheim,1081110000075,5,108,"Koblenz / Lahnstein, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1081110000075/overview
11100000,Koblenz,Koblenz/Horchheimer Höhe,1081110000076,5,108,"Koblenz / Lahnstein, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1081110000076/overview
11100000,Koblenz,Koblenz/Arzheim,1081110000080,5,108,"Koblenz / Lahnstein, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1081110000080/overview
11100000,Koblenz,Koblenz/Arenberg,1081110000081,5,108,"Koblenz / Lahnstein, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1081110000081/overview
11100000,Koblenz,Koblenz/Altstadt,1091110000010,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000010/overview
11100000,Koblenz,Koblenz/Mitte,1091110000011,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000011/overview
11100000,Koblenz,Koblenz/Süd,1091110000012,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000012/overview
11100000,Koblenz,Koblenz/Oberwerth,1091110000013,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000013/overview
11100000,Koblenz,Koblenz/Karthause Nord,1091110000014,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000014/overview
11100000,Koblenz,Koblenz/Karthäuserhofgelände,1091110000015,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000015/overview
11100000,Koblenz,Koblenz/Karthause Flugfeld,1091110000016,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000016/overview
11100000,Koblenz,Koblenz/Goldgrube,1091110000017,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000017/overview
11100000,Koblenz,Koblenz/Rauental,1091110000018,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000018/overview
11100000,Koblenz,Koblenz/Moselweiß,1091110000019,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000019/overview
11100000,Koblenz,Koblenz/Stolzenfels,1091110000020,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000020/overview
11100000,Koblenz,Koblenz/Lay,1091110000021,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000021/overview
11100000,Koblenz,Koblenz/Lützel,1091110000040,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000040/overview
11100000,Koblenz,Koblenz/Metternich,1091110000041,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000041/overview
11100000,Koblenz,Koblenz/Neuendorf,1091110000043,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000043/overview
11100000,Koblenz,Koblenz/Wallersheim,1091110000044,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000044/overview
11100000,Koblenz,Koblenz/Kesselheim,1091110000050,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000050/overview
11100000,Koblenz,Koblenz/Güls,1091110000051,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000051/overview
11100000,Koblenz,Koblenz/Rübenach,1091110000052,5,109,"Koblenz, Wahlkreis",true,official-state-portal-2021-tree,https://wahlen.rlp-ltw-2021.23degrees.eu/wk/1091110000052/overview
