commit_time_local,reported_precincts,progress_percent,observed_cdu_second_share_percent,final_cdu_second_share_percent,simulated_share_p05,simulated_share_p50,simulated_share_p95,observed_abs_deviation_pp,pointwise_consistency_p_value
2026-03-22T18:48:31+01:00,534,11.381074168797953,30.694318408180433,30.960689862589547,30.331404698708162,30.966155380239638,31.550315459093106,0.26637145440911425,0.5416
2026-03-22T18:57:11+01:00,751,16.005967604433078,30.472005611255522,30.960689862589547,30.451238567199297,30.962566139731177,31.43164708596819,0.4886842513340248,0.8976
2026-03-22T19:01:13+01:00,1029,21.9309462915601,30.43079139471349,30.960689862589547,30.53933905820891,30.96072039146351,31.35967653301391,0.5298984678760554,0.9688
2026-03-22T19:11:07+01:00,1619,34.50554134697357,30.428416772589053,30.960689862589547,30.65463993240217,30.962676793407812,31.25530749477335,0.5322730900004942,0.9966
2026-03-22T19:22:40+01:00,2281,48.61466325660699,30.169478939371437,30.960689862589547,30.736749934267127,30.961235265130973,31.185678349624705,0.7912109232181095,1.0
2026-03-22T19:23:49+01:00,2589,55.17902813299232,30.26797676471778,30.960689862589547,30.764358484755835,30.962267775148845,31.15230012503038,0.692713097871767,1.0
2026-03-22T19:30:33+01:00,2894,61.67945439045184,30.354470371635074,30.960689862589547,30.788669136906666,30.96119113389185,31.129816844408353,0.6062194909544729,1.0
2026-03-22T19:33:48+01:00,3112,66.32566069906224,30.377032466379532,30.960689862589547,30.8079408394137,30.96216382529137,31.11196206797146,0.5836573962100147,1.0
2026-03-22T19:38:55+01:00,3361,71.63256606990622,30.370310601145444,30.960689862589547,30.82573440102534,30.96090593361493,31.09508613442062,0.5903792614441024,1.0
2026-03-22T19:46:22+01:00,3561,75.89514066496163,30.45813757869827,30.960689862589547,30.841646537295233,30.961605389141035,31.079155133917865,0.5025522838912764,1.0
2026-03-22T19:47:34+01:00,3763,80.2003410059676,30.52921476246019,30.960689862589547,30.853311396301695,30.96241056095669,31.068030197481168,0.43147510012935797,1.0
2026-03-22T19:53:40+01:00,3920,83.5464620630861,30.644535041739466,30.960689862589547,30.86381261601891,30.960638100438025,31.05545667688791,0.3161548208500804,1.0
2026-03-22T19:59:36+01:00,4041,86.12531969309462,30.69990877006603,30.960689862589547,30.8752552923449,30.961449260601096,31.04467456630851,0.26078109252351567,1.0
2026-03-22T20:03:13+01:00,4144,88.32054560954816,30.725700897605563,30.960689862589547,30.881185349307056,30.96118471826682,31.037410394875202,0.2349889649839838,1.0
2026-03-22T20:10:02+01:00,4241,90.38789428815004,30.76538799854737,30.960689862589547,30.890137115952324,30.961052446119044,31.029504579490066,0.1953018640421753,1.0
2026-03-22T20:15:40+01:00,4309,91.83716965046888,30.820589768724606,30.960689862589547,30.895237850987805,30.960547435364777,31.024350443368338,0.14010009386494104,0.9994
2026-03-22T20:18:02+01:00,4378,93.307757885763,30.824402532022688,30.960689862589547,30.903888289595496,30.959829376574508,31.018266714862804,0.1362873305668586,1.0
2026-03-22T20:25:55+01:00,4428,94.37340153452686,30.85625725621034,30.960689862589547,30.90707942881781,30.960145530576995,31.014610142536537,0.1044326063792056,0.9988
2026-03-22T20:31:39+01:00,4462,95.09803921568627,30.865887671093144,30.960689862589547,30.91109183562459,30.96044375501387,31.0092179542176,0.09480219149640234,0.999
2026-03-22T20:33:55+01:00,4513,96.18499573742541,30.878745164851036,30.960689862589547,30.918747661902366,30.96049411196943,31.00317452867504,0.08194469773851054,0.999
2026-03-22T20:39:45+01:00,4544,96.845694799659,30.899801717130693,30.960689862589547,30.922549065332998,30.960818756237103,30.998998312591436,0.060888145458854126,0.991
2026-03-22T20:44:55+01:00,4567,97.33589087809037,30.925090945956917,30.960689862589547,30.92491870208181,30.96080645393954,30.99626901437807,0.035598916632629596,0.899
2026-03-22T20:49:35+01:00,4591,97.84739982949702,30.925057215860345,30.960689862589547,30.928292752458358,30.960992818920367,30.992250781750847,0.03563264672920141,0.9342
2026-03-22T20:54:10+01:00,4605,98.1457800511509,30.93853818481009,30.960689862589547,30.930156194475064,30.960872874528597,30.99006761805632,0.022151677779458367,0.7788
