ags,public_precincts,public_valid_zweit,public_cdu_zweit,official_precincts,official_valid_zweit,official_cdu_zweit,valid_diff,cdu_diff,precinct_diff
31900000,82.0,34022.0,8656.0,82.0,34022.0,8656.0,0.0,0.0,0.0
32000000,34.0,15294.0,4023.0,34.0,15294.0,4023.0,0.0,0.0,0.0
33101001,1.0,957.0,218.0,1.0,957.0,218.0,0.0,0.0,0.0
33101005,1.0,286.0,55.0,1.0,286.0,55.0,0.0,0.0,0.0
33101007,2.0,1052.0,260.0,2.0,1052.0,260.0,0.0,0.0,0.0
33101008,1.0,239.0,61.0,1.0,239.0,61.0,0.0,0.0,0.0
33101010,1.0,423.0,119.0,1.0,423.0,119.0,0.0,0.0,0.0
33101012,1.0,438.0,96.0,1.0,438.0,96.0,0.0,0.0,0.0
33101014,1.0,103.0,22.0,1.0,103.0,22.0,0.0,0.0,0.0
33101021,1.0,832.0,242.0,1.0,832.0,242.0,0.0,0.0,0.0
33101022,1.0,248.0,57.0,1.0,248.0,57.0,0.0,0.0,0.0
33101024,1.0,576.0,138.0,1.0,576.0,138.0,0.0,0.0,0.0
33101025,3.0,1601.0,415.0,3.0,1601.0,415.0,0.0,0.0,0.0
33101026,1.0,896.0,229.0,1.0,896.0,229.0,0.0,0.0,0.0
33101027,1.0,380.0,87.0,1.0,380.0,87.0,0.0,0.0,0.0
33101031,1.0,335.0,58.0,1.0,335.0,58.0,0.0,0.0,0.0
33101032,4.0,2427.0,605.0,4.0,2427.0,605.0,0.0,0.0,0.0
33101042,1.0,203.0,47.0,1.0,203.0,47.0,0.0,0.0,0.0
33101043,1.0,338.0,96.0,1.0,338.0,96.0,0.0,0.0,0.0
33101044,1.0,563.0,113.0,1.0,563.0,113.0,0.0,0.0,0.0
33101050,1.0,343.0,77.0,1.0,343.0,77.0,0.0,0.0,0.0
33101051,1.0,358.0,69.0,1.0,358.0,69.0,0.0,0.0,0.0
33101052,1.0,736.0,179.0,1.0,736.0,179.0,0.0,0.0,0.0
33101053,1.0,394.0,111.0,1.0,394.0,111.0,0.0,0.0,0.0
33101067,1.0,325.0,79.0,1.0,325.0,79.0,0.0,0.0,0.0
33102002,3.0,1558.0,380.0,3.0,1558.0,380.0,0.0,0.0,0.0
33102018,3.0,1913.0,444.0,3.0,1913.0,444.0,0.0,0.0,0.0
33102034,3.0,1687.0,363.0,3.0,1687.0,363.0,0.0,0.0,0.0
33102038,2.0,1120.0,249.0,2.0,1120.0,249.0,0.0,0.0,0.0
33102045,1.0,925.0,243.0,1.0,925.0,243.0,0.0,0.0,0.0
33103023,1.0,1854.0,491.0,1.0,1854.0,491.0,0.0,0.0,0.0
33103041,1.0,460.0,112.0,1.0,460.0,112.0,0.0,0.0,0.0
33103046,1.0,350.0,71.0,1.0,350.0,71.0,0.0,0.0,0.0
33103047,1.0,616.0,183.0,1.0,616.0,183.0,0.0,0.0,0.0
33103048,1.0,1445.0,496.0,1.0,1445.0,496.0,0.0,0.0,0.0
33103054,1.0,986.0,219.0,1.0,986.0,219.0,0.0,0.0,0.0
33103066,1.0,472.0,125.0,1.0,472.0,125.0,0.0,0.0,0.0
33105017,1.0,252.0,51.0,1.0,252.0,51.0,0.0,0.0,0.0
33105030,2.0,1145.0,406.0,2.0,1145.0,406.0,0.0,0.0,0.0
33105035,1.0,387.0,97.0,1.0,387.0,97.0,0.0,0.0,0.0
33105060,1.0,764.0,194.0,1.0,764.0,194.0,0.0,0.0,0.0
33105062,1.0,362.0,97.0,1.0,362.0,97.0,0.0,0.0,0.0
33105070,2.0,762.0,212.0,2.0,762.0,212.0,0.0,0.0,0.0
33105072,4.0,2210.0,558.0,4.0,2210.0,558.0,0.0,0.0,0.0
33105075,1.0,552.0,135.0,1.0,552.0,135.0,0.0,0.0,0.0
33106004,2.0,1438.0,373.0,2.0,1438.0,373.0,0.0,0.0,0.0
33106019,1.0,280.0,76.0,1.0,280.0,76.0,0.0,0.0,0.0
33106029,1.0,419.0,167.0,1.0,419.0,167.0,0.0,0.0,0.0
33106033,1.0,355.0,105.0,1.0,355.0,105.0,0.0,0.0,0.0
33106056,2.0,886.0,222.0,2.0,886.0,222.0,0.0,0.0,0.0
33106058,7.0,4207.0,1187.0,7.0,4207.0,1187.0,0.0,0.0,0.0
33106059,2.0,967.0,283.0,2.0,967.0,283.0,0.0,0.0,0.0
33106061,1.0,605.0,171.0,1.0,605.0,171.0,0.0,0.0,0.0
33106063,1.0,672.0,218.0,1.0,672.0,218.0,0.0,0.0,0.0
33106064,1.0,779.0,218.0,1.0,779.0,218.0,0.0,0.0,0.0
33106065,1.0,334.0,102.0,1.0,334.0,102.0,0.0,0.0,0.0
33106068,2.0,954.0,244.0,2.0,954.0,244.0,0.0,0.0,0.0
33106073,8.0,4112.0,1112.0,8.0,4112.0,1112.0,0.0,0.0,0.0
33107006,2.0,906.0,234.0,2.0,906.0,234.0,0.0,0.0,0.0
33107009,1.0,193.0,56.0,1.0,193.0,56.0,0.0,0.0,0.0
33107011,1.0,237.0,50.0,1.0,237.0,50.0,0.0,0.0,0.0
33107015,2.0,1140.0,329.0,2.0,1140.0,329.0,0.0,0.0,0.0
33107028,1.0,196.0,50.0,1.0,196.0,50.0,0.0,0.0,0.0
33107036,2.0,915.0,246.0,2.0,915.0,246.0,0.0,0.0,0.0
33107037,1.0,622.0,203.0,1.0,622.0,203.0,0.0,0.0,0.0
33107039,1.0,247.0,59.0,1.0,247.0,59.0,0.0,0.0,0.0
33107049,1.0,306.0,77.0,1.0,306.0,77.0,0.0,0.0,0.0
33107055,6.0,4385.0,1073.0,6.0,4385.0,1073.0,0.0,0.0,0.0
33107071,3.0,1875.0,570.0,3.0,1875.0,570.0,0.0,0.0,0.0
33200002,15.0,10240.0,3204.0,15.0,10240.0,3204.0,0.0,0.0,0.0
33200024,9.0,6982.0,2112.0,9.0,6982.0,2112.0,0.0,0.0,0.0
33200025,13.0,11242.0,2731.0,13.0,11242.0,2731.0,0.0,0.0,0.0
33201009,3.0,2352.0,993.0,3.0,2352.0,993.0,0.0,0.0,0.0
33201017,1.0,536.0,245.0,1.0,536.0,245.0,0.0,0.0,0.0
33201035,3.0,2086.0,636.0,3.0,2086.0,636.0,0.0,0.0,0.0
33201039,2.0,1423.0,645.0,2.0,1423.0,645.0,0.0,0.0,0.0
33201043,1.0,907.0,373.0,1.0,907.0,373.0,0.0,0.0,0.0
33202005,1.0,532.0,185.0,1.0,532.0,185.0,0.0,0.0,0.0
33202008,1.0,302.0,96.0,1.0,302.0,96.0,0.0,0.0,0.0
33202015,1.0,882.0,279.0,1.0,882.0,279.0,0.0,0.0,0.0
33202019,3.0,2987.0,895.0,3.0,2987.0,895.0,0.0,0.0,0.0
33202026,1.0,446.0,150.0,1.0,446.0,150.0,0.0,0.0,0.0
33202028,1.0,722.0,257.0,1.0,722.0,257.0,0.0,0.0,0.0
33202049,2.0,1010.0,369.0,2.0,1010.0,369.0,0.0,0.0,0.0
33202050,3.0,2506.0,764.0,3.0,2506.0,764.0,0.0,0.0,0.0
33205014,3.0,1251.0,270.0,3.0,1251.0,270.0,0.0,0.0,0.0
33205016,2.0,752.0,223.0,2.0,752.0,223.0,0.0,0.0,0.0
33205018,1.0,403.0,85.0,1.0,403.0,85.0,0.0,0.0,0.0
33205032,3.0,1788.0,421.0,3.0,1788.0,421.0,0.0,0.0,0.0
33205034,2.0,647.0,153.0,2.0,647.0,153.0,0.0,0.0,0.0
33205037,1.0,454.0,126.0,1.0,454.0,126.0,0.0,0.0,0.0
33205048,2.0,941.0,216.0,2.0,941.0,216.0,0.0,0.0,0.0
33206013,2.0,1419.0,460.0,2.0,1419.0,460.0,0.0,0.0,0.0
33206020,1.0,898.0,322.0,1.0,898.0,322.0,0.0,0.0,0.0
33206022,1.0,971.0,326.0,1.0,971.0,326.0,0.0,0.0,0.0
33206046,4.0,2804.0,1048.0,4.0,2804.0,1048.0,0.0,0.0,0.0
33207001,2.0,985.0,245.0,2.0,985.0,245.0,0.0,0.0,0.0
33207003,1.0,262.0,123.0,1.0,262.0,123.0,0.0,0.0,0.0
33207004,1.0,282.0,100.0,1.0,282.0,100.0,0.0,0.0,0.0
33207006,1.0,1361.0,354.0,1.0,1361.0,354.0,0.0,0.0,0.0
33207007,2.0,1900.0,436.0,2.0,1900.0,436.0,0.0,0.0,0.0
33207010,2.0,1744.0,501.0,2.0,1744.0,501.0,0.0,0.0,0.0
33207012,1.0,710.0,159.0,1.0,710.0,159.0,0.0,0.0,0.0
33207023,1.0,665.0,205.0,1.0,665.0,205.0,0.0,0.0,0.0
33207027,2.0,1529.0,472.0,2.0,1529.0,472.0,0.0,0.0,0.0
33207029,1.0,601.0,145.0,1.0,601.0,145.0,0.0,0.0,0.0
33207030,1.0,1102.0,335.0,1.0,1102.0,335.0,0.0,0.0,0.0
33207031,1.0,527.0,137.0,1.0,527.0,137.0,0.0,0.0,0.0
33207033,1.0,523.0,146.0,1.0,523.0,146.0,0.0,0.0,0.0
33207036,1.0,229.0,61.0,1.0,229.0,61.0,0.0,0.0,0.0
33207038,1.0,450.0,158.0,1.0,450.0,158.0,0.0,0.0,0.0
33207040,1.0,431.0,122.0,1.0,431.0,122.0,0.0,0.0,0.0
33207041,2.0,1477.0,313.0,2.0,1477.0,313.0,0.0,0.0,0.0
33207042,1.0,424.0,92.0,1.0,424.0,92.0,0.0,0.0,0.0
33207044,1.0,465.0,129.0,1.0,465.0,129.0,0.0,0.0,0.0
33207047,1.0,956.0,280.0,1.0,956.0,280.0,0.0,0.0,0.0
33302019,5.0,3684.0,774.0,5.0,3684.0,774.0,0.0,0.0,0.0
33302038,2.0,1228.0,307.0,2.0,1228.0,307.0,0.0,0.0,0.0
33302060,1.0,1093.0,267.0,1.0,1093.0,267.0,0.0,0.0,0.0
33303001,2.0,966.0,235.0,2.0,966.0,235.0,0.0,0.0,0.0
33303006,1.0,361.0,79.0,1.0,361.0,79.0,0.0,0.0,0.0
33303012,1.0,282.0,68.0,1.0,282.0,68.0,0.0,0.0,0.0
33303017,1.0,586.0,137.0,1.0,586.0,137.0,0.0,0.0,0.0
33303018,1.0,469.0,117.0,1.0,469.0,117.0,0.0,0.0,0.0
33303026,4.0,1883.0,521.0,4.0,1883.0,521.0,0.0,0.0,0.0
33303032,1.0,87.0,31.0,1.0,87.0,31.0,0.0,0.0,0.0
33303041,1.0,370.0,93.0,1.0,370.0,93.0,0.0,0.0,0.0
33303058,1.0,224.0,70.0,1.0,224.0,70.0,0.0,0.0,0.0
33303064,1.0,345.0,72.0,1.0,345.0,72.0,0.0,0.0,0.0
33303074,1.0,126.0,36.0,1.0,126.0,36.0,0.0,0.0,0.0
33303081,1.0,299.0,82.0,1.0,299.0,82.0,0.0,0.0,0.0
33303501,3.0,744.0,218.0,3.0,744.0,218.0,0.0,0.0,0.0
33304005,1.0,111.0,30.0,1.0,111.0,30.0,0.0,0.0,0.0
33304007,1.0,408.0,127.0,1.0,408.0,127.0,0.0,0.0,0.0
33304010,2.0,1389.0,325.0,2.0,1389.0,325.0,0.0,0.0,0.0
33304013,1.0,542.0,139.0,1.0,542.0,139.0,0.0,0.0,0.0
33304022,1.0,398.0,90.0,1.0,398.0,90.0,0.0,0.0,0.0
33304031,1.0,337.0,90.0,1.0,337.0,90.0,0.0,0.0,0.0
33304035,1.0,143.0,33.0,1.0,143.0,33.0,0.0,0.0,0.0
33304039,9.0,3564.0,876.0,9.0,3564.0,876.0,0.0,0.0,0.0
33304040,1.0,613.0,164.0,1.0,613.0,164.0,0.0,0.0,0.0
33304045,1.0,952.0,207.0,1.0,952.0,207.0,0.0,0.0,0.0
33304046,1.0,299.0,48.0,1.0,299.0,48.0,0.0,0.0,0.0
33304047,1.0,449.0,105.0,1.0,449.0,105.0,0.0,0.0,0.0
33304056,1.0,325.0,63.0,1.0,325.0,63.0,0.0,0.0,0.0
33304057,1.0,421.0,104.0,1.0,421.0,104.0,0.0,0.0,0.0
33304062,1.0,131.0,35.0,1.0,131.0,35.0,0.0,0.0,0.0
33304076,1.0,406.0,110.0,1.0,406.0,110.0,0.0,0.0,0.0
33306009,1.0,528.0,174.0,1.0,528.0,174.0,0.0,0.0,0.0
33306011,1.0,273.0,65.0,1.0,273.0,65.0,0.0,0.0,0.0
33306020,1.0,113.0,20.0,1.0,113.0,20.0,0.0,0.0,0.0
33306027,1.0,303.0,79.0,1.0,303.0,79.0,0.0,0.0,0.0
33306030,1.0,404.0,80.0,1.0,404.0,80.0,0.0,0.0,0.0
33306033,1.0,534.0,149.0,1.0,534.0,149.0,0.0,0.0,0.0
33306042,1.0,520.0,153.0,1.0,520.0,153.0,0.0,0.0,0.0
33306048,1.0,750.0,153.0,1.0,750.0,153.0,0.0,0.0,0.0
33306069,1.0,177.0,59.0,1.0,177.0,59.0,0.0,0.0,0.0
33306071,1.0,685.0,183.0,1.0,685.0,183.0,0.0,0.0,0.0
33306075,1.0,440.0,106.0,1.0,440.0,106.0,0.0,0.0,0.0
33306080,1.0,262.0,57.0,1.0,262.0,57.0,0.0,0.0,0.0
33306503,6.0,2510.0,665.0,6.0,2510.0,665.0,0.0,0.0,0.0
33307003,1.0,757.0,199.0,1.0,757.0,199.0,0.0,0.0,0.0
33307004,2.0,228.0,43.0,2.0,228.0,43.0,0.0,0.0,0.0
33307008,1.0,143.0,21.0,1.0,143.0,21.0,0.0,0.0,0.0
33307014,1.0,292.0,42.0,1.0,292.0,42.0,0.0,0.0,0.0
33307016,1.0,72.0,23.0,1.0,72.0,23.0,0.0,0.0,0.0
33307021,1.0,203.0,40.0,1.0,203.0,40.0,0.0,0.0,0.0
33307023,1.0,309.0,49.0,1.0,309.0,49.0,0.0,0.0,0.0
33307024,1.0,187.0,33.0,1.0,187.0,33.0,0.0,0.0,0.0
33307025,1.0,298.0,77.0,1.0,298.0,77.0,0.0,0.0,0.0
33307028,1.0,342.0,85.0,1.0,342.0,85.0,0.0,0.0,0.0
33307034,1.0,294.0,61.0,1.0,294.0,61.0,0.0,0.0,0.0
33307036,1.0,96.0,24.0,1.0,96.0,24.0,0.0,0.0,0.0
33307037,1.0,282.0,68.0,1.0,282.0,68.0,0.0,0.0,0.0
33307043,1.0,242.0,53.0,1.0,242.0,53.0,0.0,0.0,0.0
33307049,1.0,265.0,69.0,1.0,265.0,69.0,0.0,0.0,0.0
33307050,1.0,151.0,37.0,1.0,151.0,37.0,0.0,0.0,0.0
33307051,1.0,301.0,82.0,1.0,301.0,82.0,0.0,0.0,0.0
33307053,1.0,93.0,28.0,1.0,93.0,28.0,0.0,0.0,0.0
33307054,1.0,562.0,143.0,1.0,562.0,143.0,0.0,0.0,0.0
33307055,1.0,171.0,46.0,1.0,171.0,46.0,0.0,0.0,0.0
33307061,1.0,168.0,23.0,1.0,168.0,23.0,0.0,0.0,0.0
33307065,1.0,198.0,46.0,1.0,198.0,46.0,0.0,0.0,0.0
33307066,1.0,181.0,53.0,1.0,181.0,53.0,0.0,0.0,0.0
33307067,1.0,143.0,27.0,1.0,143.0,27.0,0.0,0.0,0.0
33307068,1.0,67.0,14.0,1.0,67.0,14.0,0.0,0.0,0.0
33307072,1.0,60.0,10.0,1.0,60.0,10.0,0.0,0.0,0.0
33307073,1.0,113.0,34.0,1.0,113.0,34.0,0.0,0.0,0.0
33307077,1.0,92.0,31.0,1.0,92.0,31.0,0.0,0.0,0.0
33307078,1.0,113.0,30.0,1.0,113.0,30.0,0.0,0.0,0.0
33307079,1.0,133.0,35.0,1.0,133.0,35.0,0.0,0.0,0.0
33307083,1.0,96.0,21.0,1.0,96.0,21.0,0.0,0.0,0.0
33307084,1.0,132.0,34.0,1.0,132.0,34.0,0.0,0.0,0.0
33307201,1.0,104.0,17.0,1.0,104.0,17.0,0.0,0.0,0.0
33307202,1.0,68.0,9.0,1.0,68.0,9.0,0.0,0.0,0.0
33307203,1.0,104.0,25.0,1.0,104.0,25.0,0.0,0.0,0.0
33307502,7.0,2737.0,659.0,7.0,2737.0,659.0,0.0,0.0,0.0
33400007,15.0,6518.0,1451.0,15.0,6518.0,1451.0,0.0,0.0,0.0
33400501,22.0,8670.0,2415.0,22.0,8670.0,2415.0,0.0,0.0,0.0
33401014,1.0,585.0,183.0,1.0,585.0,183.0,0.0,0.0,0.0
33401023,1.0,1200.0,400.0,1.0,1200.0,400.0,0.0,0.0,0.0
33401036,1.0,1183.0,299.0,1.0,1183.0,299.0,0.0,0.0,0.0
33402002,1.0,1093.0,351.0,1.0,1093.0,351.0,0.0,0.0,0.0
33402008,3.0,2587.0,866.0,3.0,2587.0,866.0,0.0,0.0,0.0
33402021,1.0,1505.0,445.0,1.0,1505.0,445.0,0.0,0.0,0.0
33402027,1.0,366.0,144.0,1.0,366.0,144.0,0.0,0.0,0.0
33403009,2.0,1574.0,493.0,2.0,1574.0,493.0,0.0,0.0,0.0
33403012,4.0,3885.0,1145.0,4.0,3885.0,1145.0,0.0,0.0,0.0
33403022,1.0,1122.0,490.0,1.0,1122.0,490.0,0.0,0.0,0.0
33403024,3.0,2794.0,847.0,3.0,2794.0,847.0,0.0,0.0,0.0
33404004,1.0,421.0,75.0,1.0,421.0,75.0,0.0,0.0,0.0
33404005,2.0,870.0,164.0,2.0,870.0,164.0,0.0,0.0,0.0
33404013,8.0,4664.0,1170.0,8.0,4664.0,1170.0,0.0,0.0,0.0
33404020,1.0,986.0,267.0,1.0,986.0,267.0,0.0,0.0,0.0
33404031,1.0,131.0,29.0,1.0,131.0,29.0,0.0,0.0,0.0
33404034,1.0,615.0,153.0,1.0,615.0,153.0,0.0,0.0,0.0
33405017,4.0,3017.0,745.0,4.0,3017.0,745.0,0.0,0.0,0.0
33405018,2.0,1663.0,357.0,2.0,1663.0,357.0,0.0,0.0,0.0
33405028,2.0,1643.0,418.0,2.0,1643.0,418.0,0.0,0.0,0.0
33405032,1.0,925.0,250.0,1.0,925.0,250.0,0.0,0.0,0.0
33405033,1.0,995.0,185.0,1.0,995.0,185.0,0.0,0.0,0.0
33406011,2.0,1444.0,447.0,2.0,1444.0,447.0,0.0,0.0,0.0
33406015,2.0,1179.0,492.0,2.0,1179.0,492.0,0.0,0.0,0.0
33406016,3.0,1602.0,541.0,3.0,1602.0,541.0,0.0,0.0,0.0
33406025,6.0,4470.0,1381.0,6.0,4470.0,1381.0,0.0,0.0,0.0
33501003,7.0,3168.0,784.0,7.0,3168.0,784.0,0.0,0.0,0.0
33501011,1.0,113.0,43.0,1.0,113.0,43.0,0.0,0.0,0.0
33501201,1.0,400.0,77.0,1.0,400.0,77.0,0.0,0.0,0.0
33501202,1.0,183.0,42.0,1.0,183.0,42.0,0.0,0.0,0.0
33501203,1.0,810.0,231.0,1.0,810.0,231.0,0.0,0.0,0.0
33502004,4.0,3730.0,1097.0,4.0,3730.0,1097.0,0.0,0.0,0.0
33502007,1.0,459.0,124.0,1.0,459.0,124.0,0.0,0.0,0.0
33502010,1.0,501.0,70.0,1.0,501.0,70.0,0.0,0.0,0.0
33502015,3.0,2476.0,604.0,3.0,2476.0,604.0,0.0,0.0,0.0
33502026,3.0,2106.0,563.0,3.0,2106.0,563.0,0.0,0.0,0.0
33502028,1.0,544.0,120.0,1.0,544.0,120.0,0.0,0.0,0.0
33502048,1.0,207.0,64.0,1.0,207.0,64.0,0.0,0.0,0.0
33502205,1.0,628.0,138.0,1.0,628.0,138.0,0.0,0.0,0.0
33508016,6.0,1996.0,632.0,6.0,1996.0,632.0,0.0,0.0,0.0
33508020,2.0,663.0,223.0,2.0,663.0,223.0,0.0,0.0,0.0
33508030,2.0,765.0,255.0,2.0,765.0,255.0,0.0,0.0,0.0
33508038,9.0,3164.0,1199.0,9.0,3164.0,1199.0,0.0,0.0,0.0
33508044,4.0,1230.0,377.0,4.0,1230.0,377.0,0.0,0.0,0.0
33509005,1.0,422.0,103.0,1.0,422.0,103.0,0.0,0.0,0.0
33509006,1.0,249.0,67.0,1.0,249.0,67.0,0.0,0.0,0.0
33509019,1.0,267.0,76.0,1.0,267.0,76.0,0.0,0.0,0.0
33509024,2.0,1001.0,226.0,2.0,1001.0,226.0,0.0,0.0,0.0
33509040,2.0,1825.0,466.0,2.0,1825.0,466.0,0.0,0.0,0.0
33509043,1.0,596.0,160.0,1.0,596.0,160.0,0.0,0.0,0.0
33509049,3.0,2323.0,651.0,3.0,2323.0,651.0,0.0,0.0,0.0
33509501,2.0,795.0,172.0,2.0,795.0,172.0,0.0,0.0,0.0
33510009,1.0,196.0,38.0,1.0,196.0,38.0,0.0,0.0,0.0
33510013,1.0,393.0,82.0,1.0,393.0,82.0,0.0,0.0,0.0
33510014,1.0,403.0,74.0,1.0,403.0,74.0,0.0,0.0,0.0
33510017,2.0,994.0,221.0,2.0,994.0,221.0,0.0,0.0,0.0
33510025,1.0,597.0,97.0,1.0,597.0,97.0,0.0,0.0,0.0
33510029,2.0,1084.0,233.0,2.0,1084.0,233.0,0.0,0.0,0.0
33510033,1.0,615.0,142.0,1.0,615.0,142.0,0.0,0.0,0.0
33510034,5.0,2144.0,533.0,5.0,2144.0,533.0,0.0,0.0,0.0
33510035,5.0,3024.0,732.0,5.0,3024.0,732.0,0.0,0.0,0.0
33510041,1.0,483.0,152.0,1.0,483.0,152.0,0.0,0.0,0.0
33510042,1.0,331.0,90.0,1.0,331.0,90.0,0.0,0.0,0.0
33510046,1.0,227.0,35.0,1.0,227.0,35.0,0.0,0.0,0.0
33511002,2.0,1277.0,448.0,2.0,1277.0,448.0,0.0,0.0,0.0
33511012,1.0,574.0,168.0,1.0,574.0,168.0,0.0,0.0,0.0
33511018,2.0,1230.0,433.0,2.0,1230.0,433.0,0.0,0.0,0.0
33511021,1.0,753.0,212.0,1.0,753.0,212.0,0.0,0.0,0.0
33511022,5.0,3051.0,1017.0,5.0,3051.0,1017.0,0.0,0.0,0.0
33511023,1.0,686.0,221.0,1.0,686.0,221.0,0.0,0.0,0.0
33511027,1.0,406.0,127.0,1.0,406.0,127.0,0.0,0.0,0.0
33511031,1.0,288.0,99.0,1.0,288.0,99.0,0.0,0.0,0.0
33511037,2.0,1572.0,559.0,2.0,1572.0,559.0,0.0,0.0,0.0
33511045,2.0,713.0,177.0,2.0,713.0,177.0,0.0,0.0,0.0
33511047,2.0,1647.0,479.0,2.0,1647.0,479.0,0.0,0.0,0.0
33511204,2.0,851.0,249.0,2.0,851.0,249.0,0.0,0.0,0.0
33608001,1.0,76.0,20.0,1.0,76.0,20.0,0.0,0.0,0.0
33608005,1.0,187.0,29.0,1.0,187.0,29.0,0.0,0.0,0.0
33608012,1.0,102.0,42.0,1.0,102.0,42.0,0.0,0.0,0.0
33608013,1.0,88.0,15.0,1.0,88.0,15.0,0.0,0.0,0.0
33608014,1.0,53.0,12.0,1.0,53.0,12.0,0.0,0.0,0.0
33608019,1.0,219.0,42.0,1.0,219.0,42.0,0.0,0.0,0.0
33608023,1.0,236.0,57.0,1.0,236.0,57.0,0.0,0.0,0.0
33608029,1.0,144.0,46.0,1.0,144.0,46.0,0.0,0.0,0.0
33608030,1.0,292.0,48.0,1.0,292.0,48.0,0.0,0.0,0.0
33608033,1.0,229.0,54.0,1.0,229.0,54.0,0.0,0.0,0.0
33608035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33608036,1.0,303.0,72.0,1.0,303.0,72.0,0.0,0.0,0.0
33608038,1.0,133.0,32.0,1.0,133.0,32.0,0.0,0.0,0.0
33608040,1.0,98.0,32.0,1.0,98.0,32.0,0.0,0.0,0.0
33608042,1.0,180.0,34.0,1.0,180.0,34.0,0.0,0.0,0.0
33608043,1.0,206.0,56.0,1.0,206.0,56.0,0.0,0.0,0.0
33608044,1.0,137.0,40.0,1.0,137.0,40.0,0.0,0.0,0.0
33608045,1.0,189.0,45.0,1.0,189.0,45.0,0.0,0.0,0.0
33608048,1.0,439.0,94.0,1.0,439.0,94.0,0.0,0.0,0.0
33608049,1.0,141.0,54.0,1.0,141.0,54.0,0.0,0.0,0.0
33608050,1.0,101.0,19.0,1.0,101.0,19.0,0.0,0.0,0.0
33608053,1.0,413.0,98.0,1.0,413.0,98.0,0.0,0.0,0.0
33608057,1.0,151.0,42.0,1.0,151.0,42.0,0.0,0.0,0.0
33608058,1.0,945.0,261.0,1.0,945.0,261.0,0.0,0.0,0.0
33608060,1.0,236.0,68.0,1.0,236.0,68.0,0.0,0.0,0.0
33608061,1.0,271.0,75.0,1.0,271.0,75.0,0.0,0.0,0.0
33608062,1.0,112.0,44.0,1.0,112.0,44.0,0.0,0.0,0.0
33608065,1.0,63.0,11.0,1.0,63.0,11.0,0.0,0.0,0.0
33608069,1.0,324.0,62.0,1.0,324.0,62.0,0.0,0.0,0.0
33608073,1.0,159.0,33.0,1.0,159.0,33.0,0.0,0.0,0.0
33608074,1.0,440.0,79.0,1.0,440.0,79.0,0.0,0.0,0.0
33608075,1.0,562.0,130.0,1.0,562.0,130.0,0.0,0.0,0.0
33608085,1.0,156.0,41.0,1.0,156.0,41.0,0.0,0.0,0.0
33608086,1.0,102.0,19.0,1.0,102.0,19.0,0.0,0.0,0.0
33608087,1.0,357.0,87.0,1.0,357.0,87.0,0.0,0.0,0.0
33608090,1.0,198.0,26.0,1.0,198.0,26.0,0.0,0.0,0.0
33608095,3.0,574.0,97.0,3.0,574.0,97.0,0.0,0.0,0.0
33608100,1.0,43.0,14.0,1.0,43.0,14.0,0.0,0.0,0.0
33608104,1.0,226.0,50.0,1.0,226.0,50.0,0.0,0.0,0.0
33608105,1.0,931.0,213.0,1.0,931.0,213.0,0.0,0.0,0.0
33609004,1.0,768.0,142.0,1.0,768.0,142.0,0.0,0.0,0.0
33609008,1.0,222.0,41.0,1.0,222.0,41.0,0.0,0.0,0.0
33609010,1.0,1026.0,223.0,1.0,1026.0,223.0,0.0,0.0,0.0
33609011,1.0,1151.0,387.0,1.0,1151.0,387.0,0.0,0.0,0.0
33609016,1.0,464.0,100.0,1.0,464.0,100.0,0.0,0.0,0.0
33609017,1.0,447.0,90.0,1.0,447.0,90.0,0.0,0.0,0.0
33609027,1.0,281.0,60.0,1.0,281.0,60.0,0.0,0.0,0.0
33609031,1.0,679.0,195.0,1.0,679.0,195.0,0.0,0.0,0.0
33609032,1.0,551.0,111.0,1.0,551.0,111.0,0.0,0.0,0.0
33609037,1.0,176.0,45.0,1.0,176.0,45.0,0.0,0.0,0.0
33609041,1.0,730.0,126.0,1.0,730.0,126.0,0.0,0.0,0.0
33609047,1.0,325.0,48.0,1.0,325.0,48.0,0.0,0.0,0.0
33609054,1.0,398.0,79.0,1.0,398.0,79.0,0.0,0.0,0.0
33609056,1.0,263.0,58.0,1.0,263.0,58.0,0.0,0.0,0.0
33609064,1.0,690.0,202.0,1.0,690.0,202.0,0.0,0.0,0.0
33609076,1.0,406.0,84.0,1.0,406.0,84.0,0.0,0.0,0.0
33609082,1.0,269.0,57.0,1.0,269.0,57.0,0.0,0.0,0.0
33609092,4.0,2628.0,889.0,4.0,2628.0,889.0,0.0,0.0,0.0
33609096,1.0,440.0,85.0,1.0,440.0,85.0,0.0,0.0,0.0
33609101,1.0,393.0,68.0,1.0,393.0,68.0,0.0,0.0,0.0
33609102,4.0,2360.0,590.0,4.0,2360.0,590.0,0.0,0.0,0.0
33609107,1.0,358.0,78.0,1.0,358.0,78.0,0.0,0.0,0.0
33609501,1.0,283.0,51.0,1.0,283.0,51.0,0.0,0.0,0.0
33610002,1.0,90.0,20.0,1.0,90.0,20.0,0.0,0.0,0.0
33610003,3.0,1437.0,332.0,3.0,1437.0,332.0,0.0,0.0,0.0
33610006,1.0,225.0,66.0,1.0,225.0,66.0,0.0,0.0,0.0
33610009,1.0,388.0,98.0,1.0,388.0,98.0,0.0,0.0,0.0
