ags,public_precincts,public_valid_zweit,public_cdu_zweit,official_precincts,official_valid_zweit,official_cdu_zweit,valid_diff,cdu_diff,precinct_diff
33610015,1.0,173.0,35.0,1.0,173.0,35.0,0.0,0.0,0.0
33610018,1.0,102.0,22.0,1.0,102.0,22.0,0.0,0.0,0.0
33610021,1.0,52.0,2.0,1.0,52.0,2.0,0.0,0.0,0.0
33610022,1.0,315.0,74.0,1.0,315.0,74.0,0.0,0.0,0.0
33610024,1.0,374.0,77.0,1.0,374.0,77.0,0.0,0.0,0.0
33610025,1.0,205.0,39.0,1.0,205.0,39.0,0.0,0.0,0.0
33610034,1.0,416.0,92.0,1.0,416.0,92.0,0.0,0.0,0.0
33610039,1.0,281.0,45.0,1.0,281.0,45.0,0.0,0.0,0.0
33610046,1.0,139.0,34.0,1.0,139.0,34.0,0.0,0.0,0.0
33610051,1.0,194.0,54.0,1.0,194.0,54.0,0.0,0.0,0.0
33610052,1.0,462.0,109.0,1.0,462.0,109.0,0.0,0.0,0.0
33610055,6.0,2195.0,610.0,6.0,2195.0,610.0,0.0,0.0,0.0
33610066,1.0,205.0,44.0,1.0,205.0,44.0,0.0,0.0,0.0
33610067,1.0,175.0,45.0,1.0,175.0,45.0,0.0,0.0,0.0
33610068,1.0,138.0,45.0,1.0,138.0,45.0,0.0,0.0,0.0
33610070,1.0,130.0,21.0,1.0,130.0,21.0,0.0,0.0,0.0
33610071,1.0,138.0,33.0,1.0,138.0,33.0,0.0,0.0,0.0
33610077,1.0,532.0,101.0,1.0,532.0,101.0,0.0,0.0,0.0
33610079,1.0,806.0,187.0,1.0,806.0,187.0,0.0,0.0,0.0
33610081,1.0,89.0,32.0,1.0,89.0,32.0,0.0,0.0,0.0
33610084,1.0,328.0,70.0,1.0,328.0,70.0,0.0,0.0,0.0
33610088,1.0,248.0,67.0,1.0,248.0,67.0,0.0,0.0,0.0
33610089,1.0,174.0,38.0,1.0,174.0,38.0,0.0,0.0,0.0
33610091,1.0,274.0,56.0,1.0,274.0,56.0,0.0,0.0,0.0
33610094,1.0,184.0,34.0,1.0,184.0,34.0,0.0,0.0,0.0
33610097,1.0,309.0,80.0,1.0,309.0,80.0,0.0,0.0,0.0
33610098,1.0,409.0,106.0,1.0,409.0,106.0,0.0,0.0,0.0
33610099,1.0,391.0,95.0,1.0,391.0,95.0,0.0,0.0,0.0
33610103,1.0,97.0,19.0,1.0,97.0,19.0,0.0,0.0,0.0
33610106,1.0,444.0,99.0,1.0,444.0,99.0,0.0,0.0,0.0
33701017,1.0,246.0,46.0,1.0,246.0,46.0,0.0,0.0,0.0
33701024,1.0,498.0,126.0,1.0,498.0,126.0,0.0,0.0,0.0
33701033,1.0,774.0,215.0,1.0,774.0,215.0,0.0,0.0,0.0
33701054,1.0,125.0,22.0,1.0,125.0,22.0,0.0,0.0,0.0
33701064,1.0,529.0,133.0,1.0,529.0,133.0,0.0,0.0,0.0
33701067,1.0,371.0,53.0,1.0,371.0,53.0,0.0,0.0,0.0
33701074,1.0,413.0,105.0,1.0,413.0,105.0,0.0,0.0,0.0
33701078,1.0,344.0,96.0,1.0,344.0,96.0,0.0,0.0,0.0
33701080,1.0,221.0,67.0,1.0,221.0,67.0,0.0,0.0,0.0
33701081,1.0,219.0,64.0,1.0,219.0,64.0,0.0,0.0,0.0
33701083,1.0,644.0,197.0,1.0,644.0,197.0,0.0,0.0,0.0
33701501,8.0,3544.0,853.0,8.0,3544.0,853.0,0.0,0.0,0.0
33702006,1.0,405.0,87.0,1.0,405.0,87.0,0.0,0.0,0.0
33702008,1.0,370.0,124.0,1.0,370.0,124.0,0.0,0.0,0.0
33702013,1.0,138.0,37.0,1.0,138.0,37.0,0.0,0.0,0.0
33702018,1.0,395.0,73.0,1.0,395.0,73.0,0.0,0.0,0.0
33702019,1.0,522.0,115.0,1.0,522.0,115.0,0.0,0.0,0.0
33702029,1.0,536.0,150.0,1.0,536.0,150.0,0.0,0.0,0.0
33702037,1.0,150.0,20.0,1.0,150.0,20.0,0.0,0.0,0.0
33702045,1.0,583.0,143.0,1.0,583.0,143.0,0.0,0.0,0.0
33702046,1.0,591.0,131.0,1.0,591.0,131.0,0.0,0.0,0.0
33702049,1.0,1357.0,318.0,1.0,1357.0,318.0,0.0,0.0,0.0
33702055,1.0,282.0,61.0,1.0,282.0,61.0,0.0,0.0,0.0
33702056,1.0,218.0,53.0,1.0,218.0,53.0,0.0,0.0,0.0
33702058,1.0,266.0,46.0,1.0,266.0,46.0,0.0,0.0,0.0
33702059,1.0,694.0,159.0,1.0,694.0,159.0,0.0,0.0,0.0
33702060,1.0,77.0,16.0,1.0,77.0,16.0,0.0,0.0,0.0
33702062,1.0,490.0,126.0,1.0,490.0,126.0,0.0,0.0,0.0
33702071,1.0,900.0,199.0,1.0,900.0,199.0,0.0,0.0,0.0
33702072,1.0,378.0,134.0,1.0,378.0,134.0,0.0,0.0,0.0
33702076,1.0,1098.0,306.0,1.0,1098.0,306.0,0.0,0.0,0.0
33702079,1.0,370.0,42.0,1.0,370.0,42.0,0.0,0.0,0.0
33703002,1.0,567.0,139.0,1.0,567.0,139.0,0.0,0.0,0.0
33703011,1.0,473.0,160.0,1.0,473.0,160.0,0.0,0.0,0.0
33703015,1.0,506.0,187.0,1.0,506.0,187.0,0.0,0.0,0.0
33703020,5.0,3318.0,880.0,5.0,3318.0,880.0,0.0,0.0,0.0
33703021,2.0,1470.0,553.0,2.0,1470.0,553.0,0.0,0.0,0.0
33703025,1.0,253.0,95.0,1.0,253.0,95.0,0.0,0.0,0.0
33703027,1.0,631.0,170.0,1.0,631.0,170.0,0.0,0.0,0.0
33703028,1.0,389.0,122.0,1.0,389.0,122.0,0.0,0.0,0.0
33703032,1.0,975.0,228.0,1.0,975.0,228.0,0.0,0.0,0.0
33703035,1.0,387.0,135.0,1.0,387.0,135.0,0.0,0.0,0.0
33703036,1.0,557.0,222.0,1.0,557.0,222.0,0.0,0.0,0.0
33703048,1.0,216.0,71.0,1.0,216.0,71.0,0.0,0.0,0.0
33703066,1.0,690.0,205.0,1.0,690.0,205.0,0.0,0.0,0.0
33703069,1.0,533.0,201.0,1.0,533.0,201.0,0.0,0.0,0.0
33703077,1.0,583.0,190.0,1.0,583.0,190.0,0.0,0.0,0.0
33703084,1.0,374.0,138.0,1.0,374.0,138.0,0.0,0.0,0.0
33704038,6.0,6167.0,2201.0,6.0,6167.0,2201.0,0.0,0.0,0.0
33704039,1.0,332.0,104.0,1.0,332.0,104.0,0.0,0.0,0.0
33704044,1.0,1294.0,297.0,1.0,1294.0,297.0,0.0,0.0,0.0
33704068,1.0,1041.0,223.0,1.0,1041.0,223.0,0.0,0.0,0.0
33705007,2.0,2315.0,422.0,2.0,2315.0,422.0,0.0,0.0,0.0
33705009,1.0,484.0,151.0,1.0,484.0,151.0,0.0,0.0,0.0
33705012,1.0,439.0,101.0,1.0,439.0,101.0,0.0,0.0,0.0
33705022,1.0,393.0,135.0,1.0,393.0,135.0,0.0,0.0,0.0
33705026,1.0,581.0,139.0,1.0,581.0,139.0,0.0,0.0,0.0
33705031,1.0,506.0,150.0,1.0,506.0,150.0,0.0,0.0,0.0
33705040,2.0,505.0,127.0,2.0,505.0,127.0,0.0,0.0,0.0
33705042,1.0,697.0,192.0,1.0,697.0,192.0,0.0,0.0,0.0
33705043,1.0,613.0,129.0,1.0,613.0,129.0,0.0,0.0,0.0
33705050,1.0,305.0,86.0,1.0,305.0,86.0,0.0,0.0,0.0
33705051,1.0,320.0,87.0,1.0,320.0,87.0,0.0,0.0,0.0
33705065,1.0,364.0,134.0,1.0,364.0,134.0,0.0,0.0,0.0
33705073,1.0,666.0,142.0,1.0,666.0,142.0,0.0,0.0,0.0
33705082,1.0,358.0,133.0,1.0,358.0,133.0,0.0,0.0,0.0
33706047,1.0,1218.0,426.0,1.0,1218.0,426.0,0.0,0.0,0.0
33706052,2.0,2656.0,969.0,2.0,2656.0,969.0,0.0,0.0,0.0
33706070,1.0,1002.0,438.0,1.0,1002.0,438.0,0.0,0.0,0.0
33707014,1.0,936.0,319.0,1.0,936.0,319.0,0.0,0.0,0.0
33707023,1.0,1266.0,344.0,1.0,1266.0,344.0,0.0,0.0,0.0
33707041,1.0,1370.0,385.0,1.0,1370.0,385.0,0.0,0.0,0.0
33707061,3.0,3477.0,1010.0,3.0,3477.0,1010.0,0.0,0.0,0.0
33800004,8.0,5088.0,1475.0,8.0,5088.0,1475.0,0.0,0.0,0.0
33800005,9.0,6049.0,1683.0,9.0,6049.0,1683.0,0.0,0.0,0.0
33800017,12.0,6290.0,2048.0,12.0,6290.0,2048.0,0.0,0.0,0.0
33800019,11.0,6347.0,1846.0,11.0,6347.0,1846.0,0.0,0.0,0.0
33800025,9.0,9691.0,3035.0,9.0,9691.0,3035.0,0.0,0.0,0.0
33801006,6.0,3922.0,1373.0,6.0,3922.0,1373.0,0.0,0.0,0.0
33801014,4.0,1763.0,543.0,4.0,1763.0,543.0,0.0,0.0,0.0
33801022,4.0,1694.0,544.0,4.0,1694.0,544.0,0.0,0.0,0.0
33804003,2.0,1693.0,472.0,2.0,1693.0,472.0,0.0,0.0,0.0
33804008,2.0,1355.0,420.0,2.0,1355.0,420.0,0.0,0.0,0.0
33804018,6.0,3870.0,1219.0,6.0,3870.0,1219.0,0.0,0.0,0.0
33806002,2.0,1642.0,518.0,2.0,1642.0,518.0,0.0,0.0,0.0
33806009,1.0,781.0,231.0,1.0,781.0,231.0,0.0,0.0,0.0
33806012,2.0,1745.0,551.0,2.0,1745.0,551.0,0.0,0.0,0.0
33806013,1.0,716.0,207.0,1.0,716.0,207.0,0.0,0.0,0.0
33806015,1.0,504.0,148.0,1.0,504.0,148.0,0.0,0.0,0.0
33807007,2.0,3394.0,1143.0,2.0,3394.0,1143.0,0.0,0.0,0.0
33807010,1.0,1243.0,312.0,1.0,1243.0,312.0,0.0,0.0,0.0
33807011,2.0,1710.0,660.0,2.0,1710.0,660.0,0.0,0.0,0.0
33807023,3.0,5352.0,1694.0,3.0,5352.0,1694.0,0.0,0.0,0.0
33808001,3.0,4131.0,1133.0,3.0,4131.0,1133.0,0.0,0.0,0.0
33808020,3.0,3722.0,1064.0,3.0,3722.0,1064.0,0.0,0.0,0.0
33808021,2.0,1862.0,648.0,2.0,1862.0,648.0,0.0,0.0,0.0
33808026,3.0,3128.0,998.0,3.0,3128.0,998.0,0.0,0.0,0.0
33900009,6.0,3985.0,1277.0,6.0,3985.0,1277.0,0.0,0.0,0.0
33900030,58.0,18146.0,5529.0,58.0,18146.0,5529.0,0.0,0.0,0.0
33901003,5.0,973.0,285.0,5.0,973.0,285.0,0.0,0.0,0.0
33901007,1.0,84.0,28.0,1.0,84.0,28.0,0.0,0.0,0.0
33901036,1.0,177.0,36.0,1.0,177.0,36.0,0.0,0.0,0.0
33901038,2.0,1531.0,446.0,2.0,1531.0,446.0,0.0,0.0,0.0
33901040,1.0,391.0,106.0,1.0,391.0,106.0,0.0,0.0,0.0
33901044,1.0,474.0,130.0,1.0,474.0,130.0,0.0,0.0,0.0
33901045,1.0,298.0,105.0,1.0,298.0,105.0,0.0,0.0,0.0
33901058,1.0,497.0,155.0,1.0,497.0,155.0,0.0,0.0,0.0
33901062,6.0,2534.0,795.0,6.0,2534.0,795.0,0.0,0.0,0.0
33901063,3.0,1598.0,478.0,3.0,1598.0,478.0,0.0,0.0,0.0
33902006,8.0,4533.0,1512.0,8.0,4533.0,1512.0,0.0,0.0,0.0
33902020,2.0,1280.0,452.0,2.0,1280.0,452.0,0.0,0.0,0.0
33902026,2.0,1361.0,443.0,2.0,1361.0,443.0,0.0,0.0,0.0
33902034,2.0,1399.0,505.0,2.0,1399.0,505.0,0.0,0.0,0.0
33902039,6.0,2990.0,879.0,6.0,2990.0,879.0,0.0,0.0,0.0
33903001,2.0,871.0,277.0,2.0,871.0,277.0,0.0,0.0,0.0
33903008,1.0,486.0,141.0,1.0,486.0,141.0,0.0,0.0,0.0
33903016,1.0,394.0,117.0,1.0,394.0,117.0,0.0,0.0,0.0
33903019,6.0,3838.0,1290.0,6.0,3838.0,1290.0,0.0,0.0,0.0
33903041,1.0,369.0,105.0,1.0,369.0,105.0,0.0,0.0,0.0
33903046,1.0,586.0,172.0,1.0,586.0,172.0,0.0,0.0,0.0
33903048,2.0,1513.0,547.0,2.0,1513.0,547.0,0.0,0.0,0.0
33903051,2.0,1504.0,473.0,2.0,1504.0,473.0,0.0,0.0,0.0
33906017,4.0,1959.0,568.0,4.0,1959.0,568.0,0.0,0.0,0.0
33906031,2.0,980.0,323.0,2.0,980.0,323.0,0.0,0.0,0.0
33906032,6.0,2015.0,723.0,6.0,2015.0,723.0,0.0,0.0,0.0
33906042,10.0,5465.0,1667.0,10.0,5465.0,1667.0,0.0,0.0,0.0
33906047,6.0,2446.0,750.0,6.0,2446.0,750.0,0.0,0.0,0.0
33906054,2.0,679.0,242.0,2.0,679.0,242.0,0.0,0.0,0.0
33906057,7.0,2843.0,917.0,7.0,2843.0,917.0,0.0,0.0,0.0
33906067,5.0,2232.0,763.0,5.0,2232.0,763.0,0.0,0.0,0.0
33907010,1.0,641.0,177.0,1.0,641.0,177.0,0.0,0.0,0.0
33907011,1.0,861.0,234.0,1.0,861.0,234.0,0.0,0.0,0.0
33907012,2.0,1304.0,301.0,2.0,1304.0,301.0,0.0,0.0,0.0
33907013,1.0,580.0,178.0,1.0,580.0,178.0,0.0,0.0,0.0
33907015,1.0,332.0,109.0,1.0,332.0,109.0,0.0,0.0,0.0
33907018,1.0,461.0,147.0,1.0,461.0,147.0,0.0,0.0,0.0
33907024,2.0,2183.0,607.0,2.0,2183.0,607.0,0.0,0.0,0.0
33907025,1.0,939.0,267.0,1.0,939.0,267.0,0.0,0.0,0.0
33907028,1.0,379.0,97.0,1.0,379.0,97.0,0.0,0.0,0.0
33907033,1.0,814.0,253.0,1.0,814.0,253.0,0.0,0.0,0.0
33907035,1.0,343.0,99.0,1.0,343.0,99.0,0.0,0.0,0.0
33907037,2.0,1752.0,516.0,2.0,1752.0,516.0,0.0,0.0,0.0
33907049,4.0,3766.0,897.0,4.0,3766.0,897.0,0.0,0.0,0.0
33907053,1.0,927.0,265.0,1.0,927.0,265.0,0.0,0.0,0.0
33907059,1.0,665.0,191.0,1.0,665.0,191.0,0.0,0.0,0.0
33907060,2.0,1679.0,491.0,2.0,1679.0,491.0,0.0,0.0,0.0
33907064,1.0,441.0,140.0,1.0,441.0,140.0,0.0,0.0,0.0
33907066,1.0,189.0,64.0,1.0,189.0,64.0,0.0,0.0,0.0
33907201,1.0,527.0,155.0,1.0,527.0,155.0,0.0,0.0,0.0
33908002,1.0,511.0,144.0,1.0,511.0,144.0,0.0,0.0,0.0
33908004,1.0,368.0,125.0,1.0,368.0,125.0,0.0,0.0,0.0
33908021,2.0,1862.0,496.0,2.0,1862.0,496.0,0.0,0.0,0.0
33908022,2.0,664.0,177.0,2.0,664.0,177.0,0.0,0.0,0.0
33908029,1.0,452.0,135.0,1.0,452.0,135.0,0.0,0.0,0.0
33908050,1.0,457.0,94.0,1.0,457.0,94.0,0.0,0.0,0.0
33908056,2.0,1910.0,508.0,2.0,1910.0,508.0,0.0,0.0,0.0
33908065,1.0,354.0,92.0,1.0,354.0,92.0,0.0,0.0,0.0
33908068,1.0,372.0,105.0,1.0,372.0,105.0,0.0,0.0,0.0
33908202,1.0,481.0,156.0,1.0,481.0,156.0,0.0,0.0,0.0
34001001,1.0,193.0,65.0,1.0,193.0,65.0,0.0,0.0,0.0
34001002,1.0,721.0,161.0,1.0,721.0,161.0,0.0,0.0,0.0
34001004,2.0,2515.0,890.0,2.0,2515.0,890.0,0.0,0.0,0.0
34001009,1.0,769.0,279.0,1.0,769.0,279.0,0.0,0.0,0.0
34001011,2.0,856.0,294.0,2.0,856.0,294.0,0.0,0.0,0.0
34001021,1.0,52.0,9.0,1.0,52.0,9.0,0.0,0.0,0.0
34001029,1.0,459.0,143.0,1.0,459.0,143.0,0.0,0.0,0.0
34001033,1.0,170.0,44.0,1.0,170.0,44.0,0.0,0.0,0.0
34001034,1.0,92.0,25.0,1.0,92.0,25.0,0.0,0.0,0.0
34001039,1.0,256.0,51.0,1.0,256.0,51.0,0.0,0.0,0.0
34001043,1.0,336.0,93.0,1.0,336.0,93.0,0.0,0.0,0.0
34001045,2.0,261.0,93.0,2.0,261.0,93.0,0.0,0.0,0.0
34001501,1.0,970.0,346.0,1.0,970.0,346.0,0.0,0.0,0.0
34001502,1.0,636.0,190.0,1.0,636.0,190.0,0.0,0.0,0.0
34002005,1.0,121.0,23.0,1.0,121.0,23.0,0.0,0.0,0.0
34002006,1.0,111.0,11.0,1.0,111.0,11.0,0.0,0.0,0.0
34002014,2.0,2346.0,868.0,2.0,2346.0,868.0,0.0,0.0,0.0
34002020,2.0,881.0,269.0,2.0,881.0,269.0,0.0,0.0,0.0
34002030,1.0,326.0,98.0,1.0,326.0,98.0,0.0,0.0,0.0
34002047,1.0,359.0,115.0,1.0,359.0,115.0,0.0,0.0,0.0
34002049,1.0,447.0,78.0,1.0,447.0,78.0,0.0,0.0,0.0
34002057,2.0,567.0,114.0,2.0,567.0,114.0,0.0,0.0,0.0
34003008,2.0,719.0,225.0,2.0,719.0,225.0,0.0,0.0,0.0
34003019,1.0,189.0,61.0,1.0,189.0,61.0,0.0,0.0,0.0
34003026,1.0,427.0,131.0,1.0,427.0,131.0,0.0,0.0,0.0
34003028,6.0,2112.0,433.0,6.0,2112.0,433.0,0.0,0.0,0.0
34003036,1.0,405.0,140.0,1.0,405.0,140.0,0.0,0.0,0.0
34003040,1.0,896.0,251.0,1.0,896.0,251.0,0.0,0.0,0.0
34003048,1.0,200.0,68.0,1.0,200.0,68.0,0.0,0.0,0.0
34003052,2.0,700.0,228.0,2.0,700.0,228.0,0.0,0.0,0.0
34003053,1.0,973.0,343.0,1.0,973.0,343.0,0.0,0.0,0.0
34003205,1.0,461.0,128.0,1.0,461.0,128.0,0.0,0.0,0.0
34004003,1.0,836.0,352.0,1.0,836.0,352.0,0.0,0.0,0.0
34004007,1.0,566.0,167.0,1.0,566.0,167.0,0.0,0.0,0.0
34004027,1.0,575.0,187.0,1.0,575.0,187.0,0.0,0.0,0.0
34004031,1.0,754.0,253.0,1.0,754.0,253.0,0.0,0.0,0.0
34004032,2.0,1622.0,581.0,2.0,1622.0,581.0,0.0,0.0,0.0
34004038,7.0,3567.0,1245.0,7.0,3567.0,1245.0,0.0,0.0,0.0
34006012,1.0,460.0,134.0,1.0,460.0,134.0,0.0,0.0,0.0
34006015,1.0,1236.0,406.0,1.0,1236.0,406.0,0.0,0.0,0.0
34006016,1.0,1114.0,441.0,1.0,1114.0,441.0,0.0,0.0,0.0
34006022,1.0,703.0,177.0,1.0,703.0,177.0,0.0,0.0,0.0
34006025,1.0,337.0,120.0,1.0,337.0,120.0,0.0,0.0,0.0
34006044,1.0,526.0,127.0,1.0,526.0,127.0,0.0,0.0,0.0
34006050,1.0,212.0,73.0,1.0,212.0,73.0,0.0,0.0,0.0
34006054,3.0,2515.0,788.0,3.0,2515.0,788.0,0.0,0.0,0.0
34008201,1.0,405.0,89.0,1.0,405.0,89.0,0.0,0.0,0.0
34008202,1.0,402.0,81.0,1.0,402.0,81.0,0.0,0.0,0.0
34008203,2.0,1179.0,389.0,2.0,1179.0,389.0,0.0,0.0,0.0
34008206,4.0,2763.0,932.0,4.0,2763.0,932.0,0.0,0.0,0.0
34008207,2.0,815.0,188.0,2.0,815.0,188.0,0.0,0.0,0.0
34008208,1.0,196.0,79.0,1.0,196.0,79.0,0.0,0.0,0.0
34008209,1.0,186.0,57.0,1.0,186.0,57.0,0.0,0.0,0.0
34008210,1.0,349.0,94.0,1.0,349.0,94.0,0.0,0.0,0.0
34008211,2.0,853.0,212.0,2.0,853.0,212.0,0.0,0.0,0.0
34008212,1.0,375.0,91.0,1.0,375.0,91.0,0.0,0.0,0.0
34008213,1.0,253.0,71.0,1.0,253.0,71.0,0.0,0.0,0.0
34008214,1.0,428.0,138.0,1.0,428.0,138.0,0.0,0.0,0.0
34008218,1.0,208.0,45.0,1.0,208.0,45.0,0.0,0.0,0.0
34008221,1.0,252.0,77.0,1.0,252.0,77.0,0.0,0.0,0.0
34008223,1.0,231.0,68.0,1.0,231.0,68.0,0.0,0.0,0.0
34008226,1.0,186.0,48.0,1.0,186.0,48.0,0.0,0.0,0.0
34008227,1.0,282.0,86.0,1.0,282.0,86.0,0.0,0.0,0.0
34009017,1.0,481.0,113.0,1.0,481.0,113.0,0.0,0.0,0.0
34009018,1.0,133.0,44.0,1.0,133.0,44.0,0.0,0.0,0.0
34009023,1.0,459.0,100.0,1.0,459.0,100.0,0.0,0.0,0.0
34009024,1.0,540.0,136.0,1.0,540.0,136.0,0.0,0.0,0.0
34009035,1.0,402.0,130.0,1.0,402.0,130.0,0.0,0.0,0.0
34009037,1.0,507.0,183.0,1.0,507.0,183.0,0.0,0.0,0.0
34009041,1.0,193.0,74.0,1.0,193.0,74.0,0.0,0.0,0.0
34009042,1.0,136.0,49.0,1.0,136.0,49.0,0.0,0.0,0.0
34009051,3.0,1680.0,460.0,3.0,1680.0,460.0,0.0,0.0,0.0
34009055,3.0,863.0,381.0,3.0,863.0,381.0,0.0,0.0,0.0
34009204,1.0,131.0,52.0,1.0,131.0,52.0,0.0,0.0,0.0
34009215,1.0,266.0,116.0,1.0,266.0,116.0,0.0,0.0,0.0
34009216,1.0,96.0,26.0,1.0,96.0,26.0,0.0,0.0,0.0
34009217,1.0,634.0,241.0,1.0,634.0,241.0,0.0,0.0,0.0
34009219,2.0,866.0,262.0,2.0,866.0,262.0,0.0,0.0,0.0
34009220,1.0,504.0,175.0,1.0,504.0,175.0,0.0,0.0,0.0
34009222,2.0,1146.0,266.0,2.0,1146.0,266.0,0.0,0.0,0.0
34009224,1.0,235.0,100.0,1.0,235.0,100.0,0.0,0.0,0.0
34009225,1.0,545.0,216.0,1.0,545.0,216.0,0.0,0.0,0.0
34009228,1.0,277.0,56.0,1.0,277.0,56.0,0.0,0.0,0.0
13101001,3.0,1419.0,636.0,3.0,1419.0,635.0,0.0,-1.0,0.0
33900005,25.0,12348.0,3721.0,25.0,12348.0,3711.0,0.0,-10.0,0.0
31100000,55.0,19258.0,5484.0,55.0,19257.0,5484.0,-1.0,0.0,0.0
33701001,2.0,1090.0,274.0,2.0,1089.0,274.0,-1.0,0.0,0.0
23508119,1.0,700.0,222.0,1.0,699.0,221.0,-1.0,-1.0,0.0
31400000,145.0,50601.0,12623.0,145.0,50600.0,12622.0,-1.0,-1.0,0.0
33401001,4.0,4678.0,1338.0,4.0,4677.0,1337.0,-1.0,-1.0,0.0
14008079,1.0,243.0,78.0,1.0,241.0,78.0,-2.0,0.0,0.0
13400045,30.0,12977.0,3608.0,30.0,12975.0,3606.0,-2.0,-2.0,0.0
13401007,1.0,282.0,65.0,1.0,280.0,63.0,-2.0,-2.0,0.0
31500000,199.0,105426.0,25291.0,199.0,105423.0,25298.0,-3.0,7.0,0.0
13100007,24.0,13857.0,5817.0,24.0,13854.0,5818.0,-3.0,1.0,0.0
33806016,5.0,3708.0,1107.0,5.0,3705.0,1103.0,-3.0,-4.0,0.0
33907043,4.0,4545.0,1305.0,4.0,4541.0,1306.0,-4.0,1.0,0.0
23504103,1.0,1338.0,421.0,1.0,1334.0,418.0,-4.0,-3.0,0.0
