party,erst,zweit
Die Linke,24.10442146499476,25.723475341167866
CDU,20.23331807029882,18.78032834117341
AfD,15.792053889480385,16.075253624995153
GRÜNE,16.488483287534933,14.369552811068079
SPD,13.758482278055308,12.142639472969753
BSW,4.1700432179979625,4.701495431702709
FDP,2.2322885126237937,2.5450042386263525
Tierschutzpartei,0.5673163960127228,2.1112237717679783
Volt,2.2443353413240246,2.0825784145875237
