row_key,time,previous_time,delta_valid,delta_reported,fixed_reported_count,party_deltas
berlin:WAHLKREIS:3,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,1476,3,False,"{""CDU"": 255, ""SPD"": 172, ""GRÜNE"": 404, ""Die Linke"": 405, ""AfD"": 61, ""FDP"": 57, ""Tierschutzpartei"": 25, ""Die PARTEI"": 9, ""Volt"": 52, ""Die Urbane."": 1, ""ÖDP"": 1, ""BSW"": 30, ""PdF"": 4}"
berlin:WAHLKREIS:4,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,538,1,False,"{""CDU"": 60, ""SPD"": 53, ""GRÜNE"": 126, ""Die Linke"": 209, ""AfD"": 18, ""FDP"": 15, ""Tierschutzpartei"": 8, ""Die PARTEI"": 9, ""Volt"": 10, ""DKP"": 2, ""BSW"": 24, ""PdF"": 4}"
berlin:WAHLKREIS:5,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,340,1,False,"{""CDU"": 37, ""SPD"": 43, ""GRÜNE"": 50, ""Die Linke"": 143, ""AfD"": 38, ""FDP"": 4, ""Tierschutzpartei"": 6, ""Die PARTEI"": 2, ""Volt"": 2, ""DKP"": 1, ""BSW"": 13, ""PdF"": 1}"
berlin:WAHLKREIS:7,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,314,1,False,"{""CDU"": 19, ""SPD"": 34, ""GRÜNE"": 63, ""Die Linke"": 155, ""AfD"": 24, ""FDP"": 2, ""Tierschutzpartei"": 5, ""Die PARTEI"": 1, ""Volt"": 3, ""BSW"": 8}"
berlin:WAHLKREIS:8,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,1070,2,False,"{""CDU"": 105, ""SPD"": 112, ""GRÜNE"": 148, ""Die Linke"": 491, ""AfD"": 83, ""FDP"": 18, ""Tierschutzpartei"": 11, ""Die PARTEI"": 5, ""Volt"": 18, ""Die Urbane."": 1, ""ÖDP"": 1, ""SGP"": 1, ""BSW"": 72, ""PdF"": 4}"
berlin:WAHLKREIS:9,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,444,1,False,"{""CDU"": 38, ""SPD"": 47, ""GRÜNE"": 117, ""Die Linke"": 183, ""AfD"": 20, ""FDP"": 3, ""Tierschutzpartei"": 4, ""Die PARTEI"": 3, ""Volt"": 7, ""BSW"": 21, ""PdF"": 1}"
berlin:WAHLKREIS:10,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,923,2,False,"{""CDU"": 70, ""SPD"": 78, ""GRÜNE"": 169, ""Die Linke"": 515, ""AfD"": 26, ""FDP"": 9, ""Tierschutzpartei"": 4, ""Die PARTEI"": 5, ""Volt"": 15, ""DKP"": 2, ""BSW"": 30}"
berlin:WAHLKREIS:11,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,629,2,False,"{""CDU"": 70, ""SPD"": 60, ""GRÜNE"": 87, ""Die Linke"": 218, ""AfD"": 100, ""FDP"": 9, ""Tierschutzpartei"": 10, ""Die PARTEI"": 9, ""Volt"": 13, ""Die Urbane."": 1, ""DKP"": 1, ""BSW"": 50, ""PdF"": 1}"
berlin:WAHLKREIS:12,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,875,2,False,"{""CDU"": 61, ""SPD"": 67, ""GRÜNE"": 181, ""Die Linke"": 431, ""AfD"": 46, ""FDP"": 10, ""Tierschutzpartei"": 8, ""Die PARTEI"": 12, ""Volt"": 38, ""ÖDP"": 2, ""BSW"": 17, ""PdF"": 2}"
berlin:WAHLKREIS:13,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,853,2,False,"{""CDU"": 138, ""SPD"": 85, ""GRÜNE"": 89, ""Die Linke"": 151, ""AfD"": 256, ""FDP"": 30, ""Tierschutzpartei"": 18, ""Die PARTEI"": 6, ""Volt"": 15, ""ÖDP"": 2, ""SGP"": 1, ""BSW"": 60, ""PdF"": 2}"
berlin:WAHLKREIS:14,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,462,1,False,"{""CDU"": 82, ""SPD"": 46, ""GRÜNE"": 74, ""Die Linke"": 126, ""AfD"": 80, ""FDP"": 8, ""Tierschutzpartei"": 12, ""Die PARTEI"": 1, ""Volt"": 8, ""DKP"": 4, ""ÖDP"": 1, ""BSW"": 19, ""PdF"": 1}"
berlin:WAHLKREIS:15,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,472,1,False,"{""CDU"": 86, ""SPD"": 41, ""GRÜNE"": 80, ""Die Linke"": 135, ""AfD"": 59, ""FDP"": 13, ""Tierschutzpartei"": 9, ""Die PARTEI"": 3, ""Volt"": 14, ""DKP"": 1, ""ÖDP"": 1, ""BSW"": 29, ""PdF"": 1}"
berlin:WAHLKREIS:16,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,517,1,False,"{""CDU"": 56, ""SPD"": 57, ""GRÜNE"": 84, ""Die Linke"": 157, ""AfD"": 75, ""FDP"": 13, ""Tierschutzpartei"": 25, ""Die PARTEI"": 5, ""Volt"": 11, ""Die Urbane."": 2, ""DKP"": 2, ""ÖDP"": 1, ""BSW"": 26, ""PdF"": 3}"
berlin:WAHLKREIS:17,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,390,1,False,"{""CDU"": 36, ""SPD"": 26, ""GRÜNE"": 31, ""Die Linke"": 120, ""AfD"": 111, ""FDP"": 4, ""Tierschutzpartei"": 10, ""Die PARTEI"": 7, ""Volt"": 5, ""DKP"": 2, ""ÖDP"": 1, ""BSW"": 36, ""PdF"": 1}"
berlin:WAHLKREIS:20,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,901,2,False,"{""CDU"": 103, ""SPD"": 97, ""GRÜNE"": 248, ""Die Linke"": 301, ""AfD"": 50, ""FDP"": 18, ""Tierschutzpartei"": 6, ""Die PARTEI"": 6, ""Volt"": 45, ""DKP"": 1, ""BSW"": 25, ""PdF"": 1}"
berlin:WAHLKREIS:22,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,474,1,False,"{""CDU"": 71, ""SPD"": 78, ""GRÜNE"": 69, ""Die Linke"": 131, ""AfD"": 61, ""FDP"": 7, ""Tierschutzpartei"": 7, ""Die PARTEI"": 4, ""Volt"": 10, ""DKP"": 1, ""ÖDP"": 1, ""SGP"": 1, ""BSW"": 29, ""PdF"": 4}"
berlin:WAHLKREIS:23,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,451,1,False,"{""CDU"": 199, ""SPD"": 70, ""GRÜNE"": 64, ""Die Linke"": 42, ""AfD"": 28, ""FDP"": 17, ""Tierschutzpartei"": 10, ""Die PARTEI"": 2, ""Volt"": 10, ""Die Urbane."": 2, ""BSW"": 6, ""PdF"": 1}"
berlin:WAHLKREIS:25,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,453,1,False,"{""CDU"": 116, ""SPD"": 60, ""GRÜNE"": 110, ""Die Linke"": 105, ""AfD"": 26, ""FDP"": 9, ""Tierschutzpartei"": 1, ""Die PARTEI"": 2, ""Volt"": 13, ""ÖDP"": 1, ""BSW"": 10}"
berlin:WAHLKREIS:28,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,814,1,False,"{""CDU"": 307, ""SPD"": 129, ""GRÜNE"": 113, ""Die Linke"": 101, ""AfD"": 71, ""FDP"": 38, ""Tierschutzpartei"": 15, ""Die PARTEI"": 2, ""Volt"": 19, ""Die Urbane."": 1, ""ÖDP"": 1, ""BSW"": 17}"
berlin:WAHLKREIS:29,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,1168,3,False,"{""CDU"": 192, ""SPD"": 150, ""GRÜNE"": 110, ""Die Linke"": 273, ""AfD"": 264, ""FDP"": 25, ""Tierschutzpartei"": 45, ""Die PARTEI"": 12, ""Volt"": 25, ""Die Urbane."": 3, ""ÖDP"": 1, ""BSW"": 65, ""PdF"": 3}"
berlin:WAHLKREIS:30,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,711,2,False,"{""CDU"": 117, ""SPD"": 104, ""GRÜNE"": 59, ""Die Linke"": 128, ""AfD"": 208, ""FDP"": 14, ""Tierschutzpartei"": 28, ""Die PARTEI"": 7, ""Volt"": 8, ""Die Urbane."": 1, ""DKP"": 2, ""ÖDP"": 4, ""BSW"": 29, ""PdF"": 2}"
berlin:WAHLKREIS:32,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,842,2,False,"{""CDU"": 301, ""SPD"": 140, ""GRÜNE"": 88, ""Die Linke"": 91, ""AfD"": 115, ""FDP"": 37, ""Tierschutzpartei"": 26, ""Die PARTEI"": 9, ""Volt"": 7, ""DKP"": 1, ""ÖDP"": 2, ""BSW"": 22, ""PdF"": 3}"
berlin:WAHLKREIS:34,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,747,2,False,"{""CDU"": 177, ""SPD"": 115, ""GRÜNE"": 135, ""Die Linke"": 155, ""AfD"": 75, ""FDP"": 21, ""Tierschutzpartei"": 19, ""Die PARTEI"": 4, ""Volt"": 17, ""ÖDP"": 4, ""BSW"": 23, ""PdF"": 2}"
berlin:WAHLKREIS:35,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,1065,3,False,"{""CDU"": 230, ""SPD"": 185, ""GRÜNE"": 205, ""Die Linke"": 208, ""AfD"": 106, ""FDP"": 44, ""Tierschutzpartei"": 23, ""Die PARTEI"": 4, ""Volt"": 21, ""ÖDP"": 1, ""BSW"": 32, ""PdF"": 6}"
berlin:WAHLKREIS:36,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,464,1,False,"{""CDU"": 191, ""SPD"": 87, ""GRÜNE"": 60, ""Die Linke"": 48, ""AfD"": 38, ""FDP"": 18, ""Tierschutzpartei"": 6, ""Die PARTEI"": 1, ""Volt"": 10, ""BSW"": 5}"
berlin:WAHLKREIS:37,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,859,2,False,"{""CDU"": 248, ""SPD"": 135, ""GRÜNE"": 118, ""Die Linke"": 116, ""AfD"": 127, ""FDP"": 39, ""Tierschutzpartei"": 17, ""Die PARTEI"": 3, ""Volt"": 23, ""Die Urbane."": 1, ""BSW"": 28, ""PdF"": 4}"
berlin:WAHLKREIS:38,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,550,2,False,"{""CDU"": 158, ""SPD"": 98, ""GRÜNE"": 61, ""Die Linke"": 78, ""AfD"": 65, ""FDP"": 24, ""Tierschutzpartei"": 21, ""Die PARTEI"": 4, ""Volt"": 15, ""ÖDP"": 2, ""BSW"": 19, ""PdF"": 5}"
berlin:WAHLKREIS:39,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,534,1,False,"{""CDU"": 159, ""SPD"": 61, ""GRÜNE"": 66, ""Die Linke"": 80, ""AfD"": 82, ""FDP"": 30, ""Tierschutzpartei"": 5, ""Die PARTEI"": 6, ""Volt"": 15, ""BSW"": 29, ""PdF"": 1}"
berlin:WAHLKREIS:42,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,367,1,False,"{""CDU"": 60, ""SPD"": 55, ""GRÜNE"": 76, ""Die Linke"": 116, ""AfD"": 20, ""FDP"": 11, ""Tierschutzpartei"": 6, ""Volt"": 5, ""Die Urbane."": 1, ""BSW"": 15, ""PdF"": 2}"
berlin:WAHLKREIS:43,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,477,1,False,"{""CDU"": 85, ""SPD"": 78, ""GRÜNE"": 125, ""Die Linke"": 101, ""AfD"": 42, ""FDP"": 13, ""Tierschutzpartei"": 3, ""Die PARTEI"": 3, ""Volt"": 12, ""DKP"": 1, ""BSW"": 14}"
berlin:WAHLKREIS:45,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,890,2,False,"{""CDU"": 220, ""SPD"": 140, ""GRÜNE"": 87, ""Die Linke"": 150, ""AfD"": 179, ""FDP"": 13, ""Tierschutzpartei"": 23, ""Die PARTEI"": 7, ""Volt"": 11, ""ÖDP"": 1, ""BSW"": 56, ""PdF"": 3}"
berlin:WAHLKREIS:46,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,453,1,False,"{""CDU"": 122, ""SPD"": 60, ""GRÜNE"": 44, ""Die Linke"": 57, ""AfD"": 112, ""FDP"": 11, ""Tierschutzpartei"": 12, ""Die PARTEI"": 2, ""Volt"": 12, ""ÖDP"": 1, ""BSW"": 19, ""PdF"": 1}"
berlin:WAHLKREIS:48,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,726,2,False,"{""CDU"": 27, ""SPD"": 61, ""GRÜNE"": 163, ""Die Linke"": 382, ""AfD"": 33, ""FDP"": 4, ""Tierschutzpartei"": 12, ""Die PARTEI"": 7, ""Volt"": 9, ""BSW"": 27, ""PdF"": 1}"
berlin:WAHLKREIS:50,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,867,2,False,"{""CDU"": 42, ""SPD"": 67, ""GRÜNE"": 125, ""Die Linke"": 495, ""AfD"": 53, ""FDP"": 12, ""Tierschutzpartei"": 8, ""Die PARTEI"": 6, ""Volt"": 11, ""DKP"": 2, ""BSW"": 44, ""PdF"": 2}"
berlin:WAHLKREIS:51,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,379,1,False,"{""CDU"": 68, ""SPD"": 60, ""GRÜNE"": 18, ""Die Linke"": 90, ""AfD"": 92, ""FDP"": 5, ""Tierschutzpartei"": 10, ""Die PARTEI"": 2, ""Volt"": 3, ""BSW"": 31}"
berlin:WAHLKREIS:53,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,414,1,False,"{""CDU"": 138, ""SPD"": 50, ""GRÜNE"": 29, ""Die Linke"": 44, ""AfD"": 115, ""FDP"": 9, ""Tierschutzpartei"": 10, ""Die PARTEI"": 2, ""Volt"": 1, ""BSW"": 16}"
berlin:WAHLKREIS:54,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,467,1,False,"{""CDU"": 41, ""SPD"": 33, ""GRÜNE"": 104, ""Die Linke"": 203, ""AfD"": 36, ""FDP"": 8, ""Tierschutzpartei"": 4, ""Die PARTEI"": 8, ""Volt"": 8, ""Die Urbane."": 1, ""DKP"": 3, ""BSW"": 18}"
berlin:WAHLKREIS:55,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,377,1,False,"{""CDU"": 33, ""SPD"": 49, ""GRÜNE"": 45, ""Die Linke"": 148, ""AfD"": 44, ""FDP"": 7, ""Tierschutzpartei"": 6, ""Die PARTEI"": 12, ""Volt"": 10, ""ÖDP"": 2, ""Die Heimat"": 1, ""SGP"": 1, ""BSW"": 16, ""PdF"": 3}"
berlin:WAHLKREIS:56,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,1178,3,False,"{""CDU"": 150, ""SPD"": 155, ""GRÜNE"": 142, ""Die Linke"": 354, ""AfD"": 227, ""FDP"": 15, ""Tierschutzpartei"": 26, ""Die PARTEI"": 13, ""Volt"": 31, ""BSW"": 59, ""PdF"": 6}"
berlin:WAHLKREIS:59,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,438,1,False,"{""CDU"": 90, ""SPD"": 39, ""GRÜNE"": 37, ""Die Linke"": 84, ""AfD"": 113, ""FDP"": 17, ""Tierschutzpartei"": 11, ""Die PARTEI"": 4, ""Volt"": 8, ""Die Heimat"": 1, ""BSW"": 32, ""PdF"": 2}"
berlin:WAHLKREIS:60,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,2225,4,False,"{""CDU"": 415, ""SPD"": 259, ""GRÜNE"": 260, ""Die Linke"": 575, ""AfD"": 366, ""FDP"": 50, ""Tierschutzpartei"": 49, ""Die PARTEI"": 22, ""Volt"": 44, ""Die Urbane."": 1, ""DKP"": 8, ""ÖDP"": 6, ""Die Heimat"": 4, ""BSW"": 157, ""PdF"": 9}"
berlin:WAHLKREIS:62,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,384,1,False,"{""CDU"": 58, ""SPD"": 47, ""GRÜNE"": 17, ""Die Linke"": 106, ""AfD"": 82, ""FDP"": 13, ""Tierschutzpartei"": 13, ""Die PARTEI"": 1, ""Volt"": 5, ""Die Urbane."": 2, ""ÖDP"": 1, ""SGP"": 1, ""BSW"": 33, ""PdF"": 5}"
berlin:WAHLKREIS:63,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,381,1,False,"{""CDU"": 40, ""SPD"": 17, ""GRÜNE"": 14, ""Die Linke"": 56, ""AfD"": 198, ""FDP"": 2, ""Tierschutzpartei"": 15, ""Die PARTEI"": 3, ""Volt"": 6, ""Die Urbane."": 1, ""DKP"": 2, ""ÖDP"": 1, ""BSW"": 23, ""PdF"": 3}"
berlin:WAHLKREIS:64,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,1333,3,False,"{""CDU"": 329, ""SPD"": 157, ""GRÜNE"": 95, ""Die Linke"": 294, ""AfD"": 265, ""FDP"": 33, ""Tierschutzpartei"": 34, ""Die PARTEI"": 3, ""Volt"": 26, ""Die Urbane."": 2, ""DKP"": 5, ""BSW"": 85, ""PdF"": 5}"
berlin:WAHLKREIS:65,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,649,2,False,"{""CDU"": 179, ""SPD"": 81, ""GRÜNE"": 43, ""Die Linke"": 124, ""AfD"": 128, ""FDP"": 17, ""Tierschutzpartei"": 21, ""Die PARTEI"": 26, ""Volt"": 10, ""Die Urbane."": 1, ""BSW"": 16, ""PdF"": 3}"
berlin:WAHLKREIS:66,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,317,1,False,"{""CDU"": 84, ""SPD"": 33, ""GRÜNE"": 11, ""Die Linke"": 59, ""AfD"": 76, ""FDP"": 9, ""Tierschutzpartei"": 10, ""Die PARTEI"": 2, ""Volt"": 8, ""ÖDP"": 2, ""BSW"": 21, ""PdF"": 2}"
berlin:WAHLKREIS:70,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,398,1,False,"{""CDU"": 40, ""SPD"": 42, ""GRÜNE"": 37, ""Die Linke"": 129, ""AfD"": 86, ""FDP"": 7, ""Tierschutzpartei"": 7, ""Die PARTEI"": 3, ""Volt"": 13, ""DKP"": 2, ""Die Heimat"": 2, ""SGP"": 1, ""BSW"": 27, ""PdF"": 2}"
berlin:WAHLKREIS:71,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,736,2,False,"{""CDU"": 66, ""SPD"": 52, ""GRÜNE"": 60, ""Die Linke"": 273, ""AfD"": 182, ""FDP"": 12, ""Tierschutzpartei"": 15, ""Die PARTEI"": 5, ""Volt"": 13, ""DKP"": 1, ""ÖDP"": 3, ""Die Heimat"": 1, ""BSW"": 50, ""PdF"": 3}"
berlin:WAHLKREIS:73,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,307,1,False,"{""CDU"": 41, ""SPD"": 26, ""GRÜNE"": 19, ""Die Linke"": 103, ""AfD"": 79, ""FDP"": 6, ""Tierschutzpartei"": 10, ""Die PARTEI"": 3, ""Volt"": 3, ""BSW"": 17}"
berlin:WAHLKREIS:74,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,431,1,False,"{""CDU"": 105, ""SPD"": 61, ""GRÜNE"": 20, ""Die Linke"": 81, ""AfD"": 115, ""FDP"": 4, ""Tierschutzpartei"": 11, ""Die PARTEI"": 3, ""Volt"": 2, ""BSW"": 29}"
berlin:WAHLKREIS:75,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,470,1,False,"{""CDU"": 150, ""SPD"": 56, ""GRÜNE"": 66, ""Die Linke"": 48, ""AfD"": 95, ""FDP"": 13, ""Tierschutzpartei"": 5, ""Volt"": 22, ""BSW"": 15}"
berlin:WAHLKREIS:76,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,829,2,False,"{""CDU"": 144, ""SPD"": 142, ""GRÜNE"": 67, ""Die Linke"": 120, ""AfD"": 222, ""FDP"": 37, ""Tierschutzpartei"": 33, ""Die PARTEI"": 2, ""Volt"": 16, ""Die Urbane."": 1, ""DKP"": 1, ""ÖDP"": 1, ""BSW"": 38, ""PdF"": 5}"
berlin:WAHLKREIS:77,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,454,1,False,"{""CDU"": 48, ""SPD"": 60, ""GRÜNE"": 21, ""Die Linke"": 122, ""AfD"": 122, ""FDP"": 12, ""Tierschutzpartei"": 22, ""Die PARTEI"": 4, ""Volt"": 4, ""ÖDP"": 1, ""SGP"": 1, ""BSW"": 35, ""PdF"": 2}"
berlin:WAHLKREIS:78,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,353,1,False,"{""CDU"": 160, ""SPD"": 56, ""GRÜNE"": 63, ""Die Linke"": 23, ""AfD"": 26, ""FDP"": 15, ""Tierschutzpartei"": 5, ""Volt"": 3, ""BSW"": 2}"
berlin:GEMEINDE:11000001,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,3038,7,False,"{""CDU"": 407, ""SPD"": 334, ""GRÜNE"": 709, ""Die Linke"": 1044, ""AfD"": 181, ""FDP"": 95, ""Tierschutzpartei"": 52, ""Die PARTEI"": 22, ""Volt"": 76, ""Die Urbane."": 1, ""DKP"": 4, ""ÖDP"": 1, ""BSW"": 101, ""PdF"": 11}"
berlin:GEMEINDE:11000002,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,3941,9,False,"{""CDU"": 344, ""SPD"": 364, ""GRÜNE"": 702, ""Die Linke"": 1838, ""AfD"": 275, ""FDP"": 49, ""Tierschutzpartei"": 37, ""Die PARTEI"": 34, ""Volt"": 91, ""Die Urbane."": 2, ""DKP"": 3, ""ÖDP"": 3, ""SGP"": 1, ""BSW"": 190, ""PdF"": 8}"
berlin:GEMEINDE:11000003,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,3595,8,False,"{""CDU"": 501, ""SPD"": 352, ""GRÜNE"": 606, ""Die Linke"": 990, ""AfD"": 631, ""FDP"": 86, ""Tierschutzpartei"": 80, ""Die PARTEI"": 28, ""Volt"": 98, ""Die Urbane."": 2, ""DKP"": 10, ""ÖDP"": 6, ""SGP"": 1, ""BSW"": 195, ""PdF"": 9}"
berlin:GEMEINDE:11000004,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,2192,4,False,"{""CDU"": 693, ""SPD"": 337, ""GRÜNE"": 356, ""Die Linke"": 379, ""AfD"": 186, ""FDP"": 71, ""Tierschutzpartei"": 33, ""Die PARTEI"": 10, ""Volt"": 52, ""Die Urbane."": 3, ""DKP"": 1, ""ÖDP"": 3, ""SGP"": 1, ""BSW"": 62, ""PdF"": 5}"
berlin:GEMEINDE:11000005,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,2721,7,False,"{""CDU"": 610, ""SPD"": 394, ""GRÜNE"": 257, ""Die Linke"": 492, ""AfD"": 587, ""FDP"": 76, ""Tierschutzpartei"": 99, ""Die PARTEI"": 28, ""Volt"": 40, ""Die Urbane."": 4, ""DKP"": 3, ""ÖDP"": 7, ""BSW"": 116, ""PdF"": 8}"
berlin:GEMEINDE:11000006,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,4219,11,False,"{""CDU"": 1163, ""SPD"": 681, ""GRÜNE"": 645, ""Die Linke"": 685, ""AfD"": 493, ""FDP"": 176, ""Tierschutzpartei"": 91, ""Die PARTEI"": 22, ""Volt"": 101, ""Die Urbane."": 1, ""ÖDP"": 7, ""BSW"": 136, ""PdF"": 18}"
berlin:GEMEINDE:11000007,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,2187,5,False,"{""CDU"": 487, ""SPD"": 333, ""GRÜNE"": 332, ""Die Linke"": 424, ""AfD"": 353, ""FDP"": 48, ""Tierschutzpartei"": 44, ""Die PARTEI"": 12, ""Volt"": 40, ""Die Urbane."": 1, ""DKP"": 1, ""ÖDP"": 2, ""BSW"": 104, ""PdF"": 6}"
berlin:GEMEINDE:11000008,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,2386,6,False,"{""CDU"": 275, ""SPD"": 238, ""GRÜNE"": 335, ""Die Linke"": 1011, ""AfD"": 293, ""FDP"": 30, ""Tierschutzpartei"": 40, ""Die PARTEI"": 17, ""Volt"": 24, ""DKP"": 2, ""BSW"": 118, ""PdF"": 3}"
berlin:GEMEINDE:11000009,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,4685,10,False,"{""CDU"": 729, ""SPD"": 535, ""GRÜNE"": 588, ""Die Linke"": 1364, ""AfD"": 786, ""FDP"": 97, ""Tierschutzpartei"": 96, ""Die PARTEI"": 59, ""Volt"": 101, ""Die Urbane."": 2, ""DKP"": 11, ""ÖDP"": 8, ""Die Heimat"": 6, ""SGP"": 1, ""BSW"": 282, ""PdF"": 20}"
berlin:GEMEINDE:11000010,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,3064,8,False,"{""CDU"": 690, ""SPD"": 335, ""GRÜNE"": 180, ""Die Linke"": 639, ""AfD"": 749, ""FDP"": 74, ""Tierschutzpartei"": 93, ""Die PARTEI"": 35, ""Volt"": 55, ""Die Urbane."": 6, ""DKP"": 7, ""ÖDP"": 4, ""SGP"": 1, ""BSW"": 178, ""PdF"": 18}"
berlin:GEMEINDE:11000011,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,1134,3,False,"{""CDU"": 106, ""SPD"": 94, ""GRÜNE"": 97, ""Die Linke"": 402, ""AfD"": 268, ""FDP"": 19, ""Tierschutzpartei"": 22, ""Die PARTEI"": 8, ""Volt"": 26, ""DKP"": 3, ""ÖDP"": 3, ""Die Heimat"": 3, ""SGP"": 1, ""BSW"": 77, ""PdF"": 5}"
berlin:GEMEINDE:11000012,2026-09-20T18:07:33.389465+00:00,2026-09-20T18:05:03.769920+00:00,2844,7,False,"{""CDU"": 648, ""SPD"": 401, ""GRÜNE"": 256, ""Die Linke"": 497, ""AfD"": 659, ""FDP"": 87, ""Tierschutzpartei"": 86, ""Die PARTEI"": 12, ""Volt"": 50, ""Die Urbane."": 1, ""DKP"": 1, ""ÖDP"": 2, ""SGP"": 1, ""BSW"": 136, ""PdF"": 7}"
berlin:WAHLKREIS:1,2026-09-20T18:10:04.126538+00:00,2026-09-20T18:07:33.389465+00:00,890,2,False,"{""CDU"": 169, ""SPD"": 109, ""GRÜNE"": 262, ""Die Linke"": 216, ""AfD"": 38, ""FDP"": 32, ""Tierschutzpartei"": 7, ""Die PARTEI"": 1, ""Volt"": 30, ""BSW"": 26}"
