capture,time,commit,party,votes,share
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,SGP,259,0.035656906219583215
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,Menschliche Welt,0,0.0
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,AB Spandau,0,0.0
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,Ausländer für Berlin,0,0.0
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,Migrants for Neukölln,0,0.0
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,Berlin Retten,0,0.0
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,BSW,36865,5.075258099555734
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,Losdemokratie,0,0.0
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,MERA25,0,0.0
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,PdF,2231,0.3071450107177226
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,Jan Mihm: Bester Mann,0,0.0
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,Demokratische Linke,0,0.0
2026-09-20-20-12-31,2026-09-20T18:12:33.696975+00:00,e927eebe82c07587da7dbbf5a9312c5ca34cd1d3,DIE FRAUEN,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,CDU,138145,18.051138249413953
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,SPD,88675,11.58698964325008
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,GRÜNE,103104,13.472398987061249
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Die Linke,199511,26.069714019898132
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,AfD,136977,17.898517962937312
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,FDP,18296,2.39070270665806
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Tierschutzpartei,15557,2.0328029081481986
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Die PARTEI,5722,0.74768260207135
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Volt,15047,1.9661622008681585
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,FREIE WÄHLER,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Mieterpartei,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Die Urbane.,580,0.07578747102435913
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,DKP,910,0.11890792867614969
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,ÖDP,1050,0.1372014561647881
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Die Heimat,274,0.03580304665633518
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,bergpartei,25,0.0032667013372568595
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,SGP,271,0.03541104249586435
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Menschliche Welt,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,AB Spandau,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Ausländer für Berlin,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Migrants for Neukölln,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Berlin Retten,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,BSW,38792,5.068875130994724
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Losdemokratie,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,MERA25,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,PdF,2362,0.3086379423440281
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Jan Mihm: Bester Mann,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,Demokratische Linke,0,0.0
2026-09-20-20-15-04,2026-09-20T18:15:07.046175+00:00,e0e484cbe7bf75b30c0bb5ce6b93010c087ae888,DIE FRAUEN,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,CDU,146527,18.133205619886667
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,SPD,93747,11.601504345598526
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,GRÜNE,109540,13.555940840953445
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Die Linke,210749,26.08089260808926
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,AfD,143173,17.71813691822008
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,FDP,19412,2.402299832066718
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Tierschutzpartei,16473,2.0385887664143336
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Die PARTEI,6021,0.7451188588952045
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Volt,15913,1.9692868961301093
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,FREIE WÄHLER,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Mieterpartei,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Die Urbane.,612,0.07573704395347369
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,DKP,948,0.11731816612400828
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,ÖDP,1109,0.13724245383072275
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Die Heimat,286,0.0353934551808717
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,bergpartei,28,0.0034650935142112147
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,SGP,283,0.03502219516149192
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Menschliche Welt,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,AB Spandau,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Ausländer für Berlin,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Migrants for Neukölln,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Berlin Retten,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,BSW,40733,5.040844789798765
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Losdemokratie,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,MERA25,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,PdF,2505,0.3100021161821105
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Jan Mihm: Bester Mann,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,Demokratische Linke,0,0.0
2026-09-20-20-18-01,2026-09-20T18:18:03.806157+00:00,4eeb7616b51702ac854b4c044a931d4c085e8ae6,DIE FRAUEN,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,CDU,153381,18.18105309074702
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,SPD,98310,11.653199088226962
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,GRÜNE,114616,13.586034652591003
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Die Linke,220393,26.124336350845333
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,AfD,148087,17.55352754936696
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,FDP,20332,2.4100584260180105
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Tierschutzpartei,17222,2.041413840885411
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Die PARTEI,6254,0.7413193683020183
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Volt,16591,1.9666181067314976
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,FREIE WÄHLER,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Mieterpartei,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Die Urbane.,637,0.07550694557217551
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,DKP,997,0.1181796306679105
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,ÖDP,1165,0.1380935503792535
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Die Heimat,295,0.03496789473122728
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,bergpartei,33,0.003911662800442374
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,SGP,299,0.03544203567673544
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Menschliche Welt,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,AB Spandau,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Ausländer für Berlin,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Migrants for Neukölln,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Berlin Retten,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,BSW,42394,5.025182810968302
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Losdemokratie,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,MERA25,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,PdF,2625,0.31115499548973424
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Jan Mihm: Bester Mann,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,Demokratische Linke,0,0.0
2026-09-20-20-20-31,2026-09-20T18:20:33.919190+00:00,08d2cc44796b762de67afa4d7560cdfa3b2dae4f,DIE FRAUEN,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,CDU,160735,18.195659802800638
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,SPD,103050,11.665553505326194
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,GRÜNE,120293,13.617510216557049
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Die Linke,231156,26.16751757474218
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,AfD,154256,17.462218549418704
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,FDP,21321,2.4135979261238214
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Tierschutzpartei,18115,2.0506695948470064
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Die PARTEI,6527,0.7388749900947508
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Volt,17362,1.9654278501647102
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,FREIE WÄHLER,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Mieterpartei,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Die Urbane.,661,0.07482708264939945
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,DKP,1041,0.11784416495919037
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,ÖDP,1216,0.13765466339133092
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Die Heimat,308,0.03486647724056737
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,bergpartei,33,0.00373569399006079
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,SGP,332,0.037583345596975216
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Menschliche Welt,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,AB Spandau,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Ausländer für Berlin,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Migrants for Neukölln,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Berlin Retten,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,BSW,44224,5.006282758074193
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Losdemokratie,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,MERA25,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,PdF,2740,0.31017580402322925
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Jan Mihm: Bester Mann,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,Demokratische Linke,0,0.0
2026-09-20-20-23-02,2026-09-20T18:23:05.068137+00:00,19fdf87394fb97384cc823ec1c6a52d6e9ab9581,DIE FRAUEN,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,CDU,168140,18.25860236013122
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,SPD,107665,11.691521488661401
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,GRÜNE,125727,13.652904121162235
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Die Linke,240621,26.129434747812148
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,AfD,159947,17.36891085818906
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,FDP,22346,2.4265893204442266
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Tierschutzpartei,18901,2.0524910384729407
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Die PARTEI,6772,0.7353827476079972
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Volt,18202,1.97658546544016
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,FREIE WÄHLER,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Mieterpartei,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Die Urbane.,699,0.07590557303278056
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,DKP,1081,0.11738758862437167
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,ÖDP,1265,0.1373684547732009
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Die Heimat,322,0.034966515760451136
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,bergpartei,33,0.0035835249071269797
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,SGP,349,0.03789849068446412
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Menschliche Welt,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,AB Spandau,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Ausländer für Berlin,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Migrants for Neukölln,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Berlin Retten,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,BSW,45919,4.986420612435266
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Losdemokratie,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,MERA25,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,PdF,2892,0.3140470918609462
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Jan Mihm: Bester Mann,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,Demokratische Linke,0,0.0
2026-09-20-20-25-32,2026-09-20T18:25:34.739840+00:00,d6c3de89f7ccc534cf4b5bb7fe9cceb79d4d06ae,DIE FRAUEN,0,0.0
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,CDU,176318,18.290154096711117
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,SPD,113204,11.743092618814218
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,GRÜNE,132094,13.702626023723944
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Die Linke,252050,26.14612994745878
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,AfD,166221,17.24275289028584
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,FDP,23478,2.435464546345714
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Tierschutzpartei,19788,2.052686448721739
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Die PARTEI,7114,0.7379629773704494
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Volt,19060,1.9771681682148952
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,FREIE WÄHLER,0,0.0
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Mieterpartei,0,0.0
2026-09-20-20-28-01,2026-09-20T18:28:04.232337+00:00,5c7c1dd967765940aae4c91476a78bd8b6491b93,Die Urbane.,729,0.07562201440863896
