capture,time,commit,party,votes,share
2026-09-20-21-06-02,2026-09-20T19:06:05.262268+00:00,8209444d123161fd3303d49207ec62a57fee28d1,Jan Mihm: Bester Mann,0,0.0
2026-09-20-21-06-02,2026-09-20T19:06:05.262268+00:00,8209444d123161fd3303d49207ec62a57fee28d1,Demokratische Linke,0,0.0
2026-09-20-21-06-02,2026-09-20T19:06:05.262268+00:00,8209444d123161fd3303d49207ec62a57fee28d1,DIE FRAUEN,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,CDU,274692,18.816389298937224
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,SPD,175804,12.042565871268037
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,GRÜNE,205670,14.088385490339794
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Die Linke,375609,25.729199132790587
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,AfD,239520,16.407108925201477
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,FDP,36946,2.530799291710478
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Tierschutzpartei,30681,2.10164708138822
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Die PARTEI,10803,0.7400050004966247
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Volt,29872,2.046230618794332
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,FREIE WÄHLER,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Mieterpartei,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Die Urbane.,1210,0.08288494405266277
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,DKP,1658,0.11357292333827675
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,ÖDP,2029,0.13898640618417582
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Die Heimat,443,0.030345479516801326
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,bergpartei,65,0.004452496994564529
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,SGP,560,0.038359974107017476
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Menschliche Welt,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,AB Spandau,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Ausländer für Berlin,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Migrants for Neukölln,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Berlin Retten,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,BSW,69697,4.774241277387138
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Losdemokratie,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,MERA25,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,PdF,4596,0.31482578749259343
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Jan Mihm: Bester Mann,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,Demokratische Linke,0,0.0
2026-09-20-21-09-02,2026-09-20T19:09:04.957762+00:00,1209bc074e3a5444b4151d21d8b870155e69b238,DIE FRAUEN,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,CDU,278378,18.8145110273643
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,SPD,178390,12.056702117881146
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,GRÜNE,208487,14.090843962389632
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Die Linke,380563,25.72080681701442
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,AfD,242686,16.40222439699593
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,FDP,37455,2.531441099978913
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Tierschutzpartei,31143,2.1048370091214337
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Die PARTEI,10964,0.7410150906466106
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Volt,30283,2.0467128776040964
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,FREIE WÄHLER,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Mieterpartei,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Die Urbane.,1222,0.08259033571416985
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,DKP,1678,0.11340964265824632
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,ÖDP,2066,0.13963308804048682
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Die Heimat,444,0.030008272550811305
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,bergpartei,69,0.00466344776127473
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,SGP,568,0.03838896128121807
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Menschliche Welt,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,AB Spandau,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Ausländer für Berlin,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Migrants for Neukölln,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Berlin Retten,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,BSW,70527,4.766651887817723
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Losdemokratie,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,MERA25,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,PdF,4669,0.31555996517959006
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Jan Mihm: Bester Mann,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,Demokratische Linke,0,0.0
2026-09-20-21-12-01,2026-09-20T19:12:04.431592+00:00,25bd81b19d71a44b8f9e9febd2ea0ba8fce27e99,DIE FRAUEN,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,CDU,282075,18.836280783621334
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,SPD,180718,12.067907438285847
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,GRÜNE,211449,14.120048694198164
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Die Linke,384817,25.697141052240756
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,AfD,245135,16.369517645636854
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,FDP,37953,2.53440880822753
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Tierschutzpartei,31515,2.104494864471599
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Die PARTEI,11071,0.7392943882140274
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Volt,30708,2.0506053719877477
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,FREIE WÄHLER,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Mieterpartei,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Die Urbane.,1239,0.08273739924100623
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,DKP,1692,0.11298763479885597
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,ÖDP,2091,0.13963188201206136
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Die Heimat,448,0.029916347748160446
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,bergpartei,70,0.004674429335650069
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,SGP,574,0.03833032055233057
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Menschliche Welt,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,AB Spandau,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Ausländer für Berlin,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Migrants for Neukölln,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Berlin Retten,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,BSW,71226,4.756298626585884
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Losdemokratie,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,MERA25,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,PdF,4728,0.31572431284219327
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Jan Mihm: Bester Mann,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,Demokratische Linke,0,0.0
2026-09-20-21-14-33,2026-09-20T19:14:35.696271+00:00,fbcf1c513fdebe3f8e25c1ab38df7b092e0b32af,DIE FRAUEN,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,CDU,285040,18.80665120998869
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,SPD,182918,12.068744828896687
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,GRÜNE,214321,14.140683040892458
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Die Linke,389944,25.728111140288487
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,AfD,247753,16.346492622889166
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,FDP,38366,2.531349916932452
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Tierschutzpartei,31990,2.1106678789206366
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Die PARTEI,11228,0.7408120957962147
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Volt,31109,2.0525403890385148
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,FREIE WÄHLER,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Mieterpartei,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Die Urbane.,1252,0.08260569504247067
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,DKP,1712,0.11295603028171709
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,ÖDP,2117,0.13967752109018405
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Die Heimat,453,0.029888482311692666
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,bergpartei,71,0.004684508265188033
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,SGP,580,0.0382678139973107
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Menschliche Welt,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,AB Spandau,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Ausländer für Berlin,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Migrants for Neukölln,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Berlin Retten,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,BSW,72003,4.750685191807521
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Losdemokratie,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,MERA25,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,PdF,4777,0.31518163356060896
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Jan Mihm: Bester Mann,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,Demokratische Linke,0,0.0
2026-09-20-21-17-32,2026-09-20T19:17:34.967682+00:00,c012c2fd6330e3521cc38c117b9aa1dabe9b2bfe,DIE FRAUEN,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,CDU,288457,18.790518005107092
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,SPD,185438,12.079707123873053
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,GRÜNE,217347,14.158306842461828
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Die Linke,395290,25.749778518943145
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,AfD,250340,16.30751993329512
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,FDP,38820,2.528792537391214
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Tierschutzpartei,32400,2.1105841888582
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Die PARTEI,11354,0.7396164469227161
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Volt,31589,2.0577544426494345
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,FREIE WÄHLER,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Mieterpartei,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Die Urbane.,1277,0.08318567929542968
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,DKP,1726,0.11243420709781646
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,ÖDP,2146,0.13979363176820053
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Die Heimat,454,0.029574235238938977
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,bergpartei,73,0.004755328573661994
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,SGP,585,0.03810777007660639
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Menschliche Welt,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,AB Spandau,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Ausländer für Berlin,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Migrants for Neukölln,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Berlin Retten,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,BSW,72987,4.7544817343269585
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Losdemokratie,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,MERA25,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,PdF,4837,0.3150893741205899
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Jan Mihm: Bester Mann,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,Demokratische Linke,0,0.0
2026-09-20-21-20-32,2026-09-20T19:20:35.281491+00:00,5873362e5c4ed8be9bc25f57e785358ded56c946,DIE FRAUEN,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,CDU,292959,18.798148925275562
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,SPD,188360,12.086398887096506
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,GRÜNE,221412,14.207229509395898
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Die Linke,401327,25.75174244086738
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,AfD,253183,16.2458628659575
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,FDP,39438,2.530597787796305
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Tierschutzpartei,32835,2.106906495316488
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Die PARTEI,11551,0.7411870542835619
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Volt,32168,2.064107450627099
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,FREIE WÄHLER,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Mieterpartei,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Die Urbane.,1299,0.08335226244605203
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,DKP,1755,0.1126121790552897
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,ÖDP,2173,0.13943376928042422
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Die Heimat,457,0.029324083093029852
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,bergpartei,73,0.0046841533168297134
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,SGP,590,0.037858225437390834
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Menschliche Welt,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,AB Spandau,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Ausländer für Berlin,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Migrants for Neukölln,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Berlin Retten,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,BSW,73956,4.745496475335045
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,Losdemokratie,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,MERA25,0,0.0
2026-09-20-21-23-32,2026-09-20T19:23:34.675350+00:00,e968c9ff16f7620b8fefc9094e030483320f305e,PdF,4910,0.3150574354196424
