party,feature,label,n,valid_votes,pearson_equal,spearman_equal,pearson_vote_weighted,spearman_vote_weighted,ballot_context_r,absolute_party_votes_pearson,complete_areas_r,complete_areas_n,without_rostock_schwerin_r,within_block_rank_r,leave_one_block_min,leave_one_block_max
FDP,male_share,Männeranteil,12,1804830,-0.7303033888783351,-0.7552447552447552,-0.7307396988845167,-0.7520991623906313,-0.035610697584797,-0.7383638189605786,-0.7412640381635875,7,,,-0.8507421050449155,-0.6063221522531264
Tierschutzpartei,male_share,Männeranteil,12,1804830,-0.18074152201649435,-0.07692307692307693,-0.12750510740058768,0.009700665722195209,-0.005515440548230055,-0.3553585413753155,-0.47301488400395614,7,,,-0.3451021147558375,0.12440713377192318
Volt,male_share,Männeranteil,12,1804830,0.10238334520374101,0.04895104895104895,0.04543249310949083,-0.013438022525678387,0.0014621923762605825,-0.1263602793964609,0.11452593039314743,7,,,-0.16915783274880244,0.19071276412949922
Die Linke,foreign_citizenship_share,Ausländische Staatsangehörigkeit,12,1804830,0.5768511594993717,0.5244755244755245,0.5573777506112207,0.49898606262836753,0.10424730070335188,0.32874499221136494,0.7074136633197164,7,,,0.44636605328625995,0.6307392417584108
CDU,foreign_citizenship_share,Ausländische Staatsangehörigkeit,12,1804830,-0.2607953819546206,-0.3356643356643357,-0.22714842245733582,-0.29898610433793876,-0.03564691006970991,-0.34745549256281366,-0.40806348055380715,7,,,-0.34228276892921333,-0.08606176162294728
AfD,foreign_citizenship_share,Ausländische Staatsangehörigkeit,12,1804830,-0.6318613846863693,-0.6853146853146853,-0.6016852445557523,-0.6640476530775545,-0.11973587314805828,-0.7846481325414381,-0.7012179762859936,7,,,-0.7108335595106378,-0.541845296136998
GRÜNE,foreign_citizenship_share,Ausländische Staatsangehörigkeit,12,1804830,0.48019730964699897,0.6083916083916084,0.4243519225910996,0.5891871768170739,0.055846246059821344,0.17482497076339315,0.4158386378700397,7,,,0.33244935252768926,0.561667607340464
SPD,foreign_citizenship_share,Ausländische Staatsangehörigkeit,12,1804830,0.08032307739527549,0.16083916083916083,0.07616551051460285,0.17037995489267177,0.005935981939312149,-0.13225903625265523,-0.1891696004223548,7,,,-0.06448262333900132,0.22819364386276889
BSW,foreign_citizenship_share,Ausländische Staatsangehörigkeit,12,1804830,-0.39711696571228394,-0.40559440559440557,-0.3656827177803863,-0.38948503307179133,-0.02286247245664687,-0.5043036160932985,-0.2689880623958286,7,,,-0.5658728512839569,-0.2527055574133824
FDP,foreign_citizenship_share,Ausländische Staatsangehörigkeit,12,1804830,-0.09794719183861594,-0.06993006993006994,-0.07557285779574618,-0.020906560358852584,-0.003682846557661148,-0.20262243988962833,-0.3324820236314998,7,,,-0.22447459824684074,0.09337943479096517
Tierschutzpartei,foreign_citizenship_share,Ausländische Staatsangehörigkeit,12,1804830,-0.5524276907575577,-0.5944055944055944,-0.5342657365666075,-0.5906481910877179,-0.023110532331318035,-0.7643290863159216,-0.7346007057265888,7,,,-0.6468596479703828,-0.4150890901272365
Volt,foreign_citizenship_share,Ausländische Staatsangehörigkeit,12,1804830,0.23286846092227154,0.21678321678321677,0.16456320134772934,0.18072380127664134,0.005296276782429502,-0.04562446540609349,0.051709125911045255,7,,,-0.04891762737911202,0.41787794251251204
Die Linke,single_household_share,Einpersonenhaushalte,12,1804830,0.6297894809734839,0.5384615384615384,0.5839593523870347,0.479674479268601,0.10921890251282719,0.6083206145294089,0.7891266999110101,7,,,0.4609203844035031,0.8097097201252036
CDU,single_household_share,Einpersonenhaushalte,12,1804830,-0.3074886523653448,-0.3776223776223776,-0.2562898960071561,-0.33032475893473046,-0.040220146703675075,-0.08631574644331136,-0.5555294280302878,7,,,-0.5092178620124951,-0.08547863465565814
AfD,single_household_share,Einpersonenhaushalte,12,1804830,-0.8383643032763247,-0.8111888111888111,-0.820172042132861,-0.8057574244987861,-0.16321493087122654,-0.7408593603965979,-0.7565386351549171,7,,,-0.9127110639700299,-0.7699258869180694
GRÜNE,single_household_share,Einpersonenhaushalte,12,1804830,0.8151708253229214,0.8391608391608392,0.7796115239626839,0.8407770240733843,0.10259969303884926,0.6185498473064254,0.6427778654190708,7,,,0.7094931076785903,0.8515949635561397
SPD,single_household_share,Einpersonenhaushalte,12,1804830,0.06521289148399532,0.13286713286713286,0.09403598603989327,0.17124927955592087,0.007328722817018263,0.23011122868784173,-0.3462669532411115,7,,,-0.14715885902295406,0.24051717888921956
BSW,single_household_share,Einpersonenhaushalte,12,1804830,-0.5332971592137004,-0.5244755244755245,-0.5215927452776825,-0.5001314314628443,-0.03260996266074417,-0.29661899589709906,-0.26547557137952194,7,,,-0.7010859605295523,-0.35771241852244523
FDP,single_household_share,Einpersonenhaushalte,12,1804830,-0.0067337284658821285,-0.013986013986013986,0.03872419797647246,0.07105183550900339,0.0018871230144729015,0.15589940516796527,-0.42719160134747175,7,,,-0.3309190548504625,0.21433830771157517
Tierschutzpartei,single_household_share,Einpersonenhaushalte,12,1804830,-0.841173490147249,-0.8531468531468531,-0.8210986552083648,-0.8340766991155316,-0.0355179561772794,-0.6632834594529782,-0.7634328174411931,7,,,-0.9216931314884981,-0.7636306883661191
Volt,single_household_share,Einpersonenhaushalte,12,1804830,0.6122994477297793,0.5454545454545454,0.5549264703190114,0.5032988937607601,0.017859668240749665,0.4131313477962525,0.27341656738186587,7,,,0.4740974235764935,0.6836366177089217
Die Linke,owner_occupancy_share,Wohneigentumsquote,12,1804830,-0.8249429786069927,-0.8741258741258742,-0.8257229268976862,-0.8910609385350776,-0.15443635158303362,-0.6452370855006518,-0.9268119817903869,7,,,-0.8679543859962072,-0.7939595155634793
CDU,owner_occupancy_share,Wohneigentumsquote,12,1804830,0.8043608404982546,0.7902097902097902,0.7933956239222705,0.7951315056475506,0.12450935009672214,0.7436909736568094,0.8572288547688223,7,,,0.6773550576380353,0.8447372647986944
AfD,owner_occupancy_share,Wohneigentumsquote,12,1804830,0.18615641247262504,0.32167832167832167,0.14184393604313195,0.27951293959263457,0.02822706337999288,0.19885138698679453,0.35691935577004313,7,,,-0.006486271992786593,0.3836295331632602
GRÜNE,owner_occupancy_share,Wohneigentumsquote,12,1804830,-0.18409966508048073,-0.3986013986013986,-0.1362056997976468,-0.41271765789648035,-0.01792516216069826,-0.051307962208483514,-0.31897551040523975,7,,,-0.34488868076103585,0.012831567880536328
SPD,owner_occupancy_share,Wohneigentumsquote,12,1804830,0.5814347002067547,0.40559440559440557,0.5905238659582465,0.4257495787572142,0.0460226548654049,0.4850949833988438,0.6725030300664092,7,,,0.4506388765355201,0.7126107002436498
BSW,owner_occupancy_share,Wohneigentumsquote,12,1804830,-0.27248825932410814,-0.13986013986013987,-0.30740847977528296,-0.19926847877978482,-0.019219168858898288,-0.21220197728728157,-0.22898593262119846,7,,,-0.4337015342026517,-0.03758374264089269
FDP,owner_occupancy_share,Wohneigentumsquote,12,1804830,0.6693736599364574,0.5384615384615384,0.6635385752502159,0.5341567141380228,0.032335825705312814,0.5688502519671518,0.7815540387158078,7,,,0.49000793575314777,0.786725273298361
Tierschutzpartei,owner_occupancy_share,Wohneigentumsquote,12,1804830,0.17962515350207664,0.35664335664335667,0.12880484591603075,0.30544921903861977,0.0055716628490956105,0.20511399565533314,0.3965915550823928,7,,,-0.04659116458376394,0.3829810308274861
Volt,owner_occupancy_share,Wohneigentumsquote,12,1804830,-0.20185203539769866,-0.34965034965034963,-0.15708437201429826,-0.3559010019227269,-0.0050555792884939875,-0.037256033499657865,-0.14528634229739848,7,,,-0.3614575999593999,-0.028052386893100294
Die Linke,vacancy_share,Wohnungsleerstand,12,1804830,-0.20639487976925508,-0.3502632341691731,-0.23458335497513816,-0.3478375024646615,-0.043874520501181354,-0.16816438952863602,-0.23787578209506763,7,,,-0.37891093934095227,-0.03497361491793101
CDU,vacancy_share,Wohnungsleerstand,12,1804830,0.5588072041768903,0.4483369397365416,0.5778904691290351,0.42956739793961013,0.09068964406765527,0.5316151586126066,0.5224922076489394,7,,,0.41415819934417836,0.6522674358549619
AfD,vacancy_share,Wohnungsleerstand,12,1804830,-0.647610786808058,-0.6024527627709777,-0.6565671318610093,-0.635340693436411,-0.1306574151934514,-0.6781977039899975,-0.5007484087874955,7,,,-0.7449503937785851,-0.507901187720497
GRÜNE,vacancy_share,Wohnungsleerstand,12,1804830,0.48364496767236786,0.44483430739484986,0.4890814994174641,0.44563231293106476,0.06436489221728565,0.35526059335049004,0.25387547962620316,7,,,0.31080025585740695,0.6056351281031386
SPD,vacancy_share,Wohnungsleerstand,12,1804830,0.7596999309613889,0.8406317620060154,0.736929293840344,0.8248104881312339,0.057432805862276066,0.5585864961069651,0.4661573826518622,7,,,0.6635049101629462,0.888712063601273
BSW,vacancy_share,Wohnungsleerstand,12,1804830,-0.8048683548071691,-0.7145369977051131,-0.8029727158457268,-0.749352706173455,-0.050201829911160525,-0.6788917075777999,-0.6664392175373947,7,,,-0.9120286978669523,-0.7324038632164716
FDP,vacancy_share,Wohnungsleerstand,12,1804830,0.7130435705033513,0.690018571313271,0.7312160872306965,0.6891063431687795,0.03563391313111893,0.5979458246770187,0.6104531031303633,7,,,0.634519741276529,0.7900874502399706
Tierschutzpartei,vacancy_share,Wohnungsleerstand,12,1804830,-0.5369413889540408,-0.46935273378669196,-0.5788047150310398,-0.5335751341900613,-0.025037138196820335,-0.5671848494783007,-0.5348552658351777,7,,,-0.7539336499172188,-0.42404290263740596
Volt,vacancy_share,Wohnungsleerstand,12,1804830,0.3011113378780016,0.1891421464513535,0.32776929324386256,0.235386210953183,0.010548876562826716,0.20480284033156476,0.2508192699249426,7,,,0.19333038885933496,0.47381432808950114
Die Linke,rent_eur_m2,Nettokaltmiete je m²,12,1804830,0.37227525243232534,0.32924744011902274,0.31532162565412536,0.2654109587318086,0.05897513542976649,0.5481495808421235,0.29394470517815485,7,,,0.20254752285463948,0.4668014080530355
CDU,rent_eur_m2,Nettokaltmiete je m²,12,1804830,-0.03952265829809355,-0.2907184843604137,-0.00214226612923878,-0.28024740695015915,-0.0003361906159339634,0.2896791137064775,-0.17057029671769638,7,,,-0.1733703010374072,0.1356559998400987
AfD,rent_eur_m2,Nettokaltmiete je m²,12,1804830,-0.8996278851072665,-0.8476370266893989,-0.8827945556729907,-0.8323077422080905,-0.17567686409179223,-0.6629248095122993,-0.6402609738715256,7,,,-0.9087980315546513,-0.7960424928340853
GRÜNE,rent_eur_m2,Nettokaltmiete je m²,12,1804830,0.9140785602757081,0.9071817764981583,0.9044448166350275,0.9235305175556794,0.11902820533701326,0.8283067738985019,0.7815035912981827,7,,,0.8691649029077156,0.9455628823414455
SPD,rent_eur_m2,Nettokaltmiete je m²,12,1804830,0.2831247593022168,0.24168163157672945,0.2923774017370285,0.24958397328097193,0.022786520623941244,0.5705691911795997,-0.265853471092512,7,,,0.003878516079365403,0.3956350580714137
BSW,rent_eur_m2,Nettokaltmiete je m²,12,1804830,-0.7207220180687475,-0.6059553951126695,-0.7075604196040111,-0.5648073296917867,-0.04423665603558871,-0.2661361613129171,-0.41300188141364597,7,,,-0.7695563396224797,-0.552600895201055
FDP,rent_eur_m2,Nettokaltmiete je m²,12,1804830,0.27777311791289006,0.18213688176797002,0.3137214716980216,0.2595280291594332,0.015288399510180786,0.5203226809261093,0.12173052698183345,7,,,0.0932495240947141,0.44861503479384035
Tierschutzpartei,rent_eur_m2,Nettokaltmiete je m²,12,1804830,-0.9218500738187433,-0.8931712471313914,-0.9125322992130004,-0.8644683391278678,-0.03947306697947831,-0.5407463570843974,-0.7544347191355245,7,,,-0.94136037154686,-0.873811088059493
Volt,rent_eur_m2,Nettokaltmiete je m²,12,1804830,0.8158297886001308,0.7320501594135718,0.8151178528184873,0.7609725976819048,0.026233627709418103,0.6985911788752229,0.9004745291969858,7,,,0.7957087755889751,0.8533582520507236
Die Linke,abitur_share,Abitur/Fachhochschulreife,12,1804830,0.4780713003495005,0.40559440559440557,0.410293156688201,0.33888298483916984,0.07673782104667547,0.6544087274047674,0.31155184928219026,7,,,0.2146709898877344,0.5639342018125103
CDU,abitur_share,Abitur/Fachhochschulreife,12,1804830,-0.1933488302770471,-0.36363636363636365,-0.13878821603216368,-0.35015994125068617,-0.021780345212669267,0.20702009760817716,-0.21036565810324692,7,,,-0.32658219733716254,0.05947227129713604
AfD,abitur_share,Abitur/Fachhochschulreife,12,1804830,-0.8538112655841048,-0.8671328671328671,-0.8435705682242268,-0.8490316227683173,-0.16787125737628467,-0.5857158248917654,-0.6533786986164195,7,,,-0.8819879408256043,-0.7920196730799002
GRÜNE,abitur_share,Abitur/Fachhochschulreife,12,1804830,0.9419526740364815,0.9370629370629371,0.9366311463896333,0.9468006778197898,0.12326404261156307,0.8690402750126868,0.8588948910499725,7,,,0.9151703334839151,0.9607903971508911
SPD,abitur_share,Abitur/Fachhochschulreife,12,1804830,0.08264880972103622,0.11888111888111888,0.11863472176560518,0.14526404454982778,0.009245832674369566,0.49051700854935654,-0.2946118077318224,7,,,-0.13307712058484272,0.2687436840361281
BSW,abitur_share,Abitur/Fachhochschulreife,12,1804830,-0.6240149239273121,-0.6293706293706294,-0.6261863491899459,-0.5778085814240531,-0.03914915161421735,-0.15308302083668715,-0.4386628132873788,7,,,-0.711843673788931,-0.4878787959693832
FDP,abitur_share,Abitur/Fachhochschulreife,12,1804830,0.13225106104943782,0.027972027972027972,0.18302568092915708,0.12638986887314724,0.008919280263230628,0.4508461745529914,0.0707224003619158,7,,,-0.010478086096778302,0.38346343867298577
Tierschutzpartei,abitur_share,Abitur/Fachhochschulreife,12,1804830,-0.9236675242790243,-0.9300699300699301,-0.9093300814179915,-0.8911196993335512,-0.03933454984686365,-0.486472214205699,-0.7377249866780882,7,,,-0.9491783750550925,-0.8780037761248807
Volt,abitur_share,Abitur/Fachhochschulreife,12,1804830,0.8765489558180342,0.7762237762237763,0.87000936843958,0.7869426058792536,0.028000247812548288,0.7525898361197385,0.8932879142407905,7,,,0.8491584978648586,0.8888931423524112
Die Linke,no_vocational_qualification_share,Ohne Berufsabschluss,12,1804830,0.19418396602291324,0.18181818181818182,0.21882167121500706,0.1891261967559197,0.040926586205756614,-0.17520915059304254,0.5184083784291406,7,,,0.10063919492995566,0.3512538639969803
CDU,no_vocational_qualification_share,Ohne Berufsabschluss,12,1804830,0.04476402801288617,0.027972027972027972,0.03996956048441875,0.05075307331796055,0.006272512539159347,-0.3292862031776489,-0.18869651230157508,7,,,-0.1306890385406173,0.23105737885680963
AfD,no_vocational_qualification_share,Ohne Berufsabschluss,12,1804830,-0.25371928132897575,-0.2867132867132867,-0.2500496003650908,-0.31556392450651627,-0.049760082204015135,-0.5961350469214292,-0.5511037054289202,7,,,-0.33532366330064184,-0.13852713395546595
GRÜNE,no_vocational_qualification_share,Ohne Berufsabschluss,12,1804830,-0.008806253499017118,0.11888111888111888,-0.03376106912969507,0.09681533183761597,-0.004443078665337807,-0.31260374045646305,0.10937264832055853,7,,,-0.18023464272618425,0.1430644007587269
SPD,no_vocational_qualification_share,Ohne Berufsabschluss,12,1804830,0.30913637328204613,0.27972027972027974,0.275688016419965,0.25559198153918083,0.021485828366369943,-0.2635724148528243,0.11448040990636815,7,,,0.19139087555786563,0.44122588482272207
BSW,no_vocational_qualification_share,Ohne Berufsabschluss,12,1804830,-0.26756246033681513,-0.21678321678321677,-0.24264018714187202,-0.2626978875287395,-0.015169857162181236,-0.6521059515893165,-0.28020644716272447,7,,,-0.4055656360834765,-0.11535316388813481
FDP,no_vocational_qualification_share,Ohne Berufsabschluss,12,1804830,-0.0508575483994097,0.02097902097902098,-0.055278027144205655,0.02287434151016596,-0.002693830800107657,-0.39744403040563653,-0.2712160500178589,7,,,-0.17537330670004772,0.09877422909480323
Tierschutzpartei,no_vocational_qualification_share,Ohne Berufsabschluss,12,1804830,-0.07340394892759125,-0.13286713286713286,-0.0928764160733127,-0.20217875595730014,-0.00401752025176266,-0.5863086842359969,-0.4816386838315914,7,,,-0.25828752763939483,0.04307834528571925
Volt,no_vocational_qualification_share,Ohne Berufsabschluss,12,1804830,-0.4073341783406274,-0.34265734265734266,-0.43879438754656824,-0.3703619450458849,-0.014122091135749096,-0.5784138600630055,-0.4190316002271045,7,,,-0.6065017781171167,-0.215190273304812
Die Linke,ilo_unemployment_share,ILO-Erwerbslosenanteil,12,1804830,0.11329407475986156,0.08391608391608392,0.15307139423558552,0.09342429611162079,0.028629201015755727,-0.25569342980598314,0.5390412081889672,7,,,-0.022428901510569907,0.2659185040809695
CDU,ilo_unemployment_share,ILO-Erwerbslosenanteil,12,1804830,0.0477051710765208,0.1258741258741259,0.03074378036412028,0.13882638848308665,0.00482469022671091,-0.3633587764544977,-0.26414065594021213,7,,,-0.15011042665574886,0.35483316759143535
AfD,ilo_unemployment_share,ILO-Erwerbslosenanteil,12,1804830,-0.0751291404137317,-0.2097902097902098,-0.08275627973798105,-0.2352198816948766,-0.016468569742354666,-0.4382040511688763,-0.4277432785295928,7,,,-0.19776157163969982,0.040537024924531234
GRÜNE,ilo_unemployment_share,ILO-Erwerbslosenanteil,12,1804830,-0.17250214925735693,0.06293706293706294,-0.18435610707940583,0.04586078571650103,-0.024261929710892315,-0.4395284613189778,0.01391497737747001,7,,,-0.3350515010250214,-0.034055203604219715
SPD,ilo_unemployment_share,ILO-Erwerbslosenanteil,12,1804830,0.2209612093508887,0.3146853146853147,0.18742256959129114,0.2848473033479184,0.01460683425603871,-0.3583909504141593,0.03812407081845002,7,,,0.08485296297751532,0.44502659929633775
BSW,ilo_unemployment_share,ILO-Erwerbslosenanteil,12,1804830,-0.0973114303720458,-0.16083916083916083,-0.08089174223115718,-0.19762312417542222,-0.005057349277962519,-0.5381151823750849,-0.12659090234207993,7,,,-0.31832743034043914,0.05795086154667851
FDP,ilo_unemployment_share,ILO-Erwerbslosenanteil,12,1804830,-0.053275936136973505,0.14685314685314685,-0.061351903694144366,0.13658931826372747,-0.0029898253674172427,-0.42856292580017896,-0.3577967692426301,7,,,-0.1888194701130332,0.2095147051093932
Tierschutzpartei,ilo_unemployment_share,ILO-Erwerbslosenanteil,12,1804830,0.07847685608988933,-0.06293706293706294,0.04945129789941319,-0.1307207187142116,0.0021390962225546865,-0.46884256433377847,-0.3669307123609971,7,,,-0.08014647420846707,0.20002946096577717
Volt,ilo_unemployment_share,ILO-Erwerbslosenanteil,12,1804830,-0.4806131930463425,-0.4125874125874126,-0.5007330914437421,-0.43168458208954447,-0.016115516863358787,-0.6412084546452584,-0.4598327528275995,7,,,-0.6678383034898799,-0.2916381973854156
Die Linke,manufacturing_share,Produzierendes Gewerbe,12,1804830,-0.4729712770308887,-0.3356643356643357,-0.3948002759469543,-0.24851200562880074,-0.0738401614332036,-0.600805619622441,-0.2627103585887632,7,,,-0.5592063376302512,-0.21326934288836133
CDU,manufacturing_share,Produzierendes Gewerbe,12,1804830,0.16658652018708545,0.24475524475524477,0.09332418715424269,0.19822470100428824,0.014645573457332316,-0.1985662299002973,0.03487972304931138,7,,,-0.09975141614931016,0.28627928391856056
AfD,manufacturing_share,Produzierendes Gewerbe,12,1804830,0.8601743699220722,0.9230769230769231,0.8603269575491491,0.9209303586511131,0.17120579304054165,0.6550842635819972,0.8993037309006404,7,,,0.8361560692536212,0.8881257875773578
GRÜNE,manufacturing_share,Produzierendes Gewerbe,12,1804830,-0.9189755914393529,-0.9090909090909091,-0.9182740932495755,-0.9100286108520629,-0.12084818810021039,-0.828860137763253,-0.9561434107647173,7,,,-0.950151204553915,-0.9041583257123466
SPD,manufacturing_share,Produzierendes Gewerbe,12,1804830,-0.10799923526878841,-0.2727272727272727,-0.16161207897801708,-0.3160150578823664,-0.012595285917558055,-0.4636115502686221,-0.04773289061754822,7,,,-0.30575340432741627,0.02676326801170013
