row_key,level,name,party,votes,valid,share,mode
berlin:WAHLKREIS:1,WAHLKREIS,1,Die Linke,6695,25170,26.59912594358363,unavailable
berlin:WAHLKREIS:1,WAHLKREIS,1,CDU,4819,25170,19.14580850218514,unavailable
berlin:WAHLKREIS:1,WAHLKREIS,1,AfD,1673,25170,6.646801748112833,unavailable
berlin:WAHLKREIS:1,WAHLKREIS,1,GRÜNE,6049,25170,24.032578466428287,unavailable
berlin:WAHLKREIS:1,WAHLKREIS,1,SPD,2700,25170,10.727056019070321,unavailable
berlin:WAHLKREIS:1,WAHLKREIS,1,BSW,743,25170,2.951926897099722,unavailable
berlin:WAHLKREIS:1,WAHLKREIS,1,FDP,873,25170,3.4684147794994042,unavailable
berlin:WAHLKREIS:1,WAHLKREIS,1,Tierschutzpartei,205,25170,0.8144616607071911,unavailable
berlin:WAHLKREIS:1,WAHLKREIS,1,Volt,1125,25170,4.469606674612634,unavailable
berlin:WAHLKREIS:2,WAHLKREIS,2,Die Linke,7513,24957,30.10377849901831,unavailable
berlin:WAHLKREIS:2,WAHLKREIS,2,CDU,4596,24957,18.415674960932805,unavailable
berlin:WAHLKREIS:2,WAHLKREIS,2,AfD,2932,24957,11.74820691589534,unavailable
berlin:WAHLKREIS:2,WAHLKREIS,2,GRÜNE,3749,24957,15.02183756060424,unavailable
berlin:WAHLKREIS:2,WAHLKREIS,2,SPD,2694,24957,10.79456665464599,unavailable
berlin:WAHLKREIS:2,WAHLKREIS,2,BSW,1340,24957,5.369235084345074,unavailable
berlin:WAHLKREIS:2,WAHLKREIS,2,FDP,745,24957,2.9851344312217014,unavailable
berlin:WAHLKREIS:2,WAHLKREIS,2,Tierschutzpartei,333,24957,1.3342949873782906,unavailable
berlin:WAHLKREIS:2,WAHLKREIS,2,Volt,730,24957,2.9250310534118684,unavailable
berlin:WAHLKREIS:3,WAHLKREIS,3,Die Linke,6538,23034,28.38412781106191,unavailable
berlin:WAHLKREIS:3,WAHLKREIS,3,CDU,4100,23034,17.79977424676565,unavailable
berlin:WAHLKREIS:3,WAHLKREIS,3,AfD,1768,23034,7.675609967873578,unavailable
berlin:WAHLKREIS:3,WAHLKREIS,3,GRÜNE,4990,23034,21.66362768081966,unavailable
berlin:WAHLKREIS:3,WAHLKREIS,3,SPD,2978,23034,12.92871407484588,unavailable
berlin:WAHLKREIS:3,WAHLKREIS,3,BSW,889,23034,3.8595120257011373,unavailable
berlin:WAHLKREIS:3,WAHLKREIS,3,FDP,620,23034,2.691673178779196,unavailable
berlin:WAHLKREIS:3,WAHLKREIS,3,Tierschutzpartei,308,23034,1.3371537726838587,unavailable
berlin:WAHLKREIS:3,WAHLKREIS,3,Volt,591,23034,2.5657723365459755,unavailable
berlin:WAHLKREIS:4,WAHLKREIS,4,Die Linke,8695,21252,40.913796348578956,unavailable
berlin:WAHLKREIS:4,WAHLKREIS,4,CDU,2109,21252,9.92377188029362,unavailable
berlin:WAHLKREIS:4,WAHLKREIS,4,AfD,1496,21252,7.0393374741200825,unavailable
berlin:WAHLKREIS:4,WAHLKREIS,4,GRÜNE,4500,21252,21.174477696216826,unavailable
berlin:WAHLKREIS:4,WAHLKREIS,4,SPD,2231,21252,10.497835497835498,unavailable
berlin:WAHLKREIS:4,WAHLKREIS,4,BSW,854,21252,4.0184453227931485,unavailable
berlin:WAHLKREIS:4,WAHLKREIS,4,FDP,360,21252,1.693958215697346,unavailable
berlin:WAHLKREIS:4,WAHLKREIS,4,Tierschutzpartei,270,21252,1.2704686617730097,unavailable
berlin:WAHLKREIS:4,WAHLKREIS,4,Volt,442,21252,2.079804253717297,unavailable
berlin:WAHLKREIS:5,WAHLKREIS,5,Die Linke,6842,18429,37.12626838135547,unavailable
berlin:WAHLKREIS:5,WAHLKREIS,5,CDU,2414,18429,13.098920180150849,unavailable
berlin:WAHLKREIS:5,WAHLKREIS,5,AfD,2404,18429,13.044657876173423,unavailable
berlin:WAHLKREIS:5,WAHLKREIS,5,GRÜNE,2347,18429,12.735362743502089,unavailable
berlin:WAHLKREIS:5,WAHLKREIS,5,SPD,2277,18429,12.355526615660102,unavailable
berlin:WAHLKREIS:5,WAHLKREIS,5,BSW,795,18429,4.313853166205437,unavailable
berlin:WAHLKREIS:5,WAHLKREIS,5,FDP,366,18429,1.9860003255738239,unavailable
berlin:WAHLKREIS:5,WAHLKREIS,5,Tierschutzpartei,382,18429,2.072820011937707,unavailable
berlin:WAHLKREIS:5,WAHLKREIS,5,Volt,298,18429,1.6170166585273211,unavailable
berlin:WAHLKREIS:6,WAHLKREIS,6,Die Linke,9019,17845,50.540767722050994,unavailable
berlin:WAHLKREIS:6,WAHLKREIS,6,CDU,1310,17845,7.340991874474643,unavailable
berlin:WAHLKREIS:6,WAHLKREIS,6,AfD,1422,17845,7.968618660689269,unavailable
