geo_id,valid_second_votes,voters,eligible_voters,reported,expected,AfD,SPD,Die Linke,GRÜNE,CDU,BSW,Tierschutzpartei,FDP,name,block,population,log_population,age67_share,age19_24_share,male_share,foreign_citizenship_share,single_household_share,owner_occupancy_share,vacancy_share,rent_eur_m2,abitur_share,no_vocational_qualification_share,ilo_unemployment_share,manufacturing_share,complete,turnout
13003000,129572,130415,167349,186,186,33020,47645,16335,14643,5719,6088,1489,1433,"Rostock, Hanse- und Universitätsstadt",13003,203470.0,12.223273852849948,22.908045412100066,7.945151619403352,48.71922150685605,6.619649088317688,56.15329584400891,14.65,2.59,6.7,37.692704452977246,20.528397042810475,6.415203550067528,8.813524378930007,True,77.92995476519131
13004000,59166,59620,76332,79,79,17565,22919,4696,5341,3550,2791,464,562,"Schwerin, Landeshauptstadt",13004,96447.0,11.476748913651065,24.239219467686915,5.831181892645702,47.77235165427644,8.487563117567161,54.07423636596009,17.95,6.03,6.06,31.538367396891445,21.417207196181614,7.641828958509738,9.00756360302544,True,78.1061677933239
130715154,6843,6920,8812,15,15,2947,2469,346,240,265,353,57,64,Malchow,13071,9826.0,9.192787212728591,25.07632810909831,4.060655404030125,48.951760635049865,3.541624262161612,45.112924653634465,46.69,7.78,5.54,,,,,True,78.52927825692238
130715163,8657,8741,11198,24,24,4257,2620,386,178,425,484,70,67,Treptower Tollensewinkel,13071,13076.0,9.478533767844102,22.193331293973692,3.579076170082594,49.93881921076782,2.7531355154481494,40.80061585835258,58.46,7.63,4.8,16.56165616561656,16.29162916291629,6.487341772151899,13.05084745762712,True,78.05858188962314
130715159,9538,9642,12049,33,33,3982,3443,481,403,420,476,77,66,Röbel-Müritz,13071,13608.0,9.518413134075695,25.448265726043505,3.666960611405056,49.26513815402704,2.9541446208112876,42.509101092131054,53.96,7.09,5.12,19.128949615713065,14.3467122117848,4.24597364568082,13.30275229357798,True,80.02323844302431
130715158,4510,4555,5692,15,15,2193,1376,195,144,148,276,43,31,Penzliner Land,13071,6648.0,8.802071336535285,20.66787003610108,3.7154031287605296,50.15042117930204,0.8273164861612515,37.08860759493671,57.81,11.99,4.84,,,,,True,80.024595924104
130715153,7559,7643,9511,11,11,3335,2489,332,181,484,492,43,37,Malchin am Kummerower See,13071,11415.0,9.342683558963897,27.77047744196233,2.9872974156811214,47.980727113447216,2.02365308804205,45.864297253634895,46.09,9.51,5.14,18.642350557244175,14.792299898682876,8.610567514677104,12.633832976445396,True,80.35958363999579
130715151,4611,4658,5772,18,18,2376,1244,217,112,235,256,42,43,Demmin-Land,13071,6623.0,8.798303718484979,20.459006492526047,3.412350898384418,50.098142835573,1.6306809602898988,33.94348105330764,71.72,11.6,4.45,,,,,True,80.6999306999307
130715157,6331,6387,7313,17,17,2703,2222,258,194,326,419,44,43,Neverin,13071,8800.0,9.0825070004663,21.261363636363637,2.9431818181818183,49.40909090909091,0.5340909090909091,27.500620501365105,75.37,4.28,4.86,,,,,True,87.33761794065363
130715156,5148,5187,6156,14,14,2252,1697,271,253,218,302,37,37,Neustrelitz-Land,13071,7386.0,8.90734159541251,20.98564852423504,2.9515299214730573,50.85296506904955,1.3674519360953157,33.562231759656655,73.84,5.2,4.68,,,,,True,84.25925925925925
130715162,6880,6969,9260,20,20,3154,2335,388,156,260,349,35,45,Stavenhagen,13071,10706.0,9.278559610953328,22.398654959835607,3.371940967681674,49.73846441247898,4.007098823089856,41.94032651529368,50.98,8.1,4.83,16.796440489432705,14.349276974416018,7.350096711798839,11.899791231732776,True,75.25917926565874
130715161,6569,6629,8083,14,14,3126,2020,286,187,305,424,60,48,Stargarder Land,13071,9627.0,9.172326929777968,19.684221460475744,3.2304975589487896,49.5793081956996,1.6827672172016204,32.44916003536693,63.56,6.63,5.05,,,,,True,82.01162934554002
13071027,2696,2725,3570,8,8,1265,934,113,68,109,124,14,28,"Dargun, Stadt",13071,4174.0,8.336630087637147,25.46717776712985,3.210349784379492,49.11356013416387,1.2697652132247246,41.7296786389414,60.77,7.47,4.89,,,,,True,76.33053221288516
130715152,5076,5137,6764,14,14,2765,1473,175,97,167,240,39,19,Friedland,13071,7999.0,8.987071812848821,24.01550193774222,3.0878859857482186,49.20615076884611,4.350543817977247,42.154626108998734,48.29,8.59,5.72,,,,,True,75.94618568894145
13071029,6078,6135,8909,8,8,3241,1717,292,87,280,251,53,47,"Demmin, Hansestadt",13071,9651.0,9.174816815907135,28.484094912444306,3.89596932960315,47.34224432701274,2.227748419852865,51.997810618500274,34.15,14.92,4.99,,,,,True,68.86294758109777
13071033,3066,3087,3818,10,10,1288,1046,159,153,124,178,33,29,Feldberger Seenlandschaft,13071,4370.0,8.382518288089635,26.933638443935926,3.272311212814645,47.91762013729977,1.2585812356979404,40.52980132450331,62.78,7.04,5.32,,,,,True,80.85385018334206
130715160,6183,6231,7581,14,14,2776,2016,255,255,278,343,61,48,Seenlandschaft Waren,13071,9088.0,9.114710140960932,19.15713028169014,2.992957746478873,49.614876760563384,2.7068661971830985,36.87715269804822,63.47,9.74,4.79,,,,,True,82.19232291254453
130715164,4134,4162,5252,18,18,2231,1157,164,90,164,207,20,27,Woldegk,13071,6202.0,8.732627099660395,23.186069009996775,3.015156401160916,50.096742986133506,1.6607545952918414,39.796921061251226,57.29,12.22,4.61,,,,,True,79.24600152322924
130715155,5237,5278,6819,10,10,2097,1933,271,206,237,324,41,38,Mecklenburgische Kleinseenplatte,13071,7978.0,8.984443032465352,28.240160441213337,3.1712208573577336,48.784156430183,2.143394334419654,43.14544189283229,55.57,6.66,5.2,,,,,True,77.40137850124651
13071107,36865,37242,50011,56,56,13331,14003,2770,1411,1539,2390,361,263,"Neubrandenburg, Vier-Tore-Stadt",13071,59794.0,10.998660600456724,25.76512693581296,6.388600862962839,47.90948924641268,5.937050540187979,55.69263205880677,20.04,4.1,5.49,27.21008072455208,19.078558771411696,8.260233918128655,9.52191235059761,True,74.46761712423267
