geo_id,valid_second_votes,voters,eligible_voters,reported,expected,AfD,SPD,Die Linke,GRÜNE,CDU,BSW,Tierschutzpartei,FDP,name,block,population,log_population,age67_share,age19_24_share,male_share,foreign_citizenship_share,single_household_share,owner_occupancy_share,vacancy_share,rent_eur_m2,abitur_share,no_vocational_qualification_share,ilo_unemployment_share,manufacturing_share,complete,turnout
13071110,12931,13071,16968,19,19,4694,4942,808,690,609,674,144,91,"Neustrelitz, Residenzstadt",13071,20062.0,9.90658275744343,26.49785664440235,4.535938590369853,47.697138869504535,3.603828132788356,51.1191662890802,27.09,7.26,5.6,21.36904761904762,18.511904761904763,6.922257720979766,7.314285714285714,True,77.03323903818954
13071156,12992,13141,17601,20,20,5155,4925,705,505,613,635,117,123,"Waren (Müritz), Stadt",13071,20481.0,9.92725290608639,28.03085786826815,3.8718812557980566,46.87759386748694,4.623797666129583,49.50796206834854,28.87,2.86,5.86,18.311466058185967,13.747860810039931,4.16243654822335,11.228813559322036,True,74.66053065166751
130725251,8771,8827,10157,14,14,2951,3255,446,638,551,488,108,113,Bad Doberan-Land,13072,12283.0,9.415971471539097,21.16746723113246,2.987869413009851,49.23064397948384,1.6201253765366768,28.90163364615919,66.31,2.22,6.89,34.383954154727796,13.46704871060172,,7.210031347962382,True,86.90558235699518
130725259,4635,4689,5664,12,12,1812,1700,251,232,205,240,68,43,Neubukow-Salzhaff,13072,6969.0,8.84922702143852,21.72478117376955,3.3003300330033003,49.56234753910174,3.415124121107763,34.964622641509436,67.89,7.1,5.88,,,,,True,82.78601694915254
130725258,5374,5427,6550,17,17,2454,1726,178,156,365,290,42,57,Mecklenburgische Schweiz,13072,8073.0,8.996280439395015,18.93967546141459,3.493125232255667,51.07147281060325,3.716090672612412,32.66162888329135,69.75,14.87,4.82,,,,,True,82.85496183206106
130725254,3648,3685,4770,14,14,1871,1075,121,100,178,168,28,21,Gnoien,13072,5668.0,8.64259160081057,22.953422724064925,3.5285815102328866,49.89414255469301,2.681721947776994,41.440169431697846,62.78,7.79,5.05,,,,,True,77.25366876310272
13072006,8383,8461,10700,10,10,2534,3356,591,614,477,408,97,103,"Bad Doberan, Stadt",13072,13012.0,9.473627287593242,25.714724869351368,4.349830925299723,46.95665539501998,6.301875192130341,46.39447789690116,33.43,2.57,6.46,29.33579335793358,17.988929889298895,5.5643879173290935,9.915966386554622,True,79.07476635514018
130725252,10318,10426,13441,23,23,4414,3577,529,370,391,623,97,102,Bützow-Land,13072,15974.0,9.678717679477334,23.419306372855893,3.4806560661074246,49.56804807812696,2.867159133592087,40.05051176392397,50.91,6.27,5.05,23.273273273273272,20.12012012012012,5.069708491761724,9.479305740987984,True,77.56863328621382
130725261,5503,5549,6745,11,11,2185,1903,326,291,222,317,50,60,Schwaan,13072,7920.0,8.977146484808472,21.578282828282827,3.4217171717171717,49.35606060606061,1.2247474747474747,34.302638664512656,64.46,3.59,6.01,,,,,True,82.26834692364714
130725260,6755,6803,8170,10,10,2302,2632,358,405,347,348,85,96,Rostocker Heide,13072,10207.0,9.2308290384035,16.733614186342706,3.301655726462232,50.818066033114526,5.946899186832566,28.073679538393257,64.86,3.28,6.14,33.96449704142012,17.27810650887574,3.7102473498233217,11.926605504587156,True,83.26805385556915
130725253,5756,5788,6634,9,9,1942,2228,353,348,321,283,52,86,Carbäk,13072,7890.0,8.97335141383992,18.99873257287706,2.29404309252218,49.63244613434728,1.1660329531051965,20.574304322084075,78.48,1.79,6.95,,,,,True,87.24751281278263
130725262,4789,4843,5989,14,14,1989,1662,254,200,236,249,59,33,Tessin,13072,7015.0,8.855805992536562,19.942979330007127,3.7491090520313617,50.07840342124019,1.796151104775481,36.290819470117064,56.4,5.94,5.74,,,,,True,80.86491901820003
130725256,5865,5913,7357,12,12,2574,1944,279,200,272,275,78,67,Krakow am See,13072,8716.0,9.072915696064513,23.474070674621387,3.4993116108306563,50.14915098669114,2.8109224414869205,39.13347309573725,59.58,6.49,5.09,,,,,True,80.37243441620225
130725257,6007,6061,7374,11,11,2497,2179,310,208,267,261,58,77,Laage,13072,8711.0,9.072341873818893,19.59591321317874,3.5127999081620938,50.579726782229365,3.053610377683389,35.38277511961722,56.28,7.09,5.28,,,,,True,82.19419582316246
13072029,5093,5131,6089,11,11,1910,1915,276,288,228,242,54,52,Dummerstorf,13072,7399.0,8.90910013492555,17.637518583592378,2.9733747803757264,51.60156777942965,2.82470604135694,30.642704843131284,62.81,2.96,6.31,,,,,True,84.26671046148793
130725263,12615,12702,14426,17,17,3669,5015,724,1099,950,627,104,157,Warnow-West,13072,17364.0,9.762154376419485,21.371803731859018,2.539737387698687,48.95185441142594,1.5894955079474775,24.094322223685943,72.28,1.76,7.63,38.05309734513274,13.886997957794415,3.908794788273616,9.152542372881356,True,88.04935533065299
130725255,6559,6611,8029,17,17,2890,2107,318,284,285,393,63,75,Güstrow-Land,13072,9573.0,9.166701914946351,18.80288310874334,3.238274313172464,50.6319857933772,2.162331557505484,31.549427436316897,70.55,5.82,4.98,,,,,True,82.33902104869847
13072036,2793,2819,3558,4,4,801,1243,170,145,174,131,31,40,"Graal-Müritz, Ostseeheilbad",13072,4054.0,8.307459327011946,39.49185989146522,2.3680315737543167,44.79526393685249,3.354711396151949,45.73218480814409,56.84,3.5,6.72,,,,,True,79.22990444069703
13072043,16736,16877,23324,21,21,6294,6436,1087,700,733,768,186,191,"Güstrow, Barlachstadt",13072,28623.0,10.261965869419956,25.343255423959754,5.202110191105056,48.40163504873703,6.638018376829822,51.57642004170089,22.31,4.14,5.55,22.59933774834437,21.52317880794702,8.221343873517787,8.777969018932874,True,72.35894357743098
13072058,3061,3083,4067,6,6,1250,1104,159,112,160,135,43,31,"Kröpelin, Stadt",13072,4830.0,8.482601746646619,21.884057971014492,3.9958592132505175,50.807453416149066,2.546583850931677,39.9664147774979,49.62,3.66,5.61,,,,,True,75.80526186378165
13072060,5284,5316,6579,6,6,1714,2248,243,255,356,241,61,64,"Kühlungsborn, Ostseebad, Stadt",13072,8010.0,8.988446040062405,33.445692883895134,3.83270911360799,46.04244694132335,6.928838951310861,43.43979283556323,41.32,3.41,7.57,,,,,True,80.80255357957137
13072074,2458,2484,3248,3,3,983,895,134,97,100,136,32,24,"Neubukow, Schliemannstadt",13072,3959.0,8.28374674710613,22.75827229098257,4.369790351098763,48.92649659004799,5.051780752715332,44.1883276115743,36.11,3.1,5.37,,,,,True,76.47783251231527
13072091,4485,4513,5373,8,8,1559,1819,246,197,198,251,41,72,Sanitz,13072,6326.0,8.752423403865594,19.712298450837817,3.2247865950047423,48.782801138159975,1.6123932975023711,32.794612794612796,55.77,4.67,7.04,,,,,True,83.99404429555183
13072093,4191,4226,4947,9,9,1781,1424,237,178,188,208,43,41,Satow,13072,6142.0,8.722905701000768,17.55128622598502,3.728427222403126,49.67437316834907,2.44220123738196,25.25019245573518,69.24,3.19,5.26,,,,,True,85.4255104103497
13072106,4985,5037,6776,5,5,2135,1825,240,117,273,221,43,46,"Teterow, Bergringstadt",13072,8131.0,9.003439196207838,27.85635223219776,4.439798302791784,48.948468823023,4.599680236133317,49.115737631520034,34.52,5.01,6.01,,,,,True,74.33589138134593
130735361,12204,12327,16057,27,27,4461,4714,667,545,581,662,182,116,Ribnitz-Damgarten,13073,18125.0,9.805047479722877,26.56,3.746206896551724,47.96689655172414,2.9682758620689653,45.297054927137474,44.17,4.12,5.78,20.038535645472063,14.771997430956969,5.306603773584905,7.845579078455791,True,76.77025596313135
130735354,4424,4461,5349,10,10,1511,1767,210,308,278,183,33,52,Darß/Fischland,13073,6307.0,8.749415406663651,32.40843507214206,4.058982083399398,47.89915966386555,7.071507848422388,44.13546255506608,66.08,6.7,8.01,,,,,True,83.39876612450925
130735362,6325,6381,8076,14,14,2705,1955,325,313,352,350,99,63,West-Rügen,13073,9385.0,9.14686794902061,22.152370804475225,3.1859350026638253,49.078316462440064,2.6318593500266383,39.86028789161728,57.72,6.23,5.79,,,,,True,79.01188707280832
130735359,4999,5038,6577,9,9,2366,1523,223,158,241,241,84,58,Nord-Rügen,13073,7439.0,8.914491710191342,26.025003360666755,3.091813415781691,49.28081731415513,3.5891920957117893,44.72604392951967,44.81,9.86,5.31,,,,,True,76.60027368100958
130735351,5198,5224,6313,9,9,2255,1710,236,246,236,245,76,59,Altenpleen,13073,7574.0,8.93247660846174,18.391866913123845,3.6176392923158174,49.19461315025086,2.4953789279112755,31.365638766519822,61.87,2.32,5.72,,,,,True,82.74988119752891
130735357,4645,4698,5987,10,10,1845,1684,208,201,270,199,65,60,Mönchgut-Granitz,13073,7072.0,8.863898604317479,24.222285067873305,4.383484162895928,47.9920814479638,9.926470588235292,43.13572542901717,48.43,8.28,7.12,,,,,True,78.47001837314181
130735360,5259,5319,7068,13,13,2503,1635,284,132,276,225,65,49,Recknitz-Trebeltal,13073,8401.0,9.036106025364846,22.330674919652424,2.821092727056303,50.10117843113915,2.952029520295203,39.0847711927982,59.81,9.0,5.05,,,,,True,75.2546689303905
130735352,9405,9547,12360,22,22,4213,3177,422,317,406,439,112,76,Barth,13073,14546.0,9.585071320714484,24.535954901691188,3.5198680049498146,48.18506805994775,5.616664375085934,44.15261988762577,52.3,6.57,5.89,18.6084142394822,16.34304207119741,3.3625730994152048,7.564296520423601,True,77.2411003236246
130735353,12508,12657,17136,27,27,5618,3916,720,463,537,594,209,106,Bergen auf Rügen,13073,20490.0,9.927692241232943,22.635431918008784,3.9677891654465594,48.897022938018544,3.753050268423621,45.35493969247767,35.05,4.47,5.48,20.81447963800905,19.400452488687783,6.027667984189724,6.526315789473684,True,73.86204481792717
13073011,3354,3380,4458,5,5,1275,1219,171,124,187,159,54,39,"Binz, Ostseebad",13073,4967.0,8.51057131510735,31.870344272196498,3.3823233340044294,45.58083350110731,8.898731628749749,54.41696113074205,31.25,7.33,7.09,,,,,True,75.81875280394796
130735356,5007,5039,6093,8,8,2413,1443,221,226,263,258,48,35,Miltzow,13073,6914.0,8.84130362048157,18.889210297946196,3.5869250795487417,50.24587792884004,1.3450969048307782,33.72781065088758,64.29,5.35,5.55,,,,,True,82.70146069259806
130735355,4665,4712,6312,13,13,2391,1282,186,150,266,177,52,57,Franzburg-Richtenberg,13073,7218.0,8.884333185202735,20.435023552230536,3.615960099750624,50.40177334441674,1.690218897201441,39.820527201346046,58.63,8.38,4.94,,,,,True,74.65145754119138
13073035,5691,5761,8074,12,12,2687,1724,264,124,423,267,71,37,"Grimmen, Stadt",13073,9060.0,9.111624399037025,30.176600441501105,4.0176600441501105,46.08167770419426,4.194260485651214,51.57182650218862,33.67,14.6,5.47,,,,,True,71.35248947238048
130735358,6689,6733,8087,14,14,3128,1978,284,270,342,349,95,61,Niepars,13073,9365.0,9.144734614878187,20.480512546716497,2.957821676454885,50.53924185798185,1.1318739989321944,28.328281650734436,74.6,2.98,5.79,,,,,True,83.25707926301472
13073055,3115,3135,3916,7,7,1334,1069,168,103,152,151,35,23,"Marlow, Stadt",13073,4554.0,8.423761246623686,21.431708388230128,3.4036012296881863,50.746596398770315,2.261747913921827,34.189995410738874,72.46,3.16,5.43,,,,,True,80.0561797752809
13073070,2990,3018,3857,4,4,1142,1046,159,189,171,138,37,38,"Putbus, Stadt",13073,4469.0,8.404919948933452,26.69501006936675,2.8865518012978293,48.4672186171403,1.9914969791899757,41.78284748626954,50.11,7.42,6.24,,,,,True,78.24734249416645
13073080,5303,5345,7414,7,7,2179,1872,341,155,210,277,79,53,"Sassnitz, Stadt",13073,9010.0,9.106090350602384,31.10987791342952,3.618201997780244,47.425083240843506,6.870144284128746,53.234577161072565,22.03,8.36,5.62,,,,,True,72.09333693013218
13073088,34033,34389,46944,43,43,12180,11622,2361,2614,1773,1534,554,354,"Stralsund, Hansestadt",13073,53996.0,10.896665248728718,25.442625379657752,6.094895918216164,48.05726350100007,5.981924587006445,56.364155251141554,19.35,5.88,5.83,26.79352580927384,19.72878390201225,9.233791748526524,7.532467532467533,True,73.25536809815951
13073089,2666,2696,3341,8,8,1221,796,112,109,175,144,25,27,Süderholz,13073,3920.0,8.273846932784508,16.836734693877553,3.4948979591836733,51.505102040816325,1.3775510204081634,30.101465614430666,71.25,4.5,5.1,,,,,True,80.6944028733912
13073105,1998,2010,2499,3,3,751,719,82,86,159,97,34,30,"Zingst, Ostseeheilbad",13073,2929.0,7.982416346827733,34.41447593035166,4.0286787299419595,46.80778422669853,7.135541140320929,46.34551495016611,57.42,6.07,7.74,,,,,True,80.43217286914766
130745455,9777,9871,11454,20,20,3649,3674,428,541,483,588,91,114,Lützow-Lübstorf,13074,13317.0,9.496796693502144,21.566418863107305,3.2064278741458287,50.214012164902,0.9011038522189684,28.893680544037153,76.42,3.94,5.52,33.53711790393013,12.925764192139738,3.314917127071823,11.857142857142858,True,86.17950061114021
130745451,9628,9703,11868,17,17,3847,3475,506,450,468,460,111,101,Dorf Mecklenburg-Bad Kleinen,13074,14002.0,9.546955455537145,20.86844736466219,3.492358234537923,50.07141836880446,2.6067704613626623,35.17804154302671,54.51,5.57,5.45,24.66555183946488,17.892976588628763,5.371900826446281,15.574963609898107,True,81.75766767778902
130745456,4254,4283,5178,7,7,1764,1454,212,249,183,200,53,41,Neuburg,13074,6414.0,8.7662383802531,18.210165263486125,3.0402245088868103,48.86186467103211,4.661677580293109,32.32005590496156,61.65,4.03,5.39,,,,,True,82.71533410583237
130745453,5785,5839,6954,18,18,2371,1964,330,275,300,273,58,65,Grevesmühlen-Land,13074,8467.0,9.043931533642278,17.715837959135467,3.7793787646155663,50.561001535372625,2.078658320538562,28.69333333333333,66.98,3.93,5.53,,,,,True,83.96606269772792
130745457,6912,6958,9213,13,13,2991,2404,344,298,299,305,74,66,Neukloster-Warin,13074,10859.0,9.2927495082169,23.197347822083064,3.425729809374712,50.66764895478405,1.5655216870798416,39.636913767019664,53.25,6.38,5.02,18.6307519640853,16.27384960718294,5.118110236220472,10.78838174273859,True,75.5237164875719
130745454,7131,7182,9054,12,12,2515,2678,429,425,430,344,70,85,Klützer Winkel,13074,10516.0,9.260653185849772,24.486496766831493,4.089007227082541,48.25979459870673,5.439330543933054,39.141949152542374,57.92,5.9,6.52,24.753559693318728,17.743702081051477,4.316546762589928,13.133208255159476,True,79.32405566600397
130745458,6529,6580,8088,20,20,2431,2411,311,412,339,323,74,66,Rehna,13074,9569.0,9.166283985779264,17.525342251018916,4.242867593269934,50.45459295642178,1.348103250078378,36.4983164983165,59.62,3.91,5.51,,,,,True,81.35509396636994
130745459,11657,11736,14948,23,23,3954,4590,652,968,474,471,129,150,Schönberger Land,13074,17921.0,9.793728488543389,17.114000334802746,4.67607834384242,50.02511020590369,2.6337815970090954,33.62703681351841,57.14,3.3,6.39,23.173970783532535,20.1195219123506,4.0201005025125625,14.659685863874346,True,78.5121755418785
130745452,6610,6663,8492,12,12,2658,2368,404,252,305,355,65,67,Gadebusch,13074,9797.0,9.189831495344642,22.34357456364193,4.062468102480351,49.923445952842705,2.0108196386648975,41.06456182958915,49.74,5.28,5.45,,,,,True,78.46208195949129
13074026,6469,6516,8675,11,11,2436,2502,395,222,302,311,82,57,"Grevesmühlen, Stadt",13074,10354.0,9.245128197461849,27.38072242611551,4.56828278926019,48.058721267143135,2.9650376666022793,48.655913978494624,37.43,2.82,5.76,17.687074829931973,20.18140589569161,7.385229540918163,18.96551724137931,True,75.11239193083574
13074035,1834,1854,2216,2,2,632,743,61,132,109,83,21,20,"Insel Poel, Ostseebad",13074,2523.0,7.833203948641057,29.449068569163693,2.457391993658343,47.800237812128415,3.8446294094332143,41.49377593360996,58.57,5.81,5.87,,,,,True,83.66425992779783
13074087,25058,25285,33745,36,36,8104,10450,1749,1828,1037,938,222,254,"Wismar, Hansestadt",13074,42764.0,10.66345190613339,25.10055186605556,6.339444392479656,48.50341408661491,8.65681414273688,53.888503731495454,19.64,4.23,6.0,28.563581433672063,19.829717110683877,7.874810701665825,16.328767123287673,True,74.92961920284486
130755552,6848,6922,8828,18,18,3398,2258,237,136,302,245,62,77,Am Stettiner Haff,13075,10342.0,9.243968552956169,25.459292206536453,2.91046219299942,48.95571456198027,2.243279829820151,37.87965616045845,61.09,8.51,4.83,18.29405162738496,10.998877665544333,7.578947368421052,15.48974943052392,True,78.40960579972814
130755554,4130,4182,5514,11,11,2160,1135,191,94,198,210,48,36,Jarmen-Tutow,13075,6606.0,8.795733605950735,24.477747502270663,3.542234332425068,50.33303057826219,1.559188616409325,41.34165366614665,58.69,6.63,4.85,,,,,True,75.84330794341676
130755559,8248,8339,10973,18,18,4251,2491,404,114,341,324,115,62,Torgelow-Ferdinandshof,13075,13759.0,9.529448434427817,24.144196525910314,4.106403081619304,49.23322915909586,5.981539356057853,43.2226148409894,44.61,11.18,4.86,16.129032258064516,15.789473684210526,10.126582278481012,12.5,True,75.99562562653787
13075005,6934,6998,10104,12,12,3372,2309,250,119,330,257,82,94,"Anklam, Hansestadt",13075,11864.0,9.381263883817768,28.894133513149026,4.492582602832097,47.02461227242077,3.0006743088334455,50.98914175219396,29.86,8.5,5.14,17.010816125860373,18.190757128810223,8.982035928143713,7.456140350877193,True,69.2596991290578
130755563,7380,7446,9554,17,17,3858,2021,334,196,287,270,102,157,Züssow,13075,11406.0,9.341894811716484,20.313869893038753,3.971593897948448,49.903559530071895,1.990180606698229,36.917025660236,64.39,5.96,4.77,18.44559585492228,15.544041450777202,6.203007518796992,7.014028056112225,True,77.93594306049822
130755553,5946,6009,7891,21,21,3065,1761,208,134,294,192,75,109,Anklam-Land,13075,9249.0,9.13227071655426,22.20780624932425,3.33008973943129,51.032544058817166,1.416369337225646,38.208691815574674,66.42,9.66,4.56,,,,,True,76.15004435432772
130755555,7637,7682,8879,14,14,2921,2595,424,603,432,292,83,128,Landhagen,13075,10692.0,9.277251077258809,18.55592966704078,2.983539094650206,50.22446689113356,1.5057987280209502,26.406182911120652,74.33,2.1,5.88,36.75977653631285,16.424581005586592,,5.3742802303262955,True,86.5187521117243
130755562,7845,7923,10025,18,18,4035,2284,251,209,423,320,122,77,Usedom-Süd,13075,10993.0,9.305013985578864,26.45319748931138,3.3748749204038933,48.549076685163286,3.220231056126626,42.90259855046845,64.09,7.88,6.64,18.48739495798319,22.899159663865547,,7.010309278350515,True,79.03241895261846
130755556,5644,5699,7281,25,25,2795,1739,226,120,333,237,48,49,Löcknitz-Penkun,13075,10543.0,9.26321741157695,22.555249928862754,3.3387081475860763,49.9668026178507,17.404913212558096,38.11900958466454,56.07,6.42,4.83,23.59550561797753,16.292134831460675,6.471816283924843,7.366071428571429,True,78.27221535503365
130755560,4572,4628,5609,21,21,2449,1269,180,83,218,202,50,30,Uecker-Randow-Tal,13075,6795.0,8.823942326585245,21.618837380426783,2.9286239882266374,51.18469462840323,2.1486387049300957,35.03086419753087,69.92,14.68,4.21,,,,,True,82.51025138170797
130755557,7268,7325,8904,13,13,3433,2188,315,285,416,293,92,101,Lubmin,13075,10469.0,9.256173788319357,24.997611997325436,3.2858916801986817,49.29792721367848,1.3372814977552774,33.17015860583513,69.39,3.92,6.16,22.967032967032967,11.31868131868132,5.576923076923077,11.382113821138212,True,82.26639712488769
130755551,8908,9012,12121,21,21,4551,2598,426,287,390,318,131,66,Am Peenestrom,13075,13950.0,9.543234787249512,24.99641577060932,4.093189964157706,48.681003584229394,5.956989247311828,50.305966343702195,35.76,9.18,5.43,18.228279386712096,19.761499148211243,5.785123966942149,8.24561403508772,True,74.35030113026978
130755558,3886,3936,5081,10,10,2017,990,176,135,250,177,44,44,Peenetal/Loitz,13075,5954.0,8.691818541575723,22.10278804165267,3.594222371514948,49.41215989250924,1.6795431642593217,39.15110356536503,59.99,7.61,4.59,,,,,True,77.46506593190317
13075039,34958,35227,45895,60,60,9941,11589,4321,4422,1703,1174,530,510,"Greifswald, Universitäts- und Hansestadt",13075,55617.0,10.926244188900702,20.461369725084054,10.847402772533576,47.35063020299549,6.627470018159915,58.43753686445677,18.8,3.25,6.41,41.46909398814564,23.010160880609657,8.758076094759511,8.064516129032258,True,76.75563786904891
13075049,4793,4840,6656,8,8,2330,1507,145,154,261,176,69,67,"Heringsdorf, Ostseebad",13075,5991.0,8.698013622083925,30.696044066099148,3.789016858621266,46.085795359706225,6.009013520280421,55.305291723202174,41.55,8.17,7.21,,,,,True,72.71634615384616
130755561,6409,6471,8218,8,8,2901,2127,289,205,352,284,84,78,Usedom-Nord,13075,8372.0,9.03264808356589,32.644529383659815,3.2130912565695176,47.43191591017678,3.96559961777353,46.86226568867155,45.85,4.8,6.36,,,,,True,78.74178632270626
13075105,5459,5526,8193,9,9,2374,1862,312,112,267,263,108,37,"Pasewalk, Stadt",13075,9714.0,9.18132342290569,27.414041589458513,4.828083178917027,47.38521721227095,4.261890055589871,52.042660882140275,24.25,12.05,4.75,,,,,True,67.44782131087514
13075130,2564,2594,3683,4,4,1324,785,98,40,114,131,29,17,"Strasburg (Uckermark), Stadt",13075,4359.0,8.379997952238393,28.148657949070888,3.555861436109199,48.52030282174811,1.743519155769672,49.0932096161957,33.66,14.76,4.9,,,,,True,70.43171327721966
13075136,5019,5106,7376,12,12,2545,1617,171,99,226,175,54,43,"Ueckermünde, Seebad , Stadt",13075,8794.0,9.081824949740756,27.08664998862861,3.2408460313850354,48.96520354787355,3.0930179667955424,46.56038436339812,33.6,9.02,5.31,,,,,True,69.22451193058568
130765659,5774,5824,6989,19,19,2484,2068,254,158,236,325,53,48,Ludwigslust-Land,13076,8197.0,9.011523512653032,20.81249237525924,3.4280834451628643,49.84750518482372,2.0373307307551545,29.460126061934776,75.3,3.78,5.05,,,,,True,83.33094863356703
130765658,5894,5951,7037,20,20,2416,2207,247,173,276,311,50,53,Hagenow-Land,13076,8453.0,9.042276686928927,17.40210576126819,3.549035845262037,50.83402342363658,2.6972672423991484,28.670581954084355,75.94,4.77,5.07,,,,,True,84.5672871962484
