party,feature,omitted_block,n,weighted_pearson
FDP,age19_24_share,13004,115,0.2142177772154677
FDP,age19_24_share,13071,96,0.16332316207336398
FDP,age19_24_share,13072,93,0.2989721551124342
FDP,age19_24_share,13073,96,0.19971581066872582
FDP,age19_24_share,13074,104,0.2166998058452473
FDP,age19_24_share,13075,97,0.1043609029825876
FDP,age19_24_share,13076,96,0.21333188607011153
AfD,male_share,13003,115,0.40246521778375227
AfD,male_share,13004,115,0.30893741831165067
AfD,male_share,13071,96,0.36462624078511435
AfD,male_share,13072,93,0.3396497178929511
AfD,male_share,13073,96,0.3669802092854913
AfD,male_share,13074,104,0.3611329149638751
AfD,male_share,13075,97,0.3657258709289399
AfD,male_share,13076,96,0.3537934239524231
SPD,male_share,13003,115,-0.21373692465799035
SPD,male_share,13004,115,-0.1736198128526602
SPD,male_share,13071,96,-0.16334092104464132
SPD,male_share,13072,93,-0.1728394603153697
SPD,male_share,13073,96,-0.21050698295341888
SPD,male_share,13074,104,-0.24360168318100214
SPD,male_share,13075,97,-0.27543125397630497
SPD,male_share,13076,96,-0.343851265085672
Die Linke,male_share,13003,115,-0.46963221988170567
Die Linke,male_share,13004,115,-0.3056293588664345
Die Linke,male_share,13071,96,-0.336280329984251
Die Linke,male_share,13072,93,-0.3215441524593126
Die Linke,male_share,13073,96,-0.3618801051036254
Die Linke,male_share,13074,104,-0.3107864915054897
Die Linke,male_share,13075,97,-0.2884630185216822
Die Linke,male_share,13076,96,-0.279691936895151
GRÜNE,male_share,13003,115,-0.3412402279990835
GRÜNE,male_share,13004,115,-0.24679529193869765
GRÜNE,male_share,13071,96,-0.3484424249240978
GRÜNE,male_share,13072,93,-0.3000529035074968
GRÜNE,male_share,13073,96,-0.3257825781811985
GRÜNE,male_share,13074,104,-0.30589193709155565
GRÜNE,male_share,13075,97,-0.2556228088185899
GRÜNE,male_share,13076,96,-0.24080299708251846
CDU,male_share,13003,115,-0.24585544317279476
CDU,male_share,13004,115,-0.1591734542531503
CDU,male_share,13071,96,-0.2630472367263715
CDU,male_share,13072,93,-0.24283012434003962
CDU,male_share,13073,96,-0.21262686062072103
CDU,male_share,13074,104,-0.2297200489841477
CDU,male_share,13075,97,-0.25878390693475345
CDU,male_share,13076,96,-0.2096086079938304
BSW,male_share,13003,115,0.09023544937283566
BSW,male_share,13004,115,0.08744050175800663
BSW,male_share,13071,96,0.18132778991792414
BSW,male_share,13072,93,0.05840037871409044
BSW,male_share,13073,96,0.0922835193340954
BSW,male_share,13074,104,0.087368900892722
BSW,male_share,13075,97,0.018879252376829934
BSW,male_share,13076,96,0.13628307401159306
Tierschutzpartei,male_share,13003,115,-0.19436391820106658
Tierschutzpartei,male_share,13004,115,-0.2861672796543008
Tierschutzpartei,male_share,13071,96,-0.22986748825620182
Tierschutzpartei,male_share,13072,93,-0.21111038425623657
Tierschutzpartei,male_share,13073,96,-0.1366277700234886
Tierschutzpartei,male_share,13074,104,-0.20395129230816622
Tierschutzpartei,male_share,13075,97,-0.10543603622938226
Tierschutzpartei,male_share,13076,96,-0.19071594074866344
FDP,male_share,13003,115,-0.03086936487879219
FDP,male_share,13004,115,-0.057337765494583304
FDP,male_share,13071,96,-0.08823565903008793
FDP,male_share,13072,93,-0.03796170679186436
FDP,male_share,13073,96,-0.03761313930205316
FDP,male_share,13074,104,-0.05994157070105118
FDP,male_share,13075,97,0.005046598454614835
FDP,male_share,13076,96,0.005091960797998156
AfD,foreign_citizenship_share,13003,115,-0.38408864622134226
AfD,foreign_citizenship_share,13004,115,-0.39984851485472495
AfD,foreign_citizenship_share,13071,96,-0.40762604447540396
AfD,foreign_citizenship_share,13072,93,-0.4883144214107767
AfD,foreign_citizenship_share,13073,96,-0.44353942123035417
AfD,foreign_citizenship_share,13074,104,-0.45534227196429317
AfD,foreign_citizenship_share,13075,97,-0.5102916757100512
AfD,foreign_citizenship_share,13076,96,-0.5340570775779617
SPD,foreign_citizenship_share,13003,115,0.3328265882013675
SPD,foreign_citizenship_share,13004,115,0.30241456726449667
SPD,foreign_citizenship_share,13071,96,0.31252391971032056
SPD,foreign_citizenship_share,13072,93,0.4018636312001442
SPD,foreign_citizenship_share,13073,96,0.3356838204999984
SPD,foreign_citizenship_share,13074,104,0.35715131700731007
SPD,foreign_citizenship_share,13075,97,0.4278652888682237
SPD,foreign_citizenship_share,13076,96,0.39309180612285133
Die Linke,foreign_citizenship_share,13003,115,0.40689768770297474
Die Linke,foreign_citizenship_share,13004,115,0.42921947337217775
Die Linke,foreign_citizenship_share,13071,96,0.40600286893136456
Die Linke,foreign_citizenship_share,13072,93,0.4357359800084275
Die Linke,foreign_citizenship_share,13073,96,0.449508141948016
Die Linke,foreign_citizenship_share,13074,104,0.4365856967387167
Die Linke,foreign_citizenship_share,13075,97,0.4666789677210382
Die Linke,foreign_citizenship_share,13076,96,0.5312365132478972
GRÜNE,foreign_citizenship_share,13003,115,0.2833195841549419
GRÜNE,foreign_citizenship_share,13004,115,0.3195969605031239
GRÜNE,foreign_citizenship_share,13071,96,0.3450747153223786
GRÜNE,foreign_citizenship_share,13072,93,0.40210976955550715
GRÜNE,foreign_citizenship_share,13073,96,0.3786638544832039
GRÜNE,foreign_citizenship_share,13074,104,0.38032489260806684
GRÜNE,foreign_citizenship_share,13075,97,0.40837617812012156
GRÜNE,foreign_citizenship_share,13076,96,0.4889222050819641
CDU,foreign_citizenship_share,13003,115,0.08422910705601067
CDU,foreign_citizenship_share,13004,115,-0.10413252905783912
CDU,foreign_citizenship_share,13071,96,-0.004248028450197607
CDU,foreign_citizenship_share,13072,93,0.07766668088747614
CDU,foreign_citizenship_share,13073,96,0.020641326828567574
CDU,foreign_citizenship_share,13074,104,0.04274763413615479
CDU,foreign_citizenship_share,13075,97,0.008601567819127385
CDU,foreign_citizenship_share,13076,96,0.04628102163057685
BSW,foreign_citizenship_share,13003,115,-0.25985741279144237
BSW,foreign_citizenship_share,13004,115,-0.271008817945187
BSW,foreign_citizenship_share,13071,96,-0.25004931186923
BSW,foreign_citizenship_share,13072,93,-0.23722543169610338
BSW,foreign_citizenship_share,13073,96,-0.2616117049098881
BSW,foreign_citizenship_share,13074,104,-0.2310416838514009
BSW,foreign_citizenship_share,13075,97,-0.36126752174131227
BSW,foreign_citizenship_share,13076,96,-0.28943255112727656
Tierschutzpartei,foreign_citizenship_share,13003,115,0.08948060483309837
Tierschutzpartei,foreign_citizenship_share,13004,115,0.22301785378165148
Tierschutzpartei,foreign_citizenship_share,13071,96,0.0047178919522601745
Tierschutzpartei,foreign_citizenship_share,13072,93,0.08015215666994022
Tierschutzpartei,foreign_citizenship_share,13073,96,0.13180552030067136
Tierschutzpartei,foreign_citizenship_share,13074,104,0.1343081001111552
Tierschutzpartei,foreign_citizenship_share,13075,97,0.13808493378759806
Tierschutzpartei,foreign_citizenship_share,13076,96,0.0415547444727792
FDP,foreign_citizenship_share,13003,115,-0.04527820948800678
FDP,foreign_citizenship_share,13004,115,0.014356659939231065
FDP,foreign_citizenship_share,13071,96,-0.13851410321382254
FDP,foreign_citizenship_share,13072,93,0.024530712838028594
FDP,foreign_citizenship_share,13073,96,-0.04414828905789815
FDP,foreign_citizenship_share,13074,104,0.003313111401022038
FDP,foreign_citizenship_share,13075,97,0.079606972127049
FDP,foreign_citizenship_share,13076,96,0.012589416277146024
AfD,single_household_share,13003,115,-0.3156188971079848
AfD,single_household_share,13004,115,-0.4606346766805658
AfD,single_household_share,13071,96,-0.5057941265394874
AfD,single_household_share,13072,93,-0.6101631536030659
AfD,single_household_share,13073,96,-0.49765762314223894
AfD,single_household_share,13074,104,-0.5112803021735082
AfD,single_household_share,13075,97,-0.5233084821969417
AfD,single_household_share,13076,96,-0.5081456277204698
SPD,single_household_share,13003,115,0.123920503473756
SPD,single_household_share,13004,115,0.12419730252751279
SPD,single_household_share,13071,96,0.1090382183396784
SPD,single_household_share,13072,93,0.2679334121331772
SPD,single_household_share,13073,96,0.1618820534471593
SPD,single_household_share,13074,104,0.1747911705228449
SPD,single_household_share,13075,97,0.20807137335112666
SPD,single_household_share,13076,96,0.24584372296261564
Die Linke,single_household_share,13003,115,0.6100330169419866
Die Linke,single_household_share,13004,115,0.6756511818169659
Die Linke,single_household_share,13071,96,0.6950917169854561
Die Linke,single_household_share,13072,93,0.7179562637805477
Die Linke,single_household_share,13073,96,0.7039441772599399
Die Linke,single_household_share,13074,104,0.6858267066363025
Die Linke,single_household_share,13075,97,0.6884903658005347
Die Linke,single_household_share,13076,96,0.6700351652178835
GRÜNE,single_household_share,13003,115,0.3200358949749666
GRÜNE,single_household_share,13004,115,0.47625667727981913
GRÜNE,single_household_share,13071,96,0.5644005542891242
GRÜNE,single_household_share,13072,93,0.5996305024390858
GRÜNE,single_household_share,13073,96,0.5165124323049934
GRÜNE,single_household_share,13074,104,0.53549919647483
GRÜNE,single_household_share,13075,97,0.5046249740070158
GRÜNE,single_household_share,13076,96,0.4953314452777635
CDU,single_household_share,13003,115,-0.10472467302003888
CDU,single_household_share,13004,115,-0.29558874982803673
CDU,single_household_share,13071,96,-0.1974057355124781
CDU,single_household_share,13072,93,-0.10154154869339699
CDU,single_household_share,13073,96,-0.2284588528761703
CDU,single_household_share,13074,104,-0.19265711740615754
CDU,single_household_share,13075,97,-0.18892272593490006
CDU,single_household_share,13076,96,-0.1891039338466635
BSW,single_household_share,13003,115,-0.24292199344240653
BSW,single_household_share,13004,115,-0.24496863071210484
BSW,single_household_share,13071,96,-0.3596149501874022
BSW,single_household_share,13072,93,-0.20717689342445958
BSW,single_household_share,13073,96,-0.24292712583903436
BSW,single_household_share,13074,104,-0.22957393991106856
BSW,single_household_share,13075,97,-0.24587160526093058
BSW,single_household_share,13076,96,-0.22680957493203255
Tierschutzpartei,single_household_share,13003,115,0.25593293837948256
Tierschutzpartei,single_household_share,13004,115,0.35372821674385485
Tierschutzpartei,single_household_share,13071,96,0.28036046965618355
Tierschutzpartei,single_household_share,13072,93,0.2609848282216566
Tierschutzpartei,single_household_share,13073,96,0.24845351836214258
Tierschutzpartei,single_household_share,13074,104,0.286150254435007
Tierschutzpartei,single_household_share,13075,97,0.20581558950429307
Tierschutzpartei,single_household_share,13076,96,0.20286349253289793
FDP,single_household_share,13003,115,-0.14518499660349138
FDP,single_household_share,13004,115,-0.05935774143623437
FDP,single_household_share,13071,96,-0.0783391485841847
FDP,single_household_share,13072,93,0.02686372178752971
FDP,single_household_share,13073,96,-0.09143738595715867
FDP,single_household_share,13074,104,-0.04876669173151308
FDP,single_household_share,13075,97,-0.12452136012262126
FDP,single_household_share,13076,96,-0.09350391726786389
AfD,owner_occupancy_share,13003,115,0.45350070255435976
AfD,owner_occupancy_share,13004,115,0.5850968721494211
AfD,owner_occupancy_share,13071,96,0.6248286046752042
AfD,owner_occupancy_share,13072,93,0.6967901184707906
AfD,owner_occupancy_share,13073,96,0.6292403054014188
AfD,owner_occupancy_share,13074,104,0.634669546692084
AfD,owner_occupancy_share,13075,97,0.6331521017664116
AfD,owner_occupancy_share,13076,96,0.6376418016908812
SPD,owner_occupancy_share,13003,115,-0.26792103107999043
SPD,owner_occupancy_share,13004,115,-0.25041832959421606
SPD,owner_occupancy_share,13071,96,-0.23870232357311516
SPD,owner_occupancy_share,13072,93,-0.36702635194145056
SPD,owner_occupancy_share,13073,96,-0.3098808030798748
SPD,owner_occupancy_share,13074,104,-0.30665074707474715
SPD,owner_occupancy_share,13075,97,-0.2973968755061882
SPD,owner_occupancy_share,13076,96,-0.38278488681005546
Die Linke,owner_occupancy_share,13003,115,-0.6696023324587279
Die Linke,owner_occupancy_share,13004,115,-0.7486609912634193
Die Linke,owner_occupancy_share,13071,96,-0.75950407366945
Die Linke,owner_occupancy_share,13072,93,-0.7665543700825707
Die Linke,owner_occupancy_share,13073,96,-0.7636941528418304
Die Linke,owner_occupancy_share,13074,104,-0.7534567409699471
Die Linke,owner_occupancy_share,13075,97,-0.7568031838378937
Die Linke,owner_occupancy_share,13076,96,-0.7455287838359704
GRÜNE,owner_occupancy_share,13003,115,-0.4033614455811595
GRÜNE,owner_occupancy_share,13004,115,-0.5610506353031012
GRÜNE,owner_occupancy_share,13071,96,-0.6429963554088568
GRÜNE,owner_occupancy_share,13072,93,-0.6576060001871225
GRÜNE,owner_occupancy_share,13073,96,-0.6043189586348733
GRÜNE,owner_occupancy_share,13074,104,-0.6171944526814804
GRÜNE,owner_occupancy_share,13075,97,-0.6012922563745339
GRÜNE,owner_occupancy_share,13076,96,-0.5921703472185988
CDU,owner_occupancy_share,13003,115,0.07534734596159873
CDU,owner_occupancy_share,13004,115,0.3024945631186591
CDU,owner_occupancy_share,13071,96,0.19663860470346733
CDU,owner_occupancy_share,13072,93,0.11634300499631892
CDU,owner_occupancy_share,13073,96,0.17955899978619763
CDU,owner_occupancy_share,13074,104,0.1630984460404415
CDU,owner_occupancy_share,13075,97,0.1645934471269949
CDU,owner_occupancy_share,13076,96,0.18816434805654939
BSW,owner_occupancy_share,13003,115,0.21178081798279766
BSW,owner_occupancy_share,13004,115,0.21455471700534837
BSW,owner_occupancy_share,13071,96,0.2899324393758041
BSW,owner_occupancy_share,13072,93,0.17556715496733058
BSW,owner_occupancy_share,13073,96,0.2183697372451959
BSW,owner_occupancy_share,13074,104,0.181822240549137
BSW,owner_occupancy_share,13075,97,0.274329629339551
BSW,owner_occupancy_share,13076,96,0.1939950831087531
Tierschutzpartei,owner_occupancy_share,13003,115,-0.22318769986574236
Tierschutzpartei,owner_occupancy_share,13004,115,-0.3400101162388307
Tierschutzpartei,owner_occupancy_share,13071,96,-0.20800980948275988
Tierschutzpartei,owner_occupancy_share,13072,93,-0.22178410236226653
Tierschutzpartei,owner_occupancy_share,13073,96,-0.22001922216482667
Tierschutzpartei,owner_occupancy_share,13074,104,-0.252592083302965
Tierschutzpartei,owner_occupancy_share,13075,97,-0.21988955367300714
Tierschutzpartei,owner_occupancy_share,13076,96,-0.16024203808209594
FDP,owner_occupancy_share,13003,115,0.12025977343860786
FDP,owner_occupancy_share,13004,115,0.021590744386612945
FDP,owner_occupancy_share,13071,96,0.07364238170798831
FDP,owner_occupancy_share,13072,93,-0.02144379577240207
FDP,owner_occupancy_share,13073,96,0.05239316095063336
FDP,owner_occupancy_share,13074,104,0.018834497212941108
FDP,owner_occupancy_share,13075,97,0.017698038071934385
FDP,owner_occupancy_share,13076,96,0.06265307739669888
AfD,vacancy_share,13003,115,0.6131140777399691
AfD,vacancy_share,13004,115,0.7295537300202849
AfD,vacancy_share,13071,96,0.6620618546129035
AfD,vacancy_share,13072,93,0.6921785665549102
AfD,vacancy_share,13073,96,0.7247612651198578
AfD,vacancy_share,13074,104,0.6910416214042286
AfD,vacancy_share,13075,97,0.65261930527922
AfD,vacancy_share,13076,96,0.703166398460086
SPD,vacancy_share,13003,115,-0.5313639417068372
SPD,vacancy_share,13004,115,-0.5676188145245135
SPD,vacancy_share,13071,96,-0.47411558782330854
SPD,vacancy_share,13072,93,-0.5154541997363554
SPD,vacancy_share,13073,96,-0.5726397620711333
SPD,vacancy_share,13074,104,-0.5388533811575793
SPD,vacancy_share,13075,97,-0.5387321172416498
SPD,vacancy_share,13076,96,-0.5543661492434384
Die Linke,vacancy_share,13003,115,-0.35228514101036473
Die Linke,vacancy_share,13004,115,-0.5214037359509496
Die Linke,vacancy_share,13071,96,-0.5056735433573868
Die Linke,vacancy_share,13072,93,-0.5559190369116764
Die Linke,vacancy_share,13073,96,-0.5313582752999086
Die Linke,vacancy_share,13074,104,-0.5317588558516725
Die Linke,vacancy_share,13075,97,-0.4807088467220091
Die Linke,vacancy_share,13076,96,-0.554533195036599
GRÜNE,vacancy_share,13003,115,-0.4634640260461714
GRÜNE,vacancy_share,13004,115,-0.6165658651998686
GRÜNE,vacancy_share,13071,96,-0.5850988209981778
GRÜNE,vacancy_share,13072,93,-0.6009361388911806
GRÜNE,vacancy_share,13073,96,-0.6028732729368714
GRÜNE,vacancy_share,13074,104,-0.586005862419042
GRÜNE,vacancy_share,13075,97,-0.5290942548859645
GRÜNE,vacancy_share,13076,96,-0.6252683113914663
CDU,vacancy_share,13003,115,-0.08101869557045566
CDU,vacancy_share,13004,115,-0.0036677415876481684
CDU,vacancy_share,13071,96,0.08335660316688814
CDU,vacancy_share,13072,93,0.089837235777595
CDU,vacancy_share,13073,96,-0.07672131503176434
CDU,vacancy_share,13074,104,-0.005583863553556326
CDU,vacancy_share,13075,97,0.0632233074576616
CDU,vacancy_share,13076,96,0.06857516525179884
BSW,vacancy_share,13003,115,-0.04811263495560769
BSW,vacancy_share,13004,115,-0.016024791771189654
BSW,vacancy_share,13071,96,-0.0945021636838922
BSW,vacancy_share,13072,93,-0.017635575817054654
BSW,vacancy_share,13073,96,0.010334830878232294
BSW,vacancy_share,13074,104,-0.03676283099059283
BSW,vacancy_share,13075,97,0.06799145741831226
BSW,vacancy_share,13076,96,-0.01347992767210678
Tierschutzpartei,vacancy_share,13003,115,-0.03820526152295774
Tierschutzpartei,vacancy_share,13004,115,-0.05070412023970598
Tierschutzpartei,vacancy_share,13071,96,0.07361629138994805
Tierschutzpartei,vacancy_share,13072,93,-0.061797024279500096
Tierschutzpartei,vacancy_share,13073,96,-0.1411848577617776
Tierschutzpartei,vacancy_share,13074,104,-0.07366158700290443
Tierschutzpartei,vacancy_share,13075,97,-0.17266126067180504
Tierschutzpartei,vacancy_share,13076,96,-0.07190289583306829
FDP,vacancy_share,13003,115,-0.3640471579280409
FDP,vacancy_share,13004,115,-0.3776485421480536
FDP,vacancy_share,13071,96,-0.3338111377834916
FDP,vacancy_share,13072,93,-0.36200122137546537
FDP,vacancy_share,13073,96,-0.4115471523484435
FDP,vacancy_share,13074,104,-0.3807441023120756
FDP,vacancy_share,13075,97,-0.44052328446994066
FDP,vacancy_share,13076,96,-0.3850836837893042
AfD,rent_eur_m2,13003,115,-0.6432339378130113
AfD,rent_eur_m2,13004,115,-0.744549990421683
AfD,rent_eur_m2,13071,96,-0.728208412039188
AfD,rent_eur_m2,13072,93,-0.7443829929892006
AfD,rent_eur_m2,13073,96,-0.7741097762569408
AfD,rent_eur_m2,13074,104,-0.7397822755772574
AfD,rent_eur_m2,13075,97,-0.7800156721357154
AfD,rent_eur_m2,13076,96,-0.7447098448418887
SPD,rent_eur_m2,13003,115,0.462794207199637
SPD,rent_eur_m2,13004,115,0.4620933147230301
SPD,rent_eur_m2,13071,96,0.4465983947964287
SPD,rent_eur_m2,13072,93,0.40388290543017563
