row_key,time,previous_time,delta_valid,delta_reported,fixed_reported_count,party_deltas
mv:GEMEINDE:13071036,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,419,1,False,"{""AfD"": 185, ""BSW"": 30, ""CDU"": 17, ""Die Linke"": 15, ""FDP"": 1, ""FREIE WÄHLER"": 3, ""GRÜNE"": 6, ""Handwerker Partei Deutschland"": 1, ""PIRATEN"": 1, ""SPD"": 152, ""Team Freiheit"": 2, ""Tierschutzpartei"": 2, ""WLD"": 3, ""ÖDP"": 1}"
mv:GEMEINDE:13071088,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,165,1,False,"{""AfD"": 66, ""BSW"": 13, ""CDU"": 16, ""Die Linke"": 7, ""FDP"": 3, ""GRÜNE"": 10, ""Handwerker Partei Deutschland"": 2, ""PIRATEN"": 1, ""PdF"": 1, ""SPD"": 45, ""Tierschutzpartei"": 1}"
mv:GEMEINDE:13071093,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,723,1,False,"{""AfD"": 339, ""BSW"": 43, ""CDU"": 14, ""Die Linke"": 38, ""Die PARTEI"": 1, ""FDP"": 5, ""FREIE WÄHLER"": 1, ""GRÜNE"": 24, ""Handwerker Partei Deutschland"": 3, ""KPD"": 1, ""SPD"": 243, ""Tierschutzpartei"": 9, ""Volt"": 1, ""ÖDP"": 1}"
mv:GEMEINDE:13071107,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,750,2,False,"{""AfD"": 282, ""BSW"": 50, ""CDU"": 36, ""Die Linke"": 53, ""Die PARTEI"": 1, ""FDP"": 7, ""FREIE WÄHLER"": 3, ""GRÜNE"": 18, ""Handwerker Partei Deutschland"": 4, ""PIRATEN"": 1, ""PdF"": 1, ""SPD"": 276, ""Team Freiheit"": 2, ""Tierschutzpartei"": 13, ""Volt"": 1, ""WLD"": 2}"
mv:GEMEINDE:13071111,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,553,1,False,"{""AfD"": 235, ""BSW"": 27, ""Bündnis C"": 1, ""CDU"": 16, ""Die Linke"": 22, ""Die PARTEI"": 1, ""FDP"": 2, ""FREIE WÄHLER"": 2, ""GRÜNE"": 5, ""Handwerker Partei Deutschland"": 1, ""PIRATEN"": 2, ""PdF"": 1, ""SPD"": 232, ""Tierschutzpartei"": 6}"
mv:GEMEINDE:13071112,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,379,1,False,"{""AfD"": 257, ""BSW"": 14, ""CDU"": 12, ""Die Linke"": 10, ""FDP"": 1, ""GRÜNE"": 10, ""Handwerker Partei Deutschland"": 1, ""KPD"": 1, ""SPD"": 73}"
mv:GEMEINDE:13071115,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,206,1,False,"{""AfD"": 118, ""BSW"": 9, ""Bündnis C"": 1, ""CDU"": 5, ""Die Linke"": 3, ""FDP"": 1, ""GRÜNE"": 11, ""PIRATEN"": 1, ""SPD"": 56, ""Tierschutzpartei"": 1}"
mv:GEMEINDE:13071122,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,103,1,False,"{""AfD"": 53, ""BSW"": 10, ""CDU"": 2, ""Die Linke"": 5, ""FDP"": 1, ""FREIE WÄHLER"": 3, ""GRÜNE"": 1, ""PIRATEN"": 2, ""SPD"": 25, ""Tierschutzpartei"": 1}"
mv:GEMEINDE:13071125,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,175,1,False,"{""AfD"": 94, ""BSW"": 10, ""CDU"": 24, ""Die Linke"": 1, ""FDP"": 2, ""FREIE WÄHLER"": 2, ""GRÜNE"": 1, ""SPD"": 41}"
mv:GEMEINDE:13071133,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,225,1,False,"{""AfD"": 87, ""BSW"": 15, ""CDU"": 7, ""Die Linke"": 13, ""Die PARTEI"": 1, ""FDP"": 1, ""FREIE WÄHLER"": 2, ""GRÜNE"": 13, ""KPD"": 1, ""SPD"": 84, ""Team Freiheit"": 1}"
mv:GEMEINDE:13071136,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,258,1,False,"{""AfD"": 148, ""BSW"": 14, ""CDU"": 7, ""Die Linke"": 13, ""FDP"": 4, ""FREIE WÄHLER"": 3, ""GRÜNE"": 2, ""Handwerker Partei Deutschland"": 2, ""SPD"": 62, ""Tierschutzpartei"": 3}"
mv:GEMEINDE:13071137,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,342,1,False,"{""AfD"": 157, ""BSW"": 14, ""CDU"": 18, ""Die Linke"": 17, ""GRÜNE"": 12, ""Handwerker Partei Deutschland"": 1, ""SPD"": 115, ""Team Freiheit"": 2, ""Tierschutzpartei"": 5, ""WLD"": 1}"
mv:GEMEINDE:13071142,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,667,2,False,"{""AfD"": 329, ""BSW"": 33, ""CDU"": 25, ""Die Linke"": 30, ""Die PARTEI"": 1, ""FDP"": 6, ""FREIE WÄHLER"": 7, ""GRÜNE"": 17, ""Handwerker Partei Deutschland"": 2, ""KPD"": 1, ""PIRATEN"": 1, ""SPD"": 206, ""Team Freiheit"": 2, ""Tierschutzpartei"": 4, ""Volt"": 2, ""ÖDP"": 1}"
mv:GEMEINDE:13071143,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,151,1,False,"{""AfD"": 71, ""BSW"": 7, ""CDU"": 5, ""Die Linke"": 6, ""FDP"": 1, ""GRÜNE"": 5, ""PIRATEN"": 1, ""SPD"": 51, ""Team Freiheit"": 1, ""Tierschutzpartei"": 2, ""WLD"": 1}"
mv:GEMEINDE:13071155,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,260,1,False,"{""AfD"": 116, ""BSW"": 18, ""CDU"": 11, ""Die Linke"": 11, ""FDP"": 1, ""FREIE WÄHLER"": 1, ""GRÜNE"": 6, ""Handwerker Partei Deutschland"": 4, ""SPD"": 87, ""Team Freiheit"": 2, ""Tierschutzpartei"": 3}"
mv:GEMEINDE:13071156,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,1036,2,False,"{""AfD"": 526, ""BSW"": 64, ""CDU"": 33, ""Die Linke"": 44, ""FDP"": 13, ""FREIE WÄHLER"": 3, ""GRÜNE"": 16, ""Handwerker Partei Deutschland"": 4, ""PIRATEN"": 3, ""SPD"": 316, ""Tierschutzpartei"": 11, ""WLD"": 1, ""ÖDP"": 2}"
mv:GEMEINDE:13071157,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,205,1,False,"{""AfD"": 125, ""BSW"": 10, ""Bündnis C"": 1, ""CDU"": 11, ""Die Linke"": 10, ""Die PARTEI"": 1, ""FDP"": 1, ""GRÜNE"": 1, ""Handwerker Partei Deutschland"": 1, ""SPD"": 38, ""Team Freiheit"": 1, ""Tierschutzpartei"": 5}"
mv:GEMEINDE:13071158,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,300,1,False,"{""AfD"": 190, ""BSW"": 14, ""CDU"": 9, ""Die Linke"": 12, ""FDP"": 3, ""FREIE WÄHLER"": 3, ""GRÜNE"": 10, ""PIRATEN"": 1, ""SPD"": 56, ""Team Freiheit"": 1, ""Tierschutzpartei"": 1}"
mv:GEMEINDE:13071161,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,294,1,False,"{""AfD"": 124, ""BSW"": 24, ""Bündnis C"": 1, ""CDU"": 16, ""Die Linke"": 13, ""Die PARTEI"": 1, ""FDP"": 3, ""FREIE WÄHLER"": 4, ""GRÜNE"": 8, ""KPD"": 1, ""PIRATEN"": 1, ""SPD"": 97, ""Tierschutzpartei"": 1}"
mv:GEMEINDE:13071167,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,342,1,False,"{""AfD"": 157, ""BSW"": 29, ""CDU"": 9, ""Die Linke"": 17, ""Die PARTEI"": 3, ""FDP"": 3, ""GRÜNE"": 22, ""Handwerker Partei Deutschland"": 2, ""PIRATEN"": 1, ""PdF"": 1, ""SPD"": 97, ""Tierschutzpartei"": 1}"
mv:GEMEINDE:13071170,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,208,1,False,"{""AfD"": 90, ""BSW"": 13, ""CDU"": 11, ""Die Linke"": 8, ""GRÜNE"": 9, ""Handwerker Partei Deutschland"": 2, ""SPD"": 73, ""Team Freiheit"": 2}"
mv:GEMEINDE:13071173,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,109,1,False,"{""AfD"": 66, ""BSW"": 5, ""CDU"": 1, ""Die Linke"": 1, ""SPD"": 34, ""Tierschutzpartei"": 1, ""ÖDP"": 1}"
mv:GEMEINDE:13071175,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,245,1,False,"{""AfD"": 107, ""BSW"": 8, ""CDU"": 8, ""Die Linke"": 16, ""Die PARTEI"": 1, ""FDP"": 2, ""FREIE WÄHLER"": 1, ""GRÜNE"": 16, ""Handwerker Partei Deutschland"": 3, ""SPD"": 79, ""Team Freiheit"": 2, ""Tierschutzpartei"": 2}"
mv:GEMEINDE:13071176,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,225,1,False,"{""AfD"": 97, ""BSW"": 14, ""CDU"": 16, ""Die Linke"": 6, ""GRÜNE"": 11, ""SPD"": 78, ""Team Freiheit"": 1, ""Tierschutzpartei"": 2}"
mv:GEMEINDE:13071761,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,533,1,False,"{""AfD"": 154, ""BSW"": 41, ""Bündnis C"": 2, ""CDU"": 46, ""Die Linke"": 30, ""FDP"": 2, ""FREIE WÄHLER"": 1, ""GRÜNE"": 26, ""Handwerker Partei Deutschland"": 4, ""SPD"": 221, ""Team Freiheit"": 1, ""Tierschutzpartei"": 4, ""Volt"": 1}"
mv:GEMEINDE:13072002,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,268,1,False,"{""AfD"": 117, ""BSW"": 10, ""CDU"": 8, ""Die Linke"": 13, ""FDP"": 1, ""GRÜNE"": 10, ""Handwerker Partei Deutschland"": 1, ""SPD"": 106, ""Tierschutzpartei"": 2}"
mv:GEMEINDE:13072008,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,507,1,False,"{""AfD"": 247, ""BSW"": 18, ""CDU"": 14, ""Die Linke"": 27, ""FDP"": 3, ""FREIE WÄHLER"": 1, ""GRÜNE"": 19, ""Handwerker Partei Deutschland"": 2, ""KPD"": 1, ""PIRATEN"": 1, ""SPD"": 162, ""Team Freiheit"": 1, ""Tierschutzpartei"": 9, ""WLD"": 1, ""ÖDP"": 1}"
mv:GEMEINDE:13072012,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,599,1,False,"{""AfD"": 267, ""BSW"": 50, ""CDU"": 20, ""Die Linke"": 32, ""FDP"": 8, ""FREIE WÄHLER"": 2, ""GRÜNE"": 33, ""Handwerker Partei Deutschland"": 2, ""PIRATEN"": 1, ""SPD"": 174, ""Team Freiheit"": 3, ""Tierschutzpartei"": 5, ""WLD"": 1, ""ÖDP"": 1}"
mv:GEMEINDE:13072013,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,236,1,False,"{""AfD"": 126, ""BSW"": 10, ""CDU"": 5, ""Die Linke"": 9, ""FDP"": 2, ""FREIE WÄHLER"": 1, ""GRÜNE"": 1, ""Handwerker Partei Deutschland"": 1, ""SPD"": 80, ""Team Freiheit"": 1}"
mv:GEMEINDE:13072014,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,274,1,False,"{""AfD"": 146, ""BSW"": 12, ""CDU"": 7, ""Die Linke"": 20, ""FDP"": 3, ""GRÜNE"": 9, ""PIRATEN"": 1, ""SPD"": 68, ""Team Freiheit"": 4, ""Tierschutzpartei"": 3, ""WLD"": 1}"
mv:GEMEINDE:13072017,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,379,1,False,"{""AfD"": 141, ""BSW"": 22, ""CDU"": 26, ""Die Linke"": 19, ""Die PARTEI"": 5, ""FDP"": 4, ""FREIE WÄHLER"": 1, ""GRÜNE"": 26, ""Handwerker Partei Deutschland"": 1, ""PdF"": 1, ""SPD"": 130, ""Tierschutzpartei"": 2, ""Volt"": 1}"
mv:GEMEINDE:13072022,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,283,1,False,"{""AfD"": 128, ""BSW"": 9, ""CDU"": 10, ""Die Linke"": 10, ""Die PARTEI"": 1, ""FDP"": 1, ""FREIE WÄHLER"": 1, ""GRÜNE"": 12, ""Handwerker Partei Deutschland"": 1, ""KPD"": 1, ""PIRATEN"": 1, ""SPD"": 104, ""Tierschutzpartei"": 4}"
mv:GEMEINDE:13072027,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,302,1,False,"{""AfD"": 128, ""BSW"": 10, ""CDU"": 10, ""Die Linke"": 15, ""Die PARTEI"": 1, ""FDP"": 5, ""GRÜNE"": 10, ""Handwerker Partei Deutschland"": 3, ""KPD"": 1, ""PdF"": 3, ""SPD"": 109, ""Team Freiheit"": 2, ""Tierschutzpartei"": 4, ""Volt"": 1}"
mv:GEMEINDE:13072029,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,341,1,False,"{""AfD"": 149, ""BSW"": 21, ""CDU"": 7, ""Die Linke"": 17, ""FDP"": 1, ""FREIE WÄHLER"": 1, ""GRÜNE"": 20, ""Handwerker Partei Deutschland"": 2, ""KPD"": 1, ""PIRATEN"": 1, ""PdF"": 1, ""SPD"": 111, ""Team Freiheit"": 1, ""Tierschutzpartei"": 7, ""Volt"": 1}"
mv:GEMEINDE:13072034,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,121,1,False,"{""AfD"": 64, ""BSW"": 11, ""CDU"": 1, ""Die Linke"": 6, ""Die PARTEI"": 1, ""FREIE WÄHLER"": 1, ""GRÜNE"": 7, ""SPD"": 27, ""WLD"": 2, ""ÖDP"": 1}"
mv:GEMEINDE:13072035,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,309,1,False,"{""AfD"": 187, ""BSW"": 14, ""CDU"": 10, ""Die Linke"": 7, ""FDP"": 1, ""FREIE WÄHLER"": 1, ""GRÜNE"": 2, ""KPD"": 1, ""PIRATEN"": 3, ""SPD"": 77, ""Tierschutzpartei"": 3, ""WLD"": 2, ""ÖDP"": 1}"
mv:GEMEINDE:13072040,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,566,1,False,"{""AfD"": 277, ""BSW"": 23, ""Bündnis C"": 2, ""CDU"": 26, ""Die Linke"": 16, ""FDP"": 7, ""FREIE WÄHLER"": 1, ""GRÜNE"": 10, ""PIRATEN"": 3, ""SPD"": 197, ""Team Freiheit"": 2, ""Tierschutzpartei"": 2}"
mv:GEMEINDE:13072047,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,444,1,False,"{""AfD"": 137, ""BSW"": 26, ""CDU"": 26, ""Die Linke"": 21, ""Die PARTEI"": 1, ""FDP"": 4, ""FREIE WÄHLER"": 4, ""GRÜNE"": 31, ""Handwerker Partei Deutschland"": 3, ""KPD"": 1, ""SPD"": 183, ""Team Freiheit"": 1, ""Tierschutzpartei"": 4, ""Volt"": 1, ""ÖDP"": 1}"
mv:GEMEINDE:13072048,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,320,1,False,"{""AfD"": 185, ""BSW"": 18, ""CDU"": 10, ""Die Linke"": 10, ""Die PARTEI"": 1, ""FDP"": 2, ""FREIE WÄHLER"": 2, ""GRÜNE"": 6, ""SPD"": 79, ""Tierschutzpartei"": 6, ""ÖDP"": 1}"
mv:GEMEINDE:13072053,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,461,2,False,"{""AfD"": 236, ""BSW"": 32, ""Bündnis C"": 1, ""CDU"": 13, ""Die Linke"": 19, ""Die PARTEI"": 1, ""FDP"": 4, ""FREIE WÄHLER"": 5, ""GRÜNE"": 10, ""Handwerker Partei Deutschland"": 1, ""PIRATEN"": 1, ""PdF"": 1, ""SPD"": 131, ""Team Freiheit"": 1, ""Tierschutzpartei"": 4, ""WLD"": 1}"
mv:GEMEINDE:13072055,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,132,1,False,"{""AfD"": 59, ""BSW"": 2, ""CDU"": 7, ""Die Linke"": 13, ""FREIE WÄHLER"": 1, ""GRÜNE"": 1, ""Handwerker Partei Deutschland"": 1, ""PIRATEN"": 1, ""SPD"": 47}"
mv:GEMEINDE:13072057,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,410,1,False,"{""AfD"": 132, ""BSW"": 22, ""CDU"": 36, ""Die Linke"": 20, ""Die PARTEI"": 1, ""FDP"": 4, ""FREIE WÄHLER"": 2, ""GRÜNE"": 48, ""Handwerker Partei Deutschland"": 3, ""PIRATEN"": 2, ""PdF"": 1, ""SPD"": 136, ""Tierschutzpartei"": 2, ""ÖDP"": 1}"
mv:GEMEINDE:13072058,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,671,1,False,"{""AfD"": 329, ""BSW"": 31, ""CDU"": 17, ""Die Linke"": 35, ""Die PARTEI"": 3, ""FDP"": 4, ""FREIE WÄHLER"": 1, ""GRÜNE"": 15, ""Handwerker Partei Deutschland"": 4, ""PIRATEN"": 3, ""PdF"": 1, ""SPD"": 213, ""Team Freiheit"": 1, ""Tierschutzpartei"": 13, ""ÖDP"": 1}"
mv:GEMEINDE:13072062,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,456,1,False,"{""AfD"": 187, ""BSW"": 20, ""CDU"": 16, ""Die Linke"": 35, ""Die PARTEI"": 1, ""FDP"": 6, ""FREIE WÄHLER"": 1, ""GRÜNE"": 12, ""Handwerker Partei Deutschland"": 6, ""KPD"": 1, ""PIRATEN"": 2, ""PdF"": 1, ""SPD"": 162, ""Team Freiheit"": 1, ""Tierschutzpartei"": 2, ""Volt"": 2, ""WLD"": 1}"
mv:GEMEINDE:13072069,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,554,1,False,"{""AfD"": 318, ""BSW"": 12, ""CDU"": 18, ""Die Linke"": 26, ""Die PARTEI"": 1, ""FDP"": 6, ""FREIE WÄHLER"": 2, ""GRÜNE"": 8, ""Handwerker Partei Deutschland"": 1, ""PIRATEN"": 2, ""SPD"": 131, ""Team Freiheit"": 3, ""Tierschutzpartei"": 23, ""Volt"": 1, ""ÖDP"": 2}"
mv:GEMEINDE:13072079,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,391,1,False,"{""AfD"": 194, ""BSW"": 25, ""CDU"": 6, ""Die Linke"": 13, ""Die PARTEI"": 1, ""FDP"": 5, ""FREIE WÄHLER"": 2, ""GRÜNE"": 11, ""Handwerker Partei Deutschland"": 2, ""KPD"": 1, ""SPD"": 125, ""Team Freiheit"": 2, ""Tierschutzpartei"": 3, ""WLD"": 1}"
mv:GEMEINDE:13072080,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,519,1,False,"{""AfD"": 195, ""BSW"": 31, ""CDU"": 23, ""Die Linke"": 29, ""Die PARTEI"": 3, ""FDP"": 4, ""FREIE WÄHLER"": 1, ""GRÜNE"": 45, ""Handwerker Partei Deutschland"": 2, ""SPD"": 181, ""Team Freiheit"": 3, ""Tierschutzpartei"": 1, ""WLD"": 1}"
mv:GEMEINDE:13072084,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,211,1,False,"{""AfD"": 92, ""BSW"": 13, ""CDU"": 10, ""Die Linke"": 13, ""FDP"": 2, ""GRÜNE"": 4, ""Handwerker Partei Deutschland"": 2, ""KPD"": 3, ""SPD"": 67, ""Tierschutzpartei"": 4, ""WLD"": 1}"
mv:GEMEINDE:13072091,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,814,1,False,"{""AfD"": 328, ""BSW"": 39, ""Bündnis C"": 1, ""CDU"": 29, ""Die Linke"": 41, ""FDP"": 10, ""FREIE WÄHLER"": 4, ""GRÜNE"": 29, ""Handwerker Partei Deutschland"": 5, ""PIRATEN"": 3, ""PdF"": 1, ""SPD"": 311, ""Tierschutzpartei"": 8, ""Volt"": 5}"
mv:GEMEINDE:13072093,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,447,1,False,"{""AfD"": 186, ""BSW"": 16, ""CDU"": 15, ""Die Linke"": 28, ""FDP"": 4, ""FREIE WÄHLER"": 2, ""GRÜNE"": 22, ""Handwerker Partei Deutschland"": 3, ""KPD"": 1, ""PIRATEN"": 2, ""SPD"": 162, ""Team Freiheit"": 2, ""Tierschutzpartei"": 4}"
mv:GEMEINDE:13072103,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,252,1,False,"{""AfD"": 120, ""BSW"": 15, ""CDU"": 18, ""Die Linke"": 6, ""Die PARTEI"": 1, ""FDP"": 1, ""FREIE WÄHLER"": 1, ""GRÜNE"": 4, ""Handwerker Partei Deutschland"": 2, ""KPD"": 1, ""PdF"": 4, ""SPD"": 77, ""Team Freiheit"": 1, ""Tierschutzpartei"": 1}"
mv:GEMEINDE:13072105,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,214,1,False,"{""AfD"": 105, ""BSW"": 12, ""CDU"": 11, ""Die Linke"": 8, ""FREIE WÄHLER"": 4, ""GRÜNE"": 3, ""KPD"": 1, ""PdF"": 2, ""SPD"": 65, ""Tierschutzpartei"": 2, ""Volt"": 1}"
mv:GEMEINDE:13072117,2026-09-20T17:20:05.289359+00:00,2026-09-20T17:12:21.930864+00:00,425,1,False,"{""AfD"": 197, ""BSW"": 28, ""CDU"": 20, ""Die Linke"": 24, ""Die PARTEI"": 2, ""FDP"": 4, ""FREIE WÄHLER"": 1, ""GRÜNE"": 20, ""Handwerker Partei Deutschland"": 1, ""PIRATEN"": 1, ""SPD"": 118, ""Tierschutzpartei"": 7, ""Volt"": 1, ""ÖDP"": 1}"
