party,erst,zweit
AfD,39.50826730287638,38.2170008952816
SPD,37.379821935014974,35.49540392564731
Die Linke,7.789948097295845,6.538608895888304
GRÜNE,2.807150249243579,5.671791144295953
CDU,6.242149419748308,4.888001158252103
BSW,3.9990559553810545,4.8295960989754
Tierschutzpartei,0.0,1.0963013740455008
FDP,1.5247900586966654,1.0257819432830735
