row_key,name,level,kind,time,valid_second_votes,afd_share
mv:GEMEINDE:13071055,Groß Nemerow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,629,45.46899841017488
mv:GEMEINDE:13071055,Groß Nemerow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,629,45.46899841017488
mv:GEMEINDE:13071058,Grünow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,178,39.8876404494382
mv:GEMEINDE:13071058,Grünow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,178,39.8876404494382
mv:GEMEINDE:13071059,Gültz,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,275,56.36363636363637
mv:GEMEINDE:13071059,Gültz,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,275,56.36363636363637
mv:GEMEINDE:13071060,Gülzow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,251,59.7609561752988
mv:GEMEINDE:13071060,Gülzow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,251,59.7609561752988
mv:GEMEINDE:13071063,Hohen Wangelin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,272,55.88235294117647
mv:GEMEINDE:13071063,Hohen Wangelin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,272,55.88235294117647
mv:GEMEINDE:13071064,Hohenbollentin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,62,48.38709677419355
mv:GEMEINDE:13071064,Hohenbollentin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,62,48.38709677419355
mv:GEMEINDE:13071065,Hohenmocker,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,266,50.75187969924812
mv:GEMEINDE:13071065,Hohenmocker,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,266,50.75187969924812
mv:GEMEINDE:13071066,Hohenzieritz,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,249,46.98795180722892
mv:GEMEINDE:13071066,Hohenzieritz,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,249,46.98795180722892
mv:GEMEINDE:13071069,Jabel,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,384,45.833333333333336
mv:GEMEINDE:13071069,Jabel,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,384,45.833333333333336
mv:GEMEINDE:13071070,Jürgenstorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,357,42.57703081232493
mv:GEMEINDE:13071070,Jürgenstorf,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,357,42.57703081232493
mv:GEMEINDE:13071072,Kentzlin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,121,43.80165289256198
mv:GEMEINDE:13071072,Kentzlin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,121,43.80165289256198
mv:GEMEINDE:13071073,Kieve,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,84,23.80952380952381
mv:GEMEINDE:13071073,Kieve,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,84,23.80952380952381
mv:GEMEINDE:13071074,Kittendorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,149,45.63758389261745
mv:GEMEINDE:13071074,Kittendorf,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,149,45.63758389261745
mv:GEMEINDE:13071075,Klein Vielen,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,357,52.94117647058823
mv:GEMEINDE:13071075,Klein Vielen,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,357,52.94117647058823
mv:GEMEINDE:13071076,Kletzin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,212,56.132075471698116
mv:GEMEINDE:13071079,Knorrendorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,317,56.46687697160883
mv:GEMEINDE:13071079,Knorrendorf,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,317,56.46687697160883
mv:GEMEINDE:13071083,Kublank,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,69,46.3768115942029
mv:GEMEINDE:13071083,Kublank,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,69,46.3768115942029
mv:GEMEINDE:13071084,Seegemeinde Kummerow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,308,41.883116883116884
mv:GEMEINDE:13071084,Seegemeinde Kummerow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,308,41.883116883116884
mv:GEMEINDE:13071088,Leizen,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,130,59.23076923076923
mv:GEMEINDE:13071089,Lindenberg,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,116,55.172413793103445
mv:GEMEINDE:13071089,Lindenberg,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,116,55.172413793103445
mv:GEMEINDE:13071096,Meesiger,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,129,48.06201550387597
mv:GEMEINDE:13071096,Meesiger,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,129,48.06201550387597
mv:GEMEINDE:13071097,Melz,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,176,50.0
mv:GEMEINDE:13071097,Melz,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,176,50.0
mv:GEMEINDE:13071099,"Mirow, Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,495,50.505050505050505
mv:GEMEINDE:13071100,Möllenbeck,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,384,60.9375
mv:GEMEINDE:13071100,Möllenbeck,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,384,60.9375
mv:GEMEINDE:13071101,Möllenhagen,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,260,58.84615384615385
mv:GEMEINDE:13071102,Mölln,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,287,45.64459930313589
mv:GEMEINDE:13071102,Mölln,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,287,45.64459930313589
mv:GEMEINDE:13071104,Neddemin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,181,57.4585635359116
mv:GEMEINDE:13071104,Neddemin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,181,57.4585635359116
mv:GEMEINDE:13071105,Neetzka,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,125,58.4
mv:GEMEINDE:13071105,Neetzka,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,125,58.4
mv:GEMEINDE:13071107,"Neubrandenburg, Vier-Tore-Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,3268,41.92166462668299
mv:GEMEINDE:13071108,Neuenkirchen,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,454,41.409691629955944
mv:GEMEINDE:13071115,"Penzlin, Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,514,52.91828793774319
mv:GEMEINDE:13071118,Priborn,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,178,48.87640449438202
mv:GEMEINDE:13071118,Priborn,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,178,48.87640449438202
mv:GEMEINDE:13071120,Pripsleben,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,144,48.611111111111114
mv:GEMEINDE:13071120,Pripsleben,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,144,48.611111111111114
mv:GEMEINDE:13071123,Ritzerow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,207,54.589371980676326
mv:GEMEINDE:13071123,Ritzerow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,207,54.589371980676326
mv:GEMEINDE:13071124,"Röbel/Müritz, Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,368,40.76086956521739
mv:GEMEINDE:13071128,Sarow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,357,47.89915966386555
mv:GEMEINDE:13071128,Sarow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,357,47.89915966386555
mv:GEMEINDE:13071130,Schönbeck,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,238,59.66386554621849
mv:GEMEINDE:13071130,Schönbeck,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,238,59.66386554621849
mv:GEMEINDE:13071132,Schönhausen,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,124,50.0
mv:GEMEINDE:13071132,Schönhausen,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,124,50.0
mv:GEMEINDE:13071135,Siedenbollentin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,317,56.15141955835962
mv:GEMEINDE:13071135,Siedenbollentin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,317,56.15141955835962
mv:GEMEINDE:13071138,Silz,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,172,47.674418604651166
mv:GEMEINDE:13071138,Silz,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,172,47.674418604651166
mv:GEMEINDE:13071139,Sommersdorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,162,41.358024691358025
mv:GEMEINDE:13071139,Sommersdorf,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,162,41.358024691358025
mv:GEMEINDE:13071140,Sponholz,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,193,51.81347150259067
mv:GEMEINDE:13071142,"Stavenhagen, Reuterstadt, Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,361,55.40166204986149
mv:GEMEINDE:13071146,Tützpatz,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,284,55.985915492957744
mv:GEMEINDE:13071146,Tützpatz,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,284,55.985915492957744
mv:GEMEINDE:13071147,Userin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,371,40.43126684636118
mv:GEMEINDE:13071147,Userin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,371,40.43126684636118
mv:GEMEINDE:13071148,Utzedel,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,198,55.55555555555556
mv:GEMEINDE:13071148,Utzedel,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,198,55.55555555555556
mv:GEMEINDE:13071156,"Waren (Müritz), Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,1435,45.01742160278746
mv:GEMEINDE:13071159,"Wesenberg, Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,126,51.58730158730159
mv:GEMEINDE:13071164,"Woldegk, Windmühlenstadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,938,58.52878464818763
mv:GEMEINDE:13071166,Wulkenzin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,335,44.17910447761194
mv:GEMEINDE:13071169,Zettemin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,164,53.048780487804876
mv:GEMEINDE:13071169,Zettemin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,164,53.048780487804876
mv:GEMEINDE:13071171,Zislow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,105,38.095238095238095
mv:GEMEINDE:13071171,Zislow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,105,38.095238095238095
mv:GEMEINDE:13071173,Kuckssee,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,237,52.32067510548523
mv:GEMEINDE:13071175,Eldetal,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,262,51.14503816793893
mv:GEMEINDE:13072003,Alt Sührkow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,242,44.21487603305785
mv:GEMEINDE:13072003,Alt Sührkow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,242,44.21487603305785
mv:GEMEINDE:13072004,Altkalen,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,382,64.65968586387434
mv:GEMEINDE:13072004,Altkalen,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,382,64.65968586387434
mv:GEMEINDE:13072006,"Bad Doberan, Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,170,41.1764705882353
mv:GEMEINDE:13072009,Baumgarten,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,316,40.18987341772152
mv:GEMEINDE:13072010,Behren-Lübchin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,518,58.49420849420849
mv:GEMEINDE:13072010,Behren-Lübchin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,518,58.49420849420849
mv:GEMEINDE:13072017,"Börgerende-Rethwisch, Ostseebad",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,466,39.91416309012875
mv:GEMEINDE:13072023,Dahmen,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,246,41.86991869918699
mv:GEMEINDE:13072023,Dahmen,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,246,41.86991869918699
mv:GEMEINDE:13072026,Dobbin-Linstow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,264,54.54545454545455
mv:GEMEINDE:13072026,Dobbin-Linstow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,264,54.54545454545455
mv:GEMEINDE:13072028,Dreetz,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,101,43.56435643564357
mv:GEMEINDE:13072028,Dreetz,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,101,43.56435643564357
mv:GEMEINDE:13072029,Dummerstorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,702,46.72364672364672
mv:GEMEINDE:13072031,Finkenthal,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,148,49.32432432432432
mv:GEMEINDE:13072031,Finkenthal,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,148,49.32432432432432
mv:GEMEINDE:13072035,"Gnoien, Warbelstadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,109,55.04587155963303
mv:GEMEINDE:13072037,Grammow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,94,51.06382978723404
mv:GEMEINDE:13072037,Grammow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,94,51.06382978723404
mv:GEMEINDE:13072039,Groß Schwiesow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,161,55.27950310559006
mv:GEMEINDE:13072039,Groß Schwiesow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,161,55.27950310559006
mv:GEMEINDE:13072044,Gutow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,212,44.339622641509436
mv:GEMEINDE:13072045,Hohen Demzin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,177,47.45762711864407
mv:GEMEINDE:13072045,Hohen Demzin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,177,47.45762711864407
mv:GEMEINDE:13072046,Hohen Sprenz,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,277,53.42960288808664
mv:GEMEINDE:13072046,Hohen Sprenz,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,277,53.42960288808664
mv:GEMEINDE:13072056,"Krakow am See, Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,124,54.03225806451613
mv:GEMEINDE:13072058,"Kröpelin, Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,263,50.950570342205324
mv:GEMEINDE:13072061,Kuhs,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,172,45.93023255813954
mv:GEMEINDE:13072061,Kuhs,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,172,45.93023255813954
mv:GEMEINDE:13072063,Lalendorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,671,48.58420268256334
mv:GEMEINDE:13072071,Mistorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,370,46.21621621621622
mv:GEMEINDE:13072071,Mistorf,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,370,46.21621621621622
mv:GEMEINDE:13072078,Penzin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,86,40.69767441860465
mv:GEMEINDE:13072078,Penzin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,86,40.69767441860465
mv:GEMEINDE:13072082,Prebberede,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,387,52.97157622739018
mv:GEMEINDE:13072082,Prebberede,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,387,52.97157622739018
mv:GEMEINDE:13072085,"Rerik, Ostseebad, Stadt",GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,171,41.52046783625731
mv:GEMEINDE:13072091,Sanitz,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,1076,42.100371747211895
mv:GEMEINDE:13072092,Sarmstorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,287,48.78048780487805
mv:GEMEINDE:13072092,Sarmstorf,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,287,48.78048780487805
mv:GEMEINDE:13072093,Satow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,588,46.08843537414966
mv:GEMEINDE:13072094,Schorssow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,219,53.881278538812786
mv:GEMEINDE:13072094,Schorssow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,219,53.881278538812786
mv:GEMEINDE:13072096,Schwasdorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,239,53.97489539748954
mv:GEMEINDE:13072096,Schwasdorf,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,239,53.97489539748954
mv:GEMEINDE:13072102,Stubbendorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,86,44.18604651162791
mv:GEMEINDE:13072102,Stubbendorf,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,86,44.18604651162791
mv:GEMEINDE:13072108,Thulendorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,343,46.35568513119534
mv:GEMEINDE:13072108,Thulendorf,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,343,46.35568513119534
mv:GEMEINDE:13072109,Thürkow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,220,61.36363636363637
mv:GEMEINDE:13072109,Thürkow,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,220,61.36363636363637
mv:GEMEINDE:13072111,Walkendorf,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,367,47.68392370572207
mv:GEMEINDE:13072113,Warnkenhagen,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,192,52.083333333333336
mv:GEMEINDE:13072113,Warnkenhagen,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,192,52.083333333333336
mv:GEMEINDE:13072118,Zarnewanz,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,236,40.67796610169491
mv:GEMEINDE:13072118,Zarnewanz,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,236,40.67796610169491
mv:GEMEINDE:13072119,Zehna,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,373,51.206434316353885
mv:GEMEINDE:13072119,Zehna,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,373,51.206434316353885
mv:GEMEINDE:13072120,Zepelin,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,238,48.319327731092436
mv:GEMEINDE:13072120,Zepelin,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,238,48.319327731092436
mv:GEMEINDE:13073001,Ahrenshagen-Daskow,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,251,39.04382470119522
mv:GEMEINDE:13073013,Breege,GEMEINDE,first_positive,2026-09-20T17:12:21.930864+00:00,276,57.2463768115942
mv:GEMEINDE:13073013,Breege,GEMEINDE,first_complete,2026-09-20T17:12:21.930864+00:00,276,57.2463768115942
