ags,municipality_name,status,reported_precincts,total_precincts,voters_total,valid_votes,invalid_votes,source_timestamp,payload_hash,error_message
13003000,"Rostock, Hanse-und Universitätsstadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13004000,"Schwerin, Landeshauptstadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071001,Alt Schwerin,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071002,Altenhagen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071003,Altenhof,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071004,"Altentreptow, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071005,"Ankershagen, Schliemanngemeinde",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071006,Bartow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071007,Basedow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071008,Beggerow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071009,Beseritz,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071010,Blankenhof,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071011,Blankensee,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071012,Blumenholz,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071013,Bollewick,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071014,Borrentin,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071015,Bredenfelde,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071016,Breesen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071018,Briggow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071019,Brunn,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071020,Buchholz,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071021,"Burg Stargard, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071022,Burow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071023,Bütow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071025,Carpin,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071026,Cölpin,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071027,"Dargun, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071028,Datzetal,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071029,"Demmin, Hansestadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071032,Faulenrost,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071033,Feldberger Seenlandschaft,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071034,Fincken,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071035,"Friedland, Stadt",NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071036,Fünfseen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071037,Galenbeck,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071039,Gielow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071041,Gnevkow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071042,Godendorf,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071043,Göhren-Lebbin,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071044,Golchen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071045,Gotthun,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071047,Grabowhöfe,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071048,Grammentin,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071049,Grapzow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071050,Grischow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071053,Groß Kelle,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071054,Groß Miltzow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071055,Groß Nemerow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071056,Groß Plasten,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071057,Groß Teetzleben,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071058,Grünow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071059,Gültz,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071060,Gülzow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071063,Hohen Wangelin,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071064,Hohenbollentin,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071065,Hohenmocker,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071066,Hohenzieritz,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071067,Holldorf,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071068,Ivenack,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071069,Jabel,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071070,Jürgenstorf,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071071,Kargow,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071072,Kentzlin,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13071073,Kieve,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
