Wahl zum Landtag von Mecklenburg-Vorpommern am 20. September 2026
Zwischenergebnis der Wahlbezirke am 20.09.2026 um 19:05:55 Uhr - Stimmenanzahl der Parteien
Die Partei "Handwerker Partei Deutschland" führt keine Kurzbezeichnung.
(c) Der Landeswahlleiter Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Wahlkreis;Wahlkreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirk;Wahlbezirksname;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;SPD;AfD;CDU;Die Linke;GRÜNE;FDP;Tierschutzpartei;FREIE WÄHLER;Die PARTEI;PIRATEN;ÖDP;Bündnis C;BSW;Handwerker Partei Deutschland;KPD;PdF;Team Freiheit;Volt;WLD;LfK;Einzelbewerber
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073023;Elmenhorst;1;Elmenhorst;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;2;2/Sundhagen;0;0;x;1;0;0;0;0;0;0;0;0;x;x;x;x;x;x;0;x;x;x;x;0;x;0;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;2;2/Sundhagen;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;x;x;x;x;x;0,0;x;x;x;x;0,0;x;0,0;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;2;2/Sundhagen;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;2;2/Sundhagen;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;3;3/Sundhagen;0;0;x;1;0;0;0;0;0;0;0;0;x;x;x;x;x;x;0;x;x;x;x;0;x;0;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;3;3/Sundhagen;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;x;x;x;x;x;0,0;x;x;x;x;0,0;x;0,0;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;3;3/Sundhagen;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;3;3/Sundhagen;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;4;4/Sundhagen;0;0;x;1;0;0;0;0;0;0;0;0;x;x;x;x;x;x;0;x;x;x;x;0;x;0;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;4;4/Sundhagen;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;x;x;x;x;x;0,0;x;x;x;x;0,0;x;0,0;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;4;4/Sundhagen;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;4;4/Sundhagen;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;5;5/Sundhagen;0;0;x;1;0;0;0;0;0;0;0;0;x;x;x;x;x;x;0;x;x;x;x;0;x;0;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;5;5/Sundhagen;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;x;x;x;x;x;0,0;x;x;x;x;0,0;x;0,0;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;5;5/Sundhagen;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;5;5/Sundhagen;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;6;6/Sundhagen;0;0;x;1;0;0;0;0;0;0;0;0;x;x;x;x;x;x;0;x;x;x;x;0;x;0;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;6;6/Sundhagen;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;x;x;x;x;x;0,0;x;x;x;x;0,0;x;0,0;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;6;6/Sundhagen;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073090;Sundhagen;6;6/Sundhagen;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073102;Wittenhagen;1;Wittenhagen;0;0;x;1;0;0;0;0;0;0;0;0;x;x;x;x;x;x;0;x;x;x;x;0;x;0;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073102;Wittenhagen;1;Wittenhagen;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;x;x;x;x;x;0,0;x;x;x;x;0,0;x;0,0;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073102;Wittenhagen;1;Wittenhagen;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073102;Wittenhagen;1;Wittenhagen;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073756;Briefwahl Miltzow;901;901/Briefwahl Amt Miltzow;0;0;x;1;0;0;0;0;0;0;0;0;x;x;x;x;x;x;0;x;x;x;x;0;x;0;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073756;Briefwahl Miltzow;901;901/Briefwahl Amt Miltzow;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;x;x;x;x;x;0,0;x;x;x;x;0,0;x;0,0;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073756;Briefwahl Miltzow;901;901/Briefwahl Amt Miltzow;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;24;Vorpommern-Rügen II - Stralsund III;5356;Miltzow;13073756;Briefwahl Miltzow;901;901/Briefwahl Amt Miltzow;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;7;7/Stralsund - Knieper Nord;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;7;7/Stralsund - Knieper Nord;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;7;7/Stralsund - Knieper Nord;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;7;7/Stralsund - Knieper Nord;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;8;8/Stralsund - Knieper Nord;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;8;8/Stralsund - Knieper Nord;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;8;8/Stralsund - Knieper Nord;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;8;8/Stralsund - Knieper Nord;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;9;9/Stralsund - Knieper Nord;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;9;9/Stralsund - Knieper Nord;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;9;9/Stralsund - Knieper Nord;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;9;9/Stralsund - Knieper Nord;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;10;10/Stralsund - Knieper Nord;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;10;10/Stralsund - Knieper Nord;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;10;10/Stralsund - Knieper Nord;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;10;10/Stralsund - Knieper Nord;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;11;11/Stralsund - Knieper West;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;11;11/Stralsund - Knieper West;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;11;11/Stralsund - Knieper West;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;11;11/Stralsund - Knieper West;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;12;12/Stralsund - Knieper West;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;12;12/Stralsund - Knieper West;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;12;12/Stralsund - Knieper West;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;12;12/Stralsund - Knieper West;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;13;13/Stralsund - Knieper West;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;13;13/Stralsund - Knieper West;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;13;13/Stralsund - Knieper West;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;13;13/Stralsund - Knieper West;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;14;14/Stralsund - Knieper West;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;14;14/Stralsund - Knieper West;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;14;14/Stralsund - Knieper West;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;14;14/Stralsund - Knieper West;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;15;15/Stralsund - Knieper West;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;15;15/Stralsund - Knieper West;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;15;15/Stralsund - Knieper West;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;15;15/Stralsund - Knieper West;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;16;16/Stralsund - Knieper West;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;16;16/Stralsund - Knieper West;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;16;16/Stralsund - Knieper West;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;16;16/Stralsund - Knieper West;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;905;905/Briefwahl Stralsund, Hansestadt;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;905;905/Briefwahl Stralsund, Hansestadt;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;905;905/Briefwahl Stralsund, Hansestadt;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;905;905/Briefwahl Stralsund, Hansestadt;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;906;906/Briefwahl Stralsund, Hansestadt;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;906;906/Briefwahl Stralsund, Hansestadt;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;906;906/Briefwahl Stralsund, Hansestadt;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;906;906/Briefwahl Stralsund, Hansestadt;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;907;907/Briefwahl Stralsund, Hansestadt;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;907;907/Briefwahl Stralsund, Hansestadt;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;907;907/Briefwahl Stralsund, Hansestadt;0;0;x;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;301;Hansestadt Stralsund;13073088;Stralsund, Hansestadt;907;907/Briefwahl Stralsund, Hansestadt;0;0;x;2;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 19:05:55;A;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;5351;Altenpleen;13073005;Altenpleen;1;Altenpleen;0;0;x;1;0;0;0;0;0;0;0;0;x;0;x;x;x;x;0;x;x;x;x;x;x;x;x
20.09.2026 19:05:55;P;73;Vorpommern-Rügen;25;Vorpommern-Rügen III - Stralsund I;5351;Altenpleen;13073005;Altenpleen;1;Altenpleen;0;0;x;1;0;0;0,0;0,0;0,0;0,0;0,0;0,0;x;0,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x
