row_key,vote_type,party_key,party_name,votes,votes_2021,share_percent_2021,delta_votes_vs_2021,delta_share_percent_vs_2021
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,Die PARTEI,Die PARTEI,4,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,FDP,FDP,11,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,FREIE WÄHLER,FREIE WÄHLER,1,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,GRÜNE,GRÜNE,21,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,Handwerker Partei Deutschland,Handwerker Partei Deutschland,2,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,KPD,KPD,2,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,PIRATEN,PIRATEN,1,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,PdF,PdF,0,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,SPD,SPD,212,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,Team Freiheit,Team Freiheit,1,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,Tierschutzpartei,Tierschutzpartei,5,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,Volt,Volt,2,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,WLD,WLD,1,,,,
mv:WAHLBEZIRK:13003000:4:122,Zweitstimmen,ÖDP,ÖDP,0,,,,
mv:WAHLBEZIRK:13003000:4:123,Erststimmen,AfD,AfD,300,,,,
mv:WAHLBEZIRK:13003000:4:123,Erststimmen,BSW,BSW,23,,,,
mv:WAHLBEZIRK:13003000:4:123,Erststimmen,CDU,CDU,13,,,,
mv:WAHLBEZIRK:13003000:4:123,Erststimmen,Die Linke,Die Linke,67,,,,
mv:WAHLBEZIRK:13003000:4:123,Erststimmen,FDP,FDP,8,,,,
mv:WAHLBEZIRK:13003000:4:123,Erststimmen,GRÜNE,GRÜNE,13,,,,
mv:WAHLBEZIRK:13003000:4:123,Erststimmen,SPD,SPD,235,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,AfD,AfD,274,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,BSW,BSW,35,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,Bündnis C,Bündnis C,0,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,CDU,CDU,14,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,Die Linke,Die Linke,87,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,Die PARTEI,Die PARTEI,4,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,FDP,FDP,3,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,FREIE WÄHLER,FREIE WÄHLER,4,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,GRÜNE,GRÜNE,19,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,Handwerker Partei Deutschland,Handwerker Partei Deutschland,1,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,KPD,KPD,2,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,PIRATEN,PIRATEN,1,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,PdF,PdF,1,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,SPD,SPD,208,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,Team Freiheit,Team Freiheit,3,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,Tierschutzpartei,Tierschutzpartei,6,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,Volt,Volt,1,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,WLD,WLD,1,,,,
mv:WAHLBEZIRK:13003000:4:123,Zweitstimmen,ÖDP,ÖDP,0,,,,
mv:WAHLBEZIRK:13003000:4:124,Erststimmen,AfD,AfD,306,,,,
mv:WAHLBEZIRK:13003000:4:124,Erststimmen,BSW,BSW,24,,,,
mv:WAHLBEZIRK:13003000:4:124,Erststimmen,CDU,CDU,16,,,,
mv:WAHLBEZIRK:13003000:4:124,Erststimmen,Die Linke,Die Linke,81,,,,
mv:WAHLBEZIRK:13003000:4:124,Erststimmen,FDP,FDP,5,,,,
mv:WAHLBEZIRK:13003000:4:124,Erststimmen,GRÜNE,GRÜNE,17,,,,
mv:WAHLBEZIRK:13003000:4:124,Erststimmen,SPD,SPD,186,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,AfD,AfD,288,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,BSW,BSW,30,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,Bündnis C,Bündnis C,0,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,CDU,CDU,12,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,Die Linke,Die Linke,68,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,Die PARTEI,Die PARTEI,4,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,FDP,FDP,1,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,FREIE WÄHLER,FREIE WÄHLER,2,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,GRÜNE,GRÜNE,23,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,Handwerker Partei Deutschland,Handwerker Partei Deutschland,2,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,KPD,KPD,1,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,PIRATEN,PIRATEN,3,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,PdF,PdF,1,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,SPD,SPD,181,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,Team Freiheit,Team Freiheit,1,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,Tierschutzpartei,Tierschutzpartei,17,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,Volt,Volt,3,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,WLD,WLD,0,,,,
mv:WAHLBEZIRK:13003000:4:124,Zweitstimmen,ÖDP,ÖDP,0,,,,
mv:WAHLBEZIRK:13003000:4:125,Erststimmen,AfD,AfD,230,,,,
mv:WAHLBEZIRK:13003000:4:125,Erststimmen,BSW,BSW,24,,,,
mv:WAHLBEZIRK:13003000:4:125,Erststimmen,CDU,CDU,4,,,,
mv:WAHLBEZIRK:13003000:4:125,Erststimmen,Die Linke,Die Linke,56,,,,
mv:WAHLBEZIRK:13003000:4:125,Erststimmen,FDP,FDP,5,,,,
mv:WAHLBEZIRK:13003000:4:125,Erststimmen,GRÜNE,GRÜNE,14,,,,
mv:WAHLBEZIRK:13003000:4:125,Erststimmen,SPD,SPD,163,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,AfD,AfD,220,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,BSW,BSW,26,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,Bündnis C,Bündnis C,0,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,CDU,CDU,10,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,Die Linke,Die Linke,43,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,Die PARTEI,Die PARTEI,1,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,FDP,FDP,6,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,FREIE WÄHLER,FREIE WÄHLER,0,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,GRÜNE,GRÜNE,22,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,Handwerker Partei Deutschland,Handwerker Partei Deutschland,1,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,KPD,KPD,1,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,PIRATEN,PIRATEN,1,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,PdF,PdF,1,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,SPD,SPD,156,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,Team Freiheit,Team Freiheit,1,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,Tierschutzpartei,Tierschutzpartei,5,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,Volt,Volt,1,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,WLD,WLD,0,,,,
mv:WAHLBEZIRK:13003000:4:125,Zweitstimmen,ÖDP,ÖDP,0,,,,
mv:WAHLBEZIRK:13003000:4:2,Erststimmen,AfD,AfD,122,,,,
mv:WAHLBEZIRK:13003000:4:2,Erststimmen,BSW,BSW,31,,,,
mv:WAHLBEZIRK:13003000:4:2,Erststimmen,CDU,CDU,28,,,,
mv:WAHLBEZIRK:13003000:4:2,Erststimmen,Die Linke,Die Linke,26,,,,
mv:WAHLBEZIRK:13003000:4:2,Erststimmen,FDP,FDP,8,,,,
mv:WAHLBEZIRK:13003000:4:2,Erststimmen,GRÜNE,GRÜNE,25,,,,
mv:WAHLBEZIRK:13003000:4:2,Erststimmen,SPD,SPD,179,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,AfD,AfD,125,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,BSW,BSW,35,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,Bündnis C,Bündnis C,0,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,CDU,CDU,27,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,Die Linke,Die Linke,25,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,Die PARTEI,Die PARTEI,1,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,FDP,FDP,5,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,FREIE WÄHLER,FREIE WÄHLER,0,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,GRÜNE,GRÜNE,33,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,Handwerker Partei Deutschland,Handwerker Partei Deutschland,0,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,KPD,KPD,0,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,PIRATEN,PIRATEN,0,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,PdF,PdF,1,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,SPD,SPD,165,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,Team Freiheit,Team Freiheit,0,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,Tierschutzpartei,Tierschutzpartei,1,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,Volt,Volt,1,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,WLD,WLD,0,,,,
mv:WAHLBEZIRK:13003000:4:2,Zweitstimmen,ÖDP,ÖDP,0,,,,
mv:WAHLBEZIRK:13003000:4:21,Erststimmen,AfD,AfD,261,,,,
mv:WAHLBEZIRK:13003000:4:21,Erststimmen,BSW,BSW,38,,,,
mv:WAHLBEZIRK:13003000:4:21,Erststimmen,CDU,CDU,38,,,,
mv:WAHLBEZIRK:13003000:4:21,Erststimmen,Die Linke,Die Linke,45,,,,
mv:WAHLBEZIRK:13003000:4:21,Erststimmen,FDP,FDP,13,,,,
mv:WAHLBEZIRK:13003000:4:21,Erststimmen,GRÜNE,GRÜNE,25,,,,
mv:WAHLBEZIRK:13003000:4:21,Erststimmen,SPD,SPD,247,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,AfD,AfD,250,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,BSW,BSW,40,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,Bündnis C,Bündnis C,0,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,CDU,CDU,32,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,Die Linke,Die Linke,28,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,Die PARTEI,Die PARTEI,1,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,FDP,FDP,10,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,FREIE WÄHLER,FREIE WÄHLER,2,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,GRÜNE,GRÜNE,45,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,Handwerker Partei Deutschland,Handwerker Partei Deutschland,2,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,KPD,KPD,1,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,PIRATEN,PIRATEN,0,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,PdF,PdF,1,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,SPD,SPD,250,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,Team Freiheit,Team Freiheit,1,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,Tierschutzpartei,Tierschutzpartei,5,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,Volt,Volt,1,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,WLD,WLD,0,,,,
mv:WAHLBEZIRK:13003000:4:21,Zweitstimmen,ÖDP,ÖDP,0,,,,
mv:WAHLBEZIRK:13003000:4:3,Erststimmen,AfD,AfD,239,,,,
mv:WAHLBEZIRK:13003000:4:3,Erststimmen,BSW,BSW,28,,,,
mv:WAHLBEZIRK:13003000:4:3,Erststimmen,CDU,CDU,61,,,,
mv:WAHLBEZIRK:13003000:4:3,Erststimmen,Die Linke,Die Linke,32,,,,
mv:WAHLBEZIRK:13003000:4:3,Erststimmen,FDP,FDP,9,,,,
mv:WAHLBEZIRK:13003000:4:3,Erststimmen,GRÜNE,GRÜNE,36,,,,
mv:WAHLBEZIRK:13003000:4:3,Erststimmen,SPD,SPD,247,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,AfD,AfD,237,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,BSW,BSW,30,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,Bündnis C,Bündnis C,0,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,CDU,CDU,49,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,Die Linke,Die Linke,31,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,Die PARTEI,Die PARTEI,1,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,FDP,FDP,2,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,FREIE WÄHLER,FREIE WÄHLER,0,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,GRÜNE,GRÜNE,63,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,Handwerker Partei Deutschland,Handwerker Partei Deutschland,3,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,KPD,KPD,0,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,PIRATEN,PIRATEN,0,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,PdF,PdF,0,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,SPD,SPD,235,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,Team Freiheit,Team Freiheit,0,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,Tierschutzpartei,Tierschutzpartei,2,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,Volt,Volt,2,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,WLD,WLD,0,,,,
mv:WAHLBEZIRK:13003000:4:3,Zweitstimmen,ÖDP,ÖDP,0,,,,
mv:WAHLBEZIRK:13003000:4:4,Erststimmen,AfD,AfD,226,,,,
mv:WAHLBEZIRK:13003000:4:4,Erststimmen,BSW,BSW,26,,,,
mv:WAHLBEZIRK:13003000:4:4,Erststimmen,CDU,CDU,69,,,,
mv:WAHLBEZIRK:13003000:4:4,Erststimmen,Die Linke,Die Linke,36,,,,
mv:WAHLBEZIRK:13003000:4:4,Erststimmen,FDP,FDP,13,,,,
mv:WAHLBEZIRK:13003000:4:4,Erststimmen,GRÜNE,GRÜNE,25,,,,
mv:WAHLBEZIRK:13003000:4:4,Erststimmen,SPD,SPD,260,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,AfD,AfD,212,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,BSW,BSW,38,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,Bündnis C,Bündnis C,1,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,CDU,CDU,70,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,Die Linke,Die Linke,35,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,Die PARTEI,Die PARTEI,0,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,FDP,FDP,12,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,FREIE WÄHLER,FREIE WÄHLER,3,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,GRÜNE,GRÜNE,40,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,Handwerker Partei Deutschland,Handwerker Partei Deutschland,0,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,KPD,KPD,3,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,PIRATEN,PIRATEN,0,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,PdF,PdF,0,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,SPD,SPD,233,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,Team Freiheit,Team Freiheit,1,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,Tierschutzpartei,Tierschutzpartei,7,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,Volt,Volt,3,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,WLD,WLD,1,,,,
mv:WAHLBEZIRK:13003000:4:4,Zweitstimmen,ÖDP,ÖDP,0,,,,
mv:WAHLBEZIRK:13003000:4:41,Erststimmen,AfD,AfD,253,,,,
mv:WAHLBEZIRK:13003000:4:41,Erststimmen,BSW,BSW,29,,,,
mv:WAHLBEZIRK:13003000:4:41,Erststimmen,CDU,CDU,28,,,,
mv:WAHLBEZIRK:13003000:4:41,Erststimmen,Die Linke,Die Linke,69,,,,
mv:WAHLBEZIRK:13003000:4:41,Erststimmen,FDP,FDP,8,,,,
mv:WAHLBEZIRK:13003000:4:41,Erststimmen,GRÜNE,GRÜNE,27,,,,
mv:WAHLBEZIRK:13003000:4:41,Erststimmen,SPD,SPD,298,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,AfD,AfD,248,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,BSW,BSW,30,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,Bündnis C,Bündnis C,0,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,CDU,CDU,23,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,Die Linke,Die Linke,67,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,Die PARTEI,Die PARTEI,1,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,FDP,FDP,7,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,FREIE WÄHLER,FREIE WÄHLER,0,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,GRÜNE,GRÜNE,37,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,Handwerker Partei Deutschland,Handwerker Partei Deutschland,1,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,KPD,KPD,1,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,PIRATEN,PIRATEN,4,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,PdF,PdF,1,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,SPD,SPD,286,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,Team Freiheit,Team Freiheit,2,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,Tierschutzpartei,Tierschutzpartei,4,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,Volt,Volt,1,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,WLD,WLD,0,,,,
mv:WAHLBEZIRK:13003000:4:41,Zweitstimmen,ÖDP,ÖDP,0,,,,
mv:WAHLBEZIRK:13003000:4:42,Erststimmen,AfD,AfD,257,,,,
mv:WAHLBEZIRK:13003000:4:42,Erststimmen,BSW,BSW,24,,,,
