row_key,vote_type,party_key,party_name,votes,votes_2021,share_percent_2021,delta_votes_vs_2021,delta_share_percent_vs_2021
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,SPD,SPD,0,4086,32.297842,-4086,-32.297842
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,CDU,CDU,0,3585,28.337681,-3585,-28.337681
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,AfD,AfD,0,771,6.09438,-771,-6.09438
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,FDP,FDP,0,805,6.363133,-805,-6.363133
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,Grüne,Grüne,0,1874,14.813058,-1874,-14.813058
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,DIE LINKE,DIE LINKE,0,445,3.517508,-445,-3.517508
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,FREIE WÄHLER,FREIE WÄHLER,0,1085,8.576397,-1085,-8.576397
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,PIRATEN,PIRATEN,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,ÖDP,ÖDP,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,Klimaliste,Klimaliste,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,Die PARTEI,Die PARTEI,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,Tierschutzpartei,Tierschutzpartei,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,Volt,Volt,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,Basisdemokratie,Basisdemokratie,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,Dr. Moritz,Dr. Moritz,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Erststimmen,SIGGI WÄHLEN,SIGGI WÄHLEN,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,SPD,SPD,0,4001,31.424757,-4001,-31.424757
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,CDU,CDU,0,3710,29.139177,-3710,-29.139177
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,AfD,AfD,0,812,6.377631,-812,-6.377631
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,FDP,FDP,0,757,5.945649,-757,-5.945649
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,Grüne,Grüne,0,1619,12.715991,-1619,-12.715991
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,DIE LINKE,DIE LINKE,0,349,2.741125,-349,-2.741125
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,FREIE WÄHLER,FREIE WÄHLER,0,670,5.262331,-670,-5.262331
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,PIRATEN,PIRATEN,0,90,0.70688,-90,-0.70688
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,ÖDP,ÖDP,0,113,0.887527,-113,-0.887527
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,Klimaliste,Klimaliste,0,104,0.816839,-104,-0.816839
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,Die PARTEI,Die PARTEI,0,124,0.973924,-124,-0.973924
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,Tierschutzpartei,Tierschutzpartei,0,180,1.413761,-180,-1.413761
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,Volt,Volt,0,203,1.594408,-203,-1.594408
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,Basisdemokratie,Basisdemokratie,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,Dr. Moritz,Dr. Moritz,0,0,0.0,0,-0.0
000054:108:-:11100000:WAHLKREIS_TEIL,Zweitstimmen,SIGGI WÄHLEN,SIGGI WÄHLEN,0,0,0.0,0,-0.0
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,SPD,SPD,0,10658,28.718474,-10658,-28.718474
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,CDU,CDU,0,10224,27.549041,-10224,-27.549041
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,AfD,AfD,0,2154,5.804053,-2154,-5.804053
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,FDP,FDP,0,2154,5.804053,-2154,-5.804053
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,Grüne,Grüne,0,6393,17.226234,-6393,-17.226234
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,DIE LINKE,DIE LINKE,0,1314,3.540634,-1314,-3.540634
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,FREIE WÄHLER,FREIE WÄHLER,0,2914,7.851908,-2914,-7.851908
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,PIRATEN,PIRATEN,0,552,1.48739,-552,-1.48739
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,ÖDP,ÖDP,0,0,0.0,0,-0.0
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,Klimaliste,Klimaliste,0,0,0.0,0,-0.0
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,Die PARTEI,Die PARTEI,0,749,2.018215,-749,-2.018215
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,Tierschutzpartei,Tierschutzpartei,0,0,0.0,0,-0.0
000055:109:-:11100000:WAHLKREIS_TEIL,Erststimmen,Volt,Volt,0,0,0.0,0,-0.0
