ags,municipality_name,status,reported_precincts,total_precincts,voters_total,valid_votes,invalid_votes,source_timestamp,payload_hash,error_message
11100000,Koblenz,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13100007,Bad Neuenahr-Ahrweiler,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13100070,Remagen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13100077,Sinzig,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13100090,Grafschaft,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101001,Adenau,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101004,Antweiler,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101005,Aremberg,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101008,Barweiler,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101009,Bauler,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101015,Dankerath,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101018,Dorsel,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101021,Eichenbach,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101022,Fuchshofen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101026,Harscheid,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101028,Herschbroich,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101030,Hoffeld,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101032,Honerath,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101033,Hümmel,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101034,Insul,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101037,Kaltenborn,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101042,Kottenborn,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101044,Leimbach,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101050,Meuspath,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101051,Müllenbach,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101052,Müsch,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101058,Nürburg,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101062,Ohlenhard,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101065,Pomster,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101066,Quiddelbach,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101069,Reifferscheid,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101072,Rodder,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101074,Schuld,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101075,Senscheid,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101076,Sierscheid,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101079,Trierscheid,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101082,Wershofen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101083,Wiesemscheid,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101084,Wimbach,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101085,Winnerath,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101086,Wirft,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13101501,Dümpelfeld,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102002,Ahrbrück,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102003,Altenahr,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102011,Berg,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102017,Dernau,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102027,Heckenbach,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102029,Hönningen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102036,Kalenborn,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102039,Kesseling,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102040,Kirchsahr,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102047,Lind,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102049,Mayschoß,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13102068,Rech,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13103006,Bad Breisig,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13103014,Brohl-Lützing,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13103025,Gönnersdorf,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13103081,Waldorf,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13104016,Dedenbach,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13104041,Königsfeld,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13104054,Niederdürenbach,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13104055,Niederzissen,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
13104059,Oberdürenbach,NO_DATA,,,,,,,,komm.one polling skipped by --skip-kommone
