row_key,ags,municipality_name,gebietsart,gebietsnummer,reported_precincts,total_precincts,voters_total,valid_votes_erst,valid_votes_zweit,voters_total_2021,valid_votes_erst_2021,valid_votes_zweit_2021,delta_voters_total_vs_2021,delta_valid_votes_erst_vs_2021,delta_valid_votes_zweit_vs_2021,payload_hash,is_municipality_summary
000944:14111010:-:14111010:GEMEINDE,14111010,Berghausen,GEMEINDE,14111010,1,1,194,191,192,170,,170,24,,22,b4598c7c70333a91fec0d89cd36cfac78d2aa8a0c0b46d06d7b7b3a05e9e6f8a,True
000945:14111011:-:14111011:GEMEINDE,14111011,Berndroth,GEMEINDE,14111011,1,1,255,254,254,212,,211,43,,43,a86c52075cde1a8ec095e0e48e979b00a89f5745f1efd7a7ce2203ee91fd0b7c,True
000946:14111013:-:14111013:GEMEINDE,14111013,Biebrich,GEMEINDE,14111013,1,1,198,197,195,158,,155,40,,40,f828544e80d852f86debcff4dc889f13e976d0e9be77257dfff4e6bfcb0d5092,True
000947:14111018:-:14111018:GEMEINDE,14111018,Bremberg,GEMEINDE,14111018,1,1,155,155,154,155,,152,0,,2,2cd1845cc206c524764e0c510bdc32a7999710a16ee71a4d920ded3fb47596a9,True
000948:14111020:-:14111020:GEMEINDE,14111020,Burgschwalbach,GEMEINDE,14111020,1,1,590,576,579,575,,564,15,,15,80c49817c3663d0795c74153d1422d1f8891159d37d27fa480cf1aa0a78ba038,True
000949:14111032:-:14111032:GEMEINDE,14111032,Dörsdorf,GEMEINDE,14111032,1,1,238,237,237,243,,237,-5,,0,90d84fba7746a4dc964f9f58469d4fb6d740813b4915907f82ccaa0c23a5df3e,True
000950:14111034:-:14111034:GEMEINDE,14111034,Ebertshausen,GEMEINDE,14111034,1,1,83,82,82,82,,81,1,,1,78251ef7b2b7c5fc6460c60233c75ec11625c90bc871eaf807d8235f390c5cfd,True
000951:14111036:-:14111036:GEMEINDE,14111036,Eisighofen,GEMEINDE,14111036,1,1,176,172,171,146,,143,30,,28,e0a792023326e6af9b5e5bfa62d5d7c31946b2967af9883b178706e7c741cea8,True
000952:14111039:-:14111039:GEMEINDE,14111039,Ergeshausen,GEMEINDE,14111039,1,1,90,90,90,81,,80,9,,10,537bf89ce71e3b4a76b8edbf40f6a01f28ebc0ed7b079cd83f0729548e08fbbc,True
000953:14111043:-:14111043:GEMEINDE,14111043,Flacht,GEMEINDE,14111043,1,1,543,538,537,505,,499,38,,38,358243cfdf07407b56b00d25b03f3c12999efa9032d900c8f791dd94830790bc,True
000954:14111050:-:14111050:GEMEINDE,14111050,Gutenacker,GEMEINDE,14111050,1,1,228,225,224,212,,207,16,,17,12bcb36eb2b74f72e016aab7d9aab3335b6a8ff2c232704c64e73ad7843878ec,True
000955:14111051:-:14111051:GEMEINDE,14111051,Hahnstätten,GEMEINDE,14111051,2,2,1392,1369,1368,1287,,1273,105,,95,e245e089d8684926436b9d5dccfb62dd45d7c81387dc28d760ed0ce76d752900,True
000956:14111054:-:14111054:GEMEINDE,14111054,Herold,GEMEINDE,14111054,1,1,245,244,245,244,,243,1,,2,ef24444cf8e5aa473ddd2d2084439cabc5b731424c9296664bb9e83a639fa20a,True
000957:14111065:-:14111065:GEMEINDE,14111065,Kaltenholzhausen,GEMEINDE,14111065,1,1,318,316,315,274,,271,44,,44,1f1032d38b865cf95e7d5182d7bfc0ae8f7a79ad06faae0ba3913d10ccb05622,True
000958:14111068:-:14111068:GEMEINDE,14111068,Katzenelnbogen,GEMEINDE,14111068,2,2,1046,1036,1036,971,,960,75,,76,61e168ec95ab2b76661bf84a868e817b7b1c6328921740a2278ec2a9be319ff3,True
000959:14111073:-:14111073:GEMEINDE,14111073,Klingelbach,GEMEINDE,14111073,1,1,439,434,432,394,,388,45,,44,fa6004b07aabe61608f6879f7bdb46b222ac6b4634f64fc78d9cc670d733601b,True
000960:14111074:-:14111074:GEMEINDE,14111074,Kördorf,GEMEINDE,14111074,1,1,329,327,328,312,,309,17,,19,1a44f122fb1cf133faafdcf7fcc8c4b706dca4a4189ef261c82e7ac3cc6b2436,True
000961:14111081:-:14111081:GEMEINDE,14111081,Lohrheim,GEMEINDE,14111081,1,1,333,330,331,309,,306,24,,25,1be492cb609b74daee11038094bb8f4d3ea1d8bc51d52883d782dbcae44c6c33,True
000962:14111088:-:14111088:GEMEINDE,14111088,Mittelfischbach,GEMEINDE,14111088,1,1,108,106,107,87,,85,21,,22,b2825f66b1776ce1af4aa75d04440003c0bc6806947177298e21820502b9e8ac,True
000963:14111089:-:14111089:GEMEINDE,14111089,Mudershausen,GEMEINDE,14111089,1,1,268,265,266,239,,236,29,,30,0ca79dfad8625ba33582f83b0f6e82f4ec79fb4c548a5b2da646d56fa43a498e,True
000964:14111093:-:14111093:GEMEINDE,14111093,Netzbach,GEMEINDE,14111093,1,1,234,231,233,208,,202,26,,31,c1c0a9b9027679ea577491036266f91fd94225912390fe0511b58916f75a7dd8,True
000965:14111095:-:14111095:GEMEINDE,14111095,Niederneisen,GEMEINDE,14111095,1,1,769,761,761,763,,756,6,,5,fdc3c87a6fc8c87d8c8489820adb1b5a88b59425fb2810cb9a43ed783b17b0f8,True
000966:14111096:-:14111096:GEMEINDE,14111096,Niedertiefenbach,GEMEINDE,14111096,1,1,96,95,95,97,,96,-1,,-1,f3b6fff53c14e4a4b19d15c3f8643ad0ecb7d3cf86f0a9bcd6f91b6360bac902,True
000967:14111101:-:14111101:GEMEINDE,14111101,Oberfischbach,GEMEINDE,14111101,1,1,96,95,95,100,,98,-4,,-3,23b37f016d49e48910db5d834460f56efee92bcbfe1a6c480e4c9feec790d852,True
000968:14111102:-:14111102:GEMEINDE,14111102,Oberneisen,GEMEINDE,14111102,1,1,397,392,393,390,,381,7,,12,4a15d05eb508710d4e4085c01765cfa99379361383fd40c0ff8b99c62f88d4ba,True
000969:14111113:-:14111113:GEMEINDE,14111113,Reckenroth,GEMEINDE,14111113,1,1,159,157,158,133,,131,26,,27,25135c92f3ad7e2b1672ea28b091c023afade07de9e6446597c26e84f01a3b9a,True
000970:14111117:-:14111117:GEMEINDE,14111117,Rettert,GEMEINDE,14111117,1,1,279,275,275,269,,261,10,,14,b9c51af808f8a666a8f1184dce587a1236073e73edad378f7edaf287981e7ae2,True
000971:14111118:-:14111118:GEMEINDE,14111118,Roth,GEMEINDE,14111118,1,1,125,125,124,118,,117,7,,7,b7a9cd7aea8d078c3ddef503db073a4ac562a612a24e8ac2ef35db0da2b2c13e,True
000972:14111125:-:14111125:GEMEINDE,14111125,Schiesheim,GEMEINDE,14111125,1,1,127,127,125,104,,101,23,,24,2febfa91f6b7dd1f67051c4790dfab3849ad02a23a193a98cbfb3eaf72abf3d5,True
000973:14111126:-:14111126:GEMEINDE,14111126,Schönborn,GEMEINDE,14111126,1,1,422,419,419,410,,408,12,,11,c946bda157327adc1c1e222c15f32612921bc2b48a8e498dd0d84cf0a3e7de11,True
000974:14301206:-:14301206:GEMEINDE,14301206,Bad Marienberg (Westerwald),GEMEINDE,14301206,5,5,2317,2294,2301,2117,,2088,200,,213,c31b000bc4d4a2d1a6c3aa69825f4b95fd88f21d8e4e6d488ea14b8f02a958dc,True
000975:14301211:-:14301211:GEMEINDE,14301211,Bölsberg,GEMEINDE,14301211,1,1,115,111,112,113,,111,2,,1,5bbbea11cf4ef8646d359e2da1ed9f9306cf466f0b00b20abd443cbf714c9ec0,True
000976:14301216:-:14301216:GEMEINDE,14301216,Dreisbach,GEMEINDE,14301216,1,1,357,355,355,304,,302,53,,53,0ef1d5cd4d8bd18a95b97caa385434bb3b7727ca0b634d63f9b65b8590c77cfa,True
000977:14301222:-:14301222:GEMEINDE,14301222,Fehl-Ritzhausen,GEMEINDE,14301222,1,1,444,439,443,374,,370,70,,73,a9baf14081ffd53ae1cdf1b0a59a8509e4d620a244f751d8f04c145d98f70330,True
000978:14301227:-:14301227:GEMEINDE,14301227,Großseifen,GEMEINDE,14301227,1,1,332,326,327,297,,289,35,,38,f96a8004898982c0afd73e5c5af44ca1a14eb5e3df99a463ed29ccc23069b60a,True
000979:14301231:-:14301231:GEMEINDE,14301231,Hahn bei Marienberg,GEMEINDE,14301231,1,1,249,243,240,217,,212,32,,28,6c65d39676f8b4e7535fbf09710ed50c2f2a7db0928dc21d5853d42e6a9f383d,True
000980:14301234:-:14301234:GEMEINDE,14301234,Hardt,GEMEINDE,14301234,1,1,247,245,244,252,,248,-5,,-4,c7f1f9c10f6b6f758322f909cc8b99c17629f7d5ffa505ec25efdcb65242f7d6,True
000981:14301243:-:14301243:GEMEINDE,14301243,Hof,GEMEINDE,14301243,1,1,634,621,626,534,,523,100,,103,e0e8f29d421711682697a0903411474fabc657737e9233d38a180e032be3ad2b,True
000982:14301248:-:14301248:GEMEINDE,14301248,Kirburg,GEMEINDE,14301248,1,1,289,287,287,284,,283,5,,4,72094ac669bf0f623afec9590140df54660accede50fc2509fb1f3f0c691a23a,True
000983:14301253:-:14301253:GEMEINDE,14301253,Langenbach bei Kirburg,GEMEINDE,14301253,1,1,480,476,473,405,,403,75,,70,5b11d60f943933fbf4451ed4b8eefcd715ed58873b2997a7e31ea925f9005676,True
000984:14301255:-:14301255:GEMEINDE,14301255,Lautzenbrücken,GEMEINDE,14301255,1,1,179,170,175,144,,141,35,,34,a4674fdab31c2a12b45b90a21ff36a72be729059477ce2dbb7363d18bad8009f,True
000985:14301264:-:14301264:GEMEINDE,14301264,Mörlen,GEMEINDE,14301264,1,1,310,308,309,294,,287,16,,22,135168536e9b8174800f4db0577eaa08c6c69017d2974925b2306cf7555ce60d,True
000986:14301270:-:14301270:GEMEINDE,14301270,Neunkhausen,GEMEINDE,14301270,1,1,505,497,499,452,,450,53,,49,c46c5e3c45d5f07443b0cccfd2ddfaec34cbbf7bf18d331e9d6c434e9698756f,True
000987:14301277:-:14301277:GEMEINDE,14301277,Nisterau,GEMEINDE,14301277,1,1,473,466,463,413,,409,60,,54,0bf8a8d14bd69dfbdd2a309a6aa68f567bd123e8caa1b8017c400fda551ff66f,True
000988:14301279:-:14301279:GEMEINDE,14301279,Nistertal,GEMEINDE,14301279,1,1,604,598,596,597,,588,7,,8,e7d78d035408dfab8d986388413f73b6ab9fe0ca3fae94f278057bbb2332515f,True
000989:14301280:-:14301280:GEMEINDE,14301280,Norken,GEMEINDE,14301280,1,1,506,504,499,485,,471,21,,28,5b6bf87c07d9e4403835796edce45048b216ad2429daab85e4e270f21a26b051,True
000990:14301297:-:14301297:GEMEINDE,14301297,Stockhausen-Illfurth,GEMEINDE,14301297,1,1,215,215,213,206,,205,9,,8,50a97c81b4c2241137c2defe37d87e0d85a7549ff9bca33e382afdffe93961b4,True
000991:14301300:-:14301300:GEMEINDE,14301300,Unnau,GEMEINDE,14301300,3,3,1021,1009,1011,979,,972,42,,39,d1ab1379ac559e37d273d6036879d4c58d3286b4eed98bec5fa15eed3507e4a1,True
000992:14302202:-:14302202:GEMEINDE,14302202,Alpenrod,GEMEINDE,14302202,1,1,872,859,867,808,,797,64,,70,c4faa881115785527f0152c80ad46574eeed764aa18c81ffacfaae74ff4dbd0f,True
000993:14302204:-:14302204:GEMEINDE,14302204,Astert,GEMEINDE,14302204,1,1,144,144,144,135,,134,9,,10,62e6595f5fe1f3907cdec17d9eebdc35f69417ae9e40bf4caf9b0557a917382b,True
000994:14302205:-:14302205:GEMEINDE,14302205,Atzelgift,GEMEINDE,14302205,1,1,339,334,335,316,,308,23,,27,dbfa3a044141bee5919f26c5a0320381f783c51d5994cdba07905020baa421f9,True
000995:14302212:-:14302212:GEMEINDE,14302212,Borod,GEMEINDE,14302212,1,1,290,289,289,253,,247,37,,42,8f5db31ba05f325588bf08632fa59b2c8bc2bba214d2d4d7aec942c4c50a7b3b,True
000996:14302215:-:14302215:GEMEINDE,14302215,Dreifelden,GEMEINDE,14302215,1,1,131,130,130,132,,131,-1,,-1,59b4369b413fa7f98aeb4972bbeeae3356b32b5e1b8a4711284f4367c38aeb49,True
000997:14302223:-:14302223:GEMEINDE,14302223,Gehlert,GEMEINDE,14302223,1,1,366,362,366,365,,359,1,,7,d0b75afee960357494af2b2aa6973eefdc0280cc7f4ea5534b6d00f231435fa6,True
000998:14302225:-:14302225:GEMEINDE,14302225,Giesenhausen,GEMEINDE,14302225,1,1,176,173,175,159,,158,17,,17,a73928ee357ff9d49b8c567af1a6b14ee0790b5c63d1f71b633c1abb409ff5b4,True
000999:14302229:-:14302229:GEMEINDE,14302229,Hachenburg,GEMEINDE,14302229,4,4,3202,3160,3168,3086,,3057,116,,111,fe838961cf7198fb980b9a44be30321e5a3057e3e4ab3df104641ee40de71c3d,True
001000:14302235:-:14302235:GEMEINDE,14302235,Hattert,GEMEINDE,14302235,1,1,1027,1021,1024,1000,,993,27,,31,22b4a4e6173d4ea5d4ca3e729251f0c195c4b444a3613ae3f5a0e9261240b0c6,True
001001:14302236:-:14302236:GEMEINDE,14302236,Heimborn,GEMEINDE,14302236,1,1,173,171,172,173,,172,0,,0,5d835bd41f60151857cbc951d29657dbccfdf40fd01094d21ba8f01bcabc5970,True
001002:14302240:-:14302240:GEMEINDE,14302240,Heuzert,GEMEINDE,14302240,1,1,73,73,72,71,,69,2,,3,fb7e8c5491ba988f7ce050baf7b613dbd36bf02b377d4c0f618c28822368c137,True
001003:14302241:-:14302241:GEMEINDE,14302241,Höchstenbach,GEMEINDE,14302241,1,1,358,352,354,320,,316,38,,38,949bdbf6293bffee0aee5465fa9948bfbcb97a3affff401003a8ada0b77b0c1e,True
001004:14302250:-:14302250:GEMEINDE,14302250,Kroppach,GEMEINDE,14302250,1,1,350,348,349,331,,324,19,,25,a46140f0d761aead29ee16757244e111ee29a7bc141c548d3f16006b16b5a1be,True
001005:14302252:-:14302252:GEMEINDE,14302252,Kundert,GEMEINDE,14302252,1,1,168,164,166,165,,163,3,,3,1368ddb47d19f29fcc446cf815a33bf37b0cec5651483f22202b7da1a4ecfd5b,True
001006:14302257:-:14302257:GEMEINDE,14302257,Limbach,GEMEINDE,14302257,1,1,231,231,231,227,,225,4,,6,74e34ae5d14cf9d7340bf006cb492ae0623b49570d5e6f61af2ae273b609ea89,True
001007:14302258:-:14302258:GEMEINDE,14302258,Linden,GEMEINDE,14302258,1,1,81,79,81,80,,79,1,,2,4e6a4fac07d1f6d697e5deabfc801c5094e611a89b1e0aab39d857a6aafa0952,True
001008:14302259:-:14302259:GEMEINDE,14302259,Lochum,GEMEINDE,14302259,1,1,181,178,180,168,,166,13,,14,f3c666e5d364f114790c1aac6386ac424220b15856bbf03fee12b4417414ec07,True
001009:14302260:-:14302260:GEMEINDE,14302260,Luckenbach,GEMEINDE,14302260,1,1,364,361,363,331,,327,33,,36,537b503f573f9ce5da570ee80e1de071db753eff65cf973dace4d6cde17075a3,True
001010:14302261:-:14302261:GEMEINDE,14302261,Marzhausen,GEMEINDE,14302261,1,1,167,166,166,143,,141,24,,25,2a2139fffa8dea129327c595ed7ca626eef3e23fa7aaea39b3bbd80719f3f729,True
001011:14302262:-:14302262:GEMEINDE,14302262,Merkelbach,GEMEINDE,14302262,1,1,261,256,259,220,,217,41,,42,d058dec23a32e83641d915b9cd2bd153ca9787cf64daab023fb55ee980e510c7,True
001012:14302265:-:14302265:GEMEINDE,14302265,Mörsbach,GEMEINDE,14302265,1,1,281,278,277,244,,240,37,,37,d82c548701dde8ccc03f11a28ec8e153a4f32463580b030d92bec528df4e44a7,True
001013:14302267:-:14302267:GEMEINDE,14302267,Mudenbach,GEMEINDE,14302267,1,1,379,373,373,355,,353,24,,20,4248e7f2e7388944a0f7acfd1209ed94359727d1ec057e2d9ee5a8e58420a4cf,True
001014:14302268:-:14302268:GEMEINDE,14302268,Mündersbach,GEMEINDE,14302268,1,1,392,389,390,339,,335,53,,55,ecafb86e82ae72b5ddf2d628ecc99a2cde87cd2968bc1e274915af970992638d,True
001015:14302269:-:14302269:GEMEINDE,14302269,Müschenbach,GEMEINDE,14302269,1,1,554,553,552,546,,539,8,,13,c1032e5a9bad35f65ce52fca7e4a1f3c7e5a0f2fd6e928275ba13d438761fbcb,True
001016:14302276:-:14302276:GEMEINDE,14302276,Nister,GEMEINDE,14302276,1,1,562,551,558,521,,506,41,,52,43ab281f2c4b595099a87c01e44cacde68faa912d991924ec765d02e0f5a88fe,True
001017:14302287:-:14302287:GEMEINDE,14302287,Roßbach,GEMEINDE,14302287,1,1,494,485,489,456,,438,38,,51,20c657929a78b1226ad458db9458544824aeb4be05e1595b7a96b1f62c08e9d3,True
001018:14302294:-:14302294:GEMEINDE,14302294,Steinebach an der Wied,GEMEINDE,14302294,1,1,439,434,433,406,,398,33,,35,e73ae7980b103025893c49b66b53ac0c10315e3a913e5bac85be715eb55f82c3,True
001019:14302296:-:14302296:GEMEINDE,14302296,Stein-Wingert,GEMEINDE,14302296,1,1,125,125,123,123,,122,2,,1,a1bdea0465dc27da9ffff6cedb61df0a812d0cfbd703ab4f2a5a37c512f02eea,True
001020:14302299:-:14302299:GEMEINDE,14302299,Streithausen,GEMEINDE,14302299,1,1,328,325,328,322,,314,6,,14,631bf918aa9489f7b3e76cc29cf19d876f5ad054e843df3af61aa510cb83487a,True
001021:14302301:-:14302301:GEMEINDE,14302301,Wahlrod,GEMEINDE,14302301,1,1,433,428,430,371,,361,62,,69,3ee9864b0355d5a521d286fdbe92e7e151457213ce6869513661d88e3ae1ecf0,True
001022:14302306:-:14302306:GEMEINDE,14302306,Welkenbach,GEMEINDE,14302306,1,1,94,93,93,87,,84,7,,9,adf2be28a9462ce54e7c467dce0467d445a18fe79db04235929a71c05e9f2848,True
001023:14302310:-:14302310:GEMEINDE,14302310,Wied,GEMEINDE,14302310,1,1,235,234,233,245,,241,-10,,-8,c3ee0fe4ac8dbea30c13305e56605c25c8625e6407f45e850b75f92b1ed04b6a,True
001024:14302313:-:14302313:GEMEINDE,14302313,Winkelbach,GEMEINDE,14302313,1,1,105,99,103,93,,92,12,,11,314799898735b29802dd517b5fe8310ce21775f482275a19afd823687f6c3e30,True
001025:14303030:-:14303030:GEMEINDE,14303030,Hilgert,GEMEINDE,14303030,1,1,842,830,841,822,,819,20,,22,bd3106e1287d6b17c975301d7baf85d9fd5eee9d811e5fd4fc45a0dc3e1c67e8,True
001026:14303031:-:14303031:GEMEINDE,14303031,Hillscheid,GEMEINDE,14303031,2,2,1338,1327,1327,1308,,1296,30,,31,9e16b5af953c1d92e760c124f497bee3c3b71757f2eb685d9f67c6fad426bf58,True
001027:14303032:-:14303032:GEMEINDE,14303032,Höhr-Grenzhausen,GEMEINDE,14303032,8,8,3945,3894,3917,3721,,3685,224,,232,e5caf5a33e7ba46ecd3d5e1f7c86c12954c954472295a84a916c2a87d5ba1686,True
001028:14303040:-:14303040:GEMEINDE,14303040,Kammerforst,GEMEINDE,14303040,1,1,138,137,137,124,,122,14,,15,21cd51ac26cbe9053fd368c6769946911f69771bfe31de611cd38d0ebd54902b,True
001029:14304005:-:14304005:GEMEINDE,14304005,Boden,GEMEINDE,14304005,1,1,377,376,375,318,,312,59,,63,f80a230083eb45d4bd33f531cd5af062e7dede9da52dcc84388d9b437320fa58,True
001030:14304008:-:14304008:GEMEINDE,14304008,Daubach,GEMEINDE,14304008,1,1,314,313,307,281,,278,33,,29,2cbfb83fc5ff238b6642f77a84d93bedd90e739c2dcded1bc1d90a7060a82c33,True
001031:14304013:-:14304013:GEMEINDE,14304013,Eitelborn,GEMEINDE,14304013,0,1,,,,,,,,,,dd2f9fa489a6ecd55ae9581c7c324b7ecb0afb184e06d3fec2619205a7563fd7,True
001032:14304020:-:14304020:GEMEINDE,14304020,Gackenbach,GEMEINDE,14304020,1,1,357,356,355,290,,289,67,,66,2db72ee15a6073aaa0836a069da1451c8c401d76ec1da5377049164e7a73635d,True
001033:14304021:-:14304021:GEMEINDE,14304021,Girod,GEMEINDE,14304021,1,1,658,652,651,640,,635,18,,16,edf58f141900d095dcba2352ee2bd35de4770883923a4745effaeeb554b2f4ba,True
001034:14304023:-:14304023:GEMEINDE,14304023,Görgeshausen,GEMEINDE,14304023,1,1,452,452,450,426,,421,26,,29,4c0e9950f2ee0b755380a0daae2f047068e032e35482cab65c879ae25325a73b,True
001035:14304024:-:14304024:GEMEINDE,14304024,Großholbach,GEMEINDE,14304024,1,1,512,507,505,477,,473,35,,32,270bec1cb4adba163fd18e348fbb5bd82e7da457c6f29ce7ab0dc2a1233fe07f,True
001036:14304026:-:14304026:GEMEINDE,14304026,Heilberscheid,GEMEINDE,14304026,1,1,405,399,399,380,,378,25,,21,f5138067151f06b464ae8d3d23a197e9c8788dc9cdb8368ec4a6ccbc315970a0,True
001037:14304027:-:14304027:GEMEINDE,14304027,Heiligenroth,GEMEINDE,14304027,1,1,821,817,816,797,,794,24,,22,68d717284adabb632c5104fe4e2ca92fbb852fce3cf55f543574a3eb00e8f9be,True
001038:14304033:-:14304033:GEMEINDE,14304033,Holler,GEMEINDE,14304033,1,1,588,586,586,554,,552,34,,34,7f17dbf28814f2e935e4f4e517dbeaafa3842a8449908f7ff40c86d9f82f073f,True
001039:14304034:-:14304034:GEMEINDE,14304034,Horbach,GEMEINDE,14304034,1,1,398,392,394,360,,358,38,,36,44380145475749f9a1092c597560f871e9b308a29f8b0cfc0086544fb2401f58,True
001040:14304036:-:14304036:GEMEINDE,14304036,Hübingen,GEMEINDE,14304036,1,1,312,309,308,314,,308,-2,,0,db120dba85e31026a4a38f8375fba2bfb9da53badc7b1146ec55fb6a398fbab2,True
001041:14304039:-:14304039:GEMEINDE,14304039,Kadenbach,GEMEINDE,14304039,1,1,763,759,763,757,,752,6,,11,fdf22b953b6bd9566e8a5d8295004602a51be50fef29c89c9998bb64988935f0,True
001042:14304048:-:14304048:GEMEINDE,14304048,Montabaur,GEMEINDE,14304048,15,15,7075,7017,7030,6772,,6720,303,,310,97edfe3efaaaa4d3e13e221a9d972369d1409c57f9e42b057422494421a42b58,True
001043:14304051:-:14304051:GEMEINDE,14304051,Nentershausen,GEMEINDE,14304051,1,1,1055,1041,1045,957,,949,98,,96,3dd78591d6584033ad4a5b379ff428432e49738e95ff628848e41d2c51e72f70,True
001044:14304052:-:14304052:GEMEINDE,14304052,Neuhäusel,GEMEINDE,14304052,1,1,1269,1260,1261,1225,,1216,44,,45,8c33590d8bac936020af75f667e737d041290b4c6b0f582cfb807d1823407ef5,True
001045:14304053:-:14304053:GEMEINDE,14304053,Niederelbert,GEMEINDE,14304053,1,1,959,957,955,935,,925,24,,30,05a9c638ffce5dcd6a31367b84ba93971df2cfba8ed63d5cff03832b5523313f,True
001046:14304054:-:14304054:GEMEINDE,14304054,Niedererbach,GEMEINDE,14304054,1,1,558,547,546,532,,531,26,,15,b62158e3c9b2ae2c7325aea2c4086a75629be6e2f73d24eb945adf8d11301bad,True
001047:14304055:-:14304055:GEMEINDE,14304055,Nomborn,GEMEINDE,14304055,1,1,405,403,405,416,,415,-11,,-10,68a7cfd27830bb7d4ceabf1352c179aced200b438666ee646ce12b96fd6b97f0,True
001048:14304057:-:14304057:GEMEINDE,14304057,Oberelbert,GEMEINDE,14304057,1,1,740,734,737,604,,595,136,,142,f0f9316ce39176ba32b4a3c981afa488c5797bbc3ab98290729818fde25432bc,True
001049:14304065:-:14304065:GEMEINDE,14304065,Ruppach-Goldhausen,GEMEINDE,14304065,1,1,658,650,655,655,,648,3,,7,965cfa8ef7f2aa66359caff1a8c25f6783977ed7f6d8b25733b4f94476f8620f,True
001050:14304071:-:14304071:GEMEINDE,14304071,Simmern,GEMEINDE,14304071,1,1,894,885,889,869,,858,25,,31,0d8c98c6c06197a8a3f7e179459cddfdfb8be5e17fd560cac734ab0d742ad0b4,True
001051:14304072:-:14304072:GEMEINDE,14304072,Stahlhofen,GEMEINDE,14304072,1,1,443,437,435,453,,447,-10,,-12,0349f8944012d3a96ff1262381e0eb78c42a5476791539b3b6754c013cdc3a61,True
001052:14304077:-:14304077:GEMEINDE,14304077,Untershausen,GEMEINDE,14304077,1,1,290,287,288,256,,253,34,,35,4b93ea449c03e52d12a1fa79ea7219be948e34f36dc415192386baaacb29cd2a,True
001053:14304079:-:14304079:GEMEINDE,14304079,Welschneudorf,GEMEINDE,14304079,1,1,543,540,541,537,,534,6,,7,698dc7975dfd630fc5467c346dbab512c8ff77daa6e28d5c4a332c06d3a2d337,True
001054:14305001:-:14305001:GEMEINDE,14305001,Alsbach,GEMEINDE,14305001,1,1,303,300,303,295,,292,8,,11,90f34d1a339e631ed0584230590d4e8925e63e229ef00b0ff1fd0892907b0903,True
001055:14305006:-:14305006:GEMEINDE,14305006,Breitenau,GEMEINDE,14305006,1,1,390,390,390,369,,369,21,,21,476174491a6df18b5d3a59375730ec4ea9300e00627b7ba6855d91b66e1fc016,True
001056:14305007:-:14305007:GEMEINDE,14305007,Caan,GEMEINDE,14305007,1,1,397,392,396,396,,393,1,,3,013f0d845d12d2504f5beaf134ed7cc7ec826887edd4d6bd7fb6971eecd8f374,True
001057:14305009:-:14305009:GEMEINDE,14305009,Deesen,GEMEINDE,14305009,1,1,396,393,391,383,,373,13,,18,0a4712dfca01e2e59de5e65e32a0ad87e8c5a603ca2dc07cb99f873ca368e7e4,True
001058:14305038:-:14305038:GEMEINDE,14305038,Hundsdorf,GEMEINDE,14305038,1,1,253,252,251,255,,253,-2,,-2,2d87c104b4bd9924f8fec33402dc50f242e55e810328cc5e7e77845744d533ce,True
001059:14305050:-:14305050:GEMEINDE,14305050,Nauort,GEMEINDE,14305050,2,2,1298,1284,1282,1239,,1230,59,,52,877851a456da5797524047f86e2620295d71c9a94ac5251b217127556cc3ea6a,True
001060:14305059:-:14305059:GEMEINDE,14305059,Oberhaid,GEMEINDE,14305059,1,1,202,201,202,172,,171,30,,31,c14e19a2296d185df71562e8a7e9da054bdf43ff48236a3149316532ad4ffd5a,True
001061:14305062:-:14305062:GEMEINDE,14305062,Ransbach-Baumbach,GEMEINDE,14305062,4,4,3123,3101,3107,2889,,2875,234,,232,df93f27e1fea0e14d45dc83f7f859f970d08b64215130ab6df85641c45faedfd,True
001062:14305068:-:14305068:GEMEINDE,14305068,Sessenbach,GEMEINDE,14305068,1,1,310,309,310,304,,301,6,,9,323decf6cc06414c1a352df8f2df93165989c45cf641a54de3623e99505bc5d3,True
001063:14305082:-:14305082:GEMEINDE,14305082,Wirscheid,GEMEINDE,14305082,1,1,208,203,205,209,,207,-1,,-2,effa3cfab5dbf768686e34906d9cb498fd779f447617b4a2fb0490214896aad3,True
001064:14305084:-:14305084:GEMEINDE,14305084,Wittgert,GEMEINDE,14305084,1,1,331,328,328,310,,308,21,,20,7cf7825d8f6baee8045ecc92fe377ff6a5805a6312ecc5f2d3f917f2e5627249,True
001065:14306214:-:14306214:GEMEINDE,14306214,Bretthausen,GEMEINDE,14306214,1,1,110,107,109,99,,99,11,,10,86c9ab5f821bf6dbf37ada69ac37c3c8283c96159e0015f6285340c034e989c5,True
001066:14306218:-:14306218:GEMEINDE,14306218,Elsoff (Westerwald),GEMEINDE,14306218,1,1,533,527,531,499,,488,34,,43,fd46a5ff85fd8e41a4503e8574bcdf49e9830c98c2cfbb1b248f68160a95a01c,True
001067:14306237:-:14306237:GEMEINDE,14306237,Hellenhahn-Schellenberg,GEMEINDE,14306237,0,1,,,,,,,,,,8d708617f38e56bcfb2bfd418d2921c1a37a3584e0764c4f35e4ece64d773462,True
001068:14306244:-:14306244:GEMEINDE,14306244,Homberg,GEMEINDE,14306244,1,1,110,107,108,80,,79,30,,29,36e2700f5acd61e18f7a3c8ffb74b4709bfad833e7d3a4bac031ae06aec77f1a,True
