row_key,ags,municipality_name,gebietsart,gebietsnummer,reported_precincts,total_precincts,voters_total,valid_votes_erst,valid_votes_zweit,voters_total_2021,valid_votes_erst_2021,valid_votes_zweit_2021,delta_voters_total_vs_2021,delta_valid_votes_erst_vs_2021,delta_valid_votes_zweit_vs_2021,payload_hash,is_municipality_summary
003954:00131:00131:14110071:URNENWAHLBEZIRK,14110071,Kemmenau,URNENWAHLBEZIRK,00131,0,1,0,0,0,285,281,279,-285,-281,-279,prep-zero:003954:00131:00131:14110071:URNENWAHLBEZIRK,False
003955:00141:00141:14110082:URNENWAHLBEZIRK,14110082,Lollschied,URNENWAHLBEZIRK,00141,0,1,0,0,0,115,111,114,-115,-111,-114,prep-zero:003955:00141:00141:14110082:URNENWAHLBEZIRK,False
003956:00151:00151:14110086:URNENWAHLBEZIRK,14110086,Miellen,URNENWAHLBEZIRK,00151,0,1,0,0,0,180,180,179,-180,-180,-179,prep-zero:003956:00151:00151:14110086:URNENWAHLBEZIRK,False
003957:00161:00161:14110087:URNENWAHLBEZIRK,14110087,Misselberg,URNENWAHLBEZIRK,00161,0,1,0,0,0,49,49,49,-49,-49,-49,prep-zero:003957:00161:00161:14110087:URNENWAHLBEZIRK,False
003958:00175:00175:14110091:BRIEFWAHLBEZIRK,14110091,Nassau,BRIEFWAHLBEZIRK,00175,0,1,0,0,0,1207,1201,1206,-1207,-1201,-1206,prep-zero:003958:00175:00175:14110091:BRIEFWAHLBEZIRK,False
003959:00171:00171:14110091:URNENWAHLBEZIRK,14110091,Nassau,URNENWAHLBEZIRK,00171,0,1,0,0,0,125,125,124,-125,-125,-124,prep-zero:003959:00171:00171:14110091:URNENWAHLBEZIRK,False
003960:00172:00172:14110091:URNENWAHLBEZIRK,14110091,Nassau,URNENWAHLBEZIRK,00172,0,1,0,0,0,135,131,132,-135,-131,-132,prep-zero:003960:00172:00172:14110091:URNENWAHLBEZIRK,False
003961:00173:00173:14110091:URNENWAHLBEZIRK,14110091,Nassau,URNENWAHLBEZIRK,00173,0,1,0,0,0,120,116,116,-120,-116,-116,prep-zero:003961:00173:00173:14110091:URNENWAHLBEZIRK,False
003962:00174:00174:14110091:URNENWAHLBEZIRK,14110091,Nassau,URNENWAHLBEZIRK,00174,0,1,0,0,0,95,93,93,-95,-93,-93,prep-zero:003962:00174:00174:14110091:URNENWAHLBEZIRK,False
003963:00181:00181:14110098:URNENWAHLBEZIRK,14110098,Nievern,URNENWAHLBEZIRK,00181,0,1,0,0,0,566,559,561,-566,-559,-561,prep-zero:003963:00181:00181:14110098:URNENWAHLBEZIRK,False
003964:00191:00191:14110103:URNENWAHLBEZIRK,14110103,Obernhof,URNENWAHLBEZIRK,00191,0,1,0,0,0,197,194,195,-197,-194,-195,prep-zero:003964:00191:00191:14110103:URNENWAHLBEZIRK,False
003965:00201:00201:14110106:URNENWAHLBEZIRK,14110106,Oberwies,URNENWAHLBEZIRK,00201,0,1,0,0,0,81,79,78,-81,-79,-78,prep-zero:003965:00201:00201:14110106:URNENWAHLBEZIRK,False
003966:00211:00211:14110111:URNENWAHLBEZIRK,14110111,Pohl,URNENWAHLBEZIRK,00211,0,1,0,0,0,206,206,206,-206,-206,-206,prep-zero:003966:00211:00211:14110111:URNENWAHLBEZIRK,False
003967:00221:00221:14110127:URNENWAHLBEZIRK,14110127,Schweighausen,URNENWAHLBEZIRK,00221,0,1,0,0,0,141,133,133,-141,-133,-133,prep-zero:003967:00221:00221:14110127:URNENWAHLBEZIRK,False
003968:00231:00231:14110128:URNENWAHLBEZIRK,14110128,Seelbach,URNENWAHLBEZIRK,00231,0,1,0,0,0,223,212,216,-223,-212,-216,prep-zero:003968:00231:00231:14110128:URNENWAHLBEZIRK,False
003969:00241:00241:14110129:URNENWAHLBEZIRK,14110129,Singhofen,URNENWAHLBEZIRK,00241,0,1,0,0,0,1016,993,993,-1016,-993,-993,prep-zero:003969:00241:00241:14110129:URNENWAHLBEZIRK,False
003970:00251:00251:14110132:URNENWAHLBEZIRK,14110132,Sulzbach,URNENWAHLBEZIRK,00251,0,1,0,0,0,108,102,103,-108,-102,-103,prep-zero:003970:00251:00251:14110132:URNENWAHLBEZIRK,False
003971:00261:00261:14110135:URNENWAHLBEZIRK,14110135,Weinähr,URNENWAHLBEZIRK,00261,0,1,0,0,0,239,238,238,-239,-238,-238,prep-zero:003971:00261:00261:14110135:URNENWAHLBEZIRK,False
003972:00271:00271:14110139:URNENWAHLBEZIRK,14110139,Winden,URNENWAHLBEZIRK,00271,0,1,0,0,0,436,431,432,-436,-431,-432,prep-zero:003972:00271:00271:14110139:URNENWAHLBEZIRK,False
003973:00281:00281:14110141:URNENWAHLBEZIRK,14110141,Zimmerschied,URNENWAHLBEZIRK,00281,0,1,0,0,0,62,61,61,-62,-61,-61,prep-zero:003973:00281:00281:14110141:URNENWAHLBEZIRK,False
003974:00011:00011:14110201:URNENWAHLBEZIRK,14110201,Arzbach,URNENWAHLBEZIRK,00011,0,1,0,0,0,960,952,958,-960,-952,-958,prep-zero:003974:00011:00011:14110201:URNENWAHLBEZIRK,False
003975:00101:00101:14111001:URNENWAHLBEZIRK,14111001,Allendorf,URNENWAHLBEZIRK,00101,0,1,0,0,0,385,378,379,-385,-378,-379,prep-zero:003975:00101:00101:14111001:URNENWAHLBEZIRK,False
003976:00102:00102:14111010:URNENWAHLBEZIRK,14111010,Berghausen,URNENWAHLBEZIRK,00102,0,1,0,0,0,170,165,170,-170,-165,-170,prep-zero:003976:00102:00102:14111010:URNENWAHLBEZIRK,False
003977:00103:00103:14111011:URNENWAHLBEZIRK,14111011,Berndroth,URNENWAHLBEZIRK,00103,0,1,0,0,0,212,211,211,-212,-211,-211,prep-zero:003977:00103:00103:14111011:URNENWAHLBEZIRK,False
003978:00104:00104:14111013:URNENWAHLBEZIRK,14111013,Biebrich,URNENWAHLBEZIRK,00104,0,1,0,0,0,158,157,155,-158,-157,-155,prep-zero:003978:00104:00104:14111013:URNENWAHLBEZIRK,False
003979:00105:00105:14111018:URNENWAHLBEZIRK,14111018,Bremberg,URNENWAHLBEZIRK,00105,0,1,0,0,0,155,150,152,-155,-150,-152,prep-zero:003979:00105:00105:14111018:URNENWAHLBEZIRK,False
003980:00106:00106:14111020:URNENWAHLBEZIRK,14111020,Burgschwalbach,URNENWAHLBEZIRK,00106,0,1,0,0,0,575,564,564,-575,-564,-564,prep-zero:003980:00106:00106:14111020:URNENWAHLBEZIRK,False
003981:00107:00107:14111032:URNENWAHLBEZIRK,14111032,Dörsdorf,URNENWAHLBEZIRK,00107,0,1,0,0,0,243,238,237,-243,-238,-237,prep-zero:003981:00107:00107:14111032:URNENWAHLBEZIRK,False
003982:00108:00108:14111034:URNENWAHLBEZIRK,14111034,Ebertshausen,URNENWAHLBEZIRK,00108,0,1,0,0,0,82,78,81,-82,-78,-81,prep-zero:003982:00108:00108:14111034:URNENWAHLBEZIRK,False
003983:00109:00109:14111036:URNENWAHLBEZIRK,14111036,Eisighofen,URNENWAHLBEZIRK,00109,0,1,0,0,0,146,142,143,-146,-142,-143,prep-zero:003983:00109:00109:14111036:URNENWAHLBEZIRK,False
003984:00110:00110:14111039:URNENWAHLBEZIRK,14111039,Ergeshausen,URNENWAHLBEZIRK,00110,0,1,0,0,0,81,81,80,-81,-81,-80,prep-zero:003984:00110:00110:14111039:URNENWAHLBEZIRK,False
003985:00111:00111:14111043:URNENWAHLBEZIRK,14111043,Flacht,URNENWAHLBEZIRK,00111,0,1,0,0,0,505,499,499,-505,-499,-499,prep-zero:003985:00111:00111:14111043:URNENWAHLBEZIRK,False
003986:00112:00112:14111050:URNENWAHLBEZIRK,14111050,Gutenacker,URNENWAHLBEZIRK,00112,0,1,0,0,0,212,206,207,-212,-206,-207,prep-zero:003986:00112:00112:14111050:URNENWAHLBEZIRK,False
003987:00113:00113:14111051:URNENWAHLBEZIRK,14111051,Hahnstätten,URNENWAHLBEZIRK,00113,0,1,0,0,0,1287,1272,1273,-1287,-1272,-1273,prep-zero:003987:00113:00113:14111051:URNENWAHLBEZIRK,False
003988:00114:00114:14111054:URNENWAHLBEZIRK,14111054,Herold,URNENWAHLBEZIRK,00114,0,1,0,0,0,244,240,243,-244,-240,-243,prep-zero:003988:00114:00114:14111054:URNENWAHLBEZIRK,False
003989:00115:00115:14111065:URNENWAHLBEZIRK,14111065,Kaltenholzhausen,URNENWAHLBEZIRK,00115,0,1,0,0,0,274,271,271,-274,-271,-271,prep-zero:003989:00115:00115:14111065:URNENWAHLBEZIRK,False
003990:00116:00116:14111068:URNENWAHLBEZIRK,14111068,Katzenelnbogen,URNENWAHLBEZIRK,00116,0,1,0,0,0,472,467,464,-472,-467,-464,prep-zero:003990:00116:00116:14111068:URNENWAHLBEZIRK,False
003991:00132:00132:14111068:URNENWAHLBEZIRK,14111068,Katzenelnbogen,URNENWAHLBEZIRK,00132,0,1,0,0,0,499,498,496,-499,-498,-496,prep-zero:003991:00132:00132:14111068:URNENWAHLBEZIRK,False
003992:00117:00117:14111073:URNENWAHLBEZIRK,14111073,Klingelbach,URNENWAHLBEZIRK,00117,0,1,0,0,0,394,389,388,-394,-389,-388,prep-zero:003992:00117:00117:14111073:URNENWAHLBEZIRK,False
003993:00118:00118:14111074:URNENWAHLBEZIRK,14111074,Kördorf,URNENWAHLBEZIRK,00118,0,1,0,0,0,312,308,309,-312,-308,-309,prep-zero:003993:00118:00118:14111074:URNENWAHLBEZIRK,False
003994:00119:00119:14111081:URNENWAHLBEZIRK,14111081,Lohrheim,URNENWAHLBEZIRK,00119,0,1,0,0,0,309,305,306,-309,-305,-306,prep-zero:003994:00119:00119:14111081:URNENWAHLBEZIRK,False
003995:00120:00120:14111088:URNENWAHLBEZIRK,14111088,Mittelfischbach,URNENWAHLBEZIRK,00120,0,1,0,0,0,87,86,85,-87,-86,-85,prep-zero:003995:00120:00120:14111088:URNENWAHLBEZIRK,False
003996:00121:00121:14111089:URNENWAHLBEZIRK,14111089,Mudershausen,URNENWAHLBEZIRK,00121,0,1,0,0,0,239,236,236,-239,-236,-236,prep-zero:003996:00121:00121:14111089:URNENWAHLBEZIRK,False
003997:00122:00122:14111093:URNENWAHLBEZIRK,14111093,Netzbach,URNENWAHLBEZIRK,00122,0,1,0,0,0,208,202,202,-208,-202,-202,prep-zero:003997:00122:00122:14111093:URNENWAHLBEZIRK,False
003998:00123:00123:14111095:URNENWAHLBEZIRK,14111095,Niederneisen,URNENWAHLBEZIRK,00123,0,1,0,0,0,763,758,756,-763,-758,-756,prep-zero:003998:00123:00123:14111095:URNENWAHLBEZIRK,False
003999:00124:00124:14111096:URNENWAHLBEZIRK,14111096,Niedertiefenbach,URNENWAHLBEZIRK,00124,0,1,0,0,0,97,95,96,-97,-95,-96,prep-zero:003999:00124:00124:14111096:URNENWAHLBEZIRK,False
004000:00125:00125:14111101:URNENWAHLBEZIRK,14111101,Oberfischbach,URNENWAHLBEZIRK,00125,0,1,0,0,0,100,99,98,-100,-99,-98,prep-zero:004000:00125:00125:14111101:URNENWAHLBEZIRK,False
004001:00126:00126:14111102:URNENWAHLBEZIRK,14111102,Oberneisen,URNENWAHLBEZIRK,00126,0,1,0,0,0,390,382,381,-390,-382,-381,prep-zero:004001:00126:00126:14111102:URNENWAHLBEZIRK,False
004002:00127:00127:14111113:URNENWAHLBEZIRK,14111113,Reckenroth,URNENWAHLBEZIRK,00127,0,1,0,0,0,133,129,131,-133,-129,-131,prep-zero:004002:00127:00127:14111113:URNENWAHLBEZIRK,False
004003:00128:00128:14111117:URNENWAHLBEZIRK,14111117,Rettert,URNENWAHLBEZIRK,00128,0,1,0,0,0,269,258,261,-269,-258,-261,prep-zero:004003:00128:00128:14111117:URNENWAHLBEZIRK,False
004004:00129:00129:14111118:URNENWAHLBEZIRK,14111118,Roth,URNENWAHLBEZIRK,00129,0,1,0,0,0,118,117,117,-118,-117,-117,prep-zero:004004:00129:00129:14111118:URNENWAHLBEZIRK,False
004005:00130:00130:14111125:URNENWAHLBEZIRK,14111125,Schiesheim,URNENWAHLBEZIRK,00130,0,1,0,0,0,104,101,101,-104,-101,-101,prep-zero:004005:00130:00130:14111125:URNENWAHLBEZIRK,False
004006:00131:00131:14111126:URNENWAHLBEZIRK,14111126,Schönborn,URNENWAHLBEZIRK,00131,0,1,0,0,0,410,406,408,-410,-406,-408,prep-zero:004006:00131:00131:14111126:URNENWAHLBEZIRK,False
004007:10012:10012:14301206:URNENWAHLBEZIRK,14301206,Bad Marienberg (Westerwald),URNENWAHLBEZIRK,10012,0,1,0,0,0,763,745,747,-763,-745,-747,prep-zero:004007:10012:10012:14301206:URNENWAHLBEZIRK,False
004008:10014:10014:14301206:URNENWAHLBEZIRK,14301206,Bad Marienberg (Westerwald),URNENWAHLBEZIRK,10014,0,1,0,0,0,543,535,538,-543,-535,-538,prep-zero:004008:10014:10014:14301206:URNENWAHLBEZIRK,False
004009:10016:10016:14301206:URNENWAHLBEZIRK,14301206,Bad Marienberg (Westerwald),URNENWAHLBEZIRK,10016,0,1,0,0,0,445,437,440,-445,-437,-440,prep-zero:004009:10016:10016:14301206:URNENWAHLBEZIRK,False
004010:10018:10018:14301206:URNENWAHLBEZIRK,14301206,Bad Marienberg (Westerwald),URNENWAHLBEZIRK,10018,0,1,0,0,0,366,361,363,-366,-361,-363,prep-zero:004010:10018:10018:14301206:URNENWAHLBEZIRK,False
004011:10020:10020:14301211:URNENWAHLBEZIRK,14301211,Bölsberg,URNENWAHLBEZIRK,10020,0,1,0,0,0,113,112,111,-113,-112,-111,prep-zero:004011:10020:10020:14301211:URNENWAHLBEZIRK,False
004012:10030:10030:14301216:URNENWAHLBEZIRK,14301216,Dreisbach,URNENWAHLBEZIRK,10030,0,1,0,0,0,304,301,302,-304,-301,-302,prep-zero:004012:10030:10030:14301216:URNENWAHLBEZIRK,False
004013:10040:10040:14301222:URNENWAHLBEZIRK,14301222,Fehl-Ritzhausen,URNENWAHLBEZIRK,10040,0,1,0,0,0,374,368,370,-374,-368,-370,prep-zero:004013:10040:10040:14301222:URNENWAHLBEZIRK,False
004014:10050:10050:14301227:URNENWAHLBEZIRK,14301227,Großseifen,URNENWAHLBEZIRK,10050,0,1,0,0,0,297,286,289,-297,-286,-289,prep-zero:004014:10050:10050:14301227:URNENWAHLBEZIRK,False
004015:10060:10060:14301231:URNENWAHLBEZIRK,14301231,Hahn bei Marienberg,URNENWAHLBEZIRK,10060,0,1,0,0,0,217,212,212,-217,-212,-212,prep-zero:004015:10060:10060:14301231:URNENWAHLBEZIRK,False
004016:10070:10070:14301234:URNENWAHLBEZIRK,14301234,Hardt,URNENWAHLBEZIRK,10070,0,1,0,0,0,252,248,248,-252,-248,-248,prep-zero:004016:10070:10070:14301234:URNENWAHLBEZIRK,False
004017:10080:10080:14301243:URNENWAHLBEZIRK,14301243,Hof,URNENWAHLBEZIRK,10080,0,1,0,0,0,534,527,523,-534,-527,-523,prep-zero:004017:10080:10080:14301243:URNENWAHLBEZIRK,False
004018:10090:10090:14301248:URNENWAHLBEZIRK,14301248,Kirburg,URNENWAHLBEZIRK,10090,0,1,0,0,0,284,280,283,-284,-280,-283,prep-zero:004018:10090:10090:14301248:URNENWAHLBEZIRK,False
004019:10100:10100:14301253:URNENWAHLBEZIRK,14301253,Langenbach bei Kirburg,URNENWAHLBEZIRK,10100,0,1,0,0,0,405,403,403,-405,-403,-403,prep-zero:004019:10100:10100:14301253:URNENWAHLBEZIRK,False
004020:10110:10110:14301255:URNENWAHLBEZIRK,14301255,Lautzenbrücken,URNENWAHLBEZIRK,10110,0,1,0,0,0,144,141,141,-144,-141,-141,prep-zero:004020:10110:10110:14301255:URNENWAHLBEZIRK,False
004021:10120:10120:14301264:URNENWAHLBEZIRK,14301264,Mörlen,URNENWAHLBEZIRK,10120,0,1,0,0,0,294,292,287,-294,-292,-287,prep-zero:004021:10120:10120:14301264:URNENWAHLBEZIRK,False
004022:10130:10130:14301270:URNENWAHLBEZIRK,14301270,Neunkhausen,URNENWAHLBEZIRK,10130,0,1,0,0,0,452,451,450,-452,-451,-450,prep-zero:004022:10130:10130:14301270:URNENWAHLBEZIRK,False
004023:10140:10140:14301277:URNENWAHLBEZIRK,14301277,Nisterau,URNENWAHLBEZIRK,10140,0,1,0,0,0,413,408,409,-413,-408,-409,prep-zero:004023:10140:10140:14301277:URNENWAHLBEZIRK,False
004024:10150:10150:14301279:URNENWAHLBEZIRK,14301279,Nistertal,URNENWAHLBEZIRK,10150,0,1,0,0,0,597,587,588,-597,-587,-588,prep-zero:004024:10150:10150:14301279:URNENWAHLBEZIRK,False
004025:10160:10160:14301280:URNENWAHLBEZIRK,14301280,Norken,URNENWAHLBEZIRK,10160,0,1,0,0,0,485,474,471,-485,-474,-471,prep-zero:004025:10160:10160:14301280:URNENWAHLBEZIRK,False
004026:10170:10170:14301297:URNENWAHLBEZIRK,14301297,Stockhausen-Illfurth,URNENWAHLBEZIRK,10170,0,1,0,0,0,206,204,205,-206,-204,-205,prep-zero:004026:10170:10170:14301297:URNENWAHLBEZIRK,False
004027:10181:10181:14301300:URNENWAHLBEZIRK,14301300,Unnau,URNENWAHLBEZIRK,10181,0,1,0,0,0,539,535,537,-539,-535,-537,prep-zero:004027:10181:10181:14301300:URNENWAHLBEZIRK,False
004028:10185:10185:14301300:URNENWAHLBEZIRK,14301300,Unnau,URNENWAHLBEZIRK,10185,0,1,0,0,0,440,436,435,-440,-436,-435,prep-zero:004028:10185:10185:14301300:URNENWAHLBEZIRK,False
004029:00001:00001:14302202:URNENWAHLBEZIRK,14302202,Alpenrod,URNENWAHLBEZIRK,00001,0,1,0,0,0,808,794,797,-808,-794,-797,prep-zero:004029:00001:00001:14302202:URNENWAHLBEZIRK,False
004030:00001:00001:14302204:URNENWAHLBEZIRK,14302204,Astert,URNENWAHLBEZIRK,00001,0,1,0,0,0,135,135,134,-135,-135,-134,prep-zero:004030:00001:00001:14302204:URNENWAHLBEZIRK,False
004031:00001:00001:14302205:URNENWAHLBEZIRK,14302205,Atzelgift,URNENWAHLBEZIRK,00001,0,1,0,0,0,316,313,308,-316,-313,-308,prep-zero:004031:00001:00001:14302205:URNENWAHLBEZIRK,False
004032:00001:00001:14302212:URNENWAHLBEZIRK,14302212,Borod,URNENWAHLBEZIRK,00001,0,1,0,0,0,253,245,247,-253,-245,-247,prep-zero:004032:00001:00001:14302212:URNENWAHLBEZIRK,False
004033:00001:00001:14302215:URNENWAHLBEZIRK,14302215,Dreifelden,URNENWAHLBEZIRK,00001,0,1,0,0,0,132,131,131,-132,-131,-131,prep-zero:004033:00001:00001:14302215:URNENWAHLBEZIRK,False
004034:00001:00001:14302223:URNENWAHLBEZIRK,14302223,Gehlert,URNENWAHLBEZIRK,00001,0,1,0,0,0,365,364,359,-365,-364,-359,prep-zero:004034:00001:00001:14302223:URNENWAHLBEZIRK,False
004035:00001:00001:14302225:URNENWAHLBEZIRK,14302225,Giesenhausen,URNENWAHLBEZIRK,00001,0,1,0,0,0,159,158,158,-159,-158,-158,prep-zero:004035:00001:00001:14302225:URNENWAHLBEZIRK,False
004036:00001:00001:14302229:URNENWAHLBEZIRK,14302229,Hachenburg,URNENWAHLBEZIRK,00001,0,1,0,0,0,1089,1081,1082,-1089,-1081,-1082,prep-zero:004036:00001:00001:14302229:URNENWAHLBEZIRK,False
004037:00002:00002:14302229:URNENWAHLBEZIRK,14302229,Hachenburg,URNENWAHLBEZIRK,00002,0,1,0,0,0,576,571,573,-576,-571,-573,prep-zero:004037:00002:00002:14302229:URNENWAHLBEZIRK,False
004038:00003:00003:14302229:URNENWAHLBEZIRK,14302229,Hachenburg,URNENWAHLBEZIRK,00003,0,1,0,0,0,881,876,873,-881,-876,-873,prep-zero:004038:00003:00003:14302229:URNENWAHLBEZIRK,False
004039:00004:00004:14302229:URNENWAHLBEZIRK,14302229,Hachenburg,URNENWAHLBEZIRK,00004,0,1,0,0,0,540,535,529,-540,-535,-529,prep-zero:004039:00004:00004:14302229:URNENWAHLBEZIRK,False
004040:00001:00001:14302235:URNENWAHLBEZIRK,14302235,Hattert,URNENWAHLBEZIRK,00001,0,1,0,0,0,466,463,462,-466,-463,-462,prep-zero:004040:00001:00001:14302235:URNENWAHLBEZIRK,False
004041:00002:00002:14302235:URNENWAHLBEZIRK,14302235,Hattert,URNENWAHLBEZIRK,00002,0,1,0,0,0,534,529,531,-534,-529,-531,prep-zero:004041:00002:00002:14302235:URNENWAHLBEZIRK,False
004042:00001:00001:14302236:URNENWAHLBEZIRK,14302236,Heimborn,URNENWAHLBEZIRK,00001,0,1,0,0,0,173,173,172,-173,-173,-172,prep-zero:004042:00001:00001:14302236:URNENWAHLBEZIRK,False
004043:00001:00001:14302240:URNENWAHLBEZIRK,14302240,Heuzert,URNENWAHLBEZIRK,00001,0,1,0,0,0,71,67,69,-71,-67,-69,prep-zero:004043:00001:00001:14302240:URNENWAHLBEZIRK,False
004044:00001:00001:14302241:URNENWAHLBEZIRK,14302241,Höchstenbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,320,314,316,-320,-314,-316,prep-zero:004044:00001:00001:14302241:URNENWAHLBEZIRK,False
004045:00001:00001:14302250:URNENWAHLBEZIRK,14302250,Kroppach,URNENWAHLBEZIRK,00001,0,1,0,0,0,331,324,324,-331,-324,-324,prep-zero:004045:00001:00001:14302250:URNENWAHLBEZIRK,False
004046:00001:00001:14302252:URNENWAHLBEZIRK,14302252,Kundert,URNENWAHLBEZIRK,00001,0,1,0,0,0,165,163,163,-165,-163,-163,prep-zero:004046:00001:00001:14302252:URNENWAHLBEZIRK,False
004047:00001:00001:14302257:URNENWAHLBEZIRK,14302257,Limbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,227,226,225,-227,-226,-225,prep-zero:004047:00001:00001:14302257:URNENWAHLBEZIRK,False
004048:00001:00001:14302258:URNENWAHLBEZIRK,14302258,Linden,URNENWAHLBEZIRK,00001,0,1,0,0,0,80,79,79,-80,-79,-79,prep-zero:004048:00001:00001:14302258:URNENWAHLBEZIRK,False
004049:00001:00001:14302259:URNENWAHLBEZIRK,14302259,Lochum,URNENWAHLBEZIRK,00001,0,1,0,0,0,168,162,166,-168,-162,-166,prep-zero:004049:00001:00001:14302259:URNENWAHLBEZIRK,False
004050:00001:00001:14302260:URNENWAHLBEZIRK,14302260,Luckenbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,331,327,327,-331,-327,-327,prep-zero:004050:00001:00001:14302260:URNENWAHLBEZIRK,False
004051:00001:00001:14302261:URNENWAHLBEZIRK,14302261,Marzhausen,URNENWAHLBEZIRK,00001,0,1,0,0,0,143,142,141,-143,-142,-141,prep-zero:004051:00001:00001:14302261:URNENWAHLBEZIRK,False
004052:00001:00001:14302262:URNENWAHLBEZIRK,14302262,Merkelbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,220,216,217,-220,-216,-217,prep-zero:004052:00001:00001:14302262:URNENWAHLBEZIRK,False
004053:00001:00001:14302265:URNENWAHLBEZIRK,14302265,Mörsbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,244,244,240,-244,-244,-240,prep-zero:004053:00001:00001:14302265:URNENWAHLBEZIRK,False
004054:00001:00001:14302267:URNENWAHLBEZIRK,14302267,Mudenbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,355,348,353,-355,-348,-353,prep-zero:004054:00001:00001:14302267:URNENWAHLBEZIRK,False
004055:00001:00001:14302268:URNENWAHLBEZIRK,14302268,Mündersbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,339,333,335,-339,-333,-335,prep-zero:004055:00001:00001:14302268:URNENWAHLBEZIRK,False
004056:00001:00001:14302269:URNENWAHLBEZIRK,14302269,Müschenbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,546,535,539,-546,-535,-539,prep-zero:004056:00001:00001:14302269:URNENWAHLBEZIRK,False
004057:00001:00001:14302276:URNENWAHLBEZIRK,14302276,Nister,URNENWAHLBEZIRK,00001,0,1,0,0,0,521,508,506,-521,-508,-506,prep-zero:004057:00001:00001:14302276:URNENWAHLBEZIRK,False
004058:00001:00001:14302287:URNENWAHLBEZIRK,14302287,Roßbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,456,440,438,-456,-440,-438,prep-zero:004058:00001:00001:14302287:URNENWAHLBEZIRK,False
004059:00001:00001:14302294:URNENWAHLBEZIRK,14302294,Steinebach an der Wied,URNENWAHLBEZIRK,00001,0,1,0,0,0,406,403,398,-406,-403,-398,prep-zero:004059:00001:00001:14302294:URNENWAHLBEZIRK,False
004060:00001:00001:14302296:URNENWAHLBEZIRK,14302296,Stein-Wingert,URNENWAHLBEZIRK,00001,0,1,0,0,0,123,121,122,-123,-121,-122,prep-zero:004060:00001:00001:14302296:URNENWAHLBEZIRK,False
004061:00001:00001:14302299:URNENWAHLBEZIRK,14302299,Streithausen,URNENWAHLBEZIRK,00001,0,1,0,0,0,322,316,314,-322,-316,-314,prep-zero:004061:00001:00001:14302299:URNENWAHLBEZIRK,False
004062:00001:00001:14302301:URNENWAHLBEZIRK,14302301,Wahlrod,URNENWAHLBEZIRK,00001,0,1,0,0,0,371,364,361,-371,-364,-361,prep-zero:004062:00001:00001:14302301:URNENWAHLBEZIRK,False
004063:00001:00001:14302306:URNENWAHLBEZIRK,14302306,Welkenbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,87,86,84,-87,-86,-84,prep-zero:004063:00001:00001:14302306:URNENWAHLBEZIRK,False
004064:00001:00001:14302310:URNENWAHLBEZIRK,14302310,Wied,URNENWAHLBEZIRK,00001,0,1,0,0,0,245,240,241,-245,-240,-241,prep-zero:004064:00001:00001:14302310:URNENWAHLBEZIRK,False
004065:00001:00001:14302313:URNENWAHLBEZIRK,14302313,Winkelbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,93,91,92,-93,-91,-92,prep-zero:004065:00001:00001:14302313:URNENWAHLBEZIRK,False
004066:00711:00711:14303030:URNENWAHLBEZIRK,14303030,Hilgert,URNENWAHLBEZIRK,00711,0,1,0,0,0,822,804,819,-822,-804,-819,prep-zero:004066:00711:00711:14303030:URNENWAHLBEZIRK,False
004067:00709:00709:14303031:URNENWAHLBEZIRK,14303031,Hillscheid,URNENWAHLBEZIRK,00709,0,1,0,0,0,649,636,643,-649,-636,-643,prep-zero:004067:00709:00709:14303031:URNENWAHLBEZIRK,False
004068:00710:00710:14303031:URNENWAHLBEZIRK,14303031,Hillscheid,URNENWAHLBEZIRK,00710,0,1,0,0,0,659,653,653,-659,-653,-653,prep-zero:004068:00710:00710:14303031:URNENWAHLBEZIRK,False
004069:00701:00701:14303032:URNENWAHLBEZIRK,14303032,Höhr-Grenzhausen,URNENWAHLBEZIRK,00701,0,1,0,0,0,546,535,542,-546,-535,-542,prep-zero:004069:00701:00701:14303032:URNENWAHLBEZIRK,False
004070:00702:00702:14303032:URNENWAHLBEZIRK,14303032,Höhr-Grenzhausen,URNENWAHLBEZIRK,00702,0,1,0,0,0,414,406,407,-414,-406,-407,prep-zero:004070:00702:00702:14303032:URNENWAHLBEZIRK,False
004071:00703:00703:14303032:URNENWAHLBEZIRK,14303032,Höhr-Grenzhausen,URNENWAHLBEZIRK,00703,0,1,0,0,0,492,482,485,-492,-482,-485,prep-zero:004071:00703:00703:14303032:URNENWAHLBEZIRK,False
004072:00704:00704:14303032:URNENWAHLBEZIRK,14303032,Höhr-Grenzhausen,URNENWAHLBEZIRK,00704,0,1,0,0,0,431,423,425,-431,-423,-425,prep-zero:004072:00704:00704:14303032:URNENWAHLBEZIRK,False
