candidate_id,party,candidate_type,list_position,wahlkreisnummer,wahlkreis_name,surname,given_name,occupation,birth_year,residence
2c264ef08e80a52c,SPD,Landesliste+Wahlkreis,23,24,Vorpommern-Rügen II - Stralsund III,"Wölk, Dr.",Monique,"Soziologin, Abgeordnete des Landtages",1976,17489 Greifswald
14211bc3e5a3fcbc,Volt,Landesliste+Wahlkreis,9,24,Vorpommern-Rügen II - Stralsund III,Förster,Mars,Schüler,2006,18439 Stralsund
ae51e8883cbc1ebb,AfD,Landesliste+Wahlkreis,5,25,Vorpommern-Rügen III - Stralsund I,Graf,Sandra,Fraktionsgeschäftsführerin,1976,18435 Stralsund
11d5f726117f9136,BSW,Wahlkreis,,25,Vorpommern-Rügen III - Stralsund I,Szymanski,Marcel,Customer Success Manager,1988,18439 Stralsund
adf8f08921512394,CDU,Wahlkreis,,25,Vorpommern-Rügen III - Stralsund I,Rotkowsky,Christian,geschäftsführender Gesellschafter,1993,18439 Stralsund
c4cbf428c46691b8,Die Linke,Landesliste+Wahlkreis,22,25,Vorpommern-Rügen III - Stralsund I,Löffler,Jonas,IT-System-Koordinator,1984,18337 Marlow
f023f3c3a7e0fd6f,FDP,Landesliste+Wahlkreis,16,25,Vorpommern-Rügen III - Stralsund I,Alms,Sebastian,Berufssoldat,1983,18320 Trinwillershagen
d93e1c511e4fffe1,FREIE WÄHLER,Landesliste+Wahlkreis,4,25,Vorpommern-Rügen III - Stralsund I,Kröger,René,Projektmanager,1978,18356 Fuhlendorf
300e960a5e49c9c7,GRÜNE,Landesliste+Wahlkreis,10,25,Vorpommern-Rügen III - Stralsund I,Mehnert,Thomas,Augenoptikermeister,1998,18439 Stralsund
a68b3e0671f3e575,SPD,Landesliste+Wahlkreis,26,25,Vorpommern-Rügen III - Stralsund I,Würdisch,Thomas,Abgeordneter des Landtages,1962,18437 Stralsund
42b9af322c12bc7a,AfD,Landesliste+Wahlkreis,3,26,Stralsund II,Kasch,Michael,Fraktionsgeschäftsführer,1965,18581 Putbus
b8dfcf18d506e5ab,BSW,Wahlkreis,,26,Stralsund II,Rath,Jennifer-Michelle,Selbstermächtigungshelfer,1980,18437 Stralsund
5b56a28f38230893,CDU,Landesliste+Wahlkreis,4,26,Stralsund II,von Allwörden,Ann Christin,Polizeibeamtin,1978,18439 Stralsund
565856343ff3764f,Die Linke,Wahlkreis,,26,Stralsund II,Varbelow,Morgan Gwendolyn,Referentin für Öffentlichkeitsarbeit und Fundraising,1991,18435 Stralsund
77b23ee5fc3d7f7f,FDP,Wahlkreis,,26,Stralsund II,Scharmberg,Gerd,Maschinen- und Anlagenmonteur,1955,18375 Born a. Darß
9a83fa4cf26fdf67,GRÜNE,Landesliste+Wahlkreis,1,26,Stralsund II,Müller,Claudia,Betriebswirtin,1981,19055 Schwerin
badebb42724d5b09,SPD,Landesliste+Wahlkreis,17,26,Stralsund II,Hegenkötter,Beatrix,Abgeordnete des Landtages,1975,18442 Jakobsdorf
406dd3e72615126b,Team Freiheit,Landesliste+Wahlkreis,3,26,Stralsund II,Hofmann,Maik,Krankenpfleger,1975,18435 Stralsund
903b7895a49d231e,Volt,Landesliste+Wahlkreis,4,26,Stralsund II,Spiering,Nils,Kommunikationsberater,1992,18439 Stralsund
b41252eb166f7772,AfD,Landesliste+Wahlkreis,15,27,Nordwestmecklenburg I,Schreiber,Jannik,Kfz-Mechatroniker,1985,19217 Carlow
c1632991a1bd7061,BSW,Wahlkreis,,27,Nordwestmecklenburg I,Schmidt,Winfried,"Dipl. Psychologe, Psychotherapeut",1947,23948 Klütz
4b0bc88621263a0e,CDU,Landesliste+Wahlkreis,11,27,Nordwestmecklenburg I,Grote,Thomas,Büroleiter,1969,23936 Upahl
f6bd31d27fb02016,Die Linke,Landesliste+Wahlkreis,1,27,Nordwestmecklenburg I,Oldenburg,Simone,Lehrerin,1969,23968 Gägelow
8e37643888eb46a2,FDP,Landesliste+Wahlkreis,18,27,Nordwestmecklenburg I,Vogler,Luise,Landwirtin,2001,23923 Lüdersdorf
72ed972e964d39bf,GRÜNE,Landesliste+Wahlkreis,9,27,Nordwestmecklenburg I,Zahradníčková,"Miroslava (""Miro Zahra"")",Künstlerin,1960,23936 Upahl
546f7ad0ff076db1,SPD,Landesliste+Wahlkreis,3,27,Nordwestmecklenburg I,Hesse,Birgit,"Juristin, Abgeordnete des Landtages",1975,23972 Dorf Mecklenburg
618b044384f200bd,AfD,Landesliste+Wahlkreis,8,28,Nordwestmecklenburg II,Timm,Paul-Joachim,"Jurist, Mitglied des Landtages",1990,23996 Bobitz
1ef91c48e99bb35f,BSW,Landesliste+Wahlkreis,6,28,Nordwestmecklenburg II,Guhl,Meinhard,selbstständiger Elektromeister,1981,19209 Schildetal
7cf7312a26736066,CDU,Landesliste+Wahlkreis,18,28,Nordwestmecklenburg II,"Ringlepp, Dr.",Anne,Chemikerin,1988,19069 Klein Trebbow
538ab59f2b2c2f38,Die Linke,Wahlkreis,,28,Nordwestmecklenburg II,Balck,Judith,Schulsozialarbeiterin,1964,19205 Roggendorf
b7ba2634b552ff68,FDP,Landesliste+Wahlkreis,17,28,Nordwestmecklenburg II,Kaufmann,Jens,Maler,1977,19209 Lützow
b6da2ff71a607095,GRÜNE,Landesliste+Wahlkreis,11,28,Nordwestmecklenburg II,Tamm,Claudia,Krankenschwester,1968,23966 Wismar
24f85e2e58b32d13,SPD,Landesliste+Wahlkreis,38,28,Nordwestmecklenburg II,Strohschein,Jens,Büroleiter,1965,19217 Schlagsdorf
7edd146794bc065c,AfD,Wahlkreis,,29,Vorpommern-Greifswald II,Schulze-Wiehenbrauk,Jens,"Landwirt, Politiker",1966,17129 Bentzin
f5e6c9be8f57a676,CDU,Landesliste+Wahlkreis,28,29,Vorpommern-Greifswald II,Dröse,Kai,selbstständig,1971,17498 Wackerow
f0c6c27bb66316fe,Die Linke,Landesliste+Wahlkreis,11,29,Vorpommern-Greifswald II,Rösler,Jeannine,Dipl. Kauffrau (FH),1970,17129 Tutow
6b9600327f63c72a,FDP,Landesliste+Wahlkreis,19,29,Vorpommern-Greifswald II,Bartelt,Christian,Zahnarzt,1976,17392 Spantekow
d8a1f1ef4b2af570,GRÜNE,Landesliste+Wahlkreis,8,29,Vorpommern-Greifswald II,van den Bosch,Jan,Student,2001,17489 Greifswald
41246e2d08047c0c,SPD,Landesliste+Wahlkreis,34,29,Vorpommern-Greifswald II,Falk,Marcel,"Verwaltungsfachangestellter, MdL",1977,17391 Stolpe an der Peene
059fcb2cebfa0542,AfD,Wahlkreis,,30,Vorpommern-Greifswald III,Reuken,Stephan Johannes,Historiker,1985,17509 Kemnitz
f2b657cfad422db3,BSW,Wahlkreis,,30,Vorpommern-Greifswald III,Schuldt,Christian,Angestellter,1980,17449 Karlshagen
3af8d3f6524e4d07,CDU,Landesliste+Wahlkreis,7,30,Vorpommern-Greifswald III,von Busse,Jeannette,Volljuristin,1978,17440 Krummin
bdfa30b236a67646,Die Linke,Landesliste+Wahlkreis,25,30,Vorpommern-Greifswald III,Retzlaff,André,Umschüler,1968,17440 Zemitz
88d4d19809d59066,FDP,Landesliste+Wahlkreis,1,30,Vorpommern-Greifswald III,"Schirmer, Prof. Dr.",Jakob,Jurist,1982,17424 Heringsdorf
