candidate_id,party,candidate_type,list_position,wahlkreisnummer,wahlkreis_name,surname,given_name,occupation,birth_year,residence
3e3673789874efbd,GRÜNE,Wahlkreis,,30,Vorpommern-Greifswald III,Gühne,Elias,Student Lehramt,2004,17489 Greifswald
418fb3f233a3d04d,SPD,Landesliste+Wahlkreis,18,30,Vorpommern-Greifswald III,Beitz,Falko,Abgeordneter des Landtages,1986,17406 Stolpe auf Usedom
717c32f0b616ea80,AfD,Landesliste+Wahlkreis,2,31,Ludwigslust-Parchim IV,Stein,Thore,"Agrarwissenschaftler, Mitglied des Landtages",1988,19230 Moraas
ba7461b228756c66,BSW,Landesliste+Wahlkreis,1,31,Ludwigslust-Parchim IV,Schabbel,Peter,Heilpraktiker,1966,19395 Ganzlin
dfcd401e7db85d7f,CDU,Landesliste+Wahlkreis,9,31,Ludwigslust-Parchim IV,Waldmüller,Wolfgang,Mitglied des Landtages,1962,19372 Rom
2e23912869866ccf,Die Linke,Landesliste+Wahlkreis,12,31,Ludwigslust-Parchim IV,Pulz-Debler,Steffi,Abgeordnete des Landtages,1981,19370 Parchim
83ed6962c8be2327,FDP,Wahlkreis,,31,Ludwigslust-Parchim IV,Schulz,Wolfgang,Steuerberater,1952,19370 Parchim
c5d29e44a0a993c4,GRÜNE,Wahlkreis,,31,Ludwigslust-Parchim IV,Kowalsky,Brigitte,Kauffrau im Einzelhandel,1961,19370 Parchim
9e2b1729dc854735,SPD,Landesliste+Wahlkreis,24,31,Ludwigslust-Parchim IV,Brade,Christian,Betriebswirt,1971,19374 Domsühl
9050ae2832bd411b,WLD,Landesliste+Wahlkreis,1,31,Ludwigslust-Parchim IV,Rexin,Marco,Weinkaufmann,1973,19395 Plau am See
b0c93d7c8626cfab,AfD,Landesliste+Wahlkreis,6,32,Ludwigslust-Parchim V,Tadsen,Jan-Phillip,"Politikwissenschaftler, Mitglied des Landtages",1988,19406 Sternberg
922a4f24fe524690,BSW,Landesliste+Wahlkreis,2,32,Ludwigslust-Parchim V,Firnhaber,Sabine,Landwirtin,1977,19079 Banzkow
c6fa6f45e7d9f4c1,CDU,Landesliste+Wahlkreis,20,32,Ludwigslust-Parchim V,Ihde-Lütge,Karen,Polizeibeamtin,1978,19086 Plate
ed9d0d598f164fe5,Die Linke,Wahlkreis,,32,Ludwigslust-Parchim V,Marquardt,Ralf,IT-Systemadministrator,1977,19399 Goldberg
461316964b9fecbd,Einzelbewerber,Wahlkreis,,32,Ludwigslust-Parchim V,Frost,Thomas,"Flohmarktbetreiber, Erzieher",1985,19374 Mestlin
6172e87f52c0d62b,FDP,Wahlkreis,,32,Ludwigslust-Parchim V,Gantke,Brigitte,Ärztin,1959,19386 Gehlsbach
c795bf9b2e3f509b,GRÜNE,Wahlkreis,,32,Ludwigslust-Parchim V,Kudla,Jürn,"Bootsbauer, Berufsschullehrer",1979,19067 Leezen
e4208c466d587241,SPD,Landesliste+Wahlkreis,11,32,Ludwigslust-Parchim V,Klingohr,Christine,Erzieherin,1967,19412 Golchen
1c6eb1175de36830,AfD,Landesliste+Wahlkreis,16,33,Vorpommern-Rügen IV,Thormann,Tommy,Lokführer,1994,18546 Sassnitz
0292f8de0a8b6670,BSW,Landesliste+Wahlkreis,17,33,Vorpommern-Rügen IV,Vetter,Thomas,Polizist,1972,18586 Ostseebad Baabe
67e2f2fd1e6631a8,CDU,Landesliste+Wahlkreis,21,33,Vorpommern-Rügen IV,Kliewe,Holger,Landwirt,1963,18569 Ummanz
af2c6a10005f9bd6,Die Linke,Landesliste+Wahlkreis,18,33,Vorpommern-Rügen IV,Hübner,Frans,Rentner,1996,18546 Sassnitz
c58af0ed88db89cd,FDP,Landesliste+Wahlkreis,4,33,Vorpommern-Rügen IV,Ahlers,Uwe,Unternehmensberater,1953,18556 Dranske
d17554eb251b2818,GRÜNE,Wahlkreis,,33,Vorpommern-Rügen IV,"Trzeczak, Dr.",Stefan,Arzt,1971,18573 Altefähr
2378d2ead9150c16,SPD,Landesliste+Wahlkreis,12,33,Vorpommern-Rügen IV,Miraß,Heiko,"Staatssekretär, Abgeordneter des Landtages",1967,18574 Poseritz
7d8b71f1b1032ff7,AfD,Landesliste+Wahlkreis,12,34,Vorpommern-Rügen V,Naulin,Thomas,Gastwirt,1977,18528 Bergen auf Rügen
2dcba69946ba04e9,BSW,Landesliste+Wahlkreis,9,34,Vorpommern-Rügen V,Bösel,Karel,Tourismusunternehmer,1970,18609 Ostseebad Binz
ba0bccd38d0eb993,CDU,Landesliste+Wahlkreis,13,34,Vorpommern-Rügen V,Mietzner,Birgit,Schulleiterin,1970,18507 Grimmen
91dc44219759797a,Die Linke,Landesliste+Wahlkreis,15,34,Vorpommern-Rügen V,Dabrowska,Martyna Ewa,Betriebsprüferin,2005,18586 Osteeebad Sellin
1fd3beb78dfe7dee,Einzelbewerber,Wahlkreis,,34,Vorpommern-Rügen V,Gens,Thomas,selbstständig,1970,18565 Seebad Insel Hiddensee
fdd16ffdacfe2ac7,FDP,Wahlkreis,,34,Vorpommern-Rügen V,Steckelbach,Manfred,Kaufmann im Ruhestand,1959,18546 Sassnitz
66a1b70140cf528a,GRÜNE,Landesliste+Wahlkreis,14,34,Vorpommern-Rügen V,Sorge,Martin,Bio-Landwirt,1980,18551 Glowe
3c90cac4f80c4354,SPD,Landesliste+Wahlkreis,15,34,Vorpommern-Rügen V,"Rahm-Präger, Dr.",Sylva,Diplom-Agraringenieur,1960,18586 Ostseebad Baabe
014a7168fee8b988,AfD,Wahlkreis,,35,Vorpommern-Greifswald IV,Arndt,Inken,Unternehmerin Außenhandel,1963,17373 Ueckermünde
f4986cb3cfc3dab8,BSW,Wahlkreis,,35,Vorpommern-Greifswald IV,Läufer,Holger,Rentner,1956,17375 Liepgarten
e7b297e5f8b5bf43,CDU,Landesliste+Wahlkreis,25,35,Vorpommern-Greifswald IV,Sieder,Ivo,Politikwissenschaftler,1983,17489 Greifswald
81cb755cf487ecb3,Die Linke,Landesliste+Wahlkreis,16,35,Vorpommern-Greifswald IV,Griffel,Steffi,Wahlkreismitarbeiterin,1975,17358 Torgelow
61a9765b18e325b4,FDP,Wahlkreis,,35,Vorpommern-Greifswald IV,Pohl,Detlef,Gastronom,1960,17373 Ueckermünde
65278b8538992dda,SPD,Landesliste+Wahlkreis,10,35,Vorpommern-Greifswald IV,Dahlemann,Patrick,Chef der Staatskanzlei,1988,17375 Mönkebude
49eb38413f2ab0b5,AfD,Wahlkreis,,36,Vorpommern-Greifswald V,Kramer,Nikolaus,Polizeibeamter,1976,17489 Greifswald
cb26dd43af869a7a,BSW,Wahlkreis,,36,Vorpommern-Greifswald V,Buchwald,Jörg,Geschäftsführer,1965,17321 Löcknitz
2f7da0f44d246d3b,CDU,Landesliste+Wahlkreis,37,36,Vorpommern-Greifswald V,Wenzel,Dietrich,Lehrer,1994,17309 Pasewalk
cda55ab9494f3cc3,Die Linke,Wahlkreis,,36,Vorpommern-Greifswald V,Suchanek,Leon,Schüler,2002,17309 Pasewalk
88c78016dfdd010c,FDP,Wahlkreis,,36,Vorpommern-Greifswald V,Kaessler,Stella Renée,Schülerin,2007,18249 Buchenhof
acd2f3ed5aaa7778,SPD,Landesliste+Wahlkreis,7,36,Vorpommern-Greifswald V,Martin,Bettina,Ministerin,1966,19061 Schwerin
ebad65ead6f580c5,AfD,Landesliste,11,,,Jenniches,David,Diplom-Volkswirt,1977,19055 Schwerin
31ce382974f58d50,AfD,Landesliste,18,,,Zorn,Christian,Maler und Lackierer,1982,18528 Bergen auf Rügen
37d0de34644f9617,AfD,Landesliste,23,,,Schilke,Jarod,Fachinformatiker,2000,18435 Stralsund
a5a8b52f99c63660,AfD,Landesliste,24,,,"Stein, Dr. med.",Stefan,Arzt,1958,17373 Ueckermünde
444959d4490832f6,AfD,Landesliste,29,,,Schrauber,Steffen,geschäftsführender Gesellschafter,1981,19230 Hagenow
82ed1dc951ecba2d,AfD,Landesliste,30,,,Halle,Nicole,Handelsvertreterin,1986,18546 Sassnitz
a84e5f3447502079,AfD,Landesliste,31,,,"Nagel, Dr. med.",Andreas,Arzt,1982,17237 Carpin
c3637584b2e01a0d,AfD,Landesliste,32,,,Jacobs,Sven,Selbstständig,1963,19067 Dobin am See
bdec8757e7d66b01,AfD,Landesliste,33,,,Rybka,Frank,Bankdirektor a. D.,1962,18439 Stralsund
5a5421974c2541c5,AfD,Landesliste,34,,,Kohls,Mirko,Busfahrer,1983,17111 Kletzin
636498abe4e41191,AfD,Landesliste,35,,,Giebner,Marko,Selbstständig,1979,18198 Kritzmow
7765accf3abf085a,AfD,Landesliste,36,,,Braum,Ulf,Dipl.-Verwaltungswirt (FH),1968,18586 Ostseebad Baabe
2e6ebbeeb5c4f04d,AfD,Landesliste,37,,,Zimmermann,Anita,Handelsfachwirtin,1980,18519 Sundhagen
4ac693452d035a7b,AfD,Landesliste,38,,,Eisenhardt,Ralf,Historiker,1964,19249 Lübtheen
f8a4b636f02b1c42,AfD,Landesliste,39,,,Pfitzner,Thomas,"Selbstständig, Unternehmer",1968,17258 Feldberger Seenlandschaft
a451d87d6d6ab27c,AfD,Landesliste,40,,,Franck,Hannes,"Bildungswissenschaftler, Lehramtsstudent",1997,18055 Rostock
6da3416befd1ab2c,AfD,Landesliste,41,,,Holter,Marco,Automobilserviceberater,1971,23936 Hamberge
56c396cd1f3b643b,AfD,Landesliste,42,,,Schmitt-Schröder,Beatrice,Seniorenbetreuung und Alltagsbegleiterin,1977,19406 Sternberg
be1a932dd0fd5707,AfD,Landesliste,44,,,Beyer,Sebastian,Unternehmer,1980,23992 Perniek
f7a25d1595dfd9b0,AfD,Landesliste,47,,,Petersen,Mario,Fachwirt Gebäude- und Facilitymanagement,1969,18546 Sassnitz
d50aa563a1359bd5,AfD,Landesliste,48,,,Wismer,Birgit,geprüfte Versicherungskauffrau,1964,18507 Grimmen
e9cebcccb726f719,AfD,Landesliste,49,,,Korth,Roland,Rentner,1961,19300 Grabow
922988f7506bf458,AfD,Landesliste,50,,,Prochnow,Philipp,Wahlkreismitarbeiter,1988,18510 Zarrendorf
07c6495bcacc526e,BSW,Landesliste,7,,,Stegemann,Anke,Agraringenieurin,1965,17139 Kummerow
24d762169d47d57f,BSW,Landesliste,8,,,Marschall,Silke,Diplom-Demographin,1969,18109 Rostock
3a8deacffddb61cd,BSW,Landesliste,13,,,Zeugmann-Tebben,Annette,Modedesignerin,1964,19061 Schwerin
75e65470eafd3804,BSW,Landesliste,14,,,Fehrmann,Daniel,Polizeibeamter,1982,19417 Warin
21bfc901779df3be,BSW,Landesliste,15,,,Groth,Olaf,Jurist,1970,18069 Rostock
3564a3f92de56dcf,BSW,Landesliste,18,,,Wölfel,Tim,Tourismuskaufmann,2000,18057 Rostock
acf17949c843f133,BSW,Landesliste,19,,,Vibrans,Hans-Dieter,Rentner,1952,17192 Waren (Müritz)
afd0908d33d5e074,Bündnis C,Landesliste,1,,,Hauser,Christian,Beamter,1964,19258 Boizenburg/Elbe
70d3c8cf0c45d15f,Bündnis C,Landesliste,2,,,Magath,Olaf,Grundschullehrer,1962,17309 Pasewalk
9fa82357c4392dfa,Bündnis C,Landesliste,3,,,Kohlstedt,Gabriele,Kinderkrankenschwester,1959,18292 Kuchelmiß
3910e9d72533fdf1,Bündnis C,Landesliste,4,,,Rübner,Martin,Softwareentwickler,1985,23972 Groß Stieten
bb3977b3046c9da9,Bündnis C,Landesliste,5,,,von Holst,Margarete,Pastorin i. R.,1937,18273 Güstrow
8081d17a8a61c828,Bündnis C,Landesliste,6,,,Kohlstedt,Matthias,Sozialtherapeut,1959,18292 Kuchelmiß
14ac85a0ce9dbda4,Bündnis C,Landesliste,7,,,Reeps,Christoph,Pastor i. R.,1964,18292 Dobbin-Linstow
375168ee55a44b0f,CDU,Landesliste,32,,,"Riecken, Dr.",Antonia,Landwirtin,1985,19073 Dümmer
94f071b27f891c5e,CDU,Landesliste,33,,,Nawotke,Oliver,Polizeivollzugsbeamter,1995,17166 Teterow
eacf682f8cad789f,CDU,Landesliste,34,,,Mattis,Ulrike,Vertriebsleiterin,1975,17509 Lubmin
0aa700bed8d598d1,CDU,Landesliste,35,,,Antony,Jacqueline,Agraringenieurin,1976,17091 Mölln
629e2cc3e005dfeb,CDU,Landesliste,36,,,Geib,Philipp,Dozent,1992,19055 Schwerin
d24183a6e3e835aa,Die Linke,Landesliste,7,,,Tieding,Sophie,Studentin,2000,17489 Greifswald
a34babaf139a62f6,Die Linke,Landesliste,14,,,Wenzel,Julia,Sozialarbeiterin,1991,18198 Kritzmow
748ae1d4e114f4df,Die Linke,Landesliste,17,,,Jarmer,Fanny,Krankenschwester,1985,18516 Süderholz
722a42802311bebb,Die Linke,Landesliste,19,,,Reinders,Jutta,Dipl. Ökonomin,1953,18147 Rostock
42fdfbd2c283871a,Die Linke,Landesliste,23,,,Schneider,Michael,Servicecentermitarbeiter,1982,18107 Rostock
6b6aece625397208,Die PARTEI,Landesliste,2,,,Tardel,Willy René,Heilerziehungspfleger,1990,19053 Schwerin
62ae9c0cc20279be,Die PARTEI,Landesliste,3,,,Osiablo,Raik,Software - Entwickler,1986,19061 Schwerin
49f4b6570b18d68a,Die PARTEI,Landesliste,4,,,Rosenbohm,Johannes,Lehrer,1987,18311 Ribnitz-Damgarten
8efc92965eff70fa,Die PARTEI,Landesliste,5,,,Weiss,Lucas,Lehrer,1992,18147 Rostock
d444d429889b5193,Die PARTEI,Landesliste,6,,,Behnsen,Inga,Kulturmanagerin,1992,19055 Schwerin
94cd1e8b9028a955,Die PARTEI,Landesliste,7,,,Wohlert,Martin,Softwareentwickler,1986,19258 Boizenburg/Elbe
f78f3761a036d370,FDP,Landesliste,7,,,"Grahl, Dr.",Lia,wissenschaftliche Mitarbeiterin,1998,17389 Anklam
70f6de1b257b4865,FDP,Landesliste,14,,,Tackmann,Dietmar,Polizeibeamter,1976,19061 Schwerin
14cebb18b9364f8d,FREIE WÄHLER,Landesliste,2,,,Schmidt,Roger,Diplom-Kaufmann,1968,18055 Rostock
112d3cac9248e441,FREIE WÄHLER,Landesliste,5,,,Graf von Westarp,Gustav,Diplom-Biologe,1948,19399 Goldberg
2a9d190089ce7a02,GRÜNE,Landesliste,13,,,Böhme,Rhea,Diplom-Kirchenmusikerin,1971,17493 Greifswald
01d76141c95846a9,GRÜNE,Landesliste,15,,,Ringe,Franziska,Sängerin,1987,18439 Stralsund
de91ce54a35e19f5,GRÜNE,Landesliste,19,,,Gashi,Diana,Unternehmerin,1977,23942 Dönkendorf
003f26592bbdc0b5,Handwerker Partei Deutschland,Landesliste,1,,,Klein,Siegfried,,1959,18609 Ostseebad Binz
8f18f00350cafb24,Handwerker Partei Deutschland,Landesliste,2,,,Thormann,Dirk,,1971,18546 Sassnitz
b31f635e391a7f1a,Handwerker Partei Deutschland,Landesliste,3,,,Trusheim,Ingo,,1978,18546 Sassnitz
d6639b1072d1fc5d,Handwerker Partei Deutschland,Landesliste,4,,,Leuschel,Henry,,1969,18439 Stralsund
91558f78322bfcf2,Handwerker Partei Deutschland,Landesliste,5,,,Pagel,Mario,,1974,18546 Sassnitz
843c4534584d751a,Handwerker Partei Deutschland,Landesliste,6,,,Pintak,Kathleen,,1971,18546 Sassnitz
da2103c6a5889fc4,Handwerker Partei Deutschland,Landesliste,7,,,Thormann,René,,1971,18546 Sassnitz
62b75f2ebfb7c138,Handwerker Partei Deutschland,Landesliste,8,,,Kuphal,Thomas,,1955,18442 Langendorf
457c37cd166a1485,Handwerker Partei Deutschland,Landesliste,9,,,Retzlaff,Eckard,,1951,18546 Sassnnitz
1172113f52227d0a,KPD,Landesliste,1,,,Melcher,Christine,Lehrerin,1953,23968 Wismar
63b9f253ed545fa0,KPD,Landesliste,2,,,Piechowski,Lothar,Staatswissenschaftler,1948,18507 Grimmen
9a6e4b8976650dab,PIRATEN,Landesliste,1,,,Klüver,Dennis,Personalsachbearbeiter,1965,19217 Rehna
ede3cec98987d83f,PIRATEN,Landesliste,2,,,Darmann,Jonathan,Usability-Ingenieur,1997,18109 Rostock
822a2a5d00b8e74c,PIRATEN,Landesliste,3,,,Smyra,Friedrich,Pflegefachassistent,1984,18439 Stralsund
2fc9a7aaea58a0ef,PIRATEN,Landesliste,4,,,Triebner,Ronny,"Diplom-Finanzwirt, Beamter",1990,18055 Rostock
420bd08d642bfa0c,PIRATEN,Landesliste,5,,,Clasen,Dennis,Pflegefachkraft,1992,19217 Rehna
a03508b5b67ad60c,PdF,Landesliste,1,,,Graf,Susanne,Sachbearbeiterin,1972,23968 Wismar
f9896a9a6be8c589,PdF,Landesliste,2,,,Stapel,Christian,Leitender Angestellter,1966,18198 Kritzmow
40646b0445ec6a8f,PdF,Landesliste,3,,,Große,Bastian,Ingenieur,1999,17192 Waren (Müritz)
8ddafa71aa119abe,SPD,Landesliste,20,,,Barsch,Johannes,Rechtsanwalt,1994,17489 Greifswald
15af69516108366d,SPD,Landesliste,31,,,Lichtermann,Maria,Referentin für Antisemitismus-Monitoring,1986,18055 Rostock
9773e0b7b2b3844b,SPD,Landesliste,33,,,Bartsch,Sylvia,Leiterin Marketing und Öffentlichkeitsarbeit,1969,23966 Wismar
9fbebaabcfc5718d,SPD,Landesliste,35,,,Boomgaarden-Kühl,Ilka,Steuerfachangestellte,1972,18292 Krakow am See
683d4da9941c510b,SPD,Landesliste,37,,,Joop,Emma,Studentin,2007,18057 Rostock
3f88b627e03f36d3,SPD,Landesliste,39,,,Keßler,Daniela,Bundespolizistin,1976,23970 Wismar
4682bb606dc51d98,SPD,Landesliste,41,,,Tiedke,Lea,Studentin,2003,18069 Rostock
dc7083de41991bee,SPD,Landesliste,43,,,Shafaei,Melina,Studentin,2003,17489 Greifswald
fd93abc5b8c4be5d,SPD,Landesliste,45,,,Fischer,Anne,Studentin,2004,18146 Rostock
e44ed190ba1e2a22,SPD,Landesliste,46,,,Alsayjare,Asem,Referent,1985,19057 Schwerin
05439158eb5cbb93,SPD,Landesliste,47,,,Reitberger,Cornelia,Lehrerin,1962,17033 Neubrandenburg
07039a51cd613c73,SPD,Landesliste,48,,,"Langer-Corinth, Dr.",Sebastian,Arzt,1988,19370 Parchim
17f4a87a9bc93c75,SPD,Landesliste,49,,,Kallisch-Puchelt,Sandra,Direktionsassistentin,1976,17192 Waren (Müritz)
ece8241fc09bc2ad,SPD,Landesliste,50,,,Plaumann,Alexander,"Filialdirektor, Versicherungsfachwirt",1968,18246 Jürgenshagen
3142de595e8f1e46,SPD,Landesliste,51,,,Tischer,Martin,Polizeivollzugsbeamter,1991,19217 Schlagsdorf
d7e8f274bd05b8d4,SPD,Landesliste,52,,,Prehn,Ingo,Bestattungshelfer,1974,19230 Moraas
c671a3bcbff4ec6f,SPD,Landesliste,53,,,Peters,Manuel,Bundesbeamter,1992,18198 Kritzmow
109302706ed5b4b4,SPD,Landesliste,54,,,Tiedke,Michael,Dipl.-Verwaltungswirt (FH),1978,23970 Wismar
7cf421cba6421aa6,SPD,Landesliste,55,,,Berner,Christoph,Biochemiker,2001,17498 Greifswald
3a12ff58d935d106,SPD,Landesliste,56,,,Awaad,Josef,Student,2003,19370 Parchim
c825c5963857b4d9,SPD,Landesliste,57,,,Lüth,Tom,Projektleiter Fördermittelmanagement,1992,18057 Rostock
ea619aa0bb34247e,SPD,Landesliste,58,,,Alsaleh,Mohammed,Lehrkraft,1986,23966 Wismar
7ddf2a8f002f1fec,SPD,Landesliste,59,,,Scharge,Felix,Moderator,1990,18057 Rostock
c0aa88cbd32cf875,SPD,Landesliste,60,,,Keßler,Ronny,Fachleiter für politische Bildung,1980,23970 Wismar
2fc9a10e4ab91dfb,SPD,Landesliste,61,,,Krüger,David,Büromitarbeiter,1997,17109 Demmin
e2f85bf1a7e081d5,SPD,Landesliste,62,,,Scholz,Sven,Altenpfleger,1987,17217 Penzlin
052f930b93e446b5,Team Freiheit,Landesliste,2,,,van Baal,Sandy,selbständige Kauffrau,1977,18292 Dobbin-Linstow
e91dfd0747d963e3,Team Freiheit,Landesliste,4,,,Grabia,Hannes,selbständiger Unternehmensberater,1996,18059 Rostock
b2f79f718cb54da1,Team Freiheit,Landesliste,5,,,Hirch,Daniel,Unternehmensberater,1982,18239 Satow
46b2bd3ff89aa03d,Team Freiheit,Landesliste,6,,,Meier,Michael,Industriekaufmann,1966,18225 Kühlungsborn
36b0ac392efbb690,Team Freiheit,Landesliste,7,,,Roskosch,Jan,IT-Berater,1976,18209 Hohenfelde
ff6db8adf48e550a,Tierschutzpartei,Landesliste,1,,,Melchin,Petra,Dipl.-Ing. (FH) Landespflege,1964,18195 Thelkow
bdfe028c0257274a,Tierschutzpartei,Landesliste,2,,,Volkenand,Christoph,Dialoger für Umweltorganisation,1971,17489 Greifswald
13ffe2fcfd717a0e,Tierschutzpartei,Landesliste,3,,,Wagner,Elvira,"Bürokauffrau, Rentnerin",1950,17498 Mesekenhagen
5d644be0f2336023,Tierschutzpartei,Landesliste,4,,,Hübner,Anja,Tiermedizinische Fachangestellte,1989,17489 Greifswald
1676d5c40a5453a8,Tierschutzpartei,Landesliste,5,,,Gabel,Robert,Sozialwissenschaftler,1979,17491 Greifswald
c0d2e3e376d2d335,Tierschutzpartei,Landesliste,6,,,Preusche,Thomas Rex,Programmierer,1988,17491 Greifswald
c0326c8bc1d31c79,Tierschutzpartei,Landesliste,7,,,Melchin,Ralf,Lagerist,1967,18195 Thelkow
0901e5477aea44c4,Tierschutzpartei,Landesliste,8,,,Yaremchyshyn,Mariana,"Auszubildende (Ergotherapie), Sprachmittlerin",1994,17489 Greifswald
bb3c2c766d40624e,Volt,Landesliste,1,,,Rieker,Lisa,Demographin,1997,18057 Rostock
94259bc75f0544c1,Volt,Landesliste,5,,,Bode,Gerrit,Ingenieur,1989,19059 Schwerin
95109702c50ffbba,Volt,Landesliste,6,,,Häusler,Tim,Betriebsleiter,1997,18445 Klausdorf
6bcd3355c7114f65,Volt,Landesliste,7,,,Kraak,Robert,Augenarzt,1975,18055 Rostock
c8391f8ac6097667,Volt,Landesliste,8,,,Zademack,Lasse,Student,2005,18055 Rostock
3ce215e9c0a4c042,Volt,Landesliste,10,,,Vorpahl,David,Pflegehilfskraft,1988,19057 Schwerin
1bd6ed3f1e1fa466,WLD,Landesliste,2,,,Quanter,Silvio,Dachdeckermeister,1972,17248 Rechlin
ee40fa77b6e5a6d6,WLD,Landesliste,4,,,Hager,Miriam,Unternehmerin,1970,18279 Lalendorf
6d0c9f10905f9097,WLD,Landesliste,5,,,Zarnikow,Torsten,Zentralheizungs- und Lüftungsbauer,1977,17194 Hohen Wangelin
2c218ef17ffed8b0,WLD,Landesliste,6,,,Reincke,Raimo,Vertrieb,1970,19288 Groß Laasch
2908fbfb0d03d709,WLD,Landesliste,7,,,Behrens,Hannes-Alexander,Bäckermeister,1986,19395 Plau am See
b0934797cb1d8132,WLD,Landesliste,8,,,Brose,David,Rufbusfahrer,1986,19386 Lübz
bbffe10dd03d9b65,WLD,Landesliste,9,,,Schleede,Sebastian,Koch,1991,19395 Plau am See
31ea1a30a142a7a1,WLD,Landesliste,10,,,Fülla,Axel,Koch,1986,18439 Stralsund
2b6645254f41ab7d,WLD,Landesliste,11,,,Göttsche,Franziska,GF Lebensmittelproduktion,1985,17217 Penzlin
4674feecce5a0dd9,WLD,Landesliste,12,,,Dreschler,Viola,Rezeptionistin Physiotherapie,1961,19386 Kuppentin
e6ab59fc69e8a03f,WLD,Landesliste,13,,,Papenroth,Kathrin,Landschaftsarchitektin,1971,19395 Ganzlin
cc9be2aa981d0db6,WLD,Landesliste,14,,,Feddeler,Michael,Handwerksmeister,1979,19395 Plau am See
347958c059c571c5,ÖDP,Landesliste,1,,,Schünemann,Ronald,Verkäufer,1969,19057 Schwerin
9c0dc3767ec50784,ÖDP,Landesliste,2,,,Meixner,Ernst,Gärtner,1979,18057 Rostock
779df3a46c9b1b66,ÖDP,Landesliste,3,,,Wagner,Elke,Hausfrau,1965,17192 Waren (Müritz)
