ags,municipality_name,source
13073031,"Göhren, Ostseebad",official-2026-template
13073048,"Lancken-Granitz",official-2026-template
13073084,"Sellin, Ostseebad",official-2026-template
13073106,"Zirkow",official-2026-template
13073107,"Mönchgut, Ostseebad",official-2026-template
13073757,"Briefwahl Mönchgut-Granitz",official-2026-template
13073036,"Groß Kordshagen",official-2026-template
13073041,"Jakobsdorf",official-2026-template
13073054,"Lüssow",official-2026-template
13073060,"Niepars",official-2026-template
13073061,"Pantelitz",official-2026-template
13073087,"Steinhagen",official-2026-template
13073099,"Wendorf",official-2026-template
13073104,"Zarrendorf",official-2026-template
13073758,"Briefwahl Niepars",official-2026-template
13073004,"Altenkirchen",official-2026-template
13073013,"Breege",official-2026-template
13073019,"Dranske",official-2026-template
13073030,"Glowe, Ostseebad",official-2026-template
13073052,"Lohme",official-2026-template
13073071,"Putgarten",official-2026-template
13073078,"Sagard",official-2026-template
13073101,"Wiek",official-2026-template
13073759,"Briefwahl Nord-Rügen",official-2026-template
13073007,"Bad Sülze, Stadt",official-2026-template
13073015,"Dettmannsdorf",official-2026-template
13073016,"Deyelsdorf",official-2026-template
13073020,"Drechow",official-2026-template
13073022,"Eixen",official-2026-template
13073032,"Grammendorf",official-2026-template
13073033,"Gransebieth",official-2026-template
13073039,"Hugoldsdorf",official-2026-template
13073050,"Lindholz",official-2026-template
13073093,"Tribsees, Stadt",official-2026-template
13073760,"Briefwahl Recknitz-Trebeltal",official-2026-template
13073001,"Ahrenshagen-Daskow",official-2026-template
13073075,"Ribnitz-Damgarten, Bernsteinstadt",official-2026-template
13073082,"Schlemmin",official-2026-template
13073085,"Semlow",official-2026-template
13073761,"Briefwahl Ribnitz-Damgarten",official-2026-template
13073003,"Altefähr",official-2026-template
13073021,"Dreschvitz",official-2026-template
13073028,"Gingst",official-2026-template
13073040,"Insel Hiddensee, Seebad",official-2026-template
13073045,"Kluis",official-2026-template
13073059,"Neuenkirchen",official-2026-template
13073073,"Rambin",official-2026-template
13073079,"Samtens",official-2026-template
13073081,"Schaprode",official-2026-template
13073092,"Trent",official-2026-template
13073095,"Ummanz",official-2026-template
13073762,"Briefwahl West-Rügen",official-2026-template
13074087,"Wismar, Hansestadt",official-2026-template
13074026,"Grevesmühlen, Stadt",official-2026-template
13074035,"Insel Poel, Ostseebad",official-2026-template
13074002,"Bad Kleinen",official-2026-template
13074003,"Barnekow",official-2026-template
13074008,"Bobitz",official-2026-template
13074019,"Dorf Mecklenburg",official-2026-template
13074030,"Groß Stieten",official-2026-template
13074031,"Hohen Viecheln",official-2026-template
13074047,"Lübow",official-2026-template
13074053,"Metelsdorf",official-2026-template
13074082,"Ventschow",official-2026-template
13074751,"Briefwahl Dorf Mecklenburg-Bad Kleinen",official-2026-template
13074020,"Dragun",official-2026-template
13074021,"Gadebusch, Stadt",official-2026-template
13074040,"Kneese",official-2026-template
13074043,"Krembz",official-2026-template
13074054,"Mühlen Eichsen",official-2026-template
13074068,"Roggendorf",official-2026-template
13074070,"Rögnitz",official-2026-template
13074081,"Veelböken",official-2026-template
13074752,"Briefwahl Gadebusch",official-2026-template
13074005,"Bernstorf",official-2026-template
13074022,"Gägelow",official-2026-template
13074069,"Roggenstorf",official-2026-template
13074071,"Rüting",official-2026-template
13074077,"Testorf-Steinfort",official-2026-template
13074079,"Upahl",official-2026-template
13074085,"Warnow",official-2026-template
13074093,"Stepenitztal",official-2026-template
13074753,"Briefwahl Grevesmühlen-Land",official-2026-template
13074010,"Boltenhagen, Ostseebad",official-2026-template
13074016,"Damshagen",official-2026-template
13074032,"Hohenkirchen",official-2026-template
13074037,"Kalkhorst",official-2026-template
13074039,"Klütz, Stadt",official-2026-template
13074089,"Zierow",official-2026-template
13074754,"Briefwahl Klützer Winkel",official-2026-template
13074001,"Alt Meteln",official-2026-template
13074012,"Brüsewitz",official-2026-template
13074014,"Cramonshagen",official-2026-template
13074015,"Dalberg-Wendelstorf",official-2026-template
13074024,"Gottesgabe",official-2026-template
13074025,"Grambow",official-2026-template
13074038,"Klein Trebbow",official-2026-template
13074048,"Lübstorf",official-2026-template
13074050,"Lützow",official-2026-template
13074061,"Perlin",official-2026-template
13074062,"Pingelshagen",official-2026-template
13074064,"Pokrent",official-2026-template
13074072,"Schildetal",official-2026-template
13074075,"Seehof",official-2026-template
13074088,"Zickhusen",official-2026-template
13074755,"Briefwahl Lützow-Lübstorf",official-2026-template
13074004,"Benz",official-2026-template
13074007,"Blowatz",official-2026-template
13074009,"Boiensdorf",official-2026-template
13074034,"Hornstorf",official-2026-template
13074044,"Krusenhagen",official-2026-template
13074056,"Neuburg",official-2026-template
13074756,"Briefwahl Neuburg",official-2026-template
13074006,"Bibow",official-2026-template
13074023,"Glasin",official-2026-template
13074036,"Jesendorf",official-2026-template
13074046,"Lübberstorf",official-2026-template
13074057,"Neukloster, Stadt",official-2026-template
13074060,"Passee",official-2026-template
13074084,"Warin, Stadt",official-2026-template
13074090,"Zurow",official-2026-template
13074091,"Züsow",official-2026-template
13074757,"Briefwahl Neukloster-Warin",official-2026-template
13074013,"Carlow",official-2026-template
13074018,"Dechow",official-2026-template
13074028,"Groß Molzahn",official-2026-template
13074033,"Holdorf",official-2026-template
13074042,"Königsfeld",official-2026-template
13074065,"Rehna, Klosterstadt",official-2026-template
13074066,"Rieps",official-2026-template
13074073,"Schlagsdorf",official-2026-template
13074078,"Thandorf",official-2026-template
13074080,"Utecht",official-2026-template
13074092,"Wedendorfersee",official-2026-template
13074758,"Briefwahl Rehna",official-2026-template
13074017,"Dassow, Stadt",official-2026-template
13074027,"Grieben",official-2026-template
13074049,"Lüdersdorf",official-2026-template
13074052,"Menzendorf",official-2026-template
13074067,"Roduchelstorf",official-2026-template
13074074,"Schönberg, Stadt",official-2026-template
13074076,"Selmsdorf",official-2026-template
13074094,"Siemz-Niendorf",official-2026-template
13074759,"Briefwahl Schönberger Land",official-2026-template
13075039,"Greifswald, Universitäts- und Hansestadt",official-2026-template
13075005,"Anklam, Hansestadt",official-2026-template
13075049,"Heringsdorf, Ostseebad",official-2026-template
13075105,"Pasewalk, Stadt",official-2026-template
13075130,"Strasburg (Uckermark), Stadt",official-2026-template
13075136,"Ueckermünde, Seebad, Stadt",official-2026-template
13075021,"Buggenhagen",official-2026-template
13075072,"Krummin",official-2026-template
13075074,"Lassan, Stadt",official-2026-template
13075087,"Lütow",official-2026-template
13075124,"Sauzin",official-2026-template
13075144,"Wolgast, Stadt",official-2026-template
13075147,"Zemitz",official-2026-template
13075751,"Briefwahl Am Peenestrom",official-2026-template
13075001,"Ahlbeck",official-2026-template
13075003,"Altwarp, Fischerdorf",official-2026-template
13075031,"Eggesin, Stadt",official-2026-template
13075037,"Grambin",official-2026-template
13075051,"Hintersee",official-2026-template
13075075,"Leopoldshagen",official-2026-template
13075078,"Liepgarten",official-2026-template
13075084,"Lübs",official-2026-template
13075085,"Luckow",official-2026-template
13075089,"Meiersberg",official-2026-template
13075093,"Mönkebude",official-2026-template
13075139,"Vogelsang-Warsin",official-2026-template
13075752,"Briefwahl Am Stettiner Haff",official-2026-template
13075007,"Bargischow",official-2026-template
13075013,"Blesewitz",official-2026-template
13075015,"Boldekow",official-2026-template
13075020,"Bugewitz",official-2026-template
13075022,"Butzow",official-2026-template
13075029,"Ducherow",official-2026-template
13075053,"Iven",official-2026-template
13075068,"Krien",official-2026-template
13075073,"Krusenfelde",official-2026-template
13075088,"Medow",official-2026-template
13075098,"Neu Kosenow",official-2026-template
13075101,"Neuenkirchen",official-2026-template
13075110,"Postlow",official-2026-template
13075116,"Rossin",official-2026-template
13075122,"Sarnow",official-2026-template
13075127,"Spantekow",official-2026-template
13075128,"Stolpe an der Peene",official-2026-template
13075155,"Neetzow-Liepen",official-2026-template
13075753,"Briefwahl Anklam-Land",official-2026-template
13075002,"Alt Tellin",official-2026-template
13075009,"Bentzin",official-2026-template
13075023,"Daberkow",official-2026-template
13075054,"Jarmen, Stadt",official-2026-template
13075070,"Kruckow",official-2026-template
13075134,"Tutow",official-2026-template
13075140,"Völschow",official-2026-template
13075754,"Briefwahl Jarmen-Tutow",official-2026-template
13075008,"Behrenhoff",official-2026-template
13075025,"Dargelin",official-2026-template
13075027,"Dersekow",official-2026-template
13075050,"Hinrichshagen",official-2026-template
13075076,"Levenhagen",official-2026-template
13075091,"Mesekenhagen",official-2026-template
13075102,"Neuenkirchen",official-2026-template
13075141,"Wackerow",official-2026-template
13075142,"Weitenhagen",official-2026-template
13075755,"Briefwahl Landhagen",official-2026-template
13075011,"Bergholz",official-2026-template
13075012,"Blankensee",official-2026-template
13075016,"Boock",official-2026-template
13075035,"Glasow",official-2026-template
13075038,"Grambow",official-2026-template
13075067,"Krackow",official-2026-template
13075079,"Löcknitz",official-2026-template
13075095,"Nadrensee",official-2026-template
13075107,"Penkun, Stadt",official-2026-template
13075108,"Plöwen",official-2026-template
13075113,"Ramin",official-2026-template
13075117,"Rossow",official-2026-template
13075119,"Rothenklempenow",official-2026-template
13075756,"Briefwahl Löcknitz-Penkun",official-2026-template
13075018,"Brünzow",official-2026-template
13075046,"Hanshagen",official-2026-template
13075059,"Katzow",official-2026-template
13075060,"Kemnitz",official-2026-template
13075069,"Kröslin",official-2026-template
13075081,"Loissin",official-2026-template
13075083,"Lubmin, Seebad",official-2026-template
13075097,"Neu Boltenhagen",official-2026-template
13075120,"Rubenow",official-2026-template
13075146,"Wusterhusen",official-2026-template
13075757,"Briefwahl Lubmin",official-2026-template
13075036,"Görmin",official-2026-template
13075082,"Loitz, Stadt",official-2026-template
13075123,"Sassen-Trantow",official-2026-template
13075758,"Briefwahl Peenetal/Loitz",official-2026-template
13075004,"Altwigshagen",official-2026-template
13075033,"Ferdinandshof",official-2026-template
13075045,"Hammer a. d. Uecker",official-2026-template
13075048,"Heinrichswalde",official-2026-template
13075118,"Rothemühl",official-2026-template
13075131,"Torgelow, Stadt",official-2026-template
13075143,"Wilhelmsburg",official-2026-template
13075759,"Briefwahl Torgelow-Ferdinandshof",official-2026-template
13075017,"Brietzig",official-2026-template
13075032,"Fahrenwalde",official-2026-template
13075042,"Groß Luckow",official-2026-template
13075055,"Jatznick",official-2026-template
13075063,"Koblentz",official-2026-template
13075071,"Krugsdorf",official-2026-template
13075103,"Nieden",official-2026-template
13075104,"Papendorf",official-2026-template
13075109,"Polzow",official-2026-template
13075115,"Rollwitz",official-2026-template
13075126,"Schönwalde",official-2026-template
13075138,"Viereck",official-2026-template
13075149,"Zerrenthin",official-2026-template
13075760,"Briefwahl Uecker-Randow-Tal",official-2026-template
13075058,"Karlshagen, Ostseebad",official-2026-template
13075092,"Mölschow",official-2026-template
13075106,"Peenemünde",official-2026-template
13075133,"Trassenheide, Ostseebad",official-2026-template
13075151,"Zinnowitz, Ostseebad",official-2026-template
13075761,"Briefwahl Usedom-Nord",official-2026-template
13075010,"Benz",official-2026-template
13075026,"Dargen",official-2026-template
13075034,"Garz",official-2026-template
13075056,"Kamminke",official-2026-template
13075065,"Korswandt",official-2026-template
13075066,"Koserow, Ostseebad",official-2026-template
13075080,"Loddin, Seebad",official-2026-template
13075090,"Mellenthin",official-2026-template
13075111,"Pudagla",official-2026-template
13075114,"Rankwitz",official-2026-template
13075129,"Stolpe auf Usedom",official-2026-template
13075135,"Ückeritz, Seebad",official-2026-template
13075137,"Usedom, Stadt",official-2026-template
13075148,"Zempin, Seebad",official-2026-template
13075152,"Zirchow",official-2026-template
13075762,"Briefwahl Usedom-Süd",official-2026-template
13075006,"Bandelin",official-2026-template
13075040,"Gribow",official-2026-template
13075041,"Groß Kiesow",official-2026-template
13075043,"Groß Polzin",official-2026-template
13075044,"Gützkow, Stadt",official-2026-template
13075061,"Klein Bünzow",official-2026-template
13075094,"Murchin",official-2026-template
13075121,"Rubkow",official-2026-template
13075125,"Schmatzin",official-2026-template
13075145,"Wrangelsburg",official-2026-template
13075150,"Ziethen",official-2026-template
13075154,"Züssow",official-2026-template
13075156,"Karlsburg",official-2026-template
13075763,"Briefwahl Züssow",official-2026-template
13076014,"Boizenburg/Elbe, Stadt",official-2026-template
13076060,"Hagenow, Stadt",official-2026-template
13076088,"Lübtheen, Stadt",official-2026-template
13076090,"Ludwigslust, Stadt",official-2026-template
13076108,"Parchim, Stadt",official-2026-template
13076009,"Bengerstorf",official-2026-template
13076010,"Besitz",official-2026-template
13076016,"Brahlstorf",official-2026-template
13076030,"Dersenow",official-2026-template
13076054,"Gresse",official-2026-template
13076055,"Greven",official-2026-template
13076102,"Neu Gülze",official-2026-template
13076106,"Nostorf",official-2026-template
13076122,"Schwanheide",official-2026-template
13076136,"Teldau",official-2026-template
13076138,"Tessin b. Boizenburg",official-2026-template
13076752,"Briefwahl Boizenburg-Land",official-2026-template
13076034,"Dömitz, Stadt",official-2026-template
13076053,"Grebs-Niendorf",official-2026-template
13076067,"Karenz",official-2026-template
13076093,"Malk Göhren",official-2026-template
13076094,"Malliß",official-2026-template
13076103,"Neu Kaliß",official-2026-template
13076143,"Vielank",official-2026-template
13076754,"Briefwahl Dömitz-Malliß",official-2026-template
13076040,"Gallin-Kuppentin",official-2026-template
13076051,"Granzin",official-2026-template
13076075,"Kreien",official-2026-template
13076077,"Kritzow",official-2026-template
13076089,"Lübz, Stadt",official-2026-template
13076109,"Passow",official-2026-template
13076125,"Siggelkow",official-2026-template
13076151,"Werder",official-2026-template
